	S28Hp	F8H1	w9pp	w8pp	f12ppA	f2pp	f16ppA	f3pp	f23ppB	S17H1	f10pp	w11pp	S20H1	s24H1	f8pp	w17pp	f11pp	f17ppB	f30pp	w19pp	f6ppA	w22pp	S25Hp	F6H1	S31Hp	w27pp	w31pp	w20pp	w32pp	w3pp	f19pp	w13pp	f31pp	f15pp	w1pp	w23pp	f18pp	f21pp	w10pp	s12pp	w29pp	s29pp	w26pp
f19pp	0.23050325777445646	0.24369728818009598	0.1771241619420656	0.18036694425363725	0.18329796489682681	0.2070779922544339	0.19627813627195256	0.22734398546501566	0.30467417622728016	0.28891001985251025	0.4289077080419358	0.47095205928706285	0.8720511315593652	0.8680432960890302	0.6813984021241788	0.37631283574537394	0.2860138916910758	0.2585931621095391	0.26365557663970873	0.22952304006054264	0.204116007057825	0.14622636280260046	0.21315316529664774	0.21422550937010826	0.21081413230183393	0.1322830286810298	0.16065443224235926	0.15815660126869352	0.16720302794071498	0.02639920142861467	0.0	0.04641902948426608	0.17596008394886037	0.14595176454472877	0.137115501980379	0.14777330260671515	0.23283360062912128	0.17933493077397814	0.18390527667867812	0.1594316976643249	0.169208591046626	0.2103112377887132	0.17436219557110683
w13pp	0.18990996336989785	0.20310399377553734	0.13653086753750696	0.13977364984907864	0.1427046704922682	0.1664846978498753	0.15568484186739392	0.18675069106045702	0.26408088182272155	0.2483167254479516	0.3883144136373772	0.43035876488250424	0.8314578371548066	0.8274500016844716	0.6408051077196202	0.33571954134081533	0.24542059728651713	0.21799986770498045	0.22306228223515012	0.188929745655984	0.1635227126532664	0.10563306839804183	0.1725598708920891	0.17363221496554965	0.1702208378972753	0.09168973427647117	0.12006113783780063	0.11756330686413488	0.12660973353615634	0.04759656166787311	0.04641902948426608	0.0	0.13536678954430176	0.10535847014017016	0.09652220757582039	0.10718000820215651	0.19224030622456265	0.1387416363694195	0.1433119822741195	0.11883840325976627	0.12861529664206736	0.16971794338415455	0.13376890116654822
f31pp	0.1944180379453041	0.20761206835094362	0.15456701940546197	0.15780980171703363	0.1607408223602232	0.18452084971783028	0.17372099373534894	0.20478684292841204	0.28211703369067653	0.2663528773159066	0.4063505655053322	0.4483949167504593	0.8494939890227616	0.8454861535524266	0.6588412595875752	0.3537556932087703	0.26345674915447215	0.23603601957293546	0.24109843410310514	0.206965897523939	0.18155886452122139	0.12366922026599683	0.20219711724851488	0.20326946132197543	0.1998580842537011	0.13146901714834688	0.16655696699916836	0.1872020743941546	0.19624850106617606	0.1771376161324674	0.17596008394886037	0.13536678954430176	0.0	0.08012494586761429	0.0872095168911725	0.09786731751750863	0.19674838079996892	0.14324971094482578	0.14782005684952576	0.12334647783517255	0.13312337121747364	0.17422601795956083	0.13827697574195447
f15pp	0.16440971854117253	0.17760374894681202	0.12455870000133037	0.12780148231290206	0.13073250295609162	0.15451253031369871	0.14371267433121734	0.17477852352428044	0.25210871428654497	0.23634455791177503	0.3763422461012006	0.41838659734632766	0.81948566961863	0.815477834148295	0.6288329401834436	0.32374737380463875	0.23344842975034055	0.20602770016880387	0.21109011469897354	0.17695757811980742	0.15155054511708982	0.09366090086186525	0.1721887978443833	0.17326114191784384	0.1698497648495695	0.1014606977442153	0.13654864759503677	0.157193754990023	0.16624018166204446	0.1471292967283358	0.14595176454472877	0.10535847014017016	0.08012494586761429	0.0	0.05720119748704092	0.06785899811337705	0.16674006139583733	0.1132413915406942	0.11781173744539418	0.09333815843104096	0.10311505181334205	0.14421769855542924	0.10826865633782289
w1pp	0.15557345597682276	0.16876748638246225	0.1157224374369806	0.11896521974855229	0.12189624039174185	0.14567626774934894	0.13487641176686757	0.16594226095993067	0.24327245172219517	0.22750829534742525	0.3675059835368508	0.4095503347819779	0.8106494070542802	0.8066415715839452	0.6199966776190938	0.314911111240289	0.22461216718599078	0.1971914376044541	0.20225385213462377	0.16812131555545765	0.14271428255274005	0.08482463829751548	0.16335253528003352	0.16442487935349406	0.16101350228521974	0.09262443517986553	0.127712385030687	0.14835749242567323	0.1574039190976947	0.13829303416398603	0.137115501980379	0.09652220757582039	0.0872095168911725	0.05720119748704092	0.0	0.04330066084116752	0.15790379883148756	0.10440512897634442	0.1089754748810444	0.08450189586669118	0.09427878924899227	0.13538143599107946	0.09943239377347311
w23pp	0.16623125660315888	0.1794252870087984	0.12638023806331675	0.1296230203748884	0.13255404101807797	0.15633406837568506	0.14553421239320372	0.17660006158626682	0.2539302523485313	0.2381660959737614	0.37816378416318697	0.42020813540831403	0.8213072076806164	0.8172993722102814	0.63065447824543	0.3255689118666251	0.23526996781232692	0.20784923823079024	0.2129116527609599	0.1787791161817938	0.15337208317907616	0.09548243892385161	0.17401033590636966	0.1750826799798302	0.17167130291155588	0.10328223580620166	0.13837018565702314	0.15901529305200937	0.16806171972403083	0.14895083479032217	0.14777330260671515	0.10718000820215651	0.09786731751750863	0.06785899811337705	0.04330066084116752	0.0	0.16856159945782367	0.11506292960268055	0.11963327550738054	0.09515969649302733	0.10493658987532842	0.14603923661741558	0.11009019439980924
f18pp	0.23156362388933704	0.24475765429497653	0.21144053608572289	0.21468331839729454	0.2176143390404841	0.2413943663980912	0.23059451041560985	0.26166035960867295	0.33899055037093745	0.32322639399616754	0.46322408218559313	0.5052684334307201	0.9063675057030225	0.9023596702326875	0.7157147762678361	0.4106292098890313	0.32033026583473306	0.2929095362531964	0.297971950783366	0.26383941420419993	0.2384323812014823	0.18054273694625775	0.2590706339287758	0.26014297800223635	0.256731600933962	0.1883425338286078	0.22343048367942925	0.2440755910744155	0.25312201774643694	0.23401113281272828	0.23283360062912128	0.19224030622456265	0.19674838079996892	0.16674006139583733	0.15790379883148756	0.16856159945782367	0.0	0.11542567715713194	0.1471649638108508	0.14414800003168832	0.1539248934139894	0.19502754015607657	0.1754225616859874
f21pp	0.1780649540341939	0.1912589844398334	0.15794186623057974	0.16118464854215142	0.16411566918534098	0.18789569654294808	0.1770958405604667	0.2081616897535298	0.2854918805157943	0.2697277241410244	0.40972541233045	0.4517697635755771	0.8528688358478793	0.8488610003775443	0.6622161064126929	0.3571305400338881	0.26683159597958994	0.23941086639805323	0.2444732809282229	0.21034074434905678	0.18493371134633918	0.1270440670911146	0.20557196407363265	0.2066443081470932	0.20323293107881887	0.13484386397346465	0.16993181382428613	0.19057692121927236	0.19962334789129382	0.18051246295758516	0.17933493077397814	0.1387416363694195	0.14324971094482578	0.1132413915406942	0.10440512897634442	0.11506292960268055	0.11542567715713194	0.0	0.09366629395570766	0.09064933017654517	0.10042622355884626	0.14152887030093342	0.12192389183084426
w10pp	0.18263529993889388	0.1958293303445334	0.16251221213527972	0.16575499444685138	0.16868601509004094	0.19246604244764803	0.1816661864651667	0.2127320356582298	0.2900622264204943	0.2742980700457244	0.41429575823514997	0.45634010948027703	0.8574391817525793	0.8534313462822443	0.666786452317393	0.3617008859385881	0.2714019418842899	0.24398121230275321	0.2490436268329229	0.21491109025375676	0.18950405725103914	0.1316144129958146	0.21014230997833264	0.21121465405179318	0.20780327698351886	0.13941420987816466	0.1745021597289861	0.19514726712397235	0.2041936937959938	0.18508280886228515	0.18390527667867812	0.1433119822741195	0.14782005684952576	0.11781173744539418	0.1089754748810444	0.11963327550738054	0.1471649638108508	0.09366629395570766	0.0	0.09521967608124515	0.10499656946354624	0.14609921620563343	0.12649423773554425
s12pp	0.15816172092454067	0.1713557513301802	0.1380386331209265	0.14128141543249817	0.14421243607568773	0.16799246343329483	0.15719260745081348	0.18825845664387658	0.2655886474061411	0.24982449103137117	0.38982217922079676	0.4318665304659238	0.8329656027382261	0.828957767267891	0.6423128733030397	0.3372273069242349	0.2469283628699367	0.2195076332884	0.22457004781856968	0.19043751123940356	0.16503047823668593	0.10714083398146138	0.18566873096397943	0.18674107503743997	0.18332969796916565	0.11494063086381143	0.1500285807146329	0.17067368810961914	0.1797201147816406	0.16060922984793194	0.1594316976643249	0.11883840325976627	0.12334647783517255	0.09333815843104096	0.08450189586669118	0.09515969649302733	0.14414800003168832	0.09064933017654517	0.09521967608124515	0.0	0.06895637028301449	0.11005901702510168	0.10202065872119104
w29pp	0.16793861430684176	0.18113264471248128	0.1478155265032276	0.15105830881479926	0.15398932945798882	0.1777693568155959	0.16696950083311457	0.19803535002617767	0.27536554078844216	0.25960138441367225	0.39959907260309785	0.4416434238482249	0.8427424961205272	0.8387346606501922	0.6520897666853408	0.347004200306536	0.2567052562522378	0.2292845266707011	0.23434694120087077	0.20021440462170464	0.17480737161898702	0.11691772736376246	0.19544562434628052	0.19651796841974106	0.19310659135146674	0.12471752424611252	0.159805474096934	0.18045058149192023	0.1894970081639417	0.17038612323023303	0.169208591046626	0.12861529664206736	0.13312337121747364	0.10311505181334205	0.09427878924899227	0.10493658987532842	0.1539248934139894	0.10042622355884626	0.10499656946354624	0.06895637028301449	0.0	0.08284494397707834	0.11179755210349213
s29pp	0.20904126104892895	0.22223529145456844	0.1889181732453148	0.19216095555688645	0.195091976200076	0.2188720035576831	0.20807214757520176	0.23913799676826486	0.31646818753052935	0.30070403115575944	0.44070171934518504	0.4827460705903121	0.8838451428626144	0.8798373073922794	0.693192413427428	0.3881068470486232	0.29780790299432497	0.2703871734127883	0.27544958794295793	0.24131705136379183	0.2159100183610742	0.15802037410584965	0.23654827108836768	0.23762061516182825	0.23420923809355393	0.1658201709881997	0.20090812083902115	0.22155322823400742	0.23059965490602885	0.2114887699723202	0.2103112377887132	0.16971794338415455	0.17422601795956083	0.14421769855542924	0.13538143599107946	0.14603923661741558	0.19502754015607657	0.14152887030093342	0.14609921620563343	0.11005901702510168	0.08284494397707834	0.0	0.15290019884557932
w26pp	0.15801670966825734	0.17121074007389686	0.15296913102770843	0.15621191333928008	0.15914293398246965	0.18292296134007674	0.1721231053575954	0.2031889545506585	0.280519145312923	0.2647549889381531	0.4047526771275787	0.44679702837270574	0.847896100645008	0.843888265174673	0.6572433712098216	0.35215780483101683	0.2618588607767186	0.23443813119518192	0.23950054572535157	0.20536800914618547	0.17996097614346784	0.1220713318882433	0.20059922887076131	0.2016715729442219	0.19826019587594756	0.12987112877059337	0.16495907862141482	0.18560418601640105	0.1946506126884225	0.17553972775471385	0.17436219557110683	0.13376890116654822	0.13827697574195447	0.10826865633782289	0.09943239377347311	0.11009019439980924	0.1754225616859874	0.12192389183084426	0.12649423773554425	0.10202065872119104	0.11179755210349213	0.15290019884557932	0.0
