	S13Hp	s6pp	s28pp	S30H1	F23HpA	F22H1A	S29H1	S19H1	F29H1	s21pp	530050	F6H1	s19pp	S25Hp	S4Hp	S6Hp	F16H1	F32H1	S31Hp	s9pp	S10H1	S16H2	S12Hp	S22Hp	S27H1	31009	S17H1	S7Hp	S8Hp	S23Hp	S2Hp	S11Hp	S28Hp	F8H1	s14pp	S21H1	31749	S26Hp	s23pp	31343	s26pp	S15Hp	s32pp
S2Hp	0.23283797659935804	0.23291391253120608	0.36908282751537413	0.2410778596896356	0.24258119121947042	0.3492227701985217	0.4047713181077809	0.26202742695639947	0.258358422679827	0.23980989179354922	0.29371696514411993	0.26706101987966235	0.2897480594698387	0.25682851318007477	0.27667401315191886	0.6968973581888307	0.6075107801832925	0.27893094820039976	0.23957145190480258	0.3097123430271146	0.24483536557697902	0.27861517476868325	0.3330664728209776	0.28891646874078736	0.29817178912819187	0.29328789432000457	0.23153774929177773	0.2411094347420044	0.26243123063970164	0.05857274821388679	0.0	0.0854991555530498	0.08765479336643374	0.19151360225900224	0.271968587903035	0.2883561962633741	0.2520542227044585	0.21713565889098793	0.2886726113884178	0.2680116298018605	0.2665043721790158	0.2153535037094134	0.2332424039494513
S11Hp	0.2107495587995123	0.2108254947313603	0.3469944097155284	0.21898944188978986	0.22049277341962464	0.327134352398676	0.38268290030793517	0.2399390091565537	0.2362700048799813	0.2177214739937035	0.27162854734427416	0.24497260207981664	0.26765964166999295	0.23474009538022905	0.2545855953520731	0.674808940388985	0.5854223623834468	0.25684253040055405	0.21748303410495684	0.2876239252272688	0.22274694777713328	0.25652675696883753	0.3109780550211319	0.2668280509409416	0.27608337132834615	0.2711994765201588	0.209449331491932	0.2190210169421587	0.24034281283985592	0.0945075179724024	0.0854991555530498	0.0	0.048612813560673915	0.1694251844591565	0.24988017010318928	0.26626777846352834	0.22996580490461274	0.1950472410911422	0.2665841935885721	0.24592321200201475	0.24441595437917005	0.19326508590956765	0.21115398614960557
S28Hp	0.21290519661289625	0.21298113254474427	0.3491500475289124	0.22114507970317382	0.2226484112330086	0.32928999021205996	0.38483853812131913	0.24209464696993765	0.23842564269336522	0.21987711180708744	0.2737841851576581	0.24712823989320057	0.2698152794833769	0.23689573319361298	0.25674123316545705	0.6769645782023689	0.5875780001968307	0.258998168213938	0.2196386719183408	0.2897795630406528	0.22490258559051723	0.2586823947822215	0.31313369283451586	0.26898368875432555	0.2782390091417301	0.27335511433354276	0.21160496930531594	0.22117665475554263	0.24249845065323986	0.09666315578578635	0.08765479336643374	0.048612813560673915	0.0	0.17158082227254046	0.2520358079165732	0.26842341627691235	0.2321214427179967	0.19720287890452615	0.26873983140195606	0.2480788498153987	0.246571592192554	0.1954207237229516	0.21330962396298953
F8H1	0.24218204067517718	0.2422579766070252	0.3784268915911933	0.25042192376545475	0.25192525529528953	0.3906570367732879	0.44620558468254706	0.30346169353116564	0.29979268925459324	0.2812441583683154	0.3351512317188861	0.3084952864544286	0.3311823260446049	0.29826277975484095	0.31810827972668504	0.7383316247635969	0.6489450467580588	0.320365214775166	0.2810057184795688	0.35114660960188077	0.2862696321517452	0.3200494413434495	0.3745007393957438	0.33035073531555353	0.3396060557029581	0.33472216089477075	0.27297201586654396	0.28254370131677065	0.3038654972144679	0.20052196467835484	0.19151360225900224	0.1694251844591565	0.17158082227254046	0.0	0.08045698564503286	0.24904788520769272	0.24731494740105264	0.21239638358758212	0.298016675464237	0.27735569387767967	0.2758484362548349	0.22469756778523253	0.24258646802527045
s14pp	0.32263702631921	0.322712962251058	0.4588818772352261	0.33087690940948755	0.33238024093932234	0.47111202241732064	0.5266605703265799	0.38391667917519845	0.380247674898626	0.3616991440123482	0.4156062173629189	0.38895027209846134	0.4116373116886377	0.37871776539887375	0.39856326537071785	0.8187866104076297	0.7294000324020915	0.40082020041919875	0.36146070412360154	0.43160159524591357	0.36672461779577803	0.40050442698748223	0.45495572503977655	0.41080572095958634	0.42006104134699085	0.41517714653880355	0.3534270015105767	0.3629986869608034	0.3843204828585006	0.2809769503223876	0.271968587903035	0.24988017010318928	0.2520358079165732	0.08045698564503286	0.0	0.3295028708517255	0.32776993304508545	0.2928513692316149	0.3784716611082698	0.3578106795217124	0.3563034218988677	0.3051525534292653	0.32304145366930326
S21H1	0.3390246346795491	0.3391005706113971	0.4752694855955652	0.34726451776982664	0.3487678492996614	0.4874996307776598	0.5430481786869189	0.4003042875355375	0.3966352832589651	0.3780867523726873	0.43199382572325795	0.4053378804588004	0.42802492004897674	0.39510537375921284	0.4149508737310569	0.8351742187679688	0.7457876407624306	0.4172078087795379	0.3778483124839407	0.4479892036062526	0.38311222615611706	0.4168920353478214	0.4713433334001157	0.4271933293199254	0.43644864970732994	0.4315647548991426	0.3698146098709158	0.3793862953211425	0.4007080912188397	0.2973645586827267	0.2883561962633741	0.26626777846352834	0.26842341627691235	0.24904788520769272	0.3295028708517255	0.0	0.34415754140542454	0.30923897759195396	0.39485926946860883	0.3741982878820515	0.3726910302592068	0.3215401617896044	0.33942906202964235
31749	0.30272266112063345	0.30279859705248147	0.4389675120366496	0.310962544210911	0.3124658757407458	0.45119765721874416	0.5067462051280033	0.36400231397662186	0.36033330970004945	0.3417847788137717	0.39569185216434233	0.3690359068998848	0.3917229464900611	0.3588034002002972	0.37864890017214126	0.7988722452090532	0.709485667203515	0.38090583522062227	0.34154633892502506	0.411687230047337	0.34681025259720144	0.38059006178890575	0.43504135984120007	0.39089135576100975	0.4001466761484143	0.39526278134022697	0.3335126363120002	0.34308432176222686	0.3644061176599241	0.2610625851238111	0.2520542227044585	0.22996580490461274	0.2321214427179967	0.24731494740105264	0.32776993304508545	0.34415754140542454	0.0	0.21719770823292184	0.3585572959096932	0.3378963143231359	0.3363890567002912	0.28523818823068875	0.3031270884707267
S26Hp	0.26780409730716287	0.2678800332390109	0.404048948223179	0.27604398039744044	0.2775473119272752	0.4162790934052736	0.47182764131453275	0.32908375016315133	0.3254147458865789	0.3068662150003011	0.3607732883508718	0.3341173430864143	0.3568043826765906	0.32388483638682664	0.34373033635867073	0.7639536813955826	0.6745671033900444	0.3459872714071517	0.3066277751115545	0.37676866623386646	0.3118916887837309	0.34567149797543517	0.4001227960277295	0.3559727919475392	0.3652281123349438	0.36034421752675644	0.29859407249852965	0.30816575794875634	0.32948755384645356	0.22614402131034053	0.21713565889098793	0.1950472410911422	0.19720287890452615	0.21239638358758212	0.2928513692316149	0.30923897759195396	0.21719770823292184	0.0	0.3236387320962227	0.30297775050966536	0.3014704928868206	0.2503196244172182	0.26820852465725614
s23pp	0.2758452219090643	0.2759211578409123	0.4120900728250804	0.28408510499934186	0.28558843652917665	0.48781604590270344	0.5433645938119627	0.40062070266058125	0.3969516983840088	0.37840316749773106	0.4323102408483017	0.40565429558384414	0.4283413351740205	0.3954217888842566	0.41526728885610065	0.8354906338930125	0.7461040558874743	0.41752422390458155	0.3781647276089844	0.4483056187312964	0.38342864128116083	0.41720845047286503	0.47165974852515935	0.42750974444496914	0.43676506483237365	0.43188117002418636	0.3701310249959595	0.3797027104461862	0.4010245063438834	0.2976809738077705	0.2886726113884178	0.2665841935885721	0.26873983140195606	0.298016675464237	0.3784716611082698	0.39485926946860883	0.3585572959096932	0.3236387320962227	0.0	0.19719693361392684	0.309511617488722	0.25836074901911965	0.27624964925915757
31343	0.25518424032250697	0.255260176254355	0.3914290912385231	0.2634241234127845	0.2649274549426193	0.4671550643161461	0.5227036122254053	0.37995972107402387	0.37629071679745146	0.3577421859111737	0.41164925926174434	0.3849933139972868	0.40768035358746313	0.3747608072976992	0.39460630726954327	0.8148296523064551	0.725443074300917	0.3968632423180242	0.35750374602242707	0.427644637144739	0.36276765969460345	0.3965474688863077	0.450998766938602	0.40684876285841176	0.4161040832458163	0.411220188437629	0.3494700434094022	0.3590417288596289	0.3803635247573261	0.2770199922212131	0.2680116298018605	0.24592321200201475	0.2480788498153987	0.27735569387767967	0.3578106795217124	0.3741982878820515	0.3378963143231359	0.30297775050966536	0.19719693361392684	0.0	0.2888506359021647	0.2376997674325623	0.25558866767260024
s26pp	0.1337034879760967	0.13377942390794473	0.26994833889211284	0.14194337106637428	0.14344670259620906	0.4656478066933014	0.5211963546025606	0.37845246345117917	0.37478345917460676	0.356234928288329	0.41014200163889963	0.3834860563744421	0.4061730959646184	0.3732535496748545	0.39309904964669856	0.8133223946836105	0.7239358166780723	0.3953559846951795	0.3559964883995823	0.4261373795218943	0.36126040207175875	0.395040211263463	0.4494915093157573	0.40534150523556706	0.4145968256229716	0.40971293081478427	0.3479627857865575	0.35753447123678417	0.3788562671344814	0.2755127345983684	0.2665043721790158	0.24441595437917005	0.246571592192554	0.2758484362548349	0.3563034218988677	0.3726910302592068	0.3363890567002912	0.3014704928868206	0.309511617488722	0.2888506359021647	0.0	0.11621901508615204	0.13410791532618999
S15Hp	0.06042449826535902	0.060500434197207034	0.19666934918137513	0.06866438135563657	0.07016771288547137	0.414496938223699	0.47004548613295816	0.32730159498157674	0.32363259070500433	0.30508405981872655	0.3589911331692972	0.3323351879048397	0.355022227495016	0.3221026812052521	0.34194818117709613	0.7621715262140081	0.6727849482084699	0.3442051162255771	0.3048456199299799	0.37498651105229186	0.3101095336021563	0.3438893427938606	0.3983406408461549	0.35419063676596463	0.3634459571533692	0.35856206234518184	0.29681191731695505	0.30638360276718174	0.32770539866487897	0.224361866128766	0.2153535037094134	0.19326508590956765	0.1954207237229516	0.22469756778523253	0.3051525534292653	0.3215401617896044	0.28523818823068875	0.2503196244172182	0.25836074901911965	0.2376997674325623	0.11621901508615204	0.0	0.0608289256154523
s32pp	0.017107329622972255	0.02523363661596687	0.16140255160013495	0.0333975837743964	0.03490091530423121	0.43238583846373696	0.48793438637299613	0.3451904952216147	0.3415214909450423	0.3229729600587645	0.3768800334093352	0.35022408814487765	0.37291112773505397	0.33999158144529007	0.3598370814171341	0.780060426454046	0.6906738484485079	0.36209401646561507	0.32273452017001786	0.39287541129232983	0.3279984338421943	0.36177824303389855	0.41622954108619287	0.3720795370060026	0.38133485739340717	0.3764509625852198	0.31470081755699303	0.3242725030072197	0.34559429890491694	0.2422507663688039	0.2332424039494513	0.21115398614960557	0.21330962396298953	0.24258646802527045	0.32304145366930326	0.33942906202964235	0.3031270884707267	0.26820852465725614	0.27624964925915757	0.25558866767260024	0.13410791532618999	0.0608289256154523	0.0
