	F1H1	31021	S25Hp	S6Hp	S17H1	S2Hp	S29H1	S22Hp	F32H1	31328	s24H1	S21H1	F7H1	F23HpA	530258	31300	F8H1	530119	530050	S11Hp	s26pp	s27pp	S23Hp	s23pp	s2pp	s32pp	s1pp	w30pp	s22pp	s28pp	s13pp	s7pp	s25pp	31750	531414	F14H1B	S8Hp	S7Hp	s14pp	s19pp	s30pp	S30H1	s17pp	s24pp	s29pp	S10H1	s3pp	S28Hp	s12pp	s10pp	F29H1	S31Hp	S4Hp	S15Hp	31009	S3Hp	F22H1A	F6H1	S26Hp
s26pp	0.38401889574526776	0.35836751539855427	0.3092926479870961	0.3078675059083099	0.3439189115053287	0.3445914776415214	0.382215043534911	0.38660734271205655	0.3662817979686241	0.3710385201657914	0.3798903730839078	0.38524096843784433	0.37415311548225527	0.33554728367982833	0.4012234695372725	0.3744554227688558	0.3605408886289714	0.38133718655203497	0.4025965795608837	0.3562338569614347	0.0	0.3348067035137494	0.4062498417310888	0.40536652941825757	0.30565955712630805	0.31966764631203304	0.3460252884512387	0.41966974977882054	0.35339957044763004	0.356851720445441	0.363218053563122	0.31868807239335845	0.2542093083694373	0.39965002572880737	0.3923487418102942	0.3186050510145337	0.2906943642975476	0.25940030968462247	0.3832043372450456	0.36877494043943293	0.32935806687400415	0.412350002393275	0.3098817628063414	0.35074794148576094	0.3640836050116204	0.292355564740258	0.3111386214360593	0.23708116737336601	0.3338161309854617	0.29888831098836394	0.3055035033057394	0.24689545726625017	0.3399602652052176	0.409780536227051	0.3935378510624912	0.34678518722942775	0.3888561626705552	0.32895226317020543	0.31551861130136605
s27pp	0.4296790714779083	0.4040276911311948	0.35495282371973663	0.35352768164095044	0.3895790872379693	0.39025165337416196	0.4278752192675515	0.43226751844469713	0.4119419737012646	0.416698695898432	0.4255505488165483	0.43090114417048486	0.41981329121489586	0.38120745941246886	0.4468836452699131	0.4201155985014963	0.4062010643616119	0.42699736228467555	0.4482567552935242	0.4018940326940752	0.3348067035137494	0.0	0.24126654376540307	0.24038323145257184	0.1406762591606224	0.22217814604865546	0.24853578818786112	0.322180249515443	0.2559100701842525	0.25936222018206345	0.26572855329974443	0.2211985721299809	0.1567198081060597	0.4005805769844784	0.3932792930659653	0.3195356022702048	0.2916249155532187	0.2603308609402935	0.3841348885007167	0.369705491695104	0.33028861812967525	0.4132805536489461	0.3108123140620125	0.35167849274143204	0.3650141562672915	0.3380157404728985	0.3567987971686998	0.2827413431060065	0.3794763067181022	0.34454848672100447	0.35116367903837986	0.2925556329988907	0.38562044093785813	0.45544071195969155	0.43919802679513176	0.39244536296206833	0.4345163384031958	0.374612438902846	0.3611787870340066
S23Hp	0.5011222096952477	0.47547082934853413	0.42639596193707596	0.42497081985828977	0.4610222254553086	0.4616947915915013	0.49931835748489084	0.5037106566620364	0.48338511191860395	0.4881418341157713	0.49699368703388763	0.5023442823878241	0.49125642943223513	0.4526505976298082	0.5183267834872524	0.49155873671883565	0.47764420257895124	0.4984405005020148	0.5196998935108635	0.4733371709114146	0.4062498417310888	0.24126654376540307	0.0	0.010927528764657916	0.161013640617233	0.29362128426599476	0.3199789264052004	0.3936233877327823	0.3273532084015919	0.3308053583994027	0.3371716915170837	0.2926417103473202	0.22816294632339904	0.47202371520181774	0.4647224312833047	0.3909787404875441	0.36306805377055806	0.33177399915763284	0.45557802671805603	0.4411486299124434	0.4017317563470145	0.48472369186628544	0.3822554522793518	0.4231216309587713	0.4364572944846309	0.4094588786902379	0.42824193538603916	0.3541844813233459	0.45091944493544156	0.41599162493834385	0.42260681725571925	0.36399877121623003	0.45706357915519746	0.5268838501770309	0.510641165012471	0.46388850117940766	0.5059594766205351	0.44605557712018534	0.4326219252513459
s23pp	0.5002388973824163	0.4745875170357029	0.42551264962424473	0.42408750754545854	0.46013891314247735	0.46081147927867006	0.4984350451720596	0.5028273443492052	0.4825017996057727	0.48725852180294005	0.4961103747210564	0.501460970074993	0.4903731171194039	0.45176728531697696	0.5174434711744211	0.4906754244060044	0.47676089026612	0.4975571881891836	0.5188165811980323	0.47245385859858335	0.40536652941825757	0.24038323145257184	0.010927528764657916	0.0	0.16013032830440177	0.29273797195316353	0.3190956140923692	0.3927400754199511	0.32646989608876065	0.3299220460865715	0.3362883792042525	0.291758398034489	0.2272796340105678	0.4711404028889865	0.4638391189704735	0.3900954281747129	0.36218474145772683	0.3308906868448016	0.4546947144052248	0.4402653175996122	0.4008484440341833	0.4838403795534542	0.3813721399665206	0.4222383186459401	0.43557398217179966	0.40857556637740666	0.42735862307320793	0.35330116901051467	0.45003613262261033	0.4151083126255126	0.421723504942888	0.3631154589033988	0.45618026684236623	0.5260005378641996	0.5097578526996398	0.46300518886657643	0.505076164307704	0.4451722648073541	0.4317386129385147
s2pp	0.4005319250904669	0.37488054474375343	0.32580567733229526	0.3243805352535091	0.3604319408505279	0.3611045069867206	0.39872807288011014	0.4031203720572557	0.38279482731382325	0.3875515495109906	0.39640340242910693	0.4017539977830435	0.39066614482745443	0.3520603130250275	0.41773649888247166	0.39096845211405495	0.37705391797417054	0.3978502158972341	0.41910960890608284	0.3727468863066339	0.30565955712630805	0.1406762591606224	0.161013640617233	0.16013032830440177	0.0	0.1930309996612141	0.21938864180041975	0.2930331031280016	0.22676292379681115	0.23021507379462205	0.23658140691230303	0.19205142574253953	0.12757266171861834	0.37143343059703704	0.364132146678524	0.2903884558827634	0.26247776916577736	0.23118371455285214	0.35498774211327533	0.3405583453076627	0.3011414717422338	0.38413340726150474	0.2816651676745711	0.3225313463539906	0.3358670098798502	0.30886859408545714	0.32765165078125846	0.2535941967185652	0.35032916033066086	0.3154013403335631	0.32201653265093855	0.26340848661144933	0.35647329455041676	0.4262935655722502	0.41005088040769033	0.3632982165746269	0.40536919201575444	0.34546529251540464	0.3320316406465652
s32pp	0.41454001427619186	0.38888863392947837	0.3398137665180202	0.338388624439234	0.3744400300362528	0.3751125961724455	0.4127361620658351	0.41712846124298064	0.3968029164995482	0.4015596386967155	0.41041149161483187	0.41576208696876843	0.40467423401317937	0.36606840221075243	0.4317445880681966	0.4049765412997799	0.3910620071598955	0.41185830508295906	0.4331176980918078	0.3867549754923588	0.31966764631203304	0.22217814604865546	0.29362128426599476	0.29273797195316353	0.1930309996612141	0.0	0.20639296500106194	0.2800374263286438	0.21376724699745334	0.2172193969952642	0.2235857301129452	0.17905574894318171	0.11457698491926051	0.385441519782762	0.37814023586424894	0.30439654506848834	0.2764858583515023	0.24519180373857713	0.36899583129900027	0.35456643449338765	0.3151495609279588	0.39814149644722974	0.2956732568602961	0.3365394355397156	0.3498750990655751	0.32287668327118213	0.3416597399669834	0.26760228590429014	0.3643372495163858	0.3294094295192881	0.3360246218366635	0.27741657579717427	0.3704813837361417	0.4403016547579751	0.42405896959341527	0.3773063057603519	0.4193772812014794	0.3594733817011296	0.34603972983229014
s1pp	0.4408976564153975	0.41524627606868403	0.36617140865722586	0.36474626657843967	0.4007976721754585	0.4014702383116512	0.43909380420504074	0.4434861033821863	0.42316055863875385	0.4279172808359212	0.43676913375403753	0.4421197291079741	0.43103187615238503	0.3924260443499581	0.45810223020740226	0.43133418343898555	0.41741964929910114	0.4382159472221647	0.45947534023101344	0.4131126176315645	0.3460252884512387	0.24853578818786112	0.3199789264052004	0.3190956140923692	0.21938864180041975	0.20639296500106194	0.0	0.09448116795372763	0.028210988622537188	0.031663138620348065	0.03802947173802906	0.04032963519970054	0.0963283817350634	0.41179916192196764	0.4044978780034546	0.330754187207694	0.30284350049070796	0.2715494458777828	0.3953534734382059	0.3809240766325933	0.3415072030671645	0.4244991385864354	0.32203089899950177	0.36289707767892126	0.3762327412047808	0.3492343254103878	0.36801738210618906	0.2939599280434958	0.39069489165559146	0.35576707165849375	0.36238226397586915	0.30377421793637993	0.39683902587534736	0.4666592968971808	0.45041661173262093	0.40366394789955756	0.44573492334068504	0.38583102384033524	0.3723973719714958
w30pp	0.5145421177429794	0.48889073739626593	0.43981586998480776	0.43839072790602157	0.47444213350304043	0.4751146996392331	0.5127382655326227	0.5171305647097683	0.49680501996633575	0.5015617421635031	0.5104135950816194	0.515764190435556	0.504676337479967	0.46607050567754	0.5317466915349842	0.5049786447665674	0.49106411062668304	0.5118604085497467	0.5331198015585954	0.4867570789591463	0.41966974977882054	0.322180249515443	0.3936233877327823	0.3927400754199511	0.2930331031280016	0.2800374263286438	0.09448116795372763	0.0	0.06714093072595322	0.07575933271725367	0.08212566583493466	0.11397409652728238	0.16997284306264523	0.48544362324954954	0.47814233933103645	0.4043986485352759	0.3764879618182898	0.34519390720536464	0.4689979347657878	0.45456853796017516	0.4151516643947464	0.49814359991401724	0.3956753603270836	0.43654153900650317	0.44987720253236263	0.42287878673796964	0.44166184343377096	0.3676043893710777	0.46433935298317336	0.4294115329860756	0.436026725303451	0.37741867926396183	0.47048348720292926	0.5403037582247627	0.5240610730602029	0.47730840922713946	0.5193793846682669	0.45947548516791714	0.4460418332990777
s22pp	0.4482719384117889	0.4226205580650754	0.37354569065361726	0.37212054857483107	0.4081719541718499	0.4088445203080426	0.44646808620143213	0.45086038537857775	0.43053484063514524	0.43529156283231263	0.4441434157504289	0.4494940111043655	0.4384061581487765	0.3998003263463495	0.4654765122037937	0.43870846543537695	0.42479393129549253	0.4455902292185562	0.46684962222740484	0.4204868996279558	0.35339957044763004	0.2559100701842525	0.3273532084015919	0.32646989608876065	0.22676292379681115	0.21376724699745334	0.028210988622537188	0.06714093072595322	0.0	0.009489153386063232	0.015855486503744222	0.04770391719609195	0.1037026637314548	0.4191734439183591	0.411872159999846	0.33812846920408546	0.31021778248709936	0.2789237278741742	0.4027277554345974	0.3882983586289847	0.3488814850635559	0.43187342058282674	0.3294051809958931	0.37027135967531266	0.3836070232011722	0.35660860740677913	0.37539166410258046	0.3013342100398872	0.39806917365198285	0.3631413536548851	0.3697565459722605	0.3111484999327713	0.40421330787173876	0.47403357889357217	0.4577908937290124	0.41103822989594896	0.45310920533707644	0.39320530583672664	0.3797716539678872
s28pp	0.4517240884095998	0.42607270806288633	0.37699784065142816	0.37557269857264197	0.4116241041696608	0.4122966703058535	0.44992023619924304	0.4543125353763886	0.43398699063295615	0.4387437128301235	0.44759556574823983	0.4529461611021764	0.44185830814658733	0.4032524763441604	0.46892866220160456	0.44216061543318785	0.42824608129330344	0.449042379216367	0.47030177222521574	0.4239390496257668	0.356851720445441	0.25936222018206345	0.3308053583994027	0.3299220460865715	0.23021507379462205	0.2172193969952642	0.031663138620348065	0.07575933271725367	0.009489153386063232	0.0	0.01930563650055504	0.051156067193902824	0.10715481372926568	0.42262559391616994	0.4153243099976569	0.3415806192018963	0.31366993248491026	0.2823758778719851	0.40617990543240823	0.3917505086267956	0.3523336350613668	0.4353255705806377	0.33285733099370407	0.37372350967312357	0.3870591731989831	0.3600607574045901	0.37884381410039136	0.3047863600376981	0.40152132364979376	0.36659350365269605	0.37320869597007145	0.31460064993058223	0.40766545786954966	0.4774857288913831	0.46124304372682323	0.41449037989375986	0.45656135533488734	0.39665745583453754	0.3832238039656981
s13pp	0.4580904215272808	0.4324390411805673	0.38336417376910914	0.38193903169032295	0.41799043728734175	0.41866300342353446	0.456286569316924	0.4606788684940696	0.4403533237506371	0.44511004594780446	0.4539618988659208	0.45931249421985737	0.4482246412642683	0.40961880946184137	0.47529499531928554	0.44852694855086883	0.4346124144109844	0.455408712334048	0.4766681053428967	0.43030538274344776	0.363218053563122	0.26572855329974443	0.3371716915170837	0.3362883792042525	0.23658140691230303	0.2235857301129452	0.03802947173802906	0.08212566583493466	0.015855486503744222	0.01930563650055504	0.0	0.057522400311583816	0.11352114684694667	0.4289919270338509	0.4216906431153379	0.3479469523195773	0.32003626560259124	0.28874221098966607	0.4125462385500892	0.3981168417444766	0.35869996817904776	0.4416919036983187	0.33922366411138505	0.38008984279080454	0.39342550631666406	0.36642709052227107	0.38521014721807234	0.3111526931553791	0.40788765676747474	0.37295983677037703	0.3795750290877524	0.3209669830482632	0.41403179098723064	0.48385206200906405	0.4676093768445042	0.42085671301144084	0.4629276884525683	0.4030237889522185	0.3895901370833791
s7pp	0.4135604403575173	0.38790906001080383	0.33883419259934566	0.3374090505205595	0.3734604561175783	0.374133022253771	0.41175658814716054	0.4161488873243061	0.39582334258087365	0.400580064778041	0.40943191769615733	0.4147825130500939	0.40369466009450483	0.3650888282920779	0.43076501414952206	0.40399696738110535	0.39008243324122094	0.4108787311642845	0.43213812417313324	0.3857754015736843	0.31868807239335845	0.2211985721299809	0.2926417103473202	0.291758398034489	0.19205142574253953	0.17905574894318171	0.04032963519970054	0.11397409652728238	0.04770391719609195	0.051156067193902824	0.057522400311583816	0.0	0.06899116567718318	0.38446194586408744	0.3771606619455744	0.3034169711498138	0.27550628443282776	0.24421222981990254	0.36801625738032573	0.3535868605747131	0.3141699870092842	0.39716192252855514	0.2946936829416215	0.335559861621041	0.3488955251469006	0.32189710935250754	0.34068016604830886	0.2666227119856156	0.36335767559771126	0.3284298556006135	0.33504504791798895	0.27643700187849973	0.36950180981746716	0.4393220808393006	0.42307939567474073	0.37632673184167736	0.41839770728280484	0.35849380778245504	0.3450601559136156
s25pp	0.34908167633359616	0.32343029598688267	0.2743554285754245	0.2729302864966383	0.3089816920936571	0.3096542582298498	0.3472778241232394	0.35167012330038494	0.3313445785569525	0.3361013007541198	0.34495315367223617	0.35030374902617273	0.33921589607058367	0.30061006426815673	0.3662862501256009	0.3395182033571842	0.3256036692172998	0.34639996714036336	0.3676593601492121	0.3212966375497631	0.2542093083694373	0.1567198081060597	0.22816294632339904	0.2272796340105678	0.12757266171861834	0.11457698491926051	0.0963283817350634	0.16997284306264523	0.1037026637314548	0.10715481372926568	0.11352114684694667	0.06899116567718318	0.0	0.3199831818401663	0.3126818979216532	0.23893820712589262	0.21102752040890654	0.17973346579598137	0.30353749335640456	0.2891080965507919	0.24969122298536306	0.3326831585046339	0.23021491891770032	0.27108109759711985	0.28441676112297937	0.2574183453285864	0.2762014020243877	0.2021439479616944	0.2988789115737901	0.26395109157669233	0.2705662838940678	0.21195823785457857	0.305023045793546	0.3748433168153794	0.35860063165081957	0.31184796781775614	0.3539189432588836	0.2940150437585338	0.28058139188969444
31750	0.4945223936929662	0.4688710133462527	0.41979614593479453	0.41837100385600834	0.45442240945302714	0.45509497558921985	0.4927185414826094	0.49711084065975497	0.4767852959163225	0.48154201811348984	0.4903938710316062	0.49574446638554276	0.4846566134299537	0.44605078162752676	0.5117269674849709	0.4849589207165542	0.4710443865766698	0.4918406844997334	0.5131000775085821	0.46673735490913315	0.39965002572880737	0.4005805769844784	0.47202371520181774	0.4711404028889865	0.37143343059703704	0.385441519782762	0.41179916192196764	0.48544362324954954	0.4191734439183591	0.42262559391616994	0.4289919270338509	0.38446194586408744	0.3199831818401663	0.0	0.39037599998860484	0.31663230919284424	0.2887216224758582	0.28700286385314566	0.41080689141356885	0.39637749460795624	0.35696062104252735	0.43995255656179827	0.33748431697486464	0.37835049565428414	0.3916861591801437	0.40285906268795646	0.42164211938375773	0.34758466532106447	0.4443196289331601	0.4093918089360624	0.4160070012534378	0.3573989552139486	0.45046376315291603	0.5202840341747494	0.5040413490101896	0.45728868517712623	0.4993596606182537	0.4394557611179039	0.4260221092490645
531414	0.4872211097744531	0.4615697294277396	0.41249486201628144	0.41106971993749525	0.4471211255345141	0.44779369167070676	0.4854172575640963	0.48980955674124194	0.4694840119978094	0.4742407341949768	0.4830925871130931	0.48844318246702967	0.47735532951144066	0.43874949770901367	0.5044256835664579	0.47765763679804113	0.4637431026581567	0.48453940058122036	0.505798793590069	0.45943607099062	0.3923487418102942	0.3932792930659653	0.4647224312833047	0.4638391189704735	0.364132146678524	0.37814023586424894	0.4044978780034546	0.47814233933103645	0.411872159999846	0.4153243099976569	0.4216906431153379	0.3771606619455744	0.3126818979216532	0.39037599998860484	0.0	0.2838001567271693	0.2558894700101832	0.2797015799346326	0.4035056074950558	0.38907621068944315	0.3496593371240143	0.4326512726432852	0.33018303305635155	0.3710492117357711	0.3843848752616306	0.3955577787694433	0.41434083546524464	0.3402833814025514	0.43701834501464704	0.40209052501754927	0.40870571733492467	0.3500976712954355	0.44316247923440294	0.5129827502562363	0.49674006509167656	0.44998740125861314	0.4920583766997406	0.4321544771993908	0.4187208253305514
F14H1B	0.41347741897869256	0.38782603863197906	0.3387511712205209	0.3373260291417347	0.3733774347387535	0.3740500008749462	0.4116735667683358	0.41606586594548134	0.3957403212020489	0.4004970433992162	0.40934889631733257	0.4146994916712691	0.40361163871568007	0.36500580691325313	0.4306819927706973	0.4039139460022806	0.3899994118623962	0.41079570978545976	0.4320551027943085	0.3856923801948595	0.3186050510145337	0.3195356022702048	0.3909787404875441	0.3900954281747129	0.2903884558827634	0.30439654506848834	0.330754187207694	0.4043986485352759	0.33812846920408546	0.3415806192018963	0.3479469523195773	0.3034169711498138	0.23893820712589262	0.31663230919284424	0.2838001567271693	0.0	0.11152355016175579	0.20595788913887203	0.3297619166992952	0.3153325198936826	0.2759156463282537	0.35890758184752464	0.256439342260591	0.2973055209400105	0.3106411844658701	0.32181408797368277	0.3405971446694841	0.26653969060679084	0.3632746542188865	0.32834683422178873	0.3349620265391642	0.27635398049967497	0.3694187884386424	0.4392390594604758	0.42299637429591597	0.3762437104628526	0.4183146859039801	0.3584107864036303	0.34497713453479084
S8Hp	0.38556673226170646	0.35991535191499296	0.3108404845035348	0.3094153424247486	0.34546674802176747	0.3461393141579601	0.3837628800513497	0.3881551792284953	0.3678296344850628	0.37258635668223017	0.38143820960034647	0.386788804954283	0.375700951998694	0.33709512019626703	0.40277130605371125	0.3760032592852945	0.3620887251454101	0.3828850230684737	0.4041444160773224	0.35778169347787336	0.2906943642975476	0.2916249155532187	0.36306805377055806	0.36218474145772683	0.26247776916577736	0.2764858583515023	0.30284350049070796	0.3764879618182898	0.31021778248709936	0.31366993248491026	0.32003626560259124	0.27550628443282776	0.21102752040890654	0.2887216224758582	0.2558894700101832	0.11152355016175579	0.0	0.17804720242188599	0.3018512299823092	0.2874218331766965	0.24800495961126767	0.33099689513053854	0.2285286555436049	0.26939483422302446	0.282730497748884	0.2939034012566967	0.312686457952498	0.23862900388980474	0.3353639675019004	0.30043614750480263	0.307051339822178	0.24844329378268887	0.34150810172165624	0.41132837274348966	0.39508568757892987	0.3483330237458665	0.390403999186994	0.3305000996866442	0.31706644781780474
S7Hp	0.3542726776487813	0.3286212973020678	0.2795464298906096	0.27812128781182344	0.31417269340884224	0.31484525954503495	0.3524688254384245	0.35686112461557007	0.3365355798721376	0.34129230206930494	0.3501441549874213	0.35549475034135786	0.3444068973857688	0.30580106558334186	0.371477251440786	0.3447092046723693	0.3307946705324849	0.3515909684555485	0.3728503614643972	0.32648763886494825	0.25940030968462247	0.2603308609402935	0.33177399915763284	0.3308906868448016	0.23118371455285214	0.24519180373857713	0.2715494458777828	0.34519390720536464	0.2789237278741742	0.2823758778719851	0.28874221098966607	0.24421222981990254	0.17973346579598137	0.28700286385314566	0.2797015799346326	0.20595788913887203	0.17804720242188599	0.0	0.21987316446092037	0.20544376765530772	0.20374968081369788	0.28674161633296874	0.1842733767460351	0.22513955542545466	0.23847521895131418	0.26260934664377156	0.2813924033395728	0.20733494927687957	0.3040699128889752	0.2691420928918775	0.2757572852092529	0.2171492391697637	0.31021404710873113	0.38003431813056454	0.3637916329660047	0.3170389691329413	0.35910994457406875	0.29920604507371895	0.28577239320487957
s14pp	0.4780767052092045	0.452425324862491	0.4033504574510328	0.4019253153722466	0.43797672096926543	0.43864928710545814	0.4762728529988477	0.48066515217599326	0.4603396074325608	0.46509632962972813	0.4739481825478445	0.47929877790178105	0.468210924946192	0.42960509314376505	0.4952812790012092	0.4685132322327925	0.4545986980929081	0.4753949960159717	0.4966543890248204	0.45029166642537144	0.3832043372450456	0.3841348885007167	0.45557802671805603	0.4546947144052248	0.35498774211327533	0.36899583129900027	0.3953534734382059	0.4689979347657878	0.4027277554345974	0.40617990543240823	0.4125462385500892	0.36801625738032573	0.30353749335640456	0.41080689141356885	0.4035056074950558	0.3297619166992952	0.3018512299823092	0.21987316446092037	0.0	0.3033247806164987	0.327553708374121	0.41054564389339193	0.3080774043064583	0.3489435829858778	0.3622792465117374	0.38641337420419475	0.405196430899996	0.33113897683730276	0.4278739404493984	0.3929461204523007	0.3995613127696761	0.3409532667301869	0.4340180746691543	0.5038383456909877	0.4875956605264279	0.4408429966933645	0.482913972134492	0.4230100726341422	0.40957642076530276
s19pp	0.4636473084035918	0.4379959280568783	0.38892106064542015	0.38749591856663396	0.4235473241636528	0.42421989029984547	0.461843456193235	0.46623575537038064	0.44591021062694813	0.4506669328241155	0.4595187857422318	0.4648693810961684	0.45378152814057937	0.4151756963381524	0.4808518821955966	0.45408383542717984	0.4401693012872954	0.46096559921035907	0.4822249922192077	0.4358622696197587	0.36877494043943293	0.369705491695104	0.4411486299124434	0.4402653175996122	0.3405583453076627	0.35456643449338765	0.3809240766325933	0.45456853796017516	0.3882983586289847	0.3917505086267956	0.3981168417444766	0.3535868605747131	0.2891080965507919	0.39637749460795624	0.38907621068944315	0.3153325198936826	0.2874218331766965	0.20544376765530772	0.3033247806164987	0.0	0.3131243115685084	0.39611624708777926	0.29364800750084563	0.3345141861802652	0.3478498497061247	0.371983977398582	0.39076703409438335	0.3167095800316901	0.41344454364378574	0.378516723646688	0.3851319159640634	0.3265238699245742	0.41958867786354165	0.48940894888537506	0.47316626372081527	0.42641359988775185	0.4684845753288793	0.4085806758285295	0.3951470239596901
s30pp	0.424230434838163	0.3985790544914495	0.3495041870799913	0.3480790450012051	0.3841304505982239	0.38480301673441664	0.4224265826278062	0.42681888180495176	0.4064933370615193	0.41125005925868663	0.420101912176803	0.42545250753073954	0.4143646545751505	0.37575882277272354	0.4414350086301677	0.414666961861751	0.4007524277218666	0.4215487256449302	0.4428081186537789	0.39644539605432993	0.32935806687400415	0.33028861812967525	0.4017317563470145	0.4008484440341833	0.3011414717422338	0.3151495609279588	0.3415072030671645	0.4151516643947464	0.3488814850635559	0.3523336350613668	0.35869996817904776	0.3141699870092842	0.24969122298536306	0.35696062104252735	0.3496593371240143	0.2759156463282537	0.24800495961126767	0.20374968081369788	0.327553708374121	0.3131243115685084	0.0	0.09741817310717318	0.22556530799906754	0.2664314866784871	0.2797671502043466	0.33256710383315324	0.3513501605289545	0.27729270646626125	0.3740276700783569	0.3390998500812592	0.3457150423986346	0.2871069963591454	0.3801718042981128	0.4499920753199462	0.4337493901553864	0.386996726322323	0.4290677017634505	0.3691638022631007	0.35573015039426126
S30H1	0.5072223703574339	0.4815709900107204	0.43249612259926223	0.43107098052047604	0.4671223861174949	0.46779495225368756	0.5054185181470772	0.5098108173242227	0.4894852725807902	0.4942419947779576	0.5030938476960739	0.5084444430500105	0.49735659009442146	0.45875075829199446	0.5244269441494387	0.4976588973810219	0.4837443632411375	0.5045406611642012	0.5258000541730499	0.4794373315736008	0.412350002393275	0.4132805536489461	0.48472369186628544	0.4838403795534542	0.38413340726150474	0.39814149644722974	0.4244991385864354	0.49814359991401724	0.43187342058282674	0.4353255705806377	0.4416919036983187	0.39716192252855514	0.3326831585046339	0.43995255656179827	0.4326512726432852	0.35890758184752464	0.33099689513053854	0.28674161633296874	0.41054564389339193	0.39611624708777926	0.09741817310717318	0.0	0.30855724351833846	0.349423422197758	0.3627590857236175	0.4155590393524241	0.43434209604822543	0.3602846419855322	0.45701960559762783	0.42209178560053007	0.42870697791790546	0.3700989318784163	0.46316373981738373	0.5329840108392172	0.5167413256746574	0.46998866184159394	0.5120596372827214	0.4521557377823716	0.4387220859135322
s17pp	0.40475413077050026	0.37910275042378677	0.3300278830123286	0.3286027409335424	0.3646541465305613	0.3653267126667539	0.4029502785601435	0.4073425777372891	0.3870170329938566	0.391773755191024	0.4006256081091403	0.40597620346307683	0.39488835050748783	0.35628251870506084	0.42195870456250506	0.3951906577940883	0.3812761236542039	0.4020724215772675	0.4233318145861162	0.37696909198666717	0.3098817628063414	0.3108123140620125	0.3822554522793518	0.3813721399665206	0.2816651676745711	0.2956732568602961	0.32203089899950177	0.3956753603270836	0.3294051809958931	0.33285733099370407	0.33922366411138505	0.2946936829416215	0.23021491891770032	0.33748431697486464	0.33018303305635155	0.256439342260591	0.2285286555436049	0.1842733767460351	0.3080774043064583	0.29364800750084563	0.22556530799906754	0.30855724351833846	0.0	0.16588787990212478	0.17922354342798433	0.3130907997654905	0.33187385646129175	0.2578164023985985	0.35455136601069415	0.31962354601359644	0.32623873833097183	0.2676306922914827	0.36069550023045005	0.43051577125228346	0.4142730860877237	0.3675204222546603	0.4095913976957878	0.349687498195438	0.33625384632659855
s24pp	0.44562030944991976	0.41996892910320627	0.3708940616917481	0.3694689196129619	0.4055203252099807	0.4061928913461734	0.443816457239563	0.44820875641670854	0.4278832116732761	0.4326399338704434	0.44149178678855977	0.44684238214249633	0.43575452918690727	0.39714869738448033	0.4628248832419245	0.4360568364735078	0.4221423023336234	0.44293860025668697	0.4641979932655357	0.4178352706660867	0.35074794148576094	0.35167849274143204	0.4231216309587713	0.4222383186459401	0.3225313463539906	0.3365394355397156	0.36289707767892126	0.43654153900650317	0.37027135967531266	0.37372350967312357	0.38008984279080454	0.335559861621041	0.27108109759711985	0.37835049565428414	0.3710492117357711	0.2973055209400105	0.26939483422302446	0.22513955542545466	0.3489435829858778	0.3345141861802652	0.2664314866784871	0.349423422197758	0.16588787990212478	0.0	0.09322324053745866	0.35395697844491003	0.3727400351407113	0.29868258107801804	0.3954175446901137	0.360489724693016	0.3671049170103914	0.30849687097090217	0.4015616789098696	0.471381949931703	0.45513926476714317	0.4083866009340798	0.4504575763752073	0.3905536768748575	0.37712002500601804
s29pp	0.4589559729757793	0.4333045926290658	0.3842297252176076	0.38280458313882143	0.4188559887358403	0.41952855487203294	0.4571521207654225	0.4615444199425681	0.4412188751991356	0.445975597396303	0.4548274503144193	0.46017804566835585	0.44909019271276684	0.41048436091033985	0.4761605467677841	0.4493924999993673	0.4354779658594829	0.45627426378254654	0.4775336567913952	0.4311709341919462	0.3640836050116204	0.3650141562672915	0.4364572944846309	0.43557398217179966	0.3358670098798502	0.3498750990655751	0.3762327412047808	0.44987720253236263	0.3836070232011722	0.3870591731989831	0.39342550631666406	0.3488955251469006	0.28441676112297937	0.3916861591801437	0.3843848752616306	0.3106411844658701	0.282730497748884	0.23847521895131418	0.3622792465117374	0.3478498497061247	0.2797671502043466	0.3627590857236175	0.17922354342798433	0.09322324053745866	0.0	0.3672926419707695	0.3860756986665708	0.31201824460387756	0.4087532082159732	0.37382538821887545	0.38044058053625085	0.3218325344967617	0.4148973424357291	0.48471761345756254	0.46847492829300275	0.4217222644599393	0.4637932399010668	0.403889340400717	0.39045568853187756
