	s1pp	w10pp	s18pp	s28pp	s14pp	s29pp	s25pp	s9pp	s22pp	w30pp	s30pp	s15pp	s17pp	s24pp	s12pp	s26pp	s31pp	s32pp	s4pp	530394	f17ppA	f16ppB	f20ppB	f31pp	f26pp	f6ppA	f13pp	S3Hp	S26Hp	f19pp	w18pp	f9pp	w14pp	w16pp	S22Hp	S18H1	S13Hp	F23HpA	S19H1	S28Hp	F7H1	530451	S1Hp	530167	S9H1	31750	S15Hp	f14ppA	f15pp	f14ppB	f4pp	f32pp	f23ppB	f12ppA	f6ppB	f30pp	f18pp	f12ppB	f23ppA	f21pp	f8pp	f7pp	f10pp	f16ppA	w31pp	f11pp	f22ppB	w23pp	f28pp	w19pp	w4pp	S16H2	530227	f24pp	w17pp	f29pp	f2pp	w21pp	s13pp	w9pp	w13pp	f22ppA	w11pp	f25pp	w3pp	f1pp	S25Hp	s6pp	w25pp	w27pp	s19pp	S2Hp	s2pp	s27pp	w28pp	w12pp	w26pp
f6ppA	0.20448142297091815	0.23063610047240712	0.23805709185750393	0.23827676162169323	0.24382998246964158	0.24226619828905946	0.25561441778215555	0.25127120612125264	0.25456728023507813	0.2565849476873219	0.2570350178091634	0.2609149626745277	0.26010780383896215	0.25841810313210617	0.23555490133725532	0.18057346584699255	0.19687546566295105	0.1967192717754593	0.27459679638876106	0.24415084184456887	0.06257542842131739	0.0596674875232888	0.11528058807460059	0.06971508385151734	0.06180439916406982	0.0	0.08074854541053487	0.13077385758937177	0.1677048363039127	0.07582022954417203	0.1264696852351345	0.08540506820511892	0.1374504222234397	0.12457548907339294	0.22909012616685015	0.2840232439884177	0.2295280064142472	0.4598084398291476	0.47641640854497574	0.46764968353022446	0.48688341720917533	0.4649937616538198	0.4555311536263869	0.49689078080515287	0.5055977709629942	0.5094288141982579	0.4651310765963675	0.09078990528644101	0.0864248681539824	0.0703255600267812	0.07252955243822654	0.09038988878463303	0.10715586000548841	0.09736404302384334	0.08550397492918131	0.11240377037680363	0.09647603616282573	0.10191199166696463	0.10159191505217866	0.09140358758662442	0.07539674007092377	0.10000452986076491	0.10721890212674812	0.06554807807070875	0.142401466570511	0.11707560524795894	0.09500327032499085	0.1834429211986275	0.170497410686852	0.1529239504188273	0.1683631026111148	0.2296282834560655	0.23195540077399557	0.09812729027528402	0.09996149953841219	0.14080245131054714	0.1130895634164161	0.15405519209824312	0.14187855036269167	0.11644770150044628	0.11503315665812677	0.124549320544916	0.1479722780589715	0.08291560555871522	0.0967848410136953	0.13198347910895772	0.22198355383149407	0.15942654289453162	0.15008392502796436	0.18047770326288093	0.1630842529133557	0.24469904024864933	0.24007003447435368	0.23784750231589646	0.18962797057718966	0.19627102400367297	0.2228309827378287
f13pp	0.2370373037539415	0.2631919812554305	0.2706129726405273	0.2708326424047166	0.2763858632526649	0.2748220790720828	0.2881702985651789	0.28382708690427605	0.2871231610181015	0.28914082847034517	0.28959089859218673	0.29347084345755103	0.29266368462198544	0.2909739839151295	0.26811078212027867	0.2131293466300159	0.2294313464459744	0.22927515255848263	0.3071526771717844	0.2767067226275922	0.09513130920434072	0.09222336830631213	0.14783646885762391	0.10227096463454068	0.09436027994709315	0.08074854541053487	0.0	0.16332973837239512	0.20026071708693602	0.10837611032719535	0.15902556601815782	0.11796094898814226	0.17000630300646302	0.1571313698564163	0.2616460069498735	0.31657912477144107	0.26208388719727055	0.49236432061217095	0.5089722893279991	0.5002055643132478	0.5194392979921987	0.49754964243684313	0.48808703440941026	0.5294466615881762	0.5381536517460175	0.5419846949812812	0.49768695737939084	0.12334578606946434	0.11898074893700575	0.10288144080980453	0.10508543322124987	0.12294576956765638	0.13971174078851173	0.12991992380686668	0.11805985571220465	0.14495965115982695	0.12903191694584906	0.13446787244998798	0.134147795835202	0.12395946836964776	0.1079526208539471	0.13256041064378826	0.13977478290977147	0.09810395885373209	0.17495734735353433	0.14963148603098228	0.1275591511080142	0.21599880198165083	0.20305329146987533	0.18547983120185063	0.20091898339413816	0.26218416423908886	0.2645112815570189	0.13068317105830737	0.1325173803214355	0.1733583320935705	0.14564544419943942	0.18661107288126644	0.174434431145715	0.1490035822834696	0.1475890374411501	0.15710520132793934	0.18052815884199483	0.11547148634173855	0.12934072179671863	0.16453935989198107	0.25453943461451745	0.19198242367755497	0.1826398058109877	0.21303358404590428	0.19564013369637906	0.2772549210316727	0.272625915257377	0.2704033830989198	0.222183851360213	0.22882690478669632	0.25538686352085205
S3Hp	0.27052421044042346	0.29667888794191244	0.3040998793270092	0.3043195490911985	0.30987276993914686	0.30830898575856475	0.32165720525166086	0.31731399359075796	0.3206100677045834	0.32262773515682713	0.32307780527866864	0.32695775014403294	0.3261505913084674	0.32446089060161143	0.30159768880676063	0.24661625331649784	0.2629182531324563	0.2627620592449646	0.3406395838582663	0.3101936293140741	0.12861821589082267	0.12571027499279408	0.18132337554410588	0.13575787132102263	0.1278471866335751	0.13077385758937177	0.16332973837239512	0.0	0.14053845214244826	0.10171748125256261	0.16503963070700872	0.1514478556746242	0.203493209692945	0.19061827654289823	0.2951329136363554	0.35006603145792303	0.2955707938837525	0.5258512272986529	0.542459196014481	0.5336924709997297	0.5529262046786806	0.5310365491233251	0.5215739410958922	0.5629335682746581	0.5716405584324995	0.5754716016677631	0.5311738640658727	0.1568326927559463	0.15246765562348769	0.13636834749628646	0.1385723399077318	0.15643267625413831	0.17319864747499367	0.16340683049334861	0.15154676239868659	0.17844655784630892	0.162518823632331	0.1679547791364699	0.16763470252168394	0.15744637505612968	0.14143952754042904	0.1660473173302702	0.1732616895962534	0.13159086554021404	0.20844425404001626	0.18311839271746422	0.16104605779449613	0.2494857086681328	0.2365401981563573	0.2189667378883326	0.23440589008062007	0.29567107092557077	0.2979981882435009	0.1641700777447893	0.16600428700791747	0.20684523878005243	0.1791323508859214	0.2200979795677484	0.20792133783219696	0.18249048896995154	0.18107594412763206	0.19059210801442128	0.21401506552847677	0.1489583930282205	0.1628276284832006	0.198026266578463	0.28802634130099936	0.2254693303640369	0.21612671249746965	0.2465204907323862	0.229127040382861	0.3107418277181546	0.30611282194385897	0.3038902897854018	0.2556707580466949	0.2623138114731782	0.28887377020733396
S26Hp	0.30745518915496434	0.3336098666564533	0.3410308580415501	0.3412505278057394	0.34680374865368774	0.3452399644731056	0.35858818396620173	0.35424497230529883	0.35754104641912426	0.359558713871368	0.3600087839932095	0.3638887288585738	0.3630815700230083	0.3613918693161523	0.3385286675213015	0.2835472320310387	0.29984923184699724	0.29969303795950547	0.3775705625728072	0.347124608028615	0.1655491946053636	0.162641253707335	0.2182543542586468	0.17268885003556356	0.164778165348116	0.1677048363039127	0.20026071708693602	0.14053845214244826	0.0	0.13864845996710354	0.20197060942154965	0.1883788343891651	0.2404241884074859	0.22754925525743913	0.33206389235089634	0.3869970101724639	0.3325017725982934	0.5627822060131937	0.579390174729022	0.5706234497142706	0.5898571833932216	0.567967527837866	0.558504919810433	0.599864546989199	0.6085715371470404	0.6124025803823041	0.5681048427804136	0.1937636714704872	0.1893986343380286	0.1732993262108274	0.1755033186222727	0.19336365496867922	0.21012962618953457	0.20033780920788952	0.1884777411132275	0.2153775365608498	0.1994498023468719	0.20488575785101082	0.20456568123622484	0.1943773537706706	0.17837050625496995	0.2029782960448111	0.2101926683107943	0.16852184425475494	0.24537523275455717	0.22004937143200512	0.19797703650903703	0.2864166873826737	0.27347117687089817	0.25589771660287347	0.271336868795161	0.3326020496401117	0.33492916695804176	0.2011010564593302	0.20293526572245835	0.24377621749459333	0.21606332960046226	0.2570289582822893	0.24485231654673784	0.21942146768449244	0.21800692284217293	0.22752308672896218	0.2509460442430177	0.1858893717427614	0.1997586071977415	0.2349572452930039	0.32495732001554023	0.2624003090785778	0.25305769121201055	0.2834514694469271	0.2660580190974019	0.3476728064326955	0.3430438006583999	0.34082126849994265	0.29260173676123585	0.29924479018771916	0.32580474892187483
f19pp	0.2155705823952237	0.24172525989671267	0.24914625128180948	0.24936592104599878	0.25491914189394715	0.25335535771336504	0.2667035772064611	0.2623603655455582	0.2656564396593837	0.2676741071116274	0.26812417723346893	0.27200412209883323	0.2711969632632677	0.2695072625564117	0.24664406076156087	0.1916626252712981	0.2079646250872566	0.20780843119976483	0.28568595581306655	0.25524000126887436	0.07366458784562292	0.07075664694759433	0.12636974749890612	0.08080424327582288	0.07289355858837535	0.07582022954417203	0.10837611032719535	0.10171748125256261	0.13864845996710354	0.0	0.11008600266180897	0.09649422762942446	0.14853958164774522	0.1356646484976985	0.2401792855911557	0.29511240341272327	0.24061716583855275	0.47089759925345315	0.4875055679692813	0.47873884295453	0.4979725766334809	0.47608292107812533	0.46662031305069246	0.5079799402294584	0.5166869303872997	0.5205179736225634	0.47622023602067304	0.10187906471074654	0.09751402757828795	0.08141471945108673	0.08361871186253207	0.10147904820893858	0.11824501942979393	0.10845320244814888	0.09659313435348685	0.12349292980110917	0.10756519558713126	0.11300115109127017	0.1126810744764842	0.10249274701092996	0.08648589949522931	0.11109368928507046	0.11830806155105367	0.07663723749501429	0.15349062599481653	0.12816476467226448	0.10609242974929639	0.19453208062293303	0.18158657011115753	0.16401310984313283	0.17945226203542036	0.24071744288037106	0.24304456019830112	0.10921644969958957	0.11105065896271772	0.1518916107348527	0.12417872284072164	0.16514435152254864	0.1529677097869972	0.1275368609247518	0.1261223160824323	0.13563847996922154	0.15906143748327703	0.09400476498302075	0.10787400043800084	0.14307263853326327	0.23307271325579962	0.17051570231883717	0.1611730844522699	0.19156686268718648	0.17417341233766126	0.25578819967295485	0.25115919389865926	0.24893666174020201	0.20071713000149521	0.20736018342797852	0.23392014216213425
w18pp	0.26622003808618616	0.29237471558767514	0.2997957069727719	0.3000153767369612	0.3055685975849096	0.3040048134043275	0.31735303289742356	0.31300982123652066	0.31630589535034614	0.3183235628025899	0.3187736329244314	0.3226535777897957	0.32184641895423016	0.3201567182473742	0.29729351645252333	0.24231208096226056	0.25861408077821907	0.2584578868907273	0.336335411504029	0.3058894569598368	0.1243140435365854	0.1214061026385568	0.1770192031898686	0.13145369896678535	0.12354301427933782	0.1264696852351345	0.15902556601815782	0.16503963070700872	0.20197060942154965	0.11008600266180897	0.0	0.14714368332038694	0.19918903733870771	0.18631410418866096	0.29082874128211816	0.34576185910368573	0.2912666215295152	0.5215470549444157	0.5381550236602437	0.5293882986454925	0.5486220323244433	0.5267323767690878	0.517269768741655	0.5586293959204209	0.5673363860782622	0.5711674293135258	0.5268696917116356	0.15252852040170903	0.1481634832692504	0.1320641751420492	0.13426816755349452	0.15212850389990104	0.1688944751207564	0.15910265813911134	0.1472425900444493	0.17414238549207162	0.15821465127809373	0.16365060678223264	0.16333053016744667	0.15314220270189244	0.13713535518619177	0.16174314497603293	0.16895751724201613	0.12728669318597677	0.204140081685779	0.17881422036322694	0.15674188544025885	0.2451815363138955	0.23223602580212	0.2146625655340953	0.23010171772638283	0.2913668985713335	0.2936940158892636	0.15986590539055204	0.16170011465368017	0.20254106642581515	0.1748281785316841	0.2157938072135111	0.20361716547795966	0.17818631661571427	0.17677177177339476	0.186287935660184	0.2097108931742395	0.14465422067398323	0.15852345612896332	0.19372209422422573	0.28372216894676205	0.22116515800979963	0.21182254014323237	0.24221631837814894	0.22482286802862372	0.3064376553639173	0.3018086495896217	0.2995861174311645	0.2513665856924577	0.258009639118941	0.2845695978530967
f9pp	0.18454255736413233	0.2106972348656213	0.21811822625071808	0.21833789601490738	0.22389111686285573	0.22232733268227362	0.2356755521753697	0.23133234051446683	0.23462841462829226	0.236646082080536	0.2370961522023775	0.2409760970677418	0.24016893823217628	0.23847923752532033	0.21561603573046947	0.1606346002402067	0.1769366000561652	0.17678040616867347	0.2546579307819752	0.224211976237783	0.05465837839632651	0.05175043749829791	0.10736353804960971	0.06179803382652646	0.07127865314063093	0.08540506820511892	0.11796094898814226	0.1514478556746242	0.1883788343891651	0.09649422762942446	0.14714368332038694	0.0	0.10383984069665397	0.09096490754660719	0.19547954464006442	0.25041266246163196	0.19591742488746147	0.42619785830236184	0.44280582701819	0.4340391020034387	0.4532728356823896	0.431383180127034	0.42192057209960115	0.4632801992783671	0.47198718943620843	0.4758182326714721	0.43152049506958173	0.057179323759655266	0.06648600254719655	0.05038669441999535	0.05259068683144068	0.07045102317784718	0.08721699439870255	0.07742517741705748	0.06556510932239545	0.09246490477001779	0.07653717055603987	0.08197312606017879	0.08165304944539281	0.07146472197983858	0.05545787446413791	0.08006566425397907	0.08728003651996227	0.0456092124639229	0.12246260096372513	0.09713673964117309	0.07506440471820501	0.16350405559184167	0.15055854508006616	0.13298508481204147	0.14842423700432897	0.20968941784927966	0.21201653516720972	0.07818842466849818	0.08002263393162634	0.1208635857037613	0.09315069780963026	0.13411632649145727	0.12193968475590583	0.09650883589366042	0.09509429105134093	0.10461045493813015	0.12803341245218564	0.06297673995192937	0.07684597540690946	0.11204461350217187	0.20204468822470822	0.13948767728774578	0.1301450594211785	0.16053883765609506	0.14314538730656987	0.22476017464186349	0.22013116886756784	0.21790863670911062	0.16968910497040382	0.17633215839688715	0.20289211713104285
w14pp	0.2365879113824531	0.2627425888839421	0.27016358026903886	0.27038325003322816	0.2759364708811765	0.2743726867005944	0.2877209061936905	0.2833776945327876	0.28667376864661304	0.2886914360988568	0.2891415062206983	0.2930214510860626	0.29221429225049705	0.2905245915436411	0.2676613897487903	0.21267995425852748	0.22898195407448596	0.22882576018699424	0.30670328480029596	0.2762573302561038	0.10670373241464728	0.10379579151661869	0.1594088920679305	0.11384338784484724	0.12332400715895171	0.1374504222234397	0.17000630300646302	0.203493209692945	0.2404241884074859	0.14853958164774522	0.19918903733870771	0.10383984069665397	0.0	0.12559868256472229	0.2301133196581795	0.28504643747974706	0.23055119990557654	0.4608316333204769	0.47743960203630503	0.46867287702155375	0.4879066107005046	0.46601695514514907	0.4565543471177162	0.49791397429648215	0.5066209644543235	0.5104520076895872	0.4661542700876968	0.09181309877777034	0.11853135656551733	0.10243204843831612	0.10463604084976146	0.12249637719616796	0.1392623484170233	0.12947053143537826	0.11761046334071623	0.14451025878833856	0.12858252457436065	0.13401848007849954	0.1336984034637136	0.12351007599815934	0.10750322848245869	0.13211101827229985	0.13932539053828305	0.09765456648224367	0.1745079549820459	0.14918209365949386	0.12710975873652577	0.21554940961016245	0.20260389909838694	0.18503043883036224	0.20046959102264972	0.2617347718676004	0.26406188918553053	0.13023377868681896	0.13206798794994712	0.17290893972208207	0.14519605182795103	0.18616168050977805	0.1739850387742266	0.1485541899119812	0.1471396450696617	0.15665580895645093	0.1800787664705064	0.11502209397025014	0.12889132942523024	0.16408996752049265	0.254090042243029	0.19153303130606655	0.1821904134394993	0.21258419167441583	0.19519074132489064	0.27680552866018426	0.2721765228858886	0.2699539907274314	0.2217344589887246	0.2283775124152079	0.2549374711493636
w16pp	0.22371297823240632	0.2498676557338953	0.25728864711899213	0.25750831688318143	0.2630615377311297	0.2614977535505476	0.2748459730436437	0.2705027613827409	0.2737988354965663	0.27581650294881	0.27626657307065156	0.28014651793601586	0.27933935910045027	0.27764965839359435	0.2547864565987435	0.19980502110848072	0.21610702092443923	0.21595082703694746	0.29382835165024923	0.26338239710605704	0.09382879926460053	0.09092085836657193	0.14653395891788373	0.10096845469480048	0.11044907400890495	0.12457548907339294	0.1571313698564163	0.19061827654289823	0.22754925525743913	0.1356646484976985	0.18631410418866096	0.09096490754660719	0.12559868256472229	0.0	0.17519080360339484	0.2583689960306603	0.20387375845648983	0.43415419187139015	0.4507621605872183	0.441995435572467	0.4612291692514179	0.4393395136960624	0.42987690566862946	0.4712365328473954	0.4799435230052368	0.4837745662405004	0.43947682863861004	0.06513565732868362	0.10565642341547057	0.08955711528826936	0.0917611076997147	0.1096214440461212	0.12638741526697655	0.1165955982853315	0.10473553019066947	0.13163532563829178	0.11570759142431389	0.12114354692845279	0.12082347031366683	0.11063514284811259	0.09462829533241193	0.11923608512225309	0.1264504573882363	0.08477963333219692	0.16163302183199915	0.1363071605094471	0.11423482558647902	0.20267447646011566	0.18972896594834016	0.17215550568031546	0.187594657872603	0.24885983871755368	0.25118695603548374	0.1173588455367722	0.11919305479990035	0.16003400657203531	0.13232111867790425	0.17328674735973126	0.16111010562417982	0.13567925676193443	0.13426471191961492	0.14378087580640417	0.16720383332045965	0.10214716082020338	0.11601639627518347	0.1512150343704459	0.24121510909298224	0.1786580981560198	0.16931548028945254	0.1997092585243691	0.18231580817484389	0.26393059551013753	0.25930158973584183	0.25707905757738464	0.20885952583867784	0.21550257926516114	0.24206253799931687
S22Hp	0.32822761532586353	0.3543822928273525	0.3618032842124493	0.3620229539766386	0.36757617482458693	0.3660123906440048	0.3793606101371009	0.375017398476198	0.37831347259002346	0.3803311400422672	0.3807812101641087	0.384661155029473	0.3838539961939075	0.38216429548705155	0.35930109369220065	0.3043196582019379	0.32062165801789644	0.32046546413040466	0.39834298874370644	0.36789703419951425	0.19834343635805773	0.19543549546002914	0.25104859601134094	0.2054830917882577	0.21496371110236218	0.22909012616685015	0.2616460069498735	0.2951329136363554	0.33206389235089634	0.2401792855911557	0.29082874128211816	0.19547954464006442	0.2301133196581795	0.17519080360339484	0.0	0.3628836331241176	0.30838839554994707	0.5386688289648474	0.5552767976806756	0.5465100726659242	0.5657438063448752	0.5438541507895196	0.5343915427620867	0.5757511699408526	0.584458160098694	0.5882892033339577	0.5439914657320672	0.16965029442214086	0.21017106050892778	0.19407175238172658	0.1962757447931719	0.2141360811395784	0.23090205236043376	0.2211102353787887	0.20925016728412668	0.23614996273174899	0.2202222285177711	0.22565818402191	0.22533810740712404	0.2151497799415698	0.19914293242586914	0.2237507222157103	0.2309650944816935	0.18929427042565414	0.26614765892545633	0.24082179760290431	0.21874946267993622	0.30718911355357287	0.29424360304179736	0.27667014277377266	0.2921092949660602	0.3533744758110109	0.35570159312894095	0.2218734826302294	0.22370769189335754	0.2645486436654925	0.23683575577136146	0.27780138445318847	0.26562474271763703	0.24019389385539164	0.23877934901307213	0.24829551289986138	0.27171847041391683	0.2066617979136606	0.2205310333686407	0.25572967146390313	0.3457297461864395	0.283172735249477	0.27383011738290974	0.3042238956178263	0.2868304452683011	0.36844523260359474	0.36381622682929904	0.36159369467084185	0.31337416293213505	0.32001721635861835	0.3465771750927741
S18H1	0.3831607331474311	0.4093154106489201	0.41673640203401685	0.41695607179820615	0.4225092926461545	0.4209455084655724	0.4342937279586685	0.4299505162977656	0.433246590411591	0.43526425786383477	0.4357143279856763	0.4395942728510406	0.43878711401547504	0.43709741330861906	0.41423421151376827	0.35925277602350547	0.375554775839464	0.3753985819519723	0.453276106565274	0.4228301520210818	0.2532765541796253	0.2503686132815967	0.3059817138329085	0.26041620960982526	0.26989682892392974	0.2840232439884177	0.31657912477144107	0.35006603145792303	0.3869970101724639	0.29511240341272327	0.34576185910368573	0.25041266246163196	0.28504643747974706	0.2583689960306603	0.3628836331241176	0.0	0.28096591864937387	0.5112463520642743	0.5278543207801024	0.5190875957653511	0.538321329444302	0.5164316738889464	0.5069690658615136	0.5483286930402795	0.5570356831981208	0.5608667264333845	0.5165689888314942	0.21112641178526137	0.2651041783304953	0.24900487020329415	0.25120886261473946	0.26906919896114595	0.28583517018200133	0.2760433532003563	0.2641832851056942	0.29108308055331655	0.2751553463393387	0.2805913018434776	0.2802712252286916	0.2700828977631374	0.2540760502474367	0.27868384003727786	0.28589821230326107	0.2442273882472217	0.32108077674702395	0.29575491542447185	0.2736825805015038	0.36212223137514044	0.34917672086336493	0.33160326059534023	0.34704241278762776	0.40830759363257846	0.4106347109505085	0.27680660045179695	0.2786408097149251	0.3194817614870601	0.291768873592929	0.33273450227475604	0.3205578605392046	0.2951270116769592	0.2937124668346397	0.3032286307214289	0.32665158823548446	0.2615949157352282	0.2754641511902083	0.31066278928547064	0.400662864008007	0.33810585307104457	0.3287632352044773	0.3591570134393939	0.34176356308986866	0.4233783504251623	0.41874934465086666	0.4165268124924094	0.3683072807537026	0.3749503341801859	0.4015102929143416
S13Hp	0.3286654955732606	0.35482017307474956	0.36224116445984633	0.36246083422403563	0.368014055071984	0.36645027089140186	0.379798490384498	0.3754552787235951	0.3787513528374205	0.38076902028966425	0.38121909041150576	0.38509903527687006	0.3842918764413045	0.38260217573444855	0.35973897393959775	0.30475753844933495	0.3210595382652935	0.3209033443778017	0.39878086899110343	0.36833491444691124	0.19878131660545478	0.1958733757074262	0.251486476258738	0.20592097203565474	0.21540159134975922	0.2295280064142472	0.26208388719727055	0.2955707938837525	0.3325017725982934	0.24061716583855275	0.2912666215295152	0.19591742488746147	0.23055119990557654	0.20387375845648983	0.30838839554994707	0.28096591864937387	0.0	0.34246771186602476	0.3590756805818529	0.3503089555671016	0.3695426892460525	0.3476530336906969	0.33819042566326407	0.37955005284203003	0.3882570429998713	0.392088086235135	0.34779034863324465	0.15663117421109085	0.21060894075632483	0.19450963262912363	0.19671362504056894	0.21457396138697546	0.2313399326078308	0.22154811562618576	0.20968804753152373	0.23658784297914603	0.22066010876516814	0.22609606426930706	0.2257759876545211	0.21558766018896686	0.1995808126732662	0.22418860246310734	0.23140297472909055	0.1897321506730512	0.26658553917285344	0.24125967785030136	0.21918734292733327	0.3076269938009699	0.2946814832891944	0.2771080230211697	0.29254717521345724	0.35381235605840794	0.356139473376338	0.22231136287762646	0.2241455721407546	0.26498652391288957	0.2372736360187585	0.2782392647005855	0.2660626229650341	0.2406317741027887	0.23921722926046918	0.24873339314725842	0.27215635066131394	0.20709967816105765	0.22096891361603774	0.2561675517113001	0.3461676264338365	0.28361061549687405	0.2742679976303068	0.30466177586522336	0.28726832551569814	0.36888311285099173	0.36425410707669614	0.3620315749182389	0.3138120431795321	0.3204550966060154	0.3470150553401711
F23HpA	0.558945928988161	0.5851006064896499	0.5925215978747467	0.5927412676389361	0.5982944884868844	0.5967307043063023	0.6100789237993983	0.6057357121384954	0.6090317862523209	0.6110494537045646	0.6114995238264062	0.6153794686917705	0.6145723098562049	0.612882609149349	0.5900194073544981	0.5350379718642354	0.5513399716801939	0.5511837777927021	0.6290613024060039	0.5986153478618117	0.4290617500203552	0.4261538091223266	0.4817669096736384	0.43620140545055514	0.4456820247646596	0.4598084398291476	0.49236432061217095	0.5258512272986529	0.5627822060131937	0.47089759925345315	0.5215470549444157	0.42619785830236184	0.4608316333204769	0.43415419187139015	0.5386688289648474	0.5112463520642743	0.34246771186602476	0.0	0.4768088789013408	0.46804215388658954	0.4872758875655404	0.4653862320101848	0.455923623982752	0.49728325116151795	0.5059902413193593	0.5098212845546229	0.46552354695273257	0.3869116076259912	0.4408893741712252	0.42479006604402403	0.42699405845546934	0.44485439480187583	0.4616203660227312	0.45182854904108616	0.43996848094642416	0.46686827639404643	0.4509405421800685	0.45637649768420746	0.45605642106942146	0.44586809360386725	0.42986124608816656	0.45446903587800774	0.46168340814399095	0.42001258408795156	0.4968659725877538	0.47154011126520173	0.44946777634223367	0.5379074272158703	0.5249619167040948	0.5073884564360701	0.5228276086283576	0.5840927894733083	0.5864199067912383	0.4525917962925268	0.454426005555655	0.4952669573277899	0.4675540694336589	0.5085196981154859	0.4963430563799345	0.4709122075176891	0.4694976626753696	0.4790138265621588	0.5024367840762143	0.437380111575958	0.4512493470309381	0.48644798512620047	0.5764480598487368	0.5138910489117744	0.5045484310452071	0.5349422092801237	0.5175487589305985	0.5991635462658922	0.5945345404915965	0.5923120083331392	0.5440924765944324	0.5507355300209158	0.5772954887550715
S19H1	0.5755538977039891	0.601708575205478	0.6091295665905749	0.6093492363547641	0.6149024572027125	0.6133386730221304	0.6266868925152265	0.6223436808543237	0.625639754968149	0.6276574224203928	0.6281074925422343	0.6319874374075987	0.6311802785720331	0.6294905778651771	0.6066273760703262	0.5516459405800636	0.567947940396022	0.5677917465085303	0.6456692711218319	0.6152233165776397	0.44566971873618333	0.44276177783815474	0.49837487838946654	0.4528093741663833	0.46228999348048777	0.47641640854497574	0.5089722893279991	0.542459196014481	0.579390174729022	0.4875055679692813	0.5381550236602437	0.44280582701819	0.47743960203630503	0.4507621605872183	0.5552767976806756	0.5278543207801024	0.3590756805818529	0.4768088789013408	0.0	0.18029987983031295	0.39915092105311106	0.446467050367804	0.43700444234037117	0.4783640695191371	0.4870710596769784	0.4909021029122421	0.4466043653103517	0.40351957634181934	0.45749734288705335	0.4413980347598522	0.4436020271712975	0.461462363517704	0.47822833473855936	0.4684365177569143	0.4565764496622523	0.4834762451098746	0.46754851089589666	0.4729844664000356	0.4726643897852496	0.4624760623196954	0.4464692148039947	0.4710770045938359	0.4782913768598191	0.4366205528037797	0.5134739413035819	0.4881480799810299	0.4660757450580618	0.5545153959316984	0.5415698854199229	0.5239964251518983	0.5394355773441858	0.6007007581891365	0.6030278755070665	0.469199765008355	0.47103397427148314	0.5118749260436181	0.48416203814948705	0.5251276668313141	0.5129510250957626	0.48752017623351723	0.4861056313911977	0.49562179527798694	0.5190447527920424	0.45398808029178617	0.46785731574676626	0.5030559538420286	0.593056028564565	0.5304990176276025	0.5211563997610353	0.5515501779959519	0.5341567276464266	0.6157715149817202	0.6111425092074246	0.6089199770489674	0.5607004453102605	0.567343498736744	0.5939034574708997
S28Hp	0.5667871726892378	0.5929418501907268	0.6003628415758235	0.600582511340013	0.6061357321879612	0.6045719480073791	0.6179201675004752	0.6135769558395723	0.6168730299533978	0.6188906974056415	0.619340767527483	0.6232207123928474	0.6224135535572818	0.6207238528504259	0.597860651055575	0.5428792155653123	0.5591812153812707	0.559025021493779	0.6369025461070807	0.6064565915628886	0.43690299372143204	0.43399505282340345	0.48960815337471525	0.444042649151632	0.4535232684657365	0.46764968353022446	0.5002055643132478	0.5336924709997297	0.5706234497142706	0.47873884295453	0.5293882986454925	0.4340391020034387	0.46867287702155375	0.441995435572467	0.5465100726659242	0.5190875957653511	0.3503089555671016	0.46804215388658954	0.18029987983031295	0.0	0.39038419603835983	0.4377003253530527	0.4282377173256199	0.46959734450438584	0.47830433466222716	0.48213537789749084	0.43783764029560046	0.39475285132706806	0.44873061787230206	0.4326313097451009	0.4348353021565462	0.4526956385029527	0.46946160972380807	0.459669792742163	0.447809724647501	0.4747095200951233	0.4587817858811454	0.4642177413852843	0.4638976647704983	0.4537093373049441	0.4377024897892434	0.4623102795790846	0.4695246518450678	0.4278538277890284	0.5047072162888306	0.4793813549662786	0.45730902004331053	0.5457486709169471	0.5328031604051716	0.515229700137147	0.5306688523294345	0.5919340331743852	0.5942611504923152	0.4604330399936037	0.46226724925673185	0.5031082010288668	0.47539531313473576	0.5163609418165628	0.5041843000810113	0.47875345121876595	0.47733890637644644	0.48685507026323566	0.5102780277772911	0.4452213552770349	0.45909059073201497	0.4942892288272773	0.5842893035498137	0.5217322926128513	0.5123896747462839	0.5427834529812006	0.5253900026316753	0.607004789966969	0.6023757841926733	0.6001532520342161	0.5519337202955092	0.5585767737219927	0.5851367324561484
