	w1pp	s1pp	S14Hp	F6H1	f1pp	S17H1	F7H1	w14pp	f22ppB	s2pp	f2pp	w2pp	w9pp	f30pp	s23pp	w23pp	S19H1	s28pp	f28pp	w28pp	F14H1B	S3Hp	f14ppA	S1Hp	F1H1	w22pp	f22ppA	s22pp	f19pp	f13pp	w32pp	s32pp	w20pp	w8pp	w6pp	S12Hp	f32pp	w13pp	F16H1	S26Hp	w25pp	s25pp	w16pp	f25pp	f16ppB	f16ppA	f31pp	S8Hp	f15pp	S16H2	S20H1	s17pp	w17pp	f24pp	w30pp	s30pp	w24pp	f26pp	w26pp	f20ppA	w15pp	S2Hp	w19pp	s29pp	w29pp	w21pp	s21pp	f23ppA	f18pp	f6ppB	f20ppB	s31pp	S15Hp	f17ppA	F14H1A	f21pp	F23HpA	f7pp	f9pp	f6ppA	f12ppA	f12ppB	f8pp	f14ppB	w12pp	w18pp	S27H1	s27pp	w27pp	w3pp	s3pp	w4pp	f4pp	F8H1	s12pp	S21H1	w7pp	F32H1	S22Hp	f23ppB	w10pp	S13Hp	S28Hp	S18H1	F3H1	f17ppB	f10pp	S4Hp	S9H1	s24pp	w31pp	f11pp	w11pp	S11Hp	F29H1
w22pp	0.24053006767382112	0.2971828153109156	0.3795041571853856	0.39988378261846846	0.20691550244800672	0.421557396930227	0.3741427553761793	0.2381852567978339	0.2697242378605877	0.18930683885030197	0.2089983417348082	0.21390888340093192	0.23437475194697843	0.25795638095170165	0.35942235155978763	0.28757340848586904	0.4362955122680609	0.30739532268951314	0.2999787203271034	0.2919467062799527	0.3929735519482882	0.38154473277750733	0.21513906425550697	0.237398043208134	0.3045797284129501	0.0	0.08705456477757323	0.16651180335006166	0.15324423189766118	0.2255293132515055	0.3097427804325056	0.3142090480704126	0.2921017926323903	0.252447223540467	0.2617951125825918	0.28569309795634446	0.19747763541242108	0.218576487116259	0.4148838825270469	0.3755671983541303	0.22691424754582565	0.25683808271805997	0.2159375071813161	0.18821234256838085	0.22795448758452946	0.20768641905185564	0.27878368994231695	0.38160576649749745	0.2674837415061811	0.4449034753868077	0.42666924779166676	0.27456086861551104	0.2448528434647836	0.2017713668915581	0.3518848091873973	0.3134584967382754	0.20386669206333757	0.23481899691804098	0.2450682302162154	0.231671666313373	0.28641632082603313	0.33151621514497387	0.26931268644578576	0.3364034089461195	0.29276200485850645	0.32890356280241456	0.30425160546963326	0.23380823502982048	0.25240709219844326	0.18941667296054754	0.2829270777135571	0.28912366399867584	0.39797328748144	0.34566046725072874	0.4193611961015099	0.27871844934894513	0.3323542252131394	0.19835423381661904	0.25330177639180224	0.2209767832425564	0.24814356837839868	0.2328124781010772	0.24900651288017228	0.24814204079802535	0.2906789411773554	0.24634732166109855	0.4010622068659258	0.25791799996767734	0.24536175352214978	0.2583022514319046	0.25237697003899084	0.2517763615601807	0.19727310565318623	0.3068790421392468	0.29119017871145286	0.9212837500407143	0.3150832554919737	0.4514236786154592	0.4214306586034246	0.30710915998854216	0.2434915264947079	0.35231345704784633	0.3952050054878088	0.3998941247273796	0.3933146937058288	0.2838770441344281	0.27789311935652883	0.40606136596578724	0.4193449583411289	0.34251057676375224	0.2516932569999919	0.24404419117920498	0.19956551757785154	0.3731942802819722	0.40732838601572585
f22ppA	0.19177068630526284	0.24842343394235727	0.3307447758168273	0.3511244012499101	0.15815612107944843	0.3727980155616687	0.325383374007621	0.18942587542927558	0.2209648564920294	0.14054745748174363	0.16023896036624988	0.1651495020323736	0.18561537057842015	0.20919699958314336	0.31066297019122935	0.23881402711731073	0.38753613089950256	0.2586359413209548	0.2512193389585451	0.24318732491139433	0.3442141705797299	0.33278535140894905	0.16637968288694865	0.1886386618395757	0.25582034704439177	0.08705456477757323	0.0	0.11775242198150337	0.10448485052910286	0.17676993188294715	0.2609833990639473	0.2654496667018543	0.24334241126383196	0.2036878421719087	0.21303573121403346	0.23693371658778611	0.1487182540438628	0.1698171057477007	0.3661245011584886	0.326807816985572	0.17815486617726733	0.20807870134950163	0.16717812581275782	0.13945296119982253	0.17919510621597115	0.15892703768329733	0.2300243085737586	0.3328463851289391	0.21872436013762275	0.39614409401824935	0.3779098664231084	0.2258014872469527	0.19609346209622525	0.15301198552299977	0.30312542781883894	0.2646991153697171	0.15510731069477923	0.18605961554948267	0.1963088488476571	0.18291228494481465	0.2376569394574748	0.28275683377641553	0.22055330507722742	0.28764402757756113	0.2440026234899481	0.2801441814338562	0.25549222410107497	0.18504885366126217	0.20364771082988495	0.1406572915919892	0.23416769634499873	0.2403642826301175	0.34921390611288167	0.29690108588217046	0.37060181473295156	0.2299590679803868	0.28359484384458106	0.14959485244806073	0.2045423950232439	0.1722174018739981	0.19938418700984034	0.18405309673251885	0.20024713151161394	0.19938265942946704	0.24191955980879704	0.19758794029254023	0.35230282549736747	0.209158618599119	0.19660237215359144	0.2095428700633463	0.20361758867043256	0.20301698019162234	0.1485137242846279	0.2581196607706885	0.24243079734289452	0.8725243686721559	0.26632387412341535	0.40266429724690084	0.37267127723486626	0.2583497786199838	0.1947321451261496	0.303554075679288	0.34644562411925045	0.3511347433588213	0.34455531233727044	0.23511766276586976	0.2291337379879705	0.3573019845972289	0.37058557697257055	0.2937511953951939	0.2029338756314336	0.1952848098106467	0.15080613620929326	0.3244348989134139	0.35856900464716757
s22pp	0.23475885882900285	0.2914116064660973	0.37373294834056736	0.39411257377365017	0.20114429360318845	0.41578618808540874	0.36837154653136106	0.23241404795301562	0.26395302901576945	0.18353563000548367	0.20322713288998992	0.20813767455611365	0.2286035431021602	0.2521851721068834	0.35365114271496934	0.2818021996410508	0.43052430342324266	0.3016241138446949	0.2942075114822851	0.2861754974351344	0.3872023431034699	0.37577352393268904	0.2093678554106887	0.23162683436331574	0.2988085195681318	0.16651180335006166	0.11775242198150337	0.0	0.1474730230528429	0.2197581044066872	0.3039715715876873	0.3084378392255943	0.28633058378757203	0.24667601469564873	0.2560239037377735	0.27992188911152616	0.19170642656760284	0.21280527827144075	0.4091126736822286	0.36979598950931203	0.22114303870100738	0.25106687387324167	0.21016629833649786	0.18244113372356258	0.2221832787397112	0.20191521020703737	0.27301248109749865	0.37583455765267915	0.26171253266136285	0.43913226654198945	0.4208980389468485	0.2687896597706928	0.23908163461996532	0.19600015804673981	0.346113600342579	0.3076872878934571	0.1980954832185193	0.22904778807322274	0.23929702137139713	0.2259004574685547	0.2806451119812149	0.32574500630015557	0.26354147760096747	0.33063220010130123	0.28699079601368815	0.3231323539575963	0.298480396624815	0.2280370261850022	0.24663588335362502	0.18364546411572927	0.2771558688687388	0.28335245515385754	0.3922020786366217	0.3398892584059105	0.4135899872566916	0.2729472405041269	0.3265830163683211	0.19258302497180077	0.24753056754698394	0.21520557439773813	0.24237235953358038	0.2270412692562589	0.24323530403535398	0.24237083195320708	0.2849077323325371	0.24057611281628027	0.39529099802110756	0.2521467911228591	0.2395905446773315	0.25253104258708636	0.2466057611941726	0.2460051527153624	0.19150189680836796	0.3011078332944286	0.2854189698666346	0.915512541195896	0.3093120466471554	0.4456524697706409	0.41565944975860636	0.30133795114372386	0.23772031764988966	0.34654224820302804	0.3894337966429905	0.3941229158825613	0.38754348486101053	0.27810583528960986	0.27212191051171053	0.40029015712096894	0.41357374949631065	0.336739367918934	0.2459220481551736	0.2382729823343867	0.19379430873303327	0.3674230714371539	0.4015571771709076
f19pp	0.15715958822873233	0.21381233586582682	0.2961336777402968	0.31651330317337967	0.12354502300291793	0.33818691748513824	0.2907722759310905	0.15481477735274513	0.18635375841549892	0.10593635940521316	0.1256278622897194	0.13053840395584312	0.15100427250188964	0.17458590150661285	0.27605187211469884	0.20420292904078025	0.3529250328229721	0.22402484324442434	0.21660824088201458	0.20857622683486385	0.3096030725031994	0.29817425333241854	0.13176858481041817	0.188972857170341	0.25615454237515706	0.15324423189766118	0.10448485052910286	0.1474730230528429	0.0	0.13631566922887245	0.22052913640987254	0.22499540404777957	0.20288814860975724	0.16323357951783396	0.17258146855995873	0.19647945393371138	0.10826399138978807	0.12936284309362597	0.3315134030819581	0.29219671890904153	0.14354376810073685	0.17346760327297114	0.1325670277362273	0.10484186312329205	0.14458400813944067	0.12431593960676685	0.19541321049722815	0.2982352870524086	0.1841132620610923	0.3615329959417189	0.34329876834657796	0.19119038917042225	0.1614823640196948	0.11840088744646929	0.2685143297423085	0.23008801729318656	0.12049621261824876	0.15144851747295218	0.16169775077112658	0.14830118686828417	0.20304584138094434	0.24814573569988502	0.18594220700069697	0.2530329295010307	0.2093915254134176	0.24553308335732577	0.22088112602454446	0.15043775558473166	0.16903661275335446	0.10604619351545871	0.19955659826846822	0.205753184553587	0.3146028080363512	0.26228998780563995	0.3359907166564211	0.19534796990385633	0.24898374576805055	0.11498375437153024	0.1699312969467134	0.13760630379746758	0.16477308893330986	0.14944199865598837	0.16563603343508346	0.16477156135293652	0.20730846173226658	0.16297684221600972	0.317691727420837	0.17454752052258854	0.161991274077061	0.1749317719868158	0.16900649059390205	0.1684058821150919	0.11390262620809741	0.22350856269415803	0.20781969926636407	0.8379132705956254	0.2317127760468849	0.3680531991703704	0.3380601791583358	0.22373868054345336	0.1601210470496191	0.26894297760275754	0.31183452604272	0.3165236452822908	0.30994421426074	0.2005065646893393	0.19452263991144003	0.32269088652069844	0.3359744788960401	0.25914009731866344	0.1683227775549031	0.1606737117341162	0.11619503813276276	0.2898238008368834	0.3239579065706371
f13pp	0.22944466958257662	0.2860974172196711	0.3684187590941411	0.38879838452722393	0.1958301043567622	0.4104719988389825	0.3630573572849348	0.22709985870658939	0.2586388397693432	0.17822144075905744	0.19791294364356368	0.2028234853096874	0.22328935385573395	0.24687098286045717	0.3483369534685431	0.27648801039462456	0.4252101141768164	0.29630992459826866	0.28889332223585884	0.28086130818870814	0.38188815385704367	0.3704593346862628	0.20405366616426246	0.26125793852418533	0.3284396237290014	0.2255293132515055	0.17676993188294715	0.2197581044066872	0.13631566922887245	0.0	0.21443896476673313	0.2189052324046401	0.19679797696661777	0.15714340787469455	0.1664912969168193	0.2140356966910286	0.1553702211733211	0.176469072877159	0.4037984844358024	0.3644818002628858	0.21582884945458114	0.24575268462681543	0.20485210909007162	0.17712694447713634	0.21686908949328498	0.19660102096061116	0.2676982918510724	0.3705203684062529	0.2563983434149366	0.4338180772955632	0.4155838497004223	0.26347547052426656	0.23376744537353908	0.19068596880031358	0.34079941109615275	0.3023730986470309	0.19278129397209307	0.2237335988267965	0.2339828321249709	0.22058626822212846	0.27533092273478865	0.32043081705372933	0.25822728835454123	0.325318010854875	0.2816766067672619	0.3178181647111701	0.2931662073783888	0.22272283693857597	0.24132169410719878	0.17833127486930303	0.27184167962231254	0.2780382659074313	0.38688788939019547	0.33457506915948426	0.40827579801026537	0.26763305125770065	0.32126882712189486	0.18726883572537453	0.2422163783005577	0.2098913851513119	0.23705817028715415	0.22172708000983266	0.23792111478892775	0.23705664270678084	0.27959354308611084	0.23526192356985404	0.3899768087746813	0.24683260187643283	0.23427635543090528	0.24721685334066013	0.24129157194774636	0.24069096346893618	0.18618770756194172	0.29579364404800235	0.2801047806202084	0.9101983519494697	0.30399785740072915	0.44033828052421464	0.4103452605121801	0.2960237618972976	0.23240612840346342	0.3412280589566018	0.38411960739656426	0.3888087266361351	0.3822292956145843	0.2727916460431836	0.2668077212652843	0.3949759678745427	0.4082595602498844	0.33142517867250776	0.24060785890874736	0.23295879308796047	0.18848011948660703	0.3621088821907277	0.39624298792448137
w32pp	0.31365813676357673	0.37031088440067117	0.4526322262751412	0.473011851708224	0.2800435715377623	0.49468546601998264	0.4472708244659349	0.31131332588758953	0.3428523069503433	0.2624349079400576	0.2821264108245638	0.2870369524906875	0.30750282103673404	0.33108445004145726	0.43255042064954324	0.36070147757562465	0.5094235813578165	0.38052339177926875	0.373106789416859	0.3650747753697082	0.4661016210380438	0.45467280186726294	0.28826713334526255	0.3454714057051854	0.41265309091000146	0.3097427804325056	0.2609833990639473	0.3039715715876873	0.22052913640987254	0.21443896476673313	0.0	0.15870024609324423	0.18590033541287926	0.18079380181601595	0.20926448327594027	0.2982491638720287	0.2395836883543212	0.26068254005815905	0.4880119516168025	0.4486952674438859	0.30004231663558123	0.3299661518078155	0.2890655762710717	0.26134041165813643	0.3010825566742851	0.28081448814161125	0.35191175903207256	0.454733835587253	0.3406118105959367	0.5180315444765633	0.49979731688142237	0.34768893770526665	0.3179809125545392	0.2748994359813137	0.4250128782771529	0.38658656582803097	0.2769947611530932	0.3079470660077966	0.31819629930597104	0.3047997354031286	0.35954438991578874	0.4046442842347294	0.3424407555355414	0.4095314780358751	0.365890073948262	0.40203163189217017	0.3773796745593889	0.30693630411957606	0.32553516128819887	0.26254474205030315	0.3560551468033126	0.3622517330884314	0.4711013565711956	0.4187885363404844	0.4924892651912655	0.35184651843870074	0.40548229430289495	0.27148230290637465	0.32642984548155785	0.294104852332312	0.3212716374681543	0.3059405471908328	0.3221345819699279	0.32127010988778093	0.363807010267111	0.3194753907508542	0.4741902759556814	0.33104606905743295	0.3184898226119054	0.3314303205216602	0.3255050391287465	0.3249044306499363	0.27040117474294184	0.38000711122900244	0.3643182478012085	0.9944118191304698	0.3882113245817293	0.5245517477052148	0.4945587276931802	0.38023722907829777	0.3166195955844635	0.42544152613760194	0.4683330745775644	0.47302219381713523	0.4664427627955844	0.3570051132241837	0.35102118844628444	0.47918943505554285	0.4924730274308845	0.41563864585350785	0.3248213260897475	0.3171722602689606	0.2726935866676071	0.4463223493717279	0.4804564551054815
s32pp	0.31812440440148376	0.3747771520385782	0.45709849391304824	0.47747811934613105	0.28450983917566935	0.4991517336578897	0.45173709210384194	0.31577959352549656	0.34731857458825033	0.2669011755779646	0.28659267846247083	0.29150322012859453	0.31196908867464107	0.3355507176793643	0.4370166882874503	0.3651677452135317	0.5138898489957235	0.3849896594171758	0.377573057054766	0.36954104300761526	0.47056788867595084	0.45913906950516997	0.2927334009831696	0.34993767334309245	0.4171193585479085	0.3142090480704126	0.2654496667018543	0.3084378392255943	0.22499540404777957	0.2189052324046401	0.15870024609324423	0.0	0.19036660305078626	0.18526006945392295	0.21373075091384727	0.30271543150993574	0.24404995599222823	0.2651488076960661	0.4924782192547095	0.4531615350817929	0.30450858427348826	0.33443241944572255	0.29353184390897874	0.26580667929604346	0.3055488243121921	0.2852807557795183	0.3563780266699796	0.45920010322516003	0.34507807823384373	0.5224978121144703	0.5042635845193294	0.3521552053431737	0.3224471801924462	0.27936570361922075	0.4294791459150599	0.391052833465938	0.2814610287910002	0.3124133336457036	0.32266256694387807	0.30926600304103563	0.36401065755369577	0.40911055187263645	0.3469070231734484	0.4139977456737821	0.37035634158616904	0.4064978995300772	0.38184594219729595	0.3114025717574831	0.3300014289261059	0.2670110096882102	0.36052141444121966	0.3667180007263384	0.47556762420910265	0.42325480397839144	0.49695553282917254	0.35631278607660777	0.409948561940802	0.2759485705442817	0.3308961131194649	0.298571119970219	0.3257379051060613	0.31040681482873983	0.3266008496078349	0.32573637752568796	0.368273277905018	0.3239416583887612	0.47865654359358845	0.33551233669534	0.3229560902498124	0.33589658815956724	0.32997130676665354	0.3293706982878433	0.27486744238084887	0.38447337886690947	0.3687845154391155	0.9988780867683769	0.39267759221963633	0.5290180153431219	0.49902499533108724	0.3847034967162048	0.32108586322237054	0.429907793775509	0.47279934221547143	0.47748846145504226	0.4709090304334914	0.36147138086209074	0.35548745608419147	0.4836557026934499	0.49693929506879153	0.4201049134914149	0.32928759372765454	0.32163852790686764	0.27715985430551415	0.4507886170096349	0.48492272274338855
w20pp	0.29601714896346143	0.3526698966005559	0.4349912384750259	0.45537086390810877	0.262402583737647	0.4770444782198673	0.4296298366658196	0.29367233808747417	0.325211319150228	0.24479392013994228	0.2644854230244485	0.26939596469057225	0.28986183323661874	0.31344346224134195	0.41490943284942794	0.34306048977550935	0.4917825935577012	0.36288240397915345	0.3554658016167437	0.347433787569593	0.4484606332379285	0.43703181406714764	0.2706261455451473	0.3278304179050701	0.3950121031098862	0.2921017926323903	0.24334241126383196	0.28633058378757203	0.20288814860975724	0.19679797696661777	0.18590033541287926	0.19036660305078626	0.0	0.16315281401590062	0.1916234954758249	0.28060817607191335	0.2219427005542059	0.24304155225804377	0.4703709638166872	0.43105427964377063	0.282401328835466	0.3123251640077003	0.2714245884709564	0.24369942385802115	0.28344156887416977	0.26317350034149595	0.33427077123195725	0.43709284778713775	0.3229708227958214	0.5003905566764479	0.48215632908130707	0.33004794990515135	0.3003399247544239	0.2572584481811984	0.4073718904770376	0.3689455780279157	0.2593537733529779	0.2903060782076813	0.3005553115058557	0.2871587476030133	0.34190340211567344	0.3870032964346142	0.32479976773542607	0.3918904902357598	0.34824908614814676	0.38439064409205487	0.35973868675927356	0.2892953163194608	0.30789417348808357	0.24490375425018784	0.3384141590031974	0.34461074528831614	0.4534603687710803	0.40114754854036905	0.4748482773911502	0.33420553063858544	0.3878413065027797	0.25384131510625935	0.30878885768144254	0.27646386453219673	0.303630649668039	0.2882995593907175	0.3044935941698126	0.3036291220876657	0.3461660224669957	0.3018344029507388	0.4565492881555661	0.31340508125731764	0.3008488348117901	0.3137893327215449	0.30786405132863115	0.307263442849821	0.25276018694282654	0.36236612342888713	0.34667726000109317	0.9767708313303545	0.370570336781614	0.5069107599050995	0.4769177398930649	0.36259624127818246	0.2989786077843482	0.40780053833748664	0.4506920867774491	0.4553812060170199	0.4488017749954691	0.3393641254240684	0.33338020064616913	0.46154844725542754	0.4748320396307692	0.39799765805339254	0.3071803382896322	0.29953127246884526	0.2550525988674918	0.4286813615716125	0.46281546730536616
w8pp	0.25636257987153815	0.3130153275086326	0.39533666938310263	0.41571629481618544	0.22274801464572375	0.43738990912794407	0.38997526757389633	0.25401776899555095	0.2855567500583047	0.205139351048019	0.22483085393252522	0.22974139559864895	0.25020726414469546	0.2737888931494187	0.37525486375750466	0.3034059206835861	0.45212802446577793	0.32322783488723017	0.3158112325248204	0.30777921847766965	0.40880606414600523	0.39737724497522436	0.230971576453224	0.28817584881314684	0.3553575340179629	0.252447223540467	0.2036878421719087	0.24667601469564873	0.16323357951783396	0.15714340787469455	0.18079380181601595	0.18526006945392295	0.16315281401590062	0.0	0.1519689263839017	0.24095360697999013	0.18228813146228262	0.20338698316612053	0.4307163947247639	0.3913997105518473	0.24274675974354268	0.27267059491577694	0.23177001937903313	0.20404485476609788	0.2437869997822465	0.22351893124957267	0.294616202140034	0.3974382786952144	0.2833162537038981	0.4607359875845247	0.4425017599893838	0.2903933808132281	0.2606853556625006	0.21760387908927514	0.3677173213851143	0.3292910089359924	0.2196992042610546	0.250651509115758	0.26090074241393246	0.24750417851109002	0.30224883302375016	0.34734872734269084	0.2851451986435028	0.3522359211438365	0.3085945170562234	0.3447360750001316	0.32008411766735034	0.2496407472275375	0.2682396043961603	0.20524918515826457	0.29875958991127405	0.3049561761963928	0.41380579967915704	0.36149297944844583	0.43519370829922693	0.29455096154666216	0.3481867374108564	0.21418674601433607	0.26913428858951927	0.23680929544027343	0.2639760805761157	0.24864499029879422	0.2648390250778893	0.26397455299574235	0.3065114533750724	0.2621798338588156	0.41689471906364284	0.27375051216539437	0.2611942657198668	0.27413476362962164	0.26820948223670793	0.2676088737578977	0.21310561785090326	0.32271155433696386	0.3070226909091699	0.9371162622384313	0.3309157676896907	0.4672561908131762	0.43726317080114163	0.3229416721862592	0.25932403869242493	0.36814596924556336	0.4110375176855258	0.41572663692509665	0.4091472059035458	0.29970955633214513	0.29372563155424586	0.42189387816350427	0.4351774705388459	0.35834308896146927	0.26752576919770893	0.25987670337692204	0.21539802977556857	0.38902679247968924	0.42316089821344294
w6pp	0.2657104689136629	0.3223632165507574	0.40468455842522744	0.42506418385831024	0.23209590368784852	0.4467377981700688	0.39932315661602114	0.2633656580376757	0.2949046391004295	0.21448724009014375	0.23417874297465	0.23908928464077372	0.25955515318682026	0.2831367821915435	0.3846027527996294	0.3127538097257109	0.46147591350790274	0.33257572392935497	0.32515912156694515	0.31712710751979445	0.41815395318813	0.4067251340173491	0.24031946549534877	0.29752373785527164	0.3647054230600877	0.2617951125825918	0.21303573121403346	0.2560239037377735	0.17258146855995873	0.1664912969168193	0.20926448327594027	0.21373075091384727	0.1916234954758249	0.1519689263839017	0.0	0.2503014960221149	0.19163602050440737	0.21273487220824527	0.44006428376688866	0.4007475995939721	0.25209464878566745	0.28201848395790174	0.24111790842115793	0.21339274380822265	0.2531348888243713	0.23286682029169745	0.3039640911821587	0.4067861677373392	0.2926641427460229	0.4700838766266495	0.4518496490315086	0.2997412698553529	0.2700332447046254	0.2269517681313999	0.37706521042723906	0.3386388979781172	0.22904709330317938	0.2599993981578828	0.2702486314560572	0.25685206755321477	0.31159672206587496	0.35669661638481565	0.29449308768562754	0.3615838101859613	0.31794240609834823	0.3540839640422564	0.3294320067094751	0.2589886362696623	0.2775874934382851	0.21459707420038934	0.30810747895339885	0.3143040652385176	0.4231536887212818	0.3708408684905706	0.4445415973413517	0.30389885058878696	0.3575346264529812	0.22353463505646085	0.278482177631644	0.2461571844823982	0.27332396961824046	0.25799287934091897	0.27418691412001406	0.27332244203786715	0.31585934241719715	0.27152772290094035	0.42624260810576764	0.28309840120751917	0.2705421547619916	0.28348265267174644	0.2775573712788327	0.27695676280002246	0.22245350689302804	0.33205944337908866	0.3163705799512947	0.946464151280556	0.34026365673181547	0.47660407985530095	0.44661105984326643	0.33228956122838393	0.26867192773454973	0.3774938582876881	0.42038540672765057	0.4250745259672214	0.4184950949456706	0.30905744537426993	0.3030735205963706	0.431241767205629	0.4445253595809707	0.36769097800359407	0.2768736582398337	0.2692245924190468	0.22474591881769335	0.398374681521814	0.4325087872555677
S12Hp	0.28960845428741555	0.34626120192451004	0.4285825437989801	0.4489621692320629	0.25599388906160114	0.47063578354382146	0.4232211419897738	0.28726364341142835	0.3188026244741822	0.2383852254638964	0.2580767283484027	0.2629872700145264	0.2834531385605729	0.30703476756529613	0.40850073817338206	0.3366517950994635	0.4853738988816554	0.3564737093031076	0.3490571069406978	0.3410250928935471	0.44205193856188263	0.43062311939110176	0.2642174508691014	0.3214217232290243	0.38860340843384034	0.28569309795634446	0.23693371658778611	0.27992188911152616	0.19647945393371138	0.2140356966910286	0.2982491638720287	0.30271543150993574	0.28060817607191335	0.24095360697999013	0.2503014960221149	0.0	0.21553400587816002	0.23663285758199792	0.4639622691406413	0.42464558496772475	0.2759926341594201	0.3059164693316544	0.2650158937949106	0.2372907291819753	0.27703287419812395	0.2567648056654501	0.3278620765559114	0.43068415311109187	0.3165621281197756	0.49398186200040217	0.47574763440526124	0.3236392552291055	0.29393123007837807	0.25084975350515254	0.4009631958009917	0.36253688335186984	0.25294507867693206	0.28389738353163546	0.29414661682980986	0.2807500529269674	0.3354947074396276	0.3805946017585683	0.3183910730593802	0.38548179555971396	0.3418403914721009	0.37798194941600904	0.35332999208322774	0.28288662164341494	0.30148547881203774	0.238495059574142	0.3320054643271515	0.33820205061227027	0.44705167409503443	0.3947388538643232	0.46843958271510433	0.3277968359625396	0.3814326118267338	0.2474326204302135	0.30238016300539666	0.27005516985615086	0.2972219549919931	0.2818908647146716	0.2980848994937667	0.2972204274116198	0.3397573277909498	0.295425708274693	0.4501405934795203	0.3069963865812718	0.29444014013574427	0.3073806380454991	0.3014553566525853	0.3008547481737751	0.2463514922667807	0.3559574287528413	0.34026856532504735	0.9703621366543087	0.3641616421055681	0.5005020652290536	0.4705090452170191	0.3561875466021366	0.2925699131083024	0.40139184366144076	0.4442833921014032	0.44897251134097405	0.44239308031942326	0.3329554307480226	0.32697150597012326	0.45513975257938166	0.4684233449547234	0.3915889633773467	0.3007716436135863	0.29312257779279943	0.248643904191446	0.42227266689556664	0.45640677262932033
f32pp	0.20139299174349226	0.2580457393805867	0.34036708125505677	0.3607467066881396	0.16777842651767785	0.38242032099989814	0.33500567944585047	0.19904818086750503	0.23058716193025885	0.15016976291997308	0.1698612658044793	0.17477180747060306	0.19523767601664957	0.21881930502137278	0.32028527562945874	0.24843633255554015	0.397158436337732	0.26825824675918425	0.2608416443967745	0.2528096303496238	0.3538364760179593	0.34240765684717844	0.1760019883251781	0.23320626068510092	0.300387945889917	0.19747763541242108	0.1487182540438628	0.19170642656760284	0.10826399138978807	0.1553702211733211	0.2395836883543212	0.24404995599222823	0.2219427005542059	0.18228813146228262	0.19163602050440737	0.21553400587816002	0.0	0.12752412980403746	0.375746806596718	0.33643012242380144	0.18777717161549679	0.21770100678773108	0.17680043125098724	0.14907526663805196	0.18881741165420057	0.16854934312152675	0.23964661401198806	0.34246869056716855	0.2283466655758522	0.4057663994564788	0.38753217186133787	0.23542379268518215	0.2057157675344547	0.16263429096122922	0.3127477332570684	0.2743214208079465	0.16472961613300868	0.1956819209877121	0.20593115428588651	0.1925345903830441	0.24727924489570424	0.292379139214645	0.23017561051545687	0.2972663330157906	0.25362492892817756	0.28976648687208567	0.26511452953930437	0.1946711590994916	0.21327001626811437	0.15027959703021865	0.24379000178322816	0.24998658806834692	0.3588362115511111	0.30652339132039985	0.380224120171181	0.23958137341861624	0.2932171492828105	0.15921715788629015	0.21416470046147335	0.1818397073122275	0.2090064924480698	0.1936754021707483	0.2098694369498434	0.20900496486769646	0.2515418652470265	0.20721024573076965	0.3619251309355969	0.21878092403734845	0.2062246775918209	0.21916517550157572	0.21323989410866198	0.2126392856298518	0.15813602972285734	0.26774196620891794	0.25205310278112397	0.8821466741103854	0.2759461795616448	0.4122866026851303	0.3822935826730957	0.26797208405821327	0.204354450564379	0.31317638111751744	0.3560679295574799	0.36075704879705073	0.3541776177754999	0.2447399682040992	0.23875604342619994	0.36692429003545834	0.3802078824108	0.30337350083342335	0.212556181069663	0.20490711524887611	0.16042844164752268	0.3340572043516433	0.368191310085397
w13pp	0.22249184344733017	0.27914459108442463	0.3614659329588946	0.3818455583919775	0.18887727822151576	0.40351917270373605	0.3561045311496883	0.22014703257134294	0.25168601363409676	0.171268614623811	0.1909601175083172	0.19587065917444096	0.21633652772048748	0.2399181567252107	0.34138412733329665	0.26953518425937806	0.4182572880415699	0.28935709846302216	0.2819404961006124	0.2739084820534617	0.3749353277217972	0.36350650855101635	0.197100840029016	0.2543051123889388	0.3214867975937549	0.218576487116259	0.1698171057477007	0.21280527827144075	0.12936284309362597	0.176469072877159	0.26068254005815905	0.2651488076960661	0.24304155225804377	0.20338698316612053	0.21273487220824527	0.23663285758199792	0.12752412980403746	0.0	0.3968456583005559	0.35752897412763934	0.2088760233193347	0.23879985849156898	0.19789928295482515	0.17017411834188986	0.20991626335803848	0.18964819482536466	0.26074546571582596	0.3635675422710064	0.2494455172796901	0.4268652511603167	0.4086310235651758	0.25652264438902006	0.2268146192382926	0.18373314266506713	0.3338465849609063	0.2954202725117844	0.1858284678368466	0.21678077269155	0.22703000598972442	0.213633442086882	0.26837809659954215	0.31347799091848283	0.2512744622192948	0.3183651847196285	0.2747237806320154	0.3108653385759236	0.28621338124314233	0.2157700108033295	0.23436886797195228	0.17137844873405655	0.26488885348706603	0.2710854397721848	0.379935063254949	0.3276222430242378	0.4013229718750189	0.26068022512245415	0.31431600098664836	0.18031600959012806	0.23526355216531125	0.20293855901606542	0.2301053441519077	0.2147742538745862	0.2309682886536813	0.23010381657153436	0.2726407169508644	0.22830909743460756	0.3830239826394348	0.23987977574118635	0.2273235292956588	0.24026402720541362	0.2343387458124999	0.2337381373336897	0.17923488142669525	0.28884081791275584	0.2731519544849619	0.9032455258142232	0.2970450312654827	0.4333854543889682	0.4033924343769336	0.2890709357620512	0.22545330226821692	0.33427523282135535	0.3771667812613178	0.38185590050088863	0.3752764694793378	0.2658388199079371	0.25985489513003784	0.38802314173929625	0.4013067341146379	0.32447235253726125	0.23365503277350091	0.22600596695271402	0.18152729335136059	0.3551560560554813	0.3892901617892349
