	S1Hp	S25Hp	530167	530050	F8H1	S11Hp	530368	S27H1	S26Hp	S15Hp	F22HpB	530295	F22H1A	F29H1	S7Hp	S4Hp	S28Hp	F6H1	s24H1	S10H1	S21H1	S22Hp	S14Hp	S29H1	530451	S12Hp	31232	F7H1	F3H1	S3Hp	S16H2	S2Hp	31219	31360	31519	31700	31452	31071	530177	F14H1B	530331	530394	31328	531414	w32pp	F16H1
S16H2	0.29702062494073456	0.28891344945444525	0.3047464702076377	0.2927484552707853	0.3323586321903371	0.30480625691763297	0.3289180454010494	0.3062319723676362	0.258012919947093	0.3634736853217697	0.3175064008383321	0.3339197124714769	0.34702686635619884	0.3339882246607382	0.35668723673214764	0.42832272495950036	0.3224896336136991	0.3247903788246099	0.3463331578354703	0.3498512867734188	0.3078577326608763	0.3761314861210525	0.3277206305806737	0.3377739793678298	0.47352780240200676	0.5001223973568141	0.20808357868118502	0.3219905138255741	0.20369049555335064	0.21389770777736378	0.0	0.19973823347492	0.20197480912783816	0.2500830167751261	0.2597911599457833	0.23496588893695802	0.24995662338740554	0.2573223273006913	0.2847139826675025	0.3069959909513116	0.32542650388126987	0.2653971296794081	0.2694166044710336	0.25500936280783	0.5088751838410958	0.30060138218773536
S2Hp	0.304663373896952	0.2965561984106627	0.3123892191638551	0.30039120422700283	0.3400013811465546	0.3124490058738504	0.33656079435726693	0.3138747213238537	0.2656556689033105	0.3711164342779872	0.32514914979454956	0.3415624614276944	0.35466961531241625	0.34163097361695566	0.3643299856883651	0.4359654739157178	0.3301323825699166	0.3324331277808274	0.3539759067916878	0.35749403572963634	0.31550048161709376	0.38377423507726993	0.3353633795368911	0.34541672832404735	0.4811705513582243	0.5077651463130316	0.23176333516440348	0.34567027030879255	0.2273702520365691	0.23757746426058227	0.19973823347492	0.0	0.15267205123277017	0.25772576573134365	0.2674339089020008	0.24260863789317552	0.25759937234362307	0.2649650762569088	0.2923567316237199	0.3146387399075291	0.33306925283748734	0.2730398786356255	0.2770593534272511	0.26265211176404746	0.5165179327973133	0.3082441311439528
31219	0.3068999495498702	0.2987927740635809	0.31462579481677333	0.30262777987992096	0.3422379567994728	0.3146855815267686	0.33879737001018506	0.31611129697677187	0.2678922445562287	0.37335300993090537	0.32738572544746775	0.34379903708061255	0.3569061909653345	0.34386754926987384	0.3665665613412833	0.438202049568636	0.33236895822283474	0.3346697034337456	0.35621248244460596	0.35973061138255447	0.31773705727001195	0.38601081073018817	0.33759995518980934	0.3476533039769655	0.4834071270111424	0.5100017219659497	0.23399991081732163	0.34790684596171073	0.22960682768948726	0.23981403991350042	0.20197480912783816	0.15267205123277017	0.0	0.2599623413842618	0.26967048455491893	0.24484521354609368	0.2598359479965412	0.267201651909827	0.29459330727663813	0.31687531556044723	0.3353058284904055	0.27527645428854375	0.27929592908016926	0.26488868741696564	0.5187545084502314	0.310480706796871
31360	0.31818486016882763	0.3100776846825383	0.32591070543573075	0.3139126904988784	0.3535228674184302	0.32597049214572604	0.3500822806291425	0.3273962075957293	0.2791771551751861	0.3846379205498628	0.33867063606642517	0.35508394769956997	0.3681911015842919	0.35515245988883126	0.3778514719602407	0.44948696018759343	0.34365386884179216	0.345954614052703	0.3674973930635634	0.3710155220015119	0.32902196788896937	0.3972957213491456	0.34888486580876676	0.3589382145959229	0.5110045184108847	0.537599113365692	0.2821081184646096	0.3960150536089987	0.2777150353367752	0.28792224756078844	0.2500830167751261	0.25772576573134365	0.2599623413842618	0.0	0.26909496628890783	0.24426969528008258	0.2592604297305301	0.2784865625287844	0.30587821789559555	0.32816022617940466	0.34659073910936294	0.28656136490750117	0.2905808396991267	0.27617359803592306	0.5300394190691888	0.32176561741582843
31519	0.3278930033394848	0.3197858278531955	0.3356188486063879	0.32362083366953553	0.36323101058908736	0.3356786353163832	0.35979042379979964	0.33710435076638645	0.28888529834584326	0.39434606372051995	0.3483787792370823	0.3647920908702271	0.37789924475494907	0.3648606030594884	0.38755961513089787	0.4591951033582506	0.3533620120124493	0.35566275722336016	0.37720553623422054	0.38072366517216905	0.3387301110596265	0.40700386451980275	0.3585930089794239	0.36864635776658006	0.5207126615815418	0.5473072565363492	0.2918162616352668	0.40572319677965585	0.28742317850743243	0.2976303907314456	0.2597911599457833	0.2674339089020008	0.26967048455491893	0.26909496628890783	0.0	0.18899893488484376	0.23670526775319778	0.28819470569944156	0.3155863610662527	0.3378683693500618	0.3562988822800201	0.29626950807815833	0.30028898286978384	0.2858817412065802	0.539747562239846	0.3314737605864856
31700	0.30306773233065953	0.2949605568443702	0.31079357759756265	0.2987955626607103	0.3384057395802621	0.31085336430755794	0.3349651527909744	0.3122790797575612	0.264060027337018	0.3695207927116947	0.32355350822825707	0.33996681986140187	0.3530739737461238	0.34003533205066316	0.3627343441220726	0.43436983234942533	0.32853674100362407	0.3308374862145349	0.3523802652253953	0.3558983941633438	0.31390484005080127	0.3821785935109775	0.33376773797059867	0.3438210867577548	0.4958873905727166	0.5224819855275239	0.2669909906264415	0.3808979257708306	0.2625979074986071	0.27280511972262034	0.23496588893695802	0.24260863789317552	0.24484521354609368	0.24426969528008258	0.18899893488484376	0.0	0.2118799967443725	0.2633694346906163	0.29076109005742745	0.31304309834123656	0.33147361127119485	0.27144423706933307	0.2754637118609586	0.26105647019775496	0.5149222912310207	0.30664848957766033
31452	0.31805846678110705	0.30995129129481774	0.32578431204801017	0.3137862971111578	0.3533964740307096	0.32584409875800546	0.3499558872414219	0.3272698142080087	0.2790507617874655	0.3845115271621422	0.3385442426787046	0.3549575543118494	0.36806470819657133	0.3550260665011107	0.37772507857252013	0.44936056679987285	0.3435274754540716	0.3458282206649824	0.3673709996758428	0.3708891286137913	0.3288955745012488	0.397169327961425	0.3487584724210462	0.3588118212082023	0.5108781250231641	0.5374727199779714	0.281981725076889	0.3958886602212781	0.27758864194905464	0.28779585417306786	0.24995662338740554	0.25759937234362307	0.2598359479965412	0.2592604297305301	0.23670526775319778	0.2118799967443725	0.0	0.2783601691410638	0.30575182450787497	0.3280338327916841	0.34646434572164236	0.2864349715197806	0.2904544463114061	0.2760472046482025	0.5299130256814683	0.32163922402810785
31071	0.2850512610290505	0.2769440855427612	0.29277710629595355	0.2807790913591013	0.32038926827865305	0.29283689300594884	0.3169486814893654	0.29426260845595215	0.24604355603540895	0.35150432141008564	0.305537036926648	0.3219503485597929	0.3350575024445147	0.3220188607490541	0.34471787282046357	0.4163533610478163	0.3105202697020151	0.31282101491292585	0.33436379392378623	0.3378819228617348	0.2958883687491922	0.3641621222093684	0.31575126666898956	0.3258046154561458	0.5182438289364499	0.5448384238912571	0.2893474289901748	0.4032543641345639	0.2849543458623404	0.2951615580863536	0.2573223273006913	0.2649650762569088	0.267201651909827	0.2784865625287844	0.28819470569944156	0.2633694346906163	0.2783601691410638	0.0	0.2518570849010401	0.2741390931848493	0.29256960611480753	0.23254023191294573	0.23655970670457127	0.22215246504136765	0.4969058199294117	0.2886320182760513
530177	0.31244291639586164	0.30433574090957227	0.3201687616627647	0.3081707467259124	0.3477809236454642	0.32022854837276	0.3443403368561765	0.3216542638227633	0.2734352114022201	0.3788959767768968	0.3329286922934591	0.349342003926604	0.36244915781132586	0.34941051611586527	0.3721095281872747	0.4437450164146274	0.33791192506882617	0.340212670279737	0.36175544929059733	0.3652735782285459	0.3232800241160033	0.39155377757617954	0.3431429220358007	0.3531962708229569	0.545635484303261	0.5722300792580683	0.31673908435698594	0.43064601950137504	0.31234600122915157	0.3225532134531647	0.2847139826675025	0.2923567316237199	0.29459330727663813	0.30587821789559555	0.3155863610662527	0.29076109005742745	0.30575182450787497	0.2518570849010401	0.0	0.22026962868814443	0.2786356129799368	0.218606238778075	0.24116295487185327	0.22675571320864965	0.5242974752962228	0.31602367364286243
F14H1B	0.33472492467967074	0.3266177491933815	0.34245076994657386	0.33045275500972154	0.3700629319292733	0.34251055665656915	0.36662234513998565	0.3439362721065724	0.29571721968602926	0.4011779850607059	0.35521070057726833	0.37162401221041313	0.384731166095135	0.3716925243996744	0.3943915364710838	0.4660270246984366	0.36019393335263533	0.3624946785635461	0.38403745757440655	0.38755558651235505	0.34556203239981254	0.4138357858599887	0.3654249303196099	0.37547827910676607	0.5679174925870701	0.5945120875418775	0.33902109264079505	0.45292802778518415	0.3346280095129607	0.3448352217369739	0.3069959909513116	0.3146387399075291	0.31687531556044723	0.32816022617940466	0.3378683693500618	0.31304309834123656	0.3280338327916841	0.2741390931848493	0.22026962868814443	0.0	0.300917621263746	0.24088824706188416	0.26344496315566246	0.2490377214924588	0.5465794835800319	0.33830568192667154
530331	0.35315543760962903	0.3450482621233397	0.3608812828765321	0.34888326793967983	0.3884934448592316	0.3609410695865274	0.38505285806994394	0.3623667850365307	0.3141477326159875	0.4196084979906642	0.37364121350722657	0.3900545251403714	0.40316167902509326	0.39012303732963266	0.4128220494010421	0.48445753762839483	0.3786244462825936	0.3809251914935044	0.4024679705043648	0.40598609944231334	0.36399254532977077	0.43226629878994693	0.3838554432495681	0.39390879203672435	0.5863480055170285	0.6129426004718357	0.35745160557075334	0.47135854071514244	0.35305852244291897	0.3632657346669321	0.32542650388126987	0.33306925283748734	0.3353058284904055	0.34659073910936294	0.3562988822800201	0.33147361127119485	0.34646434572164236	0.29256960611480753	0.2786356129799368	0.300917621263746	0.0	0.18418374446667524	0.2818754760856207	0.2674682344224171	0.5650099965099902	0.35673619485662983
530394	0.29312606340776726	0.2850188879214779	0.3008519086746703	0.288853893737818	0.3284640706573698	0.3009116953846656	0.3250234838680821	0.3023374108346689	0.2541183584141257	0.3595791237888024	0.31361183930536474	0.3300251509385096	0.3431323048232315	0.3300936631277709	0.35279267519918034	0.424428163426533	0.3185950720807318	0.3208958172916426	0.34243859630250295	0.3459567252404515	0.30396317112790894	0.37223692458808516	0.32382606904770633	0.3338794178348625	0.5263186313151667	0.552913226269974	0.29742223136889157	0.41132916651328066	0.2930291482410572	0.3032363604650703	0.2653971296794081	0.2730398786356255	0.27527645428854375	0.28656136490750117	0.29626950807815833	0.27144423706933307	0.2864349715197806	0.23254023191294573	0.218606238778075	0.24088824706188416	0.18418374446667524	0.0	0.22184610188375886	0.20743886022055524	0.5049806223081285	0.29670682065476806
31328	0.29714553819939277	0.28903836271310346	0.30487138346629583	0.29287336852944357	0.33248354544899533	0.3049311701762911	0.3290429586597077	0.30635688562629443	0.25813783320575123	0.3635985985804279	0.3176313140969903	0.33404462573013516	0.347151779614857	0.3341131379193964	0.35681214999080585	0.42844763821815857	0.32261454687235736	0.32491529208326814	0.3464580710941285	0.3499762000320771	0.3079826459195345	0.37625639937971067	0.32784554383933184	0.3378988926264881	0.5303381061067922	0.5569327010615994	0.3014417061605171	0.4153486413049062	0.2970486230326827	0.30725583525669586	0.2694166044710336	0.2770593534272511	0.27929592908016926	0.2905808396991267	0.30028898286978384	0.2754637118609586	0.2904544463114061	0.23655970670457127	0.24116295487185327	0.26344496315566246	0.2818754760856207	0.22184610188375886	0.0	0.17287020255437333	0.5090000970997539	0.30072629544639357
531414	0.2827382965361892	0.27463112104989984	0.29046414180309227	0.27846612686623995	0.31807630378579177	0.29052392851308756	0.31463571699650406	0.29194964396309087	0.24373059154254767	0.34919135691722436	0.3032240724337867	0.31963738406693154	0.33274453795165343	0.31970589625619283	0.3424049083276023	0.41404039655495495	0.30820730520915374	0.3105080504200646	0.3320508294309249	0.33556895836887346	0.2935754042563309	0.3618491577165071	0.3134383021761283	0.32349165096328447	0.5159308644435886	0.5425254593983959	0.28703446449731346	0.40094139964170256	0.2826413813694791	0.29284859359349225	0.25500936280783	0.26265211176404746	0.26488868741696564	0.27617359803592306	0.2858817412065802	0.26105647019775496	0.2760472046482025	0.22215246504136765	0.22675571320864965	0.2490377214924588	0.2674682344224171	0.20743886022055524	0.17287020255437333	0.0	0.4945928554365504	0.28631905378319
w32pp	0.45666502176651524	0.44855784628022594	0.48380032508842974	0.47180231015157736	0.5114124870711292	0.48386011179842503	0.5079719002818415	0.4852858272484283	0.43706677482788514	0.5663057821957242	0.5203384977122867	0.5367518093454314	0.5498589632301534	0.5368203215346927	0.5595193336061022	0.6311548218334548	0.5253217304876536	0.5276224756985645	0.5491652547094248	0.5526833836473733	0.5106898295348308	0.578963582995007	0.5305527274546282	0.5406060762417844	0.7697966854768543	0.7963912804316616	0.5409002855305792	0.6548072206749683	0.5365072024027449	0.546714414626758	0.5088751838410958	0.5165179327973133	0.5187545084502314	0.5300394190691888	0.539747562239846	0.5149222912310207	0.5299130256814683	0.4969058199294117	0.5242974752962228	0.5465794835800319	0.5650099965099902	0.5049806223081285	0.5090000970997539	0.4945928554365504	0.0	0.46024577901351604
F16H1	0.2170560079161986	0.2089488324299093	0.27552652343506934	0.26352850849821696	0.3031386854177688	0.27558631014506463	0.29969809862848107	0.2770120255950679	0.2287929731745247	0.35803198054236385	0.3120646960589262	0.32847800769207103	0.341585161576793	0.3285465198813323	0.3512455319527418	0.4228810201800945	0.3170479288342932	0.31934867404520406	0.34089145305606444	0.34440958199401295	0.30241602788147043	0.3706897813416466	0.3222789258012678	0.33233227458842396	0.5615228838234939	0.5881174787783012	0.3326264838772188	0.4465334190216079	0.32823340074938445	0.3384406129733976	0.30060138218773536	0.3082441311439528	0.310480706796871	0.32176561741582843	0.3314737605864856	0.30664848957766033	0.32163922402810785	0.2886320182760513	0.31602367364286243	0.33830568192667154	0.35673619485662983	0.29670682065476806	0.30072629544639357	0.28631905378319	0.46024577901351604	0.0
