	w19pp	w32pp	w18pp	w17pp	w2pp	f32pp	f26pp	f6ppA	f19pp	f29pp	s3pp	f28pp	w1pp	s32pp	w16pp	f16ppB	s30pp	s1pp	s18pp	s12pp	f15pp	f9pp	f7pp	f13pp	f20ppB	f17ppA	w6pp	f31pp	f16ppA	w21pp	f8pp	s29pp	S1Hp	s31pp	f14ppB	f18pp	w9pp	f12ppA	s2pp	f21pp	31071	F7H1	F14H1B	S6Hp	w10pp
f8pp	0.2964510863945986	0.30649405220211934	0.31562958443098676	0.3376002391916605	0.3542367055108177	0.2461848303170976	0.25605241339208956	0.2948158832214807	0.2709861906107533	0.2868566383681582	0.36802650599290443	0.2812291537833023	0.3345594189169004	0.33446238771951614	0.2688744212935641	0.25060825477847853	0.3455702797572415	0.30915161684356574	0.3241669421150436	0.3091642986711307	0.2695737738855845	0.23289011009167576	0.22532544737038318	0.20631158725902415	0.19477899394455772	0.18960227231890148	0.1756260319739738	0.1565034444283429	0.1478733467307236	0.12799873290788458	0.0	0.2019302753220773	0.15685128891436007	0.17832353683365434	0.10880785224703855	0.16035093870614914	0.17729641378744276	0.2110063310364355	0.2616209581181919	0.2502874170322749	0.5669273194587922	0.6067771034545066	0.5631725565720752	0.6127937240858883	0.25195099577543534
s29pp	0.39687450651980405	0.4069174723273248	0.4160530045561922	0.43802365931686593	0.45466012563602315	0.34660825044230303	0.356475833517295	0.39523930334668617	0.37140961073595874	0.38728005849336367	0.46844992611810987	0.38165257390850776	0.43498283904210583	0.4348858078447216	0.36929784141876953	0.351031674903684	0.44599369988244697	0.4095750369687712	0.42459036224024904	0.40958771879633615	0.36999719401078995	0.3333135302168812	0.3257488674955886	0.3067350073842296	0.29520241406976316	0.2900256924441069	0.27604945209917925	0.25692686455354835	0.24829676685592905	0.22842215303309	0.2019302753220773	0.0	0.21771955308622887	0.27874695695885976	0.20923127237224398	0.2607743588313546	0.2777198339126482	0.31142975116164096	0.36204437824339736	0.35071083715748036	0.6673507395839976	0.7072005235797121	0.6635959766972807	0.7132171442110937	0.3523744159006408
S1Hp	0.3517955201120868	0.36183848591960754	0.37097401814847497	0.3929446729091487	0.4095811392283059	0.3015292640345858	0.31139684710957777	0.35016031693896893	0.3263306243282415	0.34220107208564643	0.42337093971039264	0.3365735875007905	0.3899038526343886	0.38980682143700435	0.3242188550110523	0.30595268849596674	0.40091471347472973	0.36449605056105394	0.3795113758325318	0.3645087323886189	0.3249182076030727	0.28823454380916397	0.2806698810878714	0.26165602097651236	0.2501234276620459	0.24494670603638968	0.230970465691462	0.21184787814583111	0.20321778044821182	0.18334316662537276	0.15685128891436007	0.21771955308622887	0.0	0.23366797055114255	0.16415228596452675	0.21569537242363734	0.23264084750493097	0.2663507647539237	0.3169653918356801	0.3056318507497631	0.6222717531762804	0.6621215371719948	0.6185169902895634	0.6681381578033765	0.30729542949292354
s31pp	0.33022746783483314	0.3402704336423539	0.3494059658712213	0.371376620631895	0.38801308695105224	0.27996121175733213	0.2898287948323241	0.32859226466171526	0.30476257205098783	0.32063301980839276	0.40180288743313897	0.31500553522353686	0.3683358003571349	0.3682387691597507	0.30265080273379863	0.28438463621871307	0.37934666119747606	0.3429279982838003	0.35794332355527814	0.34294068011136525	0.30335015532581905	0.2666664915319103	0.2591018288106177	0.2400879686992587	0.22855537538479226	0.22337865375913601	0.20940241341420834	0.19027982586857745	0.18164972817095815	0.1844413139079106	0.17832353683365434	0.27874695695885976	0.23366797055114255	0.0	0.12459334177838209	0.19412732014638368	0.2110727952276773	0.24478271247667005	0.29539733955842645	0.28406379847250945	0.6007037008990267	0.6405534848947412	0.5969489380123097	0.6465701055261228	0.2857273772156699
f14ppB	0.2607117832482173	0.27075474905573804	0.27989028128460547	0.3018609360452792	0.3184974023644364	0.2104455271707163	0.22031311024570827	0.2590765800750994	0.235246887464372	0.2511173352217769	0.33228720284652313	0.24548985063692103	0.2988201157705191	0.29872308457313484	0.2331351181471828	0.21486895163209724	0.30983097661086023	0.27341231369718444	0.2884276389686623	0.2734249955247494	0.23383447073920322	0.19715080694529447	0.18958614422400188	0.17057228411264289	0.15903969079817648	0.15386296917252024	0.1398867288275925	0.12076414128196165	0.11213404358434234	0.11492562932129481	0.10880785224703855	0.20923127237224398	0.16415228596452675	0.12459334177838209	0.0	0.12461163555976787	0.1415571106410615	0.17526702789005422	0.22588165497181062	0.21454811388589362	0.5311880163124109	0.5710378003081253	0.5274332534256939	0.577054420939507	0.21621169262905407
f18pp	0.2767880984003503	0.286831064207871	0.2959665964367385	0.3179372511974122	0.3345737175165694	0.2265218423228493	0.23638942539784127	0.2751528952272324	0.251323202616505	0.26719365037390996	0.3483635179986561	0.261566165789054	0.31489643092265207	0.3147993997252678	0.24921143329931583	0.23094526678423027	0.32590729176299327	0.2894886288493175	0.30450395412079534	0.2895013106768824	0.2499107858913362	0.21322712209742747	0.2056624593761349	0.1866485992647759	0.17511600595030946	0.16993928432465322	0.15596304397972552	0.13684045643409465	0.14359292457025746	0.1664687157804054	0.16035093870614914	0.2607743588313546	0.21569537242363734	0.19412732014638368	0.12461163555976787	0.0	0.1576334257931945	0.19134334304218723	0.24195797012394366	0.23062442903802666	0.5472643314645439	0.5871141154602584	0.543509568577827	0.59313073609164	0.23228800778118708
w9pp	0.26140955854090187	0.2714525243484226	0.28058805657729	0.30255871133796375	0.31919517765712097	0.21114330246340085	0.22101088553839282	0.259774355367784	0.23594466275705656	0.2518151105144615	0.3329849781392077	0.24618762592960558	0.29951789106320365	0.2994208598658194	0.23383289343986735	0.2155667269247818	0.3105287519035448	0.274110088989869	0.28912541426134686	0.27412277081743397	0.23453224603188777	0.19784858223797902	0.19028391951668644	0.17127005940532744	0.15973746609086104	0.1545607444652048	0.14058450412027707	0.1328248066558076	0.1605383996515511	0.18341419086169902	0.17729641378744276	0.2777198339126482	0.23264084750493097	0.2110727952276773	0.1415571106410615	0.1576334257931945	0.0	0.17596480318273877	0.22657943026449517	0.21524588917857818	0.5318857916050954	0.5717355756008099	0.5281310287183785	0.5777521962321915	0.21690946792173862
f12ppA	0.219344339753295	0.22938730556081574	0.2385228377896832	0.2604934925503569	0.27712995886951414	0.16907808367579402	0.178945666750786	0.21770913658017715	0.19387944396944973	0.20974989172685465	0.29091975935160086	0.20412240714199875	0.2574526722755968	0.25735564107821257	0.19176767465226052	0.17350150813717496	0.26846353311593796	0.2320448702022622	0.24706019547374003	0.2320575520298271	0.19246702724428094	0.1557833634503722	0.1482187007290796	0.15925366609392705	0.1593833773712373	0.15420665574558107	0.15875498501748872	0.1665347239048003	0.1942483169005438	0.21712410811069177	0.2110063310364355	0.31142975116164096	0.2663507647539237	0.24478271247667005	0.17526702789005422	0.19134334304218723	0.17596480318273877	0.0	0.1263038923668708	0.1396173115063961	0.4562572139329133	0.4961069979286278	0.45250245104619635	0.5021236185600094	0.1748442491341318
s2pp	0.2699589668350514	0.2800019326425721	0.2891374648714396	0.31110811963211327	0.32774458595127054	0.21969271075755042	0.2295602938325424	0.26832376366193356	0.24449407105120613	0.26036451880861106	0.3415343864333572	0.25473703422375515	0.3080672993573532	0.307970268159969	0.24238230173401693	0.22411613521893137	0.3190781601976944	0.2826594972840186	0.29767482255549643	0.2826721791115835	0.24308165432603734	0.2063979905321286	0.198833327810836	0.20986829317568345	0.20999800445299371	0.20482128282733747	0.20936961209924515	0.21714935098655674	0.24486294398230024	0.2677387351924482	0.2616209581181919	0.36204437824339736	0.3169653918356801	0.29539733955842645	0.22588165497181062	0.24195797012394366	0.22657943026449517	0.1263038923668708	0.0	0.19023193858815252	0.5068718410146698	0.5467216250103842	0.5031170781279528	0.5527382456417659	0.2254588762158882
f21pp	0.25862542574913444	0.2686683915566552	0.27780392378552266	0.2997745785461963	0.31641104486535354	0.20835916967163345	0.21822675274662542	0.25699022257601656	0.23316052996528913	0.2490309777226941	0.33020084534744026	0.24340349313783816	0.2967337582714362	0.296636727074052	0.23104876064809998	0.21278259413301442	0.3077446191117774	0.2713259561981016	0.2863412814695795	0.27133863802566655	0.23174811324012035	0.19506444944621162	0.18749978672491902	0.19853475208976645	0.19866446336707672	0.19348774174142047	0.19803607101332815	0.20581580990063975	0.23352940289638324	0.2564051941065312	0.2502874170322749	0.35071083715748036	0.3056318507497631	0.28406379847250945	0.21454811388589362	0.23062442903802666	0.21524588917857818	0.1396173115063961	0.19023193858815252	0.0	0.4498099726347486	0.48965975663046307	0.44605520974803164	0.4956763772618447	0.21412533512997123
31071	0.5752653281756517	0.5853082939831724	0.5944438262120398	0.6164144809727136	0.6330509472918708	0.5249990720981507	0.5348666551731427	0.5736301250025337	0.5498004323918063	0.5656708801492113	0.6468407477739575	0.5600433955643553	0.6133736606979534	0.6132766295005692	0.5476886630746172	0.5294224965595317	0.6243845215382946	0.5879658586246188	0.6029811838960967	0.5879785404521838	0.5483880156666375	0.5117043518727289	0.5041396891514363	0.5151746545162836	0.515304365793594	0.5101276441679377	0.5146759734398454	0.5224557123271569	0.5501693053229004	0.5730450965330485	0.5669273194587922	0.6673507395839976	0.6222717531762804	0.6007037008990267	0.5311880163124109	0.5472643314645439	0.5318857916050954	0.4562572139329133	0.5068718410146698	0.4498099726347486	0.0	0.3812597539678299	0.33765520708539853	0.38727637459921155	0.5307652375564884
F7H1	0.6151151121713662	0.6251580779788869	0.6342936102077543	0.656264264968428	0.6729007312875852	0.5648488560938651	0.5747164391688571	0.6134799089982482	0.5896502163875208	0.6055206641449258	0.686690531769672	0.5998931795600698	0.653223444693668	0.6531264134962838	0.5875384470703316	0.5692722805552461	0.6642343055340091	0.6278156426203333	0.6428309678918112	0.6278283244478983	0.588237799662352	0.5515541358684433	0.5439894731471507	0.5550244385119982	0.5551541497893084	0.5499774281636521	0.5545257574355599	0.5623054963228714	0.5900190893186149	0.6128948805287628	0.6067771034545066	0.7072005235797121	0.6621215371719948	0.6405534848947412	0.5710378003081253	0.5871141154602584	0.5717355756008099	0.4961069979286278	0.5467216250103842	0.48965975663046307	0.3812597539678299	0.0	0.31944841400699386	0.36906958152080693	0.5706150215522029
F14H1B	0.5715105652889347	0.5815535310964555	0.5906890633253229	0.6126597180859966	0.6292961844051539	0.5212443092114337	0.5311118922864257	0.5698753621158168	0.5460456695050894	0.5619161172624944	0.6430859848872406	0.5562886326776384	0.6096188978112365	0.6095218666138522	0.5439339001879002	0.5256677336728147	0.6206297586515777	0.5842110957379019	0.5992264210093797	0.5842237775654668	0.5446332527799206	0.507949588986012	0.5003849262647193	0.5114198916295667	0.511549602906877	0.5063728812812207	0.5109212105531284	0.51870094944044	0.5464145424361835	0.5692903336463315	0.5631725565720752	0.6635959766972807	0.6185169902895634	0.5969489380123097	0.5274332534256939	0.543509568577827	0.5281310287183785	0.45250245104619635	0.5031170781279528	0.44605520974803164	0.33765520708539853	0.31944841400699386	0.0	0.26126207542430574	0.5270104746697715
S6Hp	0.6211317328027478	0.6311746986102685	0.640310230839136	0.6622808855998097	0.6789173519189668	0.5708654767252468	0.5807330598002387	0.6194965296296299	0.5956668370189024	0.6115372847763074	0.6927071524010536	0.6059098001914515	0.6592400653250496	0.6591430341276654	0.5935550677017133	0.5752889011866278	0.6702509261653907	0.6338322632517149	0.6488475885231928	0.6338449450792799	0.5942544202937337	0.5575707564998249	0.5500060937785324	0.5610410591433799	0.5611707704206901	0.5559940487950338	0.5605423780669415	0.568322116954253	0.5960357099499966	0.6189115011601445	0.6127937240858883	0.7132171442110937	0.6681381578033765	0.6465701055261228	0.577054420939507	0.59313073609164	0.5777521962321915	0.5021236185600094	0.5527382456417659	0.4956763772618447	0.38727637459921155	0.36906958152080693	0.26126207542430574	0.0	0.5766316421835845
w10pp	0.20828096076668745	0.21832392657420818	0.22745945880307564	0.24943011356374933	0.2660665798829066	0.15801470468918646	0.16788228776417843	0.20664575759356957	0.18281606498284214	0.19868651274024712	0.2798563803649933	0.19305902815539117	0.24638929328898926	0.246292262091605	0.180704295665653	0.16243812915056743	0.2574001541293304	0.22098149121565464	0.23599681648713247	0.22099417304321956	0.18140364825767336	0.14471998446376463	0.1561487980068159	0.2001983308329269	0.20032804211023714	0.1951513204845809	0.19969964975648857	0.20747938864380017	0.23519298163954366	0.25806877284969165	0.25195099577543534	0.3523744159006408	0.30729542949292354	0.2857273772156699	0.21621169262905407	0.23228800778118708	0.21690946792173862	0.1748442491341318	0.2254588762158882	0.21412533512997123	0.5307652375564884	0.5706150215522029	0.5270104746697715	0.5766316421835845	0.0
