	w20pp	f16ppA	w11pp	f22ppB	f19pp	f6ppA	w24pp	f2pp	f24pp	w3pp	f16ppB	w9pp	f15pp	f20ppA	w14pp	S7Hp	F14H1A	S18H1	31267	S9H1	S16H2	S21H1	S1Hp	S22Hp	S26Hp	S27H1	F23HpA	530331	S15Hp	S4Hp	S17H1	S6Hp	31750	S31Hp	F14H1B	31452	S19H1	S28Hp	F7H1	31749	31219	S3Hp	S29H1	530055	31300	S13Hp	S14Hp	31160	F1H1	F6H1	S25Hp	31328	f22ppA	f6ppB	w25pp	f8pp	w4pp	F29H1	s22pp	s24pp	s32pp	s2pp	s25pp	s23pp	w10pp	f14ppB	f4pp	f1pp	f7pp	f25pp	w18pp
S16H2	0.4170669003923513	0.3885173587505316	0.4003224465900842	0.4182524848207948	0.41055151869344686	0.39033387885962917	0.38888405408878074	0.39251504197440296	0.380839405164355	0.3686898905281491	0.39193731633250556	0.3742689360870036	0.34516981431940974	0.3380473647009665	0.3369054547657244	0.1709403056814982	0.09497896949063947	0.14891794552228574	0.17530011412954433	0.13556967350015356	0.0	0.12602232723346665	0.108218092065395	0.15396248614270505	0.14079682891149461	0.2042714848309612	0.15853142486119237	0.18024132200561502	0.18086069419465317	0.21774491846605556	0.2076403523201569	0.26146120543462525	0.1766833817891035	0.21776756051752394	0.1677991416998519	0.2016811733237347	0.18842532560350875	0.20314464898482684	0.1902152591436749	0.16360925203163867	0.22097208554357403	0.19085616976334108	0.18691529233978854	0.1882103474258932	0.17913942054461277	0.1847851309920775	0.21487570241823317	0.18790555872115397	0.26146370785837564	0.22496290418625234	0.11648992047731249	0.1411489360842818	0.36297473792657264	0.36303882823782746	0.3588637634968685	0.38153395082949415	0.4062558264223016	0.4323709213510647	0.4287241700070945	0.4250432360801717	0.45930372936739877	0.4714571442693439	0.42238210820645516	0.4262473813265895	0.41626826201862	0.36785449646446694	0.40327039050386787	0.3913895967340748	0.3688350925885468	0.3995471253139207	0.39651358761014105
S21H1	0.5053791426082337	0.476829600966414	0.4886346888059666	0.5065647270366772	0.49886376090932927	0.4786461210755116	0.47719629630466315	0.48082728419028536	0.4691516473802374	0.4570021327440315	0.48024955854838797	0.46258117830288603	0.43348205653529215	0.42635960691684893	0.42521769698160683	0.2592525478973806	0.1832912117065219	0.23723018773816817	0.26361235634542673	0.223881915716036	0.12602232723346665	0.0	0.13005915251900307	0.17580354659631314	0.1626378893651027	0.22611254528456928	0.18037248531480046	0.2020823824592231	0.20270175464826126	0.23958597891966366	0.229481412773765	0.2833022658882334	0.1985244422427116	0.23960862097113203	0.18964020215346	0.2235222337773428	0.21026638605711684	0.22498570943843493	0.212056319597283	0.1854503124852468	0.24281314599718212	0.21269723021694917	0.20875635279339663	0.2100514078795013	0.20098048099822086	0.2066261914456856	0.23671676287184126	0.20974661917476206	0.2833047683119837	0.24680396463986043	0.190721996289255	0.21538101189622436	0.45128698014245505	0.45135107045370987	0.4471760057127509	0.46984619304537656	0.49456806863818403	0.5206831635669471	0.5170364122229769	0.5133554782960541	0.5476159715832812	0.5597693864852262	0.5106943504223376	0.5145596235424719	0.5045805042345024	0.45616673868034935	0.4915826327197503	0.4797018389499572	0.4571473348044292	0.48785936752980313	0.48482582982602346
S1Hp	0.48757490744016196	0.4590253657983423	0.4708304536378949	0.4887604918686055	0.48105952574125754	0.46084188590743985	0.4593920611365914	0.46302304902221364	0.4513474122121657	0.4391978975759598	0.46244532338031624	0.4447769431348143	0.4156778213672204	0.4085553717487772	0.4074134618135351	0.24144831272930894	0.16548697653845024	0.2194259525700965	0.24580812117735507	0.20607768054796433	0.108218092065395	0.13005915251900307	0.0	0.11648477917213235	0.10331912194092194	0.1667937778603885	0.12105371789061967	0.1427636150350423	0.14338298722408047	0.18026721149548286	0.1701626453495842	0.22398349846405255	0.1392056748185308	0.18028985354695123	0.13032143472927923	0.164203466353162	0.15094761863293604	0.16566694201425414	0.1527375521731022	0.126131545061066	0.18349437857300133	0.15337846279276837	0.14943758536921584	0.1507326404553205	0.14166171357404006	0.1473074240215048	0.17739799544766047	0.15042785175058127	0.22398600088780293	0.18748519721567963	0.17291776112118334	0.1975767767281527	0.4334827449743833	0.43354683528563814	0.4293717705446792	0.45204195787730483	0.4767638334701123	0.5028789283988754	0.4992321770549052	0.4955512431279824	0.5298117364152095	0.5419651513171546	0.49289011525426585	0.4967553883744002	0.4867762690664307	0.4383625035122776	0.47377839755167855	0.4618976037818855	0.4393430996363575	0.4700551323617314	0.46702159465795173
S22Hp	0.5333193015174721	0.5047697598756524	0.516574847715205	0.5345048859459156	0.5268039198185677	0.5065862799847499	0.5051364552139015	0.5087674430995237	0.4970918062894758	0.4849422916532699	0.5081897174576263	0.49052133721212443	0.46142221544453055	0.45429976582608733	0.45315785589084523	0.287192706806619	0.21123137061576028	0.2651703466474066	0.29155251525466513	0.2518220746252744	0.15396248614270505	0.17580354659631314	0.11648477917213235	0.0	0.1089828792233371	0.17245753514280368	0.12671747517303486	0.14842737231745748	0.14904674450649566	0.18593096877789803	0.17582640263199936	0.22964725574646774	0.144869432100946	0.18595361082936643	0.1359851920116944	0.16986722363557716	0.1566113759153512	0.17133069929666933	0.1584013094555174	0.13179530234348116	0.18915813585541652	0.15904222007518357	0.15510134265163103	0.15639639773773567	0.14732547085645523	0.15297118130391998	0.18306175273007566	0.15609160903299643	0.22964975817021813	0.19314895449809483	0.2186621551984934	0.24332117080546276	0.47922713905169345	0.47929122936294827	0.4751161646219893	0.49778635195461496	0.5225082275474224	0.5486233224761855	0.5449765711322153	0.5412956372052925	0.5755561304925196	0.5877095453944647	0.538634509331576	0.5424997824517103	0.5325206631437408	0.48410689758958775	0.5195227916289887	0.5076419978591956	0.4850874937136676	0.5157995264390415	0.5127659887352618
S26Hp	0.5201536442862617	0.491604102644442	0.5034091904839946	0.5213392287147052	0.5136382625873572	0.49342062275353954	0.4919707979826911	0.4956017858683133	0.48392614905826536	0.47177663442205947	0.49502406022641593	0.477355679980914	0.4482565582133201	0.4411341085948769	0.4399921986596348	0.2740270495754086	0.19806571338454984	0.25200468941619614	0.2783868580234547	0.23865641739406393	0.14079682891149461	0.1626378893651027	0.10331912194092194	0.1089828792233371	0.0	0.10939288409592805	0.06365282412615923	0.08536272127058186	0.08598209345962003	0.14405856874353692	0.13395400259763826	0.18777485571210661	0.10299703206658486	0.1440812107950053	0.0941127919773333	0.12799482360121606	0.11473897588099011	0.1294582992623082	0.11652890942115626	0.08992290230912006	0.1472857358210554	0.11716982004082244	0.1132289426172699	0.11452399770337457	0.10545307082209412	0.11109878126955886	0.14118935269571453	0.11421920899863533	0.187777358135857	0.1512765544637337	0.20549649796728298	0.23015551357425232	0.466061481820483	0.46612557213173783	0.46195050739077886	0.4846206947234045	0.509342570316212	0.5354576652449751	0.5318109139010049	0.5281299799740821	0.5623904732613092	0.5745438881632543	0.5254688521003655	0.5293341252204998	0.5193550059125304	0.4709412403583773	0.5063571343977783	0.4944763406279852	0.47192183648245717	0.502633869207831	0.4996003315040514
S27H1	0.5836283002057281	0.5550787585639085	0.566883846403461	0.5848138846341717	0.5771129185068237	0.556895278673006	0.5554454539021576	0.5590764417877798	0.5474008049777319	0.5352512903415261	0.5584987161458824	0.5408303359003805	0.5117312141327867	0.5046087645143434	0.5034668545791013	0.3375017054948752	0.2615403693040164	0.3154793453356627	0.3418615139429213	0.3021310733135305	0.2042714848309612	0.22611254528456928	0.1667937778603885	0.17245753514280368	0.10939288409592805	0.0	0.08878218079812833	0.11049207794255096	0.11111145013158913	0.2075332246630035	0.19742865851710484	0.25124951163157316	0.16647168798605144	0.20755586671447188	0.15758744789679985	0.1914694795206826	0.17821363180045668	0.19293295518177478	0.18000356534062284	0.15339755822858664	0.21076039174052197	0.180644475960289	0.17670359853673648	0.17799865362284112	0.1689277267415607	0.17457343718902543	0.2046640086151811	0.1776938649181019	0.25125201405532355	0.21475121038320028	0.2689711538867496	0.2936301694937189	0.5295361377399496	0.5296002280512044	0.5254251633102455	0.548095350642871	0.5728172262356785	0.5989323211644415	0.5952855698204713	0.5916046358935486	0.6258651291807756	0.6380185440827207	0.588943508019832	0.5928087811399664	0.5828296618319968	0.5344158962778438	0.5698317903172447	0.5579509965474516	0.5353964924019237	0.5661085251272976	0.5630749874235179
F23HpA	0.5378882402359594	0.5093386985941397	0.5211437864336923	0.5390738246644029	0.531372858537055	0.5111552187032372	0.5097053939323888	0.513336381818011	0.5016607450079631	0.4895112303717572	0.5127586561761136	0.4950902759306117	0.46599115416301784	0.4588687045445746	0.4577267946093325	0.29176164552510636	0.2158003093342476	0.26973928536589387	0.2961214539731525	0.2563910133437617	0.15853142486119237	0.18037248531480046	0.12105371789061967	0.12671747517303486	0.06365282412615923	0.08878218079812833	0.0	0.04926861584641162	0.0498879880354498	0.16179316469323465	0.151688598547336	0.20550945166180434	0.12073162801628262	0.16181580674470306	0.11184738792703103	0.14572941955091379	0.13247357183068784	0.14719289521200596	0.13426350537085402	0.10765749825881779	0.16502033177075312	0.1349044159905202	0.13096353856696766	0.1322585936530723	0.12318766677179185	0.1288333772192566	0.1589239486454123	0.13195380494833306	0.20551195408555473	0.16901115041343145	0.22323109391698076	0.24789010952395008	0.48379607777018074	0.48386016808143556	0.4796851033404766	0.5023552906731023	0.5270771662659097	0.5531922611946728	0.5495455098507026	0.5458645759237798	0.5801250692110069	0.592278484112952	0.5432034480500633	0.5470687211701976	0.5370896018622281	0.48867583630807504	0.524091730347476	0.5122109365776829	0.4896564324321549	0.5203684651575288	0.5173349274537491
530331	0.559598137380382	0.5310485957385623	0.5428536835781149	0.5607837218088255	0.5530827556814776	0.5328651158476598	0.5314152910768114	0.5350462789624337	0.5233706421523857	0.5112211275161799	0.5344685533205362	0.5168001730750343	0.48770105130744046	0.48057860168899724	0.47943669175375514	0.313471542669529	0.23751020647867024	0.29144918251031654	0.3178313511175751	0.2781009104881843	0.18024132200561502	0.2020823824592231	0.1427636150350423	0.14842737231745748	0.08536272127058186	0.11049207794255096	0.04926861584641162	0.0	0.06408743451255419	0.1835030618376573	0.17339849569175864	0.227219348806227	0.14244152516070524	0.1835257038891257	0.13355728507145367	0.16743931669533643	0.15418346897511048	0.16890279235642858	0.15597340251527664	0.12936739540324044	0.18673022891517577	0.15661431313494284	0.1526734357113903	0.15396849079749494	0.1448975639162145	0.15054327436367926	0.18063384578983493	0.1536637020927557	0.22722185122997737	0.19072104755785407	0.24494099106140338	0.2696000066683727	0.5055059749146034	0.5055700652258582	0.5013950004848993	0.5240651878175249	0.5487870634103323	0.5749021583390954	0.5712554069951252	0.5675744730682024	0.6018349663554295	0.6139883812573745	0.5649133451944859	0.5687786183146202	0.5587994990066507	0.5103857334524976	0.5458016274918986	0.5339208337221055	0.5113663295765775	0.5420783623019514	0.5390448245981717
S15Hp	0.5602175095694202	0.5316679679276005	0.5434730557671531	0.5614030939978637	0.5537021278705158	0.533484488036698	0.5320346632658496	0.5356656511514719	0.5239900143414239	0.511840499705218	0.5350879255095744	0.5174195452640725	0.48832042349647864	0.4811979738780354	0.4800560639427933	0.31409091485856716	0.2381295786677084	0.29206855469935467	0.3184507233066133	0.2787202826772225	0.18086069419465317	0.20270175464826126	0.14338298722408047	0.14904674450649566	0.08598209345962003	0.11111145013158913	0.0498879880354498	0.06408743451255419	0.0	0.18412243402669548	0.17401786788079682	0.22783872099526514	0.14306089734974342	0.18414507607816386	0.13417665726049183	0.16805868888437459	0.15480284116414866	0.16952216454546676	0.15659277470431482	0.12998676759227862	0.18734960110421395	0.157233685323981	0.15329280790042846	0.1545878629865331	0.14551693610525268	0.1511626465527174	0.1812532179788731	0.15428307428179389	0.22784122341901553	0.19134041974689225	0.24556036325044156	0.2702193788574109	0.5061253471036415	0.5061894374148964	0.5020143726739374	0.524684560006563	0.5494064355993705	0.5755215305281336	0.5718747791841634	0.5681938452572406	0.6024543385444677	0.6146077534464127	0.5655327173835241	0.5693979905036584	0.5594188711956889	0.5110051056415358	0.5464209996809368	0.5345402059111437	0.5119857017656156	0.5426977344909896	0.5396641967872099
S4Hp	0.5971017338408224	0.5685521921990029	0.5803572800385554	0.5982873182692661	0.590586352141918	0.5703687123081004	0.568918887537252	0.5725498754228742	0.5608742386128263	0.5487247239766204	0.5719721497809768	0.5543037695354749	0.525204647767881	0.5180821981494378	0.5169402882141957	0.3509751391299695	0.2750138029391108	0.3289527789707571	0.35533494757801565	0.31560450694862485	0.21774491846605556	0.23958597891966366	0.18026721149548286	0.18593096877789803	0.14405856874353692	0.2075332246630035	0.16179316469323465	0.1835030618376573	0.18412243402669548	0.0	0.10145773820333319	0.16406255211634607	0.09587705417698213	0.20152150314733847	0.15155308432966644	0.1854351159535492	0.17217926823332325	0.18689859161464134	0.1739692017734894	0.1473631946614532	0.20472602817338853	0.1746101123931556	0.17066923496960307	0.1719642900557077	0.16289336317442726	0.16853907362189202	0.1986296450480477	0.17165950135096847	0.24521765048819014	0.20871684681606684	0.2824445875218439	0.30710360312881324	0.5430095713750439	0.5430736616862988	0.5388985969453398	0.5615687842779653	0.5862906598707729	0.6124057547995359	0.6087590034555657	0.605078069528643	0.63933856281587	0.6514919777178151	0.6024169416549263	0.6062822147750607	0.5963030954670911	0.5478893299129382	0.5833052239523391	0.571424430182546	0.548869926037018	0.5795819587623919	0.5765484210586123
S17H1	0.5869971676949239	0.5584476260531043	0.5702527138926567	0.5881827521233673	0.5804817859960194	0.5602641461622018	0.5588143213913533	0.5624453092769757	0.5507696724669277	0.5386201578307218	0.5618675836350782	0.5441992033895763	0.5151000816219824	0.5079776320035392	0.5068357220682971	0.34087057298407086	0.2649092367932121	0.3188482128248584	0.345230381432117	0.30549994080272624	0.2076403523201569	0.229481412773765	0.1701626453495842	0.17582640263199936	0.13395400259763826	0.19742865851710484	0.151688598547336	0.17339849569175864	0.17401786788079682	0.10145773820333319	0.0	0.1539579859704474	0.08577248803108348	0.1914169370014398	0.14144851818376777	0.17533054980765053	0.16207470208742458	0.17679402546874268	0.16386463562759074	0.13725862851555454	0.19462146202748987	0.16450554624725694	0.1605646688237044	0.16185972390980904	0.1527887970285286	0.15843450747599336	0.18852507890214903	0.1615549352050698	0.23511308434229147	0.19861228067016817	0.27234002137594526	0.29699903698291463	0.5329050052291453	0.5329690955404002	0.5287940307994412	0.5514642181320668	0.5761860937248743	0.6023011886536372	0.598654437309667	0.5949735033827444	0.6292339966699714	0.6413874115719165	0.5923123755090277	0.5961776486291621	0.5861985293211927	0.5377847637670395	0.5732006578064405	0.5613198640366474	0.5387653598911194	0.5694773926164933	0.5664438549127137
S6Hp	0.6408180208093921	0.6122684791675725	0.624073567007125	0.6420036052378357	0.6343026391104877	0.61408499927667	0.6126351745058216	0.6162661623914438	0.6045905255813959	0.5924410109451901	0.6156884367495464	0.5980200565040446	0.5689209347364507	0.5617984851180076	0.5606565751827655	0.39469142609853924	0.3187300899076805	0.3726690659393268	0.39905123454658536	0.3593207939171946	0.26146120543462525	0.2833022658882334	0.22398349846405255	0.22964725574646774	0.18777485571210661	0.25124951163157316	0.20550945166180434	0.227219348806227	0.22783872099526514	0.16406255211634607	0.1539579859704474	0.0	0.13959334114555183	0.24523779011590813	0.19526937129823613	0.22915140292211889	0.21589555520189294	0.23061487858321106	0.21768548874205912	0.1910794816300229	0.24844231514195822	0.21832639936172527	0.21438552193817273	0.2156805770242774	0.20660965014299695	0.21225536059046168	0.24234593201661736	0.21537578831953816	0.2889339374567598	0.25243313378463655	0.32616087449041364	0.35081989009738296	0.5867258583436136	0.5867899486548684	0.5826148839139095	0.605285071246535	0.6300069468393426	0.6561220417681055	0.6524752904241353	0.6487943564972126	0.6830548497844396	0.6952082646863847	0.646133228623496	0.6499985017436304	0.6400193824356608	0.5916056168815078	0.6270215109209087	0.6151407171511156	0.5925862130055877	0.6232982457309616	0.6202647080271819
31750	0.5560401971638704	0.5274906555220509	0.5392957433616035	0.5572257815923141	0.5495248154649661	0.5293071756311484	0.5278573508603	0.5314883387459222	0.5198127019358743	0.5076631872996684	0.5309106131040248	0.5132422328585229	0.484143111090929	0.4770206614724858	0.4758787515372437	0.30991360245301747	0.23395226626215873	0.287891242293805	0.3142734109010636	0.27454297027167285	0.1766833817891035	0.1985244422427116	0.1392056748185308	0.144869432100946	0.10299703206658486	0.16647168798605144	0.12073162801628262	0.14244152516070524	0.14306089734974342	0.09587705417698213	0.08577248803108348	0.13959334114555183	0.0	0.1604599664703864	0.11049154765271438	0.14437357927659714	0.1311177315563712	0.1458370549376893	0.13290766509653737	0.10630165798450114	0.16366449149643647	0.13354857571620354	0.129607698292651	0.13090275337875565	0.1218318264974752	0.12747753694493996	0.15756810837109564	0.1305979646740164	0.20415611381123808	0.1676553101391148	0.24138305084489187	0.26604206645186124	0.5019480346980919	0.5020121250093468	0.49783706026838775	0.5205072476010134	0.5452291231938209	0.571344218122584	0.5676974667786138	0.564016532851691	0.5982770261389181	0.6104304410408632	0.5613554049779744	0.5652206780981087	0.5552415587901393	0.5068277932359861	0.5422436872753872	0.5303628935055941	0.507808389360066	0.5385204220854399	0.5354868843816603
S31Hp	0.5971243758922908	0.5685748342504713	0.5803799220900238	0.5983099603207345	0.5906089941933864	0.5703913543595688	0.5689415295887204	0.5725725174743426	0.5608968806642947	0.5487473660280888	0.5719947918324452	0.5543264115869433	0.5252272898193494	0.5181048402009062	0.5169629302656641	0.35099778118143793	0.27503644499057917	0.32897542102222543	0.35535758962948405	0.31562714900009325	0.21776756051752394	0.23960862097113203	0.18028985354695123	0.18595361082936643	0.1440812107950053	0.20755586671447188	0.16181580674470306	0.1835257038891257	0.18414507607816386	0.20152150314733847	0.1914169370014398	0.24523779011590813	0.1604599664703864	0.0	0.13664011572871715	0.1705221473525999	0.15726629963237398	0.17198562301369208	0.15905623317254014	0.13245022606050394	0.18981305957243927	0.15969714379220631	0.15575626636865378	0.15705132145475842	0.14798039457347797	0.15362610502094273	0.1837166764470984	0.1567465327500192	0.23030468188724085	0.19380387821511758	0.28246722957331233	0.30712624518028164	0.5430322134265123	0.5430963037377672	0.5389212389968082	0.5615914263294337	0.5863133019222413	0.6124283968510043	0.6087816455070341	0.6051007115801114	0.6393612048673384	0.6515146197692835	0.6024395837063947	0.6063048568265291	0.5963257375185596	0.5479119719644066	0.5833278660038075	0.5714470722340144	0.5488925680884864	0.5796046008138603	0.5765710631100807
F14H1B	0.547155957074619	0.5186064154327993	0.5304115032723519	0.5483415415030625	0.5406405753757145	0.5204229355418968	0.5189731107710484	0.5226040986566707	0.5109284618466227	0.49877894721041677	0.5220263730147732	0.5043579927692713	0.4752588710016774	0.4681364213832342	0.4669945114479921	0.3010293623637659	0.22506802617290714	0.27900700220455343	0.305389170811812	0.26565873018242125	0.1677991416998519	0.18964020215346	0.13032143472927923	0.1359851920116944	0.0941127919773333	0.15758744789679985	0.11184738792703103	0.13355728507145367	0.13417665726049183	0.15155308432966644	0.14144851818376777	0.19526937129823613	0.11049154765271438	0.13664011572871715	0.0	0.08926011386570132	0.07600426614547537	0.09072358952679346	0.07779419968564152	0.05118819257360531	0.10855102608554065	0.0784351103053077	0.07449423288175518	0.07578928796785982	0.06671836108657937	0.07236407153404412	0.11064772082498309	0.08367757712790388	0.15723572626512555	0.12073492259300225	0.23249881075564027	0.25715782636260964	0.4930637946088403	0.4931278849200951	0.48895282017913616	0.5116230075117618	0.5363448831045693	0.5624599780333324	0.5588132266893622	0.5551322927624394	0.5893927860496665	0.6015462009516115	0.5524711648887228	0.5563364380088571	0.5463573187008877	0.4979435531467346	0.5333594471861356	0.5214786534163425	0.49892414927081447	0.5296361819961883	0.5266026442924087
31452	0.5810379886985018	0.5524884470566821	0.5642935348962346	0.5822235731269452	0.5745226069995972	0.5543049671657795	0.552855142394931	0.5564861302805533	0.5448104934705054	0.5326609788342995	0.5559084046386559	0.538240024393154	0.5091409026255601	0.5020184530071169	0.5008765430718748	0.33491139398764863	0.2589500577967899	0.3128890338284362	0.33927120243569475	0.299540761806304	0.2016811733237347	0.2235222337773428	0.164203466353162	0.16986722363557716	0.12799482360121606	0.1914694795206826	0.14572941955091379	0.16743931669533643	0.16805868888437459	0.1854351159535492	0.17533054980765053	0.22915140292211889	0.14437357927659714	0.1705221473525999	0.08926011386570132	0.0	0.08580338815606438	0.10052271153738249	0.08759332169623055	0.07504309640099988	0.1324059299129352	0.10229001413270226	0.09834913670914974	0.09964419179525438	0.09057326491397394	0.09621897536143868	0.14452975244886584	0.11755960875178664	0.1911177578890083	0.15461695421688504	0.2663808423795231	0.2910398579864924	0.526945826232723	0.5270099165439779	0.5228348518030189	0.5455050391356445	0.570226914728452	0.5963420096572151	0.5926952583132449	0.5890143243863221	0.6232748176735492	0.6354282325754943	0.5863531965126055	0.5902184696327398	0.5802393503247704	0.5318255847706173	0.5672414788100183	0.5553606850402252	0.5328061808946972	0.5635182136200712	0.5604846759162915
S19H1	0.5677821409782757	0.5392325993364561	0.5510376871760085	0.5689677254067191	0.5612667592793712	0.5410491194455536	0.5395992946747051	0.5432302825603275	0.5315546457502794	0.5194051311140736	0.54265255691843	0.5249841766729281	0.4958850549053342	0.48876260528689097	0.48762069535164887	0.3216555462674227	0.24569421007656397	0.29963318610821027	0.32601535471546883	0.28628491408607804	0.18842532560350875	0.21026638605711684	0.15094761863293604	0.1566113759153512	0.11473897588099011	0.17821363180045668	0.13247357183068784	0.15418346897511048	0.15480284116414866	0.17217926823332325	0.16207470208742458	0.21589555520189294	0.1311177315563712	0.15726629963237398	0.07600426614547537	0.08580338815606438	0.0	0.07528536498654155	0.06235597514538961	0.061787248680773926	0.11915008219270926	0.08903416641247631	0.0850932889889238	0.08638834407502843	0.07731741719374799	0.08296312764121273	0.13127390472863992	0.1043037610315607	0.17786191016878236	0.14136110649665906	0.2531249946592971	0.2777840102662664	0.5136899785124971	0.513754068823752	0.509579004082793	0.5322491914154186	0.5569710670082261	0.5830861619369891	0.579439410593019	0.5757584766660961	0.6100189699533233	0.6221723848552683	0.5730973487923796	0.5769626219125139	0.5669835026045444	0.5185697370503913	0.5539856310897924	0.5421048373199993	0.5195503331744712	0.5502623658998451	0.5472288281960654
S28Hp	0.5825014643595938	0.5539519227177742	0.5657570105573266	0.5836870487880372	0.5759860826606893	0.5557684428268717	0.5543186180560232	0.5579496059416456	0.5462739691315975	0.5341244544953917	0.557371880299748	0.5397035000542462	0.5106043782866523	0.5034819286682091	0.502340018732967	0.3363748696487408	0.2604135334578821	0.31435250948952836	0.3407346780967869	0.30100423746739613	0.20314464898482684	0.22498570943843493	0.16566694201425414	0.17133069929666933	0.1294582992623082	0.19293295518177478	0.14719289521200596	0.16890279235642858	0.16952216454546676	0.18689859161464134	0.17679402546874268	0.23061487858321106	0.1458370549376893	0.17198562301369208	0.09072358952679346	0.10052271153738249	0.07528536498654155	0.0	0.03854110699724757	0.07650657206209203	0.13386940557402738	0.10375348979379442	0.09981261237024189	0.10110766745634653	0.09203674057506608	0.09768245102253084	0.14599322810995802	0.11902308441287882	0.19258123355010048	0.15608042987797718	0.2678443180406152	0.2925033336475845	0.5284093018938152	0.5284733922050701	0.5242983274641111	0.5469685147967367	0.5716903903895442	0.5978054853183071	0.5941587339743369	0.5904778000474142	0.6247382933346413	0.6368917082365864	0.5878166721736976	0.591681945293832	0.5817028259858625	0.5332890604317094	0.5687049544711104	0.5568241607013172	0.5342696565557893	0.5649816892811632	0.5619481515773835
F7H1	0.5695720745184418	0.5410225328766223	0.5528276207161748	0.5707576589468855	0.5630566928195374	0.5428390529857198	0.5413892282148713	0.5450202161004936	0.5333445792904457	0.5211950646542398	0.5444424904585962	0.5267741102130943	0.4976749884455004	0.4905525388270572	0.4894106288918151	0.32344547980758886	0.24748414361673013	0.3014231196483764	0.327805288255635	0.28807484762624425	0.1902152591436749	0.212056319597283	0.1527375521731022	0.1584013094555174	0.11652890942115626	0.18000356534062284	0.13426350537085402	0.15597340251527664	0.15659277470431482	0.1739692017734894	0.16386463562759074	0.21768548874205912	0.13290766509653737	0.15905623317254014	0.07779419968564152	0.08759332169623055	0.06235597514538961	0.03854110699724757	0.0	0.0635771822209401	0.12094001573287542	0.09082409995264248	0.08688322252908995	0.08817827761519459	0.07910735073391414	0.0847530611813789	0.13306383826880608	0.10609369457172688	0.17965184370894854	0.14315104003682524	0.25491492819946326	0.27957394380643263	0.5154799120526633	0.5155440023639182	0.5113689376229592	0.5340391249555848	0.5587610005483923	0.5848760954771554	0.5812293441331852	0.5775484102062624	0.6118089034934895	0.6239623183954346	0.5748872823325458	0.5787525554526801	0.5687734361447107	0.5203596705905575	0.5557755646299586	0.5438947708601655	0.5213402667146374	0.5520522994400113	0.5490187617362317
31749	0.5429660674064056	0.514416525764586	0.5262216136041385	0.5441516518348491	0.5364506857075012	0.5162330458736835	0.514783221102835	0.5184142089884574	0.5067385721784093	0.49458905754220345	0.5178364833465599	0.500168103101058	0.4710689813334641	0.46394653171502087	0.46280462177977877	0.2968394726955526	0.2208781365046939	0.27481711253634017	0.30119928114359873	0.261468840514208	0.16360925203163867	0.1854503124852468	0.126131545061066	0.13179530234348116	0.08992290230912006	0.15339755822858664	0.10765749825881779	0.12936739540324044	0.12998676759227862	0.1473631946614532	0.13725862851555454	0.1910794816300229	0.10630165798450114	0.13245022606050394	0.05118819257360531	0.07504309640099988	0.061787248680773926	0.07650657206209203	0.0635771822209401	0.0	0.0828901242400877	0.052774208459854755	0.048833331036302226	0.050128386122406866	0.04788394653803671	0.05352965698550147	0.10645783115676986	0.07948768745969065	0.15304583659691232	0.11654503292478903	0.22830892108742706	0.2529679366943964	0.488873904940627	0.4889379952518818	0.48476293051092284	0.5074331178435485	0.532154993436356	0.558270088365119	0.5546233370211489	0.550942403094226	0.5852028963814532	0.5973563112833982	0.5482812752205095	0.5521465483406438	0.5421674290326743	0.4937536634785213	0.5291695575179223	0.5172887637481292	0.49473425960260115	0.525446292327975	0.5224127546241953
31219	0.600328900918341	0.5717793592765213	0.5835844471160738	0.6015144853467844	0.5938135192194365	0.5735958793856188	0.5721460546147704	0.5757770425003927	0.5641014056903447	0.5519518910541389	0.5751993168584952	0.5575309366129934	0.5284318148453995	0.5213093652269563	0.5201674552917142	0.354202306207488	0.2782409700166293	0.33217994604827555	0.3585621146555341	0.3188316740261433	0.22097208554357403	0.24281314599718212	0.18349437857300133	0.18915813585541652	0.1472857358210554	0.21076039174052197	0.16502033177075312	0.18673022891517577	0.18734960110421395	0.20472602817338853	0.19462146202748987	0.24844231514195822	0.16366449149643647	0.18981305957243927	0.10855102608554065	0.1324059299129352	0.11915008219270926	0.13386940557402738	0.12094001573287542	0.0828901242400877	0.0	0.08364988879591714	0.1061941645472375	0.10748921963334214	0.10524678004997205	0.1108924904974368	0.1638206646687052	0.13685052097162598	0.21040867010884765	0.17390786643672435	0.2856717545993624	0.3103307702063317	0.5462367384525624	0.5463008287638172	0.5421257640228583	0.5647959513554839	0.5895178269482914	0.6156329218770543	0.6119861705330841	0.6083052366061614	0.6425657298933884	0.6547191447953336	0.6056441087324448	0.6095093818525792	0.5995302625446097	0.5511164969904566	0.5865323910298575	0.5746515972600644	0.5520970931145365	0.5828091258399104	0.5797755881361307
