	S20H1	S18H1	f12ppB	f12ppA	w15pp	w27pp	S22Hp	w31pp	f25pp	f26pp	f2pp	f17ppA	f1pp	S14Hp	w1pp	f13pp	f4pp	f17ppB	w8pp	f3pp	w3pp	S9H1	w10pp	w23pp	f10pp	f24pp	w24pp	f14ppA	f11pp	w11pp	f23ppA	f8pp	f31pp	w26pp	f32pp	f7pp	f30pp	f19pp	f21pp	f23ppB	f16ppB	w16pp	w20pp	f6ppA	f15pp	f20ppA	w13pp	f29pp	f6ppB	f28pp	w28pp	f18pp	f16ppA	S1Hp
f7pp	0.4097912822117167	0.17380749049982216	0.23782900623662473	0.17592915942150653	0.2644697423353892	0.26321628440604083	0.39757957127060184	0.21293652150611153	0.20988759945151286	0.1977755186256525	0.19276952301627592	0.22489456867516494	0.20007087418952163	0.3526543653432087	0.2798167252194177	0.22610180641439936	0.13435655346629666	0.2744786900263616	0.27022966471037213	0.28638221649158824	0.16793047217454593	0.37828598529963564	0.2653267726007842	0.159235952434654	0.10017219782842263	0.1536200697065993	0.24139799156311453	0.16239453722548702	0.21767655598428576	0.2632569675176474	0.09742083093665992	0.07688847517238856	0.07092054493223292	0.21121316813905616	0.1509201838696982	0.0	0.09824953315016788	0.23699247419485092	0.09119856957589718	0.2018216375382969	0.26438687320877796	0.26717935796218656	0.271869872133524	0.24473053298145142	0.22349793598394974	0.20182833246223703	0.122458856197047	0.29004182979927595	0.19814661422269847	0.25987428563550113	0.2219429086999521	0.1423997314200102	0.24385705609337077	0.41357479714089956
f30pp	0.3722869077157237	0.13630311600382922	0.20032463174063175	0.13842478492551358	0.2269653678393963	0.22571190991004791	0.36007519677460886	0.17543214701011856	0.1723832249555199	0.16027114412965957	0.15526514852028298	0.18739019417917196	0.16256649969352865	0.31514999084721573	0.24231235072342477	0.1885974319184064	0.09685217897030371	0.23697431553036863	0.2327252902143792	0.24887784199559526	0.13042609767855295	0.34078161080364266	0.2278223981047912	0.12173157793866105	0.06266782333242966	0.11611569521060633	0.20389361706712159	0.12489016272949405	0.1801721814882928	0.22575259302165443	0.059916456440666954	0.03938610067739566	0.04822288239599854	0.1885155056028218	0.12822252133346382	0.09824953315016788	0.0	0.18620252366530424	0.040408619046350486	0.15103168700875022	0.226882498712785	0.2296749834661936	0.23436549763753103	0.20722615848545844	0.18599356148795676	0.16432395796624408	0.08495448170105402	0.252537455303283	0.16064223972670552	0.22236991113950816	0.18443853420395911	0.10489535692401723	0.2063526815973778	0.3760704226449066
f19pp	0.5110298487604068	0.27504605704851226	0.33906757278531485	0.2771677259701966	0.36570830888407935	0.36445485095473096	0.49881813781929196	0.3141750880548016	0.31112616600020293	0.29901408517434264	0.29400808956496605	0.326133135223855	0.3013094407382117	0.45389293189189883	0.3810552917681078	0.3273403729630895	0.23559512001498678	0.37571725657505173	0.37146823125906225	0.38762078304027836	0.269169038723236	0.47952455184832576	0.3665653391494743	0.2604745189833441	0.20141076437711272	0.2548586362552894	0.34263655811180466	0.26363310377417715	0.3189151225329759	0.3644955340663375	0.19865939748535003	0.17812904172207872	0.1869658234406816	0.32725844664750486	0.2669654623781469	0.23699247419485092	0.18620252366530424	0.0	0.15487006120568825	0.2832159653006635	0.3656254397574681	0.3684179245108766	0.3731084386822141	0.3459690995301415	0.3247365025326398	0.3030668990109271	0.22369742274573706	0.391280396347966	0.29938518077138854	0.3611128521841912	0.32318147524864216	0.24363829796870032	0.34509562264206084	0.5148133636895896
f21pp	0.36523594414145305	0.1292521524295585	0.1932736681663611	0.13137382135124287	0.2199144042651256	0.2186609463357772	0.3530242332003382	0.16838118343584788	0.1653322613812492	0.15322018055538889	0.1482141849460123	0.1803392306049013	0.15551553611925797	0.3080990272729451	0.23526138714915407	0.18154646834413574	0.08980121539603303	0.22992335195609798	0.2256743266401085	0.2418268784213246	0.12337513410428227	0.333730647229372	0.22077143453052056	0.11468061436439037	0.055616859758158985	0.10906473163633565	0.1968426534928509	0.11783919915522337	0.17312121791402213	0.21870162944738375	0.052865492866396274	0.03233513710312498	0.041171918821727854	0.1814645420285511	0.12117155775919312	0.09119856957589718	0.040408619046350486	0.15487006120568825	0.0	0.13742206068170973	0.21983153513851433	0.22262401989192293	0.22731453406326035	0.20017519491118776	0.17894259791368608	0.1572729943919734	0.07790351812678334	0.2454864917290123	0.15359127615243484	0.21531894756523748	0.17738757062968843	0.09784439334974655	0.1993017180231071	0.36901945907063594
f23ppB	0.47585901210385273	0.23987522039195824	0.3038967361287608	0.2419968893136426	0.33053747222752533	0.32928401429817694	0.4636473011627379	0.2790042513982476	0.2759553293436489	0.2638432485177886	0.25883725290841203	0.29096229856730105	0.2661386040816577	0.41872209523534476	0.3458844551115538	0.2921695363065354	0.20042428335843276	0.34054641991849766	0.33629739460250824	0.3524499463837243	0.23399820206668198	0.4443537151917717	0.33139450249292024	0.2253036823267901	0.1662399277205587	0.21968779959873538	0.30746572145525064	0.2284622671176231	0.28374428587642186	0.3293246974097835	0.163488560828796	0.1429582050655247	0.1517949867841276	0.29208760999095085	0.23179462572159287	0.2018216375382969	0.15103168700875022	0.2832159653006635	0.13742206068170973	0.0	0.330454603100914	0.33324708785432267	0.33793760202566003	0.31079826287358747	0.2895656658760858	0.26789606235437313	0.18852658608918305	0.356109559691412	0.2642143441148346	0.3259420155276372	0.28801063859208814	0.2084674613121463	0.3099247859855068	0.47964252703303567
f16ppB	0.48029014493827143	0.24430635322637692	0.3083278689631795	0.24642802214806128	0.3512187126913605	0.3499652547620121	0.48432854162657313	0.2996854918620828	0.29663656980748415	0.28452448898162386	0.2795184933722472	0.31164353903113623	0.2868198445454929	0.43940333569918	0.366565695575389	0.31285077677037065	0.22110552382226797	0.3612276603823329	0.3569786350663434	0.3731311868475595	0.2546794425305172	0.46503495565560693	0.3520757429567555	0.2459849227906253	0.18692116818439392	0.26303390428349327	0.3508118261400085	0.27180837180238104	0.3270903905611797	0.3726708020945414	0.20683466551355392	0.20552344073600576	0.21436022245460862	0.35465284566143185	0.29435986139207393	0.26438687320877796	0.226882498712785	0.3656254397574681	0.21983153513851433	0.330454603100914	0.0	0.22028991168926496	0.3272890329020509	0.30014969374997835	0.27891709675247667	0.25724749323076396	0.17787801696557393	0.36054069252583065	0.2686454769492532	0.3303731483620559	0.29244177142650685	0.21289859414656498	0.31435591881992553	0.4840736598674543
w16pp	0.48308262969168003	0.24709883797978552	0.3111203537165881	0.24922050690146988	0.35401119744476917	0.3527577395154208	0.4871210263799818	0.3024779766154914	0.29942905456089275	0.2873169737350324	0.28231097812565586	0.3144360237845448	0.2896123292989015	0.44219582045258865	0.36935818032879764	0.31564326152377925	0.22389800857567657	0.3640201451357415	0.35977111981975207	0.3759236716009681	0.2574719272839258	0.4678274404090156	0.3548682277101641	0.2487774075440339	0.1897136529378025	0.2658263890369019	0.35360431089341715	0.2746008565557896	0.3298828753145884	0.37546328684794994	0.20962715026696252	0.20831592548941436	0.21715270720801721	0.3574453304148405	0.29715234614548247	0.26717935796218656	0.2296749834661936	0.3684179245108766	0.22262401989192293	0.33324708785432267	0.22028991168926496	0.0	0.3300815176554595	0.3029421785033869	0.2817095815058852	0.26003997798417255	0.18067050171898252	0.3633331772792393	0.2714379617026618	0.33316563311546443	0.2952342561799154	0.21569107889997358	0.3171484035733341	0.4868661446208629
w20pp	0.48777314386301746	0.25178935215112297	0.3158108678879255	0.2539110210728073	0.35870171161610653	0.35744825368675814	0.49181154055131915	0.30716849078682884	0.30411956873223017	0.2920074879063699	0.28700149229699323	0.31912653795588225	0.29430284347023894	0.446886334623926	0.374048694500135	0.3203337756951167	0.228588522747014	0.3687106593070789	0.36446163399108944	0.38061418577230555	0.26216244145526324	0.47251795458035295	0.3595587418815015	0.25346792171537136	0.19440416710913994	0.2705169032082393	0.3582948250647545	0.27929137072712706	0.33457338948592574	0.3801538010192874	0.21431766443829994	0.21300643966075178	0.22184322137935464	0.36213584458617787	0.30184286031681995	0.271869872133524	0.23436549763753103	0.3731084386822141	0.22731453406326035	0.33793760202566003	0.3272890329020509	0.3300815176554595	0.0	0.186158612522814	0.26630855409692666	0.24463895057521395	0.18081985533598122	0.3680236914505767	0.27612847587399925	0.3378561472868019	0.29992477035125287	0.220381593071311	0.32183891774467155	0.49155665879220034
f6ppA	0.46063380471094484	0.22465001299905035	0.2886715287358529	0.2267716819207347	0.33156237246403397	0.3303089145346856	0.4646722013992466	0.2800291516347563	0.27698022958015756	0.26486814875429726	0.25986215314492067	0.29198719880380963	0.2671635043181664	0.41974699547185346	0.34690935534806244	0.2931944365430441	0.2014491835949414	0.34157132015500635	0.3373222948390169	0.353474846620233	0.23502310230319065	0.4453786154282804	0.33241940272942894	0.22632858256329874	0.16726482795706737	0.24337756405616673	0.33115548591268196	0.25215203157505445	0.3074340503338532	0.3530144618672148	0.18717832528622735	0.1858671005086792	0.19470388222728208	0.3349965054341053	0.27470352116474733	0.24473053298145142	0.20722615848545844	0.3459690995301415	0.20017519491118776	0.31079826287358747	0.30014969374997835	0.3029421785033869	0.186158612522814	0.0	0.23916921494485405	0.21749961142314136	0.1536805161839086	0.3408843522985041	0.24898913672192666	0.3107168081347293	0.27278543119918025	0.1932422539192384	0.29469957859259893	0.4644173196401278
f15pp	0.43940120771344315	0.20341741600154867	0.2674389317383512	0.20553908492323303	0.3103297754665323	0.3090763175371839	0.4434396044017449	0.2587965546372546	0.25574763258265587	0.24363555175679558	0.238629556147419	0.27075460180630795	0.24593090732066467	0.39851439847435177	0.32567675835056076	0.2719618395455424	0.18021658659743972	0.32033872315750467	0.3160896978415152	0.3322422496227313	0.21379050530568897	0.4241460184307787	0.31118680573192725	0.20509598556579706	0.1460322309595657	0.22214496705866504	0.3099228889151803	0.23091943457755276	0.2862014533363515	0.3317818648697131	0.16594572828872567	0.1646345035111775	0.1734712852297804	0.3137639084366036	0.25347092416724565	0.22349793598394974	0.18599356148795676	0.3247365025326398	0.17894259791368608	0.2895656658760858	0.27891709675247667	0.2817095815058852	0.26630855409692666	0.23916921494485405	0.0	0.1794208380738996	0.13244791918640691	0.3196517553010024	0.22775653972442497	0.2894842111372276	0.25155283420167857	0.17200965692173673	0.27346698159509725	0.4431847226426261
f20ppA	0.4177316041917305	0.18174781247983596	0.24576932821663855	0.18386948140152032	0.28866017194481963	0.28740671401547124	0.42177000088003225	0.23712695111554188	0.23407802906094322	0.2219659482350829	0.2169599526257063	0.2490849982845953	0.22426130379895198	0.3768447949526391	0.3040071548288481	0.2502922360238297	0.15854698307572704	0.29866911963579196	0.29442009431980254	0.3105726461010186	0.19212090178397628	0.40247641490906605	0.28951720221021454	0.18342638204408437	0.124362627437853	0.20047536353695236	0.2882532853934676	0.20924983105584008	0.26453184981463884	0.3101122613480004	0.144276124767013	0.14296489998946482	0.15180168170806768	0.29209430491489097	0.23180132064553297	0.20182833246223703	0.16432395796624408	0.3030668990109271	0.1572729943919734	0.26789606235437313	0.25724749323076396	0.26003997798417255	0.24463895057521395	0.21749961142314136	0.1794208380738996	0.0	0.11077831566469425	0.2979821517792898	0.2060869362027123	0.2678146076155149	0.22988323067996588	0.15034005340002402	0.25179737807338454	0.42151511912091333
w13pp	0.33836212792654047	0.10237833621464593	0.1663998519514485	0.10450000513633029	0.20929069567962955	0.20803723775028116	0.34240052461484216	0.15775747485035185	0.15470855279575318	0.14259647196989284	0.13759047636051625	0.16971552201940526	0.14489182753376195	0.29747531868744903	0.22463767856365802	0.1709227597586397	0.07917750681053698	0.21929964337060193	0.21505061805461245	0.23120316983582856	0.11275142551878624	0.32310693864387596	0.2101477259450245	0.10405690577889433	0.04499315117266295	0.12110588727176232	0.20888380912827753	0.12988035479065002	0.18516237354944876	0.23074278508281038	0.06490664850182293	0.06359542372427478	0.07243220544287765	0.21272482864970088	0.1524318443803429	0.122458856197047	0.08495448170105402	0.22369742274573706	0.07790351812678334	0.18852658608918305	0.17787801696557393	0.18067050171898252	0.18081985533598122	0.1536805161839086	0.13244791918640691	0.11077831566469425	0.0	0.21861267551409969	0.12671745993752226	0.18844513135032487	0.15051375441477582	0.07097057713483397	0.1724279018081945	0.34214564285572335
f29pp	0.49243403331926305	0.2564502416073685	0.3204717573441711	0.2585719105290529	0.3768736692818585	0.3756202113525101	0.5099834982170711	0.3253404484525808	0.3222915263979821	0.3101794455721218	0.3051734499627452	0.33729849562163416	0.3124748011359909	0.465058292289678	0.392220652165887	0.33850573336086864	0.24676048041276594	0.3868826169728309	0.3826335916568414	0.3987861434380575	0.2803343991210152	0.4906899122461049	0.37773069954725347	0.2716398793811233	0.2125761247748919	0.28868886087399126	0.3764667827305065	0.297463328392879	0.3527453471516777	0.39832575868503933	0.23248962210405189	0.23117839732650372	0.2400151790451066	0.38030780225192984	0.32001481798257186	0.29004182979927595	0.252537455303283	0.391280396347966	0.2454864917290123	0.356109559691412	0.36054069252583065	0.3633331772792393	0.3680236914505767	0.3408843522985041	0.3196517553010024	0.2979821517792898	0.21861267551409969	0.0	0.2609882269830406	0.32271589839584325	0.2847845214602942	0.22504248252755657	0.3264998072009171	0.4962175482484459
f6ppB	0.4005388177426855	0.16455502603079103	0.22857654176759362	0.1666766949524754	0.2849784537052811	0.2837249957759327	0.4180882826404937	0.23344523287600333	0.23039631082140466	0.21828422999554434	0.21327823438616775	0.24540328004505674	0.22057958555941343	0.37316307671310056	0.30032543658930955	0.24661051778429116	0.15486526483618848	0.2949874013962534	0.290738376080264	0.30689092786148003	0.18843918354443773	0.3987946966695275	0.285835483970676	0.17974466380454582	0.12068090919831444	0.1967936452974138	0.28457156715392906	0.20556811281630152	0.2608501315751003	0.30643054310846185	0.14059440652747443	0.13928318174992627	0.14811996346852913	0.2884125866753524	0.2281196024059944	0.19814661422269847	0.16064223972670552	0.29938518077138854	0.15359127615243484	0.2642143441148346	0.2686454769492532	0.2714379617026618	0.27612847587399925	0.24898913672192666	0.22775653972442497	0.2060869362027123	0.12671745993752226	0.2609882269830406	0.0	0.2215184535943209	0.18358707665877186	0.1331472669509791	0.2346045916243396	0.40432233267186846
f28pp	0.4622664891554882	0.2262826974435937	0.29030421318039623	0.22840436636527806	0.3467061251180837	0.3454526671887353	0.47981595405329636	0.29517290428880594	0.2921239822342073	0.280011901408347	0.2750059057989704	0.3071309514578594	0.28230725697221604	0.4348907481259032	0.36205310800211216	0.30833818919709377	0.21659293624899112	0.356715072809056	0.3524660474930666	0.36861859927428264	0.25016685495724034	0.46052236808233016	0.3475631553834786	0.24147233521734845	0.1824085806111171	0.25852131671021644	0.34629923856673167	0.26729578422910416	0.3225778029879029	0.3681582145212645	0.20232207794027707	0.2010108531627289	0.2098476348813318	0.350140258088155	0.28984727381879705	0.25987428563550113	0.22236991113950816	0.3611128521841912	0.21531894756523748	0.3259420155276372	0.3303731483620559	0.33316563311546443	0.3378561472868019	0.3107168081347293	0.2894842111372276	0.2678146076155149	0.18844513135032487	0.32271589839584325	0.2215184535943209	0.0	0.17995375805369257	0.19487493836378175	0.2963322630371423	0.4660500040846711
w28pp	0.42433511221993914	0.18835132050804465	0.2523728362448472	0.190472989429729	0.30877474818253464	0.30752129025318625	0.4418845771177473	0.2572415273532569	0.2541926052986583	0.24208052447279793	0.23707452886342134	0.26919957452231036	0.24437588003666702	0.3969593711903542	0.3241217310665631	0.2704068122615447	0.17866155931344208	0.31878369587350697	0.31453467055751755	0.3306872223387336	0.21223547802169132	0.4225909911467811	0.30963177844792955	0.2035409582817994	0.14447720367556804	0.2205899397746674	0.3083678616311826	0.22936440729355512	0.28464642605235385	0.33022683758571547	0.16439070100472802	0.16307947622717986	0.17191625794578275	0.312208881152606	0.251915896883248	0.2219429086999521	0.18443853420395911	0.32318147524864216	0.17738757062968843	0.28801063859208814	0.29244177142650685	0.2952342561799154	0.29992477035125287	0.27278543119918025	0.25155283420167857	0.22988323067996588	0.15051375441477582	0.2847845214602942	0.18358707665877186	0.17995375805369257	0.0	0.1569435614282327	0.25840088610159323	0.4281186271491221
f18pp	0.3124853718133977	0.09446788919959176	0.15848940493639435	0.09658955812127612	0.2292315709025928	0.2279781129732444	0.36234139983780544	0.17769835007331508	0.1746494280187164	0.1625373471928561	0.1575313515834795	0.1896563972423685	0.16483270275672518	0.3174161939104123	0.24457855378662127	0.19086363498160291	0.0991183820335002	0.23924051859356515	0.2349914932775757	0.2511440450587918	0.13269230074174945	0.34304781386683925	0.23008860116798774	0.12399778100185753	0.06493402639562616	0.14104676249472553	0.2288246843512408	0.14982123001361325	0.205103248772412	0.2506836603057736	0.08484752372478614	0.08353629894723799	0.09237308066584086	0.23266570387266414	0.17237271960330616	0.1423997314200102	0.10489535692401723	0.24363829796870032	0.09784439334974655	0.2084674613121463	0.21289859414656498	0.21569107889997358	0.220381593071311	0.1932422539192384	0.17200965692173673	0.15034005340002402	0.07097057713483397	0.22504248252755657	0.1331472669509791	0.19487493836378175	0.1569435614282327	0.0	0.14655114569505176	0.3162688867425806
f16ppA	0.39094536044795775	0.1959252138729523	0.2599467296097549	0.19804688279463667	0.3306888955759533	0.32943543764660493	0.463798724511166	0.27915567474667563	0.27610675269207696	0.2639946718662166	0.25898867625684	0.29111372191572904	0.26629002743008573	0.41887351858377286	0.3460358784599818	0.29232095965496346	0.20057570670686076	0.3406978432669257	0.33644881795093623	0.35260136973215234	0.23414962541510997	0.4445051385401998	0.3315459258413483	0.2254551056752181	0.16639135106898673	0.24250408716808608	0.3302820090246013	0.2512785546869738	0.30656057344577253	0.35214098497913415	0.1863048483981467	0.18499362362059854	0.19383040533920143	0.33412302854602466	0.2738300442766667	0.24385705609337077	0.2063526815973778	0.34509562264206084	0.1993017180231071	0.3099247859855068	0.31435591881992553	0.3171484035733341	0.32183891774467155	0.29469957859259893	0.27346698159509725	0.25179737807338454	0.1724279018081945	0.3264998072009171	0.2346045916243396	0.2963322630371423	0.25840088610159323	0.14655114569505176	0.0	0.39472887537714063
S1Hp	0.5537616817578752	0.36564295492048116	0.4296644706572837	0.36776462384216546	0.5004066366234822	0.4991531786941338	0.6335164655586948	0.4488734157942044	0.44582449373960575	0.4337124129137454	0.42870641730436887	0.46083146296325783	0.4360077684776145	0.5885912596313017	0.5157536195075106	0.46203870070249226	0.37029344775438955	0.5104155843144544	0.5061665589984651	0.5223191107796812	0.40386736646263877	0.6142228795877286	0.501263666888877	0.3951728467227469	0.3361090921165155	0.41222182821561487	0.49999975007213016	0.4209962957345026	0.4762783144933014	0.521858726026663	0.3560225894456755	0.35471136466812736	0.3635481463867302	0.5038407695935535	0.4435477853241955	0.41357479714089956	0.3760704226449066	0.5148133636895896	0.36901945907063594	0.47964252703303567	0.4840736598674543	0.4868661446208629	0.49155665879220034	0.4644173196401278	0.4431847226426261	0.42151511912091333	0.34214564285572335	0.4962175482484459	0.40432233267186846	0.4660500040846711	0.4281186271491221	0.3162688867425806	0.39472887537714063	0.0
