	f30pp	w20pp	f13pp	f25pp	f21pp	w12pp	f16ppB	w28pp	f2pp	f10pp	s15pp	530295	s31pp	s23pp	w11pp	w31pp	f32pp	w19pp	f26pp	f11pp	f19pp	f14ppA	w10pp	f20ppB	w17pp	f20ppA	f6ppA	f6ppB	w25pp	f15pp	s25pp	s12pp	w4pp	f14ppB	f24pp	w18pp	w9pp	w3pp	f1pp	w16pp	f12ppB	w27pp	f7pp	f8pp	f22ppA	f4pp	w15pp	w14pp	f16ppA
s25pp	0.39091579296119044	0.40708672607880736	0.3981730963709582	0.39359306531865235	0.4329794104126554	0.4322427414457495	0.38768322478701633	0.4822540821268928	0.45095106856734113	0.45533227188502734	0.5804757625960879	0.619547403381129	0.5882142651417914	0.5817861515674323	0.4820433847111206	0.44746110775108605	0.4109113801375307	0.41547259341634346	0.39171419000525187	0.47056615258238477	0.3609033824928893	0.3535797261566156	0.44331924835405256	0.4156877708901398	0.39643557759806586	0.4083007965971893	0.4003438729974595	0.4330449092546701	0.4428612502447786	0.3421137014012253	0.0	0.1662185112697498	0.2781540450313648	0.24322149152186345	0.3355657405259156	0.3713878110185354	0.3103574711985859	0.34085890304090255	0.33086758377934455	0.3420556972842944	0.358615828296053	0.3789953926180678	0.35462122515387307	0.3232318820565002	0.3269108953441346	0.379098918732621	0.359967035388839	0.3941559296441004	0.4333229420535994
s12pp	0.40484800241289337	0.4210189355305103	0.41210530582266114	0.4075252747703553	0.44691161986435834	0.4461749508974524	0.40161543423871926	0.49618629157859573	0.46488327801904406	0.46926448133673027	0.5944079720477908	0.6334796128328319	0.6021464745934944	0.5957183610191352	0.49597559416282355	0.461393317202789	0.42484358958923363	0.4294048028680464	0.4056463994569548	0.4844983620340877	0.3748355919445922	0.3675119356083185	0.4572514578057555	0.42961998034184273	0.4103677870497688	0.42223300604889225	0.4142760824491624	0.446977118706373	0.45679345969648155	0.35604591085292825	0.1662185112697498	0.0	0.29208625448306774	0.2571537009735664	0.3494979499776185	0.38532002047023833	0.32428968065028885	0.3547911124926055	0.3447997932310475	0.35598790673599734	0.3725480377477559	0.39292760206977073	0.368553434605576	0.33716409150820315	0.3408431047958375	0.39303112818432395	0.37389924484054193	0.4080881390958033	0.4472551515053023
w4pp	0.34172779807390713	0.35789873119152404	0.3489851014836749	0.34440507043136903	0.3837914155253721	0.38305474655846616	0.338495229899733	0.4330660872396095	0.4017630736800578	0.406144276997744	0.5312877677088046	0.5703594084938457	0.5390262702545081	0.532598156680149	0.4328553898238373	0.39827311286380274	0.36172338525024744	0.36628459852906015	0.34252619511796867	0.4213781576951015	0.311715387605606	0.3043917312693324	0.3941312534667693	0.36649977600285655	0.3472475827107826	0.3591128017099061	0.35115587811017623	0.3838569143673869	0.39367325535749537	0.2929257065139421	0.2781540450313648	0.29208625448306774	0.0	0.19403349663458025	0.2863777456386324	0.3221998161312522	0.2611694763113027	0.29167090815361935	0.28167958889206135	0.2928677023970112	0.3094278334087698	0.3298073977307846	0.30543323026658975	0.27404388716921696	0.27772290045685133	0.3299109238453378	0.3107790405015557	0.3449679347568171	0.3841349471663161
f14ppB	0.15339684447283994	0.16956777759045685	0.1606541478826077	0.1560741168303018	0.1954604619243049	0.19472379295739897	0.15016427629866583	0.24473513363854232	0.2134321200789906	0.2178133233966768	0.3429568141077375	0.3820284548927786	0.3506953166534409	0.34426720307908176	0.24452443622277012	0.20994215926273557	0.17339243164918025	0.17795364492799295	0.15419524151690145	0.23304720409403432	0.12338443400453883	0.11606077766826517	0.2058002998657021	0.17816882240178938	0.15891662910971543	0.17078184810883892	0.16282492450910907	0.1955259607663197	0.20534230175642817	0.10459675291387495	0.24322149152186345	0.2571537009735664	0.19403349663458025	0.0	0.0980467920375652	0.13386886253018498	0.07283852271023553	0.10333995455255215	0.09334863529099417	0.104536748795944	0.12109687980770258	0.14147644412971744	0.11710227666552259	0.08571293356814978	0.08939194685578415	0.1415799702442706	0.12244808690048853	0.1566369811557499	0.19580399356524888
f24pp	0.2188659319323023	0.2350368650499192	0.22612323534207004	0.22154320428976415	0.2609295493837672	0.2601928804168613	0.21563336375812814	0.31020422109800466	0.27890120753845293	0.28328241085613914	0.4084259015671998	0.44749754235224093	0.41616440411290323	0.4097362905385441	0.30999352368223243	0.2754112467221979	0.2388615191086426	0.2434227323874553	0.2196643289763638	0.2985162915534967	0.1888535214640012	0.1815298651277275	0.2712693873251645	0.24363790986125172	0.22438571656917777	0.23625093556830126	0.2282940119685714	0.260995048225782	0.27081138921589054	0.19694100191792707	0.3355657405259156	0.3494979499776185	0.2863777456386324	0.0980467920375652	0.0	0.14898919769365812	0.08795885787370866	0.11846028971602529	0.1084689704544673	0.13007531399008512	0.16909670856728215	0.18947627288929697	0.18257136412498493	0.15118202102761213	0.1548610343152465	0.20704905770373294	0.18791717435995087	0.22210606861521226	0.26127308102471125
w18pp	0.25468800242492207	0.2708589355425389	0.26194530583468983	0.2573652747823839	0.29675161987638704	0.2960149509094811	0.25145543425074796	0.3460262915906245	0.3147232780310727	0.3191044813487589	0.4442479720598196	0.4833196128448607	0.451986474605523	0.44555836103116386	0.34581559417485225	0.31123331721481773	0.2746835896012624	0.2792448028800751	0.25548639946898355	0.33433836204611644	0.22467559195662096	0.21735193562034733	0.30709145781778424	0.27945998035387154	0.2602077870617976	0.27207300606092105	0.2641160824611912	0.29681711871840183	0.3066334597085103	0.2327630724105469	0.3713878110185354	0.38532002047023833	0.3221998161312522	0.13386886253018498	0.14898919769365812	0.0	0.10681104407681924	0.13731247591913587	0.12732115665757787	0.1658973844827049	0.2049187790599019	0.2252983433819168	0.21839343461760471	0.1870040915202319	0.19068310480786627	0.24287112819635273	0.22373924485257066	0.257928139107832	0.297095151517331
w9pp	0.1936576626049726	0.2098285957225895	0.20091496601474038	0.19633493496243448	0.23572128005643758	0.23498461108953164	0.19042509443079847	0.284995951770675	0.25369293821112326	0.2580741415288095	0.38321763223987015	0.42228927302491126	0.39095613478557356	0.38452802121121443	0.28478525435490276	0.25020297739486824	0.21365324978131292	0.21821446306012562	0.19445605964903412	0.273308022226167	0.16364525213667153	0.15632159580039784	0.24606111799783478	0.21842964053392205	0.1991774472418481	0.2110426662409716	0.20308574264124174	0.23578677889845237	0.24560311988856084	0.1717327325905974	0.3103574711985859	0.32428968065028885	0.2611694763113027	0.07283852271023553	0.08795885787370866	0.10681104407681924	0.0	0.052000441095802166	0.042009121834244184	0.10486704466275547	0.14388843923995248	0.1642680035619673	0.15736309479765526	0.12597375170028247	0.12965276498791684	0.18184078837640327	0.1627089050326212	0.19689779928788254	0.23606481169738155
w3pp	0.22415909444728926	0.24033002756490615	0.231416397857057	0.2268363668047511	0.26622271189875424	0.2654860429318483	0.2209265262731151	0.3154973836129916	0.2841943700534399	0.2885755733711261	0.4137190640821867	0.45279070486722783	0.4214575666278902	0.41502945305353106	0.31528668619721945	0.28070440923718487	0.24415468162362955	0.24871589490244225	0.22495749149135075	0.3038094540684836	0.19414668397898815	0.18682302764271447	0.2765625498401514	0.24893107237623868	0.22967887908416473	0.24154409808328822	0.23358717448355837	0.266288210740769	0.27610455173087745	0.20223416443291403	0.34085890304090255	0.3547911124926055	0.29167090815361935	0.10333995455255215	0.11846028971602529	0.13731247591913587	0.052000441095802166	0.0	0.07250855367556075	0.1353684765050721	0.1743898710822691	0.19476943540428393	0.18786452663997188	0.1564751835425991	0.16015419683023346	0.2123422202187199	0.19321033687493783	0.22739923113019922	0.2665662435396982
f1pp	0.21416777518573127	0.23033870830334816	0.22142507859549904	0.21684504754319314	0.25623139263719624	0.2554947236702903	0.21093520701155716	0.3055060643514337	0.2742030507918819	0.2785842541095681	0.4037277448206288	0.4427993856056699	0.4114662473663322	0.40503813379197307	0.30529536693566145	0.2707130899756269	0.23416336236207158	0.23872457564088428	0.21496617222979275	0.29381813480692565	0.18415536471743016	0.1768317083811565	0.26657123057859344	0.2389397531146807	0.21968755982260674	0.23155277882173025	0.22359585522200037	0.25629689147921103	0.2661132324693195	0.19224284517135606	0.33086758377934455	0.3447997932310475	0.28167958889206135	0.09334863529099417	0.1084689704544673	0.12732115665757787	0.042009121834244184	0.07250855367556075	0.0	0.12537715724351411	0.16439855182071111	0.18477811614272596	0.1778732073784139	0.1464838642810411	0.15016287756867547	0.2023509009571619	0.18321901761337983	0.21740791186864122	0.2565749242781402
w16pp	0.22535588869068113	0.24152682180829801	0.23261319210044887	0.22803316104814297	0.26741950614214605	0.2666828371752401	0.22212332051650696	0.3166941778563835	0.28539116429683176	0.28977236761451797	0.41491585832557865	0.45398749911061975	0.42265436087128205	0.4162262472969229	0.31648348044061125	0.28190120348057673	0.24535147586702138	0.2499126891458341	0.2261542857347426	0.30500624831187545	0.19534347822238	0.18801982188610633	0.27775934408354325	0.25012786661963055	0.2308756733275566	0.24274089232668006	0.23478396872695023	0.26748500498416083	0.2773013459742693	0.2034309586763059	0.3420556972842944	0.35598790673599734	0.2928677023970112	0.104536748795944	0.13007531399008512	0.1658973844827049	0.10486704466275547	0.1353684765050721	0.12537715724351411	0.0	0.17558666532566095	0.1959662296476758	0.18906132088336375	0.15767197778599093	0.1613509910736253	0.21353901446211176	0.1944071311183297	0.22859602537359108	0.2677630377830901
f12ppB	0.2419160197024397	0.25808695282005656	0.24917332311220744	0.24459329205990155	0.2839796371539046	0.2832429681869987	0.23868345152826553	0.33325430886814206	0.30195129530859033	0.30633249862627654	0.4314759893373372	0.4705476301223783	0.4392144918830406	0.4327863783086815	0.3330436114523698	0.2984613344923353	0.26191160687878	0.26647282015759266	0.24271441674650118	0.321566379323634	0.21190360923413856	0.2045799528978649	0.2943194750953018	0.2666879976313891	0.24743580433931517	0.25930102333843863	0.2513440997387088	0.2840451359959194	0.2938614769860279	0.21999108968806447	0.358615828296053	0.3725480377477559	0.3094278334087698	0.12109687980770258	0.16909670856728215	0.2049187790599019	0.14388843923995248	0.1743898710822691	0.16439855182071111	0.17558666532566095	0.0	0.18327149806804893	0.20562145189512232	0.1742321087977495	0.17791112208538387	0.23009914547387034	0.21096726213008826	0.24515615638534966	0.28432316879484865
w27pp	0.2622955840244545	0.2784665171420714	0.26955288743422223	0.26497285638191637	0.30435920147591944	0.3036225325090135	0.25906301585028035	0.3536338731901569	0.32233085963060515	0.32671206294829136	0.45185555365935204	0.49092719444439314	0.45959405620505545	0.4531659426306963	0.35342317577438465	0.3188408988143501	0.28229117120079483	0.2868523844796075	0.263093981068516	0.3419459436456489	0.2322831735561534	0.22495951721987972	0.3146990394173167	0.28706756195340394	0.26781536866133	0.27968058766045345	0.2717236640607236	0.3044247003179342	0.31424104130804276	0.24037065401007932	0.3789953926180678	0.39292760206977073	0.3298073977307846	0.14147644412971744	0.18947627288929697	0.2252983433819168	0.1642680035619673	0.19476943540428393	0.18477811614272596	0.1959662296476758	0.18327149806804893	0.0	0.22600101621713714	0.19461167311976435	0.19829068640739872	0.25047870979588516	0.23134682645210308	0.2655357207073645	0.30470273311686347
f7pp	0.203406815980496	0.2195777490981129	0.21066411939026378	0.20608408833795788	0.24547043343196098	0.24473376446505504	0.20017424780632187	0.2947451051461984	0.26344209158664667	0.2678232949043329	0.39296678561539355	0.43203842640043466	0.40070528816109696	0.39427717458673783	0.29453440773042616	0.25995213077039164	0.22340240315683632	0.22796361643564902	0.2190402754060345	0.29789223798316733	0.1882294678936719	0.1809058115573982	0.2706453337548351	0.24301385629092243	0.22376166299884848	0.23562688199797197	0.2276699583982421	0.26037099465545277	0.2701873356455612	0.21599648654588446	0.35462122515387307	0.368553434605576	0.30543323026658975	0.11710227666552259	0.18257136412498493	0.21839343461760471	0.15736309479765526	0.18786452663997188	0.1778732073784139	0.18906132088336375	0.20562145189512232	0.22600101621713714	0.0	0.0839341170993271	0.1176783087751426	0.16986633216362906	0.1724580584081446	0.20664695266340594	0.24581396507290496
f8pp	0.17201747288312322	0.1881884060007401	0.17927477629289099	0.1746947452405851	0.2140810903345882	0.21334442136768225	0.16878490470894908	0.2633557620488256	0.23205274848927387	0.23643395180696009	0.3615774425180207	0.4006490833030618	0.36931594506372417	0.36288783148936504	0.26314506463305337	0.22856278767301885	0.1920130600594635	0.1965742733382762	0.1876509323086617	0.26650289488579454	0.15684012479629908	0.14951646846002542	0.23925599065746234	0.21162451319354963	0.19237231990147569	0.20423753890059915	0.19628061530086932	0.22898165155807992	0.2387979925481884	0.18460714344851165	0.3232318820565002	0.33716409150820315	0.27404388716921696	0.08571293356814978	0.15118202102761213	0.1870040915202319	0.12597375170028247	0.1564751835425991	0.1464838642810411	0.15767197778599093	0.1742321087977495	0.19461167311976435	0.0839341170993271	0.0	0.0862889656777698	0.13847698906625625	0.1410687153107718	0.17525760956603315	0.21442462197553216
f22ppA	0.1756964861707576	0.19186741928837447	0.18295378958052536	0.17837375852821946	0.21776010362222256	0.21702343465531662	0.17246391799658345	0.26703477533646	0.23573176177690824	0.24011296509459445	0.36525645580565513	0.40432809659069624	0.37299495835135854	0.3665668447769994	0.26682407792068774	0.23224180096065322	0.19569207334709787	0.20025328662591058	0.19132994559629607	0.2701819081734289	0.16051913808393345	0.1531954817476598	0.2429350039450967	0.215303526481184	0.19605133318911006	0.20791655218823352	0.1999596285885037	0.2326606648457143	0.24247700583582277	0.18828615673614602	0.3269108953441346	0.3408431047958375	0.27772290045685133	0.08939194685578415	0.1548610343152465	0.19068310480786627	0.12965276498791684	0.16015419683023346	0.15016287756867547	0.1613509910736253	0.17791112208538387	0.19829068640739872	0.1176783087751426	0.0862889656777698	0.0	0.09942806062225017	0.14474772859840618	0.17893662285366752	0.21810363526316653
f4pp	0.22788450955924405	0.24405544267686094	0.2351418129690118	0.2305617819167059	0.269948127010709	0.2692114580438031	0.2246519413850699	0.3192227987249464	0.2879197851653947	0.2923009884830809	0.4174444791941415	0.4565161199791826	0.425182981739845	0.41875486816548585	0.31901210130917423	0.28442982434913966	0.24788009673558434	0.25244131001439707	0.2435179689847825	0.3223699315619154	0.21270716147241991	0.20538350513614623	0.2951230273335832	0.26749154986967044	0.2482393565775965	0.26010457557671995	0.25214765197699013	0.28484868823420073	0.29466502922430926	0.24047418012463248	0.379098918732621	0.39303112818432395	0.3299109238453378	0.1415799702442706	0.20704905770373294	0.24287112819635273	0.18184078837640327	0.2123422202187199	0.2023509009571619	0.21353901446211176	0.23009914547387034	0.25047870979588516	0.16986633216362906	0.13847698906625625	0.09942806062225017	0.0	0.19693575198689262	0.231124646242154	0.270291658651653
w15pp	0.19690764220605853	0.2130785753236754	0.2041649456158263	0.1995849145635204	0.2389712596575235	0.23823459069061756	0.1936750740318844	0.2882459313717609	0.2569429178122092	0.2613241211298954	0.386467611840956	0.4255392526259971	0.3942061143866595	0.38777800081230035	0.28803523395598873	0.25345295699595416	0.21690322938239884	0.22146444266121154	0.22438608564100043	0.30323804821813327	0.19357527812863784	0.18625162179236415	0.27599114398980107	0.24835966652588837	0.22910747323381442	0.2409726922329379	0.23301576863320805	0.2657168048904187	0.27553314588052713	0.2213422967808504	0.359967035388839	0.37389924484054193	0.3107790405015557	0.12244808690048853	0.18791717435995087	0.22373924485257066	0.1627089050326212	0.19321033687493783	0.18321901761337983	0.1944071311183297	0.21096726213008826	0.23134682645210308	0.1724580584081446	0.1410687153107718	0.14474772859840618	0.19693575198689262	0.0	0.20014777888896845	0.23931479129846747
w14pp	0.13787436678110546	0.18570539672221104	0.1932759646043164	0.18869593355201048	0.2280822786460136	0.22734560967910766	0.1827860930203745	0.27735695036025104	0.2460539368006993	0.2504351401183855	0.37557863082944615	0.41465027161448725	0.4126601006737723	0.40623198709941316	0.3064892202431015	0.27190694328306697	0.23535721566951162	0.23991842894832432	0.2585749798962618	0.33742694247339466	0.22776417238389923	0.22044051604762555	0.31018003824506246	0.28254856078114976	0.2632963674890758	0.2751615864881993	0.26720466288846945	0.29990569914568005	0.3097220401357885	0.25553119103611177	0.3941559296441004	0.4080881390958033	0.3449679347568171	0.1566369811557499	0.22210606861521226	0.257928139107832	0.19689779928788254	0.22739923113019922	0.21740791186864122	0.22859602537359108	0.24515615638534966	0.2655357207073645	0.20664695266340594	0.17525760956603315	0.17893662285366752	0.231124646242154	0.20014777888896845	0.0	0.1802815158735144
f16ppA	0.16435105604309297	0.22487240913171003	0.2324429770138154	0.2278629459615095	0.2672492910555126	0.26651262208860665	0.22195310542987348	0.31652396276975003	0.2852209492101983	0.2896021525278845	0.41474564323894514	0.45381728402398624	0.4518271130832713	0.44539899950891215	0.3456562326526005	0.31107395569256596	0.2745242280790106	0.2790854413578233	0.2977419923057608	0.37659395488289366	0.2669311847933982	0.25960752845712454	0.34934705065456145	0.32171557319064875	0.3024633798985748	0.31432859889769826	0.30637167529796844	0.33907271155517904	0.3488890525452875	0.29469820344561076	0.4333229420535994	0.4472551515053023	0.3841349471663161	0.19580399356524888	0.26127308102471125	0.297095151517331	0.23606481169738155	0.2665662435396982	0.2565749242781402	0.2677630377830901	0.28432316879484865	0.30470273311686347	0.24581396507290496	0.21442462197553216	0.21810363526316653	0.270291658651653	0.23931479129846747	0.1802815158735144	0.0
