	S3Hp	31236	S15Hp	S6Hp	S13Hp	530119	s23pp	31360	S18H1	s25pp	S29H1	530394	F14H1B	S11Hp	F3H1	S26Hp	S2Hp	31112	F8H1	F23HpA	S22Hp	S8Hp	s22pp	F22H1A	S25Hp	31379	531424	s10pp	S30H1	s29pp	s21pp	F1H1	S23Hp	S19H1	S7Hp	S17H1	F32H1	S4Hp	S9H1	31450	S28Hp	s24H1	31452	S21H1
531424	0.5433068498474147	0.574980270957713	0.6401568665051488	0.6860255477500967	0.594613966538649	0.7699365432083773	0.6134273313441292	0.652872424592619	0.7121870493933211	0.7372817730925537	0.640524371056121	0.6600342519691558	0.6478354885663007	0.6571037880601749	0.6832651679204217	0.7012648307697418	0.6565544827329605	0.6672970691513908	0.7654741495028333	0.4956764657650842	0.4114741297546578	0.5019906455129993	0.5366332111136061	0.5337771788097028	0.4541402458034716	0.36120260298563817	0.0	0.22333263723378047	0.47037038409865795	0.5016399695266378	0.5176194579399014	0.5762987814201079	0.5636376554885535	0.6345444199029586	0.6398120039455455	0.7139147083162785	0.7451662419833969	0.6167631915440475	0.6474757317320439	0.7019461426489039	0.7066224167738591	0.7029681230853815	0.6912335907558307	0.5871405024491629
s10pp	0.4204082906282005	0.45208171173849865	0.5172583072859345	0.5631269885308825	0.47171540731943473	0.6470379839891631	0.49052877212491497	0.5299738653734046	0.5892884901741069	0.6143832138733394	0.5176258118369068	0.5371356927499416	0.5249369293470865	0.5342052288409606	0.5603666087012075	0.5783662715505276	0.5336559235137462	0.5443985099321765	0.642575590283619	0.37277790654586984	0.2885755705354435	0.37909208629378505	0.4137346518943918	0.4108786195904885	0.33124168658425734	0.2383040437664239	0.22333263723378047	0.0	0.34747182487944367	0.3787414103074235	0.3947208987206871	0.4534002222008937	0.44073909626933927	0.5116458606837443	0.5169134447263313	0.5910161490970641	0.6222676827641827	0.49386463232483313	0.5245771725128296	0.5790475834296895	0.5837238575546448	0.5800695638661673	0.5683350315366165	0.46424194322994866
S30H1	0.30420349672598035	0.3358769178362785	0.40105351338371437	0.44692219462866234	0.35551061341721457	0.530833190086943	0.3743239782226948	0.41376907147118447	0.47308369627188673	0.49817841997111934	0.40142101793468665	0.4209308988477214	0.4087321354448663	0.41800043493874045	0.4441618147989873	0.4621614776483074	0.4174511296115261	0.4281937160299564	0.5263707963813989	0.25657311264364974	0.29882224785969425	0.38933876361803577	0.4239813292186425	0.4211252969147392	0.34148836390850806	0.32100595383937075	0.47037038409865795	0.34747182487944367	0.0	0.11966128592291103	0.278516104818467	0.33719542829867355	0.3245343023671191	0.39544106678152413	0.4007086508241111	0.47481135519484396	0.5060628888619625	0.37765983842261297	0.4083723786106095	0.46284278952746943	0.4675190636524247	0.46386476996394704	0.4521302376343963	0.3480371493277285
s29pp	0.33547308215396016	0.3671465032642583	0.4323230988116942	0.4781917800566422	0.38678019884519443	0.5621027755149228	0.4055935636506746	0.44503865689916433	0.5043532816998666	0.5294480053990991	0.4326906033626665	0.45220048427570125	0.4400017208728461	0.44927002036672026	0.4754314002269671	0.49343106307628726	0.4487207150395059	0.4594633014579362	0.5576403818093787	0.28784269807162954	0.330091833287674	0.4206083490460156	0.4552509146466223	0.452394882342719	0.37275794933648787	0.35227553926735056	0.5016399695266378	0.3787414103074235	0.11966128592291103	0.0	0.3097856902464468	0.3684650137266534	0.3558038877950989	0.42671065220950394	0.4319782362520909	0.5060809406228237	0.5373324742899424	0.4089294238505928	0.4396419640385893	0.49411237495544924	0.4987886490804045	0.49513435539192685	0.4833998230623761	0.3793067347557083
s21pp	0.2963373310536571	0.32801075216395525	0.39318734771139113	0.4390560289563391	0.34764444774489134	0.5229670244146197	0.3664578125503716	0.40590290579886124	0.4652175305995635	0.4903122542987961	0.3935548522623634	0.41306473317539816	0.4008659697725431	0.4101342692664172	0.4362956491266641	0.45429531197598416	0.40958496393920285	0.42032755035763314	0.5185046307090757	0.2487069469713265	0.3460713217009377	0.4365878374592792	0.47123040305988595	0.46837437075598265	0.3887374377497515	0.3682550276806142	0.5176194579399014	0.3947208987206871	0.278516104818467	0.3097856902464468	0.0	0.3293292626263503	0.3166681366947959	0.3875749011092009	0.3928424851517879	0.46694518952252073	0.49819672318963926	0.36979367275028974	0.40050621293828625	0.4549766238551462	0.45965289798010145	0.4559986042916238	0.44426407196207307	0.34017098365540527
F1H1	0.28749469404883626	0.3191681151591344	0.3843447107065703	0.43021339195151825	0.3388018107400705	0.5141243874097989	0.35761517554555067	0.3970602687940404	0.45637489359474265	0.4814696172939752	0.38471221525754257	0.4042220961705773	0.39202333276772217	0.40129163226159636	0.42745301212184317	0.4454526749711633	0.40074232693438194	0.41148491335281223	0.5096619937042548	0.23986430996650562	0.40475064518114423	0.49526716093948575	0.5299097265400925	0.5270536942361892	0.4474167612299581	0.4269343511608208	0.5762987814201079	0.4534002222008937	0.33719542829867355	0.3684650137266534	0.3293292626263503	0.0	0.307825499689975	0.37873226410438005	0.383999848146967	0.4581025525176999	0.4893540861848184	0.3609510357454689	0.3916635759334654	0.44613398685032535	0.4508102609752806	0.44715596728680296	0.4354214349572522	0.3313283466505844
S23Hp	0.20752779974565894	0.23920122085595708	0.32487794850248775	0.3707466297474358	0.279335048535988	0.4546576252057164	0.2981484133414682	0.3375935065899579	0.39690813139066017	0.4220028550898927	0.3252454530534601	0.3447553339664948	0.3325565705636397	0.34182487005751383	0.3679862499177607	0.38598591276708083	0.34127556473029946	0.35201815114872975	0.4501952315001723	0.18039754776242312	0.3920895192495898	0.48260603500793137	0.5172486006085381	0.5143925683046348	0.43475563529840366	0.41427322522926635	0.5636376554885535	0.44073909626933927	0.3245343023671191	0.3558038877950989	0.3166681366947959	0.307825499689975	0.0	0.07388830202808049	0.07915588607066745	0.31581281904478564	0.34706435271190417	0.21866130227255465	0.24937384246055116	0.3038442533774111	0.30852052750236636	0.3048662338138887	0.293131701484338	0.18903861317767018
S19H1	0.27843456416006396	0.3101079852703621	0.39578471291689277	0.4416533941618408	0.350241812950393	0.5255643896201214	0.3690551777558732	0.4085002710043629	0.4678148958050652	0.49290961950429774	0.3961522174678651	0.41566209838089985	0.4034633349780447	0.41273163447191885	0.4388930143321657	0.45689267718148585	0.4121823291447045	0.4229249155631348	0.5211019959145773	0.25130431217682814	0.4629962836639948	0.5535127994223363	0.5881553650229432	0.5852993327190399	0.5056623997128087	0.48517998964367137	0.6345444199029586	0.5116458606837443	0.39544106678152413	0.42671065220950394	0.3875749011092009	0.37873226410438005	0.07388830202808049	0.0	0.08353620569147571	0.38671958345919066	0.4179711171263092	0.28956806668695967	0.3202806068749562	0.37475101779181613	0.3794272919167714	0.37577299822829374	0.364038465898743	0.2599453775920752
S7Hp	0.28370214820265094	0.3153755693129491	0.40105229695947975	0.4469209782044278	0.35550939699298	0.5308319736627084	0.3743227617984602	0.4137678550469499	0.47308247984765217	0.4981772035468847	0.4014198015104521	0.42092968242348683	0.4087309190206317	0.41799921851450583	0.4441605983747527	0.46216026122407283	0.41744991318729147	0.42819249960572175	0.5263695799571644	0.2565718962194151	0.4682638677065818	0.5587803834649234	0.5934229490655301	0.5905669167616268	0.5109299837553957	0.49044757368625835	0.6398120039455455	0.5169134447263313	0.4007086508241111	0.4319782362520909	0.3928424851517879	0.383999848146967	0.07915588607066745	0.08353620569147571	0.0	0.39198716750177764	0.42323870116889617	0.29483565072954665	0.32554819091754317	0.3800186018344031	0.38469487595935836	0.3810405822708807	0.36930604994133	0.2652129616346622
S17H1	0.3578048525733838	0.38947827368368193	0.4751550013302126	0.5210236825751606	0.42961210136371286	0.6049346780334413	0.44842546616919304	0.48787055941768276	0.547185184218385	0.5722799079176175	0.47552250588118494	0.4950323867942197	0.48283362339136454	0.4921019228852387	0.5182633027454855	0.5362629655948057	0.4915526175580243	0.5022952039764546	0.6004722843278971	0.33067460059014797	0.5423665720773146	0.6328830878356562	0.667525653436263	0.6646696211323597	0.5850326881261285	0.5645502780569912	0.7139147083162785	0.5910161490970641	0.47481135519484396	0.5060809406228237	0.46694518952252073	0.4581025525176999	0.31581281904478564	0.38671958345919066	0.39198716750177764	0.0	0.04810735672981857	0.314861202897882	0.3455737430858785	0.40004415400273846	0.4047204281276937	0.40106613443921607	0.38933160210966533	0.28523851380299753
F32H1	0.3890563862405023	0.42072980735080046	0.5064065349973311	0.5522752162422792	0.4608636350308314	0.6361862117005598	0.47967699983631157	0.5191220930848013	0.5784367178855035	0.6035314415847362	0.5067740395483035	0.5262839204613382	0.514085157058483	0.5233534565523572	0.5495148364126041	0.5675144992619242	0.5228041512251429	0.5335467376435732	0.6317238179950158	0.3619261342572665	0.5736181057444332	0.6641346215027748	0.6987771871033814	0.6959211547994781	0.616284221793247	0.5958018117241097	0.7451662419833969	0.6222676827641827	0.5060628888619625	0.5373324742899424	0.49819672318963926	0.4893540861848184	0.34706435271190417	0.4179711171263092	0.42323870116889617	0.04810735672981857	0.0	0.3461127365650005	0.37682527675299704	0.431295687669857	0.43597196179481223	0.4323176681063346	0.42058313577678386	0.31649004747011605
S4Hp	0.2606533358011528	0.29232675691145094	0.3780034845579816	0.42387216580292963	0.33246058459148187	0.5077831612612103	0.35127394939696205	0.39071904264545176	0.45003366744615403	0.4751283911453866	0.37837098910895395	0.3978808700219887	0.38568210661913355	0.3949504061130077	0.42111178597325455	0.4391114488225747	0.3944011007857933	0.4051436872042236	0.5033207675556662	0.23352308381791703	0.44521505530508365	0.5357315710634253	0.570374136664032	0.5675181043601287	0.4878811713538975	0.4673987612847602	0.6167631915440475	0.49386463232483313	0.37765983842261297	0.4089294238505928	0.36979367275028974	0.3609510357454689	0.21866130227255465	0.28956806668695967	0.29483565072954665	0.314861202897882	0.3461127365650005	0.0	0.054183214568342616	0.10865362548520255	0.1133298996101578	0.10967560592168016	0.09794107359212942	0.12078361447456927
S9H1	0.2913658759891493	0.32303929709944745	0.4087160247459781	0.45458470599092615	0.3631731247794784	0.5384957014492068	0.38198648958495857	0.4214315828334483	0.48074620763415055	0.5058409313333831	0.40908352929695047	0.4285934102099852	0.41639464680713006	0.4256629463010042	0.45182432616125107	0.4698239890105712	0.42511364097378984	0.43585622739222013	0.5340333077436628	0.2642356240059135	0.47592759549308017	0.5664441112514218	0.6010866768520284	0.5982306445481251	0.518593711541894	0.49811130147275673	0.6474757317320439	0.5245771725128296	0.4083723786106095	0.4396419640385893	0.40050621293828625	0.3916635759334654	0.24937384246055116	0.3202806068749562	0.32554819091754317	0.3455737430858785	0.37682527675299704	0.054183214568342616	0.0	0.09768642996688776	0.102362704091843	0.09870841040336537	0.08697387807381464	0.15149615466256577
31450	0.34583628690600926	0.3775097080163074	0.46318643566283807	0.5090551169077862	0.41764353569633833	0.5929661123660668	0.4364569005018185	0.4759019937503082	0.5352166185510105	0.560311342250243	0.4635539402138104	0.48306382112684515	0.47086505772399	0.48013335721786415	0.506294737078111	0.5242943999274312	0.4795840518906498	0.4903266383090801	0.5885037186605226	0.3187060349227735	0.5303980064099401	0.6209145221682817	0.6555570877688884	0.6527010554649851	0.573064122458754	0.5525817123896166	0.7019461426489039	0.5790475834296895	0.46284278952746943	0.49411237495544924	0.4549766238551462	0.44613398685032535	0.3038442533774111	0.37475101779181613	0.3800186018344031	0.40004415400273846	0.431295687669857	0.10865362548520255	0.09768642996688776	0.0	0.12189340538552715	0.11823911169704951	0.10650457936749878	0.20596656557942572
S28Hp	0.3505125610309645	0.38218598214126265	0.4678627097877933	0.5137313910327413	0.4223198098212936	0.597642386491022	0.44113317462677376	0.4805782678752635	0.5398928926759657	0.5649876163751983	0.46823021433876566	0.4877400952518004	0.47554133184894526	0.4848096313428194	0.5109710112030663	0.5289706740523864	0.48426032601560504	0.4950029124340353	0.593179992785478	0.3233823090477287	0.5350742805348954	0.625590796293237	0.6602333618938436	0.6573773295899403	0.5777403965837092	0.5572579865145719	0.7066224167738591	0.5837238575546448	0.4675190636524247	0.4987886490804045	0.45965289798010145	0.4508102609752806	0.30852052750236636	0.3794272919167714	0.38469487595935836	0.4047204281276937	0.43597196179481223	0.1133298996101578	0.102362704091843	0.12189340538552715	0.0	0.051793666079349696	0.04005913374979897	0.21064283970438097
s24H1	0.34685826734248687	0.378531688452785	0.4642084160993157	0.5100770973442637	0.41866551613281594	0.5939880928025443	0.4374788809382961	0.47692397418678584	0.536238598987488	0.5613333226867206	0.464575920650288	0.48408580156332276	0.4718870381604676	0.48115533765434176	0.5073167175145886	0.5253163803639087	0.4806060323271274	0.4913486187455577	0.5895256990970003	0.3197280153592511	0.5314199868464178	0.6219365026047593	0.656579068205366	0.6537230359014627	0.5740861028952315	0.5536036928260943	0.7029681230853815	0.5800695638661673	0.46386476996394704	0.49513435539192685	0.4559986042916238	0.44715596728680296	0.3048662338138887	0.37577299822829374	0.3810405822708807	0.40106613443921607	0.4323176681063346	0.10967560592168016	0.09870841040336537	0.11823911169704951	0.051793666079349696	0.0	0.036402840060321275	0.20698854601590333
31452	0.33512373501293613	0.36679715612323427	0.45247388376976494	0.49834256501471297	0.4069309838032652	0.5822535604729936	0.4257443486087454	0.4651894418572351	0.5245040666579374	0.54959879035717	0.4528413883207373	0.472351269233772	0.4601525058309169	0.469420805324791	0.4955821851850379	0.513581848034358	0.46887149999757666	0.47961408641600695	0.5777911667674496	0.3079934830297003	0.519685454516867	0.6102019702752086	0.6448445358758153	0.641988503571912	0.5623515705656809	0.5418691604965435	0.6912335907558307	0.5683350315366165	0.4521302376343963	0.4833998230623761	0.44426407196207307	0.4354214349572522	0.293131701484338	0.364038465898743	0.36930604994133	0.38933160210966533	0.42058313577678386	0.09794107359212942	0.08697387807381464	0.10650457936749878	0.04005913374979897	0.036402840060321275	0.0	0.1952540136863526
S21H1	0.23103064670626833	0.26270406781656647	0.34838079546309714	0.39424947670804517	0.3028378954965974	0.4781604721663258	0.3216512603020776	0.3610963535505673	0.42041097835126956	0.4455057020505021	0.3487483000140695	0.3682581809271042	0.3560594175242491	0.3653277170181232	0.3914890968783701	0.4094887597276902	0.36477841169090885	0.37552099810933914	0.4736980784607817	0.20390039472303254	0.4155923662101992	0.5061088819685408	0.5407514475691475	0.5378954152652442	0.45825848225901306	0.43777607218987574	0.5871405024491629	0.46424194322994866	0.3480371493277285	0.3793067347557083	0.34017098365540527	0.3313283466505844	0.18903861317767018	0.2599453775920752	0.2652129616346622	0.28523851380299753	0.31649004747011605	0.12078361447456927	0.15149615466256577	0.20596656557942572	0.21064283970438097	0.20698854601590333	0.1952540136863526	0.0
