	S27H1	S11Hp	31232	530050	S30H1	S15Hp	S21H1	31379	S23Hp	530055	530163	31452	S12Hp	31750	S3Hp	S7Hp	F22HpB	S16H2	S19H1	S14Hp	31700	F8H1	S1Hp	S6Hp	F1H1	F14H1A	F6H1	F16H1	F14H1B	F7H1	31021	S2Hp	S22Hp	31749	31009	f15pp	w24pp	w32pp	w16pp	w15pp	s23pp	w29pp	f11pp	w3pp	w31pp	w23pp	w10pp	w1pp	w26pp	w19pp	w14pp	f30pp	f26pp	w27pp	w22pp	w7pp	w25pp	f24pp	w11pp	S25Hp	31160	s24H1	F22H1A	S13Hp	530295	F29H1	S10H1	S4Hp	S26Hp
31700	0.26058618287910484	0.28406229680292333	0.27848502819020393	0.2881584148119353	0.3009884547636033	0.24045792055245416	0.2530926285412951	0.279900398110559	0.16038140568797213	0.2476830371112677	0.2641716410724677	0.29453429247734114	0.26421752200203047	0.24896906944641506	0.29001205502795074	0.28200965020540775	0.23910734334329103	0.26746543898163627	0.22177356713632373	0.1557745259215429	0.0	0.16057557352563667	0.18522820974064985	0.2675846534132403	0.30625068804730843	0.26534404118140353	0.2541791972509503	0.2858724904938133	0.22418682302526163	0.2804036153689005	0.2812533989299472	0.2710265765031325	0.30253561148274755	0.32280262805120463	0.205322915536307	0.5605015399024253	0.5540630701294795	0.5710231789938509	0.5542153459597046	0.5729768462938369	0.6136034141966482	0.5796282204575329	0.5799990115375586	0.5706715840555563	0.5656918591219628	0.5538652031011884	0.5705274217979579	0.55288905856572	0.5406759531463203	0.5700647941599555	0.5696967499707974	0.5683232870062496	0.5685898022544946	0.5718370091477654	0.5672224044590939	0.5641324969719002	0.5713994775401428	0.5683571113798629	0.5610295746192462	0.22709246629097057	0.31448943111468175	0.29943440419608636	0.33623246781745997	0.30307815682484696	0.2666762121987143	0.2661949171306001	0.2411481008164994	0.25882347731325045	0.21692857426340906
F8H1	0.28049460412981286	0.30397071805363135	0.29839344944091195	0.30806683606264335	0.3208968760143113	0.2603663418031622	0.2730010497920031	0.299808819361267	0.18028982693868015	0.26759145836197573	0.28408006232317573	0.31444271372804916	0.2841259432527385	0.2688774906971231	0.30992047627865876	0.3019180714561157	0.25901576459399905	0.2873738602323443	0.24168198838703175	0.20752422891632127	0.16057557352563667	0.0	0.20513663099135787	0.2874930746639483	0.32615910929801645	0.28525246243211155	0.2740876185016583	0.3057809117445213	0.24409524427596965	0.30031203661960854	0.30116182018065524	0.2909349977538405	0.32244403273345557	0.34271104930191265	0.225231336787015	0.5804099611531333	0.5739714913801877	0.590931600244559	0.5741237672104127	0.5928852675445451	0.6335118354473563	0.5995366417082411	0.5999074327882665	0.5905800053062642	0.5856002803726708	0.5737736243518963	0.5904358430486658	0.5727974798164279	0.5605843743970285	0.5899732154106636	0.5896051712215054	0.5882317082569577	0.5884982235052028	0.5917454303984735	0.5871308257098018	0.5840409182226081	0.5913078987908509	0.5882655326305708	0.5809379958699543	0.2470008875416786	0.33439785236538977	0.3193428254467944	0.356140889068168	0.322986578075555	0.2865846334494223	0.28610333838130814	0.2610565220672074	0.27873189856395847	0.23683699551411708
S1Hp	0.21863510156150995	0.24211121548532846	0.23653394687260904	0.24620733349434043	0.2590373734460084	0.1985068392348593	0.21114154722370024	0.2379493167929641	0.11843032437037723	0.20573195579367282	0.22222055975487282	0.25258321115974625	0.22226644068443557	0.20701798812882016	0.24806097371035585	0.24005856888781285	0.19715626202569614	0.26782211181277876	0.22213023996746623	0.23217686513133448	0.18522820974064985	0.20513663099135787	0.0	0.1802665435570486	0.21893257819111675	0.17802593132521186	0.1668610873947586	0.19855438063762162	0.16329551253094182	0.21951230487458073	0.22036208843562743	0.21013526600881272	0.24164430098842776	0.26191131755688485	0.1633718342187121	0.5185504585848304	0.5121119888118847	0.5290720976762561	0.5122642646421097	0.5310257649762421	0.5716523328790534	0.5376771391399381	0.5380479302199637	0.5287205027379613	0.5237407778043679	0.5119141217835934	0.528576340480363	0.5109379772481251	0.4987248718287255	0.5281137128423606	0.5277456686532025	0.5263722056886547	0.5266387209368998	0.5298859278301705	0.5252713231414989	0.5221814156543052	0.5294483962225479	0.5264060300622679	0.5190784933016513	0.18514138497337568	0.27253834979708685	0.25748332287849146	0.2942813864998651	0.2611270755072521	0.2247251308811194	0.22424383581300522	0.1991970194989045	0.21687239599565555	0.1749774929458142
S6Hp	0.3009915452341004	0.32446765915791886	0.31889039054519946	0.32856377716693086	0.34139381711859884	0.28086328290744966	0.2934979908962907	0.32030576046555453	0.20078676804296766	0.2880883994662632	0.30457700342746324	0.3349396548323367	0.304622884357026	0.28937443180141054	0.3304174173829463	0.3224150125604033	0.27951270569828657	0.3501785554853692	0.30448668364005665	0.31453330880392494	0.2675846534132403	0.2874930746639483	0.1802665435570486	0.0	0.248105164002702	0.2071985171367971	0.22427881236104052	0.25597210560390354	0.24565195620353225	0.30186874854717116	0.30271853210821786	0.29249170968140314	0.3240007446610182	0.3442677612294753	0.24572827789130253	0.6009069022574208	0.5944684324844751	0.6114285413488465	0.5946207083147002	0.6133822086488325	0.6540087765516438	0.6200335828125285	0.6204043738925541	0.6110769464105518	0.6060972214769583	0.5942705654561838	0.6109327841529534	0.5932944209207155	0.5810813155013159	0.6104701565149511	0.6101021123257929	0.6087286493612452	0.6089951646094902	0.612242371502761	0.6076277668140894	0.6045378593268956	0.6118048398951383	0.6087624737348584	0.6014349369742418	0.2674978286459661	0.3548947934696773	0.3398397665510819	0.37663783017245556	0.34348351917984254	0.3070815745537098	0.30660027948559565	0.28155346317149493	0.299228839668246	0.2573339366184046
F1H1	0.3396575798681685	0.363133693791987	0.3575564251792676	0.367229811800999	0.380059851752667	0.3195293175415178	0.33216402553035884	0.3589717950996227	0.2394528026770358	0.32675443410033134	0.3432430380615314	0.3736056894664048	0.34328891899109415	0.3280404664354787	0.3690834520170144	0.3610810471944714	0.3181787403323547	0.38884459011943734	0.3431527182741248	0.3531993434379931	0.30625068804730843	0.32615910929801645	0.21893257819111675	0.248105164002702	0.0	0.19496233174770788	0.26294484699510867	0.2946381402379717	0.2843179908376004	0.3405347831812393	0.341384566742286	0.3311577443154713	0.36266677929508634	0.3829337958635434	0.2843943125253707	0.639572936891489	0.6331344671185433	0.6500945759829146	0.6332867429487683	0.6520482432829007	0.692674811185712	0.6586996174465967	0.6590704085266222	0.6497429810446199	0.6447632561110265	0.632936600090252	0.6495988187870215	0.6319604555547836	0.6197473501353841	0.6491361911490192	0.6487681469598611	0.6473946839953133	0.6476611992435584	0.6509084061368291	0.6462938014481575	0.6432038939609638	0.6504708745292065	0.6474285083689265	0.6401009716083099	0.30616386328003425	0.39356082810374543	0.37850580118515004	0.4153038648065237	0.3821495538139107	0.34574760918777797	0.3452663141196638	0.3202194978055631	0.33789487430231413	0.29599997125247274
F14H1A	0.29875093300226363	0.3222270469260821	0.3166497783133627	0.3263231649350941	0.3391532048867621	0.27862267067561297	0.2912573786644539	0.3180651482337178	0.19854615581113091	0.2858477872344265	0.3023363911956265	0.33269904260049993	0.30238227212518926	0.28713381956957384	0.32817680515110953	0.3201744003285665	0.2772720934664498	0.34793794325353244	0.3022460714082199	0.31229269657208814	0.26534404118140353	0.28525246243211155	0.17802593132521186	0.2071985171367971	0.19496233174770788	0.0	0.22203820012920378	0.2537314933720668	0.2434113439716955	0.2996281363153344	0.3004779198763811	0.2902510974495664	0.32176013242918144	0.34202714899763853	0.24348766565946578	0.5986662900255841	0.5922278202526383	0.6091879291170097	0.5923800960828633	0.6111415964169957	0.651768164319807	0.6177929705806917	0.6181637616607174	0.6088363341787151	0.6038566092451216	0.5920299532243471	0.6086921719211167	0.5910538086888788	0.5788407032694791	0.6082295442831143	0.6078615000939562	0.6064880371294084	0.6067545523776534	0.6100017592709241	0.6053871545822527	0.6022972470950589	0.6095642276633015	0.6065218615030217	0.599194324742405	0.26525721641412936	0.35265418123784054	0.33759915431924514	0.37439721794061875	0.34124290694800574	0.3048409623218731	0.3043596672537589	0.2793128509396582	0.29698822743640924	0.25509332438656784
F6H1	0.2875860890718104	0.31106220299562887	0.30548493438290947	0.31515832100464086	0.32798836095630884	0.2674578267451597	0.28009253473400064	0.30690030430326454	0.18738131188067766	0.27468294330397325	0.29117154726517325	0.3215341986700467	0.291217428194736	0.2759689756391206	0.3170119612206563	0.3090095563981132	0.26610724953599657	0.3367730993230792	0.29108122747776666	0.3011278526416349	0.2541791972509503	0.2740876185016583	0.1668610873947586	0.22427881236104052	0.26294484699510867	0.22203820012920378	0.0	0.22444874147056015	0.23224650004124225	0.28846329238488116	0.28931307594592787	0.27908625351911315	0.3105952884987282	0.3308623050671853	0.23232282172901253	0.5875014460951309	0.5810629763221851	0.5980230851865564	0.5812152521524101	0.5999767524865425	0.6406033203893537	0.6066281266502385	0.6069989177302642	0.5976714902482618	0.5926917653146684	0.5808651092938939	0.5975273279906634	0.5798889647584256	0.5676758593390259	0.597064700352661	0.596696656163503	0.5953231931989551	0.5955897084472002	0.5988369153404709	0.5942223106517994	0.5911324031646057	0.5983993837328483	0.5953570175725684	0.5880294808119517	0.2540923724836761	0.3414893373073873	0.3264343103887919	0.3632323740101655	0.3300780630175525	0.2936761183914198	0.29319482332330565	0.26814800700920494	0.285823383505956	0.2439284804561146
F16H1	0.3192793823146734	0.3427554962384919	0.3371782276257725	0.3468516142475039	0.35968165419917186	0.2991511199880227	0.3117858279768637	0.33859359754612756	0.21907460512354068	0.3063762365468362	0.32286484050803627	0.3532274919129097	0.322910721437599	0.30766226888198356	0.3487052544635193	0.3407028496409763	0.2978005427788596	0.3684663925659422	0.3227745207206297	0.33282114588449796	0.2858724904938133	0.3057809117445213	0.19855438063762162	0.25597210560390354	0.2946381402379717	0.2537314933720668	0.22444874147056015	0.0	0.2639397932841053	0.3201565856277442	0.3210063691887909	0.31077954676197617	0.3422885817415912	0.3625555983100483	0.26401611497187555	0.6191947393379938	0.6127562695650481	0.6297163784294195	0.6129085453952732	0.6316700457294055	0.6722966136322168	0.6383214198931015	0.6386922109731271	0.6293647834911248	0.6243850585575313	0.6125584025367569	0.6292206212335264	0.6115822580012885	0.5993691525818889	0.6287579935955241	0.6283899494063659	0.6270164864418182	0.6272830016900632	0.630530208583334	0.6259156038946624	0.6228256964074687	0.6300926769757114	0.6270503108154314	0.6197227740548148	0.28578566572653913	0.3731826305502503	0.3581276036316549	0.3949256672530286	0.36177135626041557	0.32536941163428285	0.32488811656616867	0.29984130025206795	0.317516676748819	0.2756217736989776
F14H1B	0.2575937148461217	0.28106982876994024	0.2754925601572208	0.2851659467789522	0.2979959867306202	0.23746545251947104	0.250100160508312	0.27690793007757586	0.15738893765498901	0.24469056907828457	0.2611791730394846	0.29154182444435806	0.2612250539690474	0.24597660141343192	0.28701958699496766	0.2790171821724246	0.23611487531030792	0.3067807250973905	0.261088853252078	0.27113547841594626	0.22418682302526163	0.24409524427596965	0.16329551253094182	0.24565195620353225	0.2843179908376004	0.2434113439716955	0.23224650004124225	0.2639397932841053	0.0	0.23296588271437635	0.23381566627542302	0.2235888438486083	0.2550978788282233	0.27536489539668046	0.2023304475033239	0.5575090718694422	0.5510706020964965	0.5680307109608679	0.5512228779267215	0.5699843782608539	0.6106109461636652	0.5766357524245499	0.5770065435045755	0.5676791160225731	0.5626993910889797	0.5508727350682052	0.5675349537649748	0.5498965905327369	0.5376834851133373	0.5670723261269724	0.5667042819378143	0.5653308189732665	0.5655973342215116	0.5688445411147823	0.5642299364261107	0.561140028938917	0.5684070095071597	0.5653646433468797	0.5580371065862632	0.22409999825798743	0.3114969630816986	0.2964419361631032	0.3332399997844769	0.30008568879186387	0.26368374416573115	0.26320244909761703	0.23815563278351626	0.2558310092802673	0.21393610623042594
F7H1	0.3138105071897606	0.3372866211135791	0.3317093525008597	0.3413827391225911	0.3542127790742591	0.2936822448631099	0.30631695285195093	0.33312472242121477	0.2136057299986279	0.3009073614219234	0.3173959653831235	0.3477586167879969	0.31744184631268624	0.30219339375707077	0.3432363793386065	0.3352339745160635	0.2923316676539468	0.3629975174410294	0.3173056455957169	0.3273522707595852	0.2804036153689005	0.30031203661960854	0.21951230487458073	0.30186874854717116	0.3405347831812393	0.2996281363153344	0.28846329238488116	0.3201565856277442	0.23296588271437635	0.0	0.1827719878485227	0.172545165421708	0.20405420040132305	0.22432121696978014	0.25854723984696276	0.6137258642130811	0.6072873944401354	0.6242475033045067	0.6074396702703604	0.6262011706044928	0.666827738507304	0.6328525447681888	0.6332233358482143	0.623895908366212	0.6189161834326186	0.6070895274118441	0.6237517461086136	0.6061133828763757	0.5939002774569762	0.6232891184706113	0.6229210742814532	0.6215476113169054	0.6218141265651504	0.6250613334584212	0.6204467287697496	0.6173568212825559	0.6246238018507986	0.6215814356905186	0.614253898929902	0.28031679060162634	0.3677137554253375	0.3526587285067421	0.3894567921281158	0.3563024811355028	0.31990053650937006	0.3194192414412559	0.29437242512715517	0.3120478016239062	0.2701528985740648
31021	0.3146602907508073	0.3381364046746258	0.3325591360619064	0.3422325226836378	0.3550625626353058	0.2945320284241566	0.30716673641299763	0.33397450598226147	0.2144555135596746	0.3017571449829701	0.3182457489441702	0.3486084003490436	0.31829162987373294	0.3030431773181175	0.3440861628996532	0.3360837580771102	0.2931814512149935	0.36384730100207613	0.3181554291567636	0.3282020543206319	0.2812533989299472	0.30116182018065524	0.22036208843562743	0.30271853210821786	0.341384566742286	0.3004779198763811	0.28931307594592787	0.3210063691887909	0.23381566627542302	0.1827719878485227	0.0	0.15157606234356374	0.1830850973231788	0.20335211389163588	0.25939702340800946	0.6145756477741278	0.608137178001182	0.6250972868655534	0.6082894538314071	0.6270509541655395	0.6676775220683507	0.6337023283292355	0.634073119409261	0.6247456919272587	0.6197659669936653	0.6079393109728908	0.6246015296696603	0.6069631664374224	0.5947500610180229	0.624138902031658	0.6237708578424999	0.6223973948779521	0.6226639101261972	0.6259111170194679	0.6212965123307963	0.6182066048436026	0.6254735854118453	0.6224312192515653	0.6151036824909487	0.28116657416267304	0.3685635389863842	0.3535085120677888	0.3903065756891625	0.3571522646965495	0.32075032007041676	0.3202690250023026	0.29522220868820187	0.3128975851849529	0.27100268213511153
S2Hp	0.3044334683239926	0.3279095822478111	0.3223323136350917	0.3320057002568231	0.34483574020849106	0.2843052059973419	0.2969399139861829	0.32374768355544675	0.20422869113285988	0.2915303225561554	0.30801892651735546	0.3383815779222289	0.3080648074469182	0.29281635489130275	0.3338593404728385	0.3258569356502955	0.2829546287881788	0.3536204785752614	0.3079286067299489	0.31797523189381716	0.2710265765031325	0.2909349977538405	0.21013526600881272	0.29249170968140314	0.3311577443154713	0.2902510974495664	0.27908625351911315	0.31077954676197617	0.2235888438486083	0.172545165421708	0.15157606234356374	0.0	0.12634968687441725	0.14661670344287434	0.24917020098119474	0.604348825347313	0.5979103555743673	0.6148704644387387	0.5980626314045924	0.6168241317387247	0.657450699641536	0.6234755059024207	0.6238462969824463	0.614518869500444	0.6095391445668505	0.5977124885460761	0.6143747072428456	0.5967363440106077	0.5845232385912081	0.6139120796048433	0.6135440354156851	0.6121705724511374	0.6124370876993824	0.6156842945926532	0.6110696899039816	0.6079797824167879	0.6152467629850306	0.6122043968247506	0.604876860064134	0.2709397517358583	0.3583367165595695	0.3432816896409741	0.3800797532623478	0.34692544226973476	0.31052349764360204	0.31004220257548787	0.28499538626138715	0.3026707627581382	0.2607758597082968
S22Hp	0.33594250330360764	0.35941861722742613	0.35384134861470673	0.3635147352364381	0.3763447751881061	0.315814240976957	0.3284489489657979	0.3552567185350618	0.23573772611247493	0.3230393575357705	0.3395279614969705	0.36989061290184394	0.33957384242653327	0.32432538987091786	0.36536837545245354	0.3573659706299105	0.31446366376779383	0.38512951355487646	0.3394376417095639	0.34948426687343215	0.30253561148274755	0.32244403273345557	0.24164430098842776	0.3240007446610182	0.36266677929508634	0.32176013242918144	0.3105952884987282	0.3422885817415912	0.2550978788282233	0.20405420040132305	0.1830850973231788	0.12634968687441725	0.0	0.09687566184032129	0.2806792359608098	0.635857860326928	0.6294193905539824	0.6463794994183538	0.6295716663842075	0.6483331667183398	0.6889597346211511	0.6549845408820358	0.6553553319620613	0.646027904480059	0.6410481795464655	0.629221523525691	0.6458837422224606	0.6282453789902227	0.6160322735708232	0.6454211145844584	0.6450530703953001	0.6436796074307525	0.6439461226789975	0.6471933295722683	0.6425787248835966	0.6394888173964028	0.6467557979646457	0.6437134318043656	0.6363858950437491	0.30244878671547337	0.38984575153918455	0.37479072462058916	0.41158878824196277	0.37843447724934975	0.3420325326232171	0.3415512375551029	0.3165044212410022	0.33417979773775325	0.29228489468791186
31749	0.35620951987206473	0.3796856337958832	0.3741083651831638	0.3837817518048952	0.3966117917565632	0.33608125754541407	0.348715965534255	0.3755237351035189	0.25600474268093204	0.3433063741042276	0.3597949780654276	0.390157629470301	0.35984085899499035	0.34459240643937494	0.38563539202091063	0.3776329871983676	0.3347306803362509	0.40539653012333354	0.359704658278021	0.36975128344188923	0.32280262805120463	0.34271104930191265	0.26191131755688485	0.3442677612294753	0.3829337958635434	0.34202714899763853	0.3308623050671853	0.3625555983100483	0.27536489539668046	0.22432121696978014	0.20335211389163588	0.14661670344287434	0.09687566184032129	0.0	0.3009462525292669	0.6561248768953851	0.6496864071224395	0.6666465159868109	0.6498386829526646	0.6686001832867969	0.7092267511896082	0.6752515574504929	0.6756223485305184	0.6662949210485161	0.6613151961149226	0.6494885400941481	0.6661507587909177	0.6485123955586798	0.6362992901392803	0.6656881311529155	0.6653200869637572	0.6639466239992096	0.6642131392474546	0.6674603461407254	0.6628457414520537	0.6597558339648599	0.6670228145331027	0.6639804483728227	0.6566529116122062	0.32271580328393046	0.41011276810764163	0.39505774118904624	0.43185580481041985	0.39870149381780684	0.3622995491916742	0.36181825412356	0.3367714378094593	0.35444681430621033	0.31255191125636894
31009	0.1900028144362763	0.21347892836009486	0.20790165974737543	0.2175750463691068	0.2304050863207748	0.16987455210962565	0.20826645991611786	0.2350742294853817	0.11555523706279486	0.2125799562172369	0.22906856017843696	0.2594312115833104	0.22911444110799972	0.21386598855238426	0.25490897413392	0.24690656931137694	0.2040042624492603	0.2879168176084359	0.24222494576312337	0.2522715709269916	0.205322915536307	0.225231336787015	0.1633718342187121	0.24572827789130253	0.2843943125253707	0.24348766565946578	0.23232282172901253	0.26401611497187555	0.2023304475033239	0.25854723984696276	0.25939702340800946	0.24917020098119474	0.2806792359608098	0.3009462525292669	0.0	0.44755171839946134	0.44111324862651563	0.458073357490887	0.44126552445674067	0.46002702479087304	0.5006535926936844	0.46667839895456903	0.4670491900345946	0.4577217625525923	0.45274203761899884	0.44091538159822435	0.4575776002949939	0.439939237062756	0.42772613164335643	0.4571149726569916	0.45674692846783344	0.45537346550328567	0.4556399807515307	0.45888718764480146	0.4542725829561299	0.45118267546893615	0.45844965603717885	0.4554072898768989	0.4480797531162823	0.11414264478800662	0.23658352321077078	0.2215284962921754	0.258326559913549	0.225172248920936	0.18877030429480332	0.1956115486877716	0.17056473237367087	0.18824010887042192	0.14634520582058055
f15pp	0.5451814388023947	0.5686575527262132	0.5630802841134938	0.5727536707352251	0.5855837106868931	0.525053176475744	0.5634450842822362	0.5902528538515	0.47073386142891316	0.5677585805833552	0.5842471845445553	0.6146098359494288	0.5842930654741181	0.5690446129185025	0.6100875985000382	0.6020851936774952	0.5591828868153785	0.6430954419745543	0.5974035701292417	0.60745019529311	0.5605015399024253	0.5804099611531333	0.5185504585848304	0.6009069022574208	0.639572936891489	0.5986662900255841	0.5875014460951309	0.6191947393379938	0.5575090718694422	0.6137258642130811	0.6145756477741278	0.604348825347313	0.635857860326928	0.6561248768953851	0.44755171839946134	0.0	0.051745458507753	0.06870556737212435	0.05189773433797798	0.08455940914463664	0.12518597704744783	0.09121078330833254	0.09158157438835815	0.08225414690635582	0.07727442197276238	0.06544776595198788	0.08210998464875743	0.06447162141651958	0.05225851599711997	0.08164735701075515	0.08127931282159695	0.07990584985704927	0.08017236510529424	0.08341957199856498	0.0788049673098935	0.07571505982269974	0.08298204039094237	0.0799396742306624	0.07261213747004583	0.44826423720382363	0.591762147576889	0.5767071206582937	0.6135051842796673	0.5803508732870544	0.5439489286609216	0.5507901730538899	0.5257433567397892	0.5434187332365402	0.5015238301866989
w24pp	0.538742969029449	0.5622190829532675	0.556641814340548	0.5663152009622794	0.5791452409139475	0.5186147067027983	0.5570066145092905	0.5838143840785543	0.46429539165596745	0.5613201108104096	0.5778087147716096	0.6081713661764829	0.5778545957011723	0.5626061431455569	0.6036491287270926	0.5956467239045495	0.5527444170424328	0.6366569722016084	0.5909651003562959	0.6010117255201641	0.5540630701294795	0.5739714913801877	0.5121119888118847	0.5944684324844751	0.6331344671185433	0.5922278202526383	0.5810629763221851	0.6127562695650481	0.5510706020964965	0.6072873944401354	0.608137178001182	0.5979103555743673	0.6294193905539824	0.6496864071224395	0.44111324862651563	0.051745458507753	0.0	0.060431536343023354	0.04362370330887698	0.07812093937169096	0.11874750727450216	0.08477231353538688	0.08514310461541248	0.07581567713341014	0.07083595219981671	0.05900929617904221	0.07567151487581175	0.05803315164357391	0.04582004622417429	0.07520888723780948	0.07484084304865128	0.0734673800841036	0.07373389533234857	0.07698110222561931	0.07236649753694782	0.06927659004975406	0.0765435706179967	0.07350120445771673	0.06617366769710015	0.441825767430878	0.5853236778039433	0.570268650885348	0.6070667145067217	0.5739124035141085	0.5375104588879759	0.5443517032809442	0.5193048869668435	0.5369802634635945	0.4950853604137532
w32pp	0.5557030778938203	0.5791791918176389	0.5736019232049194	0.5832753098266508	0.5961053497783189	0.5355748155671697	0.5739667233736618	0.6007744929429257	0.48125550052033883	0.5782802196747809	0.5947688236359809	0.6251314750408543	0.5948147045655436	0.5795662520099283	0.620609237591464	0.6126068327689209	0.5697045259068042	0.6536170810659798	0.6079252092206673	0.6179718343845355	0.5710231789938509	0.590931600244559	0.5290720976762561	0.6114285413488465	0.6500945759829146	0.6091879291170097	0.5980230851865564	0.6297163784294195	0.5680307109608679	0.6242475033045067	0.6250972868655534	0.6148704644387387	0.6463794994183538	0.6666465159868109	0.458073357490887	0.06870556737212435	0.060431536343023354	0.0	0.052182127927941455	0.09508104823606231	0.1357076161388735	0.10173242239975823	0.10210321347978384	0.0927757859977815	0.08779606106418807	0.07596940504341355	0.0926316237401831	0.07499326050794526	0.06278015508854565	0.09216899610218084	0.09180095191302264	0.09042748894847495	0.09069400419671993	0.09394121108999066	0.08932660640131918	0.08623669891412541	0.09350367948236805	0.09046131332208808	0.0831337765614715	0.45878587629524936	0.6022837866683147	0.5872287597497193	0.624026823371093	0.5908725123784799	0.5544705677523473	0.5613118121453156	0.5362649958312149	0.5539403723279659	0.5120454692781246
w16pp	0.538895244859674	0.5623713587834925	0.5567940901707731	0.5664674767925044	0.5792975167441725	0.5187669825330233	0.5571588903395155	0.5839666599087794	0.4644476674861925	0.5614723866406346	0.5779609906018346	0.608323642006708	0.5780068715313973	0.5627584189757819	0.6038014045573177	0.5957989997347746	0.5528966928726579	0.6368092480318335	0.5911173761865209	0.6011640013503892	0.5542153459597046	0.5741237672104127	0.5122642646421097	0.5946207083147002	0.6332867429487683	0.5923800960828633	0.5812152521524101	0.6129085453952732	0.5512228779267215	0.6074396702703604	0.6082894538314071	0.5980626314045924	0.6295716663842075	0.6498386829526646	0.44126552445674067	0.05189773433797798	0.04362370330887698	0.052182127927941455	0.0	0.07827321520191594	0.11889978310472714	0.08492458936561186	0.08529538044563746	0.07596795296363512	0.07098822803004169	0.05916157200926719	0.07582379070603673	0.05818542747379889	0.04597232205439927	0.07536116306803446	0.07499311887887626	0.07361965591432858	0.07388617116257355	0.07713337805584429	0.0725187733671728	0.06942886587997904	0.07669584644822168	0.0736534802879417	0.06632594352732513	0.44197804326110296	0.5854759536341684	0.570420926715573	0.6072189903369467	0.5740646793443336	0.5376627347182009	0.5445039791111692	0.5194571627970686	0.5371325392938195	0.4952376362439782
w15pp	0.5576567451938064	0.5811328591176249	0.5755555905049055	0.5852289771266368	0.5980590170783049	0.5375284828671557	0.5759203906736479	0.6027281602429118	0.48320916782032486	0.580233886974767	0.596722490935967	0.6270851423408403	0.5967683718655297	0.5815199193099143	0.62256290489145	0.614560500068907	0.5716581932067902	0.6555707483659658	0.6098788765206533	0.6199255016845215	0.5729768462938369	0.5928852675445451	0.5310257649762421	0.6133822086488325	0.6520482432829007	0.6111415964169957	0.5999767524865425	0.6316700457294055	0.5699843782608539	0.6262011706044928	0.6270509541655395	0.6168241317387247	0.6483331667183398	0.6686001832867969	0.46002702479087304	0.08455940914463664	0.07812093937169096	0.09508104823606231	0.07827321520191594	0.0	0.09402184369794894	0.060046649958833666	0.060417441038859265	0.051090013556856925	0.06460878105434584	0.052782125033571325	0.06944434373034088	0.05180598049810303	0.04646830088208339	0.07585714189571857	0.07548909770656037	0.0741156347420127	0.07438214999025766	0.0776293568835284	0.07301475219485692	0.06992484470766316	0.07719182527590579	0.07414945911562582	0.06682192235500925	0.4607395435952354	0.6042374539683008	0.5891824270497054	0.6259804906710791	0.592826179678466	0.5564242350523333	0.5632654794453016	0.5382186631312009	0.5558940396279519	0.5139991365781106
s23pp	0.5982833130966176	0.6217594270204362	0.6161821584077167	0.6258555450294481	0.6386855849811162	0.578155050769967	0.6165469585764591	0.643354728145723	0.5238357357231361	0.6208604548775782	0.6373490588387782	0.6677117102436516	0.6373949397683409	0.6221464872127256	0.6631894727942613	0.6551870679717182	0.6122847611096015	0.6961973162687771	0.6505054444234646	0.6605520695873328	0.6136034141966482	0.6335118354473563	0.5716523328790534	0.6540087765516438	0.692674811185712	0.651768164319807	0.6406033203893537	0.6722966136322168	0.6106109461636652	0.666827738507304	0.6676775220683507	0.657450699641536	0.6889597346211511	0.7092267511896082	0.5006535926936844	0.12518597704744783	0.11874750727450216	0.1357076161388735	0.11889978310472714	0.09402184369794894	0.0	0.06287478714026722	0.09483441922142798	0.09097231688198282	0.10523534895715705	0.09340869293638254	0.11007091163315208	0.09243254840091425	0.0870948687848946	0.11648370979852979	0.11611566560937159	0.1147422026448239	0.11500871789306888	0.11825592478633962	0.11364132009766811	0.11055141261047435	0.117818393178717	0.11477602701843703	0.10744849025782044	0.5013661114980467	0.644864021871112	0.6298089949525166	0.6666070585738904	0.6334527475812772	0.5970508029551446	0.6038920473481129	0.5788452310340122	0.5965206075307632	0.5546257044809219
w29pp	0.5643081193575024	0.5877842332813209	0.5822069646686014	0.5918803512903328	0.6047103912420009	0.5441798570308517	0.5825717648373439	0.6093795344066077	0.48986054198402085	0.586885261138463	0.603373865099663	0.6337365165045363	0.6034197460292257	0.5881712934736103	0.629214279055146	0.6212118742326029	0.5783095673704862	0.6622221225296618	0.6165302506843493	0.6265768758482175	0.5796282204575329	0.5995366417082411	0.5376771391399381	0.6200335828125285	0.6586996174465967	0.6177929705806917	0.6066281266502385	0.6383214198931015	0.5766357524245499	0.6328525447681888	0.6337023283292355	0.6234755059024207	0.6549845408820358	0.6752515574504929	0.46667839895456903	0.09121078330833254	0.08477231353538688	0.10173242239975823	0.08492458936561186	0.060046649958833666	0.06287478714026722	0.0	0.06085922548231269	0.056997123142867534	0.07126015521804177	0.05943349919726726	0.0760957178940368	0.05845735466179896	0.05311967504577931	0.0825085160594145	0.0821404718702563	0.08076700890570862	0.0810335241539536	0.08428073104722433	0.07966612635855283	0.07657621887135907	0.08384319943960172	0.08080083327932175	0.07347329651870516	0.4673909177589313	0.6108888281319967	0.5958338012134013	0.6326318648347751	0.599477553842162	0.5630756092160293	0.5699168536089976	0.5448700372948969	0.5625454137916479	0.5206505107418066
