	f20ppB	f16ppA	f14ppA	w4pp	w25pp	f10pp	s2pp	w13pp	w15pp	s22pp	w10pp	w9pp	s27pp	s26pp	s28pp	s1pp	S12Hp	f31pp	F14H1B	S3Hp	31750	F7H1	S26Hp	530167	31160	F6H1	S19H1	S1Hp	S6Hp	F23HpA	S9H1	S22Hp	S18H1	S20H1	F14H1A	530055	F29H1	S15Hp	s24pp	f26pp	s7pp	s6pp	f30pp	530451	f4pp	f23ppA	f18pp	f21pp	f6ppB	s3pp	w3pp	w6pp	w30pp	f23ppB	f6ppA	f2pp	530295	f16ppB	f8pp	f3pp	w17pp	f17ppA	f1pp	f22ppA	s31pp	S31Hp	w21pp	s13pp	f7pp	f25pp	f12ppA	f14ppB
31750	0.39850010489321447	0.35335361181248964	0.40203230204280527	0.37325706563143946	0.3784921863603204	0.41535687976721664	0.37174820920424867	0.38167931773298247	0.40388758281300574	0.36489696133777405	0.3815659342087141	0.35035626445803153	0.4347780901104434	0.35972251431059005	0.35536367574886535	0.3603636476416464	0.42301020889854213	0.3174827968974729	0.2377623513488613	0.21936452708616633	0.0	0.3795165560930015	0.36613294721628664	0.3342670935283002	0.3259916055776372	0.3869149209026631	0.3964752513439673	0.36651715887933484	0.4772519765003779	0.5056189744675995	0.4301555666470184	0.3978296006672014	0.3341740187810057	0.4193845003761685	0.42465732336892614	0.39452769453665865	0.4434379065522916	0.38173598572932516	0.4495421367467759	0.4014580816628695	0.3986973827799558	0.41632523741034316	0.4310579617312144	0.47567304534431365	0.381658193337239	0.40502655641516994	0.3812966576410398	0.39056370562384995	0.40809466428355423	0.4429665253379562	0.4341404807688294	0.4573500829094319	0.42637930709635385	0.40941416926323937	0.3830069610732043	0.37882870145323877	0.46713924045328414	0.37883418462998997	0.3924284071698988	0.4361247852219222	0.44480108732652157	0.4254953366892156	0.42320485836966193	0.4449066743305863	0.42738144531967553	0.46589855205444974	0.3739934548929041	0.36058842175121397	0.37487246703553495	0.3658995179513399	0.38608906130050075	0.34382475998011824
F7H1	0.44736560963270044	0.4022191165519756	0.45089780678229124	0.42212257037092543	0.42735769109980637	0.4642223845067026	0.42061371394373465	0.43054482247246845	0.4527530875524918	0.41376246607726	0.4304314389482	0.3992217691975175	0.48364359484992936	0.408588019050076	0.4042291804883513	0.40922915238113244	0.47187571363802816	0.36634830163695886	0.41742274164086607	0.3990249173781711	0.3795165560930015	0.0	0.35917439275467106	0.32730853906668467	0.3190330511160216	0.43578042564214914	0.44534075608345336	0.4153826636188208	0.5261174812398639	0.5544844792070855	0.4790210713865044	0.44669510540668744	0.38303952352049175	0.4682500051156545	0.4735228281084122	0.4433931992761446	0.49230341129177757	0.43060149046881113	0.4984076414862618	0.4503235864023555	0.44756288751944173	0.46519074214982914	0.4799234664707004	0.5245385500837996	0.43052369807672497	0.4538920611546559	0.43016216238052585	0.43942921036333593	0.45696016902304026	0.4918320300774422	0.48300598550831536	0.5062155876489178	0.47524481183583983	0.4582796740027254	0.4318724658126903	0.42769420619272475	0.5160047451927702	0.42769968936947594	0.4412939119093848	0.48499028996140814	0.4936665920660075	0.47436084142870155	0.4720703631091479	0.4937721790700723	0.4762469500591615	0.5147640567939358	0.42285895963239006	0.40945392649069995	0.4237379717750209	0.4147650226908259	0.4349545660399867	0.3926902647196042
S26Hp	0.43398200075598553	0.3888355076752607	0.43751419790557633	0.4087389614942105	0.41397408222309146	0.4508387756299877	0.40723010506701973	0.41716121359575353	0.4393694786757768	0.4003788572005451	0.41704783007148516	0.3858381603208026	0.47025998597321444	0.3952044101733611	0.3908455716116364	0.3958455435044175	0.4584921047613132	0.35296469276024395	0.40403913276415115	0.38564130850145617	0.36613294721628664	0.35917439275467106	0.0	0.08607716914896213	0.16800471115013044	0.42239681676543417	0.43195714720673845	0.40199905474210595	0.5127338723631489	0.5411008703303706	0.4656374625097895	0.4333114965299725	0.36965591464377684	0.4548663962389396	0.4601392192316972	0.43000959039942976	0.47891980241506266	0.4172178815920962	0.48502403260954696	0.43693997752564057	0.4341792786427269	0.4518071332731142	0.4665398575939855	0.5111549412070847	0.41714008920001006	0.440508452277941	0.4167785535038109	0.426045601486621	0.4435765601463253	0.4784484212007273	0.46962237663160045	0.49283197877220297	0.4618612029591249	0.44489606512601043	0.4184888569359754	0.41431059731600983	0.5026211363160552	0.41431608049276103	0.42791030303266986	0.4716066810846933	0.48028298318929263	0.46097723255198664	0.458686754232433	0.48038857019335734	0.4628633411824466	0.5013804479172208	0.40947535075567515	0.39607031761398503	0.410354362898306	0.40138141381411097	0.4215709571632718	0.3793066558428893
530167	0.40211614706799914	0.3569696539872743	0.40564834421758994	0.37687310780622413	0.38210822853510507	0.4189729219420013	0.37536425137903334	0.38529535990776714	0.40750362498779047	0.3685130035125587	0.3851819763834987	0.3539723066328162	0.43839413228522806	0.3633385564853747	0.35897971792365	0.36397968981643114	0.42662625107332686	0.32109883907225756	0.37217327907616476	0.3537754548134698	0.3342670935283002	0.32730853906668467	0.08607716914896213	0.0	0.13613885746214405	0.39053096307744783	0.40009129351875206	0.3701332010541195	0.48086801867516255	0.5092350166423842	0.4337716088218031	0.40144564284198614	0.33779006095579045	0.4230005425509532	0.42827336554371087	0.3981437367114433	0.44705394872707627	0.38535202790410983	0.4531581789215605	0.4050741238376542	0.40231342495474043	0.41994127958512784	0.4346740039059991	0.47928908751909827	0.38527423551202367	0.4086425985899546	0.38491269981582454	0.3941797477986346	0.41171070645833896	0.4465825675127409	0.43775652294361406	0.4609661250842165	0.4299953492711385	0.4130302114380241	0.386623003247989	0.38244474362802344	0.47075528262806887	0.38245022680477464	0.39604444934468347	0.43974082739670683	0.4484171295013062	0.42911137886400025	0.4268209005444466	0.448522716505371	0.4309974874944602	0.4695145942292344	0.37760949706768876	0.36420446392599864	0.3784885092103196	0.3695155601261246	0.3897051034752854	0.3474408021549029
31160	0.39384065911733607	0.34869416603661124	0.39737285626692687	0.36859761985556105	0.373832740584442	0.41069743399133823	0.36708876342837027	0.37701987195710407	0.39922813703712734	0.36023751556189565	0.3769064884328357	0.34569681868215313	0.430118644334565	0.35506306853471165	0.35070422997298695	0.355704201865768	0.4183507631226637	0.3128233511215945	0.3638977911255017	0.3454999668628067	0.3259916055776372	0.3190330511160216	0.16800471115013044	0.13613885746214405	0.0	0.3822554751267847	0.391815805568089	0.3618577131034565	0.47259253072449947	0.5009595286917211	0.42549612087114	0.393170154891323	0.3295145730051274	0.41472505460029013	0.41999787759304774	0.3898682487607803	0.4387784607764132	0.37707653995344675	0.4448826909708975	0.3967986358869911	0.3940379370040774	0.41166579163446476	0.426398515955336	0.47101359956843525	0.3769987475613606	0.40036711063929153	0.3766372118651614	0.38590425984797155	0.40343521850767583	0.4383070795620778	0.429481034992951	0.4526906371335535	0.42171986132047545	0.40475472348736097	0.3783475152973259	0.37416925567736037	0.46247979467740574	0.37417473885411157	0.3877689613940204	0.4314653394460438	0.44014164155064317	0.4208358909133372	0.41854541259378353	0.4402472285547079	0.42272199954379713	0.46123910627857134	0.3693340091170257	0.35592897597533557	0.37021302125965655	0.3612400721754615	0.38142961552462235	0.33916531420423984
F6H1	0.42962448613180104	0.3844779930510762	0.43315668328139184	0.40438144687002603	0.40961656759890697	0.4464812610058032	0.40287259044283524	0.41280369897156904	0.43501196405159237	0.3960213425763606	0.4126903154473006	0.3814806456966181	0.46590247134902996	0.3908468955491766	0.3864880569874519	0.39148802888023304	0.45413459013712876	0.34860717813605946	0.4248211064505276	0.40642328218783264	0.3869149209026631	0.43578042564214914	0.42239681676543417	0.39053096307744783	0.3822554751267847	0.0	0.19532039947483376	0.16536230701020127	0.4729737376321519	0.5013407355993735	0.42587732777879245	0.39355136179897543	0.32989577991277974	0.4151062615079425	0.42037908450070016	0.39024945566843267	0.47456228779087817	0.41286036696791173	0.4806665179853624	0.4325824629014561	0.42982176401854233	0.44744961864892974	0.462182342969801	0.5067974265829002	0.41278257457582557	0.4361509376537565	0.41242103887962644	0.42168808686243653	0.43921904552214086	0.4740909065765428	0.46526486200741596	0.48847446414801843	0.45750368833494043	0.440538550501826	0.4141313423117909	0.40995308269182534	0.4982636216918708	0.40995856586857654	0.42355278840848537	0.46724916646050874	0.4759254685651081	0.45661971792780215	0.4543292396082485	0.4760310555691729	0.4585058265582621	0.4970229332930363	0.40511783613149066	0.39171280298980055	0.4059968482741215	0.3970238991899265	0.4172134425390873	0.3749491412187048
S19H1	0.43918481657310526	0.39403832349238044	0.44271701372269606	0.41394177731133025	0.4191768980402112	0.45604159144710743	0.41243292088413946	0.42236402941287327	0.4445722944928966	0.40558167301766485	0.42225064588860484	0.3910409761379223	0.4754628017903342	0.40040722599048084	0.39604838742875614	0.40104835932153726	0.463694920578433	0.3581675085773637	0.4343814368918319	0.4159836126291369	0.3964752513439673	0.44534075608345336	0.43195714720673845	0.40009129351875206	0.391815805568089	0.19532039947483376	0.0	0.094267475108325	0.4825340680734561	0.5109010660406778	0.4354376582200967	0.40311169224027965	0.339456110354084	0.4246665919492468	0.4299394149420044	0.39980978610973694	0.4841226182321824	0.42242069740921595	0.49022684842666664	0.4421427933427603	0.43938209445984655	0.45700994909023396	0.4717426734111052	0.5163577570242044	0.4223429050171298	0.44571126809506073	0.42198136932093067	0.43124841730374075	0.4487793759634451	0.483651237017847	0.4748251924487202	0.49803479458932265	0.46706401877624465	0.4500988809431302	0.4236916727530951	0.41951341313312956	0.507823952133175	0.41951889630988076	0.4331131188497896	0.47680949690181296	0.4854857990064123	0.46618004836910637	0.4638895700495527	0.48559138601047713	0.46806615699956633	0.5065832637343406	0.4146781665727949	0.40127313343110477	0.41555717871542575	0.4065842296312307	0.42677377298039154	0.38450947166000904
S1Hp	0.4092267241084728	0.36408023102774795	0.41275892125806357	0.38398368484669776	0.3892188055755787	0.42608349898247494	0.382474828419507	0.3924059369482408	0.41461420202826405	0.37562358055303235	0.3922925534239724	0.36108288367328983	0.4455047093257017	0.37044913352584835	0.36609029496412365	0.3710902668569047	0.43373682811380043	0.3282094161127312	0.4044233444271994	0.3860255201645044	0.36651715887933484	0.4153826636188208	0.40199905474210595	0.3701332010541195	0.3618577131034565	0.16536230701020127	0.094267475108325	0.0	0.4525759756088236	0.48094297357604526	0.4054795657554642	0.37315359977564716	0.3094980178894515	0.3947084994846143	0.3999813224773719	0.3698516936451044	0.4541645257675499	0.39246260494458346	0.4602687559620342	0.4121847008781278	0.4094240019952141	0.42705185662560147	0.4417845809464727	0.48639966455957195	0.3923848125524973	0.41575317563042824	0.3920232768562981	0.40129032483910826	0.41882128349881254	0.4536931445532145	0.4448670999840877	0.4680767021246902	0.43710592631161216	0.4201407884784977	0.3937335802884626	0.3895553206684971	0.47786585966854245	0.38956080384524827	0.4031550263851571	0.4468514044371805	0.4555277065417799	0.4362219559044739	0.43393147758492023	0.4556332935458446	0.43810806453493384	0.47662517126970805	0.3847200741081624	0.3713150409664723	0.38559908625079325	0.3766261371665982	0.39681568051575905	0.35455137919537655
S6Hp	0.5199615417295158	0.4748150486487909	0.5234937388791066	0.49471850246774074	0.4999536231966217	0.5368183166035179	0.49320964604054995	0.5031407545692838	0.525349019649307	0.48635839817407533	0.5030273710450154	0.4718177012943328	0.5562395269467446	0.48118395114689133	0.47682511258516663	0.4818250844779477	0.5444716457348434	0.43894423373377417	0.5151581620482424	0.4967603377855474	0.4772519765003779	0.5261174812398639	0.5127338723631489	0.48086801867516255	0.47259253072449947	0.4729737376321519	0.4825340680734561	0.4525759756088236	0.0	0.4235209425452854	0.49305420699231306	0.460728241012496	0.39707265912630035	0.4822831407214631	0.4875559637142207	0.4574263348819533	0.5648993433885929	0.5031974225656264	0.5710035735830772	0.5229195184991707	0.5201588196162571	0.5377866742466444	0.5525193985675156	0.5971344821806149	0.5031196301735402	0.5264879932514712	0.5027580944773411	0.5120251424601513	0.5295561011198555	0.5644279621742575	0.5556019176051307	0.5788115197457332	0.5478407439326551	0.5308756060995407	0.5044683979095056	0.50029013828954	0.5886006772895854	0.5002956214662913	0.5138898440062001	0.5575862220582235	0.5662625241628229	0.5469567735255169	0.5446662952059632	0.5663681111668876	0.5488428821559768	0.587359988890751	0.49545489172920537	0.48204985858751526	0.49633390387183624	0.4873609547876412	0.507550498136802	0.46528619681641953
F23HpA	0.5483285396967374	0.5031820466160126	0.5518607368463282	0.5230855004349624	0.5283206211638434	0.5651853145707395	0.5215766440077716	0.5315077525365054	0.5537160176165287	0.514725396141297	0.531394369012237	0.5001846992615544	0.5846065249139663	0.5095509491141129	0.5051921105523883	0.5101920824451693	0.572838643702065	0.4673112317009958	0.543525160015464	0.525127335752769	0.5056189744675995	0.5544844792070855	0.5411008703303706	0.5092350166423842	0.5009595286917211	0.5013407355993735	0.5109010660406778	0.48094297357604526	0.4235209425452854	0.0	0.5214212049595347	0.48909523897971774	0.42543965709352205	0.5106501386886848	0.5159229616814425	0.4857933328491749	0.5932663413558146	0.531564420532848	0.5993705715502988	0.5512865164663924	0.5485258175834787	0.566153672213866	0.5808863965347373	0.6255014801478366	0.5314866281407619	0.5548549912186929	0.5311250924445627	0.5403921404273729	0.5579230990870772	0.5927949601414791	0.5839689155723523	0.6071785177129548	0.5762077418998768	0.5592426040667623	0.5328353958767272	0.5286571362567617	0.6169676752568071	0.5286626194335129	0.5422568419734217	0.5859532200254451	0.5946295221300445	0.5753237714927385	0.5730332931731849	0.5947351091341092	0.5772098801231984	0.6157269868579727	0.523821889696427	0.5104168565547369	0.5247009018390579	0.5157279527548628	0.5359174961040236	0.49365319478364117
S9H1	0.4728651318761563	0.4277186387954315	0.4763973290257471	0.4476220926143813	0.45285721334326223	0.4897219067501585	0.4461132361871905	0.4560443447159243	0.47825260979594764	0.4392619883207159	0.4559309611916559	0.42472129144097337	0.5091431170933852	0.4340875412935319	0.4297287027318072	0.4347286746245883	0.497375235881484	0.3918478238804147	0.46806175219488294	0.44966392793218796	0.4301555666470184	0.4790210713865044	0.4656374625097895	0.4337716088218031	0.42549612087114	0.42587732777879245	0.4354376582200967	0.4054795657554642	0.49305420699231306	0.5214212049595347	0.0	0.3530040376574759	0.3407074607878461	0.42591794238300884	0.43119076537576645	0.40106113654349895	0.5178029335352334	0.456101012712267	0.5239071637297177	0.47582310864581134	0.4730624097628976	0.490690264393285	0.5054229887141563	0.5500380723272554	0.45602322032018083	0.4793915833981118	0.4556616846239817	0.4649287326067918	0.4824596912664961	0.5173315523208981	0.5085055077517712	0.5317151098923737	0.5007443340792956	0.48377919624618126	0.45737198805614615	0.4531937284361806	0.541504267436226	0.4531992116129318	0.46679343415284064	0.510489812204864	0.5191661143094634	0.4998603636721574	0.49756988535260377	0.5192717013135282	0.5017464723026174	0.5402635790373915	0.4483584818758459	0.4349534487341558	0.4492374940184768	0.44026454493428174	0.4604540882834426	0.4181897869630601
S22Hp	0.44053916589633935	0.3953926728156145	0.44407136304593015	0.41529612663456433	0.42053124736344527	0.4573959407703415	0.41378727020737355	0.42371837873610735	0.4459266438161307	0.40693602234089893	0.4236049952118389	0.3923953254611564	0.47681715111356826	0.4017615753137149	0.3974027367519902	0.40240270864477135	0.46504926990166706	0.35952185790059776	0.4357357862150659	0.41733796195237094	0.3978296006672014	0.44669510540668744	0.4333114965299725	0.40144564284198614	0.393170154891323	0.39355136179897543	0.40311169224027965	0.37315359977564716	0.460728241012496	0.48909523897971774	0.3530040376574759	0.0	0.308381494808029	0.39359197640319177	0.39886479939594943	0.36873517056368194	0.48547696755541647	0.42377504673245003	0.4915811977499007	0.4434971426659944	0.44073644378308063	0.45836429841346804	0.4730970227343393	0.5177121063474385	0.42369725434036387	0.4470656174182948	0.42333571864416475	0.43260276662697483	0.45013372528667916	0.4850055863410811	0.47617954177195426	0.49938914391255673	0.46841836809947873	0.4514532302663643	0.4250460220763292	0.42086776245636365	0.5091783014564091	0.42087324563311485	0.4344674681730237	0.47816384622504704	0.4868401483296464	0.46753439769234045	0.4652439193727868	0.4869457353337112	0.4694205063228004	0.5079376130575746	0.41603251589602896	0.40262748275433885	0.41691152803865983	0.4079385789544648	0.4281281223036256	0.3858638209832431
S18H1	0.37688358401014366	0.33173709092941883	0.38041578115973446	0.35164054474836864	0.3568756654772496	0.3937403588841458	0.35013168832117786	0.36006279684991166	0.382271061929935	0.34328044045470324	0.35994941332564323	0.3287397435749607	0.41316156922737257	0.33810599342751924	0.33374715486579454	0.33874712675857566	0.4013936880154714	0.2958662760144021	0.3720802043288703	0.3536823800661753	0.3341740187810057	0.38303952352049175	0.36965591464377684	0.33779006095579045	0.3295145730051274	0.32989577991277974	0.339456110354084	0.3094980178894515	0.39707265912630035	0.42543965709352205	0.3407074607878461	0.308381494808029	0.0	0.17733251947626716	0.1826053424690248	0.22218313060067343	0.4218213856692208	0.36011946484625434	0.42792561586370503	0.3798415607797987	0.37708086189688494	0.39470871652727235	0.4094414408481436	0.4540565244612428	0.3600416724541682	0.3834100355320991	0.35968013675796906	0.36894718474077914	0.3864781434004835	0.4213500044548854	0.4125239598857586	0.43573356202636104	0.40476278621328304	0.3877976483801686	0.3613904401901335	0.35721218057016796	0.4455227195702134	0.35721766374691916	0.370811886286828	0.41450826433885135	0.4231845664434507	0.40387881580614476	0.4015883374865911	0.4232901534475155	0.4057649244366047	0.44428203117137893	0.3523769340098333	0.33897190086814316	0.35325594615246414	0.3442829970682691	0.36447254041742994	0.32220823909704743
S20H1	0.4620940656053064	0.4169475725245816	0.4656262627548972	0.4368510263435314	0.44208614707241234	0.4789508404793086	0.4353421699163406	0.4452732784450744	0.46748154352509774	0.428490922049866	0.445159894920806	0.4139502251701235	0.49837205082253533	0.423316475022682	0.4189576364609573	0.4239576083537384	0.48660416961063413	0.38107675760956483	0.45729068592403305	0.43889286166133806	0.4193845003761685	0.4682500051156545	0.4548663962389396	0.4230005425509532	0.41472505460029013	0.4151062615079425	0.4246665919492468	0.3947084994846143	0.4822831407214631	0.5106501386886848	0.42591794238300884	0.39359197640319177	0.17733251947626716	0.0	0.019955527598973476	0.30739361219583616	0.5070318672643835	0.4453299464414171	0.5131360974588678	0.46505204237496145	0.4622913434920477	0.4799191981224351	0.49465192244330636	0.5392670060564055	0.44525215404933094	0.4686205171272619	0.4448906183531318	0.4541576663359419	0.47168862499564623	0.5065604860500482	0.49773444148092133	0.5209440436215238	0.4899732678084458	0.47300812997533137	0.44660092178529626	0.4424226621653307	0.5307332011653761	0.4424281453420819	0.45602236788199074	0.4997187459340141	0.5083950480386135	0.4890892974013075	0.4867988190817539	0.5085006350426783	0.4909754060317675	0.5294925127665417	0.43758741560499603	0.4241823824633059	0.4384664277476269	0.42949347866343185	0.4496830220125927	0.4074187206922102
F14H1A	0.4673668885980641	0.42222039551733925	0.4708990857476549	0.44212384933628907	0.44735897006517	0.48422366347206625	0.4406149929090983	0.4505461014378321	0.4727543665178554	0.43376374504262366	0.45043271791356365	0.41922304816288114	0.503644873815293	0.42858929801543966	0.42423045945371496	0.4292304313464961	0.4918769926033918	0.3863495806023225	0.46256350891679066	0.44416568465409567	0.42465732336892614	0.4735228281084122	0.4601392192316972	0.42827336554371087	0.41999787759304774	0.42037908450070016	0.4299394149420044	0.3999813224773719	0.4875559637142207	0.5159229616814425	0.43119076537576645	0.39886479939594943	0.1826053424690248	0.019955527598973476	0.0	0.3126664351885938	0.5123046902571412	0.45060276943417477	0.5184089204516255	0.4703248653677191	0.46756416648480537	0.4851920211151928	0.499924745436064	0.5445398290491632	0.4505249770420886	0.47389334012001955	0.4501634413458895	0.45943048932869957	0.4769614479884039	0.5118333090428059	0.5030072644736789	0.5262168666142815	0.49524609080120346	0.47828095296808903	0.4518737447780539	0.4476954851580884	0.5360060241581338	0.4477009683348396	0.4612951908747484	0.5049915689267718	0.5136678710313711	0.4943621203940652	0.49207164207451154	0.513773458035436	0.49624822902452514	0.5347653357592994	0.4428602385977537	0.4294552054560636	0.44373925074038456	0.4347663016561895	0.45495584500535036	0.41269154368496785
530055	0.4372372597657966	0.39209076668507176	0.4407694569153874	0.41199422050402157	0.4172293412329025	0.45409403463979875	0.4104853640768308	0.4204164726055646	0.44262473768558785	0.40363411621035616	0.4203030890812962	0.38909341933061364	0.4735152449830255	0.39845966918317216	0.39410083062144746	0.3991008025142285	0.46174736377112424	0.356219951770055	0.4324338800845232	0.41403605582182823	0.39452769453665865	0.4433931992761446	0.43000959039942976	0.3981437367114433	0.3898682487607803	0.39024945566843267	0.39980978610973694	0.3698516936451044	0.4574263348819533	0.4857933328491749	0.40106113654349895	0.36873517056368194	0.22218313060067343	0.30739361219583616	0.3126664351885938	0.0	0.4821750614248737	0.42047314060190727	0.488279291619358	0.4401952365354516	0.4374345376525379	0.4550623922829253	0.4697951166037965	0.5144102002168958	0.4203953482098211	0.44376371128775205	0.42003381251362193	0.42930086049643207	0.44683181915613635	0.48170368021053833	0.4728776356414115	0.496087237782014	0.46511646196893597	0.4481513241358215	0.4217441159457864	0.4175658563258209	0.5058763953258663	0.4175713395025721	0.4311655620424809	0.47486194009450433	0.4835382421991037	0.4642324915617977	0.46194201324224404	0.4836438292031684	0.46611860019225765	0.5046357069270319	0.4127306097654862	0.3993255766237961	0.41360962190811706	0.404636672823922	0.42482621617308286	0.38256191485270036
F29H1	0.2756704058662275	0.23052391278550266	0.27920260301581823	0.2504273666044524	0.25566248733333335	0.2925271807402296	0.24891851017726163	0.25884961870599543	0.2810578837860187	0.242067262310787	0.25873623518172706	0.2275265654310445	0.31194839108345634	0.23689281528360298	0.2325339767218783	0.23753394861465943	0.30018050987155515	0.21406227395645028	0.4813440921001561	0.4629462678374611	0.4434379065522916	0.49230341129177757	0.47891980241506266	0.44705394872707627	0.4387784607764132	0.47456228779087817	0.4841226182321824	0.4541645257675499	0.5648993433885929	0.5932663413558146	0.5178029335352334	0.48547696755541647	0.4218213856692208	0.5070318672643835	0.5123046902571412	0.4821750614248737	0.0	0.08702250617972285	0.25264130804891083	0.27862838263588247	0.2758676837529688	0.2934955383833562	0.3082282627042274	0.3528433463173266	0.25882849431025196	0.28219685738818295	0.25846695861405283	0.267734006596863	0.28526496525656725	0.32013682631096924	0.31131078174184235	0.33452038388244487	0.3035496080693668	0.2865844702362524	0.26017726204621733	0.25599900242625173	0.34430954142629716	0.25600448560300293	0.2695987081429118	0.3132950861949352	0.32197138829953453	0.30266563766222854	0.3003751593426749	0.3220769753035993	0.30455174629268855	0.3430688530274627	0.25116375586591705	0.23775872272422693	0.25204276800854797	0.24306981892435292	0.26325936227351376	0.22099506095313126
S15Hp	0.21396848504326102	0.16882199196253622	0.2175006821928518	0.18872544578148598	0.19396056651036692	0.23082525991726316	0.1872165893542952	0.197147697883029	0.2193559629630523	0.18036534148782057	0.1970343143587606	0.16582464460807805	0.2502464702604899	0.17519089446063654	0.17083205589891187	0.175832027791693	0.2384785890485887	0.15236035313348384	0.41964217127718967	0.4012443470144947	0.38173598572932516	0.43060149046881113	0.4172178815920962	0.38535202790410983	0.37707653995344675	0.41286036696791173	0.42242069740921595	0.39246260494458346	0.5031974225656264	0.531564420532848	0.456101012712267	0.42377504673245003	0.36011946484625434	0.4453299464414171	0.45060276943417477	0.42047314060190727	0.08702250617972285	0.0	0.19093938722594436	0.21692646181291603	0.21416576293000233	0.23179361756038971	0.24652634188126094	0.2911414254943602	0.19712657348728552	0.22049493656521651	0.1967650377910864	0.20603208577389653	0.2235630444336008	0.2584349054880028	0.2496088609188759	0.27281846305947843	0.24184768724640038	0.22488254941328595	0.1984753412232509	0.19429708160328532	0.2826076206033307	0.1943025647800365	0.20789678731994538	0.25159316537196874	0.2602694674765681	0.2409637168392621	0.23867323851970848	0.26037505448063286	0.24284982546972209	0.28136693220449627	0.1894618350429506	0.1760568019012605	0.19034084718558153	0.18136789810138648	0.20155744145054733	0.15929314013016482
s24pp	0.28177463606071174	0.23662814297998694	0.28530683321030254	0.2565315967989367	0.26176671752781766	0.2986314109347139	0.25502274037174594	0.2649538489004797	0.287162113980503	0.24817149250527126	0.2648404653762113	0.23363079562552874	0.31805262127794065	0.24299704547808726	0.23863820691636262	0.2436381788091437	0.30628474006603945	0.22016650415093456	0.4874483222946404	0.46905049803194543	0.4495421367467759	0.4984076414862618	0.48502403260954696	0.4531581789215605	0.4448826909708975	0.4806665179853624	0.49022684842666664	0.4602687559620342	0.5710035735830772	0.5993705715502988	0.5239071637297177	0.4915811977499007	0.42792561586370503	0.5131360974588678	0.5184089204516255	0.488279291619358	0.25264130804891083	0.19093938722594436	0.0	0.28473261283036677	0.281971913947453	0.29959976857784043	0.3143324928987117	0.35894757651181086	0.26493272450473626	0.2883010875826672	0.26457118880853714	0.2738382367913472	0.29136919545105155	0.3262410565054535	0.31741501193632665	0.3406246140769291	0.3096538382638511	0.2926887004307367	0.2662814922407016	0.26210323262073604	0.35041377162078147	0.26210871579748724	0.27570293833739606	0.31939931638941943	0.3280756184940188	0.30876986785671284	0.3064793895371592	0.3281812054980836	0.3106559764871728	0.349173083221947	0.25726798606040135	0.2438629529187112	0.2581469982030322	0.24917404911883717	0.269363592467998	0.22709929114761554
f26pp	0.163643069643582	0.11849657656285717	0.16717526679317277	0.13840003038180695	0.1710150049682592	0.2078796983751554	0.16427102781218747	0.17420213634092124	0.19641040142094457	0.15741977994571282	0.17408875281665287	0.1428790830659703	0.22730090871838216	0.15224533291852882	0.14788649435680415	0.17738804239653644	0.24003460365343215	0.17208244906702813	0.439364267210734	0.42096644294803903	0.4014580816628695	0.4503235864023555	0.43693997752564057	0.4050741238376542	0.3967986358869911	0.4325824629014561	0.4421427933427603	0.4121847008781278	0.5229195184991707	0.5512865164663924	0.47582310864581134	0.4434971426659944	0.3798415607797987	0.46505204237496145	0.4703248653677191	0.4401952365354516	0.27862838263588247	0.21692646181291603	0.28473261283036677	0.0	0.0903683447453581	0.15069118667386172	0.16542391099473297	0.21003899460783218	0.11602414260075755	0.13939250567868852	0.11566260690455842	0.12492965488736854	0.14246061354707285	0.1773324746014748	0.16850643003234794	0.19171603217295044	0.1607452563598724	0.14378011852675798	0.13584310795343604	0.13166484833347047	0.21997538733351588	0.13167033151022167	0.14526455405013053	0.18896093210215392	0.19763723420675328	0.17833148356944728	0.17604100524989363	0.19774282121081801	0.18021759219990724	0.21873469893468145	0.1268296017731358	0.11342456863144566	0.14001543178590248	0.13104248270170743	0.15123202605086827	0.10896772473048578
s7pp	0.16088237076066828	0.11573587767994348	0.16441456791025905	0.13563933149889323	0.16825430608534547	0.20511899949224172	0.16151032892927375	0.17144143745800755	0.19364970253803085	0.15465908106279913	0.17132805393373915	0.14011838418305658	0.22454020983546846	0.1494846340356151	0.14512579547389043	0.17462734351362275	0.23727390477051846	0.16932175018411444	0.4366035683278203	0.41820574406512534	0.3986973827799558	0.44756288751944173	0.4341792786427269	0.40231342495474043	0.3940379370040774	0.42982176401854233	0.43938209445984655	0.4094240019952141	0.5201588196162571	0.5485258175834787	0.4730624097628976	0.44073644378308063	0.37708086189688494	0.4622913434920477	0.46756416648480537	0.4374345376525379	0.2758676837529688	0.21416576293000233	0.281971913947453	0.0903683447453581	0.0	0.14793048779094803	0.16266321211181928	0.20727829572491846	0.11326344371784383	0.1366318067957748	0.11290190802164471	0.12216895600445483	0.13969991466415912	0.17457177571856108	0.16574573114943425	0.18895533329003672	0.15798455747695872	0.14101941964384426	0.13308240907052232	0.12890414945055678	0.21721468845060216	0.12890963262730795	0.1425038551672168	0.1862002332192402	0.19487653532383956	0.1755707846865336	0.17328030636697994	0.1949821223279043	0.17745689331699355	0.21597400005176776	0.12406890289022207	0.11066386974853196	0.13725473290298879	0.12828178381879374	0.14847132716795458	0.10620702584757208
