	w11pp	s3pp	w3pp	f12ppA	w17pp	f1pp	w31pp	w9pp	f17ppA	f9pp	f20ppB	f17ppB	f19pp	S1Hp	w13pp	f12ppB	f21pp	f20ppA	f22ppB	s22pp	f22ppA	w21pp	f13pp	f14ppA	f14ppB	f23ppB	f28pp	w28pp	w4pp	f4pp	f23ppA	f18pp	f8pp	f2pp	s17pp	w1pp	s16pp	f16ppA	f25pp	f16ppB	w25pp	s25pp	w16pp	f24pp	s29pp	s24pp	w24pp	f26pp	S26Hp	w29pp	w27pp	w10pp	f10pp	w6pp	f6ppA	f6ppB	w15pp	f15pp	f32pp	f30pp	f7pp	w7pp	w23pp	f31pp	s32pp	w32pp	w12pp	S12Hp	s18pp	w18pp	S18H1	f11pp
f22ppA	0.32581005508819677	0.370824282397307	0.30400625449125657	0.22946745003369604	0.3080529311764558	0.3020912246525381	0.3152943915979022	0.3011788934820235	0.29309229913533263	0.26690342625973285	0.31591342533776257	0.2962219733985802	0.27717118523505885	0.3982719518622062	0.2896215413827322	0.25417962998009525	0.17557870762805908	0.2926128197337901	0.24021495862491243	0.1371277586779684	0.0	0.16156859221636077	0.19702302979956818	0.2034610446864576	0.19553629238944828	0.24193401819388527	0.3431514269133871	0.32154757666397815	0.31348784091941323	0.24757309180049106	0.2879768256813654	0.24162189086743321	0.23876193047624567	0.20789877826427758	0.40791311204468617	0.33089100218902356	0.3473578511696006	0.26158119015136155	0.283396256537956	0.2813436981934542	0.2993290940815272	0.3100113308479303	0.2669911831653589	0.26562502117097164	0.3778233482685817	0.3271389151654896	0.3609502388031622	0.36355007543046824	0.4689766587091342	0.46061592059997314	0.2719002431096572	0.24736126640235234	0.24969525484540459	0.3359382926206307	0.3435036554325628	0.3508080423142435	0.2661734132715735	0.2410380522330843	0.2906237774526755	0.3106575647208547	0.42971933884284375	0.37934183223798884	0.3793282446710089	0.25043246553128884	0.32332428789837897	0.3075097150960987	0.2350624658409608	0.377966138339739	0.27746059237868526	0.2789453152301796	0.4229549846794904	0.3308715326074072
w21pp	0.21895404455097556	0.26396827186008576	0.19715024395403533	0.12261143949647481	0.20119692063923464	0.19523521411531689	0.208438381060681	0.19432288294480227	0.1862362885981114	0.16004741572251166	0.20905741480054135	0.18936596286135898	0.17031517469783763	0.29141594132498505	0.182765530845511	0.14732361944287406	0.06872269709083785	0.20515189623797836	0.22374609098346204	0.1299694727323851	0.16156859221636077	0.0	0.09016701926234698	0.0966050341492364	0.08868028185222707	0.13507800765666406	0.2362954163761659	0.21469156612675694	0.20663183038219202	0.14071708126326984	0.1811208151441442	0.134765880330212	0.13190591993902445	0.10104276772705637	0.3010571015074649	0.22403499165180232	0.2405018406323794	0.15472517961414034	0.1765402460007348	0.17448768765623296	0.19247308354430595	0.20315532031070913	0.1601351726281377	0.15876901063375043	0.2709673377313605	0.22028290462826838	0.25409422826594097	0.256694064893247	0.362120648171913	0.3537599100627519	0.165044232572436	0.14050525586513113	0.14283924430818337	0.2290822820834095	0.23664764489534154	0.2439520317770223	0.1593174027343523	0.1341820416958631	0.18376776691545427	0.2038015541836335	0.3228633283056226	0.2724858217007676	0.2724722341337877	0.14357645499406765	0.21646827736115776	0.2006537045588775	0.12820645530373956	0.2711101278025178	0.170604581841464	0.17208930469295836	0.3160989741422692	0.224015522070186
f13pp	0.22945072138952666	0.2744649486986369	0.20764692079258645	0.13310811633502595	0.21169359747778577	0.205731890953868	0.21893505789923212	0.2048195597833534	0.19673296543666252	0.1705440925610628	0.21955409163909248	0.1998626396999101	0.18081185153638876	0.30191261816353615	0.19326220768406213	0.1578202962814252	0.07921937392938898	0.24060633382118576	0.2592005285666695	0.1654239103155925	0.19702302979956818	0.09016701926234698	0.0	0.10710171098778752	0.0991769586907782	0.14557468449521518	0.24679209321471704	0.22518824296530807	0.21712850722074314	0.15121375810182097	0.1916174919826953	0.14526255716876313	0.14240259677757558	0.11153944456560749	0.31155377834601605	0.23453166849035345	0.2509985174709305	0.1652218564526915	0.1870369228392859	0.18498436449478406	0.20296976038285708	0.21365199714926025	0.17063184946668883	0.16926568747230153	0.28146401456991166	0.2307795814668195	0.2645909051044921	0.26719074173179813	0.3726173250104641	0.364256586901303	0.1755409094109871	0.15100193270368226	0.1533359211467345	0.23957895892196063	0.24714432173389267	0.25444870861557345	0.1698140795729034	0.14467871853441422	0.19426444375400537	0.21429823102218462	0.3333600051441737	0.2829824985393188	0.2829689109723388	0.15407313183261878	0.22696495419970886	0.21115038139742864	0.13870313214229069	0.28160680464106896	0.18110125868001511	0.18258598153150948	0.3265956509808203	0.2345121989087371
f14ppA	0.20066447629612333	0.24567870360523356	0.17886067569918312	0.10432187124162261	0.18290735238438244	0.17694564586046468	0.1901488128058288	0.17603331468995007	0.1679467203432592	0.14175784746765946	0.19076784654568915	0.17107639460650678	0.15202560644298543	0.2731263730701328	0.1644759625906588	0.12903405118802186	0.07195235938416016	0.24704434870807518	0.26563854345355886	0.17186192520248195	0.2034610446864576	0.0966050341492364	0.10710171098778752	0.0	0.028118583483862966	0.07451630928829994	0.2180058481213137	0.19640199787190474	0.18834226212733982	0.12242751300841764	0.16283124688929196	0.1164763120753598	0.11361635168417225	0.08275319947220416	0.2827675332526127	0.20574542339695012	0.2222122723775272	0.13643561135928814	0.15825067774588258	0.15619811940138073	0.17418351528945375	0.18486575205585692	0.1418456043732855	0.1404794423788982	0.2526777694765083	0.20199333637341618	0.23580466001108877	0.2384044966383948	0.34383107991706074	0.3354703418078997	0.14675466431758377	0.12221568761027893	0.12454967605333117	0.2107927138285573	0.21835807664048934	0.2256624635221701	0.14102783447950007	0.11589247344101089	0.16547819866060204	0.1855119859287813	0.30457376005077036	0.25419625344591545	0.25418266587893545	0.12528688673921545	0.19817870910630553	0.18236413630402531	0.10991688704888736	0.25282055954766564	0.15231501358661179	0.15379973643810615	0.29780940588741694	0.2057259538153338
f14ppB	0.19273972399911404	0.23775395130822424	0.1709359234021738	0.09639711894461328	0.1749826000873731	0.16902089356345534	0.18222406050881945	0.16810856239294075	0.16002196804624985	0.13383309517065012	0.18284309424867984	0.16315164230949747	0.14410085414597612	0.2652016207731235	0.1565512102936495	0.12110929889101253	0.06402760708715083	0.23911959641106587	0.2577137911565496	0.1639371729054726	0.19553629238944828	0.08868028185222707	0.0991769586907782	0.028118583483862966	0.0	0.0539265199822218	0.2100810958243044	0.18847724557489542	0.1804175098303305	0.11450276071140832	0.15490649459228265	0.10855155977835047	0.10569159938716292	0.07482844717519484	0.2748427809556034	0.19782067109994078	0.21428752008051788	0.12851085906227883	0.15032592544887327	0.14827336710437142	0.1662587629924444	0.17694099975884758	0.1339208520762762	0.1325546900818889	0.244753017179499	0.19406858407640687	0.22787990771407945	0.23047974434138546	0.33590632762005146	0.3275455895108904	0.13882991202057446	0.1142909353132696	0.11662492375632184	0.20286796153154796	0.21043332434348	0.21773771122516078	0.13310308218249076	0.10796772114400156	0.15755344636359273	0.17758723363177198	0.296649007753761	0.2462715011489061	0.24625791358192617	0.11736213444220614	0.19025395680929622	0.17443938400701597	0.10199213475187804	0.2448958072506563	0.14439026128960247	0.14587498414109684	0.28988465359040766	0.19780120151832448
f23ppB	0.239137449803551	0.2841516771126612	0.21733364920661077	0.14279484474905024	0.2213803258918101	0.21541861936789233	0.22862178631325644	0.21450628819737771	0.20641969385068684	0.1802308209750871	0.2292408200531168	0.20954936811393443	0.19049857995041308	0.3115993465775605	0.20294893609808645	0.1675070246954495	0.11042533289158782	0.28551732221550286	0.30411151696098654	0.2103348987099096	0.24193401819388527	0.13507800765666406	0.14557468449521518	0.07451630928829994	0.0539265199822218	0.0	0.25647882162874136	0.2348749713793324	0.22681523563476746	0.1609004865158453	0.20130422039671964	0.15494928558278745	0.1520893251915999	0.12122617297963181	0.32124050676004035	0.24421839690437777	0.26068524588495484	0.1749085848667158	0.19672365125331026	0.1946710929088084	0.2126564887968814	0.22333872556328457	0.18031857788071315	0.17895241588632588	0.29115074298393595	0.24046630988084383	0.2742776335185164	0.2768774701458224	0.3823040534244884	0.3739433153153274	0.18522763782501145	0.16068866111770658	0.16302264956075882	0.24926568733598495	0.25683105014791696	0.26413543702959774	0.17950080798692775	0.15436544694843854	0.20395117216802972	0.22398495943620894	0.34304673355819804	0.2926692269533431	0.29265563938636313	0.1637598602466431	0.2366516826137332	0.22083710981145294	0.148389860556315	0.29129353305509326	0.19078798709403944	0.1922727099455338	0.3362823793948446	0.24419892732276144
f28pp	0.3276548724148164	0.3726690997239266	0.3058510718178762	0.23131226736031565	0.3098977485030755	0.3039360419791577	0.31713920892452185	0.3030237108086431	0.2949371164619522	0.2687482435863525	0.3177582426643822	0.2980667907251998	0.27901600256167847	0.4001167691888259	0.29146635870935184	0.2560244473067149	0.21164274161108967	0.3867347309350047	0.4053289256804884	0.3115523074294114	0.3431514269133871	0.2362954163761659	0.24679209321471704	0.2180058481213137	0.2100810958243044	0.25647882162874136	0.0	0.16032945776062998	0.28460844760118376	0.21869369848226158	0.2590974323631359	0.21274249754920374	0.2098825371580162	0.19967282992338062	0.3996871637037892	0.3226650538481266	0.33913190282870365	0.25335524181046465	0.27517030819705907	0.2731177498525572	0.29110314574063023	0.30178538250703335	0.25876523482446195	0.2573990728300747	0.36959739992768476	0.31891296682459264	0.3527242904622652	0.3553241270895713	0.4607507103682372	0.4523899722590762	0.26367429476876025	0.23913531806145538	0.24146930650450765	0.3277123442797337	0.3352777070916658	0.34258209397334655	0.25794746493067655	0.23281210389218737	0.2823978291117785	0.30243161637995775	0.4315641561694634	0.38118664956460846	0.3811730619976285	0.2522772828579085	0.3251691052249986	0.3093545324227184	0.23690728316758042	0.3798109556663587	0.2793054097053048	0.2807901325567992	0.42479980200611	0.3327163499340268
w28pp	0.3060510221654074	0.35106524947451767	0.2842472215684672	0.20970841711090668	0.28829389825366647	0.28233219172974877	0.2955353586751128	0.2814198605592341	0.2733332662125433	0.24714439333694352	0.2961543924149732	0.27646294047579084	0.2574121523122695	0.37851291893941685	0.26986250845994286	0.23442059705730592	0.1900388913616807	0.36513088068559574	0.3837250754310794	0.2899484571800025	0.32154757666397815	0.21469156612675694	0.22518824296530807	0.19640199787190474	0.18847724557489542	0.2348749713793324	0.16032945776062998	0.0	0.2630045973517748	0.1970898482328526	0.23749358211372695	0.19113864729979477	0.18827868690860722	0.17806897967397164	0.3780833134543802	0.3010612035987176	0.3175280525792947	0.23175139156105565	0.2535664579476501	0.25151389960314824	0.26949929549122126	0.28018153225762443	0.23716138457505298	0.2357952225806657	0.3479935496782758	0.29730911657518366	0.33112044021285625	0.33372027684016226	0.4391468601188283	0.43078612200966726	0.24207044451935128	0.2175314678120464	0.21986545625509868	0.3061084940303248	0.3136738568422568	0.3209782437239376	0.23634361468126758	0.2112082536427784	0.26079397886236955	0.2808277661305488	0.4099603059200544	0.3595827993151995	0.35956921174821954	0.2306734326084995	0.3035652549755896	0.28775068217330935	0.21530343291817144	0.35820710541694967	0.2577015594558959	0.25918628230739027	0.40319595175670103	0.31111249968461785
w4pp	0.2979912864208425	0.3430055137299527	0.2761874858239023	0.20164868136634176	0.2802341625091016	0.2742724559851838	0.28747562293054796	0.2733601248146692	0.2652735304679783	0.2390846575923786	0.2880946566704083	0.2684032047312259	0.24935241656770457	0.370453183194852	0.26180277271537794	0.226360861312741	0.18197915561711578	0.3570711449410308	0.3756653396865145	0.28188872143543753	0.31348784091941323	0.20663183038219202	0.21712850722074314	0.18834226212733982	0.1804175098303305	0.22681523563476746	0.28460844760118376	0.2630045973517748	0.0	0.06711894033930692	0.19018787236597756	0.17158173656510373	0.1687217761739162	0.17000924392940672	0.3700235777098153	0.2930014678541527	0.30946831683472975	0.22369165581649073	0.24550672220308517	0.24345416385858332	0.26143955974665634	0.27212179651305946	0.22910164883048806	0.2277354868361008	0.33993381393371086	0.28924938083061874	0.3230607044682913	0.3256605410955974	0.43108712437426333	0.4227263862651023	0.23401070877478636	0.2094717320674815	0.21180572051053376	0.29804875828575983	0.3056141210976919	0.31291850797937265	0.22828387893670266	0.20314851789821348	0.2527342431178046	0.27276803038598385	0.4019005701754895	0.35152306357063456	0.3515094760036546	0.2226136968639346	0.2955055192310247	0.2796909464287445	0.20724369717360652	0.3501473696723848	0.24964182371133095	0.2511265465628253	0.3951362160121361	0.3030527639400529
f4pp	0.2320765373019203	0.27709076461103055	0.2102727367049801	0.1357339322474196	0.2143194133901794	0.20835770686626165	0.22156087381162576	0.20744537569574703	0.19935878134905616	0.17316990847345642	0.22217990755148612	0.20248845561230375	0.1834376674487824	0.3045384340759298	0.19588802359645577	0.16044611219381882	0.1160644064981936	0.2911563958221086	0.30975059056759235	0.21597397231651538	0.24757309180049106	0.14071708126326984	0.15121375810182097	0.12242751300841764	0.11450276071140832	0.1609004865158453	0.21869369848226158	0.1970898482328526	0.06711894033930692	0.0	0.12427312324705539	0.10566698744618158	0.10280702705499403	0.10409449481048458	0.3041088285908931	0.2270867187352305	0.2435535677158076	0.15777690669756855	0.17959197308416303	0.17753941473966117	0.19552481062773416	0.2062070473941373	0.1631868997115659	0.16182073771717864	0.2740190648147887	0.2233346317116966	0.2571459553493692	0.2597457919766752	0.3651723752553412	0.35681163714618014	0.1680959596558642	0.14355698294855934	0.14589097139161158	0.23213400916683768	0.23969937197876973	0.2470037588604505	0.1623691298177805	0.1372337687792913	0.18681949399888248	0.2068532812670617	0.3359858210565673	0.2856083144517124	0.2855947268847324	0.15669894774501242	0.2295907701121025	0.21377619730982228	0.14132894805468432	0.2842326205534626	0.18372707459240875	0.18521179744390312	0.3292214668932139	0.23713801482113073
f23ppA	0.27248027118279466	0.31749449849190486	0.2506764705858544	0.1761376661282939	0.2547231472710537	0.24876144074713596	0.2619646076925001	0.24784910957662135	0.23976251522993047	0.21357364235433074	0.26258364143236046	0.24289218949317806	0.22384140132965671	0.3449421679568041	0.23629175747733008	0.20084984607469314	0.15646814037906795	0.331560129702983	0.35015432444846667	0.2563777061973897	0.2879768256813654	0.1811208151441442	0.1916174919826953	0.16283124688929196	0.15490649459228265	0.20130422039671964	0.2590974323631359	0.23749358211372695	0.19018787236597756	0.12427312324705539	0.0	0.1460707213270559	0.14321076093586835	0.1444982286913589	0.3445125624717674	0.2674904526161048	0.2839573015966819	0.1981806405784429	0.21999570696503734	0.2179431486205355	0.2359285445086085	0.24661078127501165	0.20359063359244023	0.20222447159805296	0.31442279869566303	0.2637383655925709	0.2975496892302435	0.3001495258575495	0.40557610913621556	0.3972153710270545	0.20849969353673853	0.18396071682943366	0.18629470527248593	0.27253774304771206	0.28010310585964404	0.2874074927413248	0.20277286369865483	0.17763750266016565	0.2272232278797568	0.24725701514793602	0.37638955493744164	0.32601204833258673	0.3259984607656068	0.19710268162588673	0.26999450399297686	0.2541799311906966	0.18173268193555867	0.3246363544343369	0.2241308084732831	0.22561553132477746	0.3696252007740883	0.2775417487020051
f18pp	0.22612533636886245	0.27113956367797265	0.20432153577192225	0.12978273131436174	0.20836821245712156	0.2024065059332038	0.21560967287856792	0.2014941747626892	0.19340758041599831	0.16721870754039858	0.21622870661842827	0.1965372546792459	0.17748646651572456	0.29858723314287194	0.18993682266339793	0.15449491126076098	0.11011320556513576	0.28520519488905083	0.30379938963453446	0.21002277138345754	0.24162189086743321	0.134765880330212	0.14526255716876313	0.1164763120753598	0.10855155977835047	0.15494928558278745	0.21274249754920374	0.19113864729979477	0.17158173656510373	0.10566698744618158	0.1460707213270559	0.0	0.04283395185497271	0.09814329387742673	0.29815762765783527	0.22113551780217267	0.23760236678274976	0.1518257057645107	0.17364077215110518	0.17158821380660333	0.18957360969467632	0.20025584646107947	0.15723569877850807	0.1558695367841208	0.2680678638817309	0.21738343077863875	0.25119475441631134	0.25379459104361735	0.35922117432228334	0.3508604362131223	0.16214475872280637	0.1376057820155015	0.13993977045855374	0.22618280823377984	0.23374817104571188	0.24105255792739266	0.15641792888472267	0.13128256784623346	0.18086829306582464	0.20090208033400386	0.3300346201235095	0.2796571135186545	0.27964352595167463	0.15074774681195457	0.22363956917904465	0.20782499637676444	0.13537774712162648	0.27828141962040476	0.1777758736593509	0.17926059651084528	0.32327026596015607	0.23118681388807288
f8pp	0.22326537597767493	0.26827960328678513	0.2014615753807347	0.12692277092317417	0.205508252065934	0.19954654554201626	0.21274971248738037	0.19863421437150164	0.19054762002481077	0.16435874714921103	0.21336874622724072	0.19367729428805835	0.174626506124537	0.2957272727516844	0.18707686227221038	0.15163495086957343	0.10725324517394821	0.28234523449786325	0.30093942924334693	0.20716281099227	0.23876193047624567	0.13190591993902445	0.14240259677757558	0.11361635168417225	0.10569159938716292	0.1520893251915999	0.2098825371580162	0.18827868690860722	0.1687217761739162	0.10280702705499403	0.14321076093586835	0.04283395185497271	0.0	0.09528333348623919	0.29529766726664775	0.21827555741098514	0.2347424063915622	0.1489657453733232	0.1707808117599176	0.16872825341541575	0.18671364930348877	0.19739588606989195	0.15437573838732052	0.15300957639293322	0.2652079034905433	0.21452347038745118	0.24833479402512376	0.2509346306524298	0.3563612139310958	0.3480004758219348	0.1592847983316188	0.13474582162431395	0.1370798100673662	0.22332284784259232	0.23088821065452436	0.2381925975362051	0.1535579684935351	0.1284226074550459	0.17800833267463706	0.19804211994281629	0.32717465973232196	0.276797153127467	0.27678356556048705	0.14788778642076703	0.22077960878785713	0.20496503598557686	0.13251778673043893	0.2754214592292172	0.17491591326816336	0.17640063611965773	0.32041030556896855	0.22832685349688536
f2pp	0.19240222376570681	0.23741645107481704	0.1705984231687666	0.0960596187112061	0.17464509985396592	0.16868339333004817	0.18188656027541228	0.16777106215953355	0.15968446781284268	0.13349559493724295	0.18250559401527264	0.16281414207609027	0.14376335391256892	0.2648641205397163	0.1562137100602423	0.12077179865760534	0.07639009296198013	0.2514820822858952	0.2700762770313788	0.1762996587803019	0.20789877826427758	0.10104276772705637	0.11153944456560749	0.08275319947220416	0.07482844717519484	0.12122617297963181	0.19967282992338062	0.17806897967397164	0.17000924392940672	0.10409449481048458	0.1444982286913589	0.09814329387742673	0.09528333348623919	0.0	0.24424560995598987	0.16722350010032727	0.18369034908090434	0.09791368806266533	0.11972875444925977	0.11767619610475792	0.13566159199283093	0.1463438287592341	0.10332368107666268	0.10195751908227539	0.21415584617988545	0.16347141307679333	0.19728273671446592	0.19988257334177195	0.30530915662043795	0.2969484185112769	0.10823274102096096	0.0836937643136561	0.08602775275670835	0.17227079053193445	0.1798361533438665	0.18714054022554724	0.10250591118287726	0.07737055014438807	0.12695627536397922	0.14699006263215844	0.29631150752035385	0.2459340009154989	0.24592041334851897	0.11702463420879894	0.18991645657588901	0.1741018837736088	0.10165463451847084	0.24455830701724912	0.14405276105619527	0.14553748390768964	0.28954715335700043	0.19746370128491728
s17pp	0.3924165575461154	0.4374307848552256	0.37061275694917517	0.2960739524916146	0.3746594336343745	0.3686977271104567	0.38190089405582084	0.3677853959399421	0.3596988015932512	0.3335099287176515	0.38251992779568117	0.3628284758564988	0.34377768769297745	0.46487845432012487	0.3562280438406508	0.3207861324380139	0.2764044267423887	0.45149641606630375	0.4700906108117874	0.37631399256071046	0.40791311204468617	0.3010571015074649	0.31155377834601605	0.2827675332526127	0.2748427809556034	0.32124050676004035	0.3996871637037892	0.3780833134543802	0.3700235777098153	0.3041088285908931	0.3445125624717674	0.29815762765783527	0.29529766726664775	0.24424560995598987	0.0	0.1758248453333362	0.2863553887361787	0.20057872771793972	0.22239379410453416	0.2203412357600323	0.2383266316481053	0.24900886841450848	0.20598872073193708	0.23443902237825673	0.3466373494758668	0.29595291637277465	0.32976424001044724	0.3323640766377533	0.4377906599164193	0.42942992180725825	0.25227052526502025	0.2552749673219954	0.2576089557650476	0.36216013358060195	0.369725496392534	0.3770298832742147	0.2923952542315448	0.26725989319305554	0.3168456184126467	0.33687940568082597	0.4963258413007624	0.44594833469590744	0.44593474712892756	0.3170389679892075	0.3899307903562975	0.3741162175540173	0.30166896829887935	0.4445726407976576	0.3440670948366038	0.3455518176880982	0.489561487137409	0.3974780350653258
w1pp	0.31539444769045283	0.36040867499956303	0.29359064709351257	0.21905184263595207	0.2976373237787119	0.29167561725479413	0.30487878420015824	0.2907632860842795	0.28267669173758864	0.2564878188619889	0.3054978179400186	0.2858063660008362	0.26675557783731485	0.38785634446446227	0.2792059339849883	0.2437640225823513	0.19938231688672609	0.37447430621064115	0.3930685009561248	0.29929188270504786	0.33089100218902356	0.22403499165180232	0.23453166849035345	0.20574542339695012	0.19782067109994078	0.24421839690437777	0.3226650538481266	0.3010612035987176	0.2930014678541527	0.2270867187352305	0.2674904526161048	0.22113551780217267	0.21827555741098514	0.16722350010032727	0.1758248453333362	0.0	0.20933327888051614	0.12355661786227712	0.14537168424887156	0.1433191259043697	0.1613045217924427	0.17198675855884588	0.12896661087627448	0.1574169125225941	0.2696152396202042	0.21893080651711205	0.25274213015478464	0.2553419667820907	0.3607685500607567	0.35240781195159565	0.17524841540935765	0.1782528574663328	0.18058684590938504	0.28513802372493935	0.2927033865368714	0.3000077734185521	0.21537314437588215	0.19023778333739297	0.23982350855698412	0.25985729582516337	0.4193037314450998	0.36892622484024484	0.36891263727326495	0.2400168581335449	0.31290868050063503	0.29709410769835476	0.22464685844321683	0.3675505309419951	0.26704498498094126	0.2685297078324356	0.41253937728174644	0.32045592520966326
s16pp	0.33186129667102987	0.3768755239801401	0.31005749607408967	0.23551869161652914	0.3141041727592889	0.3081424662353712	0.3213456331807353	0.3072301350648566	0.29914354071816573	0.27295466784256595	0.32196466692059567	0.3022732149814133	0.28322242681789195	0.4043231934450393	0.2956727829655653	0.26023087156292835	0.21584916586730316	0.3909411551912182	0.4095353499367019	0.31575873168562496	0.3473578511696006	0.2405018406323794	0.2509985174709305	0.2222122723775272	0.21428752008051788	0.26068524588495484	0.33913190282870365	0.3175280525792947	0.30946831683472975	0.2435535677158076	0.2839573015966819	0.23760236678274976	0.2347424063915622	0.18369034908090434	0.2863553887361787	0.20933327888051614	0.0	0.1053619675893998	0.12717703397599422	0.12512447563149237	0.1431098715195654	0.15379210828596857	0.12601536010959347	0.1738837615031712	0.28608208860078127	0.23539765549768915	0.26920897913536174	0.2718088157626678	0.3772353990413338	0.3688746609321727	0.19171526438993475	0.19471970644690986	0.1970536948899621	0.3016048727055164	0.3091702355174485	0.3164746223991292	0.23183999335645922	0.20670463231797004	0.2562903575375612	0.2763241448057404	0.43577058042567685	0.38539307382082194	0.385379486253842	0.25648370711412194	0.32937552948121207	0.3135609566789318	0.2411137074237939	0.3840173799225721	0.28351183396151836	0.2849965568130127	0.4290062262623235	0.3369227741902403
f16ppA	0.24608463565279082	0.291098862961901	0.2242808350558506	0.14974203059829008	0.22832751174104993	0.22236580521713217	0.23556897216249628	0.22145347404661753	0.21336687969992668	0.18717800682432695	0.2361880059023566	0.21649655396317424	0.1974457657996529	0.3185465324268003	0.20989612194732626	0.17445421054468935	0.13007250484906413	0.30516449417297914	0.3237586889184628	0.2299820706673859	0.26158119015136155	0.15472517961414034	0.1652218564526915	0.13643561135928814	0.12851085906227883	0.1749085848667158	0.25335524181046465	0.23175139156105565	0.22369165581649073	0.15777690669756855	0.1981806405784429	0.1518257057645107	0.1489657453733232	0.09791368806266533	0.20057872771793972	0.12355661786227712	0.1053619675893998	0.0	0.03088038266424419	0.02882782431974234	0.04681322020781535	0.05749545697421851	0.040238699091354455	0.08810710048493217	0.20030542758254224	0.1496209944794501	0.1834323181171227	0.18603215474442875	0.29145873802309474	0.2830979999139337	0.1059386033716957	0.10894304542867084	0.11127703387172308	0.2158282116872774	0.22339357449920944	0.2306979613808902	0.1460633323382202	0.12092797129973101	0.17051369651932216	0.1905474837875014	0.34999391940743785	0.2996164128025829	0.29960282523560294	0.17070704609588294	0.24359886846297302	0.22778429566069278	0.15533704640555485	0.2982407189043331	0.19773517294327927	0.19921989579477364	0.34322956524408443	0.25114611317200125
f25pp	0.2678997020393853	0.3129139293484955	0.24609590144244506	0.17155709698488453	0.25014257812764434	0.2441808716037266	0.2573840385490907	0.24326854043321197	0.2351819460865211	0.20899307321092137	0.25800307228895103	0.2383116203497687	0.21926083218624734	0.34036159881339473	0.2317111883339207	0.19626927693128376	0.15188757123565857	0.3269795605595736	0.3455737553050573	0.2517971370539803	0.283396256537956	0.1765402460007348	0.1870369228392859	0.15825067774588258	0.15032592544887327	0.19672365125331026	0.27517030819705907	0.2535664579476501	0.24550672220308517	0.17959197308416303	0.21999570696503734	0.17364077215110518	0.1707808117599176	0.11972875444925977	0.22239379410453416	0.14537168424887156	0.12717703397599422	0.03088038266424419	0.0	0.027973260205375064	0.045958656093448076	0.05664089285985124	0.06205376547794889	0.1099221668715266	0.2221204939691367	0.17143606086604454	0.20524738450371716	0.20784722113102316	0.3132738044096892	0.3049130663005281	0.12775366975829014	0.13075811181526528	0.13309210025831752	0.23764327807387184	0.24520864088580388	0.25251302776748463	0.16787839872481464	0.14274303768632546	0.1923287629059166	0.21236255017409583	0.37180898579403227	0.32143147918917736	0.3214178916221974	0.19252211248247736	0.26541393484956743	0.24959936204728722	0.1771521127921493	0.32005578529092754	0.21955023932987372	0.2210349621813681	0.3650446316306789	0.2729611795585957
f16ppB	0.26584714369488344	0.31086137100399364	0.2440433430979432	0.16950453864038267	0.2480900197831425	0.24212831325922474	0.25533148020458885	0.24121598208871015	0.23312938774201925	0.2069405148664195	0.25595051394444923	0.23625906200526686	0.21720827384174551	0.3383090404688929	0.22965862998941888	0.1942167185867819	0.14983501289115672	0.32492700221507176	0.34352119696055544	0.24974457870947847	0.2813436981934542	0.17448768765623296	0.18498436449478406	0.15619811940138073	0.14827336710437142	0.1946710929088084	0.2731177498525572	0.25151389960314824	0.24345416385858332	0.17753941473966117	0.2179431486205355	0.17158821380660333	0.16872825341541575	0.11767619610475792	0.2203412357600323	0.1433191259043697	0.12512447563149237	0.02882782431974234	0.027973260205375064	0.0	0.03586050862276838	0.04654274538917154	0.06000120713344704	0.10786960852702475	0.22006793562463484	0.1693835025215427	0.2031948261592153	0.2057946627865213	0.31122124606518736	0.30286050795602626	0.12570111141378829	0.12870555347076343	0.13103954191381567	0.23559071972936999	0.24315608254130203	0.2504604694229828	0.16582584038031278	0.1406904793418236	0.19027620456141475	0.21030999182959398	0.3697564274495304	0.3193789208446755	0.31936533327769556	0.1904695541379755	0.26336137650506564	0.24754680370278537	0.17509955444764744	0.3180032269464257	0.21749768098537187	0.21898240383686624	0.36299207328617705	0.27090862121409387
w25pp	0.28383253958295646	0.32884676689206666	0.2620287389860162	0.1874899345284557	0.2660754156712155	0.26011370914729776	0.27331687609266186	0.2592013779767831	0.25111478363009226	0.22492591075449253	0.27393590983252225	0.2542444578933398	0.2351936697298185	0.3562944363569659	0.24764402587749187	0.21220211447485493	0.1678204087792297	0.3429123981031448	0.3615065928486284	0.2677299745975515	0.2993290940815272	0.19247308354430595	0.20296976038285708	0.17418351528945375	0.1662587629924444	0.2126564887968814	0.29110314574063023	0.26949929549122126	0.26143955974665634	0.19552481062773416	0.2359285445086085	0.18957360969467632	0.18671364930348877	0.13566159199283093	0.2383266316481053	0.1613045217924427	0.1431098715195654	0.04681322020781535	0.045958656093448076	0.03586050862276838	0.0	0.04426772254922848	0.07798660302152005	0.12585500441509775	0.23805333151270783	0.18736889840961568	0.2211802220472883	0.22378005867459433	0.3292066419532603	0.3208459038440993	0.1436865073018613	0.14669094935883642	0.14902493780188866	0.253576115617443	0.261141478429375	0.2684458653110558	0.1838112362683858	0.15867587522989662	0.20826160044948777	0.228295387717667	0.38774182333760343	0.33736431673274847	0.3373507291657686	0.20845495002604852	0.28134677239313866	0.2655321995908584	0.19308495033572046	0.3359886228344987	0.23548307687344489	0.23696779972493925	0.38097746917425007	0.2888940171021669
