	f14ppB	f20ppA	w2pp	w11pp	f10pp	w32pp	w6pp	w12pp	f7pp	w9pp	w20pp	w8pp	w18pp	f4pp	w3pp	f2pp	f11pp	w28pp	f16ppA	w24pp	w29pp	w27pp	w26pp	w14pp	f8pp	f16ppB	f22ppA	w17pp	f19pp	w1pp	f12ppB	f6ppA	w4pp	w21pp	w16pp	f32pp	w19pp	w10pp	f24pp	w13pp	f1pp	w31pp	S1Hp	S4Hp	F7H1	S21H1	S19H1	31160	31750	F14H1A	S3Hp	F3H1	S15Hp	S31Hp	S18H1	S26Hp	S16H2	S30H1	31267	S28Hp	31360	F32H1	F6H1	S27H1	F22HpB	530050	S7Hp	530315	530119	31328	530075	530394	31236	530451	S2Hp	530295	S29H1	S10H1	F14H1B	531414	S25Hp	S8Hp	S11Hp	S14Hp	S23Hp	530055	S13Hp	31071	S22Hp	S12Hp	530258	S9H1	S6Hp	31700	31300	F23HpA	F8H1	31219	31333	F29H1	530177	S20H1	F1H1	s24H1	S17H1	31232	f25pp	f17ppB
f19pp	0.05426914510102801	0.04555941735127413	0.04717438990641259	0.045712268364389325	0.06161772253392184	0.057634195329765	0.07012155247042993	0.07673979993256583	0.05401530370835479	0.05669497895504132	0.04482214262063731	0.044670748913660525	0.044372231005801774	0.06687134861748772	0.06371057119672852	0.06354823387629499	0.07512090800117374	0.07308629001177037	0.05239228566922645	0.038480263934681486	0.06042500430922294	0.061447530528700806	0.041927434271787266	0.038041880843336706	0.05178516343947967	0.0598694647050335	0.06038788411131575	0.036390252888753125	0.0	0.03523668864661001	0.028886074373796526	0.05099741416229155	0.05188478818178175	0.04253930809064909	0.05256049245398177	0.06650525922223861	0.04585321103470966	0.046617885059784786	0.04374082624514465	0.06511717626652294	0.06593042146720904	0.07810195908858938	0.4678336808823649	0.596255346748866	0.6984892002970776	0.7820604958728318	0.7639955513253591	0.7649522203608625	0.7045595131343679	0.571599104990241	0.5883746079033284	0.5597666630388304	0.6870469450964495	0.5895161759343254	0.6645861681625053	0.629749292838972	0.6296400529959808	0.6790440319399995	0.7304755172710024	0.7404610954663867	0.7325732586268404	0.8063369506952858	0.7311541396452911	0.7633689343555118	0.7036332567672675	0.7710058349901707	0.6869469711140693	0.7492821210075701	0.7190826318585356	0.7264994339854208	0.7355060556575105	0.8161072001553242	0.8150033984143942	0.7825411495797517	0.7940061047568207	0.7417224245299928	0.7270177922109038	0.8246481638433475	0.7679668489859619	0.7833576210345262	0.7427114639339102	0.7798212868098858	0.7951793670988626	0.829022158572501	0.8094419688159663	0.7707778939603148	0.7406593623512668	0.7726012922444185	0.7690514453531346	0.6310330540800099	0.6767904692127374	0.7252441903378604	0.6723090096206444	0.6138011558817679	0.5824873463993465	0.6220528140591205	0.6831020351323146	0.7224820512765365	0.7337318308986602	0.7599032466091945	0.7488574499414683	0.6848556774291985	0.7490488556701708	0.7503755672835699	0.7143269738173644	0.6538242971264353	0.08427486195693659	0.07387324367590828
w1pp	0.06414423300334736	0.055434505253593475	0.05704947780873193	0.055587356266708667	0.07149281043624117	0.06750928323208434	0.07999664037274928	0.08661488783488516	0.06389039161067413	0.06657006685736067	0.05469723052295665	0.05454583681597987	0.05424731890812112	0.07674643651980707	0.07358565909904785	0.07342332177861434	0.08499599590349308	0.08296137791408972	0.0622673735715458	0.04835535183700083	0.07030009221154229	0.07132261843102014	0.05180252217410661	0.04791696874565605	0.06166025134179902	0.06974455260735285	0.0702629720136351	0.04626534079107247	0.03523668864661001	0.0	0.02263279584208098	0.060872502064610895	0.06175987608410109	0.05241439599296843	0.062435580356301104	0.07638034712455796	0.055728298937029005	0.05649297296210412	0.05361591414746399	0.07499226416884228	0.07580550936952837	0.08797704699090872	0.4777087687846842	0.6061304346511853	0.7083642881993969	0.791935583775151	0.7738706392276784	0.7748273082631818	0.7144346010366872	0.5814741928925603	0.5982496958056477	0.5696417509411497	0.6969220329987688	0.5993912638366446	0.6744612560648245	0.6396243807412912	0.6395151408983001	0.6889191198423188	0.7403506051733216	0.750336183368706	0.7424483465291597	0.816212038597605	0.7410292275476104	0.7732440222578311	0.7135083446695868	0.78088092289249	0.6968220590163886	0.7591572089098894	0.7289577197608549	0.7363745218877401	0.7453811435598298	0.8259822880576435	0.8248784863167135	0.792416237482071	0.8038811926591399	0.7515975124323121	0.7368928801132231	0.8345232517456668	0.7778419368882812	0.7932327089368455	0.7525865518362295	0.7896963747122051	0.8050544550011819	0.8388972464748202	0.8193170567182856	0.7806529818626341	0.7505344502535861	0.7824763801467378	0.7789265332554539	0.6409081419823291	0.6866655571150567	0.7351192782401796	0.6821840975229637	0.6236762437840871	0.5923624343016658	0.6319279019614398	0.6929771230346339	0.7323571391788558	0.7436069188009795	0.7697783345115138	0.7587325378437876	0.6947307653315178	0.75892394357249	0.7602506551858892	0.7242020617196837	0.6636993850287546	0.09414994985925593	0.08374833157822763
f12ppB	0.05779361873053387	0.04908389098077999	0.050698863535918445	0.04923674199389518	0.06514219616342769	0.06115866895927086	0.07364602609993579	0.08026427356207169	0.05753977733786064	0.06021945258454718	0.048346616250143165	0.04819522254316638	0.04789670463530764	0.07039582224699359	0.06723504482623437	0.06707270750580085	0.07864538163067959	0.07661076364127622	0.05591675929873231	0.042004737564187336	0.0639494779387288	0.06497200415820666	0.04545190790129312	0.04156635447284256	0.055309637068985534	0.06339393833453937	0.06391235774082162	0.03991472651825899	0.028886074373796526	0.02263279584208098	0.0	0.05452188779179741	0.05540926181128761	0.04606378172015495	0.05608496608348762	0.07002973285174446	0.04937768466421552	0.050142358689290636	0.04726529987465051	0.06864164989602879	0.0694548950967149	0.08162643271809525	0.47135815451187074	0.5997798203783719	0.7020136739265834	0.7855849695023376	0.7675200249548649	0.7684766939903683	0.7080839867638737	0.5751235786197468	0.5918990815328342	0.5632911366683362	0.6905714187259553	0.5930406495638312	0.6681106417920111	0.6332737664684778	0.6331645266254866	0.6825685055695053	0.7339999909005082	0.7439855690958925	0.7360977322563462	0.8098614243247916	0.7346786132747969	0.7668934079850176	0.7071577303967733	0.7745303086196765	0.6904714447435751	0.7528065946370759	0.7226071054880414	0.7300239076149266	0.7390305292870163	0.81963167378483	0.8185278720439	0.7860656232092575	0.7975305783863265	0.7452468981594986	0.7305422658404096	0.8281726374728533	0.7714913226154677	0.786882094664032	0.746235937563416	0.7833457604393916	0.7987038407283684	0.8325466322020068	0.8129664424454721	0.7743023675898206	0.7441838359807726	0.7761257658739243	0.7725759189826404	0.6345575277095157	0.6803149428422433	0.7287686639673662	0.6758334832501502	0.6173256295112737	0.5860118200288523	0.6255772876886263	0.6866265087618204	0.7260065249060423	0.737256304528166	0.7634277202387003	0.7523819235709741	0.6883801510587043	0.7525733292996766	0.7539000409130757	0.7178514474468702	0.6573487707559411	0.08779933558644246	0.07739771730541414
f6ppA	0.07010967903489108	0.061399951285137214	0.06301492384027567	0.061552802298252406	0.07745825646778491	0.07347472926362808	0.08596208640429301	0.09258033386642892	0.06985583764221787	0.0725355128889044	0.06066267655450039	0.060511282847523606	0.06021276493966486	0.08271188255135081	0.0795511051305916	0.07938876781015808	0.09096144193503683	0.08892682394563345	0.06823281960308954	0.05432079786854457	0.07626553824308602	0.0772880644625639	0.05776796820565035	0.05388241477719979	0.06762569737334276	0.07570999863889659	0.07622841804517884	0.05223078682261621	0.05099741416229155	0.060872502064610895	0.05452188779179741	0.0	0.049280275472329216	0.039934795381196556	0.06840102638784484	0.08234579315610169	0.061693744968572745	0.06245841899364786	0.05958136017900773	0.08095771020038602	0.08177095540107213	0.09394249302245247	0.48367421481622797	0.6120958806827291	0.7143297342309407	0.7979010298066949	0.7798360852592222	0.7807927542947256	0.720400047068231	0.5874396389241041	0.6042151418371915	0.5756071969726935	0.7028874790303126	0.6053567098681885	0.6804267020963684	0.645589826772835	0.6454805869298439	0.6948845658738626	0.7463160512048654	0.7563016294002498	0.7484137925607035	0.8221774846291489	0.7469946735791542	0.7792094682893749	0.7194737907011306	0.7868463689240338	0.7027875050479324	0.7651226549414332	0.7349231657923987	0.7423399679192839	0.7513465895913736	0.8319477340891873	0.8308439323482573	0.7983816835136148	0.8098466386906837	0.7575629584638559	0.7428583261447669	0.8404886977772106	0.783807382919825	0.7991981549683893	0.7585519978677733	0.7956618207437489	0.8110199010327257	0.844862692506364	0.8252825027498294	0.7866184278941779	0.7564998962851299	0.7884418261782816	0.7848919792869977	0.646873588013873	0.6926310031466005	0.7410847242717234	0.6881495435545075	0.629641689815631	0.5983278803332096	0.6378933479929836	0.6989425690661777	0.7383225852103996	0.7495723648325233	0.7757437805430576	0.7646979838753314	0.7006962113630616	0.7648893896040339	0.766216101217433	0.7301675077512275	0.6696648310602984	0.10011539589079968	0.08971377760977137
w4pp	0.07099705305438128	0.06228732530462741	0.06390229785976587	0.0624401763177426	0.07834563048727511	0.07436210328311828	0.08684946042378322	0.0934677078859191	0.07074321166170806	0.0734228869083946	0.061550050573990586	0.061398656867013804	0.06110013895915506	0.08359925657084101	0.08043847915008179	0.08027614182964828	0.09184881595452701	0.08981419796512366	0.06912019362257973	0.055208171888034764	0.07715291226257623	0.07817543848205408	0.058655342225140544	0.054769788796689985	0.06851307139283296	0.07659737265838679	0.07711579206466904	0.05311816084210641	0.05188478818178175	0.06175987608410109	0.05540926181128761	0.049280275472329216	0.0	0.034950864752138426	0.06928840040733504	0.0832331671755919	0.06258111898806294	0.06334579301313806	0.06046873419849793	0.08184508421987621	0.08265832942056231	0.09482986704194266	0.48456158883571815	0.6129832547022193	0.7152171082504308	0.798788403826185	0.7807234592787123	0.7816801283142157	0.7212874210877211	0.5883270129435942	0.6051025158566816	0.5764945709921836	0.7037748530498027	0.6062440838876786	0.6813140761158585	0.6464772007923252	0.646367960949334	0.6957719398933527	0.7472034252243556	0.7571890034197399	0.7493011665801936	0.823064858648639	0.7478820475986443	0.780096842308865	0.7203611647206207	0.7877337429435239	0.7036748790674225	0.7660100289609233	0.7358105398118888	0.743227341938774	0.7522339636108637	0.8328351081086774	0.8317313063677474	0.799269057533105	0.8107340127101739	0.758450332483346	0.743745700164257	0.8413760717967007	0.7846947569393151	0.8000855289878794	0.7594393718872634	0.796549194763239	0.8119072750522158	0.8457500665258542	0.8261698767693195	0.787505801913668	0.75738727030462	0.7893292001977718	0.7857793533064878	0.6477609620333631	0.6935183771660907	0.7419720982912136	0.6890369175739977	0.6305290638351211	0.5992152543526997	0.6387807220124737	0.6998299430856678	0.7392099592298897	0.7504597388520134	0.7766311545625477	0.7655853578948215	0.7015835853825517	0.765776763623524	0.7671034752369231	0.7310548817707176	0.6705522050797885	0.10100276991028986	0.09060115162926155
w21pp	0.06165157296324862	0.052941845213494744	0.0545568177686332	0.053094696226609936	0.06900015039614245	0.06501662319198562	0.07750398033265055	0.08412222779478644	0.0613977315705754	0.06407740681726193	0.05220457048285792	0.052053176775881144	0.05175465886802239	0.07425377647970835	0.07109299905894913	0.07093066173851562	0.08250333586339435	0.08046871787399099	0.05977471353144707	0.0458626917969021	0.06780743217144355	0.06882995839092142	0.049309862134007884	0.04542430870555732	0.059167591301700295	0.06725189256725413	0.06777031197353638	0.04377268075097375	0.04253930809064909	0.05241439599296843	0.04606378172015495	0.039934795381196556	0.034950864752138426	0.0	0.05994292031620238	0.07388768708445922	0.05323563889693027	0.0540003129220054	0.05112325410736526	0.07249960412874355	0.07331284932942965	0.08548438695081	0.4752161087445855	0.6036377746110866	0.7058716281592983	0.7894429237350524	0.7713779791875797	0.7723346482230831	0.7119419409965886	0.5789815328524617	0.5957570357655491	0.567149090901051	0.6944293729586701	0.596898603796546	0.6719685960247259	0.6371317207011926	0.6370224808582015	0.6864264598022201	0.737857945133223	0.7478435233286074	0.7399556864890611	0.8137193785575063	0.7385365675075117	0.7707513622177324	0.7110156846294882	0.7783882628523913	0.69432939897629	0.7566645488697907	0.7264650597207563	0.7338818618476415	0.7428884835197311	0.8234896280175448	0.8223858262766148	0.7899235774419724	0.8013885326190413	0.7491048523922135	0.7344002200731243	0.8320305917055681	0.7753492768481824	0.7907400488967469	0.7500938917961308	0.7872037146721065	0.8025617949610833	0.8364045864347216	0.816824396678187	0.7781603218225355	0.7480417902134875	0.7799837201066391	0.7764338732153553	0.6384154819422305	0.6841728970749581	0.7326266182000809	0.6796914374828651	0.6211835837439885	0.5898697742615671	0.6294352419213411	0.6904844629945353	0.7298644791387572	0.7411142587608808	0.7672856744714152	0.756239877803689	0.692238105291419	0.7564312835323914	0.7577579951457905	0.7217094016795851	0.661206724988656	0.0916572898191572	0.0812556715381289
w16pp	0.047024941579132284	0.03831521382937841	0.03993018638451686	0.0384680648424936	0.054373519012026104	0.05038999180786927	0.06287734894853421	0.0694955964106701	0.04677110018645906	0.04945077543314559	0.037577939098741575	0.0452984306326578	0.04499991272479904	0.067499030336485	0.06433825291572579	0.06417591559529226	0.07574858972017101	0.07371397173076764	0.05301996738822372	0.039107945653678755	0.06105268602822021	0.062075212247698075	0.04255511599078454	0.04940222634601968	0.06314550894216264	0.07122981020771647	0.07174822961399872	0.0477505983914361	0.05256049245398177	0.062435580356301104	0.05608496608348762	0.06840102638784484	0.06928840040733504	0.05994292031620238	0.0	0.0421992906809631	0.021547242493434145	0.027089749240850065	0.024212690426209934	0.057872972744627216	0.05868621794531331	0.07085775556669366	0.4605894773604691	0.5890111432269703	0.6912449967751819	0.7748162923509361	0.7567513478034634	0.7577080168389668	0.6973153096124722	0.5643549014683453	0.5811304043814327	0.5525224595169347	0.6798027415745538	0.5822719724124297	0.6573419646406096	0.6225050893170763	0.6223958494740851	0.6717998284181038	0.7232313137491067	0.733216891944491	0.7253290551049447	0.7990927471733901	0.7239099361233954	0.7561247308336161	0.6963890532453718	0.763761631468275	0.6797027675921736	0.7420379174856744	0.7118384283366399	0.7192552304635251	0.7282618521356148	0.8088629966334285	0.8077591948924985	0.775296946057856	0.786761901234925	0.7344782210080971	0.7197735886890081	0.8174039603214518	0.7607226454640662	0.7761134175126305	0.7354672604120145	0.7725770832879901	0.7879351635769669	0.8217779550506052	0.8021977652940706	0.7635336904384191	0.7334151588293711	0.7653570887225228	0.7618072418312389	0.6237888505581142	0.6695462656908417	0.7179999868159647	0.6650648060987487	0.6065569523598722	0.5752431428774508	0.6148086105372248	0.6758578316104189	0.7152378477546408	0.7264876273767645	0.7526590430872988	0.7416132464195726	0.6776114739073028	0.7418046521482751	0.7431313637616742	0.7070827702954687	0.6465800936045396	0.07703065843504087	0.06662904015401255
f32pp	0.06096970834738913	0.05225998059763525	0.05387495315277371	0.05241283161075044	0.06831828578028296	0.06433475857612611	0.07682211571679105	0.08344036317892695	0.06071586695471591	0.06339554220140244	0.051522705866998426	0.059243197400914646	0.058944679493055895	0.08144379710474184	0.07828301968398263	0.0781206823635491	0.08969335648842786	0.08765873849902449	0.06696473415648058	0.0530527124219356	0.07499745279647706	0.07601997901595492	0.05649988275904139	0.06334699311427652	0.07709027571041949	0.08517457697597333	0.08569299638225558	0.06169536515969295	0.06650525922223861	0.07638034712455796	0.07002973285174446	0.08234579315610169	0.0832331671755919	0.07388768708445922	0.0421992906809631	0.0	0.029487349187649576	0.04103451600910691	0.03815745719446678	0.07181773951288406	0.07263098471357016	0.0848025223349505	0.47453424412872597	0.6029559099952272	0.7051897635434388	0.7887610591191929	0.7706961145717203	0.7716527836072237	0.7112600763807291	0.5782996682366022	0.5950751711496896	0.5664672262851915	0.6937475083428106	0.5962167391806865	0.6712867314088664	0.6364498560853331	0.636340616242342	0.6857445951863607	0.7371760805173635	0.7471616587127479	0.7392738218732016	0.8130375139416469	0.7378547028916522	0.7700694976018729	0.7103338200136287	0.7777063982365319	0.6936475343604305	0.7559826842539312	0.7257831951048968	0.733199997231782	0.7422066189038716	0.8228077634016854	0.8217039616607553	0.7892417128261129	0.8007066680031818	0.748422987776354	0.7337183554572649	0.8313487270897086	0.774667412232323	0.7900581842808874	0.7494120271802713	0.786521850056247	0.8018799303452238	0.8357227218188621	0.8161425320623275	0.777478457206676	0.747359925597628	0.7793018554907797	0.7757520085994958	0.637733617326371	0.6834910324590986	0.7319447535842215	0.6790095728670056	0.620501719128129	0.5891879096457077	0.6287533773054816	0.6898025983786757	0.7291826145228977	0.7404323941450214	0.7666038098555557	0.7555580131878294	0.6915562406755597	0.7557494189165319	0.7570761305299311	0.7210275370637256	0.6605248603727965	0.09097542520329771	0.0805738069222694
w19pp	0.04031766015986018	0.0316079324101063	0.03322290496524476	0.031760783423221486	0.047666237592754	0.04368271038859717	0.0561700675292621	0.06278831499139799	0.040063818767186954	0.042743494013873486	0.030870657679469473	0.03859114921338569	0.038292631305526945	0.060791748917212896	0.05763097149645367	0.05746863417602016	0.0690413083008989	0.06700669031149553	0.04631268596895162	0.03240066423440664	0.0543454046089481	0.05536793082842596	0.03584783457151243	0.042694944926747566	0.056438227522890544	0.06452252878844437	0.06504094819472662	0.041043316972164	0.04585321103470966	0.055728298937029005	0.04937768466421552	0.061693744968572745	0.06258111898806294	0.05323563889693027	0.021547242493434145	0.029487349187649576	0.0	0.02038246782157796	0.017505409006937825	0.0511656913253551	0.05197893652604121	0.06415047414742156	0.45388219594119705	0.5823038618076982	0.6845377153559098	0.768109010931664	0.7500440663841913	0.7510007354196947	0.6906080281932001	0.5576476200490732	0.5744231229621606	0.5458151780976626	0.6730954601552817	0.5755646909931575	0.6506346832213374	0.6157978078978041	0.615688568054813	0.6650925469988317	0.7165240323298345	0.7265096105252189	0.7186217736856726	0.792385465754118	0.7172026547041233	0.749417449414344	0.6896817718260997	0.7570543500490029	0.6729954861729015	0.7353306360664023	0.7051311469173678	0.712547949044253	0.7215545707163427	0.8021557152141564	0.8010519134732264	0.7685896646385839	0.7800546198156528	0.727770939588825	0.713066307269736	0.8106966789021797	0.7540153640447941	0.7694061360933584	0.7287599789927424	0.765869801868718	0.7812278821576948	0.8150706736313331	0.7954904838747985	0.756826409019147	0.726707877410099	0.7586498073032507	0.7550999604119668	0.617081569138842	0.6628389842715696	0.7112927053966925	0.6583575246794766	0.5998496709406	0.5685358614581787	0.6081013291179527	0.6691505501911468	0.7085305663353687	0.7197803459574924	0.7459517616680267	0.7349059650003005	0.6709041924880307	0.7350973707290029	0.7364240823424021	0.7003754888761966	0.6398728121852675	0.07032337701576877	0.059921758734740455
w10pp	0.0410823341849353	0.032372606435181424	0.03398757899031988	0.032525457448296616	0.04843091161782912	0.04444738441367228	0.056934741554337226	0.06355298901647312	0.040828492792262076	0.04350816803894861	0.03163533170454459	0.03935582323846082	0.03905730533060206	0.06155642294228801	0.0583956455215288	0.05823330820109528	0.06980598232597403	0.06777136433657066	0.047077359994026735	0.03316533825948177	0.05511007863402323	0.05613260485350109	0.03661250859658756	0.043459618951822696	0.05720290154796566	0.06528720281351949	0.06580562221980174	0.041807990997239114	0.046617885059784786	0.05649297296210412	0.050142358689290636	0.06245841899364786	0.06334579301313806	0.0540003129220054	0.027089749240850065	0.04103451600910691	0.02038246782157796	0.0	0.009380351668084139	0.05193036535043023	0.05274361055111633	0.06491514817249668	0.4546468699662721	0.5830685358327733	0.6853023893809849	0.768873684956739	0.7508087404092664	0.7517654094447698	0.6913727022182752	0.5584122940741483	0.5751877969872357	0.5465798521227376	0.6738601341803567	0.5763293650182326	0.6513993572464125	0.6165624819228792	0.616453242079888	0.6658572210239068	0.7172887063549096	0.727274284550294	0.7193864477107477	0.793150139779193	0.7179673287291983	0.750182123439419	0.6904464458511748	0.757819024074078	0.6737601601979766	0.7360953100914773	0.7058958209424429	0.7133126230693281	0.7223192447414177	0.8029203892392315	0.8018165874983014	0.769354338663659	0.7808192938407279	0.7285356136139001	0.713830981294811	0.8114613529272547	0.7547800380698692	0.7701708101184335	0.7295246530178174	0.7666344758937931	0.7819925561827699	0.8158353476564082	0.7962551578998736	0.7575910830442221	0.7274725514351741	0.7594144813283258	0.7558646344370419	0.6178462431639171	0.6636036582966447	0.7120573794217676	0.6591221987045517	0.6006143449656751	0.5693005354832538	0.6088660031430277	0.6699152242162218	0.7092952403604438	0.7205450199825675	0.7467164356931018	0.7356706390253756	0.6716688665131058	0.735862044754078	0.7371887563674772	0.7011401629012717	0.6406374862103426	0.07108805104084388	0.06068643275981558
f24pp	0.038205275370295166	0.029495547620541296	0.031110520175679744	0.02964839863365648	0.04555385280318899	0.041570325599032155	0.05405768273969709	0.060675930201832984	0.03795143397762195	0.04063110922430847	0.028758272889904464	0.036478764423820684	0.03618024651596193	0.05867936412764788	0.05551858670688867	0.05535624938645515	0.0669289235113339	0.06489430552193053	0.04420030117938661	0.030288279444841637	0.052233019819383095	0.05325554603886096	0.033735449781947424	0.04058256013718256	0.05432584273332553	0.06241014399887936	0.06292856340516162	0.038930932182598986	0.04374082624514465	0.05361591414746399	0.04726529987465051	0.05958136017900773	0.06046873419849793	0.05112325410736526	0.024212690426209934	0.03815745719446678	0.017505409006937825	0.009380351668084139	0.0	0.0490533065357901	0.049866551736476195	0.06203808935785654	0.451769811151632	0.5801914770181332	0.6824253305663448	0.765996626142099	0.7479316815946263	0.7488883506301297	0.6884956434036351	0.5555352352595082	0.5723107381725956	0.5437027933080976	0.6709830753657167	0.5734523062035926	0.6485222984317724	0.6136854231082391	0.613576183265248	0.6629801622092667	0.7144116475402695	0.7243972257356539	0.7165093888961076	0.790273080964553	0.7150902699145583	0.747305064624779	0.6875693870365347	0.7549419652594379	0.6708831013833365	0.7332182512768373	0.7030187621278028	0.710435564254688	0.7194421859267777	0.8000433304245914	0.7989395286836614	0.7664772798490189	0.7779422350260878	0.72565855479926	0.710953922480171	0.8085842941126147	0.7519029792552291	0.7672937513037934	0.7266475942031774	0.763757417079153	0.7791154973681298	0.8129582888417681	0.7933780990852335	0.754714024229582	0.724595492620534	0.7565374225136857	0.7529875756224018	0.614969184349277	0.6607265994820046	0.7091803206071275	0.6562451398899116	0.597737286151035	0.5664234766686137	0.6059889443283877	0.6670381654015818	0.7064181815458037	0.7176679611679274	0.7438393768784617	0.7327935802107355	0.6687918076984657	0.732984985939438	0.7343116975528371	0.6982631040866316	0.6377604273957025	0.06821099222620375	0.05780937394517544
w13pp	0.027986482564327862	0.02915985947840154	0.03659222828843398	0.04410301501134413	0.06000846918087663	0.0560249419767198	0.06851229911738474	0.07513054657952063	0.0524060503553096	0.05508572560199612	0.043212889267592106	0.057855114445198974	0.057556596537340216	0.08005571414902617	0.07689493672826696	0.07673259940783343	0.08830527353271218	0.08627065554330882	0.06557665120076489	0.05166462946621993	0.07360936984076139	0.07463189606023925	0.055111799803325714	0.06195891015856085	0.07570219275470381	0.08378649402025765	0.0843049134265399	0.06030728220397727	0.06511717626652294	0.07499226416884228	0.06864164989602879	0.08095771020038602	0.08184508421987621	0.07249960412874355	0.057872972744627216	0.07181773951288406	0.0511656913253551	0.05193036535043023	0.0490533065357901	0.0	0.027895223944557693	0.04006676156593804	0.42979848335971355	0.5582201492262147	0.6604540027744262	0.7440252983501804	0.7259603538027077	0.7269170228382111	0.6665243156117165	0.5335639074675896	0.550339410380677	0.521731465516179	0.6490117475737981	0.551480978411674	0.6265509706398539	0.5917140953163206	0.5916048554733294	0.6410088344173481	0.692440319748351	0.7024258979437353	0.694538061104189	0.7683017531726344	0.6931189421226397	0.7253337368328604	0.6655980592446161	0.7329706374675193	0.6489117735914179	0.7112469234849187	0.6810474343358842	0.6884642364627694	0.6974708581348591	0.7780720026326728	0.7769682008917428	0.7445059520571004	0.7559709072341693	0.7036872270073414	0.6889825946882524	0.7866129663206961	0.7299316514633105	0.7453224235118748	0.7046762664112588	0.7417860892872344	0.7571441695762112	0.7909869610498496	0.7714067712933149	0.7327426964376634	0.7026241648286154	0.7345660947217671	0.7310162478304832	0.5929978565573585	0.6387552716900861	0.687208992815209	0.634273812097993	0.5757659583591165	0.5444521488766951	0.5840176165364691	0.6450668376096632	0.6844468537538851	0.6956966333760088	0.7218680490865431	0.7108222524188169	0.6468204799065471	0.7110136581475194	0.7123403697609185	0.676291776294713	0.6157890996037839	0.046239664434285246	0.04759058113920814
f1pp	0.028799727765013963	0.02997310467908764	0.037405473489120086	0.044916260212030226	0.06082171438156273	0.0568381871774059	0.06932554431807084	0.07594379178020673	0.053219295555995694	0.055898970802682225	0.04402613446827821	0.05866835964588507	0.05836984173802632	0.08086895934971228	0.07770818192895305	0.07754584460851954	0.08911851873339828	0.08708390074399491	0.06638989640145099	0.052477874666906024	0.07442261504144748	0.07544514126092534	0.05592504500401181	0.06277215535924695	0.07651543795538993	0.08459973922094374	0.08511815862722599	0.06112052740466337	0.06593042146720904	0.07580550936952837	0.0694548950967149	0.08177095540107213	0.08265832942056231	0.07331284932942965	0.05868621794531331	0.07263098471357016	0.05197893652604121	0.05274361055111633	0.049866551736476195	0.027895223944557693	0.0	0.034908215925417554	0.42463993771919306	0.5530616035856941	0.6552954571339057	0.7388667527096598	0.7208018081621872	0.7217584771976906	0.661365769971196	0.5284053618270691	0.5451808647401565	0.5165729198756585	0.6438532019332776	0.5463224327711534	0.6213924249993333	0.5865555496758	0.5864463098328089	0.6358502887768276	0.6872817741078304	0.6972673523032148	0.6893795154636685	0.7631432075321138	0.6879603964821192	0.7201751911923399	0.6604395136040956	0.7278120918269988	0.6437532279508974	0.7060883778443982	0.6758888886953637	0.6833056908222489	0.6923123124943386	0.7729134569921523	0.7718096552512222	0.7393474064165798	0.7508123615936487	0.6985286813668209	0.6838240490477319	0.7814544206801756	0.72477310582279	0.7401638778713543	0.6995177207707383	0.7366275436467139	0.7519856239356907	0.785828415409329	0.7662482256527944	0.7275841507971429	0.6974656191880949	0.7294075490812466	0.7258577021899627	0.5878393109168379	0.6335967260495655	0.6820504471746884	0.6291152664574725	0.5706074127185959	0.5392936032361746	0.5788590708959486	0.6399082919691427	0.6792883081133646	0.6905380877354883	0.7167095034460226	0.7056637067782964	0.6416619342660266	0.7058551125069988	0.707181824120398	0.6711332306541925	0.6106305539632634	0.041081118793764755	0.048403826339894235
