	f23ppA	w24pp	s24pp	s24H1	f12ppB	f32pp	f8pp	f26pp	f14ppB	f12ppA	f6ppB	f20ppB	f24pp	w18pp	f23ppB	w20pp	S13Hp	f6ppA	S18H1	F1H1	S8Hp	F23HpA	f10pp	w13pp	f7pp	f3pp	f4pp	f13pp	s17pp	w10pp	w17pp	f17ppA	w3pp	w1pp	f1pp	S14Hp	f29pp	w8pp	f2pp	w2pp	s2pp	f15pp	w14pp	w25pp	f16ppB	f16ppA	f25pp	f22ppB	S22Hp	s27pp	F7H1	f11pp	w11pp	S17H1	F22HpB	S27H1	s30pp	S9H1	S4Hp	w19pp	w16pp	S12Hp	S3Hp	f20ppA	F16H1	f31pp	530451	S15Hp	S26Hp	f30pp	f18pp	f21pp
f6ppB	0.31671936074380996	0.32723020920072854	0.38493331307006157	0.39459097056384357	0.2636427573120017	0.2887300847717491	0.20525899239116396	0.22437950768483986	0.1688412392736509	0.1697666539107711	0.0	0.17692341484911794	0.18806395782933677	0.2718202399348133	0.264283554405324	0.26096820789644953	0.32099509417451577	0.3119330202431412	0.41055906498569383	0.424702688163604	0.4080203757686498	0.45727602900397424	0.29274063510302206	0.30415588473462485	0.25688186907171096	0.3098532173643948	0.2410951467992709	0.3536500292028945	0.3700871840541443	0.35270128990564564	0.34104947307993094	0.3258154927010955	0.26565403690945444	0.3324535774280356	0.329400175778183	0.4452883878233409	0.2989794084762586	0.3138802885339897	0.30470849057015753	0.32220641430856767	0.37671214482938187	0.3104029450858522	0.31254806756000314	0.32573563870297106	0.30243872819496426	0.22091829069529154	0.28191528890266593	0.31123598278736553	0.39748025397886655	0.33123077840693893	0.4298071820466214	0.3234971994403355	0.39484984917277943	0.47172135932210124	0.4873376450013793	0.468804523985231	0.41858961948266415	0.4377077002684313	0.4360602301633659	0.3821168185578173	0.29285827340518145	0.26051648547514683	0.344516692269286	0.34154751638012937	0.41909261604611436	0.26503122619146946	0.5590380202619197	0.5155728437024385	0.4709950808387122	0.2758326440018637	0.26530599274171873	0.24116970554249925
f20ppB	0.2513639210197404	0.261874769476659	0.319577873345992	0.329235530839774	0.19828731758793217	0.22337464504767957	0.13990355266709442	0.23505628637991385	0.1795180179687249	0.19447008797254836	0.17692341484911794	0.0	0.10732409941792412	0.1910803815234006	0.1835436959939113	0.18022834948503685	0.24025523576310312	0.23119316183172847	0.3452036252616243	0.3593472484395345	0.34266493604458026	0.39192058927990475	0.22738519537895252	0.2388004450105553	0.1915264293476414	0.24449777764032526	0.17573970707520137	0.28829458947882497	0.30473174433007477	0.2873458501815761	0.2756940333558614	0.26046005297702596	0.20029859718538495	0.26709813770396607	0.26404473605411344	0.3799329480992714	0.23362396875218905	0.24852484880992015	0.239353050846088	0.2568509745844981	0.3113567051053123	0.2450475053617827	0.2471926278359336	0.2603801989789016	0.23708328847089472	0.15556285097122202	0.2165598491785964	0.245880543063296	0.332124814254797	0.26587533868286944	0.36445174232255184	0.25814175971626596	0.3294944094487099	0.4063659195980317	0.4219822052773098	0.40344908426116144	0.3532341797585946	0.37235226054436177	0.3707047904392964	0.3167613788337478	0.2275028336811119	0.1951610457510773	0.27916125254521645	0.2761920766560598	0.3537371763220448	0.19967578646739992	0.4936825805378502	0.45021740397836896	0.4056396411146427	0.21047720427779415	0.1999505530176492	0.1758142658184297
f24pp	0.2625044639999593	0.2730153124568778	0.3307184163262109	0.3403760738199929	0.209427860568151	0.23451518802789842	0.15104409564731328	0.2461968293601327	0.19065856094894376	0.20561063095276721	0.18806395782933677	0.10732409941792412	0.0	0.18765593265550168	0.18011924712601238	0.17680390061713794	0.2368307868952042	0.22776871296382956	0.3563441682418431	0.3704877914197533	0.3538054790247991	0.4030611322601236	0.23852573835917135	0.24994098799077416	0.20266697232786027	0.25563832062054415	0.18688025005542022	0.29943513245904385	0.3158722873102936	0.2984863931617949	0.2868345763360802	0.27160059595724484	0.21143914016560378	0.2782386806841849	0.2751852790343323	0.39107349107949024	0.2447645117324079	0.25966539179013903	0.25049359382630687	0.26799151756471695	0.32249724808553115	0.25618804834200154	0.2583331708161525	0.2715207419591204	0.24822383145111357	0.16670339395144085	0.2277003921588152	0.2570210860435148	0.34326535723501583	0.27701588166308827	0.37559228530277067	0.2692823026964848	0.3406349524289287	0.4175064625782505	0.4331227482575286	0.41458962724138027	0.36437472273881344	0.3834928035245806	0.3818453334195152	0.3279019218139666	0.23864337666133073	0.20630158873129614	0.29030179552543534	0.2873326196362787	0.3648777193022637	0.21081632944761874	0.5048231235180691	0.46135794695858784	0.4167801840948615	0.22161774725801298	0.21109109599786804	0.18695480879864856
w18pp	0.3462607461054358	0.3567715945623543	0.4144746984316874	0.4241323559254694	0.29318414267362747	0.31827147013337487	0.23480037775278975	0.3299531114656092	0.27441484305442027	0.2893669130582437	0.2718202399348133	0.1910803815234006	0.18765593265550168	0.0	0.24831803950751835	0.24500269299864394	0.3050295792767102	0.29596750534533556	0.4401004503473196	0.4542440735252298	0.43756176113027556	0.48681741436560005	0.3222820204646478	0.3336972700962506	0.2864232544333367	0.3393946027260206	0.27063653216089667	0.3831914145645203	0.3996285694157701	0.3822426752672714	0.3705908584415567	0.3553568780627213	0.29519542227108025	0.36199496278966137	0.3589415611398088	0.4748297731849667	0.32852079383788435	0.3434216738956155	0.33424987593178335	0.35174779967019343	0.40625353019100763	0.339944330447478	0.34208945292162896	0.3552770240645969	0.3319801135565901	0.2504596760569173	0.3114566742642917	0.3407773681489913	0.4270216393404923	0.36077216376856475	0.45934856740824714	0.35303858480196126	0.4243912345344052	0.501262744683727	0.5168790303630051	0.49834590934685674	0.4481310048442899	0.46724908563005707	0.4656016155249917	0.4116582039194431	0.3223996587668072	0.2900578708367726	0.3740580776309118	0.3710889017417552	0.4486340014077402	0.2945726115530952	0.5885794056235456	0.5451142290640643	0.500536466200338	0.30537402936348945	0.2948473781033445	0.27071109090412504
f23ppB	0.33872406057594645	0.349234909032865	0.40693801290219805	0.41659567039598006	0.2856474571441382	0.3107347846038856	0.22726369222330045	0.32241642593611985	0.26687815752493094	0.2818302275287544	0.264283554405324	0.1835436959939113	0.18011924712601238	0.24831803950751835	0.0	0.2195201753704829	0.27954706164854914	0.27048498771717455	0.4325637648178303	0.4467073879957405	0.4300250756007863	0.4792807288361107	0.31474533493515855	0.32616058456676134	0.27888656890384744	0.3318579171965313	0.2630998466314074	0.375654729035031	0.3920918838862808	0.37470598973778213	0.36305417291206743	0.347820192533232	0.2876587367415909	0.3544582772601721	0.35140487561031947	0.4672930876554774	0.3209841083083951	0.3358849883661262	0.326713190402294	0.34421111414070416	0.39871684466151835	0.3324076449179887	0.3345527673921396	0.34774033853510755	0.32444342802710074	0.24292299052742802	0.3039199887348024	0.333240682619502	0.41948495381100304	0.3532354782390754	0.45181188187875787	0.345501899272472	0.4168545490049159	0.49372605915423773	0.5093423448335158	0.49080922381736747	0.44059431931480064	0.4597124001005678	0.4580649299955024	0.4041215183899538	0.31486297323731793	0.2825211853072833	0.3665213921014225	0.36355221621226586	0.44109731587825085	0.28703592602360595	0.5810427200940562	0.537577543534575	0.4929997806708487	0.2978373438340002	0.2873106925738552	0.26317440537463577
w20pp	0.335408714067072	0.3459195625239906	0.4036226663933236	0.4132803238871056	0.28233211063526376	0.30741943809501115	0.223948345714426	0.3191010794272454	0.2635628110160565	0.27851488101988	0.26096820789644953	0.18022834948503685	0.17680390061713794	0.24500269299864394	0.2195201753704829	0.0	0.22235947206865836	0.2132973981372837	0.4292484183089559	0.44339204148686606	0.42670972909191185	0.4759653823272363	0.3114299884262841	0.3228452380578869	0.275571222394973	0.32854257068765685	0.25978450012253296	0.37233938252615656	0.38877653737740636	0.3713906432289077	0.359738826403193	0.34450484602435755	0.2843433902327165	0.35114293075129765	0.348089529101445	0.46397774114660295	0.31766876179952064	0.33256964185725174	0.3233978438934196	0.3408957676318297	0.3954014981526439	0.32909229840911425	0.3312374208832652	0.3444249920262331	0.3211280815182263	0.23960764401855358	0.300604642225928	0.3299253361106276	0.4161696073021286	0.349920131730201	0.44849653536988343	0.34218655276359755	0.4135392024960415	0.4904107126453633	0.5060269983246414	0.48749387730849303	0.4372789728059262	0.45639705359169336	0.454749583486628	0.40080617188107936	0.3115476267284435	0.2792058387984089	0.36320604559254804	0.3602368697033914	0.4377819693693764	0.2837205795147315	0.5777273735851818	0.5342621970257005	0.48968443416197427	0.29452199732512574	0.2839953460649808	0.2598590588657613
S13Hp	0.39543560034513825	0.4059464488020568	0.46364955267138985	0.47330721016517185	0.34235899691333	0.36744632437307745	0.2839752319924923	0.3791279657053117	0.3235896972941228	0.3385417672979462	0.32099509417451577	0.24025523576310312	0.2368307868952042	0.3050295792767102	0.27954706164854914	0.22235947206865836	0.0	0.16497176830007454	0.4892753045870221	0.5034189277649324	0.4867366153699781	0.5359922686053026	0.37145687470435035	0.3828721243359532	0.3355981086730393	0.3885694569657231	0.31981138640059925	0.4323662688042228	0.44880342365547266	0.43141752950697393	0.4197657126812593	0.4045317323024238	0.3443702765107828	0.41116981702936395	0.40811641537951127	0.5240046274246692	0.37769564807758693	0.392596528135318	0.3834247301714858	0.400922653909896	0.45542838443071015	0.38911918468718054	0.3912643071613314	0.4044518783042994	0.38115496779629254	0.29963453029661985	0.3606315285039942	0.38995222238869387	0.47619649358019484	0.40994701800826727	0.5085234216479497	0.40221343904166384	0.4735660887741077	0.5504375989234296	0.5660538846027077	0.5475207635865593	0.49730585908399244	0.5164239398697597	0.5147764697646942	0.4608330581591456	0.37157451300650973	0.3392327250764752	0.4232329318706143	0.4202637559814577	0.4978088556474427	0.34374746579279775	0.6377542598632481	0.5942890833037668	0.5497113204400406	0.354548883603192	0.3440222323430471	0.3198859451438276
f6ppA	0.38637352641376366	0.3968843748706822	0.45458747874001526	0.46424513623379726	0.33329692298195535	0.35838425044170275	0.2749131580611176	0.37006589177393706	0.31452762336274814	0.32947969336657157	0.3119330202431412	0.23119316183172847	0.22776871296382956	0.29596750534533556	0.27048498771717455	0.2132973981372837	0.16497176830007454	0.0	0.48021323065564747	0.49435685383355765	0.47767454143860344	0.526930194673928	0.3623948007729757	0.3738100504045785	0.3265360347416646	0.3795073830343485	0.31074931246922455	0.4233041948728482	0.43974134972409795	0.4223554555755993	0.4107036387498846	0.3954696583710492	0.33530820257940813	0.40210774309798925	0.3990543414481367	0.5149425534932945	0.36863357414621223	0.3835344542039434	0.3743626562401112	0.3918605799785213	0.4463663104993355	0.3800571107558059	0.38220223322995683	0.39538980437292476	0.37209289386491795	0.2905724563652452	0.35156945457261957	0.38089014845731917	0.4671344196488202	0.4008849440768926	0.499461347716575	0.39315136511028914	0.46450401484273307	0.5413755249920549	0.556991810671333	0.5384586896551846	0.4882437851526178	0.507361865938385	0.5057143958333196	0.45177098422777096	0.3625124390751351	0.33017065114510047	0.4141708579392397	0.41120168205008306	0.48874678171606806	0.3346853918614231	0.6286921859318735	0.5852270093723921	0.5406492465086659	0.34548680967181733	0.3349601584116724	0.3108238712124529
S18H1	0.46786569025295005	0.4783765387098686	0.5360796425792016	0.5457373000729837	0.4147890868211418	0.4398764142808892	0.35640532190030405	0.4686919365164897	0.4131536681053008	0.4281057381091242	0.41055906498569383	0.3452036252616243	0.3563441682418431	0.4401004503473196	0.4325637648178303	0.4292484183089559	0.4892753045870221	0.48021323065564747	0.0	0.3460048487220997	0.4018109447832212	0.4510665980185457	0.34052006541182944	0.35193531504343223	0.3469716286519504	0.3999429769446343	0.33118490637951037	0.443739788783134	0.4601769436343838	0.4427910494858851	0.4311392326601704	0.415905252281335	0.35574379648969395	0.42254333700827507	0.4194899353584225	0.5353781474035804	0.38906916805649805	0.4039700481142292	0.39479825015039705	0.4122961738888071	0.4668019044096213	0.4004927046660917	0.40263782714024265	0.4158253982832106	0.39252848777520377	0.311008050275531	0.40035847876262853	0.4296791726473282	0.5159234438388292	0.44967396826690165	0.548250371906584	0.44194038930029816	0.513293039032742	0.5901645491820638	0.6057808348613419	0.5872477138451936	0.5370328093426268	0.5561508901283939	0.5545034200233285	0.5005600084177799	0.41130146326514405	0.3789596753351095	0.46295988212924866	0.4926938458892695	0.5702389455552546	0.41617755570060955	0.7101843497710598	0.6667191732115787	0.6221414103478523	0.4269789735110038	0.4164523222508589	0.39231603505163937
F1H1	0.48200931343086023	0.4925201618877788	0.5502232657571118	0.5598809232508939	0.428932709999052	0.4540200374587994	0.37054894507821423	0.4828355596943999	0.427297291283211	0.4422493612870344	0.424702688163604	0.3593472484395345	0.3704877914197533	0.4542440735252298	0.4467073879957405	0.44339204148686606	0.5034189277649324	0.49435685383355765	0.3460048487220997	0.0	0.41595456796113134	0.46521022119645583	0.35466368858973957	0.3660789382213424	0.3611152518298606	0.4140866001225445	0.34532852955742055	0.4578834119610442	0.47432056681229395	0.4569346726637953	0.4452828558380806	0.4300488754592452	0.36988741966760413	0.43668696018618525	0.4336335585363327	0.5495217705814905	0.40321279123440823	0.4181136712921394	0.4089418733283072	0.4264397970667173	0.4809455275875315	0.4146363278440019	0.41678145031815284	0.42996902146112076	0.40667211095311395	0.3251516734534412	0.4145021019405387	0.44382279582523837	0.5300670670167393	0.4638175914448118	0.5623939950844942	0.45608401247820834	0.5274366622106522	0.604308172359974	0.6199244580392521	0.6013913370231038	0.5511764325205369	0.5702945133063041	0.5686470432012387	0.5147036315956901	0.42544508644305423	0.39310329851301967	0.47710350530715884	0.5068374690671797	0.5843825687331647	0.43032117887851973	0.72432797294897	0.6808627963894889	0.6362850335257625	0.44112259668891396	0.43059594542876906	0.40645965822954955
