	f23ppA	w24pp	s24pp	s24H1	f12ppB	f32pp	f8pp	f26pp	f14ppB	f12ppA	f6ppB	f20ppB	f24pp	w18pp	f23ppB	w20pp	S13Hp	f6ppA	S18H1	F1H1	S8Hp	F23HpA	f10pp	w13pp	f7pp	f3pp	f4pp	f13pp	s17pp	w10pp	w17pp	f17ppA	w3pp	w1pp	f1pp	S14Hp	f29pp	w8pp	f2pp	w2pp	s2pp	f15pp	w14pp	w25pp	f16ppB	f16ppA	f25pp	f22ppB	S22Hp	s27pp	F7H1	f11pp	w11pp	S17H1	F22HpB	S27H1	s30pp	S9H1	S4Hp	w19pp	w16pp	S12Hp	S3Hp	f20ppA	F16H1	f31pp	530451	S15Hp	S26Hp	f30pp	f18pp	f21pp
S8Hp	0.465327001035906	0.4758378494928246	0.5335409533621576	0.5431986108559397	0.41225039760409776	0.43733772506384516	0.35386663268326	0.4661532472994457	0.41061497888825677	0.4255670488920802	0.4080203757686498	0.34266493604458026	0.3538054790247991	0.43756176113027556	0.4300250756007863	0.42670972909191185	0.4867366153699781	0.47767454143860344	0.4018109447832212	0.41595456796113134	0.0	0.38518297809711477	0.33798137619478535	0.3493966258263882	0.3444329394349064	0.3974042877275903	0.32864621716246634	0.44120109956609	0.45763825441733974	0.44025236026884107	0.42860054344312637	0.413366563064291	0.3532051072726499	0.42000464779123103	0.41695124614137846	0.5328394581865363	0.386530478839454	0.4014313588971852	0.392259560933353	0.4097574846717631	0.4642632151925773	0.3979540154490477	0.4000991379231986	0.41328670906616655	0.38998979855815974	0.308469361058487	0.3978197895455845	0.42714048343028416	0.5133847546217851	0.4471352790498576	0.54571168268954	0.43940170008325413	0.510754349815698	0.5876258599650198	0.6032421456442979	0.5847090246281496	0.5344941201255827	0.5536122009113499	0.5519647308062845	0.4980213192007359	0.4087627740481	0.37642098611806546	0.4604211929122046	0.4901551566722255	0.5677002563382105	0.4136388664835655	0.7076456605540158	0.6641804839945347	0.6196027211308083	0.42444028429395975	0.41391363303381484	0.38977734583459533
F23HpA	0.5145826542712305	0.525093502728149	0.5827966065974821	0.5924542640912641	0.46150605083942225	0.48659337829916965	0.4031222859185845	0.5154089005347702	0.45987063212358126	0.4748227021274047	0.45727602900397424	0.39192058927990475	0.4030611322601236	0.48681741436560005	0.4792807288361107	0.4759653823272363	0.5359922686053026	0.526930194673928	0.4510665980185457	0.46521022119645583	0.38518297809711477	0.0	0.38723702943010985	0.3986522790617127	0.39368859267023093	0.4466599409629147	0.3779018703977909	0.49045675280141443	0.5068939076526643	0.48950801350416556	0.4778561966784509	0.4626222162996154	0.4024607605079744	0.4692603010265556	0.4662068993767029	0.5820951114218609	0.43578613207477856	0.4506870121325096	0.44151521416867745	0.45901313790708764	0.5135188684279017	0.4472096686843722	0.44935479115852306	0.46254236230149104	0.4392454517934842	0.3577250142938115	0.44707544278090905	0.47639613666560865	0.5626404078571097	0.49639093228518205	0.5949673359248644	0.4886573533185786	0.5600100030510224	0.6368815132003443	0.6524977988796223	0.633964677863474	0.5837497733609072	0.6028678541466743	0.601220384041609	0.5472769724360604	0.45801842728342457	0.42567663935338995	0.5096768461475292	0.53941080990755	0.616955909573535	0.46289451971889	0.7569013137893403	0.7134361372298591	0.6688583743661327	0.47369593752928424	0.46316928626913934	0.4390329990699199
f10pp	0.35004726037027833	0.36055810882719685	0.41826121269652994	0.42791887019031194	0.29697065693847	0.3220579843982174	0.2385868920176323	0.35087350663381794	0.295335238222629	0.31028730822645245	0.29274063510302206	0.22738519537895252	0.23852573835917135	0.3222820204646478	0.31474533493515855	0.3114299884262841	0.37145687470435035	0.3623948007729757	0.34052006541182944	0.35466368858973957	0.33798137619478535	0.38723702943010985	0.0	0.16053084852544403	0.22915319876927867	0.28212454706196255	0.21336647649683863	0.32592135890046225	0.342358513751712	0.32497261960321333	0.31332080277749863	0.29808682239866324	0.23792536660702218	0.3047249071256033	0.3016715054757507	0.41755971752090865	0.2712507381738263	0.28615161823155744	0.2769798202677253	0.29447774400613536	0.34898347452694956	0.28267427478341994	0.2848193972575709	0.2980069684005388	0.274710057892532	0.19318962039285925	0.2825400488799568	0.3118607427646565	0.3981050139561574	0.3318555383842299	0.4304319420239122	0.32412195941762645	0.39547460915007027	0.4723461192993921	0.48796240497867016	0.4694292839625218	0.419214379459955	0.43833246024572214	0.43668499014065676	0.3827415785351082	0.29348303338247234	0.2611412454524378	0.3451414522465769	0.37487541600659774	0.45242051567258273	0.2983591258179378	0.5923659198883882	0.5489007433289068	0.5043229804651805	0.309160543628332	0.29863389236818705	0.2744976051689676
w13pp	0.3614625100018811	0.37197335845879964	0.4296764623281327	0.4393341198219147	0.30838590657007287	0.33347323402982026	0.2500021416492351	0.3622887562654208	0.30675048785423187	0.32170255785805524	0.30415588473462485	0.2388004450105553	0.24994098799077416	0.3336972700962506	0.32616058456676134	0.3228452380578869	0.3828721243359532	0.3738100504045785	0.35193531504343223	0.3660789382213424	0.3493966258263882	0.3986522790617127	0.16053084852544403	0.0	0.24056844840088148	0.29353979669356534	0.22478172612844144	0.33733660853206504	0.35377376338331484	0.3363878692348161	0.32473605240910147	0.30950207203026603	0.249340616238625	0.31614015675720614	0.3130867551073535	0.4289749671525115	0.2826659878054291	0.2975668678631602	0.28839506989932806	0.3058929936377382	0.36039872415855234	0.2940895244150228	0.29623464688917367	0.30942221803214165	0.2861253075241348	0.20460487002446207	0.29395529851155966	0.32327599239625926	0.4095202635877602	0.34327078801583266	0.44184719165551506	0.33553720904922923	0.4068898587816731	0.4837613689309949	0.499377654610273	0.48084453359412466	0.43062962909155783	0.449747709877325	0.4481002397722596	0.39415682816671105	0.3048982830140752	0.27255649508404056	0.3565567018781797	0.3862906656382006	0.4638357653041856	0.3097743754495406	0.603781169519991	0.5603159929605097	0.5157382300967833	0.32057579325993485	0.3100491419997899	0.2859128548005704
f7pp	0.31418849433896723	0.32469934279588575	0.38240244666521883	0.39206010415900083	0.26111189090715897	0.28619921836690637	0.20272812598632123	0.3150147406025069	0.259476472191318	0.27442854219514135	0.25688186907171096	0.1915264293476414	0.20266697232786027	0.2864232544333367	0.27888656890384744	0.275571222394973	0.3355981086730393	0.3265360347416646	0.3469716286519504	0.3611152518298606	0.3444329394349064	0.39368859267023093	0.22915319876927867	0.24056844840088148	0.0	0.14715246937772375	0.07839439881259985	0.20803840545867142	0.22447556030992122	0.20708966616142252	0.19543784933570785	0.1802038689568724	0.12004241316523136	0.1868419536838125	0.18378855203395988	0.2996767640791178	0.1877043326565237	0.2026052127142548	0.19343341475042264	0.21093133848883278	0.2654370690096469	0.19912786926611734	0.23501370394645388	0.24820127508942183	0.224904364581415	0.14338392708174227	0.24668128284864574	0.27600197673334537	0.36224624792484633	0.29599677235291877	0.39457317599260117	0.28826319338631534	0.3596158431187592	0.436487353268081	0.4521036389473591	0.43357051793121076	0.38335561342864394	0.4024736942144111	0.4008262241093457	0.34688281250379716	0.2576242673511613	0.22528247942112667	0.30928268621526583	0.3390166499752867	0.4165617496412717	0.2625003597866267	0.556507153857077	0.5130419772975958	0.46846421443386943	0.27330177759702096	0.262775126336876	0.23863883913765652
f3pp	0.3671598426316511	0.37767069108856965	0.4353737949579027	0.4450314524516847	0.3140832391998428	0.3391705666595902	0.2556994742790051	0.3679860888951907	0.31244782048400177	0.32739989048782525	0.3098532173643948	0.24449777764032526	0.25563832062054415	0.3393946027260206	0.3318579171965313	0.32854257068765685	0.3885694569657231	0.3795073830343485	0.3999429769446343	0.4140866001225445	0.3974042877275903	0.4466599409629147	0.28212454706196255	0.29353979669356534	0.14715246937772375	0.0	0.11618747364030066	0.26100975375135527	0.27744690860260507	0.26006101445410634	0.2484091976283917	0.23317521724955625	0.1730137614579152	0.23981330197649636	0.23675990032664374	0.3526481123718017	0.24067568094920755	0.25557656100693865	0.2464047630431065	0.2639026867815166	0.3184084173023308	0.25209921755880116	0.28798505223913773	0.3011726233821057	0.27787571287409885	0.19635527537442612	0.29965263114132956	0.3289733250260292	0.4152175962175302	0.3489681206456027	0.447544524285285	0.3412345416789992	0.41258719141144307	0.4894587015607649	0.505074987240043	0.4865418662238946	0.4363269617213278	0.45544504250709494	0.45379757240202956	0.39985416079648095	0.3105956156438451	0.2782538277138105	0.3622540345079497	0.3919879982679705	0.4695330979339555	0.3154717080793106	0.6094785021497608	0.5660133255902796	0.5214355627265533	0.3262731258897048	0.31574647462955985	0.2916101874303404
f4pp	0.2984017720665272	0.3089126205234457	0.3666157243927788	0.3762733818865608	0.24532516863471893	0.2704124960944663	0.18694140371388118	0.29922801833006685	0.2436897499188779	0.2586418199227013	0.2410951467992709	0.17573970707520137	0.18688025005542022	0.27063653216089667	0.2630998466314074	0.25978450012253296	0.31981138640059925	0.31074931246922455	0.33118490637951037	0.34532852955742055	0.32864621716246634	0.3779018703977909	0.21336647649683863	0.22478172612844144	0.07839439881259985	0.11618747364030066	0.0	0.19225168318623137	0.20868883803748117	0.19130294388898247	0.1796511270632678	0.16441714668443233	0.1042556908927913	0.17105523141137247	0.16800182976151984	0.28389004180667776	0.17191761038408365	0.18681849044181476	0.1776466924779826	0.19514461621639273	0.2496503467372069	0.1833411469936773	0.21922698167401383	0.23241455281698178	0.20911764230897495	0.12759720480930223	0.2308945605762057	0.2602152544609053	0.3464595256524063	0.2802100500804787	0.3787864537201611	0.2724764711138753	0.34382912084631917	0.420700630995641	0.43631691667491906	0.4177837956587707	0.3675688911562039	0.38668697194197105	0.38503950183690566	0.3310960902313571	0.2418375450787212	0.20949575714868662	0.2934959639428258	0.32322992770284664	0.40077502736883164	0.24671363751418668	0.540720431584637	0.4972552550251558	0.4526774921614294	0.2575150553245809	0.24698840406443595	0.22285211686521647
f13pp	0.4109566544701508	0.42146750292706936	0.4791706067964024	0.4888282642901844	0.35788005103834253	0.3829673784980899	0.2994962861175048	0.4117829007336904	0.3562446323225015	0.37119670232632496	0.3536500292028945	0.28829458947882497	0.29943513245904385	0.3831914145645203	0.375654729035031	0.37233938252615656	0.4323662688042228	0.4233041948728482	0.443739788783134	0.4578834119610442	0.44120109956609	0.49045675280141443	0.32592135890046225	0.33733660853206504	0.20803840545867142	0.26100975375135527	0.19225168318623137	0.0	0.25074523374035457	0.2333593395918559	0.2217075227661412	0.20647354238730575	0.18299176687100013	0.24979130738958127	0.24673790573972865	0.3626261177848866	0.28447249278770725	0.29937337284543836	0.2902015748816062	0.30769949862001633	0.36220522914083053	0.29589602939730086	0.33178186407763743	0.3449694352206054	0.32167252471259855	0.24015208721292583	0.34344944297982927	0.3727701368645289	0.4590144080560299	0.3927649324841024	0.4913413361237847	0.3850313535174989	0.45638400324994277	0.5332555133992646	0.5488717990785427	0.5303386780623943	0.4801237735598275	0.49924185434559465	0.49759438424052926	0.44365097263498066	0.3543924274823448	0.3220506395523102	0.4060508463464494	0.43578481010647024	0.5133299097724553	0.3592685199178103	0.6532753139882606	0.6098101374287794	0.565232374565053	0.3700699377282045	0.3595432864680596	0.3354069992688401
s17pp	0.4273938093214006	0.4379046577783191	0.4956077616476522	0.5052654191414342	0.37431720588959233	0.39940453334933973	0.3159334409687546	0.42822005558494025	0.37268178717375133	0.3876338571775747	0.3700871840541443	0.30473174433007477	0.3158722873102936	0.3996285694157701	0.3920918838862808	0.38877653737740636	0.44880342365547266	0.43974134972409795	0.4601769436343838	0.47432056681229395	0.45763825441733974	0.5068939076526643	0.342358513751712	0.35377376338331484	0.22447556030992122	0.27744690860260507	0.20868883803748117	0.25074523374035457	0.0	0.1690527000145816	0.15740288318986695	0.19657015762681995	0.19942892172224994	0.2662284622408311	0.26317506059097845	0.3790632726361364	0.30090964763895706	0.31581052769668816	0.306638729732856	0.32413665347126613	0.3786423839920803	0.3123331842485507	0.34821901892888724	0.36140659007185516	0.33810967956384835	0.25658924206417566	0.3598865978310791	0.3892072917157787	0.4754515629072797	0.4092020873353521	0.5077784909750345	0.4014685083687487	0.4728211581011926	0.5496926682505143	0.5653089539297924	0.5467758329136441	0.4965609284110773	0.5156790091968444	0.5140315390917791	0.4600881274862305	0.37082958233359464	0.33848779440356	0.4224880011976992	0.45222196495772005	0.529767064623705	0.3757056747690601	0.6697124688395104	0.6262472922800292	0.5816695294163028	0.3865070925794543	0.3759804413193094	0.35184415412008996
w10pp	0.4100079151729019	0.42051876362982044	0.4782218674991535	0.4878795249929355	0.3569313117410936	0.382018639200841	0.29854754682025586	0.4108341614364415	0.3552958930252526	0.37024796302907603	0.35270128990564564	0.2873458501815761	0.2984863931617949	0.3822426752672714	0.37470598973778213	0.3713906432289077	0.43141752950697393	0.4223554555755993	0.4427910494858851	0.4569346726637953	0.44025236026884107	0.48950801350416556	0.32497261960321333	0.3363878692348161	0.20708966616142252	0.26006101445410634	0.19130294388898247	0.2333593395918559	0.1690527000145816	0.0	0.14001698904136828	0.17918426347832128	0.18204302757375124	0.2488425680923324	0.24578916644247978	0.3616773784876377	0.28352375349045833	0.2984246335481895	0.2892528355843573	0.3067507593227674	0.3612564898435816	0.294947290100052	0.3308331247803885	0.3440206959233565	0.3207237854153496	0.23920334791567693	0.3425007036825804	0.37182139756728005	0.45806566875878096	0.39181619318685346	0.4903925968265358	0.38408261422025003	0.45543526395269385	0.5323067741020157	0.5479230597812937	0.5293899387651454	0.47917503426257857	0.4982931150483457	0.49664564494328034	0.4427022333377318	0.3534436881850959	0.32110190025506136	0.40510210704920047	0.4348360708092213	0.5123811704752064	0.35831978062056136	0.6523265746910116	0.6088613981315305	0.5642836352678041	0.3691211984309556	0.3585945471708107	0.3344582599715912
w17pp	0.3983560983471872	0.40886694680410574	0.4665700506734388	0.4762277081672208	0.34527949491537896	0.37036682237512636	0.2868957299945412	0.3991823446107269	0.34364407619953796	0.35859614620336133	0.34104947307993094	0.2756940333558614	0.2868345763360802	0.3705908584415567	0.36305417291206743	0.359738826403193	0.4197657126812593	0.4107036387498846	0.4311392326601704	0.4452828558380806	0.42860054344312637	0.4778561966784509	0.31332080277749863	0.32473605240910147	0.19543784933570785	0.2484091976283917	0.1796511270632678	0.2217075227661412	0.15740288318986695	0.14001698904136828	0.0	0.16753244665260658	0.17039121074803656	0.2371907512666177	0.23413734961676508	0.350025561661923	0.2718719366647437	0.2867728167224748	0.2776010187586426	0.29509894249705276	0.3496046730178669	0.28329547327433735	0.31918130795467387	0.3323688790976418	0.309071968589635	0.22755153108996226	0.33084888685686575	0.36016958074156535	0.4464138519330663	0.38016437636113876	0.47874078000082115	0.37243079739453533	0.4437834471269792	0.5206549572763011	0.5362712429555792	0.5177381219394308	0.4675232174368639	0.4866412982226311	0.4849938281175657	0.43105041651201714	0.34179187135938127	0.30945008342934666	0.3934502902234858	0.4231842539835067	0.5007293536494917	0.3466679637948467	0.640674757865297	0.5972095813058158	0.5526318184420894	0.35746938160524094	0.346942730345096	0.3228064431458765
f17ppA	0.38312211796835177	0.39363296642527035	0.4513360702946034	0.4609937277883854	0.3300455145365435	0.3551328419962909	0.27166174961570577	0.3839483642318914	0.32841009582070246	0.34336216582452594	0.3258154927010955	0.26046005297702596	0.27160059595724484	0.3553568780627213	0.347820192533232	0.34450484602435755	0.4045317323024238	0.3954696583710492	0.415905252281335	0.4300488754592452	0.413366563064291	0.4626222162996154	0.29808682239866324	0.30950207203026603	0.1802038689568724	0.23317521724955625	0.16441714668443233	0.20647354238730575	0.19657015762681995	0.17918426347832128	0.16753244665260658	0.0	0.1551572303692011	0.22195677088778226	0.21890336923792963	0.33479158128308756	0.25663795628590824	0.27153883634363934	0.2623670383798072	0.2798649621182173	0.3343706926390315	0.26806149289550185	0.3039473275758384	0.3171348987188064	0.29383798821079954	0.21231755071112682	0.31561490647803025	0.3449356003627299	0.4311798715542309	0.36493039598230337	0.4635067996219857	0.3571968170156999	0.42854946674814376	0.5054209768974656	0.5210372625767437	0.5025041415605953	0.4522892370580285	0.47140731784379564	0.46975984773873025	0.41581643613318164	0.3265578909805458	0.2942161030505112	0.3782163098446504	0.4079502736046712	0.48549537327065617	0.33143398341601127	0.6254407774864615	0.5819756009269803	0.537397838063254	0.3422354012264055	0.33170874996626054	0.3075724627670411
w3pp	0.3229606621767107	0.3334715106336293	0.3911746145029623	0.4008322719967443	0.26988405874490246	0.2949713862046499	0.21150029382406474	0.3237869084402504	0.26824864002906146	0.2832007100328849	0.26565403690945444	0.20029859718538495	0.21143914016560378	0.29519542227108025	0.2876587367415909	0.2843433902327165	0.3443702765107828	0.33530820257940813	0.35574379648969395	0.36988741966760413	0.3532051072726499	0.4024607605079744	0.23792536660702218	0.249340616238625	0.12004241316523136	0.1730137614579152	0.1042556908927913	0.18299176687100013	0.19942892172224994	0.18204302757375124	0.17039121074803656	0.1551572303692011	0.0	0.1489449287563041	0.14589152710645148	0.2617797391516094	0.19647650049426718	0.21137738055199828	0.20220558258816612	0.21970350632657626	0.27420923684739046	0.20790003710386085	0.2437858717841974	0.25697344292716534	0.2336765324191585	0.15215609491948578	0.25545345068638925	0.28477414457108885	0.37101841576258987	0.3047689401906623	0.4033453438303447	0.2970353612240588	0.36838801095650275	0.44525952110582456	0.46087580678510265	0.4423426857689543	0.3921277812663875	0.41124586205215463	0.40959839194708925	0.35565498034154064	0.26639643518890477	0.23405464725887018	0.3180548540530094	0.34778881781303017	0.42533391747901517	0.2712725276243702	0.5652793216948205	0.5218141451353393	0.47723638227161297	0.28207394543476444	0.27154729417461954	0.24741100697540003
w1pp	0.3897602026952919	0.4002710511522104	0.4579741550215435	0.4676318125153255	0.3366835992634836	0.361770926723231	0.2782998343426459	0.39058644895883154	0.3350481805476426	0.350000250551466	0.3324535774280356	0.26709813770396607	0.2782386806841849	0.36199496278966137	0.3544582772601721	0.35114293075129765	0.41116981702936395	0.40210774309798925	0.42254333700827507	0.43668696018618525	0.42000464779123103	0.4692603010265556	0.3047249071256033	0.31614015675720614	0.1868419536838125	0.23981330197649636	0.17105523141137247	0.24979130738958127	0.2662284622408311	0.2488425680923324	0.2371907512666177	0.22195677088778226	0.1489449287563041	0.0	0.0819825686664909	0.24654261706235941	0.26327604101284835	0.27817692107057945	0.2690051231067473	0.2865030468451574	0.34100877736597157	0.274699577622442	0.31058541230277853	0.32377298344574645	0.30047607293773965	0.21895563543806693	0.3222529912049704	0.35157368508967	0.437817956281171	0.3715684807092434	0.4701448843489258	0.36383490174264	0.43518755147508387	0.5120590616244056	0.5276753473036837	0.5091422262875354	0.4589273217849686	0.47804540257073574	0.47639793246567036	0.4224545208601218	0.33319597570748594	0.3008541877774513	0.3848543945715905	0.41458835833161134	0.49213345799759634	0.3380720681429514	0.6320788622134017	0.5886136856539205	0.5440359227901941	0.3488734859533456	0.33834683469320065	0.31421054749398114
f1pp	0.38670680104543925	0.39721764950235783	0.45492075337169086	0.46457841086547286	0.333630197613631	0.3587175250733784	0.27524643269279325	0.38753304730897886	0.33199477889778994	0.3469468489016134	0.329400175778183	0.26404473605411344	0.2751852790343323	0.3589415611398088	0.35140487561031947	0.348089529101445	0.40811641537951127	0.3990543414481367	0.4194899353584225	0.4336335585363327	0.41695124614137846	0.4662068993767029	0.3016715054757507	0.3130867551073535	0.18378855203395988	0.23675990032664374	0.16800182976151984	0.24673790573972865	0.26317506059097845	0.24578916644247978	0.23413734961676508	0.21890336923792963	0.14589152710645148	0.0819825686664909	0.0	0.2434892154125068	0.2602226393629957	0.2751235194207268	0.26595172145689466	0.2834496451953048	0.337955375716119	0.27164617597258933	0.3075320106529259	0.3207195817958939	0.297422671287887	0.2159022337882143	0.31919958955511774	0.3485202834398174	0.43476455463131836	0.36851507905939085	0.4670914826990732	0.36078150009278737	0.43213414982523124	0.509005659974553	0.5246219456538311	0.5060888246376828	0.45587392013511596	0.4749920009208831	0.47334453081581773	0.4194011192102691	0.33014257405763325	0.2978007861275987	0.38180099292173786	0.41153495668175866	0.48908005634774365	0.33501866649309875	0.629025460563549	0.5855602840040678	0.5409825211403415	0.345820084303493	0.335293433043348	0.31115714584412857
S14Hp	0.5025950130905972	0.5131058615475157	0.5708089654168488	0.5804666229106308	0.4495184096587889	0.4746057371185363	0.3911346447379512	0.5034212593541368	0.4478829909429479	0.46283506094677135	0.4452883878233409	0.3799329480992714	0.39107349107949024	0.4748297731849667	0.4672930876554774	0.46397774114660295	0.5240046274246692	0.5149425534932945	0.5353781474035804	0.5495217705814905	0.5328394581865363	0.5820951114218609	0.41755971752090865	0.4289749671525115	0.2996767640791178	0.3526481123718017	0.28389004180667776	0.3626261177848866	0.3790632726361364	0.3616773784876377	0.350025561661923	0.33479158128308756	0.2617797391516094	0.24654261706235941	0.2434892154125068	0.0	0.3761108514081537	0.39101173146588475	0.3818399335020526	0.3993378572404628	0.4538435877612769	0.3875343880177473	0.4234202226980839	0.43660779384105186	0.413310883333045	0.33179044583337225	0.4350878016002757	0.4644084954849753	0.5506527666764762	0.4844032911045487	0.5829796947442312	0.4766697121379453	0.5480223618703892	0.624893872019711	0.6405101576989891	0.6219770366828408	0.5717621321802739	0.5908802129660411	0.5892327428609756	0.5352893312554271	0.44603078610279123	0.4136889981727566	0.4976892049668958	0.5274231687269166	0.6049682683929016	0.4509068785382567	0.744913672608707	0.7014484960492258	0.6568707331854995	0.4617082963486509	0.451181645088506	0.42704535788928655
f29pp	0.35628603374351486	0.3667968822004334	0.42449998606976647	0.43415764356354847	0.3032094303117066	0.328296757771454	0.24482566539086886	0.35711228000705453	0.3015740115958656	0.316526081599689	0.2989794084762586	0.23362396875218905	0.2447645117324079	0.32852079383788435	0.3209841083083951	0.31766876179952064	0.37769564807758693	0.36863357414621223	0.38906916805649805	0.40321279123440823	0.386530478839454	0.43578613207477856	0.2712507381738263	0.2826659878054291	0.1877043326565237	0.24067568094920755	0.17191761038408365	0.28447249278770725	0.30090964763895706	0.28352375349045833	0.2718719366647437	0.25663795628590824	0.19647650049426718	0.26327604101284835	0.2602226393629957	0.3761108514081537	0.0	0.1606163612315736	0.19528095448252974	0.21277887822093988	0.2672846087417541	0.20097540899822444	0.2771112433510015	0.29029881449396944	0.26700190398596263	0.1854814664862899	0.2887788222531934	0.318099516137893	0.40434378732939397	0.3380943117574664	0.4366707153971488	0.330360732790863	0.40171338252330685	0.47858489267262866	0.49420117835190674	0.4756680573357584	0.4254531528331916	0.4445712336189587	0.44292376351389334	0.3889803519083448	0.2997218067557089	0.2673800188256743	0.35138022561981347	0.3811141893798343	0.4586592890458193	0.30459789919117436	0.5986046932616247	0.5551395167021435	0.5105617538384171	0.3153993170015686	0.30487266574142363	0.2807363785422041
w8pp	0.37118691380124597	0.38169776225816454	0.43940086612749757	0.44905852362127957	0.3181103103694377	0.3431976378291851	0.25972654544859997	0.3720131600647856	0.31647489165359666	0.33142696165742014	0.3138802885339897	0.24852484880992015	0.25966539179013903	0.3434216738956155	0.3358849883661262	0.33256964185725174	0.392596528135318	0.3835344542039434	0.4039700481142292	0.4181136712921394	0.4014313588971852	0.4506870121325096	0.28615161823155744	0.2975668678631602	0.2026052127142548	0.25557656100693865	0.18681849044181476	0.29937337284543836	0.31581052769668816	0.2984246335481895	0.2867728167224748	0.27153883634363934	0.21137738055199828	0.27817692107057945	0.2751235194207268	0.39101173146588475	0.1606163612315736	0.0	0.21018183454026085	0.22767975827867099	0.28218548879948513	0.21587628905595554	0.2920121234087326	0.3051996945517006	0.28190278404369373	0.200382346544021	0.30367970231092445	0.3330003961956241	0.41924466738712507	0.35299519181519756	0.4515715954548799	0.3452616128485941	0.41661426258103795	0.49348577273035976	0.5091020584096378	0.4905689373934895	0.4403540328909227	0.45947211367668983	0.45782464357162445	0.40388123196607584	0.31462268681343997	0.2822808988834054	0.36628110567754457	0.39601506943756537	0.47356016910355037	0.31949877924890546	0.6135055733193557	0.5700403967598745	0.5254626338961482	0.3303001970592997	0.31977354579915473	0.2956372585999353
f2pp	0.3620151158374138	0.3725259642943324	0.4302290681636654	0.4398867256574474	0.30893851240560555	0.33402583986535295	0.2505547474847678	0.3628413621009534	0.3073030936897645	0.322255163693588	0.30470849057015753	0.239353050846088	0.25049359382630687	0.33424987593178335	0.326713190402294	0.3233978438934196	0.3834247301714858	0.3743626562401112	0.39479825015039705	0.4089418733283072	0.392259560933353	0.44151521416867745	0.2769798202677253	0.28839506989932806	0.19343341475042264	0.2464047630431065	0.1776466924779826	0.2902015748816062	0.306638729732856	0.2892528355843573	0.2776010187586426	0.2623670383798072	0.20220558258816612	0.2690051231067473	0.26595172145689466	0.3818399335020526	0.19528095448252974	0.21018183454026085	0.0	0.11815037206069422	0.17265610258150837	0.1805924742325731	0.28284032544490045	0.29602789658786843	0.27273098607986157	0.19121054858018885	0.2945079043470923	0.32382859823179194	0.4100728694232929	0.3438233938513654	0.44239979749104774	0.3360898148847619	0.4074424646172058	0.4843139747665276	0.4999302604458057	0.48139713942965734	0.4311822349270905	0.45030031571285767	0.4486528456077923	0.3947094340022437	0.3054508888496078	0.27310910091957324	0.3571093077137124	0.3868432714737332	0.4643883711397182	0.3103269812850733	0.6043337753555236	0.5608685987960423	0.5162908359323161	0.32112839909546753	0.3106017478353226	0.2864654606361031
w2pp	0.37951303957582394	0.39002388803274246	0.44772699190207554	0.45738464939585755	0.3264364361440157	0.3515237636037631	0.26805267122317794	0.3803392858393636	0.3248010174281747	0.33975308743199806	0.32220641430856767	0.2568509745844981	0.26799151756471695	0.35174779967019343	0.34421111414070416	0.3408957676318297	0.400922653909896	0.3918605799785213	0.4122961738888071	0.4264397970667173	0.4097574846717631	0.45901313790708764	0.29447774400613536	0.3058929936377382	0.21093133848883278	0.2639026867815166	0.19514461621639273	0.30769949862001633	0.32413665347126613	0.3067507593227674	0.29509894249705276	0.2798649621182173	0.21970350632657626	0.2865030468451574	0.2834496451953048	0.3993378572404628	0.21277887822093988	0.22767975827867099	0.11815037206069422	0.0	0.1327028852090798	0.19809039797098324	0.3003382491833106	0.3135258203262785	0.2902289098182717	0.208708472318599	0.3120058280855025	0.3413265219702021	0.42757079316170304	0.3613213175897755	0.4598977212294579	0.35358773862317205	0.42494038835561593	0.5018118985049378	0.5174281841842159	0.4988950631680675	0.44868015866550065	0.4677982394512678	0.4661507693462024	0.41220735774065387	0.322948812588018	0.2906070246579834	0.37460723145212255	0.4043411952121434	0.4818862948781284	0.32782490502348344	0.6218316990939338	0.5783665225344525	0.5337887596707261	0.33862632283387767	0.3280996715737327	0.3039633843745132
s2pp	0.4340187700966381	0.44452961855355666	0.5022327224228897	0.5118903799166716	0.38094216666482983	0.40602949412457723	0.3225584017439921	0.43484501636017775	0.37930674794898883	0.39425881795281226	0.37671214482938187	0.3113567051053123	0.32249724808553115	0.40625353019100763	0.39871684466151835	0.3954014981526439	0.45542838443071015	0.4463663104993355	0.4668019044096213	0.4809455275875315	0.4642632151925773	0.5135188684279017	0.34898347452694956	0.36039872415855234	0.2654370690096469	0.3184084173023308	0.2496503467372069	0.36220522914083053	0.3786423839920803	0.3612564898435816	0.3496046730178669	0.3343706926390315	0.27420923684739046	0.34100877736597157	0.337955375716119	0.4538435877612769	0.2672846087417541	0.28218548879948513	0.17265610258150837	0.1327028852090798	0.0	0.2525961284917974	0.35484397970412473	0.3680315508470927	0.34473464033908585	0.26321420283941316	0.3665115586063166	0.3958322524910163	0.4820765236825172	0.4158270481105897	0.514403451750272	0.40809346914398625	0.47944611887643007	0.5563176290257519	0.57193391470503	0.5534007936888816	0.5031858891863148	0.522303969972082	0.5206564998670166	0.466713088261468	0.37745454310883214	0.3451127551787976	0.4291129619729367	0.45884692573295754	0.5363920253989425	0.3823306355442976	0.676337429614748	0.6328722530552666	0.5882944901915403	0.3931320533546918	0.3826054020945469	0.3584691148953274
