	w20pp	f11pp	w12pp	S17H1	S18H1	f8pp	w13pp	w27pp	f21pp	f14ppB	f16ppA	w18pp	w23pp	f22ppB	w2pp	w4pp	f19pp	w22pp	w21pp	w14pp	f4pp	f1pp	w1pp	w19pp	f18pp	f2pp	w17pp	w31pp	f7pp	w11pp	f20ppB	f25pp	F7H1	f20ppA	S13Hp	31700	S25Hp	31360	f12ppB	f10pp
f20ppB	0.16446008940969417	0.2280518493680601	0.2923939059852387	0.27743770169476023	0.3006682524566898	0.17666521448193123	0.2205135825327995	0.28077647776097037	0.227586693536745	0.14166583185019346	0.16216554037567008	0.178262709748409	0.20656417813558162	0.2223570420520915	0.2445391543794251	0.24853590417112703	0.2826385269807047	0.2963206033917898	0.28498236586077097	0.2861649927644716	0.2579843425217895	0.25658506016016325	0.2901470204736219	0.2360167885275948	0.28652718204109756	0.2063282862600821	0.2137590069970612	0.18492841307116062	0.11752752884606162	0.12072880765998924	0.0	0.14078475880634186	0.16641174345701115	0.17655118655087945	0.9405962204556148	1.2109201009011286	2.6731327011537673	0.4899697339982798	0.21615143578657645	0.22905541296593782
f25pp	0.22105155344233432	0.28464331340070026	0.3489853700178788	0.3340291657274004	0.35725971648932997	0.23325667851457138	0.27710504656543966	0.3373679417936105	0.28417815756938514	0.1982572958828336	0.21875700440831022	0.23485417378104914	0.26315564216822174	0.27894850608473165	0.30113061841206523	0.3051273682037672	0.33922999101334483	0.35291206742442993	0.3415738298934111	0.34275645679711175	0.3145758065544296	0.3131765241928034	0.34673848450626205	0.2926082525602349	0.3431186460737377	0.26291975029272224	0.27035047102970133	0.24151987710380074	0.17411899287870175	0.17732027169262937	0.14078475880634186	0.0	0.1848180677312668	0.23314265058351963	0.9971876844882549	1.2675115649337685	2.7297241651864077	0.54656119803092	0.2727428998192166	0.28564687699857794
F7H1	0.24667853809300364	0.3102702980513696	0.37461235466854814	0.35965615037806964	0.3828867011399993	0.2588836631652407	0.302732031216109	0.36299492644427983	0.30980514222005445	0.22388428053350293	0.24438398905897954	0.2604811584317185	0.2887826268188911	0.30457549073540097	0.3267576030627346	0.3307543528544365	0.3648569756640141	0.37853905207509925	0.3672008145440805	0.3683834414477811	0.340202791205099	0.3388035088434727	0.37236546915693136	0.3182352372109043	0.368745630724407	0.28854673494339156	0.2959774556803707	0.26714686175447006	0.19974597752937107	0.2029472563432987	0.16641174345701115	0.1848180677312668	0.0	0.25876963523418894	1.0228146691389242	1.2931385495844379	2.755351149837077	0.5721881826815893	0.2983698844698859	0.3112738616492473
f20ppA	0.09163953054090908	0.17967390778528702	0.2440159644024656	0.2290597601119871	0.25229031087391673	0.1282872728991581	0.17213564095002643	0.23239853617819728	0.1792087519539719	0.11432136957634137	0.13482107810181798	0.1509182474745569	0.17921971586172952	0.19501257977823944	0.21719469210557302	0.22119144189727497	0.25529406470685256	0.2689761411179377	0.2576379035869189	0.25882053049061954	0.2306398802479374	0.22924059788631118	0.26280255819976983	0.2086723262537427	0.2591827197672455	0.17898382398623003	0.18641454472320912	0.17727958240519975	0.10987869818010074	0.15163354532746037	0.17655118655087945	0.23314265058351963	0.25876963523418894	0.0	0.8677756615868296	1.1380995420323434	2.600312142284982	0.41714917512949473	0.14333087691779134	0.1562348540971527
S13Hp	0.8359396739145021	0.9437189416900222	1.0080609983072009	0.9931047940167224	1.016335344778652	0.8923323068038934	0.9361806748547616	0.9964435700829326	0.9432537858587071	0.8783664034810766	0.8988661120065533	0.9149632813792922	0.9432647497664648	0.9590576136829747	0.9812397260103083	0.9852364758020102	1.0193390986115878	1.033021175022673	1.0216829374916543	1.0228655643953548	0.9946849141526727	0.9932856317910465	1.026847592104505	0.972717360158478	1.0232277536719807	0.9430288578909654	0.9504595786279444	0.941324616309935	0.8739237320848361	0.9156785792321956	0.9405962204556148	0.9971876844882549	1.0228146691389242	0.8677756615868296	0.0	0.7942417534783933	2.840798750077302	1.1238201936487489	0.8500018954370456	0.8629058726164069
31700	1.1062635543600159	1.214042822135536	1.2783848787527146	1.263428674462236	1.2866592252241658	1.162656187249407	1.2065045553002753	1.2667674505284463	1.2135776663042208	1.1486902839265904	1.169189992452067	1.185287161824806	1.2135886302119785	1.2293814941284884	1.251563606455822	1.255560356247524	1.2896629790571015	1.3033450554681867	1.292006817937168	1.2931894448408685	1.2650087945981865	1.26360951223656	1.2971714725500187	1.2430412406039917	1.2935516341174944	1.213352738336479	1.220783459073458	1.2116484967554486	1.1442476125303498	1.1860024596777095	1.2109201009011286	1.2675115649337685	1.2931385495844379	1.1380995420323434	0.7942417534783933	0.0	3.111122630522816	1.3941440740942626	1.1203257758825593	1.1332297530619206
S25Hp	2.5684761546126547	2.676255422388175	2.7405974790053538	2.7256412747148753	2.7488718254768045	2.624868787502046	2.6687171555529146	2.728980050781085	2.67579026655686	2.610902884179229	2.631402592704706	2.647499762077445	2.6758012304646175	2.691594094381127	2.713776206708461	2.7177729565001627	2.7518755793097407	2.7655576557208255	2.7542194181898068	2.7554020450935077	2.7272213948508255	2.7258221124891993	2.759384072802658	2.705253840856631	2.7557642343701336	2.675565338589118	2.682996059326097	2.673861097008088	2.606460212782989	2.6482150599303482	2.6731327011537673	2.7297241651864077	2.755351149837077	2.600312142284982	2.840798750077302	3.111122630522816	0.0	2.8563566743469013	2.582538376135198	2.5954423533145596
31360	0.38531318745716714	0.49309245523268735	0.5574345118498659	0.5424783075593874	0.565708858321317	0.4417058203465585	0.48555418839742676	0.5458170836255976	0.49262729940137223	0.4277399170237417	0.44823962554921837	0.46433679492195723	0.49263826330912985	0.5084311272256398	0.5306132395529733	0.5346099893446753	0.568712612154253	0.582394688565338	0.5710564510343192	0.5722390779380199	0.5440584276953377	0.5426591453337115	0.5762211056471702	0.522090873701143	0.5726012672146459	0.49240237143363036	0.49983309217060945	0.4906981298526001	0.4232972456275011	0.4650520927748607	0.4899697339982798	0.54656119803092	0.5721881826815893	0.41714917512949473	1.1238201936487489	1.3941440740942626	2.8563566743469013	0.0	0.29928249134100654	0.38619664273968535
f12ppB	0.11149488924546379	0.219274157020984	0.2836162136381626	0.2686600093476841	0.2918905601096137	0.16788752213485508	0.2117358901857234	0.2719987854138942	0.21880900118966887	0.15392161881203836	0.17442132733751498	0.1905184967102539	0.21881996509742652	0.2346128290139364	0.25679494134127	0.26079169113297196	0.29489431394254956	0.3085763903536347	0.2972381528226159	0.29842077972631653	0.2702401294836344	0.2688408471220082	0.30240280743546677	0.2482725754894397	0.29878296900294243	0.218584073221927	0.2260147939589061	0.21687983164089672	0.14947894741579773	0.19123379456315734	0.21615143578657645	0.2727428998192166	0.2983698844698859	0.14333087691779134	0.8500018954370456	1.1203257758825593	2.582538376135198	0.29928249134100654	0.0	0.11237834452798201
f10pp	0.12439886642482516	0.23217813420034536	0.2965201908175239	0.28156398652704545	0.3047945372889751	0.18079149931421645	0.22463986736508476	0.28490276259325564	0.23171297836903024	0.16682559599139973	0.18732530451687635	0.20342247388961526	0.2317239422767879	0.24751680619329777	0.2696989185206314	0.2736956683123333	0.3077982911219109	0.321480367532996	0.31014213000197727	0.3113247569056779	0.2831441066629958	0.2817448243013695	0.3153067846148282	0.2611765526688011	0.31168694618230386	0.23148805040128836	0.23891877113826748	0.2297838088202581	0.1623829245951591	0.2041377717425187	0.22905541296593782	0.28564687699857794	0.3112738616492473	0.1562348540971527	0.8629058726164069	1.1332297530619206	2.5954423533145596	0.38619664273968535	0.11237834452798201	0.0
