	f30pp	w12pp	w18pp	S19H1	w14pp	S2Hp	S20H1	F8H1	S12Hp	S27H1	S15Hp	S16H2	F6H1	F14H1A	w7pp	F23HpA	w28pp	w27pp	F32H1	S26Hp	S13Hp	w32pp	s32pp	f10pp	f32pp	f20ppB	f13pp	f24pp	f7pp	f15pp	f8pp	w6pp	f6ppA	w23pp	f12ppB	w10pp	f17ppB	f12ppA	w11pp	f11pp	w2pp	f2pp	f26pp	f21pp	f6ppB	f29pp	w24pp	w13pp	f22ppB	f31pp	f20ppA	w20pp	f28pp	w15pp	F7H1	F3H1	f14ppB	F16H1	S23Hp	f23ppB	f14ppA	w31pp	f16ppA	w16pp	w25pp	s24pp	f16ppB	f25pp	f23ppA	w29pp	w21pp	w26pp	w19pp	f19pp	w8pp	w17pp	w9pp	f9pp	f18pp	S30H1	F14H1B	S18H1	f17ppA	S14Hp	w1pp	f1pp	S9H1	f4pp	s3pp	S4Hp	S3Hp	w3pp	f22ppA	w4pp	S1Hp	w22pp
f20ppB	0.06979774682718656	0.07159517146307837	0.06082325551459394	0.2529130914592804	0.13701495305145617	0.12463213314861339	0.2360993168806169	0.21527270376539284	0.2286227280469806	0.24974847483229953	0.24289423518053052	0.22731905456628174	0.24753561374439256	0.20429358029142525	0.1810702738805785	0.20111997049957672	0.04715241907306402	0.07204820965062098	0.17231870143341602	0.240775023257944	0.15366150076435908	0.09935360586339399	0.13439759610318958	0.03251436558889553	0.04266132295638036	0.0	0.03503946097209146	0.06404703781210669	0.08244863129843162	0.0842070396147494	0.07575311938005064	0.11516743853223203	0.09832512033837103	0.07951156541063324	0.07194226176643971	0.0764596408043174	0.07631744371053331	0.08790378293701337	0.08795104838682893	0.08534686484802098	0.09726153063720767	0.07932933946718518	0.09070270066493583	0.11057571749897205	0.06716592562107225	0.13649956123073206	0.06403567790395383	0.0736414898263123	0.07905943956484326	0.13942348771913315	0.07589655092833886	0.07650583722862515	0.1308883975932778	0.1519882333696964	0.2933083225172797	0.2740727931352879	0.07415187590322177	0.2646279167615191	0.15077303030893716	0.07706077726888652	0.07777439543297018	0.08227014899574245	0.07081546236692976	0.08963027559486356	0.11391679156080055	0.18248578478036273	0.09564784768994126	0.08793356801609466	0.07274682724128897	0.0840390329860736	0.12249508895784986	0.07041848384017987	0.07468189265695688	0.07160517882846942	0.0806015416016661	0.07542784593932211	0.12744752419334618	0.12162309135410036	0.132615797778607	0.26745557469628845	0.2781755450678438	0.2587004159982795	0.1543595754303283	0.262485610818509	0.08751516650403135	0.08337445842935988	0.2017538319451207	0.08206010011111196	0.1947238711328119	0.2782654442428583	0.25805193668185156	0.09427045051514038	0.12278898071485567	0.14458735288027758	0.2503145480322083	0.11933814874525671
f13pp	0.04868476116304505	0.05048218579893685	0.03971026985045242	0.23180010579513888	0.11590196738731465	0.10351914748447189	0.21498633121647537	0.19415971810125132	0.2075097423828391	0.228635489168158	0.221781249516389	0.20620606890214022	0.22642262808025104	0.18318059462728373	0.15995728821643698	0.1800069848354352	0.026039433408922504	0.05093522398647947	0.1512057157692745	0.21966203759380248	0.1325485151002176	0.07824062019925247	0.11328461043904807	0.011401379924754016	0.021548337292238838	0.03503946097209146	0.0	0.04293405214796518	0.06133564563429011	0.06309405395060788	0.05464013371590913	0.09405445286809053	0.07721213467422952	0.05839857974649172	0.05082927610229819	0.05534665514017588	0.055204458046391805	0.06679079727287185	0.06683806272268741	0.06423387918387946	0.07614854497306617	0.05821635380304367	0.0695897150007943	0.08946273183483053	0.04605293995693074	0.11538657556659054	0.042922692239812314	0.052528504162170794	0.05794645390070176	0.11831050205499166	0.05478356526419735	0.05539285156448365	0.10977541192913631	0.1308752477055549	0.2721953368531381	0.2529598074711464	0.05303889023908025	0.2435149310973776	0.12966004464479564	0.055947791604745015	0.05666140976882866	0.061157163331600935	0.04970247670278824	0.06851728993072204	0.09280380589665904	0.1613727991162212	0.07453486202579976	0.06682058235195315	0.051633841577147455	0.06292604732193208	0.10138210329370834	0.04930549817603837	0.05356890699281537	0.0504921931643279	0.05948855593752458	0.05431486027518059	0.10633453852920466	0.10051010568995884	0.11150281211446546	0.24634258903214692	0.2570625594037023	0.23758743033413796	0.13324658976618678	0.24137262515436753	0.06640218083988983	0.06226147276521836	0.18064084628097915	0.06094711444697043	0.17361088546867037	0.2571524585787168	0.23693895101771004	0.07315746485099886	0.10167599505071415	0.12347436721613606	0.22920156236806682	0.09822516308111519
f24pp	0.03712424941594187	0.03892167405183367	0.028149758103349243	0.23130604852317418	0.11540791011534995	0.10302509021250719	0.21449227394451068	0.19366566082928663	0.2070156851108744	0.22814143189619332	0.2212871922444243	0.20571201163017552	0.22592857080828635	0.18268653735531903	0.1594632309444723	0.1795129275634705	0.03667992589537719	0.06157571647293415	0.1712435257665554	0.2396998475910834	0.15258632509749848	0.0982784301965334	0.133322420436329	0.03986650301673392	0.050013460384218736	0.06404703781210669	0.04293405214796518	0.0	0.018403593487324982	0.02016200180364276	0.011708081568944007	0.051122400721125394	0.03428008252726439	0.01546852760052666	0.00789922395633313	0.012416602994210818	0.012274405900426734	0.023860745126906797	0.023908010576722354	0.021303827037914398	0.04118912075135829	0.023256929581335795	0.03463029077908644	0.054503307613122665	0.011093515735222862	0.08507817145790413	0.0126142881311259	0.022220100053484376	0.02763804979201534	0.08800209794630523	0.024475161155510933	0.02508444745579723	0.07946700782044988	0.10056684359686846	0.24188693274445172	0.22265140336245998	0.022730486130393836	0.22555618827050913	0.11170130181792719	0.03798904877787655	0.03870266694196021	0.04319842050473248	0.03174373387591979	0.05055854710385359	0.07484506306979058	0.14341405628935275	0.056576119198931296	0.04886183952508469	0.033675098750279	0.04496730449506363	0.08982159154660516	0.03774498642893519	0.04200839524571219	0.03893168141722472	0.0479280441904214	0.04275434852807741	0.09477402678210148	0.08894959394285566	0.09994230036736228	0.23478207728504374	0.24550204765659914	0.22602691858703478	0.1216860780190836	0.22981211340726432	0.054841669092786656	0.05070096101811518	0.16908033453387597	0.04938660269986725	0.1620503737215672	0.24559194683161362	0.22537843927060686	0.061596953103895666	0.09011548330361097	0.11191385546903287	0.21764105062096364	0.08666465133401201
f7pp	0.055525842902266795	0.0573232675381586	0.04655135158967417	0.24970764200949913	0.13380950360167487	0.12142668369883211	0.23289386743083562	0.21206725431561158	0.22541727859719934	0.24654302538251827	0.23968878573074925	0.22411360511650047	0.2443301642946113	0.20108813084164395	0.1778648244307972	0.19791452104979546	0.05508151938170212	0.07997730995925909	0.18964511925288036	0.25810144107740834	0.1709879185838234	0.11668002368285832	0.15172401392265392	0.05826809650305884	0.06841505387054367	0.08244863129843162	0.06133564563429011	0.018403593487324982	0.0	0.02750831537016734	0.01905439513546859	0.05846871428764998	0.041626396093788966	0.033870121086851585	0.026300817442658053	0.030818196480535742	0.030675999386751657	0.04226233861323172	0.042309604063047276	0.039705420524239324	0.059590714237683216	0.04165852306766072	0.05303188426541137	0.07290490109944758	0.029495109221547786	0.10347976494422906	0.03101588161745082	0.040621693539809295	0.046039643278340266	0.10640369143263015	0.04287675464183585	0.043486040942122155	0.0978686013067748	0.11896843708319338	0.26028852623077664	0.2410529968487849	0.04113207961671876	0.24395778175683408	0.13010289530425212	0.05639064226420148	0.057104260428285133	0.0616000139910574	0.05014532736224471	0.0689601405901785	0.0932466565561155	0.1618156497756777	0.07497771268525621	0.0672634330114096	0.052076692236603925	0.06336889798138855	0.10822318503293009	0.05614657991526011	0.060409988732037116	0.057333274903549655	0.06632963767674632	0.06115594201440234	0.1131756202684264	0.1073511874291806	0.11834389385368721	0.25318367077136866	0.2639036411429241	0.2444285120733597	0.14008767150540852	0.24821370689358926	0.07324326257911158	0.06910255450444011	0.18748192802020092	0.06778819618619218	0.1804519672078921	0.26399354031793854	0.24378003275693177	0.0799985465902206	0.10851707678993588	0.1303154489553578	0.23604264410728856	0.10506624482033693
f15pp	0.057284251218584575	0.05908167585447638	0.04830975990599195	0.2514660503258169	0.13556791191799267	0.12318509201514989	0.2346522757471534	0.21382566263192934	0.2271756869135171	0.24830143369883603	0.24144719404706702	0.22587201343281824	0.24608857261092906	0.20284653915796175	0.179623232747115	0.19967292936611322	0.0568399276980199	0.08173571827557685	0.19140352756919812	0.2598598493937261	0.1727463269001412	0.1184384319991761	0.15348242223897168	0.06002650481937662	0.07017346218686143	0.0842070396147494	0.06309405395060788	0.02016200180364276	0.02750831537016734	0.0	0.01304046672576317	0.05245478587794456	0.03561246768408355	0.035628529403169365	0.02805922575897583	0.03257660479685352	0.032434407703069434	0.04402074692954949	0.04406801237936506	0.0414638288405571	0.06134912255400099	0.043416931383978494	0.05479029258172914	0.07466330941576536	0.031253517537865566	0.10523817326054682	0.0327742899337686	0.042380101856127075	0.04779805159465804	0.10816209974894793	0.04463516295815363	0.04524444925843993	0.09962700962309258	0.12072684539951116	0.26204693454709443	0.24281140516510266	0.04289048793303654	0.24571619007315185	0.1318613036205699	0.05814905058051926	0.058862668744602914	0.06335842230737518	0.05190373567856249	0.07071854890649629	0.09500506487243329	0.16357405809199546	0.07673612100157401	0.06902184132772739	0.053835100552921705	0.06512730629770633	0.10998159334924787	0.05790498823157789	0.0621683970483549	0.059091683219867436	0.0680880459930641	0.06291435033072011	0.11493402858474419	0.10910959574549836	0.12010230217000498	0.25494207908768646	0.2656620494592418	0.2461869203896775	0.1418460798217263	0.24997211520990703	0.07500167089542936	0.07086096282075788	0.18924033633651868	0.06954660450250996	0.18221037552420988	0.26575194863425633	0.24553844107324957	0.08175695490653836	0.11027548510625368	0.1320738572716756	0.23780105242360636	0.10682465313665472
f8pp	0.04883033098388582	0.05062775561977762	0.03985583967129319	0.24301213009111813	0.1271139916832939	0.11473117178045113	0.22619835551245462	0.20537174239723058	0.21872176667881835	0.23984751346413727	0.23299327381236826	0.21741809319811947	0.2376346523762303	0.19439261892326298	0.17116931251241624	0.19121900913141446	0.04838600746332114	0.0732817980408781	0.18294960733449936	0.2514059291590274	0.16429240666544243	0.10998451176447734	0.14502850200427295	0.051572584584677866	0.061719541952162685	0.07575311938005064	0.05464013371590913	0.011708081568944007	0.01905439513546859	0.01304046672576317	0.0	0.03941631915318145	0.022574000959320436	0.027174609168470608	0.019605305524277077	0.024122684562154766	0.023980487468370684	0.03556682669485074	0.0356140921446663	0.03300990860585835	0.05289520231930224	0.034963011149279744	0.04633637234703039	0.06620938918106661	0.02279959730316681	0.09678425302584807	0.024320369699069845	0.033926181621428325	0.03934413135995929	0.09970817951424918	0.03618124272345488	0.03679052902374118	0.09117308938839383	0.11227292516481241	0.25359301431239567	0.23435748493040393	0.034436567698337785	0.23726226983845308	0.12340738338587112	0.0496951303458205	0.05040874850990415	0.05490450207267642	0.04344981544386373	0.06226462867179753	0.08655114463773453	0.1551201378572967	0.06828220076687525	0.06056792109302863	0.04538118031822294	0.05667338606300757	0.1015276731145491	0.049451067996879136	0.05371447681365614	0.05063776298516867	0.059634125758365346	0.05446043009602136	0.10648010835004543	0.10065567551079961	0.11164838193530623	0.2464881588529877	0.25720812922454306	0.23773300015497872	0.13339215958702755	0.24151819497520827	0.0665477506607306	0.06240704258605913	0.18078641610181992	0.0610926842678112	0.17375645528951114	0.25729802839955757	0.2370845208385508	0.07330303467183963	0.10182156487155491	0.12361993703697682	0.2293471321889076	0.09837073290195596
w6pp	0.08824465013606721	0.09004207477195901	0.07927015882347457	0.2824264492432995	0.16652831083547529	0.15414549093263252	0.265612674664636	0.24478606154941196	0.25813608583099973	0.27926183261631865	0.27240759296454964	0.25683241235030085	0.2770489715284117	0.2338069380754444	0.21058363166459765	0.23063332828359584	0.08780032661550252	0.1126961171930595	0.22236392648668074	0.29082024831120873	0.20370672581762383	0.14939883091665873	0.18444282115645433	0.09098690373685925	0.10113386110434408	0.11516743853223203	0.09405445286809053	0.051122400721125394	0.05846871428764998	0.05245478587794456	0.03941631915318145	0.0	0.0368008615301401	0.066588928320652	0.059019624676458465	0.06353700371433615	0.06339480662055207	0.07498114584703214	0.07502841129684769	0.07242422775803974	0.09230952147148364	0.07437733030146113	0.08575069149921177	0.105623708333248	0.0622139164553482	0.13619857217802947	0.06373468885125123	0.07334050077360971	0.07875845051214067	0.13912249866643056	0.07559556187563626	0.07620484817592257	0.1305874085405752	0.1516872443169938	0.293007333464577	0.2737718040825853	0.07385088685051917	0.27667658899063446	0.1628217025380525	0.0891094494980019	0.08982306766208555	0.09431882122485781	0.08286413459604512	0.10167894782397892	0.1259654637899159	0.19453445700947808	0.10769651991905663	0.09998224024521002	0.08479549947040434	0.09608770521518896	0.1409419922667305	0.08886538714906053	0.09312879596583754	0.09005208213735007	0.09904844491054673	0.09387474924820274	0.1458944275022268	0.14006999466298098	0.1510627010874876	0.2859024780051691	0.29662244837672447	0.2771473193071601	0.17280647873920893	0.2809325141273897	0.10596206981291198	0.10182136173824051	0.2202007352540013	0.1005070034199926	0.21317077444169252	0.2967123475517389	0.2764988399907322	0.11271735382402101	0.1412358840237363	0.1630342561891582	0.268761451341089	0.13778505205413735
f6ppA	0.0714023319422062	0.073199756578098	0.062427840629613575	0.2655841310494385	0.14968599264161428	0.13730317273877152	0.248770356470775	0.22794374335555095	0.24129376763713872	0.26241951442245764	0.25556527477068863	0.23999009415643985	0.2602066533345507	0.2169646198815834	0.19374131347073664	0.21379101008973483	0.07095800842164152	0.09585379899919849	0.20552160829281974	0.2739779301173477	0.18686440762376283	0.13255651272279773	0.16760050296259332	0.07414458554299824	0.08429154291048307	0.09832512033837103	0.07721213467422952	0.03428008252726439	0.041626396093788966	0.03561246768408355	0.022574000959320436	0.0368008615301401	0.0	0.04974661012679099	0.04217730648259746	0.04669468552047515	0.04655248842669106	0.058138827653171125	0.05818609310298668	0.05558190956417873	0.07546720327762263	0.05753501210760013	0.06890837330535077	0.08878139013938699	0.04537159826148719	0.11935625398416846	0.04689237065739023	0.0564981825797487	0.06191613231827967	0.12228018047256956	0.05875324368177526	0.05936252998206156	0.1137450903467142	0.13484492612313279	0.276165015270716	0.2569294858887243	0.05700856865665817	0.25983427079677346	0.1459793843441915	0.07226713130414089	0.07298074946822454	0.0774765030309968	0.06602181640218412	0.08483662963011791	0.1091231455960549	0.17769213881561707	0.09085420172519562	0.08313992205134901	0.06795318127654333	0.07924538702132795	0.1240996740728695	0.07202306895519953	0.07628647777197653	0.07320976394348906	0.08220612671668573	0.07703243105434174	0.1290521093083658	0.12322767646911999	0.1342203828936266	0.26906015981130804	0.27978013018286346	0.26030500111329913	0.15596416054534792	0.26409019593352867	0.08911975161905097	0.0849790435443795	0.2033584170601403	0.08366468522613159	0.19632845624783152	0.27987002935787797	0.25965652179687115	0.09587503563016	0.12439356582987529	0.1461919379952972	0.25191913314722797	0.12094273386027633
w23pp	0.052588777014468416	0.05438620165036022	0.04361428570187579	0.24677057612170072	0.1308724377138765	0.11848961781103373	0.22995680154303721	0.20913018842781317	0.22248021270940094	0.24360595949471986	0.23675171984295085	0.22117653922870206	0.2413930984068129	0.19815106495384557	0.17492775854299883	0.19497745516199705	0.05214445349390373	0.07704024407146069	0.18670805336508195	0.25516437518960994	0.16805085269602502	0.11374295779505994	0.14878694803485554	0.05533103061526046	0.06547798798274528	0.07951156541063324	0.05839857974649172	0.01546852760052666	0.033870121086851585	0.035628529403169365	0.027174609168470608	0.066588928320652	0.04974661012679099	0.0	0.012300906145093491	0.01681828518297118	0.016676088089187094	0.03358177965038924	0.0336290451002048	0.031024861561396843	0.05665364834988484	0.03872145717986234	0.05009481837761299	0.0699678352116492	0.026558043333749407	0.10054269905643068	0.028078815729652443	0.037684627652010916	0.04310257739054189	0.10346662554483177	0.03993968875403747	0.040548975054323776	0.09493153541897642	0.116031371195395	0.25735146034297823	0.23811593096098652	0.03819501372892038	0.24102071586903567	0.1271658294164537	0.0534535763764031	0.054167194540486754	0.05866294810325902	0.04720826147444633	0.06602307470238013	0.09030959066831712	0.1588785838878793	0.07204064679745784	0.06432636712361123	0.049139626348805546	0.06043183209359017	0.10528611914513171	0.053209514027461734	0.05747292284423874	0.054396209015751276	0.06339257178894794	0.05821887612660396	0.11023855438062802	0.10441412154138222	0.11540682796588883	0.2502466048835703	0.2609665752551257	0.24149144618556131	0.13715060561761014	0.24527664100579089	0.0703061966913132	0.06616548861664173	0.1845448621324025	0.0648511302983938	0.17751490132009373	0.26105647443014013	0.2408429668691334	0.07706148070242222	0.1055800109021375	0.12737838306755941	0.23310557821949018	0.10212917893253855
f12ppB	0.045019473370274884	0.04681689800616669	0.03604498205768225	0.2392012724775072	0.12330313406968296	0.1109203141668402	0.22238749789884368	0.20156088478361964	0.2149109090652074	0.23603665585052633	0.22918241619875732	0.21360723558450853	0.23382379476261936	0.19058176130965204	0.1673584548988053	0.18740815151780352	0.0445751498497102	0.06947094042726716	0.17913874972088842	0.2475950715454164	0.16048154905183148	0.10617365415086641	0.141217644390662	0.047761726971066926	0.057908684338551744	0.07194226176643971	0.05082927610229819	0.00789922395633313	0.026300817442658053	0.02805922575897583	0.019605305524277077	0.059019624676458465	0.04217730648259746	0.012300906145093491	0.0	0.004519379038877746	0.004377181945093661	0.02601247600619571	0.026059741456011268	0.023455557917203315	0.049084344705691306	0.03115215353566881	0.04252551473341946	0.06239853156745568	0.018988739689555875	0.09297339541223715	0.02050951208545891	0.030115324007817388	0.035533273746348355	0.09589732190063824	0.03237038510984394	0.032979671410130244	0.08736223177478289	0.10846206755120147	0.24978215669878473	0.23054662731679298	0.03062571008472685	0.23345141222484217	0.1195965257722602	0.04588427273220957	0.04659789089629322	0.05109364445906549	0.0396389578302528	0.058453771058186596	0.08274028702412359	0.15130928024368578	0.0644713431532643	0.056757063479417696	0.041570322704612014	0.05286252844939664	0.09771681550093818	0.0456402103832682	0.049903619200045206	0.046826905371557745	0.05582326814475441	0.05064957248241043	0.10266925073643449	0.09684481789718868	0.1078375243216953	0.24267730123937675	0.2533972716109322	0.23392214254136778	0.1295813019734166	0.23770733736159735	0.06273689304711967	0.0585961849724482	0.176975558488209	0.057281826654200264	0.1699455976759002	0.2534871707859466	0.23327366322493986	0.06949217705822869	0.09801070725794397	0.11980907942336588	0.22553627457529665	0.09455987528834502
w10pp	0.049536852408152574	0.05133427704404438	0.04056236109555995	0.24371865151538488	0.12782051310756065	0.11543769320471789	0.22690487693672137	0.20607826382149733	0.2194282881030851	0.24055403488840402	0.233699795236635	0.21812461462238622	0.23834117380049705	0.19509914034752973	0.171875833936683	0.1919255305556812	0.04909252888758789	0.07398831946514485	0.1836561287587661	0.2521124505832941	0.16499892808970917	0.1106910331887441	0.1457350234285397	0.052279106008944615	0.06242606337642943	0.0764596408043174	0.05534665514017588	0.012416602994210818	0.030818196480535742	0.03257660479685352	0.024122684562154766	0.06353700371433615	0.04669468552047515	0.01681828518297118	0.004519379038877746	0.0	0.005863017082643368	0.0305298550440734	0.030577120493888957	0.027972936955081	0.053601723743568995	0.0356695325735465	0.047042893771297146	0.06691591060533336	0.023506118727433564	0.09749077445011484	0.0250268911233366	0.034632703045695074	0.040050652784226044	0.10041470093851593	0.03688776414772163	0.03749705044800793	0.09187961081266058	0.11297944658907916	0.2542995357366624	0.23506400635467067	0.03514308912260454	0.23796879126271986	0.12411390481013788	0.05040165177008726	0.05111526993417091	0.05561102349694318	0.04415633686813049	0.06297115009606429	0.08725766606200128	0.15582665928156347	0.068988722191142	0.061274442517295385	0.0460877017424897	0.057379907487274326	0.10223419453881587	0.05015758942114589	0.054420998237922895	0.051344284409435434	0.0603406471826321	0.05516695152028812	0.10718662977431218	0.10136219693506637	0.11235490335957299	0.24719468027725444	0.25791465064880986	0.23843952157924547	0.1340986810112943	0.24222471639947504	0.06725427208499736	0.06311356401032589	0.1814929375260867	0.06179920569207795	0.1744629767137779	0.2580045498238243	0.23779104226281755	0.07400955609610638	0.10252808629582166	0.12432645846124357	0.23005365361317434	0.0990772543262227
f17ppB	0.04939465531436849	0.051192079950260296	0.040420164001775866	0.2435764544216008	0.12767831601377658	0.1152954961109338	0.2267626798429373	0.20593606672771325	0.21928609100930102	0.24041183779461994	0.23355759814285093	0.21798241752860215	0.23819897670671297	0.19495694325374566	0.1717336368428989	0.19178333346189713	0.048950331793803814	0.07384612237136078	0.18351393166498203	0.25197025348951	0.1648567309959251	0.11054883609496001	0.14559282633475562	0.05213690891516054	0.06228386628264536	0.07631744371053331	0.055204458046391805	0.012274405900426734	0.030675999386751657	0.032434407703069434	0.023980487468370684	0.06339480662055207	0.04655248842669106	0.016676088089187094	0.004377181945093661	0.005863017082643368	0.0	0.030387657950289314	0.030434923400104872	0.027830739861296916	0.053459526649784914	0.03552733547976242	0.046900696677513065	0.06677371351154929	0.02336392163364948	0.09734857735633075	0.02488469402955252	0.03449050595191099	0.03990845569044196	0.10027250384473185	0.03674556705393755	0.03735485335422385	0.0917374137188765	0.11283724949529508	0.2541573386428783	0.23492180926088657	0.03500089202882045	0.23782659416893576	0.1239717077163538	0.050259454676303175	0.050973072840386824	0.055468826403159095	0.04401413977434641	0.0628289530022802	0.0871154689682172	0.15568446218777937	0.06884652509735792	0.061132245423511304	0.045945504648705615	0.057237710393490245	0.10209199744503178	0.05001539232736181	0.054278801144138814	0.051202087315651346	0.06019845008884802	0.055024754426504036	0.1070444326805281	0.10121999984128228	0.1122127062657889	0.24705248318347037	0.25777245355502576	0.2382973244854614	0.13395648391751022	0.24208251930569097	0.06711207499121327	0.0629713669165418	0.1813507404323026	0.06165700859829387	0.17432077961999382	0.2578623527300402	0.23764884516903348	0.0738673590023223	0.10238588920203759	0.1241842613674595	0.22991145651939027	0.09893505723243863
f12ppA	0.06098099454084854	0.06277841917674035	0.05200650322825592	0.25516279364808087	0.1392646552402566	0.12688183533741387	0.23834901906941736	0.2175224059541933	0.23087243023578108	0.2519981770211	0.245143937369331	0.2295687567550822	0.24978531593319303	0.20654328248022572	0.18331997606937897	0.2033696726883772	0.060536671020283865	0.08543246159784082	0.1951002708914621	0.2635565927159901	0.17644307022240516	0.12213517532144007	0.15717916556123568	0.0637232481416406	0.0738702055091254	0.08790378293701337	0.06679079727287185	0.023860745126906797	0.04226233861323172	0.04402074692954949	0.03556682669485074	0.07498114584703214	0.058138827653171125	0.03358177965038924	0.02601247600619571	0.0305298550440734	0.030387657950289314	0.0	0.03161665448150087	0.02901247094269291	0.06504586587626497	0.047113674706242475	0.05848703590399312	0.07836005273802935	0.03495026086012954	0.1089349165828108	0.03647103325603258	0.04607684517839106	0.05149479491692202	0.11185884307121191	0.048331906280417614	0.04894119258070391	0.10332375294535656	0.12442358872177514	0.2657436778693584	0.24650814848736663	0.04658723125530052	0.24941293339541581	0.13555804694283385	0.06184579390278323	0.06255941206686688	0.06705516562963915	0.055600479000826465	0.07441529222876025	0.09870180819469726	0.16727080141425943	0.08043286432383798	0.07271858464999137	0.05753184387518567	0.0688240496199703	0.11367833667151184	0.06160173155384186	0.06586514037061886	0.0627884265421314	0.07178478931532807	0.06661109365298408	0.11863077190700816	0.11280633906776233	0.12379904549226894	0.2586388224099504	0.2693587927815058	0.24988366371194146	0.14554282314399028	0.253668858532171	0.07869841421769333	0.07455770614302185	0.19293707965878265	0.07324334782477393	0.18590711884647387	0.26944869195652027	0.2492351843955135	0.08545369822880233	0.11397222842851765	0.13577060059393956	0.24149779574587033	0.11052139645891869
w11pp	0.06102825999066411	0.06282568462655591	0.05205376867807148	0.2552100590978964	0.1393119206900722	0.1269291007872294	0.23839628451923292	0.21756967140400887	0.23091969568559664	0.25204544247091554	0.24519120281914655	0.22961602220489777	0.2498325813830086	0.20659054793004128	0.18336724151919453	0.20341693813819275	0.06058393647009943	0.08547972704765638	0.19514753634127766	0.26360385816580567	0.17649033567222072	0.12218244077125563	0.15722643101105122	0.06377051359145616	0.07391747095894097	0.08795104838682893	0.06683806272268741	0.023908010576722354	0.042309604063047276	0.04406801237936506	0.0356140921446663	0.07502841129684769	0.05818609310298668	0.0336290451002048	0.026059741456011268	0.030577120493888957	0.030434923400104872	0.03161665448150087	0.0	0.009633108344731682	0.06509313132608052	0.04716094015605803	0.05853430135380868	0.07840731818784491	0.0349975263099451	0.10898218203262636	0.036518298705848135	0.04612411062820661	0.05154206036673758	0.11190610852102748	0.048379171730233164	0.04898845803051947	0.10337101839517213	0.1244708541715907	0.26579094331917397	0.2465554139371822	0.046634496705116074	0.24946019884523138	0.13560531239264942	0.06189305935259879	0.06260667751668245	0.06710243107945471	0.05564774445064202	0.07446255767857582	0.09874907364451282	0.167318066864075	0.08048012977365354	0.07276585009980692	0.05757910932500124	0.06887131506978586	0.1137256021213274	0.061648997003657426	0.06591240582043442	0.06283569199194697	0.07183205476514364	0.06665835910279964	0.11867803735682372	0.1128536045175779	0.12384631094208451	0.258686087859766	0.26940605823132135	0.24993092916175702	0.14559008859380584	0.25371612398198656	0.0787456796675089	0.07460497159283741	0.19298434510859822	0.0732906132745895	0.1859543842962894	0.26949595740633586	0.2492824498453291	0.0855009636786179	0.11401949387833321	0.13581786604375512	0.2415450611956859	0.11056866190873425
f11pp	0.058424076451856155	0.06022150108774796	0.04944958513926353	0.2526058755590885	0.13670773715126422	0.12432491724842147	0.23579210098042497	0.21496548786520092	0.2283155121467887	0.2494412589321076	0.2425870192803386	0.22701183866608982	0.24722839784420064	0.20398636439123333	0.18076305798038658	0.2008127545993848	0.05797975293129148	0.08287554350884843	0.1925433528024697	0.2609996746269977	0.17388615213341277	0.11957825723244768	0.1546222474722433	0.0611663300526482	0.07131328742013301	0.08534686484802098	0.06423387918387946	0.021303827037914398	0.039705420524239324	0.0414638288405571	0.03300990860585835	0.07242422775803974	0.05558190956417873	0.031024861561396843	0.023455557917203315	0.027972936955081	0.027830739861296916	0.02901247094269291	0.009633108344731682	0.0	0.06248894778727257	0.04455675661725007	0.05593011781500072	0.07580313464903694	0.032393342771137146	0.1063779984938184	0.03391411516704018	0.043519927089398655	0.04893787682792962	0.10930192498221951	0.04577498819142521	0.04638427449171151	0.10076683485636416	0.12186667063278274	0.263186759780366	0.24395123039837424	0.04403031316630812	0.24685601530642343	0.13300112885384147	0.05928887581379084	0.060002493977874494	0.06449824754064676	0.05304356091183407	0.07185837413976787	0.09614489010570487	0.16471388332526704	0.07787594623484559	0.07016166656099897	0.054974925786193285	0.06626713153097791	0.11112141858251945	0.05904481346484947	0.06330822228162647	0.060231508453139015	0.06922787122633568	0.06405417556399169	0.11607385381801577	0.11024942097876994	0.12124212740327656	0.256081904320958	0.26680187469251343	0.24732674562294907	0.1429859050549979	0.25111194044317864	0.07614149612870094	0.07200078805402946	0.19038016156979026	0.07068642973578154	0.18335020075748149	0.2668917738675279	0.24667826630652112	0.08289678013980994	0.11141531033952526	0.13321368250494717	0.23894087765687794	0.1079644783699263
