	w10pp	f12ppA	w12pp	f30pp	w26pp	f24pp	w28pp	w24pp	f32pp	f23ppA	w16pp	w19pp	f15pp	w15pp	f7pp	S10H1	F23HpA	F32H1	S2Hp	F8H1	S8Hp	f3pp	S3Hp	f16ppA	f20ppB	f31pp	f21pp	f14ppA	f18pp	w9pp	f10pp	f17ppB	f20ppA	f22ppA	f6ppB	S16H2	S7Hp	S15Hp	F14H1A	S21H1	S26Hp	31519	S28Hp	S4Hp	S23Hp	S22Hp	S13Hp	w32pp	S12Hp	S20H1	w7pp	f11pp	w2pp	w13pp	f13pp	w20pp	f6ppA	w6pp	w8pp	w25pp	f26pp	f14ppB	w23pp	f8pp	w18pp	f16ppB	f2pp	w22pp	w21pp	f4pp	w4pp	f25pp	w27pp	w17pp	f29pp	S9H1	S31Hp	F3H1	F14H1B	S17H1	f17ppA	f9pp	f28pp	f1pp	f19pp	w31pp	w29pp	f12ppB	f22ppB	F7H1	F6H1	S18H1	S19H1	w14pp	w3pp	f23ppB	w11pp	w1pp
f31pp	0.039181295081612805	0.038781231004511564	0.036873533722130446	0.0342602370681699	0.03274848685268693	0.0327474868521869	0.03316899210976742	0.028734560626457746	0.03240792481557435	0.030518766186172934	0.031013438179152298	0.034229791560957935	0.034229791560957935	0.03862681620375829	0.026811924258419956	0.13154967218504374	0.15057426916968292	0.14425543540767927	0.08740267373714054	0.14103718801836618	0.12944264070971126	0.08436875602193905	0.05400305413750495	0.02496670404498949	0.03478302398466955	0.0	0.01862017803548432	0.018808110172408844	0.02827751899026705	0.02184682017150989	0.021379871909009685	0.021380871909509713	0.023111289746037565	0.04438129790565656	0.04214233758602453	0.14981474463776695	0.16025585192015807	0.13694485961862635	0.14945521191173117	0.3145287216686728	0.30454971493708677	0.31491545790195824	0.32688129056722515	0.3758423591519918	0.3122444309131815	0.3183082931282763	0.10827496340510397	0.0715926063638704	0.15283161007107626	0.14599977793993527	0.10765838285505736	0.037166592238161975	0.03566778109297612	0.03427054080839197	0.039830794257501204	0.03990601742455023	0.042266329873687856	0.04402929214379367	0.04072119573976293	0.0419565716929652	0.03954672830465836	0.04101062511303132	0.03851240596856075	0.03172862680288287	0.028996133596685108	0.04073714445724512	0.039227490565892316	0.03916985219605883	0.046620418787296294	0.042048694920510936	0.03684568731326712	0.0383818633098998	0.04264863749770018	0.04359398219766332	0.0518613586223725	0.17515844518189916	0.15623693482264628	0.16216069015972223	0.15851302934253464	0.147520040107822	0.06268379179978915	0.059231273051112275	0.05466191165633315	0.04599386417885527	0.04266019037589845	0.0445932419446209	0.043226493845170404	0.04172452894415832	0.05131068585827432	0.16019568026701414	0.11933391700847587	0.14906702115246795	0.1415301340741266	0.03926523689908414	0.03541565607297433	0.0392623917679632	0.03646019981757621	0.040597461046164705
f21pp	0.02530442912413819	0.024904365047036955	0.022996667764655837	0.02038337111069529	0.01887162089521232	0.01887062089471229	0.01929212615229281	0.014857694668983137	0.01853105885809974	0.016641900228698322	0.017136572221677686	0.020352925603483327	0.020352925603483327	0.02474995024628368	0.012935058300945346	0.11767280622756913	0.1366974032122083	0.13037856945020468	0.07352580777966593	0.12716032206089156	0.11556577475223664	0.07049189006446445	0.04012618818003033	0.011089838087514878	0.020906158027194935	0.01862017803548432	0.0	0.004931244214934231	0.014400653032792437	0.007969954214035277	0.007503005951535072	0.007504005952035101	0.009234423788562955	0.030504431948181948	0.02826547162854992	0.13593787868029233	0.14637898596268345	0.12306799366115173	0.13557834595425655	0.3006518557111982	0.29067284897961215	0.3010385919444836	0.31300442460975053	0.3619654931945172	0.2983675649557069	0.3044314271708017	0.09439809744762936	0.05771574040639578	0.13895474411360165	0.13212291198246065	0.09378151689758275	0.023289726280687366	0.021790915135501514	0.020393674850917354	0.025953928300026595	0.026029151467075625	0.028389463916213248	0.03015242618631906	0.026844329782288325	0.02807970573549059	0.025669862347183745	0.027133759155556714	0.024635540011086143	0.017851760845408255	0.015119267639210503	0.026860278499770508	0.025350624608417707	0.02529298623858422	0.03274355282982169	0.028171828963036327	0.022968821355792514	0.02450499735242519	0.028771771540225574	0.02971711624018871	0.03798449266489789	0.16128157922442457	0.14236006886517166	0.14828382420224764	0.14463616338506002	0.13364317415034738	0.048806925842314546	0.045354407093637666	0.04078504569885853	0.032116998221380665	0.028783324418423843	0.030716375987146292	0.029349627887695795	0.02784766298668371	0.037433819900799706	0.14631881430953955	0.10545705105100125	0.13519015519499336	0.12765326811665198	0.025388370941609534	0.021538790115499726	0.0253855258104886	0.0225833338601016	0.026720595088690097
f14ppA	0.021719194596621534	0.0213191305195203	0.019411433237139182	0.016798136583178636	0.015286386367695668	0.015285386367195638	0.015706891624776155	0.011272460141466482	0.014945824330583083	0.013056665701181667	0.01355133769416103	0.01676769107596667	0.01676769107596667	0.021164715718767026	0.009349823773428691	0.11408757170005249	0.13311216868469164	0.12679333492268802	0.06994057325214928	0.12357508753337491	0.11198054022472	0.06690665553694779	0.036540953652513676	0.007504603559998225	0.01732092349967828	0.018808110172408844	0.004931244214934231	0.0	0.009471408818858263	0.0030407100001011043	0.003917771424018417	0.003918771424518446	0.005649189261046299	0.026919197420665293	0.024680237101033266	0.13235264415277567	0.1427937514351668	0.11948275913363507	0.13199311142673992	0.29706662118368155	0.2870876144520955	0.297453357416967	0.3094191900822339	0.3583802586670006	0.29478233042819024	0.30084619264328505	0.0908128629201127	0.05413050587887913	0.135369509586085	0.12853767745494402	0.09019628237006609	0.01970449175317071	0.01820568060798486	0.0168084403234007	0.02236869377250994	0.02244391693955897	0.024804229388696593	0.026567191658802405	0.02325909525477167	0.024494471207973934	0.02208462781966709	0.02354852462804006	0.02105030548356949	0.0142665263178916	0.011534033111693848	0.023275043972253856	0.021765390080901052	0.021707751711067563	0.029158318302305038	0.024586594435519676	0.01938358682827586	0.02091976282490854	0.02518653701270892	0.02613188171267206	0.03439925813738123	0.1576963446969079	0.138774834337655	0.14469858967473098	0.14105092885754336	0.13005793962283071	0.04522169131479789	0.04176917256612101	0.037199811171341884	0.02853176369386401	0.025198089890907188	0.02713114145962964	0.025764393360179143	0.024262428459167054	0.03384858537328306	0.1427335797820229	0.1018718165234846	0.1316049206674767	0.12406803358913533	0.021803136414092882	0.01795355558798307	0.021800291282971944	0.018998099332584947	0.02313536056117344
f18pp	0.031188603414479734	0.0307885393373785	0.028880842054997382	0.026267545401036835	0.024755795185553865	0.024754795185053836	0.025176300442634355	0.020741868959324686	0.024415233148441285	0.02252607451903987	0.023020746512019234	0.02623709989382487	0.02623709989382487	0.030634124536625226	0.018819232591286893	0.12355698051791068	0.14258157750254985	0.1362627437405462	0.07940998207000748	0.1330444963512331	0.12144994904257819	0.07637606435480598	0.04601036247037188	0.016974012377856427	0.026790332317536483	0.02827751899026705	0.014400653032792437	0.009471408818858263	0.0	0.007123684197051046	0.013387180241876621	0.013388180242376651	0.015118598078904503	0.036388606238523497	0.03414964591889146	0.14182205297063388	0.152263160253025	0.12895216795149328	0.1414625202445981	0.3065360300015397	0.2965570232699537	0.3069227662348252	0.3188885989000921	0.36784966748485876	0.3042517392460484	0.31031560146114323	0.10028227173797091	0.06359991469673733	0.1448389184039432	0.1380070862728022	0.09966569118792429	0.029173900571028907	0.027675089425843055	0.0262778491412589	0.031838102590368136	0.03191332575741717	0.034273638206554796	0.0360366004766606	0.03272850407262987	0.03396388002583214	0.03155403663752529	0.033017933445898255	0.030519714301427685	0.0237359351357498	0.021003441929552044	0.03274445279011205	0.031234798898759252	0.03117716052892576	0.038627727120163234	0.034056003253377876	0.028852995646134055	0.030389171642766735	0.034655945830567116	0.03560129053053026	0.04386866695523943	0.16716575351476612	0.1482442431555132	0.1541679984925892	0.15052033767540157	0.13952734844068893	0.05469110013265609	0.051238581383979215	0.04666921998920008	0.038001172511722206	0.034667498708765385	0.03660055027748784	0.03523380217803734	0.03373183727702525	0.043317994191141254	0.1522029885998811	0.1113412253413428	0.1410743294853349	0.13353744240699353	0.03127254523195108	0.02742296440584127	0.03126970010083015	0.028467508150443147	0.03260476937903164
w9pp	0.02475790459572258	0.024357840518621346	0.022450143236240228	0.01983684658227968	0.01832509636679671	0.018324096366296682	0.0187456016238772	0.014311170140567528	0.01798453432968413	0.016095375700282712	0.016590047693262076	0.019806401075067717	0.019806401075067717	0.02420342571786807	0.012388533772529737	0.11712628169915353	0.1361508786837927	0.12983204492178907	0.07297928325125032	0.12661379753247595	0.11501925022382103	0.06994536553604884	0.03957966365161472	0.010543313559099269	0.020359633498779325	0.02184682017150989	0.007969954214035277	0.0030407100001011043	0.007123684197051046	0.0	0.0069564814231194635	0.0069574814236194925	0.008687899260147345	0.02995790741976634	0.02771894710013431	0.13539135415187672	0.14583246143426784	0.12252146913273612	0.13503182142584094	0.3001053311827826	0.29012632445119657	0.30049206741606804	0.31245790008133495	0.3614189686661016	0.2978210404272913	0.3038849026423861	0.09385157291921375	0.05716921587798017	0.13840821958518604	0.13157638745404504	0.09323499236916714	0.022743201752271756	0.021244390607085904	0.019847150322501745	0.025407403771610985	0.025482626938660016	0.02784293938779764	0.02960590165790345	0.026297805253872715	0.02753318120707498	0.025123337818768136	0.026587234627141104	0.024089015482670534	0.017305236316992646	0.014572743110794893	0.026313753971354898	0.024804100080002098	0.02474646171016861	0.03219702830140608	0.027625304434620718	0.022422296827376904	0.02395847282400958	0.028225247011809965	0.0291705917117731	0.03743796813648228	0.16073505469600896	0.14181354433675605	0.14773729967383203	0.14408963885664441	0.13309664962193177	0.048260401313898936	0.04480788256522206	0.04023852117044292	0.031570473692965055	0.028236799890008234	0.030169851458730683	0.028803103359280186	0.0273011384582681	0.036887295372384096	0.14577228978112394	0.10491052652258565	0.13464363066657775	0.12710674358823637	0.024841846413193924	0.020992265587084117	0.02483900128207299	0.022036809331685992	0.026174070560274487
f10pp	0.01780342317360318	0.017403359096501946	0.015495661814120829	0.012882365160160277	0.011370614944677308	0.011369614944177278	0.011791120201757795	0.007356688718448123	0.011030052907564723	0.009140894278163308	0.009635566271142672	0.012851919652948312	0.012851919652948312	0.017248944295748664	0.005434052350410333	0.11017180027703412	0.12919639726167328	0.12287756349966965	0.06602480182913091	0.11965931611035655	0.10806476880170163	0.06299088411392943	0.03262518222949532	0.0035888321369798655	0.01624463734346921	0.021379871909009685	0.007503005951535072	0.003917771424018417	0.013387180241876621	0.0069564814231194635	0.0	3.00000150008727e-06	0.00173341783802794	0.023003425997646935	0.020764465678014904	0.12843687272975732	0.13887798001214843	0.11556698771061671	0.12807734000372153	0.2931508497606632	0.28317184302907716	0.29353758599394864	0.30550341865921554	0.3544644872439822	0.2908665590051719	0.2969304212202667	0.08689709149709435	0.05021473445586077	0.13145373816306663	0.12462190603192565	0.08628051094704774	0.01578872033015235	0.014289909184966497	0.012892668900382341	0.01845292234949158	0.01852814551654061	0.020888457965678234	0.022651420235784044	0.01934332383175331	0.020578699784955575	0.018168856396648732	0.019632753205021697	0.017134534060551126	0.010350754894873242	0.007618261688675487	0.019359272549235494	0.017849618657882694	0.0177919802880492	0.025242546879286676	0.020670823012501317	0.015467815405257499	0.017003991401890177	0.021270765589690557	0.0222161102896537	0.030483486714362875	0.15378057327388955	0.13485906291463665	0.14078281825171263	0.137135157434525	0.12614216819981236	0.041305919891779536	0.03785340114310265	0.03328403974832352	0.024615992270845648	0.021282318467888826	0.023215370036611283	0.021848621937160785	0.020346657036148696	0.029932813950264696	0.13881780835900454	0.09795604510046625	0.12768914924445834	0.12015226216611698	0.017887364991074524	0.014037784164964713	0.017884519859953586	0.01508232790956659	0.019219589138155087
f17ppB	0.01780242317310315	0.017402359096001917	0.015494661813620799	0.012881365159660246	0.011369614944177278	0.011368614943677248	0.011790120201257765	0.007355688717948094	0.011029052907064695	0.009139894277663279	0.009634566270642643	0.012850919652448282	0.012850919652448282	0.017247944295248636	0.005433052349910303	0.11017080027653409	0.12919539726117327	0.12287656349916962	0.06602380182863088	0.11965831610985653	0.10806376880120161	0.0629898841134294	0.03262418222899529	0.0035878321364798365	0.01624563734396924	0.021380871909509713	0.007504005952035101	0.003918771424518446	0.013388180242376651	0.0069574814236194925	3.00000150008727e-06	0.0	0.001732417837527911	0.023002425997146907	0.020763465677514876	0.1284358727292573	0.13887698001164842	0.11556598771011668	0.12807634000322152	0.2931498497601632	0.28317084302857715	0.2935365859934486	0.3055024186587155	0.3544634872434822	0.29086555900467187	0.2969294212197667	0.08689609149659432	0.05021373445536074	0.1314527381625666	0.12462090603142562	0.0862795109465477	0.01578772032965232	0.014288909184466469	0.012891668899882311	0.018451922348991553	0.01852714551604058	0.020887457965178206	0.022650420235284015	0.019342323831253283	0.020577699784455547	0.0181678563961487	0.01963175320452167	0.0171335340600511	0.010349754894373212	0.007617261688175458	0.019358272548735463	0.017848618657382666	0.017790980287549173	0.025241546878786644	0.020669823012001286	0.015466815404757469	0.017002991401390145	0.02126976558919053	0.02221511028915367	0.030482486713862847	0.1537795732733895	0.1348580629141366	0.14078181825121258	0.13713415743402496	0.12614116819931231	0.041304919891279504	0.037852401142602625	0.03328303974782349	0.02461499227034562	0.021281318467388798	0.02321437003611125	0.021847621936660754	0.020345657035648668	0.029931813949764664	0.1388168083585045	0.09795504509996622	0.1276881492439583	0.12015126216561695	0.017886364990574492	0.014036784164464683	0.017883519859453557	0.01508132790906656	0.01921858913765506
f20ppA	0.0160720053365753	0.015671941259474065	0.013764243977092947	0.011150947323132394	0.009639197107649426	0.009638197107149396	0.010059702364729913	0.005625270881420242	0.009298635070536843	0.007409476441135427	0.00790414843411479	0.01112050181592043	0.01112050181592043	0.015517526458720784	0.003702634513382451	0.10844038244000624	0.1274649794246454	0.12114614566264177	0.06429338399210303	0.11792789827332867	0.10633335096467375	0.06125946627690155	0.030893764392467438	0.001857414299951984	0.01797605518049709	0.023111289746037565	0.009234423788562955	0.005649189261046299	0.015118598078904503	0.008687899260147345	0.00173341783802794	0.001732417837527911	0.0	0.021272008160619055	0.019033047840987024	0.12670545489272944	0.13714656217512056	0.11383556987358884	0.12634592216669366	0.2914194319236353	0.28144042519204926	0.29180616815692073	0.30377200082218764	0.3527330694069543	0.289135141168144	0.2951990033832388	0.08516567366006647	0.048483316618832886	0.12972232032603875	0.12289048819489777	0.08454909311001986	0.014057302493124469	0.012558491347938617	0.01116125106335446	0.0167215045124637	0.016796727679512728	0.019157040128650354	0.020920002398756164	0.01761190599472543	0.018847281947927695	0.01643743855962085	0.017901335367993817	0.015403116223523246	0.00861933705784536	0.005886843851647606	0.01762785471220761	0.016118200820854814	0.01606056245102132	0.023511129042258792	0.018939405175473434	0.013736397568229617	0.015272573564862295	0.019539347752662677	0.020484692452625818	0.028752068877334995	0.15204915543686168	0.13312764507760877	0.13905140041468475	0.13540373959749713	0.12441075036278447	0.03957450205475165	0.03612198330607477	0.03155262191129564	0.022884574433817768	0.019550900630860946	0.0214839521995834	0.0201172041001329	0.018615239199120816	0.028201396113236812	0.13708639052197666	0.09622462726343836	0.12595773140743047	0.11842084432908909	0.01615594715404664	0.012306366327936831	0.016153102022925706	0.013350910072538708	0.017488171301127207
f22ppA	0.02557432579589925	0.025174261718798017	0.0232665644364169	0.020653267782456353	0.01914151756697338	0.019140517566473354	0.019562022824053872	0.018570791407027953	0.022244155596144552	0.020354996966743137	0.0208496689597225	0.02406602234152814	0.02406602234152814	0.028463046984328493	0.021802093102721402	0.1265398410293452	0.14556443801398433	0.13924560425198074	0.08239284258144199	0.13602735686266762	0.1244328095540127	0.0793589248662405	0.04899322298180639	0.019958872890290993	0.039246063340116086	0.04438129790565656	0.030504431948181948	0.026919197420665293	0.036388606238523497	0.02995790741976634	0.023003425997646935	0.023002425997146907	0.021272008160619055	0.0	0.005609437288727678	0.11616680839766583	0.126607915680057	0.10329692337852522	0.11580727567163006	0.28088078542857176	0.27090177869698573	0.2812675216618572	0.2932333543271241	0.3421944229118908	0.27859649467308045	0.28466035688817526	0.07462702716500286	0.037944670123769286	0.11918367383097515	0.11235184169983416	0.07401044661495625	0.009366809858912669	0.0092726858987419	0.01519458510828279	0.02075483855739203	0.02083006172444106	0.023190374173578686	0.02495333644368449	0.021645240039653763	0.022880615992856027	0.02047077260454918	0.021934669412922145	0.019436450268451578	0.012654671103773751	0.015389164310971565	0.02713017517153157	0.02562052128017877	0.02556288291034528	0.03301344950158275	0.02844172563479739	0.023238718027553576	0.024774894024186252	0.029041668211986636	0.029987012911949773	0.03825438933665895	0.16155147589618563	0.14262996553693272	0.1485537208740087	0.14490606005682108	0.13391307082210843	0.04907682251407561	0.04562430376539873	0.0410549423706196	0.03238689489314173	0.029053221090184905	0.030986272658907354	0.029619524559456857	0.02811755965844477	0.037703716572560775	0.1465887109813006	0.10572694772276232	0.13546005186675442	0.12792316478841304	0.025658267613370596	0.02180868678726079	0.02565542248224966	0.022853230531862664	0.02699049176045116
f6ppB	0.023335365476267224	0.02293530139916599	0.021027604116784872	0.018414307462824325	0.016902557247341354	0.016901557246841326	0.017323062504421845	0.016331831087395922	0.020005195276512525	0.01811603664711111	0.01861070864009047	0.02182706202189611	0.02182706202189611	0.026224086664696465	0.01956313278308937	0.12430088070971317	0.1433254776943523	0.1370066439323487	0.08015388226180996	0.1337883965430356	0.12219384923438067	0.07711996454660847	0.046754262662174355	0.017719912570658962	0.03700710302048405	0.04214233758602453	0.02826547162854992	0.024680237101033266	0.03414964591889146	0.02771894710013431	0.020764465678014904	0.020763465677514876	0.019033047840987024	0.005609437288727678	0.0	0.1139278480780338	0.12436895536042496	0.1010579630588932	0.11356831535199803	0.2786418251089397	0.2686628183773537	0.27902856134222515	0.29099439400749205	0.33995546259225873	0.2763575343534484	0.2824213965685432	0.07238806684537083	0.03570570980413725	0.11694471351134313	0.11011288138020213	0.07177148629532422	0.007127849539280641	0.007033725579109871	0.012955624788650762	0.01851587823776	0.018591101404809032	0.020951413853946655	0.022714376124052464	0.01940627972002173	0.020641655673223996	0.018231812284917152	0.019695709093290117	0.017197489948819547	0.010415710784141722	0.013150203991339536	0.024891214851899542	0.023381560960546742	0.023323922590713253	0.030774489181950724	0.026202765315165362	0.02099975770792155	0.022535933704554225	0.02680270789235461	0.027748052592317746	0.03601542901702692	0.1593125155765536	0.1403910052173007	0.14631476055437667	0.14266709973718905	0.1316741105024764	0.04683786219444358	0.0433853434457667	0.038815982050987574	0.0301479345735097	0.026814260770552878	0.028747312339275327	0.02738056423982483	0.025878599338812744	0.03546475625292875	0.14434975066166858	0.1034879874031303	0.1332210915471224	0.12568420446878104	0.02341930729373857	0.01956972646762876	0.023416462162617634	0.020614270212230636	0.02475153144081913
S16H2	0.13100777252800966	0.13060770845090844	0.1287000111685273	0.12608671451456674	0.12457496429908377	0.12457396429858375	0.12499546955616427	0.12400423813913833	0.12767760232825492	0.12578844369885353	0.12628311569183287	0.12949946907363852	0.12949946907363852	0.13389649371643889	0.1272355398348318	0.2319732877614556	0.25099788474609475	0.2446790509840911	0.18782628931355239	0.241460803594778	0.2298662562861231	0.18479237159835088	0.15442666971391678	0.12539231962240138	0.14467951007222646	0.14981474463776695	0.13593787868029233	0.13235264415277567	0.14182205297063388	0.13539135415187672	0.12843687272975732	0.1284358727292573	0.12670545489272944	0.11616680839766583	0.1139278480780338	0.0	0.20627902851511642	0.18296803621358468	0.19547838850668953	0.3731846463340626	0.3632056396024766	0.37357138256734806	0.38553721523261497	0.43449828381738165	0.3709003555785713	0.3769642177936661	0.16693088807049375	0.13809781477013858	0.21933681847734443	0.21250498634620346	0.17416359126132552	0.11480025659102305	0.11470613263085228	0.12062803184039317	0.1261882852895024	0.12626350845655143	0.12862382090568905	0.13038678317579488	0.12707868677176415	0.1283140627249664	0.12590421933665955	0.12736811614503252	0.12486989700056196	0.11808811783588413	0.12082261104308195	0.13256362190364196	0.13105396801228916	0.13099632964245567	0.13844689623369313	0.13387517236690777	0.12867216475966395	0.13020834075629664	0.13447511494409703	0.13542045964406016	0.14368783606876934	0.266984922628296	0.2480634122690431	0.25398716760611906	0.25033950678893147	0.23934651755421882	0.154510269246186	0.1510577504975091	0.14648838910273	0.1378203416252521	0.1344866678222953	0.13641971939101774	0.13505297129156724	0.13355100639055517	0.14313716330467116	0.25202215771341097	0.21116039445487272	0.2408934985988648	0.23335661152052345	0.13109171434548098	0.1272421335193712	0.13108886921436005	0.12828667726397308	0.13242393849256157
S7Hp	0.14144887981040077	0.14104881573329955	0.13914111845091842	0.13652782179695785	0.13501607158147488	0.13501507158097484	0.13543657683855537	0.13444534542152944	0.13811870961064604	0.13622955098124465	0.13672422297422399	0.13994057635602963	0.13994057635602963	0.14433760099883	0.1376766471172229	0.2424143950438467	0.26143899202848586	0.2551201582664822	0.1982673965959435	0.2519019108771691	0.2403073635685142	0.195233478880742	0.1648677769963079	0.1358334269047925	0.15512061735461757	0.16025585192015807	0.14637898596268345	0.1427937514351668	0.152263160253025	0.14583246143426784	0.13887798001214843	0.13887698001164842	0.13714656217512056	0.126607915680057	0.12436895536042496	0.20627902851511642	0.0	0.17238805811059177	0.18489841040369662	0.3836257536164538	0.37364674688486776	0.38401248984973924	0.39597832251500614	0.4449393910997728	0.3813414628609625	0.3874053250760573	0.1773719953528849	0.14853892205252972	0.2297779257597356	0.2229460936285946	0.1846046985437167	0.1252413638734142	0.12514723991324345	0.1310691391227843	0.13662939257189355	0.13670461573894258	0.1390649281880802	0.140827890458186	0.1375197940541553	0.13875517000735754	0.1363453266190507	0.13780922342742366	0.1353110042829531	0.12852922511827525	0.13126371832547304	0.14300472918603307	0.14149507529468028	0.14143743692484678	0.14888800351608425	0.14431627964929888	0.13911327204205506	0.14064944803868776	0.14491622222648814	0.14586156692645127	0.15412894335116045	0.2774260299106871	0.2585045195514342	0.2644282748885102	0.2607806140713226	0.24978762483660993	0.1649513765285771	0.16149885777990022	0.1569294963851211	0.14826144890764323	0.1449277751046864	0.14686082667340886	0.14549407857395835	0.1439921136729463	0.15357827058706228	0.2624632649958021	0.22160150173726384	0.2513346058812559	0.24379771880291456	0.1415328216278721	0.1376832408017623	0.14152997649675117	0.1387277845463642	0.14286504577495268
S15Hp	0.11813788750886904	0.11773782343176781	0.11583012614938669	0.11321682949542614	0.11170507927994316	0.11170407927944315	0.11212558453702366	0.11113435311999773	0.11480771730911433	0.11291855867971291	0.11341323067269228	0.11662958405449791	0.11662958405449791	0.12102660869729827	0.11436565481569118	0.219103402742315	0.23812799972695411	0.2318091659649505	0.17495640429441178	0.2285909185756374	0.21699637126698249	0.17192248657921028	0.14155678469477617	0.11252243460326077	0.13180962505308585	0.13694485961862635	0.12306799366115173	0.11948275913363507	0.12895216795149328	0.12252146913273612	0.11556698771061671	0.11556598771011668	0.11383556987358884	0.10329692337852522	0.1010579630588932	0.18296803621358468	0.17238805811059177	0.0	0.136412484896633	0.360314761314922	0.350335754583336	0.36070149754820746	0.37266733021347437	0.42162839879824104	0.3580304705594307	0.3640943327745255	0.15406100305135315	0.12522792975099797	0.20646693345820383	0.19963510132706286	0.16129370624218492	0.10193037157188245	0.10183624761171167	0.10775814682125257	0.1133184002703618	0.11339362343741083	0.11575393588654846	0.11751689815665427	0.11420880175262353	0.1154441777058258	0.11303433431751896	0.11449823112589191	0.11200001198142136	0.10521823281674353	0.10795272602394135	0.11969373688450136	0.11818408299314856	0.11812644462331506	0.12557701121455253	0.12100528734776718	0.11580227974052336	0.11733845573715604	0.12160522992495641	0.12255057462491956	0.13081795104962873	0.25411503760915544	0.2351935272499025	0.24111728258697848	0.23746962176979086	0.22647663253507822	0.1416403842270454	0.1381878654783685	0.13361850408358938	0.12495045660611151	0.12161678280315469	0.12354983437187714	0.12218308627242665	0.12068112137141455	0.13026727828553056	0.2391522726942704	0.19829050943573212	0.2280236135797242	0.22048672650138285	0.11822182932634039	0.11437224850023057	0.11821898419521945	0.11541679224483245	0.11955405347342095
F14H1A	0.13064823980197388	0.13024817572487266	0.12834047844249152	0.12572718178853098	0.124215431573048	0.12421443157254797	0.1246359368301285	0.12364470541310257	0.12731806960221917	0.12542891097281775	0.12592358296579712	0.12913993634760276	0.12913993634760276	0.1335369609904031	0.126876007108796	0.2316137550354198	0.25063835202005896	0.24431951825805534	0.1874667565875166	0.24110127086874222	0.22950672356008733	0.1844328388723151	0.154067136987881	0.1250327868963656	0.1443199773461907	0.14945521191173117	0.13557834595425655	0.13199311142673992	0.1414625202445981	0.13503182142584094	0.12807734000372153	0.12807634000322152	0.12634592216669366	0.11580727567163006	0.11356831535199803	0.19547838850668953	0.18489841040369662	0.136412484896633	0.0	0.37282511360802684	0.3628461068764408	0.3732118498413123	0.3851776825065792	0.43413875109134586	0.37054082285253553	0.37660468506763034	0.166571355344458	0.13773828204410282	0.21897728575130868	0.21214545362016768	0.17380405853528977	0.11444072386498728	0.1143465999048165	0.1202684991143574	0.12582875256346665	0.12590397573051568	0.1282642881796533	0.1300272504497591	0.12671915404572837	0.12795452999893064	0.1255446866106238	0.12700858341899676	0.12451036427452619	0.11772858510984836	0.12046307831704618	0.13220408917760618	0.13069443528625338	0.13063679691641988	0.13808736350765738	0.133515639640872	0.1283126320336282	0.12984880803026086	0.13411558221806125	0.1350609269180244	0.14332830334273355	0.26662538990226026	0.24770387954300732	0.25362763488008333	0.24997997406289568	0.23898698482818304	0.1541507365201502	0.15069821777147335	0.1461288563766942	0.13746080889921633	0.1341271350962595	0.13606018666498199	0.13469343856553148	0.1331914736645194	0.14277763057863538	0.25166262498737524	0.21080086172883694	0.24053396587282905	0.23299707879448767	0.13073218161944522	0.1268826007933354	0.13072933648832427	0.1279271445379373	0.13206440576652578
S21H1	0.29572174955891545	0.2953216854818142	0.2934139881994331	0.2908006915454726	0.2892889413299896	0.2892879413294896	0.2897094465870701	0.2887182151700442	0.2923915793591608	0.2905024207297594	0.29099709272273877	0.2942134461045444	0.2942134461045444	0.29861047074734476	0.29194951686573767	0.39668726479236144	0.4157118617770006	0.409393028014997	0.35254026634445823	0.4061747806256839	0.39458023331702896	0.3495063486292568	0.3191406467448226	0.2901062966533072	0.30939348710313236	0.3145287216686728	0.3006518557111982	0.29706662118368155	0.3065360300015397	0.3001053311827826	0.2931508497606632	0.2931498497601632	0.2914194319236353	0.28088078542857176	0.2786418251089397	0.3731846463340626	0.3836257536164538	0.360314761314922	0.37282511360802684	0.0	0.2643072538942576	0.29942575242132985	0.31139158508659676	0.36961135452808563	0.3060134262892753	0.3120772885043701	0.2984490314209793	0.3028117918010445	0.3840507955082504	0.37721896337710936	0.3388775682922315	0.27951423362192895	0.2794201096617582	0.285342008871299	0.2909022623204083	0.29097748548745733	0.2933377979365949	0.29510076020670073	0.29179266380267	0.29302803975587227	0.2906181963675654	0.2920820931759384	0.28958387403146785	0.28280209486679	0.2855365880739878	0.2972775989345478	0.29576794504319504	0.2957103066733615	0.303160873264599	0.29858914939781367	0.2933861417905698	0.2949223177872025	0.2991890919750029	0.30013443667496603	0.3084018130996752	0.4316988996592019	0.412777389299949	0.41870114463702496	0.4150534838198373	0.4040604945851247	0.3192242462770919	0.315771727528415	0.31120236613363583	0.302534318656158	0.29920064485320114	0.3011336964219236	0.29976694832247314	0.298264983421461	0.30785114033557703	0.41673613474431687	0.37587437148577857	0.4056074756297707	0.3980705885514293	0.29580569137638685	0.29195611055027704	0.29580284624526587	0.29300065429487887	0.29713791552346736
