	f2pp	w31pp	s26pp	f8pp	s22pp	S1Hp	s14pp	s23pp	s27pp	s29pp	f19pp	s20pp	w30pp	s32pp	f6ppA	w6pp	f29pp	w27pp	w1pp	f9pp	s30pp	s18pp	w29pp	s11pp	s1pp	s12pp	f22ppB	s17pp	F23HpA	s16pp	s19pp	w15pp	f15pp	f28pp	w28pp	f30pp	f32pp	w11pp	w21pp	f23ppA	s4pp	w12pp	s2pp	w2pp	f7pp	s13pp	f25pp	w32pp	f12ppA	f13pp	s31pp	f12ppB	f21pp	f1pp	f18pp	s7pp	f31pp	f24pp	w4pp	f4pp	w17pp	f17ppA	f11pp	w9pp	f14ppB	f26pp	f10pp	f14ppA	f20ppB	w19pp	w10pp	w16pp	f22ppA	w7pp	w18pp	s24pp	f23ppB	s25pp	w25pp	f16ppB	s3pp	f3pp	w3pp
f19pp	0.09202373402894946	0.1815678253197856	0.12563545082320596	0.10190418162333983	0.05497372351371628	0.2974795973777439	0.1863994607491523	0.17722208182574728	0.12106686251826491	0.10689580994925586	0.0	0.07794476975638609	0.08086461083153434	0.054714709425752	0.07585718482719578	0.04177318414315714	0.11545851214987204	0.16142919527931554	0.13801965275259503	0.056971300579031964	0.12873631220854898	0.05821268275416139	0.13321668375717005	0.14185959527359848	0.07770811413617809	0.15840645961892857	0.08421429366004446	0.21917662693632928	0.2927749807991166	0.15783720992237818	0.15062468725255962	0.06602997564354121	0.05719410356101465	0.08226764665802128	0.17368290905501693	0.08978272693826665	0.08694916689193359	0.2075085651026877	0.06598208392332414	0.25466445413455907	0.09640691747630223	0.06779981912999825	0.1284275194370431	0.12226755179570492	0.1545272429472123	0.08726889588802775	0.14786308240396887	0.0882181565340845	0.08140244222191168	0.08193518518576116	0.15855883595326176	0.08148403226025847	0.1050730292340877	0.13191056356673175	0.06875099264656032	0.17007377185259243	0.1580924094803478	0.20102283887536515	0.13270477999223707	0.15592419017026724	0.20223455848594202	0.11236526410220815	0.2162073092289925	0.15623399976476776	0.31640973696976604	0.20345139894482295	0.23406433221095546	0.19802350940922864	0.3298981244682658	0.2045158603963007	0.07640133797731774	0.0899589438816244	0.13345793992144542	0.15136094335324596	0.0789110449289684	0.10877783158917059	0.17932316162815684	0.11359598913672109	0.12194639735777527	0.09564593976920518	0.11294506188132054	0.1664813389939837	0.09276262797061545
s20pp	0.11987379332327613	0.20941788461411226	0.15348551011753261	0.1297542409176665	0.08282378280804294	0.32532965667207053	0.21424952004347897	0.20507214112007394	0.14891692181259159	0.1347478692445826	0.07794476975638609	0.0	0.108714670125861	0.08256476872007866	0.10370724412152243	0.0696232434374838	0.1433085714441987	0.1892792545736422	0.1658697120469217	0.08482135987335862	0.15658637150287563	0.08606274204848804	0.1610667430514967	0.16970965456792514	0.10555817343050475	0.18625651891325523	0.11206435295437112	0.24702668623065593	0.3206250400934433	0.18568726921670484	0.17847474654688628	0.09388003493786788	0.0850441628553413	0.11011770595234793	0.2015329683493436	0.11763278623259332	0.11479922618626026	0.23535862439701435	0.09383214321765079	0.2825145134288857	0.12425697677062889	0.09564987842432492	0.15627757873136974	0.15011761109003158	0.18237730224153897	0.11511895518235442	0.17571314169829555	0.11606821582841118	0.10925250151623835	0.10978524448008783	0.1864088952475884	0.10933409155458512	0.13292308852841436	0.1597606228610584	0.09660105194088697	0.19792383114691908	0.18594246877467446	0.2288728981696918	0.16055483928656372	0.18377424946459392	0.23008461778026867	0.1402153233965348	0.24405736852331916	0.18408405905909442	0.34425979626409275	0.2313014582391496	0.2619143915052821	0.2258735687035553	0.35774818376259243	0.23236591969062736	0.1042513972716444	0.11780900317595105	0.16130799921577207	0.17921100264757261	0.10676110422329507	0.13662789088349725	0.2071732209224835	0.14144604843104774	0.14979645665210195	0.12349599906353186	0.14079512117564721	0.19433139828831036	0.1206126872649421
w30pp	0.11412920287038565	0.2036732941612218	0.14774091966464215	0.12400965046477602	0.07707919235515245	0.31958506621918004	0.20850492959058847	0.19932755066718344	0.1431723313597011	0.13766771031973085	0.08086461083153434	0.108714670125861	0.0	0.06649129797237752	0.0876337733738213	0.05354977268978264	0.13756398099130823	0.18353466412075173	0.1601251215940312	0.07907676942046815	0.15084178104998514	0.08031815159559758	0.1553221525986062	0.16396506411503467	0.09981358297761428	0.18051192846036476	0.10631976250148065	0.24128209577776547	0.3148804496405528	0.17994267876381437	0.1727301560939958	0.0881354444849774	0.07929957240245084	0.10437311549945745	0.1957883778964531	0.11188819577970283	0.10905463573336976	0.22961403394412389	0.08808755276476031	0.27676992297599523	0.1185123863177384	0.08990528797143443	0.15053298827847927	0.14437302063714108	0.17663271178864848	0.10937436472946394	0.16996855124540505	0.11032362537552068	0.10350791106334786	0.10404065402719734	0.18066430479469794	0.10358950110169465	0.1271784980755239	0.1540160324081679	0.09085646148799649	0.19217924069402859	0.18019787832178397	0.2231283077168013	0.15481024883367323	0.17802965901170342	0.22434002732737818	0.1344707329436443	0.23831277807042867	0.17833946860620392	0.33851520581120226	0.2255568677862591	0.2561698010523916	0.2201289782506648	0.352003593309702	0.22662132923773687	0.09850680681875391	0.11206441272306057	0.1555634087628816	0.17346641219468212	0.10101651377040458	0.13088330043060678	0.20142863046959303	0.13570145797815725	0.14405186619921145	0.11775140861064137	0.13505053072275672	0.18858680783541992	0.11486809681205164
s32pp	0.08797930146460331	0.17752339275543946	0.12159101825885979	0.09785974905899368	0.05092929094937012	0.2934351648133977	0.18235502818480614	0.1731776492614011	0.11702242995391875	0.11151780891394851	0.054714709425752	0.08256476872007866	0.06649129797237752	0.0	0.05100089582546089	0.01691689514142224	0.11141407958552588	0.1573847627149694	0.13397522018824887	0.05292686801468581	0.12469187964420281	0.05416825018981523	0.12917225119282388	0.13781516270925231	0.07366368157183192	0.15436202705458243	0.08016986109569829	0.21513219437198314	0.28873054823477046	0.153792777358032	0.14658025468821348	0.06198554307919506	0.05314967099666849	0.07822321409367511	0.16963847649067076	0.0857382943739205	0.08290473432758744	0.20346413253834153	0.06193765135897797	0.2506200215702129	0.09236248491195606	0.06375538656565209	0.12438308687269692	0.11822311923135875	0.15048281038286615	0.0832244633236816	0.14381864983962273	0.08417372396973835	0.07735800965756552	0.07789075262141501	0.1545144033889156	0.0774395996959123	0.10102859666974154	0.12786613100238559	0.06470656008221415	0.16602933928824626	0.15404797691600164	0.19697840631101898	0.1286603474278909	0.1518797576059211	0.19819012592159585	0.10832083153786198	0.21216287666464634	0.1521895672004216	0.3123653044054199	0.19940696638047678	0.2300198996466093	0.19397907684488247	0.32585369190391966	0.20047142783195454	0.07235690541297157	0.08591451131727823	0.12941350735709925	0.1473165107888998	0.07486661236462225	0.10473339902482444	0.17527872906381067	0.10955155657237492	0.11790196479342911	0.09160150720485903	0.10890062931697439	0.16243690642963754	0.08871819540626928
f6ppA	0.10912177686604708	0.19866586815688322	0.14273349366030358	0.11900222446043746	0.07207176635081389	0.31457764021484147	0.2034975035862499	0.19432012466284487	0.13816490535536252	0.13266028431539229	0.07585718482719578	0.10370724412152243	0.0876337733738213	0.05100089582546089	0.0	0.03655647664477624	0.13255655498696967	0.17852723811641316	0.15511769558969263	0.07406934341612958	0.14583435504564657	0.07531072559125901	0.15031472659426764	0.1589576381106961	0.09480615697327571	0.1755045024560262	0.10131233649714208	0.2362746697734269	0.3098730236362142	0.1749352527594758	0.16772273008965724	0.08312801848063883	0.07429214639811227	0.09936568949511888	0.19078095189211453	0.10688076977536426	0.1040472097290312	0.22460660793978532	0.08308012676042174	0.27176249697165666	0.11350496031339984	0.08489786196709587	0.1455255622741407	0.13936559463280251	0.1716252857843099	0.10436693872512537	0.1649611252410665	0.10531619937118211	0.0985004850590093	0.09903322802285877	0.17565687879035938	0.09858207509735609	0.12217107207118531	0.14900860640382935	0.08584903548365792	0.18717181468969002	0.1751904523174454	0.21812088171246274	0.14980282282933466	0.17302223300736486	0.2193326013230396	0.12946330693930574	0.2333053520660901	0.17333204260186535	0.3335077798068637	0.22054944178192054	0.25116237504805305	0.21512155224632623	0.3469961673053634	0.2216139032333983	0.09349938081441535	0.107056986718722	0.15055598275854304	0.16845898619034355	0.09600908776606601	0.12587587442626821	0.19642120446525446	0.13069403197381868	0.1390444401948729	0.1127439826063028	0.13004310471841815	0.18357938183108136	0.10986067080771307
w6pp	0.07503777618200842	0.1645818674728446	0.10864949297626492	0.0849182237763988	0.03798776566677524	0.2804936395308028	0.16941350290221127	0.16023612397880624	0.10408090467132389	0.09857628363135364	0.04177318414315714	0.0696232434374838	0.05354977268978264	0.01691689514142224	0.03655647664477624	0.0	0.098472554302931	0.14444323743237453	0.121033694905654	0.03998534273209094	0.11175035436160793	0.041226724907220354	0.11623072591022901	0.12487363742665744	0.06072215628923706	0.14142050177198756	0.06722833581310342	0.20219066908938826	0.27578902295217556	0.14085125207543714	0.1336387294056186	0.049044017796600184	0.04020814571407361	0.06528168881108024	0.1566969512080759	0.07279676909132562	0.06996320904499256	0.19052260725574666	0.048996126076383095	0.23767849628761803	0.07942095962936119	0.05081386128305722	0.11144156159010205	0.10528159394876388	0.13754128510027125	0.07028293804108672	0.13087712455702782	0.07123219868714348	0.06441648437497065	0.06494922733882014	0.14157287810632074	0.06449807441331742	0.08808707138714666	0.11492460571979071	0.051765034799619275	0.15308781400565138	0.14110645163340677	0.1840368810284241	0.11571882214529602	0.1389382323233262	0.18524860063900098	0.09537930625526711	0.19922135138205146	0.13924804191782672	0.29942377912282503	0.1864654410978819	0.21707837436401442	0.1810375515622876	0.31291216662132476	0.18752990254935967	0.0594153801303767	0.07297298603468336	0.11647198207450438	0.13437498550630492	0.06192508708202737	0.09179187374222957	0.1623372037812158	0.09661003128978005	0.10496043951083424	0.07865998192226416	0.0959591040343795	0.1494953811470427	0.07577667012367441
f29pp	0.13426972029322765	0.22381381158406377	0.16788143708748413	0.144150167887618	0.09721970977799445	0.33972558364202204	0.2348744971350324	0.22569711821162736	0.169541898904145	0.17226161163806852	0.11545851214987204	0.1433085714441987	0.13756398099130823	0.11141407958552588	0.13255655498696967	0.098472554302931	0.0	0.17274403274064992	0.14933449021392936	0.06828613804036632	0.1475050361834101	0.08567381887926098	0.16067781988226965	0.16932073139869808	0.10516925026127769	0.18586759574402817	0.11167542978514405	0.24663776306142887	0.3202361169242162	0.18529834604747777	0.18665194409075658	0.10827596190781939	0.09944008982529282	0.12451363292229944	0.2159288953192951	0.13202871320254483	0.12919515315621177	0.24975455136696587	0.1082280701876023	0.29691044039883724	0.1386529037405804	0.11004580539427643	0.17067350570132125	0.1645135380599831	0.19677322921149049	0.12951488215230594	0.19010906866824706	0.1304641427983627	0.12364842848618986	0.12418117145003935	0.20080482221753992	0.12373001852453663	0.14731901549836587	0.17415654983100992	0.11099697891083848	0.2123197581168706	0.20033839574462597	0.24326882513964332	0.17495076625651523	0.19817017643454543	0.24448054475022019	0.15461125036648632	0.2584532954932707	0.19847998602904593	0.35865572323404427	0.24569738520910112	0.27631031847523363	0.2402694956735068	0.37214411073254394	0.24676184666057888	0.11864732424159591	0.13220493014590257	0.17570392618572359	0.19360692961752413	0.12115703119324658	0.15102381785344876	0.221569147892435	0.15584197540099926	0.16419238362205346	0.13789192603348338	0.15519104814559873	0.20872732525826188	0.13500861423489363
w27pp	0.1802404034226711	0.2697844947135073	0.21385212021692762	0.1901208510170615	0.14319039290743793	0.3856962667714655	0.2808451802644759	0.2716678013410708	0.2155125820335885	0.21823229476751205	0.16142919527931554	0.1892792545736422	0.18353466412075173	0.1573847627149694	0.17852723811641316	0.14444323743237453	0.17274403274064992	0.0	0.17442897876227542	0.11125018703861829	0.19347571931285362	0.13164450200870448	0.20664850301171314	0.2152914145281416	0.15113993339072118	0.2318382788734717	0.15764611291458758	0.2926084461908724	0.36620680005365974	0.23126902917692127	0.2326226272202001	0.15424664503726288	0.1454107729547363	0.17048431605174294	0.26189957844873857	0.17799939633198833	0.17516583628565527	0.29572523449640936	0.1541987533170458	0.3428811235282807	0.1846235868700239	0.1560164885237199	0.21664418883076475	0.21048422118942658	0.24274391234093395	0.1754855652817494	0.23607975179769053	0.17643482592780618	0.16961911161563337	0.17015185457948284	0.24677550534698345	0.16970070165398013	0.19328969862780937	0.22012723296045342	0.15696766204028198	0.25829044124631406	0.24630907887406947	0.28923950826908684	0.22092144938595873	0.2441408595639889	0.2904512278796637	0.20058193349592982	0.3044239786227142	0.24445066915848943	0.40462640636348773	0.29166806833854464	0.3222810016046771	0.2862401788029503	0.41811479386198747	0.2927325297900224	0.1646180073710394	0.17817561327534606	0.22167460931516708	0.23957761274696762	0.16712771432269008	0.19699450098289228	0.2675398310218785	0.20181265853044275	0.21016306675149693	0.18386260916292685	0.2011617312750422	0.25469800838770534	0.1809792973643371
w1pp	0.1568308608959506	0.24637495218678676	0.19044257769020712	0.166711308490341	0.11978085038071742	0.362286724244745	0.25743563773775535	0.24825825881435032	0.19210303950686797	0.1948227522407915	0.13801965275259503	0.1658697120469217	0.1601251215940312	0.13397522018824887	0.15511769558969263	0.121033694905654	0.14933449021392936	0.17442897876227542	0.0	0.08784064451189776	0.1700661767861331	0.10823495948198396	0.1832389604849926	0.19188187200142104	0.12773039086400065	0.20842873634675116	0.13423657038786702	0.2691989036641519	0.34279725752693924	0.20785948665020076	0.20921308469347957	0.13083710251054237	0.1220012304280158	0.1470747735250224	0.23849003592201806	0.1545898538052678	0.15175629375893473	0.27231569196968886	0.1307892107903253	0.3194715810015602	0.1612140443433034	0.1326069459969994	0.19323464630404424	0.18707467866270605	0.21933436981421345	0.1520760227550289	0.21267020927097002	0.15302528340108565	0.14620956908891283	0.1467423120527623	0.22336596282026291	0.14629115912725962	0.16988015610108886	0.19671769043373288	0.13355811951356145	0.23488089871959356	0.22289953634734894	0.2658299657423663	0.1975119068592382	0.2207313170372684	0.26704168535294315	0.17717239096920928	0.28101443609599364	0.2210411266317689	0.38121686383676723	0.2682585258118241	0.2988714590779566	0.26283063627622977	0.39470525133526696	0.26932298726330184	0.14120846484431887	0.15476607074862553	0.19826506678844658	0.2161680702202471	0.14371817179596955	0.17358495845617175	0.244130288495158	0.17840311600372222	0.18675352422477642	0.16045306663620634	0.1777521887483217	0.2312884658609849	0.15756975483761662
f9pp	0.07578250872238755	0.1653266000132237	0.10939422551664404	0.08566295631677792	0.03873249820715437	0.28123837207118196	0.1763872855641923	0.16720990664078728	0.11105468733330491	0.11377440006722846	0.056971300579031964	0.08482135987335862	0.07907676942046815	0.05292686801468581	0.07406934341612958	0.03998534273209094	0.06828613804036632	0.11125018703861829	0.08784064451189776	0.0	0.08901782461257003	0.027186607308420898	0.10219060831142955	0.110833519827858	0.0466820386904376	0.1273803841731881	0.05318821821430397	0.1881505514905888	0.26174890535337614	0.1268111344766377	0.12816473251991653	0.04978875033697931	0.040952878254452735	0.06602642135145936	0.15744168374845502	0.07354150163170474	0.07070794158537168	0.19126733979612578	0.049740858616762224	0.23842322882799716	0.08016569216974032	0.05155859382343635	0.11218629413048117	0.10602632648914301	0.13828601764065038	0.07102767058146585	0.13162185709740695	0.07197693122752259	0.06516121691534978	0.06569395987919925	0.14231761064669984	0.06524280695369655	0.0888318039275258	0.11566933826016984	0.0525097673399984	0.1538325465460305	0.1418511841737859	0.18478161356880324	0.11646355468567515	0.13968296486370532	0.1859933331793801	0.09612403879564624	0.1999660839224306	0.13999277445820585	0.30016851166320413	0.18721017363826103	0.21782310690439355	0.18178228410266672	0.31365689916170386	0.1882746350897388	0.06016011267075583	0.07371771857506249	0.1172167146148835	0.13511971804668405	0.06266981962240649	0.0925366062826087	0.16308193632159493	0.09735476383015917	0.10570517205121337	0.07940471446264329	0.09670383657475863	0.1502401136874218	0.07652140266405354
s30pp	0.14754752035190455	0.2370916116427407	0.18115923714616106	0.15742796794629493	0.11049750983667136	0.35300338370069895	0.2481522971937093	0.23897491827030426	0.1828196989628219	0.18553941169674545	0.12873631220854898	0.15658637150287563	0.15084178104998514	0.12469187964420281	0.14583435504564657	0.11175035436160793	0.1475050361834101	0.19347571931285362	0.1700661767861331	0.08901782461257003	0.0	0.0989516189379379	0.17395561994094655	0.18259853145737498	0.11844705031995459	0.1991453958027051	0.12495322984382097	0.2599155631201058	0.3335139169828931	0.1985761461061547	0.1999297441494335	0.12155376196649631	0.11271788988396975	0.13779143298097635	0.229206695377972	0.14530651326122174	0.14247295321488868	0.2630323514256428	0.12150587024627922	0.31018824045751414	0.15193070379925733	0.12332360545295334	0.18395130575999818	0.17779133811866	0.2100510292701674	0.14279268221098285	0.20338686872692396	0.1437419428570396	0.13692622854486677	0.13745897150871625	0.21408262227621686	0.13700781858321356	0.1605968155570428	0.18743434988968682	0.1242747789695154	0.2255975581755475	0.21361619580330288	0.2565466251983202	0.18822856631519214	0.21144797649322233	0.2577583448088971	0.16788905042516322	0.2717310955519476	0.21175778608772283	0.37193352329272117	0.258975185267778	0.28958811853391053	0.2535472957321837	0.3854219107912209	0.2600396467192558	0.1319251243002728	0.14548273020457947	0.18898172624440052	0.20688472967620103	0.1344348312519235	0.1643016179121257	0.23484694795111194	0.16911977545967616	0.17747018368073036	0.15116972609216028	0.16846884820427563	0.22200512531693883	0.14828641429357056
s18pp	0.07702389089751698	0.16656798218835311	0.11063560769177347	0.08690433849190735	0.039973880382283784	0.2824797542463114	0.17762866773932173	0.1684512888159167	0.11229606950843433	0.11501578224235788	0.05821268275416139	0.08606274204848804	0.08031815159559758	0.05416825018981523	0.07531072559125901	0.041226724907220354	0.08567381887926098	0.13164450200870448	0.10823495948198396	0.027186607308420898	0.0989516189379379	0.0	0.09428326436270541	0.10292617587913386	0.03877469474171345	0.11947304022446396	0.045280874265579835	0.18024320754186465	0.25384156140465197	0.12002017360327152	0.12940611469504595	0.05103013251210873	0.04219426042958216	0.06726780352658879	0.15868306592358444	0.07478288380683416	0.0719493237605011	0.1925087219712552	0.05098224079189164	0.23966461100312658	0.08140707434486974	0.052799975998565764	0.1134276763056106	0.10726770866427243	0.1395273998157798	0.07226905275659526	0.13286323927253638	0.07321831340265202	0.06640259909047919	0.06693534205432868	0.14355899282182927	0.06648418912882598	0.09007318610265522	0.11691072043529926	0.05375114951512782	0.15507392872115994	0.14309256634891532	0.18602299574393266	0.11770493686080458	0.14092434703883475	0.18723471535450953	0.09736542097077566	0.20120746609756002	0.14123415663333527	0.30140989383833355	0.18845155581339046	0.21906448907952297	0.18302366627779615	0.3148982813368333	0.18951601726486822	0.061401494845885245	0.07495910075019191	0.11845809679001293	0.13636110022181347	0.06391120179753591	0.0937779884577381	0.16432331849672435	0.0985961460052886	0.10694655422634278	0.0806460966377727	0.09794521874988804	0.15148149586255122	0.07776278483918296
w29pp	0.15202789190052562	0.24157198319136178	0.18563960869478213	0.161908339494916	0.11497788138529244	0.35748375524932	0.25263266874233037	0.24345528981892534	0.18730007051144298	0.19001978324536653	0.13321668375717005	0.1610667430514967	0.1553221525986062	0.12917225119282388	0.15031472659426764	0.11623072591022901	0.16067781988226965	0.20664850301171314	0.1832389604849926	0.10219060831142955	0.17395561994094655	0.09428326436270541	0.0	0.15537567522886575	0.09975171128237882	0.18045005676512932	0.10625789080624519	0.24567075706886246	0.3192691109316498	0.1950241746062802	0.2044101156980546	0.12603413351511739	0.11719826143259082	0.14227180452959742	0.23368706692659308	0.1497868848098428	0.14695332476350975	0.2675127229742639	0.1259862417949003	0.3146686120061352	0.1564110753478784	0.12780397700157442	0.18843167730861926	0.18227170966728107	0.21453140081878846	0.14727305375960392	0.20786724027554504	0.14822231440566067	0.14140660009348785	0.14193934305733732	0.21856299382483793	0.14148819013183464	0.16507718710566388	0.1919147214383079	0.12875515051813646	0.23007792972416857	0.21809656735192395	0.2610269967469413	0.1927089378638132	0.2159283480418434	0.26223871635751816	0.1723694219737843	0.27621146710056865	0.2162381576363439	0.37641389484134224	0.2634555568163991	0.2940684900825316	0.2580276672808048	0.389902282339842	0.26452001826787686	0.1364054958488939	0.14996310175320055	0.1934620977930216	0.2113651012248221	0.13891520280054456	0.16878198946074677	0.23932731949973302	0.17360014700829723	0.18195055522935144	0.15565009764078136	0.1729492197528967	0.2264854968655599	0.15276678584219164
s11pp	0.16067080341695406	0.25021489470779024	0.19428252021121056	0.17055125101134444	0.12362079290172089	0.36612666676574845	0.2612755802587588	0.25209820133535377	0.19594298202787142	0.198662694761795	0.14185959527359848	0.16970965456792514	0.16396506411503467	0.13781516270925231	0.1589576381106961	0.12487363742665744	0.16932073139869808	0.2152914145281416	0.19188187200142104	0.110833519827858	0.18259853145737498	0.10292617587913386	0.15537567522886575	0.0	0.10839462279880727	0.18909296828155775	0.11490080232267363	0.2543136685852909	0.32791202244807827	0.20366708612270862	0.21305302721448305	0.13467704503154582	0.12584117294901925	0.15091471604602588	0.24232997844302154	0.15842979632627127	0.1555962362799382	0.2761556344906923	0.13462915331132874	0.32331152352256365	0.16505398686430683	0.13644688851800285	0.1970745888250477	0.19091462118370953	0.2231743123352169	0.15591596527603235	0.21651015179197347	0.15686522592208912	0.1500495116099163	0.15058225457376578	0.2272059053412664	0.15013110164826307	0.1737200986220923	0.20055763295473636	0.13739806203456492	0.23872084124059703	0.2267394788683524	0.2696699082633698	0.20135184938024167	0.22457125955827184	0.27088162787394665	0.18101233349021276	0.28485437861699714	0.22488106915277237	0.3850568063577707	0.2720984683328276	0.30271140159896004	0.2666705787972332	0.3985451938562704	0.27316292978430534	0.14504840736532235	0.158606013269629	0.20210500930945002	0.22000801274125056	0.14755811431697302	0.17742490097717523	0.24797023101616145	0.1822430585247257	0.19059346674577987	0.1642930091572098	0.18159213126932516	0.23512840838198834	0.16140969735862007
s1pp	0.09651932227953368	0.18606341357036982	0.13013103907379017	0.10639976987392405	0.059469311764300495	0.3019751856283281	0.19712409912133844	0.1879467201979334	0.13179150089045105	0.13451121362437457	0.07770811413617809	0.10555817343050475	0.09981358297761428	0.07366368157183192	0.09480615697327571	0.06072215628923706	0.10516925026127769	0.15113993339072118	0.12773039086400065	0.0466820386904376	0.11844705031995459	0.03877469474171345	0.09975171128237882	0.10839462279880727	0.0	0.11303704709459901	0.05074732118425319	0.1901621874478705	0.26376054131065785	0.13951560498528823	0.14890154607706263	0.07052556389412543	0.06168969181159886	0.08676323490860549	0.17817849730560115	0.09427831518885087	0.0914447551425178	0.2120041533532719	0.07047767217390835	0.2591600423851433	0.10090250572688644	0.07229540738058246	0.1329231076876273	0.12676314004628914	0.1590228311977965	0.09176448413861196	0.15235867065455308	0.09271374478466872	0.08589803047249589	0.08643077343634538	0.16305442420384597	0.08597962051084268	0.10956861748467192	0.13640615181731597	0.07324658089714453	0.17456936010317664	0.16258799773093202	0.20551842712594937	0.13720036824282128	0.16041977842085145	0.20673014673652623	0.11686085235279237	0.22070289747957672	0.16072958801535198	0.32090532522035026	0.20794698719540716	0.23855992046153968	0.20251909765981285	0.33439371271885	0.20901144864688492	0.08089692622790196	0.09445453213220861	0.13795352817202963	0.15585653160383017	0.08340663317955262	0.11327341983975481	0.18381874987874106	0.1180915773873053	0.12644198560835948	0.1001415280197894	0.11744065013190476	0.17097692724456792	0.09725821622119966
s12pp	0.17721766776228415	0.2667617590531203	0.21082938455654066	0.18709811535667453	0.14016765724705096	0.38267353111107855	0.2778224446040889	0.2686450656806839	0.21248984637320154	0.21520955910712508	0.15840645961892857	0.18625651891325523	0.18051192846036476	0.15436202705458243	0.1755045024560262	0.14142050177198756	0.18586759574402817	0.2318382788734717	0.20842873634675116	0.1273803841731881	0.1991453958027051	0.11947304022446396	0.18045005676512932	0.18909296828155775	0.11303704709459901	0.0	0.1314456666670037	0.270860532930621	0.34445888679340836	0.2202139504680387	0.22959989155981314	0.1512239093768759	0.14238803729434935	0.16746158039135597	0.25887684278835166	0.17497666067160136	0.1721431006252683	0.2927024988360224	0.15117601765665883	0.3398583878678938	0.18160085120963693	0.15299375286333294	0.21362145317037778	0.20746148552903962	0.239721176680547	0.17246282962136245	0.23305701613730356	0.17341209026741922	0.1665963759552464	0.16712911891909588	0.24375276968659648	0.16667796599359316	0.1902669629674224	0.21710449730006645	0.15394492637989501	0.25526770558592715	0.2432863432136825	0.2862167726086998	0.21789871372557176	0.24111812390360193	0.2874284922192767	0.19755919783554285	0.3014012429623272	0.24142793349810246	0.40160367070310077	0.2886453326781576	0.3192582659442902	0.28321744314256336	0.4150920582016005	0.2897097941296354	0.16159527171065244	0.1751528776149591	0.21865187365478012	0.23655487708658066	0.1641049786623031	0.19397176532250532	0.26451709536149154	0.19878992287005579	0.20714033109110996	0.18083987350253988	0.19813899561465523	0.2516752727273184	0.17795656170395013
f22ppB	0.10302550180340006	0.1925695930942362	0.13663721859765654	0.11290594939779042	0.06597549128816686	0.30848136515219443	0.20363027864520478	0.19445289972179974	0.1382976804143174	0.14101739314824097	0.08421429366004446	0.11206435295437112	0.10631976250148065	0.08016986109569829	0.10131233649714208	0.06722833581310342	0.11167542978514405	0.15764611291458758	0.13423657038786702	0.05318821821430397	0.12495322984382097	0.045280874265579835	0.10625789080624519	0.11490080232267363	0.05074732118425319	0.1314456666670037	0.0	0.1966683669717369	0.27026672083452424	0.1460217845091546	0.15540772560092903	0.0770317434179918	0.06819587133546523	0.09326941443247186	0.18468467682946751	0.10078449471271723	0.09795093466638417	0.21851033287713828	0.07698385169777472	0.2656662219090096	0.10740868525075281	0.07880158690444883	0.13942928721149367	0.1332693195701555	0.16552901072166287	0.09827066366247833	0.15886485017841945	0.09921992430853509	0.09240420999636226	0.09293695296021175	0.16956060372771234	0.09248580003470905	0.11607479700853829	0.14291233134118234	0.0797527604210109	0.181075539627043	0.1690941772547984	0.21202460664981573	0.14370654776668765	0.16692595794471782	0.2132363262603926	0.12336703187665873	0.2272090770034431	0.16723576753921834	0.32741150474421665	0.21445316671927353	0.24506609998540604	0.20902527718367922	0.3408998922427164	0.2155176281707513	0.08740310575176832	0.10096071165607498	0.144459707695896	0.16236271112769654	0.08991281270341898	0.11977959936362118	0.19032492940260742	0.12459775691117167	0.13294816513222585	0.10664770754365577	0.12394682965577114	0.17748310676843432	0.10376439574506603
s17pp	0.23798783507968485	0.327531926370521	0.27159955187394136	0.24786828267407524	0.20093782456445167	0.44344369842847925	0.3385926119214896	0.3294152329980846	0.27326001369060227	0.2759797264245258	0.21917662693632928	0.24702668623065593	0.24128209577776547	0.21513219437198314	0.2362746697734269	0.20219066908938826	0.24663776306142887	0.2926084461908724	0.2691989036641519	0.1881505514905888	0.2599155631201058	0.18024320754186465	0.24567075706886246	0.2543136685852909	0.1901621874478705	0.270860532930621	0.1966683669717369	0.0	0.391265265564543	0.2809841177854394	0.29037005887721384	0.2119940766942766	0.20315820461175005	0.22823174770875668	0.31964701010575236	0.23574682798900207	0.232913267942669	0.3534726661534231	0.21194618497405954	0.4006285551852945	0.24237101852703763	0.21376392018073365	0.2743916204877785	0.26823165284644035	0.3004913439979477	0.23323299693876315	0.29382718345470427	0.23418225758481992	0.2273665432726471	0.22789928623649658	0.3045229370039972	0.22744813331099387	0.2510371302848231	0.2778746646174671	0.21471509369729572	0.31603787290332785	0.3040565105310832	0.3469869399261005	0.2786688810429725	0.30188829122100264	0.3481986595366774	0.2583293651529436	0.3621714102797279	0.30219810081550313	0.46237383802050147	0.3494154999955583	0.3800284332616909	0.34398761045996407	0.4758622255190012	0.3504799614470361	0.22236543902805314	0.2359230449323598	0.2794220409721808	0.29732504440398133	0.22487514597970382	0.254741932639906	0.32528726267889224	0.2595600901874565	0.26791049840851067	0.24161004081994059	0.2589091629320559	0.3124454400447191	0.23872672902135084
