	f13pp	f16ppA	w16pp	w19pp	S19H1	f3pp	s3pp	f30pp	w3pp	s30pp	f17ppB	f4pp	w1pp	f1pp	f17ppA	w11pp	f12ppA	s1pp	f14ppB	S3Hp	F1H1	f20ppA	w20pp	s29pp	w29pp	f21pp	w12pp	f20ppB	s18pp	w18pp	w31pp	f23ppA	f25pp	f16ppB	w10pp	s10pp	w25pp	s25pp	w24pp	S4Hp	w9pp	w26pp	f26pp	S26Hp	s26pp	s12pp	f6ppB	f18pp	f31pp	w13pp	f12ppB	w7pp	s7pp	s8pp	s13pp	w8pp	w32pp	s32pp	w6pp	f6ppA	s20pp	w17pp	f22ppB	w22pp	f22ppA	s22pp	f32pp	s31pp	s19pp	s24pp	F3H1	s14pp	S18H1	S20H1	w14pp	f15pp	w15pp	s15pp	f29pp	f10pp	f14ppA	f19pp	f11pp	f24pp	f28pp	w28pp	s28pp	f9pp	f2pp	w2pp	s2pp	F7H1	S8Hp	w4pp	S2Hp	F14H1A	F8H1	s11pp	S27H1	S14Hp	s9pp	s17pp	S12Hp	S15Hp	S16H2	w23pp	s23pp	w27pp	s27pp	s21pp	w21pp	f8pp	f23ppB	f7pp
f20ppB	0.06119610164859199	0.06755030224536138	0.07281371440553491	0.06849158712248349	0.283808277333174	0.16405529164902777	0.10381104694030145	0.09154030870501983	0.08947129221006492	0.10078958053518128	0.07075324599689373	0.07122781125560226	0.07340176502991266	0.07309625020834198	0.06755833173635495	0.0623607319926746	0.05136159325646654	0.09248461985519141	0.05244070881232579	0.25383239523194523	0.2596883632124663	0.03936732551229141	0.05175766571929122	0.05034934749014429	0.05034934749014429	0.037443726463982696	0.034628939713571345	0.0	0.038780598030263916	0.04004433247900663	0.05753434597521073	0.044590036415449646	0.066643370860242	0.06960683489795491	0.07627062139594334	0.10571012252002716	0.08096813280705657	0.08832285845497462	0.059057612214109566	0.29214687603419076	0.12105189597810173	0.09192265782873058	0.1138519649245647	0.30707420698162785	0.1522262555830591	0.06443455911177477	0.10636461082753848	0.09048235105093361	0.10842106843595045	0.08069482911099146	0.06903831612659445	0.13072402194711155	0.11081946371473603	0.10093040314768939	0.11152270534904304	0.13227982735925056	0.09351346056088256	0.10187116530376465	0.11813241805943953	0.09928202994290838	0.17244433392730962	0.06918646098501526	0.08047302676174359	0.09754652225571107	0.10393582634435788	0.08845017483699641	0.07095193175115891	0.1176717482268169	0.17474300006023233	0.07480013666206958	0.31787061322057486	0.25038026214711073	0.22579552979378897	0.29243809821352484	0.08130747795492343	0.09795601909720068	0.10310808539875767	0.11648471822831061	0.07294353792756786	0.07028972364051062	0.06523272949971616	0.06369036046751501	0.06490058592877257	0.05757692762106513	0.09689637075936643	0.09391709155780736	0.09578400357873408	0.0863329440765685	0.08236432425173268	0.08390163743798043	0.08390163743798043	0.2909446333986513	0.16622927895127318	0.10147734217171286	0.333820068620287	0.3400379985258599	0.3012061174595937	0.201745525041498	0.3174433626997276	0.30673735696975024	0.08492773733673445	0.14545005880069767	0.17172990301549101	0.307956300700278	0.32119720204160707	0.14916481117075017	0.19370822092680656	0.11493755540109761	0.11044922935413326	0.10980853188987809	0.10105582580189089	0.06134489437664138	0.06395010720802162	0.059504228476970365
s18pp	0.0477327158449563	0.05408691644172568	0.059350328601899226	0.055028201318847794	0.27034489152953833	0.15059190584539206	0.09034766113666576	0.07807692290138414	0.07600790640642922	0.0873261947315456	0.05728986019325803	0.057764425451966576	0.05993837922627698	0.05963286440470629	0.054094945932719254	0.048897346189038904	0.03789820745283085	0.07902123405155571	0.038977323008690105	0.24036900942830955	0.24622497740883062	0.02590393970865573	0.03829427991565553	0.0368859616865086	0.0368859616865086	0.023980340660347012	0.021165553909935658	0.038780598030263916	0.0	0.012524279189827597	0.04117756550981663	0.028233255950055536	0.0531799850566063	0.05614344909431922	0.06280723559230766	0.09224673671639147	0.06750474700342088	0.07485947265133894	0.04559422641047388	0.2786834902305551	0.10758851017446605	0.0784592720250949	0.10038857912092901	0.2936108211779922	0.13876286977942343	0.050971173308139085	0.0929012250239028	0.07701896524729793	0.09495768263231477	0.06723144330735578	0.055574930322958765	0.11726063614347587	0.09735607791110033	0.0874670173440537	0.09805931954540736	0.11881644155561488	0.08005007475724688	0.08840777950012896	0.10466903225580385	0.0858186441392727	0.15898094812367392	0.05572307518137956	0.06700964095810791	0.08408313645207538	0.0904724405407222	0.07498678903336073	0.05748854594752323	0.10420836242318121	0.16127961425659665	0.061336750858433896	0.30440722741693915	0.23691687634347508	0.2123321439901533	0.27897471240988914	0.06784409215128774	0.08449263329356499	0.08964469959512197	0.10302133242467493	0.05948015212393218	0.05682633783687493	0.05176934369608048	0.05022697466387932	0.05143720012513688	0.04411354181742945	0.08343298495573073	0.08045370575417168	0.08232061777509839	0.0728695582729328	0.068900938448097	0.07043825163434475	0.07043825163434475	0.2774812475950156	0.1527658931476375	0.08801395636807717	0.32035668281665136	0.32657461272222427	0.28774273165595804	0.18828213923786233	0.3039799768960919	0.2932739711661146	0.07146435153309875	0.131986672997062	0.1582665172118553	0.2944929148966423	0.30773381623797136	0.1357014253671145	0.18024483512317088	0.10147416959746192	0.09698584355049758	0.0963451460862424	0.0875924399982552	0.04788150857300569	0.05048672140438594	0.04604084267333468
w18pp	0.04899645029369901	0.055350650890468395	0.06061406305064194	0.056291935767590506	0.27160862597828106	0.15185564029413479	0.09161139558540848	0.07934065735012685	0.07727164085517194	0.0885899291802883	0.058553594642000745	0.05902815990070929	0.061202113675019695	0.060896598853449	0.05535868038146198	0.05016108063778162	0.03916194190157357	0.08028496850029843	0.040241057457432824	0.24163274387705225	0.24748871185757332	0.027167674157398448	0.03955801436439825	0.03814969613525132	0.03814969613525132	0.02524407510908973	0.022429288358678377	0.04004433247900663	0.012524279189827597	0.0	0.042441299958559345	0.029496990398798252	0.054443719505349014	0.05740718354306193	0.06407097004105038	0.0935104711651342	0.0687684814521636	0.07612320710008164	0.04685796085921659	0.2799472246792978	0.10885224462320876	0.07972300647383761	0.10165231356967172	0.2948745556267349	0.14002660422816612	0.0522349077568818	0.0941649594726455	0.07828269969604064	0.09622141708105747	0.06849517775609848	0.05683866477170148	0.11852437059221858	0.09861981235984305	0.08873075179279641	0.09932305399415008	0.1200801760043576	0.08131380920598957	0.08967151394887168	0.10593276670454656	0.0870823785880154	0.16024468257241664	0.05698680963012227	0.06827337540685062	0.0853468709008181	0.09173617498946492	0.07625052348210343	0.05875228039626594	0.10547209687192394	0.16254334870533935	0.0626004853071766	0.3056709618656819	0.23818061079221778	0.213595878438896	0.28023844685863186	0.06910782660003045	0.08575636774230772	0.0909084340438647	0.10428506687341763	0.06074388657267489	0.05809007228561764	0.05303307814482319	0.05149070911262203	0.052700934573879595	0.04537727626617216	0.08469671940447346	0.08171744020291438	0.08358435222384111	0.07413329272167551	0.0701646728968397	0.07170198608308746	0.07170198608308746	0.2787449820437583	0.1540296275963802	0.08927769081681988	0.3216204172653941	0.327838347170967	0.28900646610470077	0.18954587368660503	0.30524371134483463	0.2945377056148573	0.07272808598184147	0.13325040744580469	0.15953025166059803	0.29575664934538504	0.3089975506867141	0.1369651598158572	0.18150856957191358	0.10273790404620464	0.09824957799924029	0.09760888053498512	0.08885617444699792	0.0491452430217484	0.05175045585312865	0.04730457712207739
w31pp	0.06648646378990312	0.0728406643866725	0.07810407654684605	0.07378194926379462	0.28909863947448516	0.1693456537903389	0.10910140908161259	0.09683067084633096	0.09476165435137604	0.10607994267649241	0.07604360813820485	0.0765181733969134	0.07869212717122381	0.0783866123496531	0.07284869387766608	0.06765109413398573	0.056651955397777676	0.09777498199650253	0.05773107095363693	0.25912275737325635	0.2649787253537774	0.04465768765360255	0.057048027860602354	0.055639709631455425	0.055639709631455425	0.04273408860529383	0.03991930185488248	0.05753434597521073	0.04117756550981663	0.042441299958559345	0.0	0.029364012227878447	0.07193373300155312	0.07489719703926603	0.0815609835372545	0.1110004846613383	0.08625849494836771	0.09361322059628575	0.0643479743554207	0.29743723817550194	0.12634225811941288	0.09721301997004173	0.11914232706587582	0.31236456912293903	0.15751661772437023	0.06972492125308591	0.11165497296884962	0.09577271319224476	0.11371143057726159	0.0859851912523026	0.0743286782679056	0.1360143840884227	0.11610982585604715	0.10622076528900051	0.1168130674903542	0.1375701895005617	0.09880382270219369	0.10716152744507579	0.12342278020075068	0.10457239208421952	0.17773469606862075	0.07447682312632639	0.08576338890305474	0.10283688439702221	0.10922618848566903	0.09374053697830755	0.07624229389247006	0.12296211036812804	0.18003336220154348	0.08009049880338072	0.323160975361886	0.2556706242884219	0.2310858919351001	0.29772846035483597	0.08659784009623456	0.10324638123851182	0.1083984475400688	0.12177508036962174	0.07823390006887901	0.07558008578182175	0.0705230916410273	0.06898072260882615	0.0701909480700837	0.06286728976237627	0.10218673290067756	0.0992074536991185	0.10107436572004522	0.09162330621787962	0.08765468639304382	0.08919199957929158	0.08919199957929158	0.2962349955399624	0.17151964109258433	0.10676770431302399	0.3391104307615982	0.3453283606671711	0.30649647960090487	0.20703588718280913	0.32273372484103874	0.3120277191110614	0.09021809947804557	0.1507404209420088	0.17702026515680214	0.31324666284158914	0.3264875641829182	0.15445517331206132	0.19899858306811768	0.12022791754240875	0.11573959149544441	0.11509889403118923	0.10634618794320203	0.06663525651795252	0.06924046934933276	0.0647945906182815
f23ppA	0.053542154230142025	0.059896354826911406	0.06515976698708495	0.06083763970403352	0.27615432991472405	0.1564013442305778	0.09615709952185149	0.08388636128656987	0.08181734479161495	0.09313563311673131	0.06309929857844376	0.0635738638371523	0.0657478176114627	0.06544230278989202	0.059904384317904985	0.054706784574224634	0.043707645838016576	0.08483067243674144	0.04478676139387583	0.24617844781349527	0.25203441579401636	0.03171337809384146	0.04410371830084126	0.04269540007169433	0.04269540007169433	0.029789779045532743	0.02697499229512139	0.044590036415449646	0.028233255950055536	0.029496990398798252	0.029364012227878447	0.0	0.058989423441792026	0.06195288747950494	0.06861667397749338	0.0980561751015772	0.07331418538860661	0.08066891103652465	0.0514036647956596	0.2844929286157408	0.11339794855965177	0.08426871041028061	0.10619801750611474	0.2994202595631779	0.14457230816460914	0.05678061169332481	0.09871066340908852	0.08282840363248364	0.10076712101750049	0.0730408816925415	0.06138436870814449	0.12307007452866159	0.10316551629628606	0.09327645572923943	0.10386875793059308	0.1246258799408006	0.08585951314243259	0.09421721788531469	0.11047847064098956	0.09162808252445842	0.16479038650885966	0.06153251356656529	0.07281907934329362	0.08989257483726111	0.09628187892590792	0.08079622741854645	0.06329798433270895	0.11001780080836694	0.16708905264178237	0.06714618924361962	0.31021666580212487	0.2427263147286608	0.218141582375339	0.28478415079507485	0.07365353053647347	0.09030207167875072	0.0954541379803077	0.10883077080986064	0.0652895905091179	0.06263577622206065	0.057578782081266204	0.05603641304906505	0.057246638510322606	0.049922980202615166	0.08924242334091646	0.0862631441393574	0.08813005616028412	0.07867899665811853	0.07471037683328272	0.07624769001953047	0.07624769001953047	0.2832906859802013	0.15857533153282322	0.0938233947532629	0.3261661212018371	0.33238405110741	0.29355217004114376	0.19409157762304804	0.3097894152812776	0.2990834095513003	0.07727378991828449	0.1377961113822477	0.16407595559704102	0.300302353281828	0.3135432546231571	0.1415108637523002	0.1860542735083566	0.10728360798264765	0.1027952819356833	0.10215458447142813	0.09340187838344093	0.05369094695819142	0.05629615978957166	0.0518502810585204
f25pp	0.03588058537959055	0.042234785976359934	0.04749819813653348	0.043176070853482046	0.25849276106417257	0.13873977538002633	0.07849553067130002	0.06622479243601839	0.06415577594106348	0.07547406426617984	0.045437729727892284	0.04591229498660083	0.048086248760911235	0.04778073393934054	0.048323393554712345	0.04312579381103199	0.03212665507482394	0.0732496816735488	0.033205770630683196	0.24250549601525614	0.24836146399577722	0.03736135073187997	0.04975169093887977	0.04834337270973284	0.04834337270973284	0.043739405022420276	0.040924618272008925	0.066643370860242	0.0531799850566063	0.054443719505349014	0.07193373300155312	0.058989423441792026	0.0	0.0029654640387129696	0.018299367807831174	0.047738868931914986	0.02299687921894439	0.03035160486686244	0.017875647413414793	0.250964911233496	0.07986993117740696	0.05074069302803581	0.07267000012386993	0.2658922421809331	0.11104429078236432	0.023252594311080003	0.07581698849165336	0.059934728715048485	0.07787344610006533	0.05014720677510633	0.038490693790709324	0.10017639961122643	0.08027184137885088	0.07038278081180425	0.08097508301315792	0.10173220502336544	0.06296583822499743	0.07132354296787952	0.0875847957235544	0.06873440760702326	0.1418967115914245	0.03863883864913012	0.049925404425858466	0.06699889991982594	0.07338820400847276	0.05790255250111128	0.04563641548215748	0.09235623195781548	0.1494274837912309	0.04948462039306815	0.2925550969515734	0.22506474587810932	0.20048001352478753	0.2671225819445234	0.05599196168592199	0.07264050282819925	0.07779256912975624	0.09116920195930917	0.04762802165856643	0.04497420737150918	0.03991721323071473	0.03837484419851357	0.039585069659771134	0.0322614113520637	0.071580854490365	0.06860157528880592	0.07046848730973265	0.061017427807567054	0.057048807982731244	0.058586121168979	0.058586121168979	0.2656291171296498	0.14091376268227174	0.07616182590271142	0.3085045523512856	0.3147224822568585	0.2758906011905923	0.17643000877249657	0.29212784643072615	0.2814218407007488	0.05961222106773301	0.12013454253169623	0.14641438674648957	0.28264078443127655	0.2958816857726056	0.12384929490174873	0.16839270465780512	0.08962203913209618	0.08513371308513183	0.08449301562087666	0.07574030953288946	0.03602937810763994	0.03863459093902019	0.03418871220796893
f16ppB	0.03884404941730347	0.04519825001407285	0.05046166217424639	0.04613953489119496	0.2614562251018855	0.14170323941773924	0.08145899470901294	0.06918825647373131	0.06711923997877639	0.07843752830389275	0.0484011937656052	0.04887575902431374	0.05104971279862415	0.05074419797705346	0.05128685759242526	0.0460892578487449	0.03509011911253686	0.07621314571126171	0.03616923466839611	0.24546896005296906	0.25132492803349016	0.04032481476959288	0.05271515497659268	0.05130683674744575	0.05130683674744575	0.04670286906013319	0.04388808230972184	0.06960683489795491	0.05614344909431922	0.05740718354306193	0.07489719703926603	0.06195288747950494	0.0029654640387129696	0.0	0.021262831845544086	0.0507023329696279	0.025960343256657303	0.033315068904575355	0.020839111451127705	0.25392837527120893	0.08283339521511987	0.05370415706574873	0.07563346416158283	0.26885570621864596	0.11400775482007723	0.02621605834879291	0.07878045252936627	0.0628981927527614	0.08083691013777825	0.05311067081281925	0.04145415782842224	0.10313986364893934	0.08323530541656379	0.07334624484951717	0.08393854705087084	0.10469566906107836	0.06592930226271035	0.07428700700559243	0.09054825976126732	0.07169787164473618	0.14486017562913742	0.041602302686843035	0.05288886846357138	0.06996236395753885	0.07635166804618568	0.060866016538824196	0.048599879519870395	0.09531969599552839	0.1523909478289438	0.05244808443078106	0.2955185609892863	0.22802820991582223	0.20344347756250045	0.2700860459822363	0.05895542572363491	0.07560396686591217	0.08075603316746915	0.09413266599702208	0.050591485696279345	0.047937671409222095	0.04288067726842765	0.04133830823622649	0.04254853369748405	0.035224875389776616	0.07454431852807791	0.07156503932651884	0.07343195134744557	0.06398089184527997	0.06001227202044416	0.06154958520669192	0.06154958520669192	0.26859258116736273	0.14387722671998465	0.07912528994042434	0.3114680163889985	0.3176859462945714	0.2788540652283052	0.17939347281020948	0.29509131046843906	0.28438530473846174	0.06257568510544592	0.12309800656940914	0.1493778507842025	0.28560424846898946	0.2988451498103185	0.12681275893946165	0.17135616869551804	0.0925855031698091	0.08809717712284475	0.08745647965858958	0.07870377357060238	0.038992842145352855	0.041598054976733106	0.037152176245681845
w10pp	0.045507835915291915	0.051862036512061296	0.05712544867223484	0.05280332138918341	0.2681200115998739	0.1483670259157277	0.08812278120700137	0.07585204297171975	0.07378302647676484	0.08510131480188121	0.055064980263593646	0.05553954552230219	0.0577134992966126	0.057407984475041904	0.05795064409041371	0.05275304434673335	0.041753905610525305	0.08287693220925016	0.04283302116638456	0.2521327465509575	0.2579887145314786	0.04698860126758133	0.05937894147458113	0.0579706232454342	0.0579706232454342	0.05336665555812164	0.05055186880771029	0.07627062139594334	0.06280723559230766	0.06407097004105038	0.0815609835372545	0.06861667397749338	0.018299367807831174	0.021262831845544086	0.0	0.02944150112508387	0.025509614801417627	0.03286434044933568	0.027502897949116156	0.26059216176919736	0.08949718171310832	0.060367943563737175	0.08229725065957127	0.27551949271663445	0.12067154131806568	0.032879844846781366	0.08544423902735471	0.06956197925074985	0.08750069663576668	0.059774457310807695	0.048117944326410686	0.10980365014692778	0.08989909191455225	0.08001003134750562	0.09060233354885927	0.11135945555906679	0.07259308876069878	0.08095079350358089	0.09721204625925575	0.07836165814272461	0.15152396212712585	0.04826608918483148	0.05955265496155983	0.07662615045552731	0.08301545454417412	0.06752980303681264	0.05526366601785884	0.10198348249351682	0.15905473432693226	0.05911187092876951	0.30218234748727474	0.2346919964138107	0.2101072640604889	0.2767498324802247	0.06561921222162335	0.0822677533639006	0.08741981966545759	0.10079645249501054	0.05725527219426779	0.05460145790721054	0.049544463766416094	0.048002094734214934	0.049212320195472496	0.041888661887765063	0.08120810502606635	0.0782288258245073	0.080095737845434	0.07064467834326842	0.06667605851843261	0.06821337170468036	0.06821337170468036	0.27525636766535116	0.1505410132179731	0.08578907643841278	0.31813180288698695	0.32434973279255985	0.2855178517262936	0.18605725930819794	0.3017550969664275	0.2910490912364502	0.06923947160343437	0.1297617930673976	0.15604163728219092	0.2922680349669779	0.30550893630830694	0.1334765454374501	0.1780199551935065	0.09924928966779753	0.0947609636208332	0.09412026615657801	0.08536756006859081	0.0456566286433413	0.048261841474721554	0.04381596274367029
s10pp	0.07494733703937574	0.08130153763614512	0.08656494979631865	0.08224282251326723	0.29755951272395775	0.1778065270398115	0.1175622823310852	0.10529154409580357	0.10322252760084866	0.11454081592596502	0.08450448138767747	0.084979046646386	0.08715300042069642	0.08684748559912572	0.08739014521449752	0.08219254547081717	0.07119340673460911	0.11231643333333396	0.07227252229046836	0.2815722476750413	0.28742821565556237	0.07642810239166514	0.08881844259866495	0.08741012436951802	0.08741012436951802	0.08280615668220545	0.07999136993179409	0.10571012252002716	0.09224673671639147	0.0935104711651342	0.1110004846613383	0.0980561751015772	0.047738868931914986	0.0507023329696279	0.02944150112508387	0.0	0.054949115925501446	0.06230384157341949	0.056942399073199965	0.2900316628932812	0.11893668283719214	0.08980744468782098	0.1117367517836551	0.30495899384071823	0.15011104244214948	0.06231934597086518	0.11488374015143853	0.09900148037483367	0.1169401977598505	0.08921395843489151	0.0775574454504945	0.1392431512710116	0.11933859303863606	0.10944953247158942	0.12004183467294309	0.14079895668315062	0.1020325898847826	0.1103902946276647	0.12665154738333956	0.10780115926680843	0.18096346325120966	0.0777055903089153	0.08899215608564365	0.10606565157961112	0.11245495566825794	0.09696930416089646	0.08470316714194265	0.13142298361760063	0.18849423545101607	0.08855137205285332	0.33162184861135857	0.2641314975378945	0.2395467651845727	0.30618933360430856	0.09505871334570717	0.11170725448798442	0.11685932078954141	0.13023595361909435	0.0866947733183516	0.08404095903129435	0.0789839648904999	0.07744159585829875	0.07865182131955631	0.07132816301184887	0.11064760615015017	0.1076683269485911	0.10953523896951782	0.10008417946735224	0.09611555964251642	0.09765287282876417	0.09765287282876417	0.304695868789435	0.17998051434205692	0.1152285775624966	0.3475713040110708	0.3537892339166437	0.31495735285037746	0.21549676043228175	0.3311945980905113	0.320488592360534	0.09867897272751819	0.1592012941914814	0.18548113840627473	0.32170753609106173	0.3349484374323908	0.1629160465615339	0.2074594563175903	0.12868879079188134	0.124200464744917	0.12355976728066183	0.11480706119267463	0.07509612976742512	0.07770134259880536	0.07325546386775411
w25pp	0.050205347326405136	0.05655954792317452	0.06182296008334806	0.05750083280029663	0.27281752301098716	0.15306453732684092	0.0928202926181146	0.08054955438283298	0.07848053788787807	0.08979882621299443	0.05976249167470687	0.06023705693341541	0.06241101070772582	0.062105495886155125	0.06264815550152693	0.05745055575784658	0.04645141702163852	0.08757444362036337	0.04753053257749777	0.2568302579620707	0.2626862259425918	0.05168611267869455	0.06407645288569436	0.06266813465654743	0.06266813465654743	0.05806416696923486	0.0552493802188235	0.08096813280705657	0.06750474700342088	0.0687684814521636	0.08625849494836771	0.07331418538860661	0.02299687921894439	0.025960343256657303	0.025509614801417627	0.054949115925501446	0.0	0.014557930687321734	0.03220040936022937	0.2652896731803106	0.09419469312422153	0.06506545497485039	0.0869947620706845	0.28021700412774764	0.1253690527291789	0.03757735625789458	0.09014175043846794	0.07425949066186308	0.0921982080468799	0.06447196872192092	0.05281545573752391	0.114501161558041	0.09459660332566547	0.08470754275861883	0.0952998449599725	0.11605696697018002	0.07729060017181201	0.0856483049146941	0.10190955767036898	0.08305916955383784	0.15622147353823906	0.05296360059594471	0.06425016637267306	0.08132366186664053	0.08771296595528735	0.07222731444792586	0.059961177428972064	0.10668099390463005	0.16375224573804548	0.06380938233988273	0.306879858898388	0.2393895078249239	0.21480477547160212	0.28144734389133796	0.07031672363273658	0.08696526477501383	0.09211733107657082	0.10549396390612376	0.061952783605381014	0.05929896931832376	0.054241975177529315	0.05269960614532816	0.05390983160658572	0.04658617329887828	0.08590561643717957	0.08292633723562051	0.08479324925654723	0.07534218975438164	0.07137356992954583	0.07291088311579358	0.07291088311579358	0.2799538790764644	0.15523852462908633	0.09048658784952601	0.3228293142981002	0.3290472442036731	0.29021536313740687	0.19075477071931116	0.30645260837754074	0.2957466026475634	0.0739369830145476	0.13445930447851082	0.16073914869330413	0.29696554637809114	0.3102064477194202	0.13817405684856332	0.1827174666046197	0.10394680107891076	0.09945847503194641	0.09881777756769124	0.09006507147970404	0.05035414005445453	0.052959352885834775	0.04851347415478351
s25pp	0.05756007297432318	0.06391427357109256	0.0691776857312661	0.06485555844821468	0.2801722486589052	0.16041926297475895	0.10017501826603264	0.08790428003075101	0.0858352635357961	0.09715355186091247	0.0671172173226249	0.06759178258133346	0.06976573635564387	0.06946022153407316	0.07000288114944497	0.06480528140576462	0.053806142669556564	0.09492916926828143	0.05488525822541582	0.26418498360998877	0.27004095159050984	0.059040838326612596	0.0714311785336124	0.07002286030446547	0.07002286030446547	0.0654188926171529	0.06260410586674155	0.08832285845497462	0.07485947265133894	0.07612320710008164	0.09361322059628575	0.08066891103652465	0.03035160486686244	0.033315068904575355	0.03286434044933568	0.06230384157341949	0.014557930687321734	0.0	0.03955513500814742	0.27264439882822866	0.10154941877213958	0.07242018062276845	0.09434948771860255	0.2875717297756657	0.13272377837709695	0.04493208190581263	0.09749647608638598	0.0816142163097811	0.09955293369479795	0.07182669436983896	0.06017018138544195	0.12185588720595905	0.10195132897358351	0.09206226840653689	0.10265457060789054	0.12341169261809806	0.08464532581973006	0.09300303056261215	0.10926428331828703	0.09041389520175588	0.16357619918615712	0.060318326243862755	0.07160489202059109	0.08867838751455857	0.09506769160320538	0.07958204009584391	0.06731590307689012	0.1140357195525481	0.17110697138596354	0.07116410798780078	0.31423458454630604	0.24674423347284197	0.22215950111952015	0.288802069539256	0.07767144928065461	0.09431999042293188	0.09947205672448886	0.1128486895540418	0.06930750925329907	0.06665369496624181	0.06159670082544736	0.06005433179324621	0.06126455725450376	0.05394089894679632	0.09326034208509762	0.09028106288353856	0.09214797490446527	0.08269691540229968	0.07872829557746387	0.08026560876371164	0.08026560876371164	0.28730860472438247	0.1625932502770044	0.09784131349744404	0.33018403994601825	0.33640196985159115	0.2975700887853249	0.1981094963672292	0.3138073340254588	0.3031013282954815	0.08129170866246563	0.14181403012642885	0.1680938743412222	0.3043202720260092	0.31756117336733825	0.14552878249648138	0.19007219225253774	0.1113015267268288	0.10681320067986447	0.10617250321560928	0.09741979712762208	0.057708865702372575	0.06031407853375282	0.05586819980270156
w24pp	0.028294826733458133	0.03464902733022751	0.039912439490401054	0.03559031220734962	0.25090700241804015	0.1311540167338939	0.0709097720251676	0.05863903378988597	0.05657001729493105	0.06788830562004741	0.03785197108175986	0.038326536340468405	0.04050049011477881	0.04019497529320812	0.04073763490857992	0.035540035164899564	0.024540896428691516	0.06566392302741637	0.02562001198455077	0.23491973736912372	0.2407757053496448	0.029775592085747545	0.04216593229274734	0.040757614063600414	0.040757614063600414	0.03615364637628785	0.0333388596258765	0.059057612214109566	0.04559422641047388	0.04685796085921659	0.0643479743554207	0.0514036647956596	0.017875647413414793	0.020839111451127705	0.027502897949116156	0.056942399073199965	0.03220040936022937	0.03955513500814742	0.0	0.23510769220986638	0.0640127121537773	0.03488347400440616	0.05681278110024027	0.2500350231573034	0.09518707175873466	0.007395375287450349	0.06823122984552092	0.05234897006891606	0.07028768745393289	0.04256144812897391	0.0309049351445769	0.09259064096509399	0.07268608273271845	0.06279702216567183	0.07338932436702549	0.094146446377233	0.055380079578865	0.06373778432174709	0.07999903707742197	0.06114864896089083	0.13431095294529208	0.031053080002997696	0.04233964577972604	0.05941314127369352	0.06580244536234034	0.05031679385497886	0.03805065683602506	0.08477047331168305	0.14184172514509846	0.041898861746935724	0.28496933830544097	0.2174789872319769	0.1928942548786551	0.25953682329839095	0.04840620303978957	0.06505474418206683	0.07020681048362382	0.08358344331317674	0.04004226301243401	0.037388448725376756	0.03233145458458231	0.030789085552381152	0.03199931101363871	0.024675652705931275	0.06399509584423257	0.061015816642673505	0.06288272866360023	0.05343166916143463	0.04946304933659882	0.05100036252284658	0.05100036252284658	0.2580433584835174	0.1333280040361393	0.068576067256579	0.3009187937051532	0.3071367236107261	0.26830484254445985	0.16884425012636414	0.2845420877845937	0.2738360820546164	0.05202646242160058	0.1125487838855638	0.13882862810035715	0.2750550257851441	0.2882959271264732	0.1162635362556163	0.1608069460116727	0.08203628048596376	0.07754795443899941	0.07690725697474424	0.06815455088675704	0.02844361946150752	0.031048832292887768	0.026602953561836503
S4Hp	0.26138409055353934	0.2677382911503087	0.2730017033104823	0.26867957602743087	0.48399626623812136	0.36424328055397515	0.3039990358452488	0.2917282976099672	0.28965928111501227	0.30097756944012866	0.2709412349018411	0.2714158001605496	0.27358975393486	0.27328423911328936	0.2738268987286611	0.2686292989849808	0.2576301602487727	0.2987531868474976	0.258709275804632	0.46800900118920497	0.473864969169726	0.26286485590582875	0.27525519611282856	0.2738468778836816	0.2738468778836816	0.2692429101963691	0.26642812344595773	0.29214687603419076	0.2786834902305551	0.2799472246792978	0.29743723817550194	0.2844929286157408	0.250964911233496	0.25392837527120893	0.26059216176919736	0.2900316628932812	0.2652896731803106	0.27264439882822866	0.23510769220986638	0.0	0.25159536110137315	0.2524773881904032	0.27440669528623735	0.46762893734330047	0.3127809859447317	0.23317792878006688	0.30132049366560215	0.2854382338889973	0.3033769512740141	0.2756507119490551	0.26399419896465814	0.3256799047851752	0.3057753465527997	0.29588628598575306	0.3064785881871067	0.32723571019731423	0.28846934339894625	0.2968270481418283	0.31308830089750317	0.29423791278097206	0.36740021676537327	0.26414234382307894	0.27542890959980726	0.29250240509377473	0.2988917091824216	0.2834060576750601	0.27113992065610626	0.31785973713176424	0.3749309889651797	0.2749881255670169	0.5180586021255222	0.4505682510520581	0.4259835186987363	0.49262608711847217	0.28149546685987076	0.298144008002148	0.30329607430370503	0.31667270713325796	0.27313152683251524	0.27047771254545794	0.2654207184046635	0.26387834937246235	0.26508857483371995	0.25776491652601247	0.2970843596643138	0.29410508046275474	0.29597199248368145	0.2865209329815158	0.28255231315668006	0.2840896263429278	0.2840896263429278	0.4911326223035986	0.36641726785622053	0.3016653310766602	0.5340080575252344	0.5402259874308073	0.5013941063645411	0.4019335139464454	0.5176313516046749	0.5069253458746976	0.2851157262416818	0.345638047705645	0.37191789192043834	0.5081442896052253	0.5213851909465543	0.3493528000756975	0.3938962098317539	0.31512554430604495	0.31063721825908064	0.3099965207948254	0.30124381470683825	0.26153288328158875	0.26413809611296896	0.2596922173819177
