	w15pp	f32pp	f20ppB	f11pp	f17ppA	f14ppA	w1pp	w11pp	w20pp	f2pp	w2pp	f4pp	w13pp	f1pp	w26pp	w18pp	s23pp	s18pp	f25pp	w32pp	w7pp	w19pp	f6ppA	w23pp	w9pp	f10pp	f12ppA	f16ppB	w24pp	w6pp	f3pp	f12ppB	w14pp	f24pp	w10pp	f15pp	f20ppA	S14Hp	S18H1	S26Hp	S16H2	S20H1	S19H1	31300	f13pp	f14ppB	f16ppA	w3pp	f21pp	w17pp	f22ppB	f7pp	f30pp	w16pp	f19pp	f8pp	w25pp	w8pp	w12pp
w7pp	0.06880139168926633	0.06578237412514161	0.07187877887065237	0.07601464527642061	0.06994035290195547	0.06422658095035624	0.0688381434510065	0.06730648908793445	0.05424179229147264	0.07041838960019908	0.06181169626187708	0.06782620828760982	0.07287682730437206	0.05407142223877706	0.05840719510626681	0.0509947372490482	0.10024148842320692	0.10124717518074441	0.03165582399728089	0.03245714492420613	0.0	0.04246534831720564	0.05365302854244505	0.05538365214849025	0.04983269333121575	0.04074730924965769	0.04943774125631107	0.04911997785490119	0.0622694813714573	0.06560936638663803	0.05979643286181717	0.06097895014447681	0.049594819041174826	0.04884458834428352	0.07340185918280749	0.06389398759584605	0.059387611729612384	0.2804879146800521	0.2901879620971032	0.38733195104408613	0.8124709234688343	0.8091953514037491	0.8554705044647475	0.7997305877188104	0.08133773251794786	0.03955777692150133	0.057360554860659184	0.057051309715630036	0.0647254379315568	0.07170961453448241	0.060596258901688356	0.05122597087948133	0.07713049581376052	0.05851608300975742	0.06117724776079145	0.08329011475488951	0.07857550990653875	0.06556812615088625	0.08184610345334745
w19pp	0.07040774293613032	0.0673887253720056	0.07348513011751637	0.07762099652328461	0.07154670414881946	0.06583293219722024	0.0704444946978705	0.06891284033479844	0.055848143538336635	0.07202474084706309	0.06341804750874108	0.06943255953447382	0.07448317855123607	0.055677773485641055	0.0600135463531308	0.05260108849591219	0.10184783967007091	0.10285352642760841	0.03326217524414488	0.053600083405699	0.04246534831720564	0.0	0.05525937978930904	0.05699000339535424	0.05143904457807974	0.042353660496521686	0.051044092503175056	0.05072632910176518	0.06387583261832128	0.06721571763350202	0.06140278410868116	0.0625853013913408	0.05120117028803881	0.05045093959114751	0.07500821042967148	0.06550033884271006	0.06099396297647638	0.2820942659269161	0.29179431334396716	0.38893830229095017	0.8140772747156982	0.810801702650613	0.8570768557116114	0.8013369389656744	0.08294408376481185	0.04116412816836532	0.05896690610752318	0.05865766096249403	0.0663317891784208	0.07331596578134639	0.06220261014855235	0.052832322126345324	0.0787368470606245	0.060122434256621414	0.06278359900765544	0.0848964660017535	0.08018186115340273	0.06717447739775026	0.08345245470021144
f6ppA	0.07373650225465259	0.07071748469052787	0.07681388943603863	0.08094975584180687	0.07487546346734172	0.0691616915157425	0.07377325401639276	0.0722415996533207	0.0591769028568589	0.07535350016558534	0.06674680682726333	0.07276131885299608	0.07781193786975832	0.059006532804163334	0.06334230567165308	0.05592984781443446	0.10517659898859319	0.10618228574613067	0.036590934562667154	0.06478776363093841	0.05365302854244505	0.05525937978930904	0.0	0.049939698968667776	0.044388740151393276	0.04157414778937039	0.054372851821697335	0.05405508842028745	0.06720459193684356	0.07054447695202429	0.06473154342720344	0.06591406070986308	0.054529929606561084	0.053779698909669785	0.07833696974819376	0.06882909816123232	0.06432272229499865	0.2854230252454384	0.29512307266248944	0.39226706160947244	0.8174060340342205	0.8141304619691353	0.8604056150301337	0.8046656982841967	0.08627284308333413	0.044492887486887595	0.06229566542604544	0.061986420281016294	0.06966054849694306	0.07664472509986867	0.06553136946707461	0.05616108144486759	0.08206560637914678	0.06345119357514367	0.0661123583261777	0.08822522532027577	0.083510620471925	0.07050323671627251	0.0867812140187337
w23pp	0.07546712586069779	0.07244810829657307	0.07854451304208383	0.08268037944785207	0.07660608707338692	0.0708923151217877	0.07550387762243796	0.07397222325936591	0.0609075264629041	0.07708412377163054	0.06847743043330853	0.07449194245904128	0.07954256147580352	0.060737156410208534	0.06507292927769828	0.05766047142047966	0.10690722259463839	0.10791290935217587	0.038321558168712355	0.06651838723698361	0.05538365214849025	0.05699000339535424	0.049939698968667776	0.0	0.0386323658728427	0.04330477139541559	0.056103475427742536	0.05578571202633265	0.06893521554288876	0.07227510055806949	0.06646216703324864	0.06764468431590828	0.056260553212606285	0.055510322515714985	0.08006759335423896	0.07055972176727753	0.06605334590104385	0.2871536488514836	0.29685369626853464	0.39399768521551765	0.8191366576402658	0.8158610855751806	0.8621362386361789	0.8063963218902419	0.08800346668937933	0.046223511092932795	0.06402628903209065	0.0637170438870615	0.07139117210298826	0.07837534870591387	0.06726199307311981	0.05789170505091279	0.08379622998519198	0.06518181718118887	0.0678429819322229	0.08995584892632097	0.08524124407797021	0.07223386032231771	0.0885118376247789
w9pp	0.0699161670434233	0.06689714947929858	0.07299355422480934	0.07712942063057758	0.07105512825611243	0.06534135630451321	0.06995291880516347	0.06842126444209141	0.05535656764562961	0.07153316495435605	0.06292647161603404	0.06894098364176679	0.07399160265852903	0.05518619759293403	0.059521970460423776	0.05210951260320516	0.10135626377736388	0.10236195053490138	0.032770599351437855	0.06096742841970911	0.04983269333121575	0.05143904457807974	0.044388740151393276	0.0386323658728427	0.0	0.03775381257814109	0.05055251661046803	0.05023475320905815	0.06338425672561426	0.066724141740795	0.060911208215974136	0.062093725498633776	0.050709594395331785	0.049959363698440486	0.07451663453696446	0.06500876295000302	0.06050238708376935	0.28160269003420907	0.2913027374512601	0.3884467263982431	0.8135856988229913	0.810310126757906	0.8565852798189044	0.8008453630729674	0.08245250787210483	0.040672552275658296	0.05847533021481615	0.058166085069787	0.06584021328571377	0.07282438988863937	0.06171103425584532	0.0523407462336383	0.07824527116791749	0.05963085836391439	0.062292023114948414	0.08440489010904648	0.07969028526069571	0.06668290150504322	0.08296087880750441
f10pp	0.06083078296186523	0.05781176539774052	0.06390817014325127	0.06804403654901951	0.06196974417455437	0.05625597222295515	0.0608675347236054	0.05933588036053335	0.04627118356407155	0.062447780872797995	0.05384108753447599	0.05985559956020872	0.06490621857697097	0.046100813511375974	0.05043658637886572	0.04302412852164711	0.09227087969580583	0.09327656645334333	0.023685215269879798	0.05188204433815105	0.04074730924965769	0.042353660496521686	0.04157414778937039	0.04330477139541559	0.03775381257814109	0.0	0.041467132528909975	0.0411493691275001	0.054298872644056195	0.05763875765923694	0.05182582413441608	0.05300834141707572	0.041624210313773724	0.040873979616882425	0.0654312504554064	0.055923378868444965	0.05141700300221129	0.272517305952651	0.28221735336970205	0.37936134231668506	0.8045003147414332	0.801224742676348	0.8474998957373464	0.7917599789914094	0.07336712379054677	0.03158716819410024	0.04938994613325809	0.04908070098822894	0.05675482920415571	0.0637390058070813	0.05262565017428726	0.043255362152080236	0.06915988708635942	0.050545474282356326	0.05320663903339035	0.07531950602748841	0.07060490117913765	0.057597517423485164	0.07387549472594634
f12ppA	0.056978284958427515	0.053959267394302804	0.060055672139813554	0.0641915385455818	0.05811724617111665	0.05240347421951743	0.05701503672016768	0.05548338235709563	0.04241868556063383	0.05859528286936028	0.04998858953103827	0.056003101556771004	0.061053720573533254	0.04224831550793825	0.046584088375428	0.03917163051820938	0.0884183816923681	0.0894240684499056	0.02395680878353755	0.060572476344804435	0.04943774125631107	0.051044092503175056	0.054372851821697335	0.056103475427742536	0.05055251661046803	0.041467132528909975	0.0	0.029259683314084926	0.04240918683064103	0.04574907184582177	0.03993613832100091	0.04111865560366055	0.02973452450035856	0.03702148161344471	0.06157875245196867	0.052070880865007246	0.04756450499877357	0.26866480794921327	0.2783648553662643	0.3755088443132473	0.8006478167379955	0.7973722446729102	0.8436473977339086	0.7879074809879716	0.06951462578710904	0.027734670190662513	0.045537448129820364	0.045228202984791216	0.05290233120071798	0.05988650780364358	0.048773152170849536	0.03940286414864252	0.0653073890829217	0.04669297627891861	0.049354141029952635	0.0714670080240507	0.06675240317569993	0.053745019420047446	0.07002299672250864
f16ppB	0.05666052155701763	0.053641503992892914	0.05973790873840368	0.06387377514417192	0.05779948276970677	0.05208571081810755	0.056697273318757804	0.05516561895568575	0.042100922159223945	0.058277519467950394	0.049670826129628386	0.05568533815536113	0.06073595717212337	0.041930552106528365	0.046266324974018114	0.0388538671167995	0.08810061829095822	0.08910630504849572	0.023639045382127674	0.06025471294339455	0.04911997785490119	0.05072632910176518	0.05405508842028745	0.05578571202633265	0.05023475320905815	0.0411493691275001	0.029259683314084926	0.0	0.03911308157702483	0.04245296659220557	0.03664003306738471	0.03782255035004435	0.02643841924674236	0.036703718212034823	0.061260989050558795	0.05175311746359736	0.04724674159736369	0.2683470445478034	0.27804709196485444	0.37519108091183745	0.8003300533365856	0.7970544812715004	0.8433296343324987	0.7875897175865617	0.06919686238569916	0.027416906789252633	0.04521968472841048	0.04491043958338134	0.052584567799308105	0.0595687444022337	0.04845538876943965	0.039085100747232634	0.06498962568151181	0.046375212877508724	0.04903637762854275	0.07114924462264081	0.06643463977429004	0.05342725601863756	0.06970523332109875
w24pp	0.06981002507357373	0.06679100750944901	0.07288741225495977	0.07702327866072801	0.07094898628626287	0.06523521433466364	0.0698467768353139	0.06831512247224185	0.05525042567578004	0.07142702298450648	0.06282032964618448	0.06883484167191722	0.07388546068867946	0.055080055623084476	0.059415828490574224	0.052003370633355604	0.10125012180751433	0.10225580856505181	0.03678854889868378	0.07340421645995066	0.0622694813714573	0.06387583261832128	0.06720459193684356	0.06893521554288876	0.06338425672561426	0.054298872644056195	0.04240918683064103	0.03911308157702483	0.0	0.043458138560326084	0.037645205035505225	0.038827722318164865	0.03504196692184386	0.04985322172859093	0.0744104925671149	0.06490262098015347	0.06039624511391979	0.28149654806435953	0.2911965954814106	0.3883405844283936	0.8134795568531417	0.8102039847880564	0.8564791378490548	0.8007392211031178	0.08234636590225528	0.04056641030580874	0.058369188244966584	0.058059943099937436	0.0657340713158642	0.07271824791878981	0.061604892285995756	0.05223460426378873	0.07813912919806792	0.05952471639406482	0.06218588114509885	0.08429874813919691	0.07958414329084615	0.06657675953519365	0.08285473683765485
w6pp	0.07314991008875447	0.07013089252462976	0.07622729727014052	0.08036316367590876	0.07428887130144361	0.06857509934984439	0.07318666185049465	0.0716550074874226	0.05859031069096079	0.07476690799968724	0.06616021466136524	0.07217472668709797	0.07722534570386022	0.05841994063826521	0.06275571350575496	0.055343255648536344	0.10459000682269506	0.10559569358023256	0.04012843391386452	0.07674410147513139	0.06560936638663803	0.06721571763350202	0.07054447695202429	0.07227510055806949	0.066724141740795	0.05763875765923694	0.04574907184582177	0.04245296659220557	0.043458138560326084	0.0	0.03857562899778129	0.03975814628044093	0.03838185193702459	0.053193106743771666	0.07775037758229564	0.06824250599533421	0.06373613012910054	0.28483643307954026	0.2945364804965913	0.3916804694435743	0.8168194418683224	0.8135438698032372	0.8598190228642356	0.8040791061182986	0.08568625091743601	0.043906295320989476	0.06170907326014733	0.06139982811511818	0.06907395633104495	0.07605813293397054	0.06494477730117651	0.05557448927896948	0.08147901421324866	0.06286460140924557	0.0655257661602796	0.08763863315437766	0.08292402830602688	0.06991664455037441	0.08619462185283559
f3pp	0.06733697656393361	0.0643179589998089	0.07041436374531966	0.0745502301510879	0.06847593777662275	0.06276216582502353	0.06737372832567379	0.06584207396260174	0.05277737716613993	0.06895397447486637	0.06034728113654437	0.06636179316227711	0.07141241217903935	0.05260700711344435	0.0569427799809341	0.049530322123715484	0.0987770732978742	0.0997827600554117	0.03431550038904366	0.07093116795031054	0.05979643286181717	0.06140278410868116	0.06473154342720344	0.06646216703324864	0.060911208215974136	0.05182582413441608	0.03993613832100091	0.03664003306738471	0.037645205035505225	0.03857562899778129	0.0	0.03049950412303492	0.03256891841220374	0.047380173218950807	0.07193744405747478	0.062429572470513346	0.05792319660427967	0.2790234995547194	0.28872354697177044	0.38586753591875345	0.8110065083435016	0.8077309362784164	0.8540060893394148	0.7982661725934777	0.07987331739261515	0.038093361796168616	0.05589613973532647	0.05558689459029732	0.06326102280622409	0.0702451994091497	0.05913184377635564	0.04976155575414862	0.07566608068842781	0.05705166788442471	0.059712832635458735	0.0818256996295568	0.07711109478120604	0.06410371102555354	0.08038168832801473
f12ppB	0.06851949384659325	0.06550047628246854	0.0715968810279793	0.07573274743374754	0.06965845505928239	0.06394468310768317	0.06855624560833343	0.06702459124526138	0.05395989444879957	0.07013649175752601	0.06152979841920401	0.06754431044493675	0.07259492946169899	0.05378952439610399	0.058125297263593736	0.050712839406375124	0.09995959058053384	0.10096527733807134	0.0354980176717033	0.07211368523297018	0.06097895014447681	0.0625853013913408	0.06591406070986308	0.06764468431590828	0.062093725498633776	0.05300834141707572	0.04111865560366055	0.03782255035004435	0.038827722318164865	0.03975814628044093	0.03049950412303492	0.0	0.03375143569486337	0.048562690501610446	0.07311996134013442	0.06361208975317298	0.05910571388693931	0.280206016837379	0.2899060642544301	0.38705005320141306	0.8121890256261612	0.808913453561076	0.8551886066220744	0.7994486898761374	0.08105583467527479	0.039275879078828256	0.05707865701798611	0.05676941187295696	0.06444354008888373	0.07142771669180933	0.06031436105901528	0.05094407303680826	0.07684859797108745	0.05823418516708435	0.060895349918118374	0.08300821691221644	0.07829361206386568	0.06528622830821318	0.08156420561067437
w14pp	0.057135362743291264	0.05411634517916655	0.0602127499246773	0.06434861633044554	0.0582743239559804	0.05256055200438118	0.05717211450503143	0.05564046014195938	0.04257576334549758	0.058752360654224026	0.05014566731590202	0.05616017934163475	0.061210798358397	0.042405393292802004	0.04674116616029175	0.03932870830307313	0.08857545947723186	0.08958114623476934	0.024113886568401306	0.060729554129668184	0.049594819041174826	0.05120117028803881	0.054529929606561084	0.056260553212606285	0.050709594395331785	0.041624210313773724	0.02973452450035856	0.02643841924674236	0.03504196692184386	0.03838185193702459	0.03256891841220374	0.03375143569486337	0.0	0.037178559398308456	0.06173583023683243	0.052227958649870995	0.04772158278363732	0.26882188573407706	0.2785219331511281	0.3756659220981111	0.8008048945228592	0.797529322457774	0.8438044755187724	0.7880645587728353	0.0696717035719728	0.027891747975526265	0.04569452591468412	0.045385280769654965	0.05305940898558174	0.06004358558850734	0.04893022995571329	0.03955994193350627	0.06546446686778545	0.046850054063782356	0.049511218814816384	0.07162408580891444	0.06690948096056368	0.053902097204911195	0.07018007450737238
f24pp	0.04458869621846654	0.04156967865434183	0.04766608339985258	0.05180194980562082	0.04572765743115568	0.040013885479556456	0.044625447980206706	0.043093793617134654	0.030029096820672854	0.0462056941293993	0.037599000791077294	0.04361351281681003	0.04866413183357228	0.036239590061712776	0.040575362929202524	0.033162905071983904	0.08240965624614263	0.08341534300368011	0.023363655871510007	0.059979323432776885	0.04884458834428352	0.05045093959114751	0.053779698909669785	0.055510322515714985	0.049959363698440486	0.040873979616882425	0.03702148161344471	0.036703718212034823	0.04985322172859093	0.053193106743771666	0.047380173218950807	0.048562690501610446	0.037178559398308456	0.0	0.03901035283836684	0.029502481251405407	0.024996105385171732	0.24609640833561144	0.2557964557526625	0.35294044469964553	0.7780794171243937	0.7748038450593084	0.8210789981203068	0.7653390813743698	0.04694622617350721	0.013422437554875192	0.033147859389859397	0.03283861424483024	0.04051274246075701	0.04749691906368261	0.03638356343088857	0.02701327540868154	0.05291780034296073	0.03430338753895763	0.03696455228999166	0.05907741928408972	0.054362814435738954	0.04135543068008647	0.05763340798254766
w10pp	0.06914596705699051	0.0661269494928658	0.07222335423837656	0.0763592206441448	0.07028492826967965	0.06457115631808043	0.06918271881873068	0.06765106445565863	0.054586367659196826	0.07076296496792328	0.062156271629601266	0.06817078365533401	0.07322140267209626	0.06079686090023674	0.06513263376772649	0.057720175910507876	0.1069669270846666	0.1079726138422041	0.04792092671003398	0.08453659427130086	0.07340185918280749	0.07500821042967148	0.07833696974819376	0.08006759335423896	0.07451663453696446	0.0654312504554064	0.06157875245196867	0.061260989050558795	0.0744104925671149	0.07775037758229564	0.07193744405747478	0.07311996134013442	0.06173583023683243	0.03901035283836684	0.0	0.027227072529207946	0.04013599017196083	0.26123629312240054	0.2709363405394516	0.3680803294864346	0.7932193019111827	0.7899437298460975	0.8362188829070959	0.7804789661611589	0.062086110960296315	0.03797970839339917	0.05770513022838337	0.05739588508335422	0.06507001329928098	0.07205418990220658	0.06094083426941254	0.051570546247205515	0.0774750711814847	0.058860658377481605	0.06152182312851563	0.0836346901226137	0.07892008527426292	0.06591270151861045	0.08219067882107163
f15pp	0.05963809547002908	0.05661907790590437	0.06271548265141512	0.06685134905718336	0.06077705668271822	0.055063284731118996	0.059674847231769246	0.058143192868697194	0.045078496072235394	0.06125509338096184	0.052648400042639834	0.05866291206837257	0.06371353108513482	0.051288989313275316	0.055624762180765064	0.048212304323546444	0.09745905549770517	0.09846474225524265	0.03841305512307255	0.07502872268433942	0.06389398759584605	0.06550033884271006	0.06882909816123232	0.07055972176727753	0.06500876295000302	0.055923378868444965	0.052070880865007246	0.05175311746359736	0.06490262098015347	0.06824250599533421	0.062429572470513346	0.06361208975317298	0.052227958649870995	0.029502481251405407	0.027227072529207946	0.0	0.030628118584999406	0.2517284215354391	0.26142846895249017	0.3585724578994732	0.7837114303242213	0.7804358582591361	0.8267110113201345	0.7709710945741974	0.05257823937333488	0.02847183680643773	0.048197258641421936	0.04788801349639278	0.05556214171231955	0.06254631831524515	0.05143296268245111	0.04206267466024408	0.06796719959452327	0.04935278679052017	0.0520139515415542	0.07412681853565226	0.0694122136873015	0.05640482993164901	0.07268280723411019
f20ppA	0.055131719603795405	0.052112702039670694	0.058209106785181444	0.062344973190949685	0.05627068081648454	0.05055690886488532	0.05516847136553557	0.05363681700246352	0.04057212020600172	0.05674871751472817	0.04814202417640616	0.054156536202138894	0.059207155218901145	0.04678261344704164	0.05111838631453139	0.04370592845731277	0.0929526796314715	0.09395836638900898	0.03390667925683887	0.07052234681810575	0.059387611729612384	0.06099396297647638	0.06432272229499865	0.06605334590104385	0.06050238708376935	0.05141700300221129	0.04756450499877357	0.04724674159736369	0.06039624511391979	0.06373613012910054	0.05792319660427967	0.05910571388693931	0.04772158278363732	0.024996105385171732	0.04013599017196083	0.030628118584999406	0.0	0.2453822587520182	0.25508230616906924	0.35222629511605225	0.7773652675408004	0.7740896954757152	0.8203648485367135	0.7646249317907765	0.04623207658991395	0.023965460940204054	0.04369088277518826	0.043381637630159106	0.05105576584608588	0.05803994244901148	0.04692658681621743	0.03755629879401041	0.0634608237282896	0.0448464109242865	0.047507575675320525	0.06962044266941858	0.06490583782106782	0.051898454065415336	0.06817643136787652
S14Hp	0.2762320225542351	0.2732130049901104	0.2793094097356212	0.2834452761413894	0.27737098376692426	0.27165721181532504	0.2762687743159753	0.27473711995290323	0.2616724231564414	0.27784902046516785	0.26924232712684587	0.2752568391525786	0.28030745816934083	0.26788291639748135	0.2722186892649711	0.2648062314077525	0.3140529825819112	0.3150586693394487	0.2550069822072786	0.29162264976854546	0.2804879146800521	0.2820942659269161	0.2854230252454384	0.2871536488514836	0.28160269003420907	0.272517305952651	0.26866480794921327	0.2683470445478034	0.28149654806435953	0.28483643307954026	0.2790234995547194	0.280206016837379	0.26882188573407706	0.24609640833561144	0.26123629312240054	0.2517284215354391	0.2453822587520182	0.0	0.3028084401881869	0.39995242913517	0.825091401559918	0.8218158294948328	0.8680909825558312	0.8123510658098942	0.2504097326350928	0.24506576389064377	0.264791185725628	0.2644819405805988	0.2721560687965256	0.2791402453994512	0.2680268897666571	0.2586566017444501	0.2845611266787293	0.2659467138747262	0.26860787862576024	0.2907207456198583	0.28600614077150754	0.2729987570158551	0.28927673431831624
S18H1	0.2859320699712862	0.28291305240716147	0.28900945715267223	0.2931453235584405	0.2870710311839753	0.2813572592323761	0.28596882173302635	0.2844371673699543	0.2713724705734925	0.28754906788221896	0.2789423745438969	0.2849568865696297	0.29000750558639193	0.2775829638145324	0.28191873668202216	0.27450627882480355	0.32375302999896227	0.32475871675649975	0.2647070296243296	0.3013226971855965	0.2901879620971032	0.29179431334396716	0.29512307266248944	0.29685369626853464	0.2913027374512601	0.28221735336970205	0.2783648553662643	0.27804709196485444	0.2911965954814106	0.2945364804965913	0.28872354697177044	0.2899060642544301	0.2785219331511281	0.2557964557526625	0.2709363405394516	0.26142846895249017	0.25508230616906924	0.3028084401881869	0.0	0.3323090594901079	0.7574480319148559	0.7541724598497707	0.800447612910769	0.744707696164832	0.26010978005214386	0.2547658113076948	0.27449123314267904	0.27418198799764987	0.28185611621357665	0.28884029281650225	0.27772693718370817	0.26835664916150115	0.29426117409578034	0.27564676129177723	0.2783079260428113	0.3004207930369094	0.2957061881885586	0.2826988044329061	0.2989767817353673
S26Hp	0.3830760589182692	0.3800570413541445	0.38615344609965524	0.3902893125054235	0.3842150201309583	0.3785012481793591	0.38311281068000935	0.3815811563169373	0.3685164595204755	0.38469305682920196	0.3760863634908799	0.3821008755166127	0.38715149453337494	0.3747269527615154	0.37906272562900517	0.37165026777178656	0.4208970189459453	0.42190270570348276	0.36185101857131263	0.3984666861325795	0.38733195104408613	0.38893830229095017	0.39226706160947244	0.39399768521551765	0.3884467263982431	0.37936134231668506	0.3755088443132473	0.37519108091183745	0.3883405844283936	0.3916804694435743	0.38586753591875345	0.38705005320141306	0.3756659220981111	0.35294044469964553	0.3680803294864346	0.3585724578994732	0.35222629511605225	0.39995242913517	0.3323090594901079	0.0	0.6456627267645695	0.6423871546994843	0.6886623077604827	0.6329223910145456	0.3572537689991269	0.35190980025467783	0.37163522208966204	0.3713259769446329	0.37900010516055965	0.38598428176348526	0.3748709261306912	0.36550063810848415	0.39140516304276335	0.37279075023876024	0.3754519149897943	0.39756478198389233	0.3928501771355416	0.37984279337988913	0.3961207706823503
S16H2	0.8082150313430173	0.8051960137788926	0.8112924185244034	0.8154282849301716	0.8093539925557065	0.8036402206041072	0.8082517831047574	0.8067201287416854	0.7936554319452236	0.80983202925395	0.8012253359156281	0.8072398479413607	0.812290466958123	0.7998659251862635	0.8042016980537533	0.7967892401965346	0.8460359913706934	0.8470416781282308	0.7869899909960608	0.8236056585573277	0.8124709234688343	0.8140772747156982	0.8174060340342205	0.8191366576402658	0.8135856988229913	0.8045003147414332	0.8006478167379955	0.8003300533365856	0.8134795568531417	0.8168194418683224	0.8110065083435016	0.8121890256261612	0.8008048945228592	0.7780794171243937	0.7932193019111827	0.7837114303242213	0.7773652675408004	0.825091401559918	0.7574480319148559	0.6456627267645695	0.0	0.29971777454410786	0.5108082296330432	0.4550683128871062	0.7823927414238749	0.777048772679426	0.7967741945144101	0.796464949369381	0.8041390775853078	0.8111232541882334	0.8000098985554394	0.7906396105332324	0.8165441354675116	0.7979297226635085	0.8005908874145424	0.8227037544086405	0.8179891495602898	0.8049817658046373	0.8212597431070985
S20H1	0.8049394592779321	0.8019204417138074	0.8080168464593181	0.8121527128650864	0.8060784204906213	0.800364648539022	0.8049762110396722	0.8034445566766002	0.7903798598801384	0.8065564571888648	0.7979497638505428	0.8039642758762755	0.8090148948930378	0.7965903531211783	0.8009261259886681	0.7935136681314494	0.8427604193056082	0.8437661060631456	0.7837144189309756	0.8203300864922425	0.8091953514037491	0.810801702650613	0.8141304619691353	0.8158610855751806	0.810310126757906	0.801224742676348	0.7973722446729102	0.7970544812715004	0.8102039847880564	0.8135438698032372	0.8077309362784164	0.808913453561076	0.797529322457774	0.7748038450593084	0.7899437298460975	0.7804358582591361	0.7740896954757152	0.8218158294948328	0.7541724598497707	0.6423871546994843	0.29971777454410786	0.0	0.507532657567958	0.4517927408220209	0.7791171693587897	0.7737732006143407	0.7934986224493249	0.7931893773042957	0.8008635055202226	0.8078476821231482	0.7967343264903541	0.7873640384681472	0.8132685634024264	0.7946541505984233	0.7973153153494572	0.8194281823435553	0.8147135774952046	0.8017061937395521	0.8179841710420133
S19H1	0.8512146123389305	0.8481955947748058	0.8542919995203165	0.8584278659260848	0.8523535735516197	0.8466398016000204	0.8512513641006706	0.8497197097375986	0.8366550129411368	0.8528316102498632	0.8442249169115412	0.8502394289372739	0.8552900479540362	0.8428655061821767	0.8472012790496665	0.8397888211924478	0.8890355723666066	0.890041259124144	0.829989571991974	0.8666052395532409	0.8554705044647475	0.8570768557116114	0.8604056150301337	0.8621362386361789	0.8565852798189044	0.8474998957373464	0.8436473977339086	0.8433296343324987	0.8564791378490548	0.8598190228642356	0.8540060893394148	0.8551886066220744	0.8438044755187724	0.8210789981203068	0.8362188829070959	0.8267110113201345	0.8203648485367135	0.8680909825558312	0.800447612910769	0.6886623077604827	0.5108082296330432	0.507532657567958	0.0	0.4419874660054336	0.8253923224197881	0.8200483536753391	0.8397737755103233	0.8394645303652941	0.847138658581221	0.8541228351841466	0.8430094795513525	0.8336391915291456	0.8595437164634248	0.8409293036594216	0.8435904684104556	0.8657033354045537	0.860988730556203	0.8479813468005505	0.8642593241030117
31300	0.7954746955929934	0.7924556780288687	0.7985520827743795	0.8026879491801477	0.7966136568056825	0.7908998848540834	0.7955114473547336	0.7939797929916615	0.7809150961951997	0.7970916935039262	0.7884850001656042	0.7944995121913369	0.7995501312080991	0.7871255894362397	0.7914613623037294	0.7840489044465108	0.8332956556206695	0.8343013423782071	0.774249655246037	0.8108653228073038	0.7997305877188104	0.8013369389656744	0.8046656982841967	0.8063963218902419	0.8008453630729674	0.7917599789914094	0.7879074809879716	0.7875897175865617	0.8007392211031178	0.8040791061182986	0.7982661725934777	0.7994486898761374	0.7880645587728353	0.7653390813743698	0.7804789661611589	0.7709710945741974	0.7646249317907765	0.8123510658098942	0.744707696164832	0.6329223910145456	0.4550683128871062	0.4517927408220209	0.4419874660054336	0.0	0.7696524056738512	0.7643084369294021	0.7840338587643862	0.7837246136193572	0.7913987418352839	0.7983829184382095	0.7872695628054155	0.7778992747832085	0.8038037997174877	0.7851893869134846	0.7878505516645186	0.8099634186586167	0.8052488138102659	0.7922414300546134	0.8085194073570746
f13pp	0.07708184039213088	0.07406282282800616	0.08015922757351693	0.08429509397928517	0.07822080160482002	0.0725070296532208	0.07711859215387105	0.075586937790799	0.0625222409943372	0.07869883830306365	0.07009214496474164	0.07610665699047438	0.08115727600723663	0.06873273423537711	0.07306850710286686	0.06565604924564825	0.11490280041980697	0.11590848717734446	0.05585680004517435	0.09247246760644123	0.08133773251794786	0.08294408376481185	0.08627284308333413	0.08800346668937933	0.08245250787210483	0.07336712379054677	0.06951462578710904	0.06919686238569916	0.08234636590225528	0.08568625091743601	0.07987331739261515	0.08105583467527479	0.0696717035719728	0.04694622617350721	0.062086110960296315	0.05257823937333488	0.04623207658991395	0.2504097326350928	0.26010978005214386	0.3572537689991269	0.7823927414238749	0.7791171693587897	0.8253923224197881	0.7696524056738512	0.0	0.04591558172853954	0.06564100356352373	0.06533175841849459	0.07300588663442135	0.07999006323734695	0.06887670760455292	0.059506419582345885	0.08541094451662506	0.06679653171262198	0.069457696463656	0.09157056345775406	0.08685595860940329	0.0738485748537508	0.090126552156212
