	w16pp	w20pp	w26pp	f1pp	w13pp	f16ppB	w18pp	w8pp	f14ppB	w7pp	f20ppB	31333	530368	31219	31300	31267	31009	31160	w25pp	f12ppA	w11pp	f21pp	f23ppA	f11pp	w27pp	w9pp	w4pp	w15pp	w6pp	f6ppA	f14ppA	w1pp	f31pp	w17pp	f4pp	f7pp	w14pp	w19pp	f15pp	f12ppB	w32pp	w21pp	f16ppA	w3pp	w2pp	f2pp	f24pp	f19pp	w24pp	f25pp	w12pp	f32pp	w10pp
w11pp	0.0655028580061997	0.03688264157380374	0.0552910998408561	0.06124814730091061	0.07690332113464346	0.0654293872681694	0.06547651670950409	0.05934697098364723	0.032719998918440296	0.06369177769326001	0.06676329629112751	0.405740478556917	0.582733018813251	0.5743294404422102	0.5586390303624312	0.5543663891895378	0.41324285888897344	0.43261007995890877	0.05365911389391857	0.06559056949694632	0.0	0.02837514253027349	0.04900039064630387	0.04403049848545566	0.041277083775838545	0.03295870227660027	0.049452141044207545	0.029600572820996873	0.06960001421805465	0.04197153981735825	0.07194654246684266	0.04795166330226551	0.055795690538786316	0.0440498304743587	0.06059521832907601	0.03880879054533641	0.05083681647086502	0.07770630417705933	0.09257860401758555	0.0995603581944845	0.10935307209728434	0.07904785134690141	0.06039511399153837	0.06286480769768266	0.08462518653605713	0.06260987504694251	0.06943933792403989	0.09856103621831969	0.06820503945322692	0.04708728433722574	0.04727283638995998	0.08199525441394605	0.07597461695907598
f21pp	0.07463479725864153	0.04601458082624556	0.06442303909329793	0.07038008655335243	0.08603526038708528	0.0745613265206112	0.0746084559619459	0.06847891023608904	0.04185193817088211	0.07282371694570183	0.07589523554356933	0.4148724178093588	0.5918649580656928	0.5834613796946521	0.5677709696148731	0.5634983284419797	0.42237479814141526	0.4417420192113506	0.0627910531463604	0.07472250874938814	0.02837514253027349	0.0	0.054392342955436046	0.04942245079458785	0.05040902302828036	0.042090641529042086	0.05858408029664937	0.038732512073438696	0.07873195347049645	0.051103479069800076	0.08107848171928449	0.057083602554707326	0.06492762979122814	0.05318176972680052	0.06972715758151783	0.04794072979777823	0.059968755723306844	0.08683824342950114	0.10171054327002738	0.10869229744692632	0.11848501134972617	0.08817979059934322	0.06952705324398019	0.07199674695012448	0.09375712578849896	0.07174181429938434	0.07857127717648171	0.10769297547076151	0.07733697870566875	0.056219223589667564	0.0564047756424018	0.09112719366638787	0.0851065562115178
f23ppA	0.09526004537467189	0.06663982894227594	0.08504828720932829	0.09100533466938279	0.10666050850311565	0.09518657463664158	0.09523370407797628	0.08910415835211942	0.062477186286912484	0.0934489650617322	0.0965204836595997	0.4354976659253892	0.6124902061817232	0.6040866278106825	0.5883962177309034	0.5841235765580101	0.44300004625744566	0.462367267327381	0.08341630126239076	0.09534775686541852	0.04900039064630387	0.054392342955436046	0.0	0.035561674451295176	0.07103427114431074	0.06271588964507246	0.07920932841267975	0.05935776018946907	0.09935720158652683	0.07172872718583045	0.10170372983531487	0.0777088506707377	0.08555287790725852	0.07380701784283089	0.09035240569754821	0.0685659779138086	0.08059400383933721	0.10746349154553152	0.12233579138605774	0.1293175455629567	0.13911025946575653	0.1088050387153736	0.09015230136001057	0.09262199506615484	0.11438237390452932	0.0923670624154147	0.09919652529251208	0.12831822358679187	0.09796222682169911	0.07684447170569793	0.07703002375843215	0.11175244178241822	0.10573180432754817
f11pp	0.09029015321382369	0.06166993678142772	0.08007839504848009	0.0860354425085346	0.10169061634226745	0.09021668247579337	0.09026381191712807	0.0841342661912712	0.05750729412606428	0.088479072900884	0.0915505914987515	0.430527773764541	0.607520314020875	0.5991167356498343	0.5834263255700552	0.5791536843971619	0.43803015409659746	0.4573973751665328	0.07844640910154256	0.09037786470457031	0.04403049848545566	0.04942245079458785	0.035561674451295176	0.0	0.06606437898346254	0.05774599748422425	0.07423943625183153	0.05438786802862086	0.09438730942567863	0.06675883502498224	0.09673383767446665	0.0727389585098895	0.0805829857464103	0.06883712568198269	0.0853825135367	0.0635960857529604	0.07562411167848901	0.1024935993846833	0.11736589922520954	0.12434765340210849	0.13414036730490833	0.10383514655452539	0.08518240919916235	0.08765210290530664	0.10941248174368112	0.0873971702545665	0.09422663313166388	0.12334833142594367	0.09299233466085091	0.07187457954484973	0.07206013159758395	0.10678254962157002	0.10076191216669997
w27pp	0.08033576431648734	0.05171554788409138	0.07012400615114374	0.07608105361119824	0.0917362274449311	0.08026229357845703	0.08030942301979173	0.07417987729393487	0.04755290522872793	0.07852468400354765	0.08159620260141515	0.42057338486720464	0.5975659251235387	0.5891623467524979	0.5734719366727189	0.5691992954998255	0.4280757651992611	0.44744298626919643	0.06849202020420621	0.08042347580723397	0.041277083775838545	0.05040902302828036	0.07103427114431074	0.06606437898346254	0.0	0.03521312410857676	0.0642850473544952	0.044433479131284516	0.08443292052834228	0.0568044461276459	0.08677944877713031	0.06278456961255315	0.07062859684907397	0.05888273678464634	0.07542812463936366	0.053641696855624046	0.06566972278115266	0.09253921048734697	0.10741151032787319	0.11439326450477214	0.12418597840757198	0.09388075765718905	0.07522802030182602	0.07769771400797029	0.09945809284634477	0.07744278135723015	0.08427224423432753	0.11339394252860732	0.08303794576351456	0.061920190647513376	0.062105742700247615	0.09682816072423367	0.09080752326936362
w9pp	0.07201738281724906	0.0433971663848531	0.061805624651905464	0.06776267211195997	0.08341784594569282	0.07194391207921876	0.07199104152055345	0.06586149579469659	0.039234523729489656	0.07020630250430937	0.07327782110217687	0.4122550033679664	0.5892475436243004	0.5808439652532597	0.5651535551734806	0.5608809140005873	0.4197573837000228	0.4391246047699582	0.06017363870496793	0.07210509430799569	0.03295870227660027	0.042090641529042086	0.06271588964507246	0.05774599748422425	0.03521312410857676	0.0	0.055966665855256906	0.036115097632046234	0.076114539029104	0.04848606462840762	0.07846106727789202	0.05446618811331487	0.062310215349835676	0.050564355285408064	0.06710974314012537	0.04532331535638577	0.05735134128191438	0.08422082898810869	0.09909312882863491	0.10607488300553386	0.1158675969083337	0.08556237615795077	0.06690963880258774	0.06937933250873202	0.0911397113471065	0.06912439985799188	0.07595386273508925	0.10507556102936905	0.07471956426427628	0.0536018091482751	0.05378736120100934	0.08850977922499541	0.08248914177012534
w4pp	0.07845525447823759	0.049835038045841606	0.06824349631289398	0.07420054377294848	0.08985571760668132	0.07838178374020727	0.07842891318154196	0.0722993674556851	0.04567239539047816	0.07664417416529787	0.07971569276316537	0.41869287502895486	0.595685415285289	0.5872818369142482	0.5715914268344692	0.5673187856615758	0.4261952553610113	0.44556247643094665	0.06661151036595644	0.07854296596898419	0.049452141044207545	0.05858408029664937	0.07920932841267975	0.07423943625183153	0.0642850473544952	0.055966665855256906	0.0	0.03123289306082138	0.0825524106900925	0.054923936289396125	0.08489893893888054	0.06090405977430338	0.06874808701082419	0.057002226946396575	0.07354761480111388	0.051761187017374276	0.06378921294290289	0.0906587006490972	0.10553100048962341	0.11251275466652236	0.1223054685693222	0.09200024781893928	0.07334751046357624	0.07581720416972051	0.097577583008095	0.07556227151898039	0.08239173439607775	0.11151343269035754	0.08115743592526478	0.06003968080926361	0.06022523286199785	0.09494765088598392	0.08892701343111387
w15pp	0.058603686255026904	0.029983469822630938	0.0483919280896833	0.054348975549737805	0.07000414938347066	0.058530215516996595	0.05857734495833129	0.05244779923247443	0.025820827167267493	0.05679260594208721	0.05986412453995471	0.3988413068057442	0.5758338470620782	0.5674302686910374	0.5517398586112584	0.547467217438365	0.40634368713780067	0.425710908207736	0.04675994214274577	0.05869139774577352	0.029600572820996873	0.038732512073438696	0.05935776018946907	0.05438786802862086	0.044433479131284516	0.036115097632046234	0.03123289306082138	0.0	0.06270084246688185	0.03507236806618545	0.06504737071566986	0.04105249155109271	0.048896518787613516	0.0371506587231859	0.05369604657790321	0.031909618794163604	0.04393764471969222	0.07080713242588652	0.08567943226641275	0.0926611864433117	0.10245390034611154	0.0721486795957286	0.053495942240365565	0.05596563594650985	0.07772601478488433	0.055710703295769715	0.06254016617286709	0.09166186446714689	0.061305867702054116	0.04018811258605294	0.04037366463878718	0.07509608266277325	0.06907544520790318
w6pp	0.09248416822854039	0.0638639517961444	0.08227241006319677	0.08822945752325129	0.10388463135698413	0.09241069749051006	0.09245782693184476	0.0863282812059879	0.059701309140780964	0.09067308791560068	0.09374460651346818	0.43272178877925765	0.6097143290355918	0.601310750664551	0.585620340584772	0.5813476994118786	0.4402241691113141	0.45959139018124945	0.08064042411625924	0.09257187971928699	0.06960001421805465	0.07873195347049645	0.09935720158652683	0.09438730942567863	0.08443292052834228	0.076114539029104	0.0825524106900925	0.06270084246688185	0.0	0.04036087878309226	0.08039046147257245	0.05639558230799528	0.07330372142583952	0.0615578613614119	0.07810324921612921	0.06579010076767708	0.07781812669320569	0.1046876143994	0.11955991423992622	0.12654166841682518	0.13633438231962502	0.10602916156924208	0.08737642421387903	0.08984611792002332	0.11160649675839782	0.08959118526928318	0.09642064814638056	0.12554234644066037	0.09518634967556759	0.07406859455956641	0.07425414661230065	0.10897656463628672	0.10295592718141666
f6ppA	0.064855693827844	0.03623547739544803	0.05464393566250039	0.0606009831225549	0.07625615695628775	0.06478222308981368	0.06482935253114838	0.05869980680529152	0.032072834740084585	0.0630446135149043	0.0661161321127718	0.4050933143785613	0.5820858546348954	0.5736822762638546	0.5579918661840756	0.5537192250111822	0.41259569471061774	0.43196291578055307	0.05301194971556286	0.06494340531859061	0.04197153981735825	0.051103479069800076	0.07172872718583045	0.06675883502498224	0.0568044461276459	0.04848606462840762	0.054923936289396125	0.03507236806618545	0.04036087878309226	0.0	0.052761987071876064	0.028767107907298906	0.04567524702514314	0.03392938696071552	0.050474774815432825	0.0381616263669807	0.05018965229250931	0.07705913999870362	0.09193143983922984	0.09891319401612879	0.10870590791892863	0.0784006871685457	0.05974794981318266	0.062217643519326946	0.08397802235770144	0.061962710868586804	0.06879217374568418	0.09791387203996398	0.06755787527487121	0.04644012015887003	0.04662567221160427	0.08134809023559034	0.07532745278072027
f14ppA	0.09483069647732839	0.06621048004493243	0.0846189383119848	0.0905759857720393	0.10623115960577215	0.0947572257392981	0.0948043551806328	0.08867480945477593	0.06204783738956899	0.0930196161643887	0.0960911347622562	0.4350683170280457	0.6120608572843798	0.603657278913339	0.58796686883356	0.5836942276606666	0.4425706973601022	0.4619379184300375	0.08298695236504727	0.09491840796807502	0.07194654246684266	0.08107848171928449	0.10170372983531487	0.09673383767446665	0.08677944877713031	0.07846106727789202	0.08489893893888054	0.06504737071566986	0.08039046147257245	0.052761987071876064	0.0	0.041798209905351325	0.07565024967462754	0.06390438961019992	0.08044977746491723	0.0681366290164651	0.08016465494199371	0.10703414264818802	0.12190644248871424	0.12888819666561319	0.13868091056841303	0.1083756898180301	0.08972295246266707	0.09219264616881134	0.11395302500718582	0.0919377135180712	0.09876717639516858	0.12788887468944837	0.09753287792435561	0.07641512280835443	0.07660067486108865	0.11132309288507472	0.10530245543020467
w1pp	0.07083581731275125	0.04221560088035528	0.06062405914740765	0.06658110660746215	0.08223628044119499	0.07076234657472094	0.07080947601605564	0.06467993029019878	0.038052958224991836	0.06902473699981154	0.07209625559767904	0.41107343786346856	0.5880659781198025	0.5796623997487618	0.5639719896689828	0.5596993484960894	0.41857581819552503	0.43794303926546035	0.05899207320047012	0.07092352880349787	0.04795166330226551	0.057083602554707326	0.0777088506707377	0.0727389585098895	0.06278456961255315	0.05446618811331487	0.06090405977430338	0.04105249155109271	0.05639558230799528	0.028767107907298906	0.041798209905351325	0.0	0.05165537051005038	0.03990951044562277	0.056454898300340076	0.04414174985188795	0.05616977577741657	0.08303926348361088	0.09791156332413709	0.10489331750103603	0.11468603140383588	0.08438081065345296	0.06572807329808991	0.06819776700423419	0.08995814584260868	0.06794283435349406	0.07477229723059142	0.10389399552487122	0.07353799875977846	0.05242024364377729	0.052605795696511526	0.0873282137204976	0.08130757626562753
f31pp	0.07867984454927206	0.05005962811687609	0.06846808638392846	0.07442513384398296	0.0900803076777158	0.07860637381124175	0.07865350325257645	0.07252395752671958	0.04589698546151264	0.07686876423633235	0.07994028283419985	0.41891746509998934	0.5959100053563234	0.5875064269852827	0.5718160169055037	0.5675433757326103	0.4264198454320458	0.44578706650198113	0.06683610043699093	0.07876755604001867	0.055795690538786316	0.06492762979122814	0.08555287790725852	0.0805829857464103	0.07062859684907397	0.062310215349835676	0.06874808701082419	0.048896518787613516	0.07330372142583952	0.04567524702514314	0.07565024967462754	0.05165537051005038	0.0	0.03569869472985348	0.06090301458592004	0.051985777088408756	0.06401380301393737	0.09088329072013168	0.10575559056065789	0.11273734473755684	0.12253005864035668	0.09222483788997377	0.07357210053461072	0.076041794240755	0.09780217307912949	0.07578686159001487	0.08261632446711223	0.11173802276139203	0.08138202599629926	0.06026427088029809	0.06044982293303233	0.0951722409570184	0.08915160350214833
w17pp	0.06693398448484444	0.038313768052448474	0.05672222631950084	0.06267927377955534	0.0783344476132882	0.06686051374681412	0.06690764318814882	0.060778097462291965	0.03415112539708503	0.06512290417190475	0.06819442276977225	0.4071716050355617	0.5841641452918958	0.575760566920855	0.560070156841076	0.5557975156681826	0.4146739853676182	0.4340412064375535	0.05509024037256331	0.06702169597559106	0.0440498304743587	0.05318176972680052	0.07380701784283089	0.06883712568198269	0.05888273678464634	0.050564355285408064	0.057002226946396575	0.0371506587231859	0.0615578613614119	0.03392938696071552	0.06390438961019992	0.03990951044562277	0.03569869472985348	0.0	0.04915715452149243	0.040239917023981144	0.05226794294950976	0.07913743065570406	0.09400973049623029	0.10099148467312924	0.11078419857592908	0.08047897782554614	0.061826240470183105	0.0642959341763274	0.08605631301470187	0.06404100152558725	0.07087046440268463	0.09999216269696443	0.06963616593187166	0.04851841081587048	0.04870396286860472	0.08342638089259079	0.07740574343772072
f4pp	0.08347937233956175	0.05485915590716578	0.07326761417421815	0.07922466163427265	0.09487983546800549	0.08340590160153144	0.08345303104286614	0.07732348531700928	0.050696513251802335	0.08166829202662204	0.08473981062448954	0.42371699289027903	0.6007095331466131	0.5923059547755724	0.5766155446957933	0.5723429035229	0.4312193732223355	0.4505865942922708	0.07163562822728062	0.08356708383030836	0.06059521832907601	0.06972715758151783	0.09035240569754821	0.0853825135367	0.07542812463936366	0.06710974314012537	0.07354761480111388	0.05369604657790321	0.07810324921612921	0.050474774815432825	0.08044977746491723	0.056454898300340076	0.06090301458592004	0.04915715452149243	0.0	0.05678530487869845	0.06881333080422707	0.09568281851042137	0.11055511835094758	0.11753687252784653	0.12732958643064637	0.09702436568026346	0.07837162832490041	0.08084132203104469	0.10260170086941918	0.08058638938030456	0.08741585225740192	0.11653755055168172	0.08618155378658895	0.06506379867058779	0.06524935072332202	0.09997176874730809	0.09395113129243803
f7pp	0.036249797628788646	0.012306856582787426	0.03071531484983979	0.0366723623098943	0.052327536143627146	0.04085360227715308	0.04090073171848778	0.03477118599263092	0.01884619658554691	0.049817975360366626	0.05288949395823413	0.3918666762240236	0.5688592164803578	0.560455638109317	0.544765228029538	0.5404925868566446	0.39936905655608007	0.4187362776260154	0.039785311561025195	0.05171676716405294	0.03880879054533641	0.04794072979777823	0.0685659779138086	0.0635960857529604	0.053641696855624046	0.04532331535638577	0.051761187017374276	0.031909618794163604	0.06579010076767708	0.0381616263669807	0.0681366290164651	0.04414174985188795	0.051985777088408756	0.040239917023981144	0.05678530487869845	0.0	0.018389504509177902	0.045258992215372204	0.06013129205589843	0.06711304623279739	0.07690576013559723	0.04660053938521429	0.02794780202985125	0.030417495735995535	0.052177874574370016	0.030162563085255396	0.036992025962352765	0.06611372425663258	0.0357577274915398	0.017834223959814682	0.018019776012548925	0.05274219403653499	0.04672155658166492
w14pp	0.04827782355431726	0.024334882508316037	0.0427433407753684	0.048700388235422915	0.06435556206915576	0.05288162820268169	0.05292875764401639	0.04679921191815953	0.030874222511075522	0.061846001285895236	0.06491751988376274	0.40389470214955225	0.5808872424058863	0.5724836640348455	0.5567932539550665	0.5525206127821731	0.4113970824816087	0.43076430355154405	0.05181333748655381	0.06374479308958156	0.05083681647086502	0.059968755723306844	0.08059400383933721	0.07562411167848901	0.06566972278115266	0.05735134128191438	0.06378921294290289	0.04393764471969222	0.07781812669320569	0.05018965229250931	0.08016465494199371	0.05616977577741657	0.06401380301393737	0.05226794294950976	0.06881333080422707	0.018389504509177902	0.0	0.03609769183137786	0.05096999167190407	0.05795174584880302	0.06774445975160287	0.03743923900121994	0.03106228387160802	0.03353197757775231	0.055292356416126794	0.03327704492701217	0.04010650780410954	0.06922820609838934	0.038872209333296576	0.029862249885343296	0.030047801938077538	0.06477021996206361	0.058749582507193546
w19pp	0.07514731126051157	0.051204370214510346	0.06961282848156271	0.07556987594161721	0.09122504977535006	0.079751115908876	0.0797982453502107	0.07366869962435384	0.05774371021726983	0.08871548899208954	0.09178700758995705	0.43076418985574655	0.6077567301120806	0.5993531517410399	0.5836627416612609	0.5793901004883675	0.438266570187803	0.45763379125773834	0.07868282519274811	0.09061428079577585	0.07770630417705933	0.08683824342950114	0.10746349154553152	0.1024935993846833	0.09253921048734697	0.08422082898810869	0.0906587006490972	0.07080713242588652	0.1046876143994	0.07705913999870362	0.10703414264818802	0.08303926348361088	0.09088329072013168	0.07913743065570406	0.09568281851042137	0.045258992215372204	0.03609769183137786	0.0	0.06695036020076012	0.07393211437765906	0.08372482828045891	0.053419607530075984	0.05793177157780233	0.06040146528394662	0.08216184412232111	0.060146532633206476	0.06697599551030385	0.09609769380458365	0.06574169703949088	0.0567317375915376	0.05691728964427184	0.09163970766825791	0.08561907021338784
f15pp	0.09001961110103779	0.06607667005503656	0.08448512832208893	0.09044217578214345	0.10609734961587629	0.09462341574940222	0.09467054519073692	0.08854099946488006	0.07261601005779605	0.10358778883261577	0.10665930743048327	0.4456364896962728	0.6226290299526068	0.614225451581566	0.598535041501787	0.5942624003288937	0.4531388700283292	0.4725060910982646	0.09355512503327434	0.10548658063630209	0.09257860401758555	0.10171054327002738	0.12233579138605774	0.11736589922520954	0.10741151032787319	0.09909312882863491	0.10553100048962341	0.08567943226641275	0.11955991423992622	0.09193143983922984	0.12190644248871424	0.09791156332413709	0.10575559056065789	0.09400973049623029	0.11055511835094758	0.06013129205589843	0.05096999167190407	0.06695036020076012	0.0	0.07300762298869376	0.0828003368914936	0.06012146946333054	0.07280407141832855	0.07527376512447284	0.09703414396284732	0.0750188324737327	0.08184829535083007	0.11096999364510987	0.08061399688001711	0.07160403743206382	0.07178958948479805	0.10651200750878412	0.10049137005391406
f12ppB	0.09700136527793674	0.07305842423193551	0.09146688249898788	0.0974239299590424	0.11307910379277523	0.10160516992630117	0.10165229936763587	0.095522753641779	0.079597764234695	0.11056954300951471	0.11364106160738222	0.45261824387317173	0.6296107841295058	0.621207205758465	0.605516795678686	0.6012441545057926	0.46012062420522815	0.4794878452751635	0.10053687921017329	0.11246833481320104	0.0995603581944845	0.10869229744692632	0.1293175455629567	0.12434765340210849	0.11439326450477214	0.10607488300553386	0.11251275466652236	0.0926611864433117	0.12654166841682518	0.09891319401612879	0.12888819666561319	0.10489331750103603	0.11273734473755684	0.10099148467312924	0.11753687252784653	0.06711304623279739	0.05795174584880302	0.07393211437765906	0.07300762298869376	0.0	0.0732250638094723	0.06710322364022948	0.0797858255952275	0.08225551930137179	0.10401589813974627	0.08200058665063165	0.08883004952772902	0.11795174782200882	0.08759575105691605	0.07858579160896277	0.078771343661697	0.11349376168568306	0.10747312423081301
w32pp	0.10679407918073658	0.08285113813473535	0.10125959640178772	0.10721664386184224	0.12287181769557508	0.11139788382910101	0.11144501327043571	0.10531546754457885	0.08939047813749484	0.12036225691231456	0.12343377551018206	0.4624109577759715	0.6394034980323057	0.6309999196612649	0.6153095095814859	0.6110368684085925	0.46991333810802804	0.4892805591779633	0.11032959311297313	0.12226104871600088	0.10935307209728434	0.11848501134972617	0.13911025946575653	0.13414036730490833	0.12418597840757198	0.1158675969083337	0.1223054685693222	0.10245390034611154	0.13633438231962502	0.10870590791892863	0.13868091056841303	0.11468603140383588	0.12253005864035668	0.11078419857592908	0.12732958643064637	0.07690576013559723	0.06774445975160287	0.08372482828045891	0.0828003368914936	0.0732250638094723	0.0	0.07689593754302933	0.08957853949802734	0.09204823320417163	0.11380861204254611	0.09179330055343149	0.09862276343052886	0.12774446172480866	0.0973884649597159	0.08837850551176261	0.08856405756449684	0.12328647558848291	0.11726583813361285
w21pp	0.07648885843035366	0.05254591738435243	0.07095437565140479	0.07691142311145929	0.09256659694519215	0.08109266307871808	0.08113979252005278	0.07501024679419592	0.059085257387111914	0.09005703616193163	0.09312855475979913	0.43210573702558863	0.6090982772819227	0.6006946989108819	0.5850042888311029	0.5807316476582095	0.4396081173576451	0.4589753384275804	0.08002437236259019	0.09195582796561794	0.07904785134690141	0.08817979059934322	0.1088050387153736	0.10383514655452539	0.09388075765718905	0.08556237615795077	0.09200024781893928	0.0721486795957286	0.10602916156924208	0.0784006871685457	0.1083756898180301	0.08438081065345296	0.09222483788997377	0.08047897782554614	0.09702436568026346	0.04660053938521429	0.03743923900121994	0.053419607530075984	0.06012146946333054	0.06710322364022948	0.07689593754302933	0.0	0.05927331874764441	0.0617430124537887	0.08350339129216319	0.06148807980304856	0.06831754268014593	0.09743924097442573	0.06708324420933297	0.058073284761379684	0.05825883681411392	0.09298125483809999	0.08696061738322994
f16ppA	0.057836121074990615	0.03389318002898939	0.05230163829604175	0.05825868575609626	0.0739138595898291	0.06243992572335504	0.06248705516468974	0.05635750943883287	0.04043252003174887	0.0714042988065686	0.0744758174044361	0.4134529996702256	0.5904455399265597	0.5820419615555189	0.5663515514757399	0.5620789103028465	0.42095538000228205	0.4403226010722174	0.06137163500722716	0.0733030906102549	0.06039511399153837	0.06952705324398019	0.09015230136001057	0.08518240919916235	0.07522802030182602	0.06690963880258774	0.07334751046357624	0.053495942240365565	0.08737642421387903	0.05974794981318266	0.08972295246266707	0.06572807329808991	0.07357210053461072	0.061826240470183105	0.07837162832490041	0.02794780202985125	0.03106228387160802	0.05793177157780233	0.07280407141832855	0.0797858255952275	0.08957853949802734	0.05927331874764441	0.0	0.03283592614301885	0.06060071368079879	0.03858540219168417	0.04541486506878154	0.07453656336306133	0.044180566597968575	0.03942054740601665	0.03960609945875089	0.07432851748273696	0.06830788002786689
w3pp	0.06030581478113489	0.03636287373513367	0.054771332002186035	0.06072837946224054	0.07638355329597339	0.06490961942949933	0.06495674887083402	0.058827203144977164	0.04290221373789316	0.07387399251271287	0.07694551111058037	0.4159226933763699	0.5929152336327039	0.5845116552616632	0.5688212451818841	0.5645486040089908	0.4234250737084263	0.4427922947783617	0.06384132871337145	0.0757727843163992	0.06286480769768266	0.07199674695012448	0.09262199506615484	0.08765210290530664	0.07769771400797029	0.06937933250873202	0.07581720416972051	0.05596563594650985	0.08984611792002332	0.062217643519326946	0.09219264616881134	0.06819776700423419	0.076041794240755	0.0642959341763274	0.08084132203104469	0.030417495735995535	0.03353197757775231	0.06040146528394662	0.07527376512447284	0.08225551930137179	0.09204823320417163	0.0617430124537887	0.03283592614301885	0.0	0.06307040738694308	0.04105509589782845	0.047884558774925826	0.07700625706920562	0.04665026030411286	0.04189024111216093	0.04207579316489517	0.07679821118888124	0.07077757373401117
w2pp	0.08206619361950938	0.05812325257350816	0.07653171084056051	0.08248875830061503	0.09814393213434788	0.0866699982678738	0.0867171277092085	0.08058758198335164	0.06466259257626764	0.09563437135108735	0.09870588994895485	0.43768307221474434	0.6146756124710785	0.6062720341000377	0.5905816240202587	0.5863089828473653	0.4451854525468008	0.46455267361673613	0.08560170755174593	0.09753316315477367	0.08462518653605713	0.09375712578849896	0.11438237390452932	0.10941248174368112	0.09945809284634477	0.0911397113471065	0.097577583008095	0.07772601478488433	0.11160649675839782	0.08397802235770144	0.11395302500718582	0.08995814584260868	0.09780217307912949	0.08605631301470187	0.10260170086941918	0.052177874574370016	0.055292356416126794	0.08216184412232111	0.09703414396284732	0.10401589813974627	0.11380861204254611	0.08350339129216319	0.06060071368079879	0.06307040738694308	0.0	0.02969977024234865	0.05665161714250944	0.08577331543678923	0.05541731867169648	0.06365061995053542	0.06383617200326966	0.09855859002725573	0.09253795257238566
f2pp	0.06005088213039476	0.03610794108439353	0.05451639935144589	0.06047344681150041	0.07612862064523325	0.06465468677875919	0.06470181622009388	0.05857227049423702	0.042647281087153016	0.07361905986197273	0.07669057845984023	0.4156677607256297	0.5926603009819639	0.5842567226109231	0.5685663125311441	0.5642936713582507	0.4231701410576862	0.4425373621276215	0.0635863960626313	0.07551785166565905	0.06260987504694251	0.07174181429938434	0.0923670624154147	0.0873971702545665	0.07744278135723015	0.06912439985799188	0.07556227151898039	0.055710703295769715	0.08959118526928318	0.061962710868586804	0.0919377135180712	0.06794283435349406	0.07578686159001487	0.06404100152558725	0.08058638938030456	0.030162563085255396	0.03327704492701217	0.060146532633206476	0.0750188324737327	0.08200058665063165	0.09179330055343149	0.06148807980304856	0.03858540219168417	0.04105509589782845	0.02969977024234865	0.0	0.034636305653394824	0.06375800394767461	0.03340200718258186	0.041635308461420786	0.04182086051415503	0.07654327853814111	0.07052264108327104
f24pp	0.06688034500749213	0.04293740396149091	0.06134586222854327	0.06730290968859778	0.08295808352233063	0.07148414965585656	0.07153127909719126	0.0654017333713344	0.04947674396425039	0.0804485227390701	0.0835200413369376	0.4224972236027271	0.5994897638590612	0.5910861854880204	0.5753957754082414	0.571123134235348	0.42999960393478354	0.4493668250047189	0.07041585893972868	0.08234731454275643	0.06943933792403989	0.07857127717648171	0.09919652529251208	0.09422663313166388	0.08427224423432753	0.07595386273508925	0.08239173439607775	0.06254016617286709	0.09642064814638056	0.06879217374568418	0.09876717639516858	0.07477229723059142	0.08261632446711223	0.07087046440268463	0.08741585225740192	0.036992025962352765	0.04010650780410954	0.06697599551030385	0.08184829535083007	0.08883004952772902	0.09862276343052886	0.06831754268014593	0.04541486506878154	0.047884558774925826	0.05665161714250944	0.034636305653394824	0.0	0.05867059173689623	0.02831459497180347	0.04846477133851816	0.0486503233912524	0.08337274141523847	0.0773521039603684
f19pp	0.09600204330177192	0.0720591022557707	0.09046756052282307	0.09642460798287758	0.11207978181661042	0.10060584795013636	0.10065297739147105	0.0945234316656142	0.07859844225853019	0.1095702210333499	0.1126417396312174	0.4516189218970069	0.628611462153341	0.6202078837823002	0.6045174737025212	0.6002448325296278	0.45912130222906333	0.4784885232989987	0.09953755723400848	0.11146901283703622	0.09856103621831969	0.10769297547076151	0.12831822358679187	0.12334833142594367	0.11339394252860732	0.10507556102936905	0.11151343269035754	0.09166186446714689	0.12554234644066037	0.09791387203996398	0.12788887468944837	0.10389399552487122	0.11173802276139203	0.09999216269696443	0.11653755055168172	0.06611372425663258	0.06922820609838934	0.09609769380458365	0.11096999364510987	0.11795174782200882	0.12774446172480866	0.09743924097442573	0.07453656336306133	0.07700625706920562	0.08577331543678923	0.06375800394767461	0.05867059173689623	0.0	0.041611832691781855	0.07758646963279796	0.07777202168553218	0.11249443970951825	0.1064738022546482
