	w31pp	w21pp	w15pp	w9pp	w4pp	w14pp	f4pp	w10pp	w7pp	w16pp	f32pp	f2pp	f19pp	f6ppA	w22pp	w28pp	w26pp	f12ppA	f10pp	f1pp	f15pp	f12ppB	w20pp	f20ppA	f18pp	w13pp	31021	31360	S14Hp	31300	31519	S4Hp	530364	S30H1	f26pp	f7pp	f6ppB	f24pp	w3pp	w27pp	w23pp	f14ppA	w18pp	f8pp	f30pp	f14ppB	f13pp	f23ppA	w8pp	w12pp	f17ppB	w17pp	w2pp	w1pp	f21pp	w32pp	w6pp	w11pp	f11pp	w24pp	w25pp	w19pp
f15pp	0.11906911278233437	0.12207848133811561	0.10359819248652838	0.07908123130951421	0.0683255782640651	0.08442500281095339	0.04547001059453338	0.038466274798598855	0.061459691693231955	0.029693360870055932	0.04690453216483609	0.029076334771044106	0.03701286447819227	0.025172462290372052	0.0433713598981844	0.03469404401902954	0.020207010963800627	0.033467965823569215	0.021140776575207486	0.023304713661062414	0.0	0.013981076364982225	0.03422785780286039	0.03825654133144274	0.0694888613302697	0.06037622776679723	0.7318176605590613	0.7104330552420947	0.7739662892235378	0.7646452171754532	0.8014166488331214	0.754736553427572	0.8210407242122818	0.7785274728532402	0.09163449058730404	0.09830231889851852	0.13707390001297434	0.07943640843159519	0.06860316265386478	0.11894201054430455	0.0492340250247149	0.06909690227397663	0.05216504618226951	0.0875291919845246	0.04909277489882968	0.08075767607112705	0.036647907214995196	0.057887515194114864	0.039095380446538694	0.048721539850100554	0.04085505813979895	0.045325270577735444	0.08127919817822189	0.07501779327710648	0.05090644735726083	0.07028475411213589	0.09069456162551	0.09381847135428507	0.09077476222888492	0.10930808665701089	0.10529567403682032	0.0911065758143002
f12ppB	0.13304818914631655	0.1360575577020978	0.11757726885051056	0.09306030767349638	0.08230465462804729	0.09840407917493556	0.05944908695851556	0.05244535116258103	0.07543876805721414	0.0436724372340381	0.06088360852881826	0.04305541113502628	0.05099194084217444	0.03915153865435422	0.05735043626216657	0.04867312038301171	0.0341860873277828	0.047447042187551386	0.03511985293918966	0.03728379002504458	0.013981076364982225	0.0	0.04820693416684256	0.05223561769542491	0.08346793769425187	0.0743553041307794	0.7457967369230434	0.7244121316060768	0.7879453655875199	0.7786242935394353	0.8153957251971035	0.7687156297915541	0.8350198005762639	0.7925065492172223	0.10561356695128621	0.1122813952625007	0.15105297637695653	0.09341548479557737	0.08258223901784695	0.13292108690828672	0.06321310138869707	0.0830759786379588	0.06614412254625168	0.10150826834850678	0.06307185126281185	0.09473675243510922	0.05062698357897737	0.07186659155809703	0.053074456810520865	0.06270061621408272	0.05483413450378112	0.05930434694171762	0.09525827454220406	0.08899686964108866	0.06488552372124301	0.08426383047611807	0.10467363798949217	0.10779754771826724	0.10475383859286709	0.12328716302099307	0.1192747504008025	0.10508565217828239
w20pp	0.09428549144116732	0.09729485999694856	0.07881457114536133	0.054297609968347156	0.04354195692289807	0.05964138146978634	0.02068638925336634	0.013682653457431816	0.0406198444195521	0.020725470667319088	0.03793664196209924	0.029577499989519616	0.05156027242776534	0.03971987023994512	0.05791876784775747	0.04924145196860261	0.03475441891337369	0.048015373773142286	0.03568818452478055	0.049636206772521375	0.03422785780286039	0.04820693416684256	0.0	0.004030683529582407	0.035263003528409366	0.026152369965936964	0.6975938027582009	0.6762091974412343	0.7397424314226775	0.7304213593745928	0.767192791032261	0.7205126956267116	0.7868168664114215	0.7443036150523799	0.05741063278644377	0.06407846109765826	0.10285004221211409	0.04521255063073492	0.03437930485300451	0.08471815274344428	0.015010167223854627	0.03487304447311636	0.017941188381409245	0.05330533418366433	0.01486891709796941	0.04653381827026677	0.0024240494141349275	0.023663657393254593	0.004871522645678422	0.014497682049240278	0.0066312003389386795	0.020541649236568402	0.056495576837054855	0.050234171935939445	0.026122826016093798	0.04550113277096885	0.06591094028434295	0.06903485001311802	0.06599114088771788	0.08452446531584384	0.08051205269565327	0.06632295447313316
f20ppA	0.09831417496974967	0.10132354352553091	0.08284325467394368	0.058326293496929506	0.04757064045148042	0.06367006499836869	0.024715072781948687	0.017711336986014167	0.044648527948134446	0.024754154195901438	0.04196532549068159	0.03360618351810196	0.05558895595634769	0.043748553768527466	0.06194745137633982	0.05327013549718496	0.03878310244195604	0.052044057301724636	0.0397168680533629	0.053664890301103725	0.03825654133144274	0.05223561769542491	0.004030683529582407	0.0	0.031234319999827016	0.03018105349451931	0.7016224862867833	0.6802378809698166	0.7437711149512598	0.7344500429031752	0.7712214745608433	0.7245413791552939	0.7908455499400038	0.7483322985809622	0.06143931631502612	0.06810714462624061	0.10687872574069644	0.04924123415931727	0.038407988381586856	0.08874683627202663	0.019038850752436977	0.03890172800169871	0.02196987190999159	0.05733401771224668	0.01889760062655176	0.05056250179884912	0.006452732942717276	0.02769234092183694	0.00890020617426077	0.018526365577822626	0.01065988386752103	0.024570332765150752	0.0605242603656372	0.05426285546452179	0.030151509544676144	0.0495298162995512	0.0699396238129253	0.07306353354170037	0.07001982441630022	0.0885531488444262	0.08454073622423562	0.07035163800171551
f18pp	0.12954649496857665	0.1325558635243579	0.11407557467277066	0.08955861349575647	0.07880296045030738	0.09490238499719565	0.05594739278077565	0.04894365698484113	0.0758808479469614	0.055986474194728394	0.07319764548950855	0.06483850351692892	0.08682127595517465	0.07498087376735443	0.09317977137516678	0.08450245549601193	0.070015422440783	0.0832763773005516	0.07094918805218986	0.08489721029993069	0.0694888613302697	0.08346793769425187	0.035263003528409366	0.031234319999827016	0.0	0.061413373493346274	0.7328548062856103	0.7114702009686437	0.7750034349500868	0.7656823629020022	0.8024537945596704	0.755773699154121	0.8220778699388308	0.7795646185797892	0.09267163631385308	0.09933946462506757	0.1381110457395234	0.08047355415814422	0.06964030838041382	0.11997915627085359	0.05027117075126394	0.07013404800052567	0.05320219190881855	0.08856633771107364	0.050129920625378716	0.08179482179767608	0.037685052941544235	0.058924660920663896	0.040132526173087726	0.049758685576649586	0.04189220386634799	0.055802652763977716	0.09175658036446416	0.08549517546334875	0.061383829543503104	0.08076213629837817	0.10117194381175226	0.10429585354052734	0.10125214441512718	0.11978546884325317	0.1157730562230626	0.10158395800054248
w13pp	0.12043386140510418	0.12344322996088541	0.10496294110929819	0.08044597993228401	0.06969032688683491	0.0857897514337232	0.046834759217303186	0.03983102342136866	0.06676821438348894	0.046873840631255936	0.06408501192603608	0.055725869953456464	0.07770864239170219	0.06586824020388196	0.08406713781169431	0.07538982193253946	0.06090278887731054	0.07416374373707912	0.061836554488717395	0.07578457673645822	0.06037622776679723	0.0743553041307794	0.026152369965936964	0.03018105349451931	0.061413373493346274	0.0	0.7060096651962757	0.6846250598793091	0.7481582938607523	0.7388372218126676	0.7756086534703358	0.7289285580647864	0.7952327288494963	0.7527194774904546	0.06582649522451861	0.0724943235357331	0.11126590465018892	0.05362841306880976	0.04279516729107935	0.0931340151815191	0.02342602966192947	0.0432889069111912	0.026357050819484088	0.06829934103853565	0.03530139926656215	0.07148069922599797	0.028570419377071717	0.04981002735619138	0.031017892608615212	0.040644052012177065	0.03277757030187547	0.04669001920050525	0.0826439468009917	0.07638254189987628	0.05227119598003064	0.0716495027349057	0.0920593102482798	0.09518321997705488	0.09213951085165473	0.1106728352797807	0.10666042265959012	0.09247132443707001
31021	0.7918752941973684	0.7948846627531496	0.7764043739015624	0.7518874127245482	0.7411317596790991	0.7572311842259873	0.7182761920095673	0.7112724562136327	0.738209647175753	0.71831527342352	0.7355264447183001	0.7271673027457205	0.7491500751839661	0.737309672996146	0.7555085706039584	0.7468312547248035	0.7323442216695746	0.7456051765293431	0.7332779872809814	0.7472260095287222	0.7318176605590613	0.7457967369230434	0.6975938027582009	0.7016224862867833	0.7328548062856103	0.7060096651962757	0.0	0.24754879560421506	0.3110820295856582	0.3017609575375736	0.33853238919524176	0.29185229378969235	0.3581564645744022	0.3156432132153606	0.6749740775388465	0.681641905850061	0.7204134869645169	0.6747735104844281	0.6858348051416914	0.7361736530321312	0.6825856355353463	0.7024505127856081	0.685518656693901	0.7397407738307996	0.706742832058826	0.742922132018262	0.7000118521693357	0.7212514601484553	0.7024593254008792	0.712085484804441	0.7042190030941394	0.7181314519927693	0.7540853795932558	0.7478239746921403	0.7237126287722948	0.7430909355271699	0.763500743040544	0.766624652769319	0.7635809436439189	0.7821142680720449	0.7781018554518543	0.7639127572293342
31360	0.7704906888804017	0.773500057436183	0.7550197685845957	0.7305028074075816	0.7197471543621324	0.7358465789090207	0.6968915866926007	0.689887850896666	0.7168250418587864	0.6969306681065534	0.7141418394013335	0.7057826974287539	0.7277654698669995	0.7159250676791794	0.7341239652869918	0.7254466494078369	0.710959616352608	0.7242205712123765	0.7118933819640147	0.7258414042117556	0.7104330552420947	0.7244121316060768	0.6762091974412343	0.6802378809698166	0.7114702009686437	0.6846250598793091	0.24754879560421506	0.0	0.2284683078790682	0.21914723583098356	0.2559186674886517	0.20923857208310237	0.27554274286781216	0.23302949150877061	0.6535894722218799	0.6602573005330944	0.6990288816475503	0.6533889051674615	0.6644501998247248	0.7147890477151646	0.6612010302183797	0.6810659074686415	0.6641340513769344	0.718356168513833	0.6853582267418594	0.7215375267012953	0.6786272468523691	0.6998668548314887	0.6810747200839126	0.6907008794874744	0.6828343977771728	0.6967468466758027	0.7327007742762892	0.7264393693751737	0.7023280234553282	0.7217063302102033	0.7421161377235774	0.7452400474523524	0.7421963383269523	0.7607296627550783	0.7567172501348877	0.7425281519123675
S14Hp	0.8340239228618449	0.8370332914176262	0.8185530025660389	0.7940360413890247	0.7832803883435756	0.7993798128904639	0.7604248206740438	0.7534210848781092	0.7803582758402295	0.7604639020879965	0.7776750733827766	0.769315931410197	0.7912987038484427	0.7794583016606226	0.7976571992684349	0.78897988338928	0.7744928503340511	0.7877538051938197	0.7754266159454579	0.7893746381931988	0.7739662892235378	0.7879453655875199	0.7397424314226775	0.7437711149512598	0.7750034349500868	0.7481582938607523	0.3110820295856582	0.2284683078790682	0.0	0.0695839840552164	0.26669710428122917	0.22001700887567976	0.28632117966038956	0.243807928301348	0.7171227062033231	0.7237905345145376	0.7625621156289935	0.7169221391489047	0.7279834338061679	0.7783222816966078	0.7247342641998229	0.7445991414500847	0.7276672853583775	0.7818894024952762	0.7488914607233026	0.7850707606827385	0.7421604808338123	0.7634000888129319	0.7446079540653557	0.7542341134689176	0.746367631758616	0.7602800806572458	0.7962340082577324	0.7899726033566169	0.7658612574367714	0.7852395641916464	0.8056493717050206	0.8087732814337956	0.8057295723083955	0.8242628967365214	0.8202504841163308	0.8060613858938107
31300	0.8247028508137603	0.8277122193695415	0.8092319305179543	0.7847149693409401	0.773959316295491	0.7900587408423793	0.7511037486259592	0.7441000128300246	0.7710372037921449	0.7511428300399119	0.768354001334692	0.7599948593621124	0.7819776318003582	0.7701372296125379	0.7883361272203503	0.7796588113411954	0.7651717782859665	0.778432733145735	0.7661055438973733	0.7800535661451141	0.7646452171754532	0.7786242935394353	0.7304213593745928	0.7344500429031752	0.7656823629020022	0.7388372218126676	0.3017609575375736	0.21914723583098356	0.0695839840552164	0.0	0.25737603223314454	0.21069593682759516	0.277000107612305	0.2344868562532634	0.7078016341552384	0.7144694624664529	0.7532410435809088	0.70760106710082	0.7186623617580833	0.769001209648523	0.7154131921517383	0.735278069402	0.7183462133102929	0.7725683304471915	0.739570388675218	0.7757496886346539	0.7328394087857276	0.7540790167648472	0.7352868820172711	0.7449130414208329	0.7370465597105313	0.7509590086091612	0.7869129362096478	0.7806515313085323	0.7565401853886867	0.7759184921435618	0.796328299656936	0.799452209385711	0.7964085002603108	0.8149418246884368	0.8109294120682462	0.7967403138457261
31519	0.8614742824714284	0.8644836510272097	0.8460033621756224	0.8214864009986083	0.8107307479531591	0.8268301725000474	0.7878751802836274	0.7808714444876927	0.8078086354498131	0.78791426169758	0.8051254329923602	0.7967662910197806	0.8187490634580263	0.8069086612702061	0.8251075588780185	0.8164302429988636	0.8019432099436347	0.8152041648034032	0.8028769755550414	0.8168249978027823	0.8014166488331214	0.8153957251971035	0.767192791032261	0.7712214745608433	0.8024537945596704	0.7756086534703358	0.33853238919524176	0.2559186674886517	0.26669710428122917	0.25737603223314454	0.0	0.09066706369022275	0.24518476318981147	0.20267151183076992	0.7445730658129066	0.7512408941241211	0.790012475238577	0.7443724987584882	0.7554337934157515	0.8057726413061912	0.7521846238094064	0.7720495010596682	0.7551176449679611	0.8093397621048597	0.7763418203328861	0.812521120292322	0.7696108404433958	0.7908504484225154	0.7720583136749393	0.7816844730785011	0.7738179913681995	0.7877304402668294	0.8236843678673159	0.8174229629662004	0.7933116170463549	0.81268992380123	0.8330997313146041	0.8362236410433792	0.833179931917979	0.851713256346105	0.8477008437259144	0.8335117455033942
S4Hp	0.814794187065879	0.8178035556216603	0.799323266770073	0.7748063055930589	0.7640506525476097	0.780150077094498	0.741195084878078	0.7341913490821433	0.7611285400442637	0.7412341662920306	0.7584453375868108	0.7500861956142312	0.7720689680524768	0.7602285658646567	0.778427463472469	0.7697501475933142	0.7552631145380853	0.7685240693978538	0.756196880149492	0.7701449023972329	0.754736553427572	0.7687156297915541	0.7205126956267116	0.7245413791552939	0.755773699154121	0.7289285580647864	0.29185229378969235	0.20923857208310237	0.22001700887567976	0.21069593682759516	0.09066706369022275	0.0	0.19850466778426207	0.15599141642522052	0.6978929704073572	0.7045607987185717	0.7433323798330276	0.6976924033529388	0.708753698010202	0.7590925459006419	0.705504528403857	0.7253694056541188	0.7084375495624117	0.7626596666993103	0.7296617249273367	0.7658410248867726	0.7229307450378464	0.744170353016966	0.7253782182693899	0.7350043776729517	0.7271378959626501	0.74105034486128	0.7770042724617665	0.770742867560651	0.7466315216408055	0.7660098283956805	0.7864196359090547	0.7895435456378297	0.7864998365124296	0.8050331609405555	0.801020748320365	0.7868316500978448
530364	0.8810983578505889	0.8841077264063701	0.8656274375547829	0.8411104763777687	0.8303548233323196	0.8464542478792079	0.8074992556627878	0.8004955198668532	0.8274327108289735	0.8075383370767405	0.8247495083715206	0.816390366398941	0.8383731388371867	0.8265327366493666	0.8447316342571789	0.836054318378024	0.8215672853227951	0.8348282401825636	0.8225010509342019	0.8364490731819427	0.8210407242122818	0.8350198005762639	0.7868168664114215	0.7908455499400038	0.8220778699388308	0.7952327288494963	0.3581564645744022	0.27554274286781216	0.28632117966038956	0.277000107612305	0.24518476318981147	0.19850466778426207	0.0	0.14241047133921014	0.764197141192067	0.7708649695032815	0.8096365506177374	0.7639965741376487	0.7750578687949119	0.8253967166853518	0.7718086991885669	0.7916735764388286	0.7747417203471215	0.8289638374840201	0.7959658957120466	0.8321451956714825	0.7892349158225562	0.8104745238016758	0.7916823890540997	0.8013085484576615	0.79344206674736	0.8073545156459898	0.8433084432464764	0.8370470383453609	0.8129356924255153	0.8323139991803904	0.8527238066937646	0.8558477164225395	0.8528040072971395	0.8713373317252654	0.8673249191050748	0.8531358208825547
S30H1	0.8385851064915473	0.8415944750473285	0.8231141861957413	0.7985972250187271	0.787841571973278	0.8039409965201663	0.7649860043037462	0.7579822685078116	0.7849194594699319	0.7650250857176989	0.782236257012479	0.7738771150398994	0.7958598874781451	0.784019485290325	0.8022183828981373	0.7935410670189824	0.7790540339637535	0.792314988823522	0.7799877995751603	0.7939358218229011	0.7785274728532402	0.7925065492172223	0.7443036150523799	0.7483322985809622	0.7795646185797892	0.7527194774904546	0.3156432132153606	0.23302949150877061	0.243807928301348	0.2344868562532634	0.20267151183076992	0.15599141642522052	0.14241047133921014	0.0	0.7216838898330254	0.7283517181442399	0.7671232992586958	0.721483322778607	0.7325446174358703	0.7828834653263101	0.7292954478295253	0.749160325079787	0.7322284689880799	0.7864505861249785	0.753452644353005	0.7896319443124409	0.7467216644635146	0.7679612724426342	0.7491691376950581	0.7587952970986199	0.7509288153883183	0.7648412642869482	0.8007951918874348	0.7945337869863193	0.7704224410664737	0.7898007478213488	0.810210555334723	0.8133344650634979	0.8102907559380979	0.8288240803662238	0.8248116677460332	0.8106225695235131
f26pp	0.15169212422561099	0.15470149278139222	0.136221203929805	0.11170424275279081	0.10094858970734172	0.11704801425422999	0.07809302203780999	0.07108928624187547	0.09802647720399575	0.07813210345176275	0.09534327474654289	0.08698413277396327	0.108966905212209	0.09712650302438877	0.11532540063220112	0.10664808475304627	0.09216105169781735	0.10542200655758593	0.0930948173092242	0.10704283955696503	0.09163449058730404	0.10561356695128621	0.05741063278644377	0.06143931631502612	0.09267163631385308	0.06582649522451861	0.6749740775388465	0.6535894722218799	0.7171227062033231	0.7078016341552384	0.7445730658129066	0.6978929704073572	0.764197141192067	0.7216838898330254	0.0	0.028247719745439468	0.06701930085989527	0.03459034051267104	0.04565163516993434	0.0959904830603741	0.042402465563589196	0.06226734281385098	0.04533548672214387	0.09955760385904244	0.06655966208706895	0.10273896204650476	0.05982868219757852	0.08106829017669819	0.062276155429122015	0.07190231483268388	0.06403583312238227	0.07794828202101205	0.1139022096214985	0.1076408047203831	0.08352945880053744	0.1029077655554125	0.1233175730687866	0.12644148279756168	0.12339777367216152	0.1419310981002875	0.13791868548009695	0.12372958725757682
f7pp	0.15835995253682547	0.1613693210926067	0.14288903224101948	0.1183720710640053	0.1076164180185562	0.12371584256544448	0.08476085034902447	0.07775711455308995	0.10469430551521022	0.08479993176297722	0.10201110305775737	0.09365196108517775	0.11563473352342347	0.10379433133560326	0.1219932289434156	0.11331591306426075	0.09882888000903182	0.11208983486880042	0.09976264562043868	0.11371066786817952	0.09830231889851852	0.1122813952625007	0.06407846109765826	0.06810714462624061	0.09933946462506757	0.0724943235357331	0.681641905850061	0.6602573005330944	0.7237905345145376	0.7144694624664529	0.7512408941241211	0.7045607987185717	0.7708649695032815	0.7283517181442399	0.028247719745439468	0.0	0.06648883231997227	0.041258168823885534	0.05231946348114883	0.1026583113715886	0.04907029387480369	0.06893517112506548	0.052003315033358366	0.10622543217025693	0.07322749039828344	0.10940679035771925	0.066496510508793	0.08773611848791267	0.0689439837403365	0.07857014314389836	0.07070366143359676	0.08461611033222653	0.12057003793271298	0.11430863303159758	0.09019728711175193	0.10957559386662699	0.1299854013800011	0.13310931110877616	0.13006560198337602	0.148598926411502	0.14458651379131143	0.1303974155687913
f6ppB	0.19713153365128133	0.20014090220706257	0.18166061335547534	0.15714365217846116	0.14638799913301204	0.16248742367990032	0.12353243146348031	0.11652869566754578	0.14346588662966606	0.12357151287743305	0.1407826841722132	0.1324235421996336	0.1544063146378793	0.1425659124500591	0.16076481005787144	0.1520874941787166	0.13760046112348767	0.15086141598325625	0.13853422673489452	0.15248224898263535	0.13707390001297434	0.15105297637695653	0.10285004221211409	0.10687872574069644	0.1381110457395234	0.11126590465018892	0.7204134869645169	0.6990288816475503	0.7625621156289935	0.7532410435809088	0.790012475238577	0.7433323798330276	0.8096365506177374	0.7671232992586958	0.06701930085989527	0.06648883231997227	0.0	0.08002974993834135	0.09109104459560464	0.1414298924860444	0.08784187498925951	0.1077067522395213	0.09077489614781419	0.14499701328471276	0.11199907151273926	0.14817837147217508	0.10526809162324884	0.12650769960236852	0.10771556485479233	0.1173417242583542	0.10947524254805259	0.12338769144668237	0.15934161904716881	0.1530802141460534	0.12896886822620776	0.14834717498108282	0.16875698249445695	0.17188089222323202	0.16883718309783186	0.18737050752595782	0.18335809490576727	0.16916899668324717
f24pp	0.13949404206990215	0.1425034106256834	0.12402312177409616	0.09950616059708198	0.08875050755163288	0.10484993209852116	0.06589493988210116	0.058891204086166625	0.0858283950482869	0.0659340212960539	0.08314519259083406	0.07478605061825443	0.09676882305650014	0.08492842086867992	0.10312731847649229	0.09445000259733742	0.0799629695421085	0.0932239244018771	0.08089673515351536	0.09484475740125618	0.07943640843159519	0.09341548479557737	0.04521255063073492	0.04924123415931727	0.08047355415814422	0.05362841306880976	0.6747735104844281	0.6533889051674615	0.7169221391489047	0.70760106710082	0.7443724987584882	0.6976924033529388	0.7639965741376487	0.721483322778607	0.03459034051267104	0.041258168823885534	0.08002974993834135	0.0	0.0334535530142255	0.08379240090466525	0.030204383407880352	0.05006926065814214	0.033137404566435026	0.08735952170333361	0.05436157993136011	0.09054087989079593	0.04763060004186967	0.06887020802098934	0.05007807327341317	0.05970423267697502	0.051837750966673424	0.06575019986530321	0.10170412746578966	0.09544272256467426	0.07133137664482861	0.09070968339970367	0.11111949091307777	0.11424340064185284	0.11119969151645269	0.12973301594457867	0.1257206033243881	0.11153150510186799
w3pp	0.12866079629217173	0.13167016484795296	0.11318987599636574	0.08867291481935156	0.07791726177390247	0.09401668632079074	0.055061694104370736	0.04805795830843621	0.07499514927055649	0.055100775518323486	0.07231194681310363	0.06395280484052401	0.08593557727876974	0.07409517509094951	0.09229407269876186	0.08361675681960701	0.06912972376437809	0.08239067862414667	0.07006348937578494	0.08401151162352577	0.06860316265386478	0.08258223901784695	0.03437930485300451	0.038407988381586856	0.06964030838041382	0.04279516729107935	0.6858348051416914	0.6644501998247248	0.7279834338061679	0.7186623617580833	0.7554337934157515	0.708753698010202	0.7750578687949119	0.7325446174358703	0.04565163516993434	0.05231946348114883	0.09109104459560464	0.0334535530142255	0.0	0.06984877682747072	0.019371137630149932	0.039236014880411715	0.022304158788704606	0.07652627592560318	0.043528334153629694	0.0797076341130655	0.036797354264139256	0.058036962243258924	0.039244827495682755	0.04887098689924461	0.04100450518894301	0.0549169540875728	0.09087088168805925	0.08460947678694383	0.06049813086709819	0.07987643762197325	0.10028624513534735	0.10341015486412243	0.10036644573872228	0.11889977016684825	0.11488735754665767	0.10069825932413756
w27pp	0.1789996441826115	0.18200901273839273	0.1635287238868055	0.13901176270979132	0.12825610966434223	0.1443555342112305	0.1054005419948105	0.09839680619887597	0.12533399716099625	0.10543962340876324	0.1226507947035434	0.11429165273096377	0.1362744251692095	0.12443402298138928	0.14263292058920163	0.13395560471004678	0.11946857165481785	0.13272952651458644	0.12040233726622471	0.13435035951396554	0.11894201054430455	0.13292108690828672	0.08471815274344428	0.08874683627202663	0.11997915627085359	0.0931340151815191	0.7361736530321312	0.7147890477151646	0.7783222816966078	0.769001209648523	0.8057726413061912	0.7590925459006419	0.8253967166853518	0.7828834653263101	0.0959904830603741	0.1026583113715886	0.1414298924860444	0.08379240090466525	0.06984877682747072	0.0	0.0697099855205897	0.08957486277085148	0.07264300667914438	0.12686512381604295	0.09386718204406945	0.13004648200350527	0.08713620215457903	0.1083758101336987	0.08958367538612252	0.09920983478968438	0.09134335307938278	0.10525580197801256	0.141209729578499	0.1349483246773836	0.11083697875753795	0.13021528551241301	0.1506250930257871	0.1537490027545622	0.15070529362916202	0.169238618057288	0.16522620543709743	0.15103710721457733
w23pp	0.10929165866302185	0.11230102721880307	0.09382073836721586	0.06930377719020167	0.05854812414475258	0.07464754869164085	0.03569255647522085	0.028688820679286325	0.05562601164140661	0.0357316378891736	0.05294280918395375	0.04458366721137413	0.06656643964961985	0.05472603746179963	0.07292493506961198	0.06424761919045713	0.049760586135228206	0.0630215409949968	0.05069435174663506	0.06464237399437589	0.0492340250247149	0.06321310138869707	0.015010167223854627	0.019038850752436977	0.05027117075126394	0.02342602966192947	0.6825856355353463	0.6612010302183797	0.7247342641998229	0.7154131921517383	0.7521846238094064	0.705504528403857	0.7718086991885669	0.7292954478295253	0.042402465563589196	0.04907029387480369	0.08784187498925951	0.030204383407880352	0.019371137630149932	0.0697099855205897	0.0	0.019866877251261846	0.002935021159554732	0.05715713829645331	0.024159196524479815	0.06033849648391563	0.01742821663498938	0.038667824614109045	0.019875689866532875	0.029501849270094728	0.02163536755979313	0.035547816458422914	0.07150174405890936	0.06524033915779395	0.0411289932379483	0.06050729999282336	0.08091710750619746	0.08404101723497254	0.08099730810957237	0.09953063253769835	0.09551821991750778	0.08132912169498767
f14ppA	0.12915453591228357	0.1321639044680648	0.11368361561647758	0.08916665443946341	0.07841100139401432	0.09451042594090259	0.055555433724482586	0.04855169792854806	0.07548888889066835	0.05559451513843533	0.07280568643321549	0.06444654446063586	0.08642931689888159	0.07458891471106135	0.09278781231887372	0.08411049643971885	0.06962346338448994	0.08288441824425853	0.0705572289958968	0.08450525124363761	0.06909690227397663	0.0830759786379588	0.03487304447311636	0.03890172800169871	0.07013404800052567	0.0432889069111912	0.7024505127856081	0.6810659074686415	0.7445991414500847	0.735278069402	0.7720495010596682	0.7253694056541188	0.7916735764388286	0.749160325079787	0.06226734281385098	0.06893517112506548	0.1077067522395213	0.05006926065814214	0.039236014880411715	0.08957486277085148	0.019866877251261846	0.0	0.01693385609270717	0.07702001554571504	0.044022073773741545	0.08020137373317736	0.03729109388425111	0.058530701863370775	0.039738567115794605	0.04936472651935646	0.04149824480905486	0.05541069370768465	0.0913646213081711	0.08510321640705568	0.06099187048721004	0.08037017724208509	0.1007799847554592	0.10390389448423427	0.10086018535883412	0.11939350978696009	0.11538109716676952	0.1011919989442494
w18pp	0.11222267982057646	0.1152320483763577	0.09675175952477047	0.07223479834775628	0.0614791453023072	0.07757856984919548	0.03862357763277547	0.031619841836840946	0.058557032798961225	0.03866265904672822	0.05587383034150837	0.04751468836892875	0.06949746080717448	0.057657058619354246	0.0758559562271666	0.06717864034801174	0.05269160729278283	0.06595256215255141	0.05362537290418968	0.0675733951519305	0.05216504618226951	0.06614412254625168	0.017941188381409245	0.02196987190999159	0.05320219190881855	0.026357050819484088	0.685518656693901	0.6641340513769344	0.7276672853583775	0.7183462133102929	0.7551176449679611	0.7084375495624117	0.7747417203471215	0.7322284689880799	0.04533548672214387	0.052003315033358366	0.09077489614781419	0.033137404566435026	0.022304158788704606	0.07264300667914438	0.002935021159554732	0.01693385609270717	0.0	0.06008815945400793	0.027090217682034432	0.06326951764147025	0.020359237792543998	0.04159884577166366	0.022806711024087493	0.03243287042764935	0.02456638871734775	0.038478837615977535	0.07443276521646398	0.06817136031534857	0.044060014395502924	0.06343832115037798	0.08384812866375208	0.08697203839252715	0.083928329267127	0.10246165369525298	0.09844924107506241	0.0842601428525423
f8pp	0.14758682562283154	0.15059619417861278	0.13211590532702555	0.10759894415001138	0.09684329110456229	0.11294271565145056	0.07398772343503056	0.06698398763909603	0.09392117860121632	0.0740268048489833	0.09123797614376346	0.08287883417118383	0.10486160660942956	0.09302120442160933	0.11122010202942169	0.10254278615026682	0.08805575309503791	0.1013167079548065	0.08898951870644477	0.10293754095418559	0.0875291919845246	0.10150826834850678	0.05330533418366433	0.05733401771224668	0.08856633771107364	0.06829934103853565	0.7397407738307996	0.718356168513833	0.7818894024952762	0.7725683304471915	0.8093397621048597	0.7626596666993103	0.8289638374840201	0.7864505861249785	0.09955760385904244	0.10622543217025693	0.14499701328471276	0.08735952170333361	0.07652627592560318	0.12686512381604295	0.05715713829645331	0.07702001554571504	0.06008815945400793	0.0	0.06245436348428952	0.09863366344372533	0.05572338359479908	0.07696299157391875	0.05817085682634258	0.06779701622990443	0.059930534519602834	0.07384298341823262	0.10979691101871908	0.10353550611760365	0.07942416019775801	0.09880246695263306	0.11921227446600717	0.12233618419478225	0.11929247506938209	0.13782579949750806	0.1338133868773175	0.11962428865479738
