	S28Hp	s16pp	s1pp	w8pp	F8H1	w16pp	s9pp	f22ppA	s19pp	s6pp	530295	s4pp	s12pp	S31Hp	F6H1	S30H1	S26Hp	S27H1	S13Hp	F3H1	s24H1	F23HpA	S11Hp	S15Hp	s25pp	s22pp	s2pp	s3pp	s20pp	w21pp	w4pp	w30pp	s26pp	S1Hp	s30pp	s24pp	s29pp	s32pp	w6pp	S17H1	s13pp	s7pp	s15pp	F14H1A
s30pp	0.3472544743522594	0.28309195850668434	0.27394307595042194	0.2922260387706336	0.35999429630086954	0.3093055727513777	0.30314769796727997	0.28539376861379095	0.3023138759040054	0.2991726835000869	0.3909494034091068	0.4376370360513355	0.4479120307798159	0.43305516361057883	0.5667446927573258	0.5455735147137728	0.5434219512091185	0.5166251746327242	0.4937228629816704	0.5290320159834938	0.5504121774992171	0.48006425557780213	0.4616411099073441	0.3337898142719416	0.28603492421076737	0.28947601201422385	0.26957670754441987	0.2733235945242797	0.3381304805079882	0.28759279627832696	0.24862074310344867	0.3188856874174032	0.22600888972550295	0.26359717931172644	0.0	0.14195664908896888	0.23086274007195798	0.3453844507327961	0.28496124350165397	0.3570648947926374	0.31484650526403457	0.2886077690844042	0.2949238772680079	0.3113276016681677
s24pp	0.2576584878877275	0.19349597204215233	0.18434708948589	0.2026300523061016	0.27039830983633756	0.21970958628684573	0.213551711502748	0.19579778214925897	0.21271788943947337	0.2095766970355549	0.30135341694457474	0.34804104958680354	0.35831604431528385	0.34345917714604685	0.47714870629279377	0.4559775282492408	0.4538259647445866	0.42702918816819213	0.4041268765171384	0.43943602951896177	0.46081619103468513	0.39046826911327015	0.3720451234428121	0.2441938278074096	0.1964389377462354	0.19988002554969186	0.17998072107988788	0.1837276080597477	0.24853449404345623	0.19799680981379497	0.1590247566389167	0.22928970095287124	0.13641290326097094	0.1740011928471944	0.14195664908896888	0.0	0.09202680171042037	0.20654851237125849	0.195365257037122	0.26746890832810544	0.22525051879950259	0.19901178261987226	0.20532789080347597	0.22173161520363577
s29pp	0.34656457887071646	0.2824020630251414	0.27325318046887903	0.29153614328909067	0.35930440081932663	0.3086156772698348	0.30245780248573706	0.28470387313224804	0.3016239804224624	0.298482788018544	0.3902595079275638	0.4369471405697926	0.4472221352982729	0.4323652681290359	0.5660547972757828	0.5448836192322299	0.5427320557275757	0.5159352791511812	0.4930329675001275	0.5283421205019508	0.5497222820176741	0.4793743600962592	0.46095121442580117	0.3330999187903987	0.28534502872922446	0.28878611653268094	0.26888681206287696	0.27263369904273677	0.3374405850264453	0.28690290079678404	0.24793084762190576	0.31819579193586034	0.22531899424396004	0.2629072838301835	0.23086274007195798	0.09202680171042037	0.0	0.21111083802738986	0.28427134802011106	0.3563749993110945	0.31415660978249166	0.2879178736028613	0.294233981786465	0.3106377061866248
s32pp	0.4610862895315546	0.39692377368597953	0.38777489112971714	0.40605785394992877	0.47382611148016474	0.4231373879306729	0.41697951314657516	0.39922558379308615	0.4161456910833006	0.4130044986793821	0.504781218588402	0.5514688512306307	0.5617438459591111	0.546886978789874	0.680576507936621	0.659405329893068	0.6572537663884137	0.6304569898120194	0.6075546781609655	0.642863831162789	0.6642439926785123	0.5938960707570973	0.5754729250866393	0.4476216294512368	0.39986673939006256	0.40330782719351904	0.38340852272371506	0.38715540970357487	0.4519622956872834	0.4014246114576222	0.3624525582827439	0.4327175025966985	0.3398407049047982	0.37742899449102163	0.3453844507327961	0.20654851237125849	0.21111083802738986	0.0	0.39879305868094916	0.4708967099719326	0.42867832044332976	0.4024395842636994	0.4087556924473031	0.4251594168474629
w6pp	0.14403042020146847	0.07986790435589333	0.07071902179963097	0.08900198461984257	0.15677024215007854	0.10608151860058673	0.09992364381648897	0.08216971446299998	0.09908982175321436	0.0959486293492959	0.18772534925831574	0.23441298190054455	0.24468797662902486	0.22983110945978785	0.3635206386065348	0.3423494605629818	0.3401978970583276	0.31340112048193314	0.2904988088308794	0.3258079618327028	0.34718812334842614	0.27684020142701116	0.2584170557565531	0.13056576012115062	0.08281087005997637	0.08625195786343284	0.06635265339362889	0.09107406963645386	0.1558809556201624	0.10534327139050116	0.0922973184413925	0.20667121170176003	0.1347782213186327	0.2139506106319981	0.28496124350165397	0.195365257037122	0.28427134802011106	0.39879305868094916	0.0	0.15384084064184644	0.11162245111324358	0.08538371493361326	0.09169982311721696	0.10810354751737677
S17H1	0.18595779081648708	0.12816419689967345	0.12645249246939186	0.14473545528960347	0.21250371281983943	0.16181498927034763	0.15565711448624986	0.13790318513276087	0.15482329242297527	0.1516821000190568	0.24345881992807664	0.2901464525703054	0.3004214472987857	0.2855645801295487	0.41925410927629564	0.3980829312327427	0.39593136772808846	0.369134591151694	0.3462322795006403	0.38154143250246364	0.402921594018187	0.332573672096772	0.31415052642631397	0.18629923079091149	0.13854434072973726	0.14198542853319374	0.13441522961128288	0.16317772092743732	0.22798460691114586	0.1774469226814846	0.16440096973237595	0.27877486299274346	0.20688187260961616	0.28605426192298156	0.3570648947926374	0.26746890832810544	0.3563749993110945	0.4708967099719326	0.15384084064184644	0.0	0.08602726722955106	0.10666082118922278	0.13362719373223558	0.15003091813239539
s13pp	0.1437394012878842	0.08594580737107058	0.084234102940789	0.10251706576100061	0.17028532329123658	0.11959659974174476	0.11343872495764701	0.095684795604158	0.11260490289437239	0.10946371049045392	0.20124043039947376	0.24792806304170256	0.2582030577701829	0.24334619060094587	0.3770357197476928	0.35586454170413984	0.3537129781994856	0.32691620162309115	0.30401388997203743	0.3393230429738608	0.36070320448958415	0.29035528256816917	0.2719321368977111	0.14408084126230863	0.0963259512011344	0.09976703900459087	0.09219684008268003	0.12095933139883444	0.185766217382543	0.13522853315288175	0.12218258020377308	0.2365564734641406	0.1646634830810133	0.2438358723943787	0.31484650526403457	0.22525051879950259	0.31415660978249166	0.42867832044332976	0.11162245111324358	0.08602726722955106	0.0	0.0644424316606199	0.0914088042036327	0.1078125286037925
s7pp	0.1175006651082539	0.05970707119144026	0.05799536676115867	0.07627832958137029	0.14404658711160626	0.09335786356211444	0.08719998877801668	0.06944605942452768	0.08636616671474207	0.08322497431082361	0.17500169421984346	0.22168932686207224	0.23196432159055258	0.21710745442131554	0.35079698356806244	0.3296258055245095	0.32747424201985526	0.3006774654434608	0.2777751537924071	0.31308430679423044	0.3344644683099538	0.2641165463885388	0.2456934007180808	0.11784210508267831	0.07008721502150407	0.07352830282496055	0.06595810390304971	0.09472059521920412	0.15952748120291269	0.10898979697325142	0.09594384402414276	0.2103177372845103	0.13842474690138298	0.21759713621474838	0.2886077690844042	0.19901178261987226	0.2879178736028613	0.4024395842636994	0.08538371493361326	0.10666082118922278	0.0644424316606199	0.0	0.06517006802400238	0.08157379242416218
s15pp	0.08100587229963514	0.06602317937504396	0.06431147494476237	0.08259443776497398	0.15036269529520996	0.09967397174571814	0.09351609696162037	0.07576216760813138	0.09268227489834577	0.0895410824944273	0.18131780240344716	0.22800543504567594	0.23828042977415628	0.22342356260491925	0.3571130917516661	0.33594191370811316	0.33379035020345893	0.3069935736270645	0.28409126197601076	0.3194004149778341	0.3407805764935575	0.2704326545721425	0.2520095089016845	0.12415821326628201	0.07640332320510777	0.07984441100856425	0.0722742120866534	0.10103670340280782	0.1658435893865164	0.11530590515685513	0.10225995220774646	0.216633845468114	0.14474085508498669	0.22391324439835208	0.2949238772680079	0.20532789080347597	0.294233981786465	0.4087556924473031	0.09169982311721696	0.13362719373223558	0.0914088042036327	0.06517006802400238	0.0	0.04507899961554344
F14H1A	0.0642151325871462	0.08242690377520376	0.08071519934492219	0.0989981621651338	0.16676641969536976	0.11607769614587796	0.10991982136178019	0.0921658920082912	0.10908599929850557	0.1059448068945871	0.19772152680360697	0.24440915944583574	0.25468415417431606	0.23982728700507905	0.3735168161518259	0.35234563810827296	0.35019407460361873	0.3233972980272243	0.30049498637617056	0.3358041393779939	0.3571843008937173	0.2868363789723023	0.2684132333018443	0.14056193766644182	0.09280704760526759	0.09624813540872407	0.08867793648681321	0.11744042780296762	0.1822473137866762	0.13170962955701493	0.11866367660790628	0.23303756986827381	0.1611445794851465	0.2403169687985119	0.3113276016681677	0.22173161520363577	0.3106377061866248	0.4251594168474629	0.10810354751737677	0.15003091813239539	0.1078125286037925	0.08157379242416218	0.04507899961554344	0.0
