	f7pp	w16pp	w28pp	w20pp	f16ppA	w18pp	w3pp	w14pp	w22pp	w19pp	f6ppA	w10pp	f18pp	w1pp	w13pp	31300	S6Hp	S26Hp	S19H1	w9pp	S28Hp	s1pp	S18H1	31267	31452	f4pp	w15pp	w29pp	w11pp	w23pp	f8pp	w32pp	w4pp	w2pp	f17ppB	s12pp	s17pp	w27pp	f10pp	w17pp
f8pp	0.1570356129870053	0.18747873751615887	0.15489637513064897	0.1384778167989677	0.1590728012561354	0.14080515396274607	0.17996400373616933	0.14998227071056588	0.15059282006032548	0.15635376651661526	0.18627419558891534	0.15279080234609696	0.1510864149601151	0.1516781860621138	0.1710406019750395	0.34241690288619897	0.3573109755496986	0.3441217626067798	0.35008630524542655	0.22677723602770467	0.6366040689729358	0.6369408507146295	0.6397077641035533	0.6344068798570698	0.6410120542918766	0.1481229891583374	0.13676130647518878	0.1290199845834495	0.12428070052593347	0.13826711615496187	0.0	0.1340409357584804	0.164743653336077	0.12778597760635904	0.15805917962621302	0.18303377873342513	0.19399933471027025	0.14345631780130685	0.1095548747411314	0.10570748034458483
w32pp	0.18775741519798056	0.21820053972713416	0.18561817734162422	0.16919961900994296	0.1897946034671107	0.17152695617372138	0.21068580594714462	0.18070407292154117	0.18131462227130074	0.1870755687275905	0.21699599779989065	0.18351260455707225	0.1818082171710904	0.1823999882730891	0.20176240418601477	0.37313870509717423	0.38803277776067385	0.37484356481775505	0.3808081074564018	0.2574990382386799	0.6673258711839111	0.6676626529256048	0.6704295663145287	0.6651286820680451	0.6717338565028519	0.1788447913693127	0.16748310868616406	0.15974178679442474	0.15500250273690874	0.16898891836593716	0.1340409357584804	0.0	0.13845956731043518	0.10150189158071721	0.1317750936005712	0.15674969270778333	0.16771524868462842	0.14725648728702748	0.11335504422685203	0.1364292825555601
w4pp	0.21846013277557713	0.24890325730473073	0.2163208949192208	0.19990233658753953	0.22049732104470726	0.20222967375131795	0.24138852352474122	0.21140679049913777	0.21201733984889737	0.21777828630518714	0.24769871537748725	0.21421532213466887	0.212510934748687	0.2131027058506857	0.2324651217636114	0.40384142267477086	0.4187354953382705	0.4055462823953517	0.41151082503399844	0.28820175581627655	0.6980285887615076	0.6983653705032014	0.7011322838921252	0.6958313996456417	0.7024365740804485	0.20954750894690932	0.1981858262637607	0.19044450437202137	0.18570522031450537	0.19969163594353379	0.164743653336077	0.13845956731043518	0.0	0.12044753235632287	0.15072073437617686	0.17569533348338898	0.18666088946023407	0.17795920486462408	0.14405776180444863	0.16713200013315668
w2pp	0.1815024570458592	0.2119455815750128	0.17936321918950288	0.1629446608578216	0.18353964531498934	0.16527199802160003	0.20443084779502327	0.17444911476941982	0.1750596641191794	0.18082061057546917	0.2107410396477693	0.1772576464049509	0.17555325901896907	0.17614503012096774	0.19550744603389342	0.3668837469450529	0.3817778196085525	0.3685886066656337	0.37455314930428046	0.2512440800865586	0.6610709130317897	0.6614076947734834	0.6641746081624073	0.6588737239159237	0.6654788983507305	0.17258983321719135	0.1612281505340427	0.1534868286423034	0.1487475445847874	0.1627339602138158	0.12778597760635904	0.10150189158071721	0.12044753235632287	0.0	0.09334170053903414	0.11831629964624625	0.12928185562309136	0.14100152913490613	0.10710008607473068	0.13017432440343876
f17ppB	0.21177565906571316	0.24221878359486676	0.20963642120935683	0.19321786287767556	0.2138128473348433	0.19554520004145398	0.23470404981487725	0.2047223167892738	0.2053328661390334	0.21109381259532317	0.24101424166762328	0.2075308484248049	0.20582646103882304	0.20641823214082172	0.22578064805374742	0.3971569489649069	0.4120510216284065	0.3988618086854877	0.40482635132413447	0.2815172821064126	0.6913441150516437	0.6916808967933374	0.6944478101822613	0.6891469259357776	0.6957521003705844	0.20286303523704535	0.19150135255389672	0.1837600306621574	0.1790207466046414	0.19300716223366982	0.15805917962621302	0.1317750936005712	0.15072073437617686	0.09334170053903414	0.0	0.13546178394631872	0.14642733992316384	0.1712747311547601	0.13737328809458466	0.1604475264232927
s12pp	0.23675025817292528	0.2671933827020788	0.23461102031656894	0.21819246198488768	0.2387874464420554	0.22051979914866607	0.25967864892208936	0.2296969158964859	0.23030746524624549	0.23606841170253526	0.26598884077483537	0.23250544753201696	0.23080106014603513	0.23139283124803384	0.25075524716095954	0.42213154807211895	0.43702562073561857	0.4238364077926998	0.4298009504313466	0.3064918812136247	0.7163187141588557	0.7166554959005494	0.7194224092894733	0.7141215250429898	0.7207266994777966	0.2278376343442574	0.21647595166110878	0.2087346297693695	0.2039953457118535	0.21798176134088187	0.18303377873342513	0.15674969270778333	0.17569533348338898	0.11831629964624625	0.13546178394631872	0.0	0.13280004423469083	0.19624933026197222	0.16234788720179677	0.1854221255305048
s17pp	0.2477158141497704	0.27815893867892394	0.24557657629341406	0.2291580179617328	0.24975300241890053	0.2314853551255112	0.2706442048989345	0.240662471873331	0.2412730212230906	0.24703396767938038	0.2769543967516805	0.24347100350886208	0.24176661612288025	0.24235838722487896	0.26172080313780466	0.43309710404896407	0.4479911767124637	0.43480196376954494	0.4407665064081917	0.3174574371904698	0.7272842701357008	0.7276210518773946	0.7303879652663184	0.7250870810198349	0.7316922554546417	0.23880319032110253	0.2274415076379539	0.2197001857462146	0.2149609016886986	0.228947317317727	0.19399933471027025	0.16771524868462842	0.18666088946023407	0.12928185562309136	0.14642733992316384	0.13280004423469083	0.0	0.20721488623881734	0.1733134431786419	0.19638768150734992
w27pp	0.197172797240807	0.2276159217699606	0.19503355938445066	0.1786150010527694	0.19920998550993713	0.18094233821654782	0.22010118798997108	0.19011945496436763	0.19073000431412723	0.196490950770417	0.2264113798427171	0.1929279865998987	0.19122359921391685	0.19181537031591556	0.21117778622884126	0.3825540871400007	0.39744815980350034	0.38425894686058154	0.3902234894992283	0.2669144202815064	0.6767412532267375	0.6770780349684312	0.6798449483573551	0.6745440641108715	0.6811492385456783	0.18826017341213916	0.17689849072899053	0.16915716883725124	0.16441788477973523	0.17840430040876362	0.14345631780130685	0.14725648728702748	0.17795920486462408	0.14100152913490613	0.1712747311547601	0.19624933026197222	0.20721488623881734	0.0	0.11018326239026044	0.14584466459838655
f10pp	0.1632713541806316	0.19371447870978517	0.16113211632427527	0.144713557992594	0.1653085424497617	0.14704089515637236	0.18619974492979563	0.15621801190419218	0.15682856125395178	0.16258950771024155	0.19250993678254164	0.15902654353972326	0.1573221561537414	0.1579139272557401	0.1772763431686658	0.34865264407982527	0.3635467167433249	0.3503575038004061	0.35632204643905285	0.23301297722133096	0.642839810166562	0.6431765919082557	0.6459435052971796	0.640642621050696	0.6472477954855028	0.1543587303519637	0.14299704766881507	0.13525572577707579	0.13051644171955978	0.14450285734858817	0.1095548747411314	0.11335504422685203	0.14405776180444863	0.10710008607473068	0.13737328809458466	0.16234788720179677	0.1733134431786419	0.11018326239026044	0.0	0.11194322153821112
w17pp	0.07950175358766352	0.10994487811681711	0.07736251573130719	0.06094395739962592	0.09162945741499712	0.07336181012160779	0.12268827985163777	0.09270654682603433	0.1126940964855006	0.11845504294179038	0.14837547201409046	0.11489207877127211	0.11318769138529025	0.11377946248728896	0.13314187840021463	0.30451817931137415	0.3194122519748738	0.30622303903195497	0.31218758167060173	0.18887851245287976	0.5987053453981108	0.5990421271398045	0.6018090405287284	0.5965081562822449	0.6031133307170516	0.11022426558351256	0.11642261001793341	0.1086812881261941	0.1039420040686781	0.11792841969770651	0.10570748034458483	0.1364292825555601	0.16713200013315668	0.13017432440343876	0.1604475264232927	0.1854221255305048	0.19638768150734992	0.14584466459838655	0.11194322153821112	0.0
