	w22pp	w28pp	w20pp	f9pp	f25pp	w27pp	w25pp	w21pp	w29pp	w32pp	w2pp	w13pp	w15pp	f26pp	w14pp	f17ppA	f13pp	f12ppB	f11pp	f19pp	w1pp	w9pp	w17pp	w18pp	w16pp	w11pp	w26pp	w12pp	w3pp	w10pp	w19pp	f6ppB	f6ppA	f15pp	f12ppA	f10pp	f24pp	f1pp	f17ppB	f2pp	f16ppA	f32pp	31219	S4Hp	S30H1	S9H1	F16H1	530055	S14Hp	31360	S6Hp	31300	S13Hp	S21H1	S28Hp	S2Hp	F3H1	F7H1	S26Hp	530451	F29H1	F14H1B	F6H1	S16H2	w31pp	f30pp	f8pp	f23ppB	f18pp	f23ppA	f4pp	f20ppA	w8pp	f14ppA	f21pp	w4pp	f7pp	w24pp	w23pp	f28pp	f16ppB
w2pp	0.13339340515826154	0.10725102404386727	0.14851267946347493	0.18358957537996554	0.15278318332565577	0.12083395752011272	0.09584464220498429	0.1007826446350604	0.07613762060707552	0.07859638552094618	0.0	0.06093061975603834	0.05885632608388524	0.11944869436064949	0.12691045884064286	0.19815194374518974	0.15646185351419117	0.12141380366767437	0.15205841728034808	0.09938516646404055	0.10206160604425935	0.12278222444082108	0.11431147505393549	0.14287496561334578	0.15812394488329393	0.11644488722797519	0.13905482339015063	0.16800746570243347	0.1493015035063982	0.12476609124569218	0.10469665976583567	0.1409572345766662	0.1977036380693198	0.1653758038404985	0.14643949210004187	0.09513825979677928	0.10035822240225324	0.126992843988457	0.17151551666832615	0.18834247741284188	0.18633608131209234	0.1903421646015766	0.5745193997374203	0.5980927299564847	0.5991389016034956	0.5921199416338265	0.6494536488071467	0.6403958999538728	0.6790909416574311	0.60743811681668	0.666983176000552	0.6730015348291025	0.684053655114087	0.6845171416240885	0.6279842246193832	0.6536628232173447	0.6514320850780131	0.6517709484176479	0.6741248096908505	0.7504805921780564	0.8186756392288761	0.7764015496947889	0.7797207215497819	0.7711603653217851	0.24210824613028667	0.15559235022979212	0.14401830689838493	0.21452031827767395	0.21202580543108904	0.22438126762184848	0.16214369347445962	0.1343496810654013	0.1343179661796967	0.13234812092078363	0.1841660863900382	0.16856719742699056	0.14828882444902874	0.12421552604047317	0.14309322172764816	0.19573501216081904	0.16319149749636153
w13pp	0.16437594794479748	0.13823356683040322	0.17949522225001088	0.21457211816650149	0.18376572611219172	0.15181650030664867	0.12682718499152024	0.13176518742159635	0.10712016339361147	0.10957892830748212	0.06093061975603834	0.0	0.04835151808384401	0.15043123714718543	0.15789300162717881	0.2291344865317257	0.18744439630072712	0.15239634645421032	0.18304096006688403	0.1303677092505765	0.1330441488307953	0.15376476722735705	0.14529401784047144	0.17385750839988173	0.18910648766982988	0.14742743001451114	0.17003736617668658	0.19899000848896942	0.18028404629293415	0.15574863403222813	0.13567920255237162	0.17193977736320215	0.22868618085585574	0.19635834662703444	0.17742203488657782	0.12612080258331523	0.13134076518878918	0.15797538677499295	0.2024980594548621	0.21932502019937783	0.2173186240986283	0.22132470738811255	0.6055019425239563	0.6290752727430207	0.6301214443900315	0.6231024844203625	0.6804361915936826	0.6713784427404087	0.710073484443967	0.638420659603216	0.6979657187870879	0.7039840776156384	0.7150361979006229	0.7154996844106244	0.6589667674059191	0.6846453660038806	0.682414627864549	0.6827534912041838	0.7051073524773864	0.7814631349645923	0.849658182015412	0.8073840924813248	0.8107032643363178	0.802142908108321	0.2730907889168226	0.18657489301632807	0.17500084968492088	0.2455028610642099	0.243008348217625	0.2553638104083844	0.19312623626099557	0.16533222385193724	0.16530050896623266	0.16333066370731958	0.21514862917657415	0.1995497402135265	0.1792713672355647	0.15519806882700912	0.1740757645141841	0.226717554947355	0.19417404028289748
w15pp	0.16230165427264437	0.1361592731582501	0.17742092857785777	0.21249782449434837	0.1816914324400386	0.14974220663449556	0.12475289131936713	0.12969089374944326	0.10504586972145835	0.10750463463532901	0.05885632608388524	0.04835151808384401	0.0	0.1483569434750323	0.1558187079550257	0.22706019285957257	0.185370102628574	0.1503220527820572	0.1809666663947309	0.1282934155784234	0.13096985515864218	0.15169047355520393	0.14321972416831832	0.17178321472772862	0.18703219399767676	0.14535313634235802	0.16796307250453346	0.1969157148168163	0.17820975262078104	0.15367434036007502	0.1336049088802185	0.16986548369104904	0.22661188718370262	0.19428405295488133	0.1753477412144247	0.12404650891116212	0.12926647151663606	0.15590109310283984	0.20042376578270898	0.2172507265272247	0.21524433042647517	0.21925041371595944	0.6034276488518031	0.6270009790708675	0.6280471507178784	0.6210281907482094	0.6783618979215296	0.6693041490682556	0.707999190771814	0.6363463659310629	0.6958914251149348	0.7019097839434854	0.7129619042284698	0.7134253907384713	0.656892473733766	0.6825710723317275	0.6803403341923959	0.6806791975320308	0.7030330588052334	0.7793888412924392	0.8475838883432589	0.8053097988091718	0.8086289706641647	0.800068614436168	0.27101649524466953	0.18450059934417495	0.17292655601276777	0.2434285673920568	0.24093405454547187	0.25328951673623135	0.19105194258884245	0.16325793017978413	0.16322621529407955	0.16125637003516646	0.21307433550442104	0.1974754465413734	0.17719707356341158	0.153123775154856	0.172001470842031	0.22464326127520187	0.19209974661074436
f26pp	0.13165148539015717	0.10550910427576289	0.14677075969537057	0.18184765561186117	0.15104126355755138	0.11909203775200834	0.11293169688377616	0.11786969931385227	0.1162393517148963	0.14588492280743065	0.11944869436064949	0.15043123714718543	0.1483569434750323	0.0	0.08993146002666491	0.1611729449312118	0.11948285470021322	0.08443480485369642	0.13575505008127847	0.08308179926497096	0.08575823884518975	0.10647885724175149	0.0980081078548659	0.12657159841427618	0.14182057768422435	0.10014152002890558	0.12275145619108105	0.15170409850336386	0.1329981363073286	0.10846272404662258	0.08839329256676608	0.1246538673775966	0.18140027087025018	0.14907243664142888	0.1301361249009723	0.07883489259770969	0.08405485520318365	0.1106894767893874	0.15521214946925657	0.17203911021377227	0.17003271411302273	0.174038797402507	0.5582160325383507	0.5817893627574151	0.5828355344044259	0.575816574434757	0.6331502816080771	0.6240925327548031	0.6627875744583615	0.5911347496176105	0.6506798088014824	0.6566981676300329	0.6677502879150173	0.6682137744250188	0.6116808574203135	0.637359456018275	0.6351287178789434	0.6354675812185783	0.6578214424917809	0.7341772249789867	0.8023722720298064	0.7600981824957193	0.7634173543507122	0.7548569981227155	0.2258048789312171	0.1392889830307225	0.12771493969931536	0.19821695107860438	0.19572243823201946	0.2080779004227789	0.14584032627539	0.11804631386633171	0.1180145989806271	0.11604475372171405	0.16786271919096862	0.15226383022792095	0.13198545724995914	0.1224736062723688	0.14135130195954382	0.19399309239271467	0.16144957772825716
w14pp	0.13911324987015053	0.11297086875575627	0.15423252417536393	0.18930942009185453	0.15850302803754476	0.12655380223200172	0.12039346136376955	0.12533146379384566	0.12370111619488967	0.15334668728742404	0.12691045884064286	0.15789300162717881	0.1558187079550257	0.08993146002666491	0.0	0.15106335355703365	0.10937326332603506	0.07432521347951829	0.14321681456127183	0.09054356374496433	0.09322000332518313	0.11394062172174486	0.10546987233485927	0.13403336289426956	0.1492823421642177	0.10760328450889897	0.13021322067107444	0.15916586298335725	0.14045990078732196	0.11592448852661597	0.09585505704675945	0.13211563185758995	0.18886203535024357	0.15653420112142225	0.13759788938096568	0.08629665707770307	0.09151661968317702	0.11815124126938077	0.16267391394924996	0.17950087469376563	0.1774944785930161	0.18150056188250036	0.5656777970183441	0.5892511272374085	0.5902972988844193	0.5832783389147503	0.6406120460880704	0.6315542972347965	0.6702493389383548	0.5985965140976038	0.6581415732814757	0.6641599321100262	0.6752120523950107	0.6756755389050122	0.6191426219003069	0.6448212204982684	0.6425904823589368	0.6429293456985716	0.6652832069717742	0.7416389894589801	0.8098340365097998	0.7675599469757126	0.7708791188307056	0.7623187626027088	0.23326664341121045	0.1467507475107159	0.13517670417930872	0.20567871555859774	0.20318420271201282	0.21553966490277227	0.15330209075538337	0.1255080783463251	0.12547636346062047	0.12350651820170742	0.17532448367096198	0.15972559470791434	0.1394472217299525	0.12993537075236217	0.14881306643953718	0.20145485687270803	0.16891134220825052
f17ppA	0.21035473477469738	0.18421235366030314	0.2254740090799108	0.26055090499640143	0.22974451294209164	0.1977952871365486	0.19163494626831643	0.19657294869839254	0.19494260109943656	0.22458817219197091	0.19815194374518974	0.2291344865317257	0.22706019285957257	0.1611729449312118	0.15106335355703365	0.0	0.14518300487457625	0.1329801921517679	0.21445829946581874	0.1617850486495112	0.16446148822973	0.18518210662629175	0.17671135723940615	0.20527484779881644	0.22052382706876458	0.17884476941344585	0.20145470557562128	0.23040734788790412	0.21170138569186886	0.18716597343116284	0.16709654195130633	0.20335711676213686	0.26010352025479044	0.22777568602596915	0.20883937428551252	0.15753814198224994	0.16275810458772388	0.18939272617392766	0.2339153988537968	0.25074235959831254	0.248735963497563	0.25274204678704726	0.636919281922891	0.6604926121419554	0.6615387837889661	0.6545198238192973	0.7118535309926173	0.7027957821393434	0.7414908238429017	0.6698379990021508	0.7293830581860226	0.7354014170145731	0.7464535372995575	0.746917023809559	0.6903841068048537	0.7160627054028152	0.7138319672634836	0.7141708306031185	0.7365246918763211	0.812880474363527	0.8810755214143466	0.8388014318802595	0.8421206037352524	0.8335602475072557	0.30450812831575735	0.21799223241526278	0.2064181890838556	0.2769202004631446	0.2744256876165597	0.28678114980731917	0.22454357565993027	0.19674956325087195	0.19671784836516737	0.19474800310625429	0.24656596857550886	0.2309670796124612	0.2106887066344994	0.20117685565690904	0.22005455134408403	0.2726963417772549	0.2401528271127974
f13pp	0.1686646445436988	0.14252226342930457	0.1837839188489122	0.2188608147654028	0.18805442271109307	0.15610519690555003	0.14994485603731783	0.15488285846739394	0.15325251086843797	0.18289808196097235	0.15646185351419117	0.18744439630072712	0.185370102628574	0.11948285470021322	0.10937326332603506	0.14518300487457625	0.0	0.0912901019207693	0.17276820923482014	0.12009495841851263	0.12277139799873142	0.14349201639529316	0.13502126700840755	0.16358475756781787	0.178833736837766	0.13715467918244725	0.15976461534462272	0.18871725765690556	0.17001129546087027	0.14547588320016425	0.12540645172030773	0.16166702653113826	0.21841343002379188	0.18608559579497055	0.16714928405451396	0.11584805175125136	0.12106801435672532	0.14770263594292907	0.19222530862279824	0.20905226936731394	0.2070458732665644	0.21105195655604866	0.5952291916918924	0.6188025219109567	0.6198486935579676	0.6128297335882986	0.6701634407616187	0.6611056919083448	0.6998007336119031	0.6281479087711521	0.687692967955024	0.6937113267835745	0.704763447068559	0.7052269335785605	0.6486940165738552	0.6743726151718167	0.6721418770324851	0.6724807403721199	0.6948346016453225	0.7711903841325284	0.8393854311833481	0.7971113416492609	0.8004305135042539	0.7918701572762571	0.26281803808475873	0.1763021421842642	0.164728098852857	0.23523011023214602	0.2327355973855611	0.24509105957632055	0.18285348542893168	0.15505947301987338	0.15502775813416877	0.15305791287525572	0.20487587834451026	0.18927698938146265	0.1689986164035008	0.15948676542591048	0.17836446111308546	0.23100625154625634	0.19846273688179883
f12ppB	0.13361659469718207	0.10747421358278779	0.14873586900239544	0.18381276491888604	0.1530063728645763	0.12105714705903324	0.11489680619080106	0.11983480862087717	0.1182044610219212	0.14785003211445555	0.12141380366767437	0.15239634645421032	0.1503220527820572	0.08443480485369642	0.07432521347951829	0.1329801921517679	0.0912901019207693	0.0	0.13772015938830337	0.08504690857199584	0.08772334815221464	0.10844396654877639	0.09997321716189078	0.12853670772130107	0.14378568699124922	0.10210662933593048	0.12471656549810595	0.15366920781038876	0.1349632456143535	0.11042783335364748	0.09035840187379096	0.1266189766846215	0.18336538017727508	0.15103754594845378	0.1321012342079972	0.08080000190473458	0.08601996451020855	0.1126545860964123	0.15717725877628147	0.17400421952079717	0.17199782342004763	0.1760039067095319	0.5601811418453756	0.58375447206444	0.5848006437114508	0.5777816837417818	0.6351153909151019	0.626057642061828	0.6647526837653863	0.5930998589246353	0.6526449181085072	0.6586632769370577	0.6697153972220422	0.6701788837320437	0.6136459667273384	0.6393245653252999	0.6370938271859683	0.6374326905256031	0.6597865517988057	0.7361423342860116	0.8043373813368313	0.7620632918027441	0.7653824636577371	0.7568221074297403	0.22776998823824196	0.1412540923377474	0.12968004900634023	0.20018206038562925	0.19768754753904433	0.21004300972980378	0.1478054355824149	0.12001142317335661	0.119979708287652	0.11800986302873895	0.1698278284979935	0.15422893953494585	0.13395056655698404	0.1244387155793937	0.1433164112665687	0.19595820169973957	0.16341468703528206
f11pp	0.16426120830985574	0.13811882719546148	0.17938048261506911	0.21445737853155972	0.18365098647724998	0.15170176067170693	0.14554141980347474	0.15047942223355085	0.14884907463459487	0.17849464572712925	0.15205841728034808	0.18304096006688403	0.1809666663947309	0.13575505008127847	0.14321681456127183	0.21445829946581874	0.17276820923482014	0.13772015938830337	0.0	0.06286794276320834	0.08701956165064688	0.10774018004720862	0.11701604851424967	0.14557953907365995	0.16082851834360812	0.11914946068828935	0.14175939685046482	0.17071203916274763	0.15200607696671237	0.12747066470600635	0.10740123322614985	0.14366180803698037	0.20040821152963398	0.16808037730081266	0.14914406556035606	0.09784283325709346	0.10306279586256742	0.12969741744877117	0.17422009012864034	0.19104705087315604	0.1890406547724065	0.19304673806189077	0.5772239731977344	0.6007973034167989	0.6018434750638098	0.5948245150941408	0.6521582222674609	0.643100473414187	0.6817955151177453	0.6101426902769943	0.6696877494608662	0.6757061082894167	0.6867582285744012	0.6872217150844027	0.6306887980796974	0.6563673966776589	0.6541366585383273	0.6544755218779621	0.6768293831511647	0.7531851656383706	0.8213802126891903	0.7791061231551031	0.7824252950100961	0.7738649387820993	0.24481281959060086	0.15829692369010628	0.14672288035869913	0.21722489173798815	0.21473037889140323	0.22708584108216268	0.16484826693477378	0.13705425452571549	0.13702253964001088	0.13505269438109782	0.1868706598503524	0.17127177088730472	0.1509933979093429	0.15508332919206738	0.17396102487924237	0.22660281531241325	0.19405930064795573
f19pp	0.11158795749354822	0.08544557637915395	0.12670723179876162	0.16178412771525222	0.13097773566094245	0.0990285098553994	0.09286816898716724	0.09780617141724335	0.09617582381828736	0.12582139491082173	0.09938516646404055	0.1303677092505765	0.1282934155784234	0.08308179926497096	0.09054356374496433	0.1617850486495112	0.12009495841851263	0.08504690857199584	0.06286794276320834	0.0	0.034346310834339366	0.055066929230901104	0.06434279769794216	0.09290628825735245	0.10815526752730059	0.06647620987198186	0.0890861460341573	0.11803878834644013	0.09933282615040485	0.07479741388969885	0.054727982409842335	0.09098855722067285	0.14773496071332648	0.11540712648450514	0.09647081474404855	0.04516958244078595	0.050389545046259906	0.07702416663246366	0.12154683931233283	0.13837380005684852	0.13636740395609898	0.14037348724558324	0.524550722381427	0.5481240526004915	0.5491702242475023	0.5421512642778333	0.5994849714511534	0.5904272225978795	0.6291222643014378	0.5574694394606868	0.6170144986445587	0.6230328574731092	0.6340849777580937	0.6345484642680952	0.5780155472633899	0.6036941458613514	0.6014634077220198	0.6018022710616546	0.6241561323348572	0.7005119148220631	0.7687069618728828	0.7264328723387956	0.7297520441937886	0.7211916879657918	0.19213956877429333	0.10562367287379879	0.0940496295423916	0.16455164092168062	0.1620571280750957	0.17441259026585515	0.11217501611846627	0.08438100370940797	0.08434928882370336	0.08237944356479031	0.13419740903404487	0.11859852007099722	0.0983201470930354	0.10241007837575986	0.12128777406293487	0.17392956449610572	0.1413860498316482
w1pp	0.11426439707376701	0.08812201595937275	0.1293836713789804	0.164460567295471	0.13365417524116124	0.1017049494356182	0.09554460856738603	0.10048261099746214	0.09885226339850615	0.12849783449104052	0.10206160604425935	0.1330441488307953	0.13096985515864218	0.08575823884518975	0.09322000332518313	0.16446148822973	0.12277139799873142	0.08772334815221464	0.08701956165064688	0.034346310834339366	0.0	0.042091389665711285	0.06701923727816095	0.09558272783757124	0.11083170710751938	0.06915264945220065	0.0917625856143761	0.12071522792665892	0.10200926573062365	0.07747385346991764	0.05740442199006113	0.09366499680089165	0.15041140029354527	0.11808356606472394	0.09914725432426734	0.04784602202100474	0.0530659846264787	0.07970060621268245	0.12422327889255162	0.1410502396370673	0.13904384353631777	0.14304992682580203	0.5272271619616458	0.5508004921807103	0.5518466638277211	0.5448277038580521	0.6021614110313722	0.5931036621780983	0.6317987038816566	0.5601458790409056	0.6196909382247775	0.625709297053328	0.6367614173383125	0.637224903848314	0.5806919868436087	0.6063705854415702	0.6041398473022386	0.6044787106418734	0.626832571915076	0.7031883544022819	0.7713834014531016	0.7291093119190144	0.7324284837740074	0.7238681275460106	0.19481600835451213	0.10830011245401758	0.09672606912261039	0.1672280805018994	0.1647335676553145	0.17708902984607394	0.11485145569868506	0.08705744328962677	0.08702572840392216	0.0850558831450091	0.13687384861426366	0.12127495965121601	0.10099658667325419	0.10508651795597865	0.12396421364315366	0.1766060040763245	0.144062489411867
w9pp	0.13498501547032876	0.10884263435593448	0.15010428977554213	0.18518118569203273	0.154374793637723	0.12242556783217994	0.11626522696394775	0.12120322939402386	0.11957288179506789	0.14921845288760227	0.12278222444082108	0.15376476722735705	0.15169047355520393	0.10647885724175149	0.11394062172174486	0.18518210662629175	0.14349201639529316	0.10844396654877639	0.10774018004720862	0.055066929230901104	0.042091389665711285	0.0	0.08773985567472269	0.11630334623413298	0.13155232550408114	0.08987326784876237	0.11248320401093784	0.14143584632322065	0.12272988412718538	0.09819447186647937	0.07812504038662287	0.11438561519745338	0.171132018690107	0.13880418446128567	0.11986787272082908	0.06856664041756648	0.07378660302304044	0.10042122460924419	0.14494389728911336	0.16177085803362906	0.15976446193287952	0.16377054522236378	0.5479477803582076	0.571521110577272	0.5725672822242828	0.5655483222546138	0.6228820294279339	0.61382428057466	0.6525193222782183	0.5808664974374673	0.6404115566213392	0.6464299154498897	0.6574820357348742	0.6579455222448757	0.6014126052401704	0.6270912038381319	0.6248604656988003	0.6251993290384351	0.6475531903116377	0.7239089727988436	0.7921040198496633	0.7498299303155761	0.7531491021705691	0.7445887459425723	0.21553662675107388	0.1290207308505793	0.11744668751917213	0.18794869889846116	0.18545418605187625	0.1978096482426357	0.1355720740952468	0.1077780616861885	0.1077463468004839	0.10577650154157084	0.1575944670108254	0.14199557804777774	0.12171720506981593	0.1258071363525404	0.14468483203971538	0.19732662247288627	0.16478310780842875
w17pp	0.12651426608344316	0.10037188496904889	0.14163354038865655	0.17671043630514716	0.1459040442508374	0.11395481844529434	0.10779447757706218	0.11273248000713829	0.1111021324081823	0.14074770350071666	0.11431147505393549	0.14529401784047144	0.14321972416831832	0.0980081078548659	0.10546987233485927	0.17671135723940615	0.13502126700840755	0.09997321716189078	0.11701604851424967	0.06434279769794216	0.06701923727816095	0.08773985567472269	0.0	0.050058471677046856	0.07556890683307872	0.033889849177759994	0.05649978533993545	0.08545242765221826	0.06674646545618299	0.04221105319547699	0.03848014445950583	0.08002711926577755	0.13677352275843116	0.10444568852960982	0.08550937678915323	0.04792529225656805	0.05314525486204201	0.07977987644824576	0.12430254912811493	0.14112950987263062	0.13912311377188108	0.14312919706136534	0.5273064321972091	0.5508797624162736	0.5519259340632844	0.5449069740936154	0.6022406812669355	0.5931829324136616	0.6318779741172199	0.5602251492764689	0.6197702084603408	0.6257885672888913	0.6368406875738758	0.6373041740838773	0.580771257079172	0.6064498556771335	0.6042191175378019	0.6045579808774367	0.6269118421506393	0.7032676246378452	0.7714626716886649	0.7291885821545777	0.7325077540095707	0.7239473977815739	0.19489527859007544	0.10837938268958089	0.0968053393581737	0.16730735073746275	0.1648128378908778	0.17716830008163728	0.11493072593424837	0.08713671352519008	0.08710499863948547	0.08513515338057241	0.13695311884982697	0.12135422988677932	0.1010758569088175	0.1173363869656548	0.1362140826528298	0.18885587308600066	0.15631235842154315
w18pp	0.15507775664285345	0.12893537552845918	0.17019703094806685	0.20527392686455745	0.17446753481024768	0.14251830900470464	0.13635796813647247	0.14129597056654858	0.1396656229675926	0.16931119406012696	0.14287496561334578	0.17385750839988173	0.17178321472772862	0.12657159841427618	0.13403336289426956	0.20527484779881644	0.16358475756781787	0.12853670772130107	0.14557953907365995	0.09290628825735245	0.09558272783757124	0.11630334623413298	0.050058471677046856	0.0	0.10413239739248902	0.06245333973717029	0.08506327589934574	0.11401591821162856	0.09530995601559328	0.07077454375488729	0.06704363501891612	0.10859060982518784	0.16533701331784145	0.13300917908902013	0.11407286734856353	0.07648878281597835	0.0817087454214523	0.10834336700765605	0.1528660396875252	0.16969300043204094	0.1676866043312914	0.17169268762077566	0.5558699227566194	0.5794432529756839	0.5804894246226947	0.5734704646530258	0.6308041718263458	0.6217464229730719	0.6604414646766302	0.5887886398358793	0.6483336990197511	0.6543520578483016	0.6654041781332861	0.6658676646432876	0.6093347476385823	0.6350133462365438	0.6327826080972122	0.633121471436847	0.6554753327100497	0.7318311151972555	0.8000261622480752	0.757752072713988	0.761071244568981	0.7525108883409842	0.22345876914948573	0.13694287324899118	0.125368829917584	0.19587084129687304	0.1933763284502881	0.20573179064104757	0.14349421649365868	0.11570020408460037	0.11566848919889576	0.1136986439399827	0.16551660940923726	0.14991772044618962	0.1296393474682278	0.14589987752506509	0.16477757321224007	0.21741936364541095	0.18487584898095344
w16pp	0.17032673591280156	0.14418435479840733	0.185446010218015	0.2205229061345056	0.18971651408019582	0.15776728827465278	0.1516069474064206	0.15654494983649672	0.15491460223754072	0.1845601733300751	0.15812394488329393	0.18910648766982988	0.18703219399767676	0.14182057768422435	0.1492823421642177	0.22052382706876458	0.178833736837766	0.14378568699124922	0.16082851834360812	0.10815526752730059	0.11083170710751938	0.13155232550408114	0.07556890683307872	0.10413239739248902	0.0	0.056930373304727326	0.087778675907049	0.1167313182193318	0.09802535602329654	0.07348994376259055	0.08229261428886427	0.12383958909513598	0.18058599258778957	0.14825815835896827	0.12932184661851165	0.09173776208592649	0.09695772469140045	0.1235923462776042	0.16811501895747338	0.18494197970198906	0.18293558360123952	0.18694166689072378	0.5711189020265675	0.5946922322456321	0.5957384038926428	0.5887194439229739	0.6460531510962939	0.63699540224302	0.6756904439465783	0.6040376191058274	0.6635826782896992	0.6696010371182497	0.6806531574032342	0.6811166439132357	0.6245837269085304	0.6502623255064919	0.6480315873671603	0.6483704507067951	0.6707243119799977	0.7470800944672036	0.8152751415180233	0.7730010519839361	0.7763202238389291	0.7677598676109323	0.23870774841943387	0.15219185251893932	0.14061780918753214	0.2111198205668212	0.20862530772023624	0.22098076991099572	0.1587431957636068	0.13094918335454853	0.1309174684688439	0.12894762320993086	0.1807655886791854	0.16516669971613776	0.14488832673817592	0.16114885679501323	0.18002655248218824	0.2326683429153591	0.20012482825090158
w11pp	0.12864767825748286	0.10250529714308859	0.14376695256269625	0.17884384847918686	0.1480374564248771	0.11608823061933404	0.10992788975110186	0.11486589218117797	0.11323554458222199	0.14288111567475636	0.11644488722797519	0.14742743001451114	0.14535313634235802	0.10014152002890558	0.10760328450889897	0.17884476941344585	0.13715467918244725	0.10210662933593048	0.11914946068828935	0.06647620987198186	0.06915264945220065	0.08987326784876237	0.033889849177759994	0.06245333973717029	0.056930373304727326	0.0	0.04609961825173028	0.07505226056401308	0.05634629836797782	0.03181088610727181	0.04061355663354553	0.08216053143981723	0.13890693493247083	0.10657910070364952	0.08764278896319293	0.050058704430607746	0.05527866703608171	0.08191328862228545	0.12643596130215462	0.14326292204667032	0.14125652594592078	0.14526260923540504	0.5294398443712488	0.5530131745903133	0.5540593462373241	0.5470403862676552	0.6043740934409753	0.5953163445877013	0.6340113862912596	0.5623585614505087	0.6219036206343805	0.627921979462931	0.6389740997479155	0.639437586257917	0.5829046692532117	0.6085832678511732	0.6063525297118416	0.6066913930514765	0.6290452543246791	0.7054010368118849	0.7735960838627046	0.7313219943286174	0.7346411661836104	0.7260808099556136	0.19702869076411514	0.11051279486362059	0.0989387515322134	0.16944076291150245	0.1669462500649175	0.17930171225567698	0.11706413810828806	0.08927012569922976	0.08923841081352515	0.0872685655546121	0.13908653102386667	0.12348764206081903	0.10320926908285719	0.1194697991396945	0.13834749482686948	0.19098928526004036	0.15844577059558285
w26pp	0.15125761441965832	0.12511523330526403	0.16637688872487172	0.20145378464136232	0.17064739258705253	0.13869816678150948	0.1325378259132773	0.13747582834335342	0.13584548074439745	0.1654910518369318	0.13905482339015063	0.17003736617668658	0.16796307250453346	0.12275145619108105	0.13021322067107444	0.20145470557562128	0.15976461534462272	0.12471656549810595	0.14175939685046482	0.0890861460341573	0.0917625856143761	0.11248320401093784	0.05649978533993545	0.08506327589934574	0.087778675907049	0.04609961825173028	0.0	0.06367475741988911	0.04496879522385383	0.0299529737760713	0.06322349279572098	0.1047704676019927	0.1615168710946463	0.12918903686582497	0.11025272512536838	0.0726686405927832	0.07788860319825716	0.10452322478446091	0.14904589746433008	0.16587285820884579	0.16386646210809624	0.1678725453975805	0.5520497805334242	0.5756231107524887	0.5766692823994995	0.5696503224298306	0.6269840296031507	0.6179262807498768	0.6566213224534351	0.5849684976126841	0.644513556796556	0.6505319156251065	0.661584035910091	0.6620475224200925	0.6055146054153872	0.6311932040133487	0.628962465874017	0.6293013292136519	0.6516551904868545	0.7280109729740604	0.7962060200248801	0.7539319304907929	0.7572511023457859	0.7486907461177891	0.2196386269262906	0.13312273102579603	0.12154868769438885	0.1920506990736779	0.18955618622709297	0.20191164841785242	0.13967407427046352	0.11188006186140523	0.11184834697570062	0.10987850171678756	0.16169646718604214	0.14609757822299446	0.12581920524503265	0.14207973530186996	0.16095743098904497	0.21359922142221582	0.1810557067577583
w12pp	0.1802102567319411	0.15406787561754687	0.19532953103715453	0.23040642695364513	0.19960003489933537	0.16765080909379232	0.16149046822556015	0.16642847065563626	0.1647981230566803	0.19444369414921464	0.16800746570243347	0.19899000848896942	0.1969157148168163	0.15170409850336386	0.15916586298335725	0.23040734788790412	0.18871725765690556	0.15366920781038876	0.17071203916274763	0.11803878834644013	0.12071522792665892	0.14143584632322065	0.08545242765221826	0.11401591821162856	0.1167313182193318	0.07505226056401308	0.06367475741988911	0.0	0.05626821210574269	0.05890561608835411	0.0921761351080038	0.13372310991427552	0.19046951340692914	0.15814167917810779	0.13920536743765122	0.10162128290506603	0.10684124551053999	0.13347586709674375	0.1779985397766129	0.19482550052112863	0.19281910442037908	0.19682518770986335	0.581002422845707	0.6045757530647715	0.6056219247117823	0.5986029647421134	0.6559366719154335	0.6468789230621595	0.6855739647657179	0.6139211399249669	0.6734661991088388	0.6794845579373893	0.6905366782223737	0.6910001647323752	0.6344672477276699	0.6601458463256314	0.6579151081862998	0.6582539715259347	0.6806078327991373	0.7569636152863431	0.8251586623371628	0.7828845728030757	0.7862037446580686	0.7776433884300719	0.24859126923857341	0.16207537333807887	0.15050133000667168	0.22100334138596073	0.21850882853937578	0.23086429073013526	0.16862671658274636	0.14083270417368804	0.14080098928798346	0.13883114402907037	0.19064910949832495	0.1750502205352773	0.1547718475573155	0.17103237761415277	0.18991007330132775	0.24255186373449864	0.21000834907004112
