	w2pp	f2pp	w23pp	w1pp	w21pp	w20pp	w26pp	w15pp	f20ppA	f30pp	f16ppA	f1pp	f23ppA	f21pp	F6H1	531414	S21H1	31160	31766	S14Hp	530368	31343	31300	530394	31452	530163	31129	530050	31600	S15Hp	31009	S18H1	S27H1	S13Hp	S26Hp	530215	31428	S28Hp	31700	31416	S6Hp	530258	S23Hp	S12Hp	S4Hp	530364	31071	F32H1	31267	31512	31714	530074	530444	S29H1	S30H1	F14H1A	S3Hp	F3H1	530331	31379	S8Hp	S16H2	S1Hp	530075	31750	31360	31637	530052	S7Hp	31328	S11Hp	S17H1	s24H1	F8H1	530055	31219	F23HpA	530451	530119	F14H1B	S22Hp	S19H1	530295	S2Hp	31333	S31Hp	F22HpB	S9H1	F7H1	31519	31021	530315	f14ppB	w32pp	f12ppB	w27pp	w18pp	w28pp	w14pp	w3pp	w17pp	w31pp	w8pp	f25pp	w19pp	w11pp	w24pp	w7pp	f7pp
31600	0.2974562366784738	0.2889756129021229	0.2765955373900407	0.28512039383222026	0.2753840218931878	0.25781661718668064	0.2631016773649078	0.2690919205760853	0.2535494496226235	0.26703381840709633	0.2633015271925344	0.28175814228589036	0.28986067371360413	0.24686239479883665	0.1510865988039702	0.20513916369558274	0.1782555495378824	0.21492160637281538	0.21146161319806683	0.18720599360868279	0.18880796076913917	0.15996247410085973	0.18867567679089678	0.18278672816008262	0.1615056274479495	0.15541992933078758	0.1625877845041994	0.1540795670943581	0.0	0.20206013755728308	0.20887352285895136	0.19552763525240396	0.2034354681450879	0.14735749990186803	0.11838103979287679	0.19830774293645526	0.2503525109640092	0.15878353912654006	0.15369678760096206	0.21038587509199266	0.18025105911743342	0.14501291207469968	0.13916088978453106	0.1762579703064615	0.15380066933383602	0.20622083930125631	0.16194522461347458	0.16207441638301515	0.125775274445331	0.23198865643799657	0.14750732669068078	0.1975544969962526	0.21887653981373953	0.2112586892206705	0.21967274719265625	0.2753001408850517	0.24530903946122218	0.24436162432554748	0.23722159752391433	0.19225206406838652	0.20584996188339674	0.20476558876874748	0.23011157272171284	0.21670861276948916	0.21172331275304418	0.2385990995819729	0.2251796850967402	0.23105034389378648	0.21450209410371607	0.1927352910546961	0.2225410888315042	0.19175965092655528	0.2729708307655705	0.2483681314158825	0.2683384210537941	0.23353533205534222	0.20445147144514922	0.23448393744607327	0.22022293365532453	0.17308387273440234	0.17324242961181446	0.18324718551155456	0.234830379363696	0.2015061443659604	0.1935341911686227	0.20150661865229957	0.20292308822052488	0.17552144257680202	0.19643925896602762	0.1792116636350288	0.2469900567222076	0.23690928498797642	0.2707280351094349	0.27851705394969484	0.2883728189483604	0.2937464086501716	0.28915447140880324	0.2943305907410775	0.2805433888852198	0.28490571066231785	0.2774794140457098	0.28527696131939795	0.2822145422254798	0.28882337423166565	0.2823942530201242	0.2842332015155249	0.29539006150472064	0.29610288248492206	0.27643826285714773
S15Hp	0.35214017759501376	0.34365955381866287	0.3312794783065806	0.33980433474876015	0.33006796280972767	0.3125005581032205	0.3177856182814477	0.32377586149262516	0.3082333905391633	0.32171775932363617	0.31798546810907424	0.3364420832024302	0.344544614630144	0.30154633571537653	0.2057705397205101	0.25982310461212266	0.23293949045442228	0.26960554728935526	0.2661455541146067	0.24188993452522267	0.24349190168567908	0.21464641501739962	0.2433596177074367	0.25644963645527064	0.24040375935645916	0.25613671624840995	0.26330457142182173	0.25479635401198053	0.20206013755728308	0.0	0.19470307107700635	0.18135718347045898	0.18926501636314286	0.13318704811992302	0.14033679957915526	0.2202635027227337	0.27230827075028763	0.18073929891281854	0.17565254738724057	0.23234163487827114	0.2022068189037119	0.1669686718609782	0.17976262474901622	0.21685970527094667	0.19440240429832117	0.24682257426574147	0.20254695957795973	0.2026761513475003	0.16637700940981615	0.27259039140248176	0.18810906165516594	0.23815623196073776	0.2594782747782247	0.25186042418515564	0.26027448215714144	0.3159018758495369	0.28591077442570734	0.28496335929003264	0.28530616760123273	0.24033663414570489	0.25393453196071514	0.2528501588460659	0.28479551363825273	0.27139255368602905	0.26640725366958407	0.29328304049851284	0.2798636260132801	0.28573428481032637	0.26918603502025595	0.247419231971236	0.2772250297480441	0.24644359184309517	0.3276547716821104	0.3030520723324224	0.32302236197033396	0.2882192729718821	0.25913541236168913	0.28916787836261315	0.2749068745718644	0.22776781365094223	0.22792637052835435	0.23793112642809447	0.28951432028023594	0.2561900852825003	0.2482181320851626	0.25619055956883946	0.2576070291370648	0.2302053834933419	0.25112319988256754	0.23389560455156871	0.30167399763874747	0.2915932259045163	0.3254119760259747	0.33320099486623467	0.34305675986490025	0.34843034956671154	0.3438384123253432	0.3490145316576174	0.33522732980175973	0.3395896515788578	0.33216335496224975	0.3399609022359379	0.33689848314201976	0.3435073151482056	0.33707819393666416	0.33891714243206483	0.3500740024212606	0.350786823401462	0.3311222037736877
31009	0.35895356289668207	0.3504729391203312	0.3380928636082489	0.34661772005042846	0.336881348111396	0.31931394340488883	0.324599003583116	0.33058924679429347	0.3150467758408316	0.32853114462530447	0.32479885341074255	0.3432554685040985	0.3513579999318123	0.30835972101704484	0.21258392502217838	0.2666364899137909	0.23975287575609056	0.2764189325910235	0.272958939416275	0.24870331982689098	0.25030528698734733	0.22145980031906792	0.25017300300910494	0.2632630217569389	0.24721714465812744	0.26295010155007825	0.27011795672349004	0.2616097393136488	0.20887352285895136	0.19470307107700635	0.0	0.08538287505811523	0.11186801514772643	0.12042091187936446	0.14715018488082351	0.22707688802440198	0.27912165605195594	0.1875526842144868	0.18246593268890882	0.2391550201799394	0.20902020420538014	0.17378205716264644	0.18657601005068447	0.22367309057261495	0.20121578959998945	0.25363595956740975	0.209360344879628	0.20948953664916858	0.1731903947114844	0.27940377670415	0.19492244695683422	0.24496961726240607	0.26629166007989297	0.25867380948682395	0.2670878674588097	0.32271526115120514	0.29272415972737564	0.2917767445917009	0.292119552902901	0.2471500194473732	0.2607479172623834	0.2596635441477341	0.29160889893992104	0.2782059389876973	0.27322063897125237	0.3000964258001811	0.2866770113149484	0.2925476701119947	0.27599942032192426	0.25423261727290425	0.2840384150497124	0.2532569771447635	0.33446815698377863	0.3098654576340907	0.32983574727200227	0.2950326582735504	0.2659487976633574	0.29598126366428146	0.28172025987353266	0.23458119895261054	0.23473975583002266	0.24474451172976275	0.2963277055819042	0.26300347058416856	0.2550315173868309	0.26300394487050777	0.26442041443873304	0.23701876879501022	0.2579365851842358	0.24070898985323697	0.3084873829404158	0.2984066112061846	0.332225361327643	0.340014380167903	0.34987014516656856	0.35524373486837985	0.3506517976270115	0.35582791695928573	0.34204071510342804	0.3464030368805261	0.33897674026391805	0.3467742875376062	0.34371186844368806	0.3503207004498739	0.34389157923833247	0.34573052773373314	0.3568873877229289	0.3576002087031303	0.337935589075356
S18H1	0.34560767529013464	0.33712705151378375	0.3247469760017015	0.33327183244388103	0.32353546050484855	0.3059680557983414	0.3112531159765686	0.31724335918774604	0.3017008882342842	0.31518525701875705	0.3114529658041951	0.32990958089755107	0.3380121123252649	0.2950138334104974	0.19923803741563098	0.25329060230724354	0.22640698814954316	0.26307304498447615	0.2596130518097276	0.23535743222034355	0.23695939938079996	0.2081139127125205	0.23682711540255758	0.24991713415039152	0.23387125705158007	0.24960421394353083	0.25677206911694267	0.2482638517071014	0.19552763525240396	0.18135718347045898	0.08538287505811523	0.0	0.09852212754117903	0.1070750242728171	0.13380429727427615	0.21373100041785462	0.2657757684454085	0.17420679660793942	0.16912004508236145	0.22580913257339202	0.19567431659883278	0.16043616955609907	0.1732301224441371	0.21032720296606755	0.18786990199344206	0.24029007196086238	0.19601445727308064	0.19614364904262122	0.15984450710493703	0.26605788909760264	0.18157655935028683	0.23162372965585867	0.2529457724733456	0.24532792188027658	0.2537419798522623	0.30936937354465777	0.2793782721208282	0.2784308569851535	0.2787736652963536	0.2338041318408258	0.24740202965583602	0.24631765654118676	0.2782630113333736	0.26486005138114993	0.25987475136470495	0.2867505381936337	0.27333112370840096	0.27920178250544725	0.26265353271537684	0.24088672966635688	0.27069252744316497	0.23991108953821605	0.32112226937723126	0.29651957002754326	0.31648985966545484	0.281686770667003	0.25260291005681	0.28263537605773403	0.2683743722669853	0.2212353113460631	0.22139386822347523	0.23139862412321535	0.2829818179753568	0.2496575829776212	0.2416856297802835	0.24965805726396034	0.2510745268321857	0.2236728811884628	0.24459069757768842	0.2273631022466896	0.29514149533386835	0.2850607235996372	0.3188794737210956	0.32666849256135555	0.33652425756002113	0.3418978472618324	0.33730591002046406	0.3424820293527383	0.3286948274968806	0.33305714927397867	0.32563085265737063	0.33342839993105877	0.33036598083714064	0.3369748128433265	0.33054569163178504	0.3323846401271857	0.34354150011638146	0.3442543210965829	0.32458970146880856
S27H1	0.35351550818281857	0.3450348844064677	0.3326548088943854	0.34117966533656496	0.3314432933975325	0.31387588869102534	0.3191609488692525	0.32515119208043	0.30960872112696813	0.323093089911441	0.31936079869687906	0.337817413790235	0.34591994521794883	0.30292166630318135	0.2071458703083149	0.26119843519992747	0.2343148210422271	0.2709808778771601	0.26752088470241153	0.24326526511302748	0.2448672322734839	0.21602174560520443	0.2447349482952415	0.25782496704307545	0.24177908994426398	0.25751204683621476	0.26467990200962654	0.25617168459978534	0.2034354681450879	0.18926501636314286	0.11186801514772643	0.09852212754117903	0.0	0.114982857165501	0.14171213016696005	0.22163883331053852	0.27368360133809244	0.18211462950062335	0.17702787797504535	0.23371696546607595	0.2035821494915167	0.16834400244878298	0.181137955336821	0.21823503585875148	0.195777734886126	0.24819790485354626	0.20392229016576452	0.2040514819353051	0.16775233999762093	0.2739657219902865	0.18948439224297076	0.23953156254854258	0.2608536053660295	0.25323575477296045	0.2616498127449462	0.31727720643734164	0.28728610501351215	0.28633868987783745	0.28668149818903754	0.2417119647335097	0.25530986254851995	0.2542254894338707	0.28617084422605754	0.27276788427383386	0.2677825842573889	0.29465837108631765	0.2812389566010849	0.2871096153981312	0.27056136560806077	0.2487945625590408	0.2786003603358489	0.24781892243089998	0.3290301022699152	0.3044274029202272	0.3243976925581388	0.2895946035596869	0.26051074294949395	0.29054320895041796	0.2762822051596692	0.22914314423874704	0.22930170111615916	0.23930645701589928	0.29088965086804075	0.2575654158703051	0.24959346267296742	0.2575658901566443	0.2589823597248696	0.23158071408114672	0.25249853047037235	0.23527093513937353	0.3030493282265523	0.2929685564923211	0.3267873066137795	0.3345763254540395	0.34443209045270506	0.34980568015451635	0.345213742913148	0.35038986224542223	0.33660266038956455	0.3409649821666626	0.33353868555005456	0.3413362328237427	0.33827381372982457	0.3448826457360104	0.338453524524469	0.34029247301986965	0.3514493330090654	0.3521621539892668	0.3324975343614925
S13Hp	0.2974375399395987	0.2889569161632478	0.27657684065116556	0.2851016970933451	0.2753653251543126	0.2577979204478055	0.26308298062603264	0.2690732238372101	0.2535307528837483	0.26701512166822117	0.26328283045365924	0.2817394455470152	0.28984197697472897	0.24684369805996148	0.15106790206509504	0.20512046695670755	0.1782368527990072	0.21490290963394018	0.21144291645919167	0.18718729686980762	0.18878926403026397	0.15994377736198456	0.18865698005202158	0.20174699879985553	0.18570112170104408	0.2014340785929949	0.20860193376640668	0.20009371635656542	0.14735749990186803	0.13318704811992302	0.12042091187936446	0.1070750242728171	0.114982857165501	0.0	0.08563416192374018	0.16556086506731865	0.21760563309487257	0.12603666125740348	0.12094990973182548	0.1776389972228561	0.14750418124829684	0.11226603420556311	0.12505998709360114	0.1621570676155316	0.13969976664290612	0.1921199366103264	0.14784432192254465	0.14797351369208522	0.11167437175440106	0.21788775374706665	0.1334064239997509	0.1834535943053227	0.2047756371228096	0.1971577865297406	0.20557184450172633	0.2611992381941218	0.23120813677029228	0.23026072163461758	0.23060352994581762	0.18563399649028983	0.19923189430530003	0.19814752119065077	0.23009287598283765	0.21668991603061397	0.211704616014169	0.23858040284309773	0.22516098835786502	0.23103164715491128	0.21448339736484087	0.19271659431582092	0.22252239209262903	0.1917409541876801	0.27295213402669527	0.2483494346770073	0.2683197243149189	0.23351663531646702	0.20443277470627402	0.23446524070719807	0.22020423691644933	0.17306517599552718	0.1732237328729393	0.1832284887726794	0.23481168262482083	0.2014874476270852	0.19351549442974753	0.2014879219134244	0.20290439148164968	0.17550274583792685	0.19642056222715243	0.1791929668961536	0.24697135998333242	0.23689058824910125	0.27070933837055966	0.27849835721081967	0.28835412220948525	0.2937277119112965	0.2891357746699281	0.29431189400220237	0.2805246921463447	0.28488701392344273	0.2774607173068347	0.28525826458052284	0.2821958454866047	0.28880467749279054	0.2823755562812491	0.2842145047766498	0.2953713647658455	0.29608418574604695	0.2764195661182726
S26Hp	0.26846107983060746	0.25998045605425657	0.24760038054217437	0.2561252369843539	0.2463888650453214	0.2288214603388143	0.23410652051704145	0.24009676372821886	0.22455429277475705	0.2380386615592299	0.234306370344668	0.25276298543802395	0.2608655168657377	0.21786723795097024	0.1220914419561038	0.17614400684771633	0.14926039269001598	0.18592644952494897	0.18246645635020042	0.15821083676081638	0.15981280392127276	0.13096731725299332	0.15968051994303037	0.1727705386908643	0.15672466159205287	0.17245761848400365	0.17962547365741546	0.1711172562475742	0.11838103979287679	0.14033679957915526	0.14715018488082351	0.13380429727427615	0.14171213016696005	0.08563416192374018	0.0	0.11795015383768988	0.1776999086372226	0.08613093679975349	0.0810441852741755	0.1377332727652061	0.10759845679064685	0.07236030974791313	0.0960835269846099	0.13318060750654037	0.11072330653391488	0.16314347650133518	0.11886786181355344	0.11899705358309401	0.08269791164540982	0.18891129363807543	0.10442996389075965	0.15447713419633147	0.1757991770138184	0.16818132642074937	0.17659538439273512	0.23222277808513056	0.20223167666130104	0.20128426152562634	0.2016270698368264	0.1566575363812986	0.1702554341963088	0.16917106108165955	0.20111641587384643	0.18771345592162275	0.18272815590517777	0.20960394273410649	0.19618452824887378	0.20205518704592007	0.18550693725584966	0.1637401342068297	0.1935459319836378	0.16276449407868887	0.24397567391770408	0.21937297456801608	0.23934326420592766	0.2045401752074758	0.1754563145972828	0.20548878059820685	0.19122777680745812	0.14408871588653593	0.14424727276394805	0.15425202866368815	0.20583522251582959	0.172510987518094	0.16453903432075628	0.17251146180443316	0.17392793137265847	0.1465262857289356	0.16744410211816121	0.1502165067871624	0.2179948998743412	0.20791412814011	0.24173287826156845	0.24952189710182843	0.259377662100494	0.26475125180230524	0.26015931456093694	0.2653354338932111	0.25154823203735344	0.2559105538144515	0.24848425719784348	0.25628180447153165	0.25321938537761346	0.2598282173837993	0.25339909617225786	0.25523804466765854	0.2663949046568543	0.26710772563705565	0.24744310600928138
530215	0.3483877829741859	0.339907159197835	0.32752708368575273	0.33605194012793227	0.3263155681888998	0.30874816348239265	0.3140332236606198	0.3200234668717973	0.30448099591833544	0.3179653647028083	0.31423307348824636	0.3326896885816023	0.34079222000931614	0.29779394109454865	0.20201814509968224	0.2560707099912948	0.22918709583359442	0.2658531526685274	0.26239315949377884	0.23813753990439485	0.2397395070648512	0.2108940203965718	0.2396072230866088	0.25269724183444275	0.2366513647356313	0.2523843216275821	0.2595521768009939	0.25104395939115265	0.19830774293645526	0.2202635027227337	0.22707688802440198	0.21373100041785462	0.22163883331053852	0.16556086506731865	0.11795015383768988	0.0	0.25762661178080104	0.16605763994333195	0.16097088841775398	0.21765997590878455	0.1875251599342253	0.1522870128914916	0.17601023012818837	0.21310731065011884	0.19065000967749335	0.24307017964491362	0.19879456495713188	0.19892375672667245	0.1626246147889883	0.2688379967816539	0.18435666703433812	0.23440383733990994	0.25572588015739683	0.24810802956432781	0.25652208753631356	0.312149481228709	0.2821583798048795	0.2812109646692048	0.28155377298040485	0.23658423952487706	0.25018213733988726	0.249097764225238	0.28104311901742485	0.2676401590652012	0.26265485904875624	0.28953064587768496	0.27611123139245225	0.2819818901894985	0.2654336403994281	0.24366683735040814	0.27347263512721626	0.24269119722226734	0.32390237706128255	0.2992996777115945	0.31926996734950613	0.2844668783510542	0.25538301774086125	0.28541548374178527	0.2711544799510366	0.2240154190301144	0.22417397590752652	0.23417873180726662	0.28576192565940806	0.25243769066167243	0.24446573746433475	0.25243816494801163	0.2538546345162369	0.22645298887251408	0.24737080526173966	0.23014320993074083	0.29792160301791965	0.2878408312836884	0.32165958140514683	0.3294486002454068	0.33930436524407237	0.34467795494588366	0.3400860177045153	0.34526213703678954	0.33147493518093185	0.3358372569580299	0.32841096034142186	0.33620850761511	0.3331460885211919	0.3397549205273777	0.3333257993158363	0.33516474781123695	0.3463216078004327	0.3470344287806341	0.3273698091528598
31428	0.40043255100173986	0.39195192722538896	0.3795718517133067	0.38809670815548625	0.37836033621645376	0.3607929315099466	0.3660779916881738	0.37206823489935126	0.3565257639458894	0.37001013273036226	0.36627784151580034	0.3847344566091563	0.3928369880368701	0.34983870912210263	0.2540629131272362	0.30811547801884875	0.2812318638611484	0.31789792069608136	0.3144379275213328	0.29018230793194877	0.2917842750924052	0.2629387884241257	0.2916519911141628	0.30474200986199673	0.2886961327631853	0.30442908965513604	0.31159694482854783	0.3030887274187066	0.2503525109640092	0.27230827075028763	0.27912165605195594	0.2657757684454085	0.27368360133809244	0.21760563309487257	0.1776999086372226	0.25762661178080104	0.0	0.1608985599044227	0.19336281941857647	0.25005190690960705	0.2199170909350478	0.1846789438923141	0.22805499815574232	0.26515207867767276	0.24269477770504727	0.2951149476724676	0.25083933298468586	0.2509685247542264	0.21466938281654224	0.32088276480920785	0.23640143506189204	0.28644860536746386	0.3077706481849508	0.30015279759188174	0.30856685556386754	0.364194249256263	0.33420314783243343	0.33325573269675873	0.3335985410079588	0.288629007552431	0.30222690536744123	0.301142532252792	0.3330878870449788	0.31968492709275514	0.31469962707631016	0.34157541390523893	0.3281559994200062	0.33402665821705246	0.31747840842698205	0.2957116053779621	0.3255174031547702	0.29473596524982126	0.3759471450888365	0.35134444573914847	0.37131473537706006	0.3365116463786082	0.30742778576841523	0.33746025176933925	0.3231992479785905	0.2760601870576683	0.27621874393508045	0.28622349983482054	0.33780669368696203	0.3044824586892264	0.29651050549188873	0.30448293297556556	0.3058994025437909	0.278497756900068	0.29941557328929364	0.2821879779582948	0.34996637104547357	0.3398855993112424	0.3737043494327008	0.38149336827296076	0.39134913327162635	0.39672272297343764	0.3921307857320693	0.3973069050643435	0.38351970320848583	0.3878820249855839	0.38045572836897584	0.388253275642664	0.38519085654874585	0.3917996885549317	0.38537056734339026	0.38720951583879093	0.3983663758279867	0.3990791968081881	0.37941457718041377
S28Hp	0.3088635791642707	0.3003829553879198	0.2880028798758376	0.29652773631801715	0.28679136437898467	0.26922395967247753	0.2745090198507047	0.28049926306188216	0.2649567921084204	0.2784411608928932	0.2747088696783313	0.29316548477168725	0.301268016199401	0.25826973728463354	0.16249394128976707	0.2165465061813796	0.18966289202367925	0.2263289488586122	0.2228689556838637	0.19861333609447965	0.20021530325493603	0.1713698165866566	0.20008301927669364	0.21317303802452758	0.19712716092571614	0.21286011781766692	0.22002797299107874	0.21151975558123748	0.15878353912654006	0.18073929891281854	0.1875526842144868	0.17420679660793942	0.18211462950062335	0.12603666125740348	0.08613093679975349	0.16605763994333195	0.1608985599044227	0.0	0.10179384758110736	0.15848293507213795	0.1283481190975787	0.09310997205484499	0.13648602631827317	0.17358310684020364	0.15112580586757815	0.20354597583499845	0.1592703611472167	0.15939955291675728	0.12310041097907311	0.2293137929717387	0.14483246322442292	0.19487963352999477	0.21620167634748166	0.20858382575441264	0.2169978837263984	0.27262527741879383	0.2426341759949643	0.2416867608592896	0.24202956917048968	0.1970600357149619	0.21065793352997209	0.20957356041532282	0.24151891520750968	0.228115955255286	0.22313065523884107	0.2500064420677698	0.23658702758253708	0.24245768637958331	0.2259094365895129	0.20414263354049295	0.2339484313173011	0.20316699341235214	0.2843781732513673	0.2597754739016793	0.27974576353959096	0.24494267454113905	0.21585881393094608	0.2458912799318701	0.23163027614112136	0.1844912152201992	0.18464977209761133	0.19465452799735145	0.24623772184949289	0.21291348685175726	0.20494153365441958	0.21291396113809644	0.21433043070632174	0.18692878506259888	0.2078466014518245	0.19061900612082566	0.2583973992080045	0.2483166274737733	0.2821353775952317	0.28992439643549167	0.29978016143415726	0.3051537511359685	0.3005618138946001	0.30573793322687437	0.2919507313710167	0.29631305314811474	0.2888867565315067	0.29668430380519484	0.2936218847112767	0.30023071671746254	0.2938015955059211	0.2956405440013218	0.3067974039905175	0.30751022497071895	0.2878456053429446
31700	0.3037768276386928	0.2952962038623419	0.28291612835025964	0.2914409847924392	0.2817046128534067	0.26413720814689956	0.2694222683251267	0.2754125115363042	0.25987004058284235	0.2733544093673152	0.2696221181527533	0.2880787332461092	0.29618126467382305	0.25318298575905557	0.1574071897641891	0.21145975465580163	0.18457614049810128	0.22124219733303424	0.2177822041582857	0.19352658456890165	0.19512855172935806	0.1662830650610786	0.19499626775111567	0.2080862864989496	0.19204040940013817	0.20777336629208892	0.21494122146550076	0.2064330040556595	0.15369678760096206	0.17565254738724057	0.18246593268890882	0.16912004508236145	0.17702787797504535	0.12094990973182548	0.0810441852741755	0.16097088841775398	0.19336281941857647	0.10179384758110736	0.0	0.11663545780689491	0.10143691266803576	0.06619876562530204	0.1313992747926952	0.16849635531462565	0.14603905434200015	0.19845922430942048	0.15418360962163874	0.1543128013911793	0.11801365945349512	0.22422704144616074	0.13974571169884492	0.18979288200441677	0.2111149248219037	0.20349707422883467	0.21191113220082042	0.26753852589321586	0.23754742446938631	0.23660000933371161	0.2369428176449117	0.1919732841893839	0.20557118200439412	0.20448680888974485	0.2364321636819317	0.22302920372970803	0.21804390371326307	0.2449196905421918	0.23150027605695908	0.23737093485400534	0.22082268506393493	0.19905588201491498	0.2288616797917231	0.19808024188677414	0.27929142172578936	0.25468872237610135	0.274659012014013	0.23985592301556108	0.2107720624053681	0.24080452840629213	0.2265435246155434	0.1794044636946212	0.17956302057203333	0.18956777647177345	0.2411509703239149	0.2078267353261793	0.19985478212884158	0.20782720961251844	0.20924367918074377	0.1818420335370209	0.20275984992624652	0.1855322545952477	0.2533106476824265	0.2432298759481953	0.27704862606965375	0.2848376449099137	0.2946934099085793	0.3000669996103906	0.2954750623690222	0.30065118170129645	0.28686397984543877	0.2912263016225368	0.2838000050059288	0.2915975522796169	0.2885351331856988	0.2951439651918846	0.2887148439803432	0.29055379247574387	0.3017106524649396	0.30242347344514103	0.2827588538173667
31416	0.3604659151297233	0.3519852913533724	0.33960521584129016	0.3481300722834697	0.3383937003444372	0.3208262956379301	0.32611135581615724	0.3321015990273347	0.3165591280738729	0.3300434968583457	0.3263112056437838	0.34476782073713974	0.3528703521648536	0.3098720732500861	0.21409627725521968	0.2681488421468322	0.24126522798913186	0.2779312848240648	0.2744712916493163	0.2502156720599323	0.25181763922038863	0.22297215255210923	0.25168535524214625	0.2647753739899802	0.24872949689116874	0.2644624537831195	0.27163030895653134	0.2631220915466901	0.21038587509199266	0.23234163487827114	0.2391550201799394	0.22580913257339202	0.23371696546607595	0.1776389972228561	0.1377332727652061	0.21765997590878455	0.25005190690960705	0.15848293507213795	0.11663545780689491	0.0	0.15812600015906636	0.12288785311633262	0.18808836228372577	0.22518544280565625	0.20272814183303076	0.25514831180045106	0.21087269711266932	0.2110018888822099	0.1747027469445257	0.2809161289371913	0.19643479918987553	0.24648196949544737	0.26780401231293427	0.26018616171986525	0.268600219691851	0.32422761338424644	0.2942365119604169	0.29328909682474225	0.2936319051359423	0.2486623716804145	0.2622602694954247	0.26117589638077543	0.2931212511729623	0.27971829122073866	0.2747329912042937	0.3016087780332224	0.2881893635479897	0.2940600223450359	0.2775117725549655	0.2557449695059456	0.2855507672827537	0.2547693293778048	0.33598050921682	0.3113778098671319	0.33134809950504357	0.29654501050659166	0.2674611498963987	0.2974936158973227	0.283232612106574	0.23609355118565184	0.23625210806306396	0.24625686396280405	0.2978400578149455	0.26451582281720987	0.2565438696198722	0.26451629710354907	0.26593276667177435	0.23853112102805152	0.2594489374172771	0.24222134208627827	0.3099997351734571	0.29991896343922586	0.33373771356068427	0.3415267324009442	0.3513824973996098	0.3567560871014211	0.35216414986005273	0.357340269192327	0.3435530673364693	0.34791538911356734	0.3404890924969593	0.34828663977064744	0.3452242206767293	0.35183305268291515	0.3454039314713737	0.3472428799667744	0.35839973995597013	0.35911256093617155	0.3394479413083972
S6Hp	0.33033109915516407	0.3218504753788132	0.3094703998667309	0.31799525630891046	0.308258884369878	0.29069147966337083	0.295976539841598	0.30196678305277547	0.2864243120993136	0.29990868088378647	0.29617638966922455	0.3146330047625805	0.3227355361902943	0.27973725727552684	0.18396146128066043	0.23801402617227296	0.2111304120145726	0.24779646884950557	0.24433647567475705	0.220080856085373	0.22168282324582939	0.19283733657754995	0.221550539267587	0.23464055801542094	0.2185946809166095	0.23432763780856028	0.2414954929819721	0.23298727557213084	0.18025105911743342	0.2022068189037119	0.20902020420538014	0.19567431659883278	0.2035821494915167	0.14750418124829684	0.10759845679064685	0.1875251599342253	0.2199170909350478	0.1283481190975787	0.10143691266803576	0.15812600015906636	0.0	0.08049000712221904	0.15795354630916653	0.195050626831097	0.1725933258584715	0.2250134958258918	0.18073788113811007	0.18086707290765064	0.14456793096996645	0.25078131296263206	0.16629998321531628	0.21634715352088812	0.23766919633837502	0.230051345745306	0.23846540371729175	0.2940927974096872	0.26410169598585764	0.263154280850183	0.26349708916138304	0.21852755570585525	0.23212545352086544	0.23104108040621618	0.26298643519840303	0.24958347524617935	0.24459817522973443	0.27147396205866314	0.25805454757343044	0.2639252063704767	0.24737695658040626	0.2256101535313863	0.25541595130819444	0.2246345134032455	0.3058456932422607	0.2812429938925727	0.3012132835304843	0.2664101945320324	0.23732633392183944	0.26735879992276346	0.2530977961320147	0.20595873521109256	0.20611729208850468	0.2161220479882448	0.26770524184038624	0.23438100684265062	0.22640905364531294	0.2343814811289898	0.2357979506972151	0.20839630505349224	0.22931412144271784	0.21208652611171902	0.27986491919889783	0.2697841474646666	0.303602897586125	0.311391916426385	0.32124768142505056	0.32662127112686185	0.3220293338854935	0.3272054532177677	0.31341825136191004	0.3177805731390081	0.31035427652240005	0.3181518237960882	0.31508940470217006	0.3216982367083559	0.31526911549681447	0.31710806399221514	0.3282649239814109	0.3289777449616123	0.309313125333838
