	F6H1	31700	31512	530075	31333	31360	31452	530215	530163	S28Hp	S26Hp	S1Hp	F32H1	530331	31600	F22HpB	S22Hp	S2Hp	S21H1	S15Hp	S14Hp	F1H1	S16H2	530444	f21pp	w8pp	f12ppB	S27H1	S19H1	F14H1B	f23ppA	w18pp	S17H1	f7pp	w30pp	w11pp	s30pp	f8pp	f4pp	w15pp	f2pp	F7H1	f22ppB	w2pp	f10pp	w1pp	w20pp	f15pp	f11pp	w12pp	w13pp	s32pp	w32pp	f6ppA	S6Hp	f6ppB	f20ppB	f20ppA	f32pp	w26pp	w16pp	S3Hp	f25pp	w17pp	f1pp	f16ppA	s1pp	f22ppA	f14ppB	w3pp	w4pp	F8H1	S4Hp	S12Hp	S18H1	s27pp	s23pp	w23pp	S23Hp	w14pp	w27pp	f19pp	F3H1	w21pp	s21pp	s7pp	w19pp	31379	31160	w10pp	f17ppB	w31pp	s28pp	w29pp	s24H1	w25pp	530295	S9H1
w8pp	0.1270472396851498	0.3472121593765919	0.39248168875468625	0.4023534090810053	0.4184538836465878	0.42451847885872407	0.4195951543828832	0.3511532842829109	0.3694690391037733	0.37702973267225187	0.3574096707621689	0.37818840811264115	0.37946551424579855	0.3553498855449011	0.3788946079427999	0.35779850971786165	0.4083205862408197	0.37304108455854257	0.3867697027525999	0.5478397956758714	0.576877577615669	0.5765861798772126	0.6017453469987901	0.5712490694586655	0.025563357955825254	0.0	0.02231024567810016	0.03556994691676469	0.038862224816635274	0.0505700672461418	0.03593529734598924	0.02677136712892747	0.04746674483473304	0.0207332188980799	0.0336079280070227	0.03610753135863427	0.036504185846566076	0.025035099527481463	0.03299438762454994	0.043557093134006616	0.02482903045836475	0.03156787969581056	0.03572470254456395	0.02627907586777125	0.03181163335368621	0.039882891160706965	0.029268156842656972	0.05009579142080728	0.04399070474885748	0.047044893788396325	0.04781049758490902	0.054424136870026826	0.052101247117144964	0.046446679503482094	0.059302331793516044	0.04426570182423842	0.03957129337371028	0.041255137014681476	0.04189554147391761	0.03147961872064106	0.03498468380201082	0.03603119227375816	0.03200870751429834	0.029191414218520426	0.03606903426076075	0.03613409232961338	0.04558568168462701	0.042971516429862064	0.032343075060008	0.039115545860851905	0.03844712591146003	0.06251106939742547	0.05418986092333325	0.04886155554096887	0.04909018709176809	0.03728907367567458	0.04453099108204642	0.0499920840805899	0.06020182040425609	0.030574584867020447	0.04600219432914679	0.04114951044944265	0.05260713429598293	0.04380428854696282	0.04276238958388795	0.05391323169684527	0.04141703028048849	0.07718892250139277	0.07920330563114418	0.04501796424799544	0.03974600816415717	0.04156658623380291	0.04688072948868473	0.045516228246243295	0.056686419076798444	0.033585022389831395	0.023732062767004347	0.07439941506843067
f12ppB	0.13198091644658272	0.3521458361380248	0.39741536551611917	0.4072870858424382	0.4233875604080207	0.429452155620157	0.4245288311443161	0.35608696104434384	0.37440271586520624	0.3819634094336848	0.3623433475236018	0.38312208487407406	0.38439919100723147	0.360283562306334	0.3838282847042328	0.36273218647929456	0.4132542630022526	0.3779747613199755	0.39170337951403283	0.5527734724373042	0.5818112543771019	0.5815198566386455	0.606679023760223	0.5761827462200984	0.03303397245298847	0.02231024567810016	0.0	0.03963623014844328	0.04292850804831386	0.05463635047782038	0.040001580577667825	0.030837650360606057	0.05153302806641162	0.024799502129758483	0.03767421123870129	0.04017381459031286	0.040570469078244666	0.02910138275916005	0.03706067085622853	0.0476233763656852	0.028895313690043337	0.03563416292748915	0.039790985776242536	0.030345359099449836	0.035877916585364794	0.043949174392385555	0.03333444007433556	0.05416207465248586	0.048056987980536064	0.05111117702007491	0.0518767808165876	0.05849042010170541	0.05616753034882355	0.05051296273516068	0.06336861502519463	0.048331985055917	0.04363757660538887	0.04532142024636006	0.04596182470559619	0.035545901952319645	0.03905096703368941	0.04009747550543674	0.03607499074597692	0.03325769745019901	0.04013531749243934	0.04020037556129197	0.049651964916305594	0.04703779966154065	0.03640935829168659	0.04318182909253049	0.042513409143138614	0.06657735262910405	0.05825614415501183	0.05292783877264745	0.05315647032344667	0.04135535690735316	0.048597274313725	0.054058367312268485	0.06426810363593467	0.03464086809869903	0.05006847756082537	0.04521579368112123	0.056673417527661515	0.0478705717786414	0.04682867281556653	0.05797951492852385	0.04548331351216707	0.08125520573307135	0.08326958886282276	0.04908424747967402	0.043812291395835756	0.04563286946548149	0.05094701272036331	0.04958251147792188	0.06075270230847703	0.037651305621509985	0.028665739528437255	0.07933309182986359
S27H1	0.14524061768524726	0.3654055373766893	0.41067506675478366	0.4205467870811027	0.4366472616466852	0.4427118568588215	0.4377885323829806	0.36934666228300833	0.3876624171038707	0.3952231106723493	0.3756030487622663	0.39638178611273855	0.39765889224589596	0.3735432635449985	0.3970879859428973	0.37599188771795905	0.4265139642409171	0.39123446255864	0.4049630807526973	0.5660331736759688	0.5950709556157665	0.5947795578773101	0.6199387249988876	0.589442447458763	0.046293673691653006	0.03556994691676469	0.03963623014844328	0.0	0.03498256288612342	0.05458610039139106	0.04956931031757636	0.04040538010051459	0.061100757806320155	0.03436723186966702	0.047241940978609814	0.04974154433022139	0.05013819881815319	0.038669112499068584	0.04662840059613706	0.057191106105593734	0.03846304342995187	0.04520189266739768	0.049358715516151064	0.03991308883935837	0.04544564632527333	0.05351690413229408	0.04290216981424409	0.0637298043923944	0.0576247177204446	0.06067890675998344	0.061444510556496135	0.06805814984161394	0.06573526008873208	0.06008069247506921	0.07293634476510316	0.057899714795825535	0.053205306345297396	0.05488914998626859	0.055529554445504725	0.04511363169222818	0.04861869677359794	0.049665205245345276	0.045642720485885455	0.04282542719010754	0.04970304723234787	0.049768105301200495	0.05921969465621413	0.05660552940144918	0.045977088031595115	0.05274955883243902	0.05208113888304715	0.07614508236901259	0.06782387389492037	0.062495568512555985	0.0627242000633552	0.050923086647261695	0.058165004053633534	0.06362609705217702	0.07383583337584321	0.04420859783860756	0.05963620730073391	0.05478352342102977	0.06624114726757005	0.057438301518549936	0.05639640255547507	0.06754724466843239	0.055051043252075604	0.09082293547297988	0.0928373186027313	0.058651977219582555	0.05338002113574429	0.05520059920539003	0.060514742460271845	0.05915024121783041	0.07032043204838556	0.04721903536141851	0.04192544076710179	0.09259279306852812
S19H1	0.14853289558511784	0.36869781527655987	0.41396734465465423	0.42383906498097335	0.43993953954655585	0.44600413475869205	0.4410808102828512	0.3726389401828789	0.39095469500374136	0.3985153885722199	0.3788953266621369	0.3996740640126092	0.40095117014576653	0.3768355414448691	0.4003802638427679	0.3792841656178296	0.42980624214078766	0.39452674045851055	0.4082553586525679	0.5693254515758394	0.598363233515637	0.5980718357771806	0.6232310028987581	0.5927347253586335	0.04958595159152358	0.038862224816635274	0.04292850804831386	0.03498256288612342	0.0	0.057878378291261634	0.052861588217446936	0.04369765800038517	0.06439303570619073	0.0376595097695376	0.050534218878480405	0.05303382223009198	0.053430476718023784	0.04196139039893917	0.04992067849600765	0.06048338400546431	0.04175532132982245	0.04849417056726826	0.052650993416021655	0.04320536673922895	0.048737924225143905	0.05680918203216467	0.04619444771411467	0.06702208229226497	0.06091699562031519	0.06397118465985402	0.06473678845636673	0.07135042774148452	0.06902753798860267	0.06337297037493979	0.07622862266497375	0.06119199269569611	0.05649758424516799	0.058181427886139184	0.0588218323453753	0.048405909592098756	0.05191097467346853	0.05295748314521586	0.04893499838575603	0.04611770508997813	0.052995325132218454	0.05306038320107108	0.0625119725560847	0.05989780730131977	0.049269365931465706	0.0560418367323096	0.055373416782917725	0.07943736026888318	0.07111615179479094	0.06578784641242656	0.0660164779632258	0.05421536454713227	0.061457281953504125	0.06691837495204761	0.0771281112757138	0.04750087573847815	0.0629284852006045	0.058075801320900344	0.06953342516744063	0.06073057941842053	0.05968868045534566	0.07083952256830298	0.058343321151946195	0.09411521337285048	0.09612959650260189	0.061944255119453145	0.05667229903561487	0.058492877105260604	0.06380702036014242	0.062442519117701004	0.07361270994825614	0.050511313261289104	0.04521771866697238	0.09588507096839871
F14H1B	0.16024073801462435	0.38040565770606644	0.4256751870841608	0.43554690741047986	0.45164738197606236	0.4577119771881986	0.45278865271235774	0.3843467826123855	0.40266253743324787	0.4102232310017264	0.39060316909164344	0.4113819064421157	0.4126590125752731	0.38854338387437565	0.41208810627227443	0.3909920080473362	0.44151408457029423	0.4062345828880171	0.41996320108207447	0.5810332940053459	0.6100710759451435	0.6097796782066871	0.6349388453282646	0.60444256778814	0.06129379402103011	0.0505700672461418	0.05463635047782038	0.05458610039139106	0.057878378291261634	0.0	0.06456943064695346	0.05540550042989169	0.07610087813569726	0.04936735219904412	0.06224206130798692	0.06474166465959849	0.0651383191475303	0.053669232828445684	0.061628520925514164	0.07219122643497083	0.053463163759328976	0.06020201299677479	0.06435883584552818	0.054913209168735475	0.06044576665465043	0.06851702446167118	0.05790229014362119	0.0787299247217715	0.0726248380498217	0.07567902708936054	0.07644463088587325	0.08305827017099104	0.08073538041810918	0.07508081280444631	0.08793646509448028	0.07289983512520264	0.0682054266746745	0.06988927031564571	0.07052967477488183	0.06011375202160528	0.06361881710297504	0.06466532557472238	0.060642840815262555	0.05782554751948465	0.06470316756172498	0.0647682256305776	0.07421981498559123	0.07160564973082628	0.06097720836097222	0.06774967916181612	0.06708125921242425	0.09114520269838969	0.08282399422429747	0.07749568884193309	0.0777243203927323	0.0659232069766388	0.07316512438301065	0.07862621738155412	0.08883595370522032	0.05920871816798467	0.07463632763011102	0.06978364375040687	0.08124126759694715	0.07243842184792704	0.07139652288485218	0.08254736499780949	0.07005116358145272	0.10582305580235699	0.1078374389321084	0.07365209754895966	0.06838014146512139	0.07020071953476713	0.07551486278964895	0.07415036154720753	0.08532055237776266	0.06221915569079562	0.056925561096478894	0.10759291339790522
f23ppA	0.1456059681144718	0.3657708878059139	0.41104041718400824	0.4209121375103273	0.4370126120759098	0.44307720728804606	0.4381538828122052	0.3697120127122329	0.3880277675330953	0.39558846110157386	0.3759683991914909	0.39674713654196314	0.39802424267512054	0.3739086139742231	0.3974533363721219	0.37635723814718364	0.4268793146701417	0.39159981298786456	0.4053284311819219	0.5663985241051933	0.595436306044991	0.5951449083065345	0.6203040754281121	0.5898077978879874	0.04665902412087755	0.03593529734598924	0.040001580577667825	0.04956931031757636	0.052861588217446936	0.06456943064695346	0.0	0.02710864655472474	0.047804024260530306	0.027418504033177304	0.043813829168790015	0.04631343252040159	0.046710087008333394	0.03524100068924878	0.04320028878631726	0.05376299429577393	0.03503493162013206	0.04177378085757788	0.045930603706331265	0.03648497702953856	0.04201753451545352	0.05008879232247428	0.03947405800442429	0.06030169258257459	0.0541966059106248	0.057250794950163636	0.058016398746676336	0.06463003803179414	0.06230714827891228	0.056652580665249405	0.06950823295528336	0.05447160298600573	0.0497771945354776	0.051461038176448794	0.05210144263568492	0.04168551988240837	0.04519058496377814	0.04623709343552547	0.04221460867606565	0.03939731538028774	0.04627493542252807	0.046339993491380696	0.05579158284639432	0.05317741759162938	0.042548976221775316	0.049321447022619216	0.04865302707322734	0.0727169705591928	0.06439576208510056	0.05906745670273618	0.059296088253535405	0.04749497483744189	0.054736892243813735	0.06019798524235722	0.0704077215660234	0.04078048602878776	0.05620809549091411	0.05135541161120996	0.06281303545775024	0.05401018970873014	0.05296829074565527	0.06411913285861259	0.051622931442255805	0.08739482366316008	0.08940920679291149	0.055223865409762755	0.049951909325924485	0.05177248739557022	0.05708663065045204	0.055722129408010614	0.06689232023856576	0.043790923551598714	0.04229079119632634	0.09295814349775267
w18pp	0.13644203789741005	0.3566069575888521	0.40187648696694644	0.4117482072932655	0.427848681858848	0.43391327707098426	0.4289899525951434	0.3605480824951711	0.3788638373160335	0.38642453088451206	0.3668044689744291	0.38758320632490134	0.38886031245805874	0.3647446837571613	0.3882894061550601	0.36719330793012184	0.4177153844530799	0.38243588277080276	0.3961645009648601	0.5572345938881316	0.5862723758279292	0.5859809780894728	0.6111401452110503	0.5806438676709257	0.03749509390381578	0.02677136712892747	0.030837650360606057	0.04040538010051459	0.04369765800038517	0.05540550042989169	0.02710864655472474	0.0	0.03434966168237487	0.018254573816115536	0.03464989895172825	0.037149502303339826	0.03754615679127163	0.02607707047218701	0.03403635856925549	0.044599064078712156	0.025871001403070297	0.03260985064051611	0.0367666734892695	0.027321046812476796	0.03285360429839175	0.04092486210541252	0.030310127787362518	0.05113776236551282	0.045032675693563035	0.048086864733101864	0.04885246852961457	0.055466107814732366	0.05314321806185052	0.04748865044818763	0.0603443027382216	0.04530767276894396	0.04061326431841583	0.04229710795938703	0.04293751241862315	0.0325215896653466	0.036026654746716374	0.037073163218463705	0.03305067845900388	0.030233385163225972	0.0371110052054663	0.037176063274318924	0.04662765262933255	0.04401348737456762	0.03338504600471355	0.040157516805557444	0.03948909685616557	0.06355304034213102	0.05523183186803879	0.04990352648567441	0.05013215803647364	0.03833104462038012	0.04557296202675197	0.051034055025295455	0.06124379134896164	0.031616555811725996	0.04704416527385234	0.04219148139414819	0.05364910524068847	0.04484625949166837	0.0438043605285935	0.05495520264155082	0.04245900122519404	0.0782308934460983	0.08024527657584972	0.04605993519270099	0.04078797910886271	0.04260855717850845	0.04792270043339027	0.04655819919094885	0.057728390021503984	0.03462699333453695	0.03312686097926457	0.0837942132806909
S17H1	0.1571374156032156	0.3773023352946577	0.42257186467275204	0.4324435849990711	0.4485440595646536	0.45460865477678986	0.449685330300949	0.3812434602009767	0.3995592150218391	0.40711990859031766	0.3874998466802347	0.40827858403070694	0.40955569016386434	0.3854400614629669	0.4089847838608657	0.38788868563592743	0.43841076215888547	0.40313126047660836	0.4168598786706657	0.5779299715939371	0.6069677535337348	0.6066763557952783	0.6318355229168559	0.6013392453767312	0.05819047160962135	0.04746674483473304	0.05153302806641162	0.061100757806320155	0.06439303570619073	0.07610087813569726	0.047804024260530306	0.03434966168237487	0.0	0.0389499515219211	0.05534527665753381	0.05784488000914539	0.05824153449707719	0.04677244817799257	0.05473173627506105	0.06529444178451772	0.04656637910887586	0.053305228346321676	0.05746205119507506	0.048016424518282357	0.05354898200419732	0.06162023981121808	0.05100550549316808	0.07183314007131839	0.0657280533993686	0.06878224243890743	0.06954784623542012	0.07616148552053793	0.07383859576765608	0.0681840281539932	0.08103968044402715	0.06600305047474953	0.06130864202422139	0.06299248566519258	0.06363289012442871	0.05321696737115217	0.056722032452521935	0.057768540924269265	0.053746056164809444	0.05092876286903154	0.05780638291127187	0.05787144098012449	0.06732303033513812	0.06470886508037318	0.05408042371051911	0.06085289451136301	0.06018447456197114	0.08424841804793659	0.07592720957384436	0.07059890419147997	0.07082753574227921	0.059026422326185685	0.06626833973255752	0.07172943273110102	0.0819391690547672	0.05231193351753156	0.0677395429796579	0.06288685909995376	0.07434448294649404	0.06554163719747394	0.06449973823439906	0.07565058034735639	0.0631543789309996	0.09892627115190387	0.10094065428165529	0.06675531289850656	0.06148335681466828	0.06330393488431402	0.06861807813919583	0.0672535768967544	0.07842376772730955	0.05532237104034251	0.053822238685070134	0.10448959098649646
f7pp	0.13040388966656247	0.3505688093580045	0.39583833873609886	0.40571005906241797	0.4218105336280005	0.4278751288401367	0.4229518043642958	0.35450993426432353	0.372825689085186	0.38038638265366453	0.3607663207435815	0.3815450580940538	0.38282216422721116	0.3587065355263137	0.38225125792421255	0.36115515969927425	0.4116772362222323	0.3763977345399552	0.3901263527340125	0.551196445657284	0.5802342275970817	0.5799428298586252	0.6051019969802027	0.5746057194400781	0.03145694567296821	0.0207332188980799	0.024799502129758483	0.03436723186966702	0.0376595097695376	0.04936735219904412	0.027418504033177304	0.018254573816115536	0.0389499515219211	0.0	0.028611750720880673	0.03111135407249225	0.03150800856042405	0.020038922241339435	0.027998210338407915	0.038560915847864585	0.019832853172222723	0.026571702409668534	0.030728525258421922	0.02128289858162922	0.02681545606754418	0.03488671387456494	0.024271979556514944	0.04509961413466525	0.03899452746271546	0.042048716502254294	0.04281432029876699	0.049427959583884795	0.04710506983100294	0.04145050221734006	0.05430615450737402	0.03926952453809639	0.034575116087568254	0.03625895972853945	0.03689936418777558	0.02648344143449903	0.029988506515868797	0.03103501498761613	0.027012530228156306	0.0241952369323784	0.031072856974618725	0.03113791504347135	0.04058950439848498	0.03797533914372004	0.027346897773865973	0.034119368574709874	0.033450948625318	0.057514892111283446	0.04919368363719122	0.04386537825482684	0.04409400980562606	0.03229289638953255	0.03953481379590439	0.04499590679444788	0.055205643118114066	0.02557840758087842	0.041006017043004765	0.03615333316330062	0.0476109570098409	0.038808111260820795	0.037766212297745926	0.048917054410703244	0.03642085299434646	0.07219274521525074	0.07420712834500215	0.04002178696185341	0.03474983087801514	0.03657040894766088	0.041884552202542696	0.04052005096010127	0.05169024179065641	0.02858884510368937	0.027088712748417	0.07775606504984334
w30pp	0.14327859877550525	0.36344351846694734	0.4087130478450417	0.41858476817136075	0.43468524273694326	0.4407498379490795	0.43582651347323864	0.3673846433732664	0.38570039819412877	0.3932610917626073	0.37364102985252434	0.3944197672029966	0.395696873336154	0.37158124463525655	0.39512596703315533	0.3740298688082171	0.42455194533117513	0.389272443648898	0.40300106184295537	0.5640711547662268	0.5931089367060245	0.5928175389675681	0.6179767060891456	0.5874804285490209	0.04433165478191101	0.0336079280070227	0.03767421123870129	0.047241940978609814	0.050534218878480405	0.06224206130798692	0.043813829168790015	0.03464989895172825	0.05534527665753381	0.028611750720880673	0.0	0.02443197996807861	0.024828634456010416	0.02191977880660971	0.029879066903678184	0.04044177241313486	0.021713709737493	0.03268479493105794	0.036841617779811334	0.02739599110301863	0.032928548588933584	0.04366051221630693	0.03304577789825693	0.053873412476407236	0.047768325804457445	0.05082251484399628	0.05158811864050898	0.05820175792562678	0.05587886817274493	0.05022430055908205	0.06307995284911601	0.048043322879838375	0.04334891442931024	0.04503275807028144	0.045673162529517565	0.03525723977624102	0.038762304857610785	0.03980881332935812	0.035786328569898294	0.03296903527412039	0.03984665531636071	0.039911713385213335	0.049363302740226975	0.04674913748546203	0.03612069611560796	0.04289316691645186	0.04222474696705999	0.06628869045302543	0.05796748197893321	0.052639176596568825	0.05286780814736805	0.041066694731274535	0.04830861213764638	0.053769705136189866	0.06397944145985605	0.03435220592262041	0.04977981538474675	0.04492713150504261	0.05638475535158289	0.04758190960256278	0.046540010639487914	0.05769085275244523	0.04519465133608845	0.08096654355699273	0.08298092668674414	0.0487955853035954	0.04352362921975713	0.04534420728940287	0.050658350544284685	0.04929384930184326	0.0604640401323984	0.03736264344543136	0.0399634218573598	0.09063077415878612
w11pp	0.14577820212711684	0.3659431218185589	0.4112126511966533	0.4210843715229723	0.4371848460885548	0.4432494413006911	0.43832611682485023	0.36988424672487796	0.3882000015457403	0.39576069511421885	0.37614063320413593	0.39691937055460813	0.3981964766877656	0.37408084798686814	0.39762557038476687	0.3765294721598287	0.4270515486827867	0.3917720470005096	0.40550066519456696	0.5665707581178384	0.5956085400576361	0.5953171423191796	0.6204763094407572	0.5899800319006325	0.04683125813352259	0.03610753135863427	0.04017381459031286	0.04974154433022139	0.05303382223009198	0.06474166465959849	0.04631343252040159	0.037149502303339826	0.05784488000914539	0.03111135407249225	0.02443197996807861	0.0	0.023575026996668656	0.02441938215822128	0.03237867025528976	0.04294137576474644	0.02421331308910457	0.03518439828266952	0.03934122113142291	0.029895594454630206	0.03542815194054516	0.046160115567918505	0.03554538124986851	0.05637301582801881	0.05026792915606902	0.05332211819560786	0.05408772199212056	0.06070136127723836	0.058378471524356504	0.05272390391069363	0.06557955620072758	0.05054292623144995	0.04584851778092182	0.047532361421893016	0.04817276588112914	0.037756843127852595	0.04126190820922236	0.0423084166809697	0.03828593192150987	0.03546863862573196	0.042346258667972286	0.04241131673682491	0.05186290609183855	0.049248740837073604	0.03862029946721954	0.04539277026806344	0.044724350318671564	0.06878829380463701	0.06046708533054478	0.0551387799481804	0.05536741149897963	0.04356629808288611	0.05080821548925796	0.05626930848780144	0.06647904481146763	0.036851809274231984	0.05227941873635833	0.04742673485665418	0.058884358703194466	0.05008151295417436	0.04903961399109949	0.06019045610405681	0.04769425468770003	0.0834661469086043	0.0854805300383557	0.05129518865520698	0.04602323257136871	0.04784381064101444	0.05315795389589626	0.051793452653454836	0.06296364348400998	0.039862246797042936	0.042463025208971376	0.09313037751039771
s30pp	0.14617485661504864	0.3663397763064907	0.4116093056845851	0.4214810260109041	0.4375815005764866	0.4436460957886229	0.43872277131278203	0.37028090121280977	0.3885966560336721	0.39615734960215065	0.37653728769206773	0.39731602504253993	0.3985931311756974	0.37447750247479994	0.39802222487269867	0.3769261266477605	0.4274482031707185	0.3921687014884414	0.40589731968249876	0.5669674126057702	0.5960051945455679	0.5957137968071115	0.620872963928689	0.5903766863885643	0.04722791262145439	0.036504185846566076	0.040570469078244666	0.05013819881815319	0.053430476718023784	0.0651383191475303	0.046710087008333394	0.03754615679127163	0.05824153449707719	0.03150800856042405	0.024828634456010416	0.023575026996668656	0.0	0.02481603664615309	0.03277532474322156	0.04333803025267824	0.024609967577036377	0.03558105277060132	0.03973787561935471	0.03029224894256201	0.03582480642847696	0.04655677005585031	0.03594203573780031	0.056769670315950614	0.050664583644000824	0.05371877268353966	0.05448437648005236	0.06109801576517016	0.058775126012288306	0.05312055839862543	0.06597621068865939	0.050939580719381754	0.04624517226885362	0.04792901590982482	0.048569420369060944	0.0381534976157844	0.041658562697154164	0.0427050711689015	0.03868258640944167	0.035865293113663765	0.04274291315590409	0.04280797122475671	0.05225956057977035	0.049645395325005406	0.03901695395515134	0.04578942475599524	0.04512100480660337	0.06918494829256881	0.060863739818476585	0.055535434436112203	0.05576406598691143	0.04396295257081791	0.05120486997718976	0.056665962975733244	0.06687569929939943	0.037248463762163786	0.05267607322429013	0.047823389344585986	0.05928101319112627	0.05047816744210616	0.04943626847903129	0.06058711059198861	0.04809090917563183	0.0838628013965361	0.08587718452628751	0.05169184314313878	0.04641988705930051	0.048240465128946246	0.05355460838382806	0.05219010714138664	0.06336029797194179	0.04025890128497474	0.04285967969690318	0.09352703199832951
f8pp	0.13470577029596403	0.35487068998740606	0.4001402193655004	0.4100119396918195	0.426112414257402	0.43217700946953824	0.42725368499369737	0.3588118148937251	0.3771275697145875	0.38468826328306605	0.36506820137298307	0.3858469387234553	0.3871240448566127	0.3630084161557153	0.38655313855361406	0.3654570403286758	0.41597911685163386	0.38069961516935674	0.3944282333634141	0.5554983262866856	0.5845361082264833	0.5842447104880268	0.6094038776096043	0.5789076000694797	0.035758826302369776	0.025035099527481463	0.02910138275916005	0.038669112499068584	0.04196139039893917	0.053669232828445684	0.03524100068924878	0.02607707047218701	0.04677244817799257	0.020038922241339435	0.02191977880660971	0.02441938215822128	0.02481603664615309	0.0	0.017565443926022335	0.02812814943547901	0.009400086759837147	0.024111966451516705	0.028268789300270093	0.018823162623477392	0.02435572010939235	0.03508768373676569	0.024472949418715695	0.045300583996866	0.03919549732491621	0.042249686364455044	0.043015290160967744	0.049628929446085546	0.04730603969320369	0.04165147207954081	0.05450712436957477	0.03947049440029714	0.034776085949769005	0.0364599295907402	0.03710033404997633	0.02668441129669978	0.030189476378069548	0.031235984849816885	0.027213500090357057	0.02439620679457915	0.03127382683681948	0.031338884905672104	0.04079047426068574	0.03817630900592079	0.027547867636066724	0.034320338436910625	0.03365191848751875	0.057715861973484196	0.04939465349939197	0.04406634811702759	0.04429497966782681	0.0324938662517333	0.03973578365810515	0.04519687665664863	0.055406612980314816	0.02577937744307917	0.041206986905205516	0.03635430302550137	0.04781192687204165	0.039009081123021545	0.037967182159946676	0.049118024272903994	0.03662182285654721	0.07239371507745149	0.0744080982072029	0.040222756824054164	0.03495080074021589	0.03677137880986163	0.04208552206474345	0.04072102082230202	0.051891211652857164	0.02878981496589012	0.03139059337781856	0.08205794567924489
f4pp	0.1426650583930325	0.3628299780844746	0.40809950746256896	0.41797122778888796	0.43407170235447046	0.44013629756660677	0.4352129730907659	0.36677110299079363	0.38508685781165597	0.3926475513801345	0.3730274894700516	0.3938062268205238	0.39508333295368125	0.3709677042527838	0.39451242665068254	0.37341632842574435	0.4239384049487024	0.38865890326642527	0.4023875214604826	0.5634576143837541	0.5924953963235517	0.5922039985850953	0.6173631657066728	0.5868668881665482	0.043718114399438256	0.03299438762454994	0.03706067085622853	0.04662840059613706	0.04992067849600765	0.061628520925514164	0.04320028878631726	0.03403635856925549	0.05473173627506105	0.027998210338407915	0.029879066903678184	0.03237867025528976	0.03277532474322156	0.017565443926022335	0.0	0.032104644625034005	0.01337658194939214	0.032071254548585185	0.03622807739733857	0.026782450720545872	0.03231500820646083	0.04304697183383417	0.032432237515784175	0.05325987209393448	0.04715478542198469	0.050208974461523524	0.050974578258036224	0.057588217543154026	0.05526532779027217	0.04961076017660929	0.06246641246664325	0.04742978249736562	0.042735374046837485	0.04441921768780868	0.04505962214704481	0.03464369939376826	0.03814876447513803	0.039195272946885365	0.03517278818742554	0.03235549489164763	0.03923311493388795	0.03929817300274058	0.04874976235775422	0.04613559710298927	0.035507155733135204	0.042279626533979105	0.04161120658458723	0.06567515007055268	0.05735394159646045	0.05202563621409607	0.05225426776489529	0.04045315434880178	0.047695071755173624	0.05315616475371711	0.0633659010773833	0.03373866554014765	0.049166275002273996	0.04431359112256985	0.05577121496911013	0.046968369220090025	0.045926470257015156	0.057077312369972474	0.044581110953615694	0.08035300317451996	0.08236738630427137	0.048182044921122644	0.04291008883728437	0.04473066690693011	0.05004481016181193	0.0486803089193705	0.059850499749925644	0.0367491030629586	0.03934988147488704	0.09001723377631338
w15pp	0.15322776390248918	0.37339268359393124	0.4186622129720256	0.42853393329834466	0.44463440786392716	0.4506990030760634	0.44577567860022255	0.3773338085002503	0.3956495633211127	0.4032102568895912	0.38359019497950825	0.4043689323299805	0.4056460384631379	0.38153040976224045	0.40507513216013924	0.383979033935201	0.43450111045815903	0.3992216087758819	0.41295022696993927	0.5740203198932107	0.6030581018330083	0.6027667040945519	0.6279258712161294	0.5974295936760048	0.054280819908894926	0.043557093134006616	0.0476233763656852	0.057191106105593734	0.06048338400546431	0.07219122643497083	0.05376299429577393	0.044599064078712156	0.06529444178451772	0.038560915847864585	0.04044177241313486	0.04294137576474644	0.04333803025267824	0.02812814943547901	0.032104644625034005	0.0	0.021989261145283982	0.042633960058041855	0.04679078290679524	0.03734515623000254	0.042877713715917504	0.05360967734329084	0.042994943025240845	0.06382257760339115	0.05771749093144136	0.060771679970980194	0.061537283767492894	0.0681509230526107	0.06582803329972883	0.06017346568606596	0.07302911797609993	0.05799248800682229	0.053298079556294155	0.05498192319726535	0.05562232765650148	0.04520640490322493	0.0487114699845947	0.04975797845634203	0.04573549369688221	0.0429182004011043	0.04979582044334463	0.049860878512197254	0.05931246786721088	0.05669830261244594	0.046069861242591874	0.052842332043435775	0.0521739120940439	0.07623785558000934	0.06791664710591712	0.06258834172355274	0.06281697327435196	0.05101585985825845	0.0582577772646303	0.06371887026317377	0.07392860658683997	0.04430137104960432	0.059728980511730666	0.05487629663202652	0.0663339204785668	0.057531074729546695	0.056489175766471826	0.06764001787942914	0.05514381646307236	0.09091570868397664	0.09293009181372805	0.058744750430579314	0.05347279434674104	0.05529337241638678	0.0606075156712686	0.05924301442882717	0.07041320525938231	0.04731180857241527	0.04991258698434371	0.10057993928577004
