	S7Hp	S18H1	530451	S6Hp	31300	31452	530295	F14H1A	S16H2	531414	530258	F14H1B	S31Hp	S13Hp	S14Hp	w24pp	f20ppA	w14pp	f4pp	f8pp	f14ppA	f1pp	w3pp	f22ppA	f19pp	f10pp	f2pp	w9pp	f32pp	f25pp	f16ppA	f14ppB	f7pp	f12ppB	f24pp	f6ppB	f22ppB	w11pp	S15Hp	w20pp	s24H1	F6H1	S25Hp	S28Hp	S26Hp	F23HpA	F7H1	S1Hp	S20H1	S3Hp	S21H1	S9H1	F29H1	S23Hp	31219	S19H1
f14ppA	0.3569555399622867	0.3373586266273839	0.3088328619451146	0.3649501508975461	0.3003567522441489	0.28566332008633577	0.3419109507452658	0.28724184634626315	0.3217502216026171	0.3509571665680198	0.3697860562218338	0.258176629444989	0.23536060119557922	0.2255669590917252	0.30506648477416975	0.12996822899392324	0.12425856021973956	0.12130640352355446	0.10542200383613551	0.08617864680069737	0.0	0.08682631686494302	0.13686208153926346	0.1451011489952706	0.15543913804332	0.16741118029254604	0.15486465377293201	0.13511829147073173	0.1496880657412062	0.14705551477147688	0.1266554076236308	0.1252753752970262	0.12965748002837055	0.15725446744135443	0.10902135055341855	0.1485970119965263	0.14841500600437665	0.16245768002724875	0.1777835366911428	0.1686632648669157	0.21325111200893965	0.2173635182818099	0.27218510488664793	0.28847163462508013	0.3119940865477837	0.3179123077356255	0.4132243239175625	0.65195796153136	0.43591682458466674	0.4073551406229966	0.39608200767294965	0.4051912534235259	0.37226113230458674	0.353390323059439	0.3303876735376118	0.3343823160756856
f1pp	0.3198221896544001	0.30022527631949736	0.27169951163722805	0.32781680058965956	0.2632234019362623	0.2485299697784492	0.3047776004373792	0.2501084960383766	0.28461687129473057	0.3138238162601332	0.33265270591394724	0.22104327913710242	0.19822725088769266	0.18843360878383864	0.2679331344662832	0.09283487868603674	0.08712520991185305	0.08417305321566791	0.06828865352824896	0.04904529649281082	0.08682631686494302	0.0	0.09972873123137693	0.10796779868738407	0.11830578773543346	0.13027782998465953	0.1177313034650455	0.09798494116284519	0.11255471543331964	0.10992216446359036	0.08952205731574427	0.08814202498913969	0.09252412972048402	0.1201211171334679	0.07188800024553202	0.11146366168863979	0.11128165569649014	0.12532432971936225	0.14065018638325627	0.13152991455902918	0.17611776170105314	0.18023016797392338	0.23505175457876135	0.25133828431719357	0.27486073623989715	0.28077895742773895	0.3760909736096759	0.6148246112234734	0.3987834742767802	0.37022179031511004	0.3589486573650631	0.36805790311563935	0.3351277819967002	0.31625697275155246	0.2932543232297252	0.297248965767799
w3pp	0.3322438545679981	0.31264694123309533	0.284121176550826	0.34023846550325754	0.2756450668498603	0.2609516346920472	0.3171992653509772	0.26253016095197457	0.29703853620832854	0.3262454811737312	0.3450743708275452	0.2334649440507004	0.21064891580129064	0.2008552736974366	0.28035479937988117	0.1052565435996347	0.099546874825451	0.10675525161385907	0.09087085192644012	0.08843659103368667	0.13686208153926346	0.09972873123137693	0.0	0.08853790407458043	0.0988758931226298	0.11084793537185586	0.09830140885224184	0.07855504655004153	0.09312482082051599	0.0904922698507867	0.07009216270294061	0.06871213037633603	0.08548418492968368	0.11308117234266757	0.06484805545473168	0.12388532660223775	0.1237033206100881	0.1377459946329602	0.15307185129685424	0.14395157947262716	0.1885394266146511	0.19265183288752136	0.24747341949235932	0.26375994923079155	0.2872824011534951	0.2932006223413369	0.3885126385232739	0.6272462761370714	0.41120513919037815	0.382643455228708	0.37137032227866107	0.3804795680292373	0.34754944691029815	0.32867863766515043	0.3056759881433232	0.309670630681397
f22ppA	0.34048292202400526	0.32088600868910255	0.29236024400683325	0.3484775329592647	0.28388413430586745	0.26919070214805435	0.3254383328069844	0.2707692284079818	0.30527760366433576	0.3344845486297383	0.35331343828355233	0.24170401150670756	0.2188879832572978	0.20909434115344377	0.2885938668358883	0.11349561105564183	0.10778594228145814	0.11499431906986621	0.09910991938244726	0.09667565848969381	0.1451011489952706	0.10796779868738407	0.08853790407458043	0.0	0.08035826682409711	0.09233030907332315	0.07978378255370913	0.07077536274345839	0.08534513701393284	0.09572895814019078	0.07532885099234468	0.0739488186657401	0.09372325238569082	0.1213202397986747	0.07308712291073884	0.1321243940582449	0.13194238806609523	0.14598506208896733	0.16131091875286138	0.1521906469286343	0.19677849407065823	0.20089090034352847	0.25571248694836646	0.2719990166867987	0.29552146860950224	0.30143968979734415	0.3967517059792811	0.6354853435930785	0.41944420664638526	0.39088252268471524	0.3796093897346682	0.38871863548524443	0.3557885143663053	0.3369177051211576	0.3139150555993303	0.31790969813740416
f19pp	0.35082091107205465	0.33122399773715194	0.30269823305488264	0.3588155220073141	0.29422212335391684	0.27952869119610374	0.3357763218550338	0.2811072174560312	0.31561559271238515	0.3448225376777877	0.3636514273316017	0.25204200055475695	0.2292259723053472	0.21943233020149316	0.29893185588393767	0.12383360010369122	0.11812393132950753	0.1253323081179156	0.10944790843049665	0.1070136475377432	0.15543913804332	0.11830578773543346	0.0988758931226298	0.08035826682409711	0.0	0.074398747417668	0.08261422173440942	0.08111335179150778	0.09568312606198223	0.10606694718824017	0.08566684004039407	0.08428680771378949	0.10406124143374021	0.1316582288467241	0.08342511195878821	0.14246238310629428	0.14228037711414462	0.15632305113701672	0.17164890780091077	0.16252863597668368	0.20711648311870762	0.21122888939157786	0.26605047599641585	0.2823370057348481	0.3058594576575516	0.31177767884539354	0.4070896950273305	0.6458233326411279	0.42978219569443465	0.40122051173276463	0.38994737878271757	0.3990566245332938	0.3661265034143547	0.347255694169207	0.3242530446473797	0.32824768718545355
f10pp	0.3627929533212807	0.34319603998637793	0.3146702753041086	0.37078756425654014	0.3061941656031429	0.2915007334453298	0.3477483641042598	0.29307925970525717	0.32758763496161114	0.3567945799270138	0.3756234695808278	0.264014042803983	0.24119801455457324	0.2314043724507192	0.31090389813316377	0.13580564235291728	0.1300959735787336	0.13730435036714167	0.12141995067972271	0.11898568978696926	0.16741118029254604	0.13027782998465953	0.11084793537185586	0.09233030907332315	0.074398747417668	0.0	0.09458626398363548	0.09308539404073382	0.10765516831120828	0.11803898943746621	0.09763888228962012	0.09625884996301554	0.11603328368296627	0.14363027109595017	0.09539715420801428	0.15443442535552032	0.1542524193633707	0.1682950933862428	0.18362095005013684	0.17450067822590976	0.21908852536793366	0.2232009316408039	0.27802251824564195	0.29430904798407415	0.3178314999067777	0.3237497210946195	0.4190617372765565	0.657795374890354	0.44175423794366075	0.4131925539819906	0.40191942103194367	0.4110286667825199	0.37809854566358075	0.35922773641843303	0.3362250868966058	0.3402197294346796
f2pp	0.3502464268016667	0.33064951346676397	0.30212374878449466	0.3582410377369261	0.29364763908352887	0.27895420692571576	0.33520183758464583	0.2805327331856432	0.3150411084419972	0.3442480534073997	0.36307694306121374	0.251467516284369	0.22865148803495922	0.2188578459311052	0.2983573716135497	0.12325911583330326	0.11754944705911957	0.12475782384752764	0.10887342416010869	0.10643916326735524	0.15486465377293201	0.1177313034650455	0.09830140885224184	0.07978378255370913	0.08261422173440942	0.09458626398363548	0.0	0.0805388675211198	0.09510864179159426	0.1054924629178522	0.08509235577000611	0.08371232344340153	0.10348675716335225	0.13108374457633615	0.08285062768840026	0.1418878988359063	0.14170589284375668	0.15574856686662877	0.17107442353052282	0.16195415170629573	0.20654199884831964	0.21065440512118988	0.26547599172602787	0.2817625214644601	0.30528497338716365	0.31120319457500556	0.4065152107569425	0.6452488483707399	0.4292077114240467	0.40064602746237665	0.3893728945123296	0.39848214026290585	0.36555201914396673	0.346681209898819	0.3236785603769917	0.3276732029150656
w9pp	0.33050006449946634	0.3109031511645636	0.28237738648229427	0.3384946754347258	0.27390127678132853	0.2592078446235154	0.31545547528244544	0.2607863708834428	0.2952947461397968	0.32450169110519944	0.34333058075901346	0.23172115398216864	0.20890512573275888	0.19911148362890485	0.2786110093113494	0.10351275353110295	0.09780308475691926	0.10501146154532733	0.08912706185790838	0.08669280096515493	0.13511829147073173	0.09798494116284519	0.07855504655004153	0.07077536274345839	0.08111335179150778	0.09308539404073382	0.0805388675211198	0.0	0.06216883827918036	0.08574610061565191	0.0653459934678058	0.06396596114120123	0.08374039486115195	0.11133738227413584	0.06310426538619995	0.122141536533706	0.12195953054155635	0.13600220456442846	0.15132806122832249	0.1422077894040954	0.18679563654611936	0.1909080428189896	0.24572962942382756	0.2620161591622598	0.28553861108496337	0.29145683227280517	0.38676884845474213	0.6255024860685396	0.4094613491218464	0.38089966516017626	0.3696265322101293	0.37873577796070557	0.3458056568417664	0.32693484759661867	0.30393219807479144	0.30792684061286524
f32pp	0.3450698387699408	0.32547292543503803	0.2969471607527687	0.35306444970520023	0.288471051051803	0.2737776188939899	0.3300252495529199	0.27535614515391726	0.30986452041027124	0.3390714653756739	0.3579003550294879	0.2462909282526431	0.22347490000323333	0.2136812578993793	0.29318078358182387	0.11808252780157741	0.11237285902739372	0.11958123581580178	0.10369683612838283	0.10126257523562938	0.1496880657412062	0.11255471543331964	0.09312482082051599	0.08534513701393284	0.09568312606198223	0.10765516831120828	0.09510864179159426	0.06216883827918036	0.0	0.10031587488612637	0.07991576773828026	0.07853573541167569	0.09831016913162641	0.1259071565446103	0.07767403965667441	0.13671131080418047	0.1365293048120308	0.15057197883490292	0.16589783549879694	0.15677756367456985	0.20136541081659382	0.20547781708946405	0.26029940369430205	0.27658593343273424	0.3001083853554378	0.3060266065432796	0.4013386227252166	0.6400722603390141	0.42403112339232085	0.3954694394306507	0.38419630648060377	0.39330555223118	0.36037543111224085	0.3415046218670931	0.3185019723452659	0.3224966148833397
f25pp	0.34243728780021154	0.3228403744653088	0.29431460978303947	0.350431898735471	0.28583850008207373	0.27114506792426063	0.32739269858319064	0.272723594184188	0.307231969440542	0.33643891440594464	0.35526780405975866	0.24365837728291384	0.22084234903350408	0.21104870692965005	0.2905482326120946	0.11544997683184813	0.10974030805766444	0.1169486848460725	0.10106428515865355	0.0986300242659001	0.14705551477147688	0.10992216446359036	0.0904922698507867	0.09572895814019078	0.10606694718824017	0.11803898943746621	0.1054924629178522	0.08574610061565191	0.10031587488612637	0.0	0.06697740569056776	0.06559737336396318	0.09567761816189711	0.123274605574881	0.07504148868694513	0.13407875983445117	0.13389675384230154	0.14793942786517364	0.1632652845290677	0.1541450127048406	0.1987328598468645	0.20284526611973475	0.2576668527245728	0.273953382463005	0.29747583438570857	0.30339405557355037	0.39870607175548733	0.6374397093692847	0.4213985724225916	0.39283688846092146	0.3815637555108745	0.39067300126145077	0.3577428801425116	0.3388720708973639	0.31586942137553664	0.31986406391361044
f16ppA	0.3220371806523655	0.30244026731746276	0.27391450263519346	0.3300317915876249	0.26543839293422766	0.25074496077641456	0.30699259143534463	0.252323487036342	0.28683186229269597	0.3160388072580985	0.33486769691191254	0.22325827013506777	0.200442241885658	0.19064859978180398	0.2701481254642485	0.09504986968400203	0.08934020090981834	0.0965485776982264	0.08066417801080746	0.07822991711805401	0.1266554076236308	0.08952205731574427	0.07009216270294061	0.07532885099234468	0.08566684004039407	0.09763888228962012	0.08509235577000611	0.0653459934678058	0.07991576773828026	0.06697740569056776	0.0	0.03545936243240355	0.07527751101405102	0.1028744984270349	0.054641381539099025	0.1136786526866051	0.11349664669445544	0.12753932071732754	0.1428651773812216	0.1337449055569945	0.17833275269901844	0.18244515897188868	0.2372667455767267	0.2535532753151589	0.27707572723786245	0.28299394842570436	0.3783059646076413	0.6170396022214387	0.4009984652747455	0.37243678131307545	0.3611636483630284	0.37027289411360464	0.33734277299466553	0.3184719637495178	0.2954693142276905	0.29946395676576437
f14ppB	0.32065714832576087	0.3010602349908581	0.2725344703085888	0.3286517592610203	0.26405836060762305	0.24936492844980995	0.30561255910873997	0.25094345470973733	0.2854518299660913	0.31465877493149397	0.333487664585308	0.22187823780846316	0.1990622095590534	0.18926856745519938	0.26876809313764394	0.09366983735739745	0.08796016858321376	0.09516854537162182	0.07928414568420288	0.07684988479144943	0.1252753752970262	0.08814202498913969	0.06871213037633603	0.0739488186657401	0.08428680771378949	0.09625884996301554	0.08371232344340153	0.06396596114120123	0.07853573541167569	0.06559737336396318	0.03545936243240355	0.0	0.07389747868744644	0.10149446610043032	0.053261349212494445	0.11229862036000052	0.11211661436785086	0.12615928839072296	0.141485145054617	0.13236487323038992	0.17695272037241386	0.18106512664528412	0.2358867132501221	0.2521732429885543	0.2756956949112579	0.2816139160990997	0.37692593228103666	0.6156595698948342	0.3996184329481409	0.3710567489864708	0.35978361603642384	0.3688928617870001	0.3359627406680609	0.3170919314229132	0.29408928190108596	0.29808392443915976
f7pp	0.3250392530571052	0.30544233972220247	0.27691657503993317	0.3330338639923646	0.26844046533896737	0.25374703318115427	0.30999466384008434	0.2553255594410817	0.2898339346974357	0.31904087966283823	0.33786976931665225	0.22626034253980748	0.20344431429039772	0.1936506721865437	0.27315019786898825	0.0980519420887418	0.0923422733145581	0.09955065010296615	0.0836662504155472	0.08123198952279376	0.12965748002837055	0.09252412972048402	0.08548418492968368	0.09372325238569082	0.10406124143374021	0.11603328368296627	0.10348675716335225	0.08374039486115195	0.09831016913162641	0.09567761816189711	0.07527751101405102	0.07389747868744644	0.0	0.08111987846582892	0.039903328349416074	0.11668072509134485	0.1164987190991952	0.1305413931220673	0.14586724978596133	0.13674697796173424	0.1813348251037582	0.18544723137662844	0.2402688179814664	0.25655534771989863	0.28007779964260215	0.28599602083044406	0.38130803701238103	0.6200416746261784	0.4040005376794852	0.37543885371781516	0.3641657207677681	0.37327496651834435	0.34034484539940524	0.3214740361542575	0.2984713866324302	0.3024660291705041
f12ppB	0.35263624047008907	0.33303932713518636	0.30451356245291705	0.3606308514053485	0.29603745275195126	0.28134402059413816	0.3375916512530682	0.2829225468540656	0.31743092211041957	0.3466378670758221	0.36546675672963613	0.25385732995279137	0.2310413017033816	0.22124765959952758	0.30074718528197214	0.12564892950172568	0.11993926072754198	0.12714763751595004	0.11126323782853109	0.10882897693577764	0.15725446744135443	0.1201211171334679	0.11308117234266757	0.1213202397986747	0.1316582288467241	0.14363027109595017	0.13108374457633615	0.11133738227413584	0.1259071565446103	0.123274605574881	0.1028744984270349	0.10149446610043032	0.08111987846582892	0.0	0.06750031576239995	0.14427771250432872	0.14409570651217907	0.15813838053505117	0.17346423719894521	0.16434396537471813	0.20893181251674206	0.21304421878961233	0.26786580539445026	0.2841523351328825	0.30767478705558604	0.31359300824342795	0.4089050244253649	0.6476386620391623	0.43159752509246907	0.40303584113079904	0.391762708180752	0.40087195393132824	0.3679418328123891	0.3490710235672414	0.3260683740454141	0.33006301658348797
f24pp	0.3044031235821532	0.2848062102472505	0.2562804455649812	0.31239773451741265	0.2478043358640154	0.2331109037062023	0.28935853436513237	0.2346894299661297	0.2691978052224837	0.29840475018788626	0.3172336398417003	0.2056242130648555	0.18280818481544575	0.17301454271159172	0.2525140683940363	0.0774158126137898	0.0717061438396061	0.07891452062801416	0.06303012094059521	0.06059586004784176	0.10902135055341855	0.07188800024553202	0.06484805545473168	0.07308712291073884	0.08342511195878821	0.09539715420801428	0.08285062768840026	0.06310426538619995	0.07767403965667441	0.07504148868694513	0.054641381539099025	0.053261349212494445	0.039903328349416074	0.06750031576239995	0.0	0.09604459561639285	0.0958625896242432	0.10990526364711531	0.12523112031100936	0.11611084848678227	0.1606986956288062	0.16481110190167644	0.21963268850651443	0.23591921824494666	0.2594416701676502	0.2653598913554921	0.36067190753742906	0.5994055451512265	0.3833644082045332	0.3548027242428632	0.3435295912928161	0.3526388370433924	0.31970871592445327	0.30083790667930554	0.27783525715747825	0.2818298996955521
f6ppB	0.30553824341411084	0.28594133007920813	0.25741556539693883	0.3135328543493703	0.24893945569597303	0.23424602353815993	0.29049365419709	0.23582454979808737	0.27033292505444134	0.29953987001984395	0.31836875967365796	0.2067593328968132	0.18394330464740344	0.17414966254354936	0.2536491882259939	0.09933515768698858	0.0936254889128049	0.11849018207112193	0.10260578238370298	0.10017152149094953	0.1485970119965263	0.11146366168863979	0.12388532660223775	0.1321243940582449	0.14246238310629428	0.15443442535552032	0.1418878988359063	0.122141536533706	0.13671131080418047	0.13407875983445117	0.1136786526866051	0.11229862036000052	0.11668072509134485	0.14427771250432872	0.09604459561639285	0.0	0.07064552812079433	0.11104038347907295	0.126366240142967	0.1172459683187399	0.16183381546076384	0.1659462217336341	0.2207678083384721	0.23705433807690432	0.26057678999960787	0.2664950111874497	0.3618070273693867	0.6005406649831841	0.3844995280364909	0.3559378440748208	0.3446647111247738	0.35377395687535007	0.32084383575641096	0.3019730265112632	0.27897037698943594	0.2829650195275098
f22ppB	0.3053562374219612	0.2857593240870585	0.2572335594047892	0.31335084835722066	0.2487574497038234	0.2340640175460103	0.2903116482049404	0.23564254380593772	0.2701509190622917	0.29935786402769426	0.3181867536815083	0.20657732690466352	0.18376129865525376	0.17396765655139973	0.2534671822338443	0.09915315169483893	0.09344348292065524	0.11830817607897227	0.10242377639155333	0.09998951549879988	0.14841500600437665	0.11128165569649014	0.1237033206100881	0.13194238806609523	0.14228037711414462	0.1542524193633707	0.14170589284375668	0.12195953054155635	0.1365293048120308	0.13389675384230154	0.11349664669445544	0.11211661436785086	0.1164987190991952	0.14409570651217907	0.0958625896242432	0.07064552812079433	0.0	0.1108583774869233	0.12618423415081734	0.11706396232659025	0.16165180946861418	0.16576421574148442	0.22058580234632244	0.23687233208475467	0.2603947840074582	0.2663130051953001	0.36162502137723707	0.6003586589910345	0.3843175220443412	0.3557558380826712	0.34448270513262413	0.3535919508832004	0.3206618297642613	0.30179102051911355	0.27878837099728626	0.2827830135353601
w11pp	0.3043802028974788	0.28478328956257604	0.25625752488030673	0.31237481383273824	0.24778141517934094	0.23308798302152783	0.2893356136804579	0.23466650928145527	0.26917488453780924	0.29838182950321185	0.31721071915702587	0.2056012923801811	0.18278526413077134	0.17299162202691726	0.2524911477093618	0.11319582571771103	0.10748615694352734	0.1323508501018444	0.11646645041442544	0.11403218952167199	0.16245768002724875	0.12532432971936225	0.1377459946329602	0.14598506208896733	0.15632305113701672	0.1682950933862428	0.15574856686662877	0.13600220456442846	0.15057197883490292	0.14793942786517364	0.12753932071732754	0.12615928839072296	0.1305413931220673	0.15813838053505117	0.10990526364711531	0.11104038347907295	0.1108583774869233	0.0	0.10397617002450629	0.0948558982002792	0.13944374534230314	0.164788181217002	0.21960976782184	0.23589629756027222	0.2594187494829758	0.26533697067081763	0.3606489868527546	0.599382624466552	0.3833414875198588	0.3547798035581887	0.3435066706081417	0.352615916358718	0.3196857952397788	0.3008149859946311	0.27781233647280384	0.2818069790108777
S15Hp	0.3197060595613728	0.3001091462264701	0.2715833815442008	0.32770067049663226	0.263107271843235	0.2484138396854219	0.304661470344352	0.24999236594534932	0.2845007412017033	0.31370768616710587	0.3325365758209199	0.22092714904407512	0.19811112079466536	0.18831747869081134	0.26781700437325584	0.12852168238160508	0.12281201360742139	0.1476767067657384	0.1317923070783195	0.12935804618556604	0.1777835366911428	0.14065018638325627	0.15307185129685424	0.16131091875286138	0.17164890780091077	0.18362095005013684	0.17107442353052282	0.15132806122832249	0.16589783549879694	0.1632652845290677	0.1428651773812216	0.141485145054617	0.14586724978596133	0.17346423719894521	0.12523112031100936	0.126366240142967	0.12618423415081734	0.10397617002450629	0.0	0.10037164062930154	0.14495948777132547	0.18011403788089603	0.23493562448573405	0.25122215422416627	0.2747446061468698	0.2806628273347117	0.37597484351664867	0.6147084811304461	0.3986673441837528	0.3701056602220828	0.35883252727203574	0.367941773022612	0.3350116519036729	0.31614084265852516	0.29313819313669787	0.2971328356747717
w20pp	0.31058578773714574	0.29098887440224297	0.26246310971997366	0.3185803986724052	0.2539870000190079	0.23929356786119482	0.29554119852012484	0.24087209412112223	0.2753804693774762	0.30458741434287884	0.32341630399669286	0.21180687721984803	0.18899084897043827	0.17919720686658425	0.2586967325490288	0.11940141055737799	0.1136917417831943	0.13855643494151132	0.1226720352540924	0.12023777436133895	0.1686632648669157	0.13152991455902918	0.14395157947262716	0.1521906469286343	0.16252863597668368	0.17450067822590976	0.16195415170629573	0.1422077894040954	0.15677756367456985	0.1541450127048406	0.1337449055569945	0.13236487323038992	0.13674697796173424	0.16434396537471813	0.11611084848678227	0.1172459683187399	0.11706396232659025	0.0948558982002792	0.10037164062930154	0.0	0.11772417061660148	0.17099376605666894	0.22581535266150696	0.24210188239993918	0.26562433432264276	0.27154255551048456	0.3668545716924215	0.605588209306219	0.3895470723595258	0.36098538839785566	0.3497122554478087	0.35882150119838496	0.3258913800794458	0.30702057083429807	0.28401792131247083	0.28801256385054463
s24H1	0.35517363487916964	0.3355767215442669	0.30705095686199757	0.3631682458144291	0.29857484716103183	0.28388141500321873	0.34012904566214874	0.2854599412631461	0.3199683165195001	0.34917526148490274	0.36800415113871676	0.25639472436187194	0.23357869611246218	0.22378505400860815	0.3032845796910527	0.16398925769940192	0.15827958892521823	0.18314428208353528	0.16725988239611633	0.16482562150336288	0.21325111200893965	0.17611776170105314	0.1885394266146511	0.19677849407065823	0.20711648311870762	0.21908852536793366	0.20654199884831964	0.18679563654611936	0.20136541081659382	0.1987328598468645	0.17833275269901844	0.17695272037241386	0.1813348251037582	0.20893181251674206	0.1606986956288062	0.16183381546076384	0.16165180946861418	0.13944374534230314	0.14495948777132547	0.11772417061660148	0.0	0.2155816131986929	0.2704031998035309	0.2866897295419631	0.31021218146466667	0.31613040265250847	0.41144241883444543	0.6501760564482428	0.4341349195015497	0.40557323553987956	0.3943001025898326	0.40340934834040887	0.3704792272214697	0.351608417976322	0.32860576845449474	0.33260041099256854
F6H1	0.29160165593953236	0.2720047426046296	0.2434789779223603	0.2995962668747918	0.23500286822139455	0.22030943606358144	0.27655706672251146	0.22188796232350885	0.2563963375798628	0.28560328254526546	0.3044321721990795	0.19282274542223465	0.1700067171728249	0.16021307506897087	0.23971260075141543	0.16810166397227216	0.1623919951980885	0.18725668835640552	0.17137228866898657	0.16893802777623312	0.2173635182818099	0.18023016797392338	0.19265183288752136	0.20089090034352847	0.21122888939157786	0.2232009316408039	0.21065440512118988	0.1909080428189896	0.20547781708946405	0.20284526611973475	0.18244515897188868	0.18106512664528412	0.18544723137662844	0.21304421878961233	0.16481110190167644	0.1659462217336341	0.16576421574148442	0.164788181217002	0.18011403788089603	0.17099376605666894	0.2155816131986929	0.0	0.20683122086389358	0.2231177506023258	0.24664020252502936	0.2525584237128712	0.34787043989480815	0.5866040775086057	0.3705629405619124	0.3420012566002423	0.3307281236501953	0.3398373694007716	0.3069072482818324	0.2880364390366847	0.26503378951485745	0.26902843205293125
S25Hp	0.238709862387819	0.21911294905291623	0.19058718437064692	0.24670447332307843	0.18211107466968116	0.18643562364635236	0.24268325430528243	0.1880141499062798	0.22252252516263377	0.25172947012803637	0.2705583597818504	0.1589489330050056	0.13613290475559583	0.1542408136061641	0.2455528072221643	0.22292325057711018	0.2172135818029265	0.24207827496124348	0.2261938752738246	0.22375961438107111	0.27218510488664793	0.23505175457876135	0.24747341949235932	0.25571248694836646	0.26605047599641585	0.27802251824564195	0.26547599172602787	0.24572962942382756	0.26029940369430205	0.2576668527245728	0.2372667455767267	0.2358867132501221	0.2402688179814664	0.26786580539445026	0.21963268850651443	0.2207678083384721	0.22058580234632244	0.21960976782184	0.23493562448573405	0.22581535266150696	0.2704031998035309	0.20683122086389358	0.0	0.12191009547945539	0.16890859126932306	0.18133000678278047	0.2766420229647174	0.5153756605785148	0.2993345236318216	0.27077283967015153	0.25949970672010453	0.2686089524706808	0.254015454730119	0.23514464548497127	0.21214199596314404	0.21613663850121786
S28Hp	0.2549963921262512	0.23539947879134848	0.20687371410907918	0.26299100306151063	0.19839760440811338	0.20272215338478458	0.2589697840437146	0.204300679644712	0.238809054901066	0.2680159998664686	0.28684488952028264	0.17523546274343782	0.15241943449402806	0.1705273433445963	0.2618393369605965	0.2392097803155424	0.23350011154135872	0.2583648046996757	0.24248040501225682	0.24004614411950334	0.28847163462508013	0.25133828431719357	0.26375994923079155	0.2719990166867987	0.2823370057348481	0.29430904798407415	0.2817625214644601	0.2620161591622598	0.27658593343273424	0.273953382463005	0.2535532753151589	0.2521732429885543	0.25655534771989863	0.2841523351328825	0.23591921824494666	0.23705433807690432	0.23687233208475467	0.23589629756027222	0.25122215422416627	0.24210188239993918	0.2866897295419631	0.2231177506023258	0.12191009547945539	0.0	0.1851951210077553	0.1976165365212127	0.29292855270314966	0.5316621903169471	0.31562105337025387	0.2870593694085838	0.2757862364585368	0.28489548220911304	0.27030198446855125	0.2514311752234035	0.22842852570157626	0.2324231682396501
S26Hp	0.2785188440489548	0.258921930714052	0.2303961660317827	0.2865134549842142	0.2219200563308169	0.22624460530748813	0.2824922359664182	0.22782313156741557	0.26233150682376954	0.29153845178917215	0.31036734144298617	0.19875791466614137	0.1759418864167316	0.19404979526729987	0.2853617888833001	0.26273223223824593	0.25702256346406227	0.28188725662237923	0.2660028569349604	0.2635685960422069	0.3119940865477837	0.27486073623989715	0.2872824011534951	0.29552146860950224	0.3058594576575516	0.3178314999067777	0.30528497338716365	0.28553861108496337	0.3001083853554378	0.29747583438570857	0.27707572723786245	0.2756956949112579	0.28007779964260215	0.30767478705558604	0.2594416701676502	0.26057678999960787	0.2603947840074582	0.2594187494829758	0.2747446061468698	0.26562433432264276	0.31021218146466667	0.24664020252502936	0.16890859126932306	0.1851951210077553	0.0	0.22113898844391625	0.3164510046258532	0.5551846422396506	0.3391435052929574	0.3105818213312873	0.2993086883812403	0.30841793413181656	0.2938244363912548	0.27495362714610705	0.2519509776242798	0.25594562016235367
F23HpA	0.28443706523679657	0.26484015190189386	0.23631438721962456	0.292431676172056	0.22783827751865876	0.23216282649533	0.28841045715426006	0.23374135275525743	0.2682497280116114	0.297456672977014	0.316285562630828	0.20467613585398323	0.18186010760457347	0.19996801645514173	0.2912800100711419	0.26865045342608784	0.2629407846519041	0.28780547781022114	0.2719210781228022	0.26948681723004875	0.3179123077356255	0.28077895742773895	0.2932006223413369	0.30143968979734415	0.31177767884539354	0.3237497210946195	0.31120319457500556	0.29145683227280517	0.3060266065432796	0.30339405557355037	0.28299394842570436	0.2816139160990997	0.28599602083044406	0.31359300824342795	0.2653598913554921	0.2664950111874497	0.2663130051953001	0.26533697067081763	0.2806628273347117	0.27154255551048456	0.31613040265250847	0.2525584237128712	0.18133000678278047	0.1976165365212127	0.22113898844391625	0.0	0.28868001845828917	0.5274136560720866	0.3113725191253934	0.2828108351637233	0.2715377022136763	0.29704377890720496	0.2997426575790967	0.2808718483339489	0.25786919881212167	0.2618638413501955
F7H1	0.37974908141873354	0.3601521680838308	0.3316264034015615	0.387743692353993	0.3231502937005957	0.32747484267726695	0.383722473336197	0.3290533689371944	0.36356174419354836	0.39276868915895097	0.411597578812765	0.2999881520359202	0.27717212378651046	0.2952800326370787	0.38659202625307887	0.3639624696080248	0.3582528008338411	0.3831174939921581	0.36723309430473916	0.3647988334119857	0.4132243239175625	0.3760909736096759	0.3885126385232739	0.3967517059792811	0.4070896950273305	0.4190617372765565	0.4065152107569425	0.38676884845474213	0.4013386227252166	0.39870607175548733	0.3783059646076413	0.37692593228103666	0.38130803701238103	0.4089050244253649	0.36067190753742906	0.3618070273693867	0.36162502137723707	0.3606489868527546	0.37597484351664867	0.3668545716924215	0.41144241883444543	0.34787043989480815	0.2766420229647174	0.29292855270314966	0.3164510046258532	0.28868001845828917	0.0	0.47608144601657854	0.26004030906988534	0.28539005937289474	0.344675431508362	0.3923557950891419	0.39505467376103365	0.37618386451588587	0.35318121499405863	0.35717585753213243
