	S10H1	S22Hp	S8Hp	F7H1	F1H1	S6Hp	531414	S11Hp	S28Hp	S23Hp	F23HpA	F14H1A	31071	S1Hp	31519	S17H1	530258	530119	31700	S16H2	31512	f10pp	w3pp	w4pp	w18pp	w24pp	w21pp	f11pp	w19pp	w1pp	w14pp	f20ppA	w8pp	w26pp	f24pp	w10pp	w27pp	w9pp	f19pp	w13pp	w16pp	w23pp	f2pp	w20pp	w15pp	w2pp	w11pp	f17ppB	w32pp	w17pp	f7pp	w12pp	w29pp	F22H1A	530074	530075	530050	s24H1	530227	31723	S27H1	31333	31300	F8H1	F32H1	S12Hp	S25Hp	31021	S21H1	S30H1	31360	S14Hp	F29H1	S15Hp	S26Hp	S2Hp	31236	S9H1	S29H1	F3H1	S3Hp	F14H1B	530364	F16H1	31749	530055	S19H1	530154	S4Hp	S7Hp	530451	F22HpB	S31Hp	S13Hp
F23HpA	0.14706061966290684	0.15300587442527727	0.14052935909282344	0.1505363377316491	0.15330213357740136	0.15397367459591887	0.11153546763406991	0.09040834553961531	0.12473222659089872	0.06641354988804934	0.0	0.10744542470659275	0.14152295754900557	0.12022903381484115	0.15194549962613957	0.15301303370702096	0.16641464669028438	0.16138430590159109	0.26146903221694556	0.251625453933803	0.3675214486144367	0.3885076918450463	0.3573092179447107	0.38946077677717744	0.36056270648526784	0.3525503667363982	0.4380153648762462	0.3817799467130318	0.3719554406911583	0.36393581192580154	0.36320563315137894	0.36302240601596975	0.3459474243324982	0.3441381460888636	0.34120771856807897	0.36101061637469545	0.3930099255301782	0.38686980214626093	0.3726846073819368	0.40656163345832025	0.3682596314697569	0.3807959478720141	0.3590243170735759	0.34727677050865874	0.3918586258925125	0.36040688375965246	0.34693170210344726	0.36435007512750806	0.352102346394565	0.34502521483531334	0.3523545699725623	0.35587351257359523	0.3335778163489244	0.4848002929641299	0.43097598523102515	0.3402539859982419	0.43048156060095544	0.4430023549961317	0.3689562869651299	0.3997914226640406	0.4029583192518393	0.2166403814435015	0.22924099930698705	0.16353345430202962	0.17591073166525018	0.14502848522118417	0.18012783589395867	0.19474799967130169	0.1360976193424166	0.12452157594884931	0.1709835819108246	0.18375638606668065	0.19869858227811998	0.1319867930435339	0.14075531125284463	0.17572597643858265	0.2236555469784049	0.21270077442884341	0.1966716083373243	0.13718683317817604	0.12482820953435624	0.13324779338605963	0.20481544411578922	0.19948685549780584	0.20420445955447936	0.1975920362181544	0.20192733622317868	0.31432394922023627	0.14175921811206718	0.1058798526397407	0.14674504336928712	0.11997863060080333	0.19077554816535675	0.15672803902235277
F14H1A	0.11544923546106624	0.12139449022343668	0.10891797489098284	0.11892495352980853	0.14061614684950857	0.16233126253318625	0.14638264226151348	0.1354142068618931	0.16973808791317652	0.11141941121032715	0.10744542470659275	0.0	0.053631222906140225	0.059823255692689536	0.09153972150398793	0.09260725558486935	0.10600886856813274	0.10097852777943944	0.20106325409479395	0.19121967581165136	0.3071156704922851	0.3281019137228947	0.2969034398225591	0.32905499865502585	0.30015692836311625	0.29214458861424664	0.3776095867540946	0.3213741685908802	0.31154966256900674	0.30353003380364996	0.30279985502922735	0.30261662789381816	0.2855416462103466	0.28373236796671203	0.2808019404459274	0.30060483825254386	0.33260414740802663	0.32646402402410934	0.31227882925978523	0.34615585533616866	0.3078538533476053	0.3203901697498625	0.2986185389514243	0.28687099238650715	0.33145284777036094	0.3000011056375009	0.28652592398129567	0.30394429700535647	0.2916965682724134	0.28461943671316176	0.2919487918504107	0.29546773445144364	0.2731720382267728	0.4243945148419783	0.37057020710887356	0.2798482078760903	0.37007578247880385	0.38259657687398013	0.3085505088429783	0.339385644541889	0.3425525411296877	0.15623460332134992	0.16883522118483543	0.103127676179878	0.11550495354309856	0.09857218911347773	0.13367153978625224	0.14829170356359522	0.08964132323471014	0.07806527984114287	0.12452728580311816	0.15214500186484006	0.1670871980762794	0.10037540884169331	0.10914392705100404	0.14411459223674206	0.1920441627765643	0.18108939022700282	0.1650602241354837	0.10557544897633545	0.09321682533251566	0.10163640918421904	0.17320405991394863	0.16787547129596525	0.17259307535263876	0.16598065201631382	0.1703159520213381	0.2827125650183957	0.11014783391022659	0.07426846843790011	0.11513365916744653	0.08836724639896273	0.15916416396351615	0.12511665482051215
31071	0.14952676830347908	0.1554720230658495	0.1429955077333957	0.15300248637222136	0.1746936796919214	0.19640879537559908	0.1804601751039263	0.16949173970430592	0.20381562075558934	0.14549694405274	0.14152295754900557	0.053631222906140225	0.0	0.09390078853510236	0.12561725434640075	0.12668478842728215	0.14008640141054557	0.13505606062185227	0.23514078693720675	0.22529720865406416	0.34119320333469794	0.36217944656530754	0.33098097266497195	0.3631325314974387	0.3342344612055291	0.32622212145665946	0.41168711959650744	0.355451701433293	0.34562719541141956	0.3376075666460628	0.3368773878716402	0.336694160736231	0.31961917905275944	0.31780990080912486	0.3148794732883402	0.3346823710949567	0.36668168025043946	0.3605415568665222	0.34635636210219806	0.3802333881785815	0.3419313861900181	0.35446770259227534	0.33269607179383714	0.32094852522892	0.36553038061277376	0.3340786384799137	0.3206034568237085	0.3380218298477693	0.32577410111482624	0.3186969695555746	0.32602632469282355	0.32954526729385647	0.3072495710691856	0.45847204768439115	0.4046477399512864	0.31392574071850315	0.4041533153212167	0.41667410971639296	0.3426280416853911	0.37346317738430185	0.3766300739721005	0.19031213616376275	0.20291275402724823	0.13720520902229083	0.14958248638551136	0.13264972195589056	0.16774907262866506	0.18236923640600805	0.12371885607712296	0.11214281268355569	0.158604818645531	0.18622253470725292	0.20116473091869225	0.13445294168410615	0.1432214598934169	0.17819212507915488	0.22612169561897716	0.21516692306941565	0.19913775697789654	0.13965298181874827	0.12729435817492848	0.13571394202663187	0.2072815927563615	0.20195300413837808	0.20667060819505162	0.20005818485872667	0.20439348486375092	0.31679009786080853	0.14422536675263942	0.10834600128031294	0.14921119200985936	0.12244477924137556	0.19324169680592898	0.159194187662925
S1Hp	0.12823284456931466	0.1341780993316851	0.12170158399923126	0.13170856263805691	0.15339975595775696	0.17511487164143463	0.15916625136976187	0.1481978159701415	0.1825216970214249	0.12420302031857555	0.12022903381484115	0.059823255692689536	0.09390078853510236	0.0	0.07426266742070496	0.07533020150158637	0.09715960568390328	0.09212926489520998	0.19221399121056448	0.1823704129274219	0.2982664076080556	0.3192526508386652	0.28805417693832963	0.32020573577079636	0.29130766547888676	0.28329532573001714	0.3687603238698651	0.3125249057066507	0.30270039968477724	0.29468077091942046	0.29395059214499786	0.29376736500958867	0.2766923833261171	0.2748831050824826	0.27195267756169794	0.29175557536831437	0.32375488452379714	0.31761476113987985	0.30342956637555574	0.33730659245193917	0.2990045904633758	0.311540906865633	0.2897692760671948	0.27802172950227766	0.32260358488613144	0.2911518427532714	0.2776766610970662	0.295095034121127	0.2828473053881839	0.27577017382893226	0.28309952896618124	0.28661847156721415	0.26432277534254334	0.41554525195774883	0.36172094422464407	0.2709989449918609	0.36122651959457436	0.37374731398975064	0.2997012459587488	0.33053638165765953	0.3337032782454582	0.14738534043712045	0.15998595830060597	0.09427841329564852	0.10665569065886908	0.11135579822172613	0.14645514889450062	0.1610753126718436	0.10242493234295852	0.09084888894939126	0.13731089491136655	0.16492861097308847	0.1798708071845278	0.11315901794994171	0.12192753615925245	0.15689820134499047	0.20482777188481271	0.19387299933525123	0.17784383324373212	0.11835905808458383	0.10600043444076404	0.11442001829246744	0.18598766902219704	0.18065908040421366	0.18537668446088718	0.17876426112456223	0.1830995611295865	0.2954961741266441	0.122931443018475	0.08705207754614852	0.12791726827569494	0.10115085550721115	0.17194777307176456	0.1379002639287606
31519	0.15994931038061305	0.1658945651429835	0.15341804981052964	0.16342502844935533	0.18511622176905537	0.20683133745273302	0.19088271718106026	0.17991428178143992	0.21423816283272332	0.15591948612987394	0.15194549962613957	0.09153972150398793	0.12561725434640075	0.07426266742070496	0.0	0.09572831179869541	0.12887607149520167	0.12384573070650837	0.22393045702186287	0.2140868787387203	0.329982873419354	0.3509691166499636	0.319770642749628	0.35192220158209475	0.32302413129018515	0.31501179154131553	0.4004767896811635	0.3442413715179491	0.33441686549607563	0.32639723673071885	0.32566705795629625	0.32548383082088705	0.3084088491374155	0.306599570893781	0.30366914337299633	0.32347204117961276	0.3554713503350955	0.34933122695117824	0.3351460321868541	0.36902305826323756	0.3307210562746742	0.3432573726769314	0.3214857418784932	0.30973819531357605	0.35432005069742983	0.3228683085645698	0.30939312690836457	0.32681149993242536	0.3145637711994823	0.30748663964023065	0.3148159947774796	0.31833493737851254	0.2960392411538417	0.4472617177690472	0.39343741003594246	0.3027154108031593	0.39294298540587275	0.40546377980104903	0.3314177117700472	0.3622528474689579	0.3654197440567566	0.17910180624841884	0.19170242411190436	0.1259948791069469	0.13837215647016748	0.14307226403302453	0.178171614705799	0.19279177848314202	0.13414139815425694	0.12256535476068967	0.16902736072266494	0.19664507678438686	0.2115872729958262	0.14487548376124013	0.15364400197055084	0.18861466715628888	0.2365442376961111	0.22558946514654965	0.20956029905503054	0.15007552389588225	0.13771690025206246	0.14613648410376584	0.21770413483349543	0.21237554621551208	0.21709315027218556	0.21048072693586062	0.21481602694088492	0.3272126399379425	0.15464790882977342	0.11876854335744691	0.15963373408699333	0.13286732131850953	0.20366423888306295	0.16961672974005898
S17H1	0.16101684446149445	0.1669620992238649	0.15448558389141107	0.16449256253023675	0.1861837558499368	0.20789887153361444	0.19195025126194168	0.18098181586232132	0.21530569691360474	0.15698702021075536	0.15301303370702096	0.09260725558486935	0.12668478842728215	0.07533020150158637	0.09572831179869541	0.0	0.1299436055760831	0.12491326478738977	0.22499799110274427	0.21515441281960168	0.3310504075002354	0.352036650730845	0.3208381768305094	0.3529897356629762	0.3240916653710666	0.316079325622197	0.40154432376204496	0.34530890559883054	0.3354843995769571	0.3274647708116003	0.3267345920371777	0.3265513649017685	0.30947638321829696	0.3076671049746624	0.3047366774538777	0.32453957526049415	0.3565388844159769	0.3503987610320597	0.3362135662677356	0.370090592344119	0.33178859035555563	0.3443249067578128	0.32255327595937466	0.3108057293944575	0.3553875847783112	0.32393584264545117	0.31046066098924596	0.32787903401330676	0.31563130528036376	0.30855417372111205	0.315883528858361	0.31940247145939393	0.2971067752347231	0.44832925184992867	0.3945049441168239	0.3037829448840407	0.39401051948675414	0.4065313138819304	0.33248524585092865	0.36332038154983937	0.36648727813763804	0.18016934032930026	0.19276995819278575	0.12706241318782832	0.13943969055104888	0.14413979811390593	0.17923914878668043	0.19385931256402344	0.13520893223513833	0.12363288884157107	0.17009489480354636	0.19771261086526828	0.2126548070767076	0.14594301784212152	0.15471153605143226	0.18968220123717028	0.23761177177699253	0.22665699922743104	0.21062783313591193	0.15114305797676364	0.13878443433294385	0.14720401818464726	0.21877166891437685	0.21344308029639347	0.21816068435306699	0.21154826101674204	0.2158835610217663	0.3282801740188239	0.1557154429106548	0.11983607743832833	0.16070126816787472	0.13393485539939096	0.20473177296394435	0.17068426382094037
530258	0.17441845744475787	0.18036371220712832	0.16788719687467446	0.17789417551350015	0.1995853688332002	0.22130048451687784	0.20535186424520507	0.19438342884558474	0.22870730989686813	0.17038863319401876	0.16641464669028438	0.10600886856813274	0.14008640141054557	0.09715960568390328	0.12887607149520167	0.1299436055760831	0.0	0.08339768616775849	0.183482412483113	0.17363883419997042	0.2895348288806041	0.31052107211121377	0.2793225982108781	0.3114741570433449	0.28257608675143525	0.27456374700256564	0.3600287451424137	0.30379332697919925	0.29396882095732574	0.28594919219196896	0.28521901341754635	0.28503578628213716	0.2679608045986656	0.2661515263550311	0.26322109883424644	0.28302399664086286	0.3150233057963457	0.3088831824124284	0.2946979876481043	0.3285750137244877	0.2902730117359243	0.30280932813818157	0.2810376973397433	0.26929015077482615	0.31387200615868	0.2824202640258199	0.2689450823696147	0.28636345539367547	0.2741157266607324	0.26703859510148076	0.27436795023872973	0.27788689283976264	0.25559119661509183	0.4068136732302974	0.3529893654971926	0.2622673662644094	0.3524949408671229	0.3650157352622992	0.29096966723129736	0.3218048029302081	0.32497169951800675	0.13865376170966898	0.15125437957315446	0.11015725356924994	0.12253453093247049	0.15754141109716935	0.19264076176994382	0.20726092554728684	0.14861054521840175	0.13703450182483448	0.18349650778680976	0.21111422384853168	0.226056420059971	0.15934463082538494	0.16811314903469565	0.2030838142204337	0.2510133847602559	0.24005861221069447	0.22402944611917536	0.16454467096002706	0.15218604731620727	0.16060563116791066	0.23217328189764025	0.2268446932796569	0.23156229733633038	0.22494987400000543	0.22928517400502973	0.3416817870020873	0.16911705589391823	0.13323769042159173	0.17410288115113814	0.14733646838265435	0.21813338594720777	0.1840858768042038
530119	0.16938811665606457	0.17533337141843502	0.16285685608598116	0.17286383472480685	0.1945550280445069	0.21627014372818454	0.20032152345651177	0.18935308805689144	0.22367696910817483	0.16535829240532546	0.16138430590159109	0.10097852777943944	0.13505606062185227	0.09212926489520998	0.12384573070650837	0.12491326478738977	0.08339768616775849	0.0	0.15090434789373725	0.14106076961059466	0.2569567642912284	0.277943007521838	0.2467445336215024	0.2788960924539691	0.24999802216205952	0.2419856824131899	0.3274506805530379	0.27121526238982346	0.26139075636795	0.2533711276025932	0.2526409488281706	0.2524577216927614	0.23538274000928988	0.23357346176565535	0.2306430342448707	0.25044593205148713	0.2824452412069699	0.2763051178230526	0.2621199230587285	0.29599694913511193	0.25769494714654856	0.2702312635488058	0.2484596327503676	0.23671208618545042	0.2812939415693042	0.24984219943644415	0.23636701778023894	0.25378539080429974	0.24153766207135668	0.23446053051210503	0.241789885649354	0.2453088282503869	0.2230131320257161	0.3742356086409216	0.32041130090781683	0.22968930167503365	0.3199168762777471	0.3324376706729234	0.2583916026419216	0.2892267383408323	0.29239363492863096	0.10607569712029322	0.1186763149837787	0.10512691278055664	0.11750419014377719	0.15251107030847605	0.18761042098125053	0.20223058475859354	0.14358020442970845	0.13200416103614118	0.17846616699811646	0.20608388305983838	0.2210260792712777	0.15431429003669164	0.16308280824600235	0.1980534734317404	0.24598304397156262	0.23502827142200117	0.21899910533048206	0.15951433017133376	0.14715570652751397	0.15557529037921736	0.22714294110894695	0.2218143524909636	0.22653195654763708	0.21991953321131213	0.22425483321633644	0.336651446213394	0.16408671510522493	0.12820734963289843	0.16907254036244485	0.14230612759396105	0.21310304515851447	0.1790555360155105
31700	0.2694728429714191	0.2754180977337895	0.2629415824013357	0.27294856104016135	0.2946397543598614	0.31635487004353907	0.3004062497718663	0.2894378143722459	0.32376169542352934	0.26544301872068	0.26146903221694556	0.20106325409479395	0.23514078693720675	0.19221399121056448	0.22393045702186287	0.22499799110274427	0.183482412483113	0.15090434789373725	0.0	0.12220297990956364	0.25931959694141066	0.28030584017202026	0.24910736627168467	0.2812589251041514	0.2523608548122418	0.24434851506337218	0.32981351320322017	0.27357809504000574	0.2637535890181323	0.2557339602527755	0.2550037814783529	0.2548205543429437	0.23774557265947216	0.23593629441583763	0.23300586689505298	0.2528087647016694	0.2848080738571522	0.2786679504732349	0.2644827557089108	0.2983597817852942	0.26005777979673084	0.27259409619898806	0.25082246540054987	0.2390749188356327	0.2836567742194865	0.2522050320866264	0.23872985043042122	0.256148223454482	0.24390049472153896	0.2368233631622873	0.24415271829953628	0.2476716609005692	0.22537596467589838	0.37659844129110387	0.3227741335579991	0.23205213432521593	0.32227970892792934	0.3348005033231057	0.26075443529210385	0.29158957099101457	0.2947564675788132	0.17877346367064015	0.19137408153412566	0.20521163909591114	0.2175889164591317	0.2525957966238305	0.28769514729660506	0.30231531107394805	0.24366493074506293	0.2320888873514957	0.27855089331347094	0.30616860937519286	0.3211108055866322	0.25439901635204615	0.2631675345613569	0.2981381997470949	0.34606777028691715	0.33511299773735564	0.31908383164583654	0.25959905648668824	0.24724043284286845	0.25566001669457183	0.3272276674243014	0.3218990788063181	0.3266166828629916	0.32000425952666667	0.3243395595316909	0.4367361725287485	0.2641714414205794	0.22829207594825293	0.2691572666777994	0.24239085390931556	0.313187771473869	0.279140262330865
S16H2	0.2596292646882765	0.2655745194506469	0.2530980041181931	0.26310498275701877	0.2847961760767188	0.3065112917603965	0.2905626714887237	0.27959423608910333	0.31391811714038675	0.2555994404375374	0.251625453933803	0.19121967581165136	0.22529720865406416	0.1823704129274219	0.2140868787387203	0.21515441281960168	0.17363883419997042	0.14106076961059466	0.12220297990956364	0.0	0.24947601865826807	0.2704622618888777	0.2392637879885421	0.2714153468210088	0.2425172765290992	0.2345049367802296	0.3199699349200776	0.26373451675686316	0.2539100107349897	0.24589038196963292	0.2451602031952103	0.24497697605980112	0.22790199437632958	0.22609271613269505	0.2231622886119104	0.24296518641852682	0.2749644955740096	0.2688243721900923	0.2546391774257682	0.2885162035021516	0.25021420151358825	0.26275051791584547	0.24097888711740728	0.22923134055249011	0.2738131959363439	0.24236145380348384	0.22888627214727864	0.24630464517133943	0.23405691643839638	0.22697978487914472	0.2343091400163937	0.2378280826174266	0.2155323863927558	0.3667548630079613	0.3129305552748565	0.22220855604207335	0.31243613064478676	0.3249569250399631	0.25091085700896126	0.281745992707872	0.2849128892956706	0.16892988538749756	0.18153050325098308	0.19536806081276856	0.2077453381759891	0.24275221834068794	0.2778515690134624	0.29247173279080546	0.23382135246192035	0.2222453090683531	0.2687073150303284	0.29632503109205033	0.31126722730348966	0.24455543806890354	0.25332395627821425	0.2882946214639523	0.3362241920037745	0.32526941945421306	0.30924025336269395	0.24975547820354566	0.23739685455972587	0.24581643841142928	0.3173840891411589	0.3120555005231755	0.316773104579849	0.31016068124352403	0.31449598124854833	0.4268925942456059	0.2543278631374368	0.21844849766511035	0.25931368839465674	0.23254727562617297	0.30334419319072636	0.26929668404772245
31512	0.3755252593689102	0.38147051413128064	0.3689939987988268	0.3790009774376525	0.40069217075735253	0.4224072864410302	0.40645866616935744	0.39549023076973705	0.4298141118210205	0.3714954351181711	0.3675214486144367	0.3071156704922851	0.34119320333469794	0.2982664076080556	0.329982873419354	0.3310504075002354	0.2895348288806041	0.2569567642912284	0.25931959694141066	0.24947601865826807	0.0	0.32916337064770035	0.29796489674736476	0.3301164555798315	0.3012183852879219	0.2932060455390523	0.37867104367890025	0.32243562551568583	0.3126111194938124	0.3045914907284556	0.303861311954033	0.3036780848186238	0.28660310313515225	0.2847938248915177	0.28186339737073307	0.3016662951773495	0.33366560433283227	0.327525480948915	0.31334028618459087	0.3472173122609743	0.3089153102724109	0.32145162667466814	0.29967999587622995	0.2879324493113128	0.3325143046951666	0.30106256256230646	0.28758738090610125	0.3050057539301621	0.29275802519721905	0.28568089363796734	0.29301024877521636	0.2965291913762492	0.27423349515157847	0.42545597176678396	0.3716316640336792	0.31631715156341944	0.4065447261661329	0.4190655205613092	0.3450194525303074	0.3758545882292181	0.3790214848170167	0.28482588006813125	0.2974264979316168	0.3112640554934023	0.3236413328566229	0.35864821302132166	0.39374756369409614	0.4083677274714392	0.3497173471425541	0.3381413037489868	0.3846033097109621	0.41222102577268405	0.4271632219841234	0.3604514327495373	0.36921995095884796	0.404190616144586	0.45212018668440823	0.4411654141348468	0.42513624804332767	0.3656514728841794	0.3532928492403596	0.36171243309206297	0.4332800838217926	0.4279514952038092	0.4326690992604827	0.42605667592415775	0.43039197592918205	0.5427885889262396	0.37022385781807055	0.3343444923457441	0.37520968307529046	0.3484432703068067	0.4192401878713601	0.3851926787283561
f10pp	0.3965115025995198	0.40245675736189024	0.38998024202943643	0.3999872206682621	0.42167841398796213	0.4433935296716398	0.42744490939996704	0.41647647400034665	0.4508003550516301	0.3924816783487807	0.3885076918450463	0.3281019137228947	0.36217944656530754	0.3192526508386652	0.3509691166499636	0.352036650730845	0.31052107211121377	0.277943007521838	0.28030584017202026	0.2704622618888777	0.32916337064770035	0.0	0.040138738712062416	0.08543556222777787	0.05653749193586828	0.05735992496433875	0.14282492310418674	0.08658950494097231	0.07676499891909885	0.0687453701537421	0.06801519137931947	0.0678319642439103	0.056286276026382566	0.05977233884738742	0.05684191132660281	0.0860446312956365	0.11804394045111927	0.11190381706720198	0.09771862230287784	0.1315956483792613	0.0932936463906979	0.10582996279295517	0.08405833199451693	0.07231078542959979	0.11689264081345357	0.08544089868059349	0.07196571702438828	0.09740616699492642	0.08515843826198334	0.086059436513086	0.09338879165033498	0.11134175821459807	0.08904606198992726	0.4051959537608297	0.3513716460277249	0.33730339479402904	0.4275309693967425	0.4400517637919188	0.366005695760917	0.3968408314598277	0.4000077280476263	0.30581212329874086	0.3184127411622264	0.3322502987240119	0.3446275760872325	0.37963445625193126	0.41473380692470574	0.4293539707020488	0.3707035903731637	0.3591275469795964	0.40558955294157173	0.43320726900329365	0.448149465214733	0.3814376759801469	0.39020619418945757	0.4251768593751956	0.47310642991501783	0.4621516573654564	0.44612249127393727	0.386637716114789	0.3742790924709692	0.38269867632267257	0.4542663270524022	0.4489377384344188	0.4536553424910923	0.44704291915476735	0.45137821915979165	0.5637748321568492	0.39121010104868015	0.3553307355763537	0.39619592630590006	0.3694295135374163	0.4402264311019697	0.4061789219589657
w3pp	0.3653130286991842	0.37125828346155465	0.35878176812910084	0.3687887467679265	0.39047994008762654	0.4121950557713042	0.39624643549963146	0.38527800010001106	0.4196018811512945	0.36128320444844514	0.3573092179447107	0.2969034398225591	0.33098097266497195	0.28805417693832963	0.319770642749628	0.3208381768305094	0.2793225982108781	0.2467445336215024	0.24910736627168467	0.2392637879885421	0.29796489674736476	0.040138738712062416	0.0	0.05423708832744229	0.02533901803553271	0.026161451064003173	0.11162644920385116	0.05539103104063673	0.04556652501876328	0.03754689625340653	0.03681671747898389	0.03663349034357473	0.02508780212604699	0.028573864947051837	0.02564343742626723	0.054846157395300923	0.08684546655078368	0.08070534316686641	0.06652014840254225	0.10039717447892571	0.06209517249036232	0.07463148889261959	0.05285985809418134	0.04111231152926421	0.08569416691311799	0.054242424780257904	0.04076724312405271	0.06620769309459085	0.053959964361647766	0.05486096261275041	0.062190317749999405	0.0801432843142625	0.05784758808959169	0.3739974798604941	0.3201731721273893	0.30610492089369346	0.3963324954964069	0.4088532898915832	0.3348072218605814	0.3656423575594921	0.3688092541472907	0.27461364939840527	0.2872142672618908	0.30105182482367626	0.31342910218689685	0.3484359823515957	0.38353533302437015	0.3981554968017132	0.3395051164728281	0.32792907307926084	0.37439107904123614	0.40200879510295806	0.4169509913143974	0.3502392020798113	0.359007720289122	0.39397838547486	0.44190795601468225	0.4309531834651208	0.4149240173736017	0.3554392422144534	0.3430806185706336	0.351500202422337	0.42306785315206663	0.4177392645340832	0.4224568685907567	0.41584444525443176	0.42017974525945606	0.5325763582565136	0.36001162714834456	0.3241322616760181	0.36499745240556447	0.33823103963708073	0.4090279572016341	0.3749804480586301
w4pp	0.3974645875316509	0.4034098422940214	0.3909333269615676	0.40094030560039323	0.4226314989200933	0.44434661460377095	0.4283979943320982	0.4174295589324778	0.4517534399837612	0.39343476328091187	0.38946077677717744	0.32905499865502585	0.3631325314974387	0.32020573577079636	0.35192220158209475	0.3529897356629762	0.3114741570433449	0.2788960924539691	0.2812589251041514	0.2714153468210088	0.3301164555798315	0.08543556222777787	0.05423708832744229	0.0	0.03893958236984673	0.05831300989646988	0.14377800803631788	0.08754258987310344	0.07771808385122998	0.06969845508587323	0.06896827631145061	0.06878504917604145	0.0572393609585137	0.060725423779518554	0.05779499625873395	0.08699771622776764	0.1189970253832504	0.11285690199933313	0.09867170723500897	0.13254873331139244	0.09424673132282904	0.1067830477250863	0.08501141692664806	0.07326387036173093	0.11784572574558472	0.08639398361272463	0.07291880195651942	0.09835925192705755	0.08611152319411448	0.08701252144521712	0.09434187658246612	0.11229484314672922	0.0899991469220584	0.4061490386929608	0.35232473095985606	0.3382564797261602	0.4284840543288736	0.4410048487240499	0.3669587806930481	0.3977939163919588	0.4009608129797575	0.30676520823087206	0.31936582609435754	0.33320338365614305	0.3455806610193636	0.3805875411840624	0.41568689185683694	0.4303070556341799	0.37165667530529484	0.36008063191172757	0.4065426378737028	0.43416035393542474	0.44910255014686407	0.382390760912278	0.39115927912158877	0.42612994430732676	0.47405951484714903	0.4631047422975875	0.4470755762060684	0.3875908010469201	0.37523217740310033	0.3836517612548037	0.4552194119845333	0.44989082336654995	0.4546084274232235	0.44799600408689855	0.4523313040919228	0.5647279170889804	0.3921631859808113	0.35628382050848484	0.39714901123803126	0.37038259846954746	0.4411795160341009	0.40713200689109685
w18pp	0.3685665172397413	0.3745117720021118	0.36203525666965797	0.3720422353084836	0.39373342862818367	0.41544854431186135	0.3994999240401886	0.3885314886405682	0.4228553696918516	0.36453669298900226	0.36056270648526784	0.30015692836311625	0.3342344612055291	0.29130766547888676	0.32302413129018515	0.3240916653710666	0.28257608675143525	0.24999802216205952	0.2523608548122418	0.2425172765290992	0.3012183852879219	0.05653749193586828	0.02533901803553271	0.03893958236984673	0.0	0.029414939604560302	0.11487993774440829	0.05864451958119386	0.048820013559320405	0.040800384793963654	0.040070206019541026	0.03988697888413186	0.02834129066660412	0.03182735348760897	0.02889692596682436	0.05809964593585805	0.0900989550913408	0.08395883170742353	0.06977363694309938	0.10365066301948284	0.06534866103091945	0.07788497743317671	0.05611334663473847	0.04436580006982134	0.08894765545367513	0.05749591332081504	0.04402073166460983	0.06946118163514797	0.05721345290220489	0.058114451153307545	0.06544380629055654	0.08339677285481964	0.06110107663014882	0.3772509684010512	0.32342666066794645	0.3093584094342506	0.399585984036964	0.4121067784321403	0.3380607104011385	0.3688958461000492	0.3720627426878479	0.27786713793896245	0.29046775580244794	0.30430531336423344	0.31668259072745397	0.3516894708921528	0.38678882156492733	0.4014089853422703	0.34275860501338523	0.33118256161981796	0.3776445675817932	0.40526228364351513	0.42020447985495446	0.3534926906203684	0.36226120882967916	0.39723187401541715	0.4451614445552394	0.4342066720056779	0.4181775059141588	0.3586927307550105	0.3463341071111907	0.3547536909628941	0.4263213416926237	0.42099275307464035	0.4257103571313139	0.41909793379498894	0.4234332338000132	0.5358298467970708	0.3632651156889017	0.32738575021657523	0.36825094094612165	0.34148452817763786	0.4122814457421913	0.37823393659918725
w24pp	0.3605541774908717	0.36649943225324216	0.35402291692078836	0.364029895559614	0.38572108887931406	0.40743620456299173	0.39148758429131897	0.3805191488916986	0.414843029942982	0.35652435324013265	0.3525503667363982	0.29214458861424664	0.32622212145665946	0.28329532573001714	0.31501179154131553	0.316079325622197	0.27456374700256564	0.2419856824131899	0.24434851506337218	0.2345049367802296	0.2932060455390523	0.05735992496433875	0.026161451064003173	0.05831300989646988	0.029414939604560302	0.0	0.08648161848291668	0.030246200319702245	0.02042169429782879	0.01853124396995912	0.017801065195536495	0.022000319755867928	0.020328950917734484	0.023815013738739337	0.020884586217954727	0.05008730618698842	0.08208661534247118	0.07594649195855391	0.06176129719422975	0.09563832327061321	0.05733632128204981	0.06987263768430708	0.04810100688586884	0.0363534603209517	0.08093531570480549	0.0494835735719454	0.0360083919157402	0.06144884188627834	0.049201113153335266	0.050102111404437905	0.057431466541686904	0.07538443310595	0.05308873688127918	0.3692386286521816	0.31541432091907684	0.30134606968538097	0.3915736442880944	0.40409443868327066	0.3300483706522689	0.3608835063511796	0.3640504029389783	0.26985479819009284	0.2824554160535783	0.2962929736153638	0.30867025097858436	0.3436771311432832	0.3787764818160577	0.3933966455934007	0.3347462652645156	0.32317022187094835	0.3696322278329236	0.3972499438946455	0.41219214010608485	0.3454803508714988	0.35424886908080955	0.38921953426654754	0.4371491048063698	0.4261943322568083	0.4101651661652892	0.3506803910061409	0.3383217673623211	0.3467413512140245	0.4183090019437541	0.41298041332577073	0.4176980173824443	0.41108559404611933	0.4154208940511436	0.5278175070482012	0.3552527759400321	0.3193734104677056	0.36023860119725204	0.33347218842876825	0.40426910599332166	0.37022159685031764
