	31714	31723	S9H1	31637	F3H1	530451	w15pp	f11pp	w29pp	w11pp	w4pp	S4Hp	f9pp	f10pp	w16pp	F23HpA	S15Hp	S19H1	F6H1	S3Hp	31343	S10H1	530075	S1Hp	S26Hp	530154	31557	31711	530050	31749	31750	S23Hp	s4pp	S21H1	S11Hp	s1pp	S25Hp	s31pp	s17pp	w30pp	s11pp	f8pp	s18pp	s20pp	s28pp	530315	S13Hp	w20pp	530167	530251	F7H1	31219	31129	w9pp	s13pp	f23ppA	f3pp	w12pp	s25pp	F29H1	s15pp	w32pp	F32H1	s10pp	S30H1	S31Hp	w14pp	F8H1	w2pp	w8pp	31700	s12pp	s3pp	s16pp	s32pp	w6pp	w7pp	w18pp	S6Hp	s24pp	s21pp	s2pp	s30pp	s26pp	s22pp	s7pp	s9pp	s29pp	s23pp	s19pp	s6pp	s14pp	s27pp	w25pp
31557	0.5083526134638171	0.5402342434345275	0.47557603822307937	0.52851712795259	0.5439434451051238	0.547655445647645	0.5551471208306471	0.5545109231083485	0.522728509652733	0.5216333864051369	0.5216345884331718	0.5038628631487334	0.4972102617088162	0.4928933048382417	0.4793384674062531	0.47536305230533027	0.48986906577196476	0.5044982429657818	0.4675872576931886	0.4300799652886406	0.5132492759113836	0.510218486143529	0.593444973084575	0.2036616707759814	0.1156455295458728	0.007099410192154442	0.0	0.18426063618186014	0.18041202319321836	0.1629197683312133	0.16631699446766618	0.32565359913743597	0.36867113585979217	0.4652335014987019	0.41024584260982266	0.39733257006458045	0.42518379952930946	0.43288119263902963	0.4423381120685452	0.46860163555582024	0.4655852115061561	0.5009481779285445	0.4848790355490495	0.48520102376490204	0.5194567944472264	0.584312666613737	0.5615063748355538	0.6143254047252436	0.5824796566439792	0.6031823190207333	0.5514885743047375	0.5402773310038598	0.5849198660195704	0.5333441814637065	0.5427201525223134	0.5620705091943704	0.5464428696242638	0.5504274507985548	0.5217397202273837	0.4916919456223714	0.4890997788497175	0.5183038399350084	0.5136001097572753	0.5041957609063955	0.5141232053941933	0.536647724588278	0.5288528133737711	0.536152426264597	0.5318585777362199	0.5327850713920316	0.5259721946634541	0.5232871231308542	0.5277875525178684	0.5255467257258983	0.5232881231313542	0.5287840100164585	0.532722260111623	0.5480060381363985	0.5440225040923724	0.48212964199582875	0.47111797576285247	0.4673266477775354	0.4652409607933759	0.4652409607933759	0.4627005913089713	0.44732946088096603	0.45713385938691165	0.45713385938691165	0.45690255101086036	0.4090048820476902	0.4147276451301397	0.42100120315689776	0.41775298273023714	0.4449270995458346
31711	0.5433166130505659	0.5751982430212763	0.5105400378098282	0.5634811275393388	0.5789074446918726	0.5826194452343938	0.5901111204173959	0.5894749226950973	0.5576925092394818	0.5565973859918857	0.5565985880199206	0.5388268627354822	0.532174261295565	0.5278573044249905	0.5143024669930019	0.510327051892079	0.5248330653587135	0.5394622425525306	0.5025512572799373	0.4650439648753894	0.5482132754981324	0.5451824857302778	0.6284089726713238	0.23862567036273025	0.17719395496006646	0.18359949484152774	0.18426063618186014	0.0	0.07471520612385055	0.19788376791796214	0.201280994054415	0.36061759872418475	0.40363513544654095	0.5001975010854507	0.44520984219657145	0.43229656965132923	0.46014779911605824	0.4678451922257784	0.47730211165529396	0.503565635142569	0.5005492110929048	0.5359121775152933	0.5198430351357983	0.5201650233516508	0.5544207940339752	0.6192766662004858	0.5964703744223026	0.6492894043119923	0.6174436562307279	0.638146318607482	0.5864525738914863	0.5752413305906086	0.6198838656063191	0.5683081810504553	0.5776841521090622	0.5970345087811192	0.5814068692110126	0.5853914503853036	0.5567037198141325	0.5266559452091202	0.5240637784364663	0.5532678395217572	0.5485641093440241	0.5391597604931443	0.5490872049809421	0.5716117241750268	0.5638168129605199	0.5711164258513458	0.5668225773229687	0.5677490709787804	0.5609361942502029	0.558251122717603	0.5627515521046171	0.5605107253126471	0.558252122718103	0.5637480096032073	0.5676862596983718	0.5829700377231473	0.5789865036791212	0.5170936415825775	0.5060819753496012	0.5022906473642842	0.5002049603801246	0.5002049603801246	0.49766459089572007	0.4822934604677148	0.49209785897366043	0.49209785897366043	0.49186655059760914	0.443968881634439	0.4496916447168885	0.45596520274364655	0.4527169823169859	0.4798910991325834
530050	0.5394680000619241	0.5713496300326346	0.5066914248211865	0.5596325145506971	0.5750588317032308	0.578770832245752	0.5862625074287542	0.5856263097064556	0.55384389625084	0.5527487730032439	0.5527499750312788	0.5349782497468404	0.5283256483069232	0.5240086914363487	0.5104538540043602	0.5064784389034374	0.5209844523700717	0.5356136295638888	0.4987026442912956	0.46119535188674765	0.5443646625094907	0.5413338727416361	0.6245603596826821	0.23477705737408844	0.17334534197142468	0.17975088185288596	0.18041202319321836	0.07471520612385055	0.0	0.19403515492932033	0.1974323810657732	0.356768985735543	0.3997865224578992	0.496348888096809	0.44136122920792975	0.4284479566626875	0.4562991861274165	0.46399657923713666	0.4734534986666522	0.4997170221539273	0.49670059810426315	0.5320635645266516	0.5159944221471565	0.516316410363009	0.5505721810453333	0.6154280532118441	0.5926217614336607	0.6454407913233506	0.6135950432420862	0.6342977056188402	0.5826039609028446	0.5713927176019667	0.6160352526176773	0.5644595680618136	0.5738355391204204	0.5931858957924775	0.5775582562223709	0.5815428373966619	0.5528551068254908	0.5228073322204785	0.5202151654478245	0.5494192265331155	0.5447154963553824	0.5353111475045026	0.5452385919923004	0.567763111186385	0.5599681999718781	0.567267812862704	0.562973964334327	0.5639004579901387	0.5570875812615612	0.5544025097289612	0.5589029391159754	0.5566621123240053	0.5544035097294613	0.5598993966145654	0.56383764670973	0.5791214247345056	0.5751378906904794	0.5132450285939358	0.5022333623609595	0.4984420343756424	0.49635634739148293	0.49635634739148293	0.4938159779070783	0.4784448474790731	0.4882492459850187	0.4882492459850187	0.4880179376089674	0.44012026864579723	0.44584303172824674	0.4521165897550048	0.4488683693283442	0.4760424861439416
31749	0.47395352673443153	0.505835156705142	0.4411769514936938	0.49411804122320446	0.5095443583757382	0.5132563589182594	0.5207480341012616	0.520111836378963	0.48832942292334736	0.48723429967575127	0.48723550170378616	0.4694637764193478	0.46281117497943064	0.45849421810885604	0.44493938067686756	0.4409639655759447	0.45546997904257913	0.4700991562363962	0.433188170963803	0.39568087855925504	0.47885018918199806	0.4758193994141435	0.5590458863551895	0.16926258404659586	0.15585308710941964	0.1622586269908809	0.1629197683312133	0.19788376791796214	0.19403515492932033	0.0	0.10144035394408654	0.2912545124080504	0.3342720491304066	0.4308344147693164	0.37584675588043714	0.3629334833351949	0.3907847127999239	0.39848210590964406	0.4079390253391596	0.4342025488264347	0.43118612477677054	0.46654909119915894	0.4504799488196639	0.45080193703551646	0.48505770771784074	0.5499135798843515	0.5271072881061681	0.579926317995858	0.5480805699145936	0.5687832322913476	0.517089487575352	0.5058782442744741	0.5505207792901847	0.498945094734321	0.5083210657929278	0.5276714224649849	0.5120437828948783	0.5160283640691693	0.48734063349799817	0.4572928588929859	0.45470069212033193	0.4839047532056228	0.47920102302788975	0.46979667417701	0.47972411866480774	0.5022486378588924	0.49445372664438547	0.5017533395352114	0.4974594910068344	0.49838598466264605	0.49157310793406855	0.4888880364014686	0.4933884657884828	0.4911476389965127	0.4888890364019687	0.49438492328707284	0.4983231733822374	0.513606951407013	0.5096234173629868	0.4477305552664432	0.4367188890334669	0.4329275610481498	0.4308418740639903	0.4308418740639903	0.4283015045795857	0.4129303741515805	0.42273477265752607	0.42273477265752607	0.4225034642814748	0.3746057953183046	0.38032855840075414	0.3866021164275122	0.38335389600085157	0.410528012816449
31750	0.4773507528708844	0.5092323828415949	0.44457417763014667	0.49751526735965734	0.5129415845121911	0.5166535850547123	0.5241452602377145	0.5235090625154158	0.49172664905980024	0.49063152581220415	0.49063272784023904	0.47286100255580066	0.4662084011158835	0.4618914442453089	0.44833660681332044	0.4443611917123976	0.458867205179032	0.4734963823728491	0.4365853971002559	0.3990781046957079	0.48224741531845094	0.47921662555059635	0.5624431124916422	0.1726598101830487	0.1592503132458725	0.16565585312733377	0.16631699446766618	0.201280994054415	0.1974323810657732	0.10144035394408654	0.0	0.29465173854450327	0.33766927526685947	0.43423164090576927	0.37924398201689	0.36633070947164775	0.39418193893637676	0.40187933204609694	0.4113362514756125	0.4375997749628876	0.4345833509132234	0.4699463173356118	0.4538771749561168	0.45419916317196934	0.4884549338542936	0.5533108060208043	0.530504514242621	0.5833235441323108	0.5514777960510464	0.5721804584278005	0.5204867137118049	0.509275470410927	0.5539180054266377	0.5023423208707739	0.5117182919293808	0.5310686486014378	0.5154410090313312	0.5194255902056222	0.49073785963445105	0.46069008502943876	0.4580979182567848	0.4873019793420757	0.48259824916434263	0.47319390031346287	0.4831213448012606	0.5056458639953453	0.49785095278083835	0.5051505656716643	0.5008567171432873	0.5017832107990989	0.49497033407052143	0.4922852625379215	0.49678569192493566	0.4945448651329656	0.49228626253842156	0.4977821494235257	0.5017203995186903	0.5170041775434658	0.5130206434994398	0.45112778140289606	0.4401161151699198	0.43632478718460266	0.4342391002004432	0.4342391002004432	0.4316987307160386	0.4163276002880334	0.42613199879397895	0.42613199879397895	0.42590069041792766	0.3780030214547575	0.383725784537207	0.38999934256396507	0.38675112213730445	0.4139252389529019
S23Hp	0.1849200457165396	0.2168016756872501	0.15214347047580187	0.20508456020531252	0.2205108773578463	0.22422287790036746	0.23171455308336966	0.23107835536107102	0.19929594190545546	0.19820081865785938	0.19820202068589426	0.18043029540145586	0.17377769396153872	0.16946073709096415	0.1559058996589756	0.15193048455805278	0.16643649802468724	0.1810656752185043	0.14415468994591107	0.24775499553426625	0.33092430615700924	0.32789351638915465	0.4111200033302006	0.30504405811932966	0.31858691791564225	0.32499245779710356	0.32565359913743597	0.36061759872418475	0.356768985735543	0.2912545124080504	0.29465173854450327	0.0	0.045238568112514616	0.1418009337514244	0.08681327486254517	0.0739000023173029	0.10175123178203194	0.10944862489175214	0.11890554432126768	0.14516906780854275	0.1421526437588786	0.177515610181267	0.161446467801772	0.16176845601762452	0.1960242266999488	0.2608800988664595	0.2380738070882762	0.29089283697796603	0.25904708889670164	0.2797497512734557	0.22805600655746003	0.2168447632565822	0.26148729827229283	0.20991161371642908	0.2192875847750359	0.2386379414470929	0.2230103018769863	0.22699488305127732	0.19830715248010622	0.1682593778750939	0.16566721110243998	0.19487127218773087	0.1901675420099978	0.180763193159118	0.1906906376469158	0.21321515684100048	0.20542024562649355	0.21271985851731948	0.20842600998894245	0.20935250364475408	0.2025396269161766	0.1998545553835767	0.20435498477059083	0.20211415797862078	0.1998555553840767	0.20535144226918092	0.20928969236434547	0.22457347038912098	0.22058993634509488	0.15869707424855123	0.14768540801557495	0.14389408003025786	0.14180839304609838	0.14180839304609838	0.1392680235616938	0.12389689313368854	0.13370129163963415	0.13370129163963415	0.13346998326358284	0.08557231430041266	0.09129507738286222	0.09756863540962027	0.09432041498295962	0.12149453179855711
s4pp	0.17906272366107467	0.21094435363178515	0.14628614842033694	0.1992272381498476	0.2146535553023814	0.21836555584490253	0.22585723102790473	0.2252210333056061	0.19343861984999056	0.19234349660239447	0.19234469863042936	0.17457297334599092	0.16792037190607378	0.16360341503549924	0.1500485776035107	0.14607316250258784	0.16057917596922233	0.1752083531630394	0.13829736789044617	0.2907725322566224	0.37394184287936544	0.37091105311151085	0.4541375400525568	0.34806159484168586	0.36160445463799845	0.36800999451945976	0.36867113585979217	0.40363513544654095	0.3997865224578992	0.3342720491304066	0.33766927526685947	0.045238568112514616	0.0	0.10226712532581332	0.04727946643693407	0.06804268026183798	0.09589390972656701	0.1035913028362872	0.11304822226580274	0.13931174575307784	0.13629532170341369	0.17165828812580208	0.15558914574630706	0.15591113396215958	0.19016690464448388	0.2550227768109946	0.23221648503281128	0.2850355149225011	0.25318976684123673	0.2738924292179908	0.22219868450199512	0.2109874412011173	0.2556299762168279	0.20405429166096417	0.213430262719571	0.232780619391628	0.2171529798215214	0.22113756099581242	0.1924498304246413	0.162402055819629	0.15980988904697507	0.18901395013226596	0.1843102199545329	0.1749058711036531	0.1848333155914509	0.20735783478553557	0.19956292357102864	0.20686253646185457	0.20256868793347754	0.20349518158928917	0.1966823048607117	0.19399723332811178	0.19849766271512592	0.19625683592315588	0.1939982333286118	0.19949412021371601	0.20343237030888056	0.21871614833365607	0.21473261428962997	0.15283975219308632	0.14182808596011	0.13803675797479295	0.13595107099063347	0.13595107099063347	0.13341070150622886	0.11803957107822363	0.12784396958416921	0.12784396958416921	0.1276126612081179	0.07971499224494774	0.0854377553273973	0.09171131335415533	0.08846309292749471	0.11563720974309219
S21H1	0.2756250892999845	0.30750671927069495	0.24284851405924676	0.2957896037887574	0.3112159209412912	0.3149279214838123	0.3224195966668145	0.3217833989445159	0.29000098548890035	0.28890586224130427	0.28890706426933915	0.2711353389849007	0.26448273754498364	0.26016578067440904	0.2466109432424205	0.24263552814149766	0.25714154160813213	0.2717707188019492	0.23485973352935596	0.3873348978955322	0.47050420851827524	0.4674734187504206	0.5506999056914665	0.4446239604805956	0.45816682027690825	0.46457236015836956	0.4652335014987019	0.5001975010854507	0.496348888096809	0.4308344147693164	0.43423164090576927	0.1418009337514244	0.10226712532581332	0.0	0.1094725270486206	0.16460504590074776	0.19245627536547683	0.200153668475197	0.20961058790471254	0.23587411139198763	0.23285768734232348	0.2682206537647119	0.25215151138521685	0.2524734996010694	0.2867292702833937	0.3515851424499044	0.3287788506717211	0.3815978805614109	0.3497521324801465	0.3704547948569006	0.31876105014090494	0.3075498068400271	0.3521923418557377	0.30061665729987397	0.3099926283584808	0.3293429850305378	0.3137153454604312	0.31769992663472224	0.2890121960635511	0.2589644214585388	0.25637225468588487	0.28557631577117576	0.2808725855934427	0.27146823674256293	0.2813956812303607	0.30392020042444534	0.2961252892099384	0.30342490210076434	0.29913105357238734	0.300057547228199	0.2932446704996215	0.29055959896702155	0.2950600283540357	0.29281920156206565	0.2905605989675216	0.2960564858526258	0.29999473594779036	0.3152785139725659	0.3112949799285398	0.24940211783199612	0.23839045159901984	0.23459912361370275	0.23251343662954327	0.23251343662954327	0.22997306714513865	0.21460193671713343	0.224406335223079	0.224406335223079	0.22417502684702773	0.17627735788385754	0.1820001209663071	0.18827367899306513	0.1850254585664045	0.21219957538200201
S11Hp	0.22063743041110523	0.2525190603818157	0.1878608551703675	0.24080194489987816	0.25622826205241195	0.2599402625949331	0.2674319377779353	0.26679574005563667	0.2350133266000211	0.23391820335242502	0.2339194053804599	0.21614768009602148	0.20949507865610434	0.2051781217855298	0.19162328435354126	0.1876478692526184	0.2021538827192529	0.21678305991306995	0.17987207464047672	0.332347239006653	0.415516549629396	0.41248575986154135	0.4957122468025873	0.38963630159171636	0.403179161388029	0.4095847012694903	0.41024584260982266	0.44520984219657145	0.44136122920792975	0.37584675588043714	0.37924398201689	0.08681327486254517	0.04727946643693407	0.1094725270486206	0.0	0.10961738701186853	0.13746861647659758	0.14516600958631776	0.1546229290158333	0.1808864525031084	0.17787002845344424	0.21323299487583264	0.1971638524963376	0.19748584071219016	0.23174161139451444	0.29659748356102517	0.27379119178284184	0.3266102216725317	0.2947644735912673	0.31546713596802134	0.2637733912520257	0.25256214795114784	0.2972046829668585	0.24562899841099473	0.25500496946960155	0.2743553261416586	0.258727686571552	0.262712267745843	0.23402453717467187	0.20397676256965955	0.20138459579700563	0.23058865688229652	0.22588492670456345	0.21648057785368366	0.22640802234148144	0.24893254153556613	0.2411376303210592	0.24843724321188512	0.2441433946835081	0.24506988833931972	0.23825701161074225	0.23557194007814233	0.24007236946515648	0.23783154267318643	0.23557294007864235	0.24106882696374657	0.24500707705891112	0.26029085508368666	0.25630732103966053	0.19441445894311687	0.1834027927101406	0.1796114647248235	0.17752577774066403	0.17752577774066403	0.1749854082562594	0.1596142778282542	0.16941867633419977	0.16941867633419977	0.16918736795814848	0.12128969899497831	0.12701246207742786	0.1332860201041859	0.13003779967752527	0.15721191649312274
s1pp	0.17545781502794514	0.20733944499865561	0.1426812397872074	0.19562232951671804	0.21104864666925183	0.214760647211773	0.2222523223947752	0.22161612467247654	0.189833711216861	0.1887385879692649	0.1887397899972998	0.17096806471286138	0.16431546327294425	0.15999850640236968	0.14644366897038114	0.1424682538694583	0.15697426733609277	0.17160344452990983	0.1346924592573166	0.3194339664614107	0.4026032770841537	0.39957248731629913	0.4827989742573451	0.37672302904647414	0.39026588884278673	0.39667142872424804	0.39733257006458045	0.43229656965132923	0.4284479566626875	0.3629334833351949	0.36633070947164775	0.0739000023173029	0.06804268026183798	0.16460504590074776	0.10961738701186853	0.0	0.0631971935725715	0.09998639420315766	0.1094433136326732	0.13570683711994827	0.13269041307028412	0.16805337949267252	0.15198423711317752	0.15230622532903004	0.18656199601135431	0.25141786817786504	0.22861157639968172	0.28143060628937155	0.24958485820810716	0.2702875205848612	0.21859377586886555	0.20738253256798772	0.25202506758369836	0.2004493830278346	0.20982535408644143	0.22917571075849844	0.21354807118839184	0.21753265236268285	0.18884492179151174	0.15879714718649943	0.1562049804138455	0.1854090414991364	0.18070531132140333	0.17130096247052354	0.18122840695832132	0.203752926152406	0.19595801493789908	0.203257627828725	0.19896377930034798	0.1998902729561596	0.19307739622758213	0.1903923246949822	0.19489275408199636	0.1926519272900263	0.19039332469548223	0.19588921158058645	0.199827461675751	0.2151112397005265	0.2111277056565004	0.14923484355995675	0.13822317732698047	0.13443184934166338	0.1323461623575039	0.1323461623575039	0.12980579287309932	0.11443466244509407	0.12423906095103968	0.12423906095103968	0.12400775257498836	0.07611008361181819	0.08183284669426774	0.0881064047210258	0.08485818429436515	0.11203230110996264
S25Hp	0.20330904449267417	0.23519067446338465	0.17053246925193644	0.22347355898144705	0.23889987613398084	0.24261187667650203	0.2501035518595042	0.24946735413720555	0.21768494068159	0.21658981743399391	0.2165910194620288	0.19881929417759042	0.19216669273767328	0.1878497358670987	0.17429489843511015	0.17031948333418734	0.18482549680082178	0.19945467399463884	0.16254368872204564	0.3472851959261397	0.43045450654888273	0.42742371678102814	0.5106502037220741	0.40457425851120316	0.41811711830751574	0.42452265818897705	0.42518379952930946	0.46014779911605824	0.4562991861274165	0.3907847127999239	0.39418193893637676	0.10175123178203194	0.09589390972656701	0.19245627536547683	0.13746861647659758	0.0631971935725715	0.0	0.1278376236678867	0.13729454309740224	0.1635580665846773	0.16054164253501316	0.19590460895740155	0.17983546657790656	0.18015745479375905	0.21441322547608335	0.2792690976425941	0.2564628058644107	0.3092818357541006	0.27743608767283623	0.29813875004959023	0.2464450053335946	0.23523376203271676	0.2798762970484274	0.22830061249256364	0.23767658355117047	0.2570269402232275	0.24139930065312087	0.2453838818274119	0.21669615125624078	0.18664837665122846	0.18405620987857454	0.21326027096386543	0.20855654078613237	0.19915219193525258	0.20907963642305036	0.23160415561713504	0.22380924440262812	0.23110885729345404	0.22681500876507701	0.22774150242088864	0.22092862569231117	0.21824355415971125	0.2227439835467254	0.22050315675475535	0.21824455416021127	0.22374044104531549	0.22767869114048003	0.24296246916525555	0.23897893512122945	0.1770860730246858	0.16607440679170948	0.16228307880639242	0.16019739182223294	0.16019739182223294	0.15765702233782836	0.1422858919098231	0.15209029041576871	0.15209029041576871	0.15185898203971737	0.10396131307654723	0.10968407615899677	0.11595763418575482	0.11270941375909418	0.13988353057469166
s31pp	0.17415561107508667	0.20603724104579715	0.14137903583434894	0.19432012556385958	0.20974644271639337	0.21345844325891453	0.22095011844191673	0.22031392071961808	0.18853150726400253	0.18743638401640644	0.18743758604444133	0.16966586076000292	0.16301325932008578	0.15869630244951122	0.14514146501752268	0.14116604991659984	0.1556720633832343	0.17030124057705137	0.13339025530445814	0.3549825890358599	0.4381518996586029	0.4351211098907483	0.5183475968317943	0.41227165162092333	0.4258145114172359	0.4322200512986972	0.43288119263902963	0.4678451922257784	0.46399657923713666	0.39848210590964406	0.40187933204609694	0.10944862489175214	0.1035913028362872	0.200153668475197	0.14516600958631776	0.09998639420315766	0.1278376236678867	0.0	0.033033521026594986	0.059297044513870065	0.05628062046420591	0.09164358688659431	0.0755744445070993	0.07589643272295182	0.11015220340527612	0.17500807557178688	0.15220178379360355	0.2050208136832934	0.173175065602029	0.19387772797878305	0.14218398326278736	0.13097273996190956	0.1756152749776202	0.12403959042175643	0.13341556148036327	0.15276591815242024	0.13713827858231364	0.14112285975660466	0.11243512918543354	0.08238735458042122	0.0797951878077673	0.10899924889305819	0.10429551871532512	0.09489116986444533	0.10481861435224311	0.1273431335463278	0.1195482223318209	0.1268478352226468	0.1225539866942698	0.12348048035008141	0.11666760362150394	0.113982532088904	0.11848296147591818	0.11624213468394812	0.11398353208940404	0.11947941897450826	0.12341766906967282	0.13870144709444832	0.13471791305042224	0.07282505095387855	0.06181338472090225	0.05802205673558518	0.0559363697514257	0.0559363697514257	0.0533960002670211	0.03802486983901585	0.047829268344961456	0.047829268344961456	0.04759795996891014	0.027059202198813363	0.04236429455856312	0.048637852585321176	0.04538963215866053	0.11073009715710418
s17pp	0.18361253050460222	0.2154941604753127	0.15083595526386448	0.20377704499337512	0.2192033621459089	0.22291536268843007	0.23040703787143227	0.22977084014913363	0.19798842669351807	0.19689330344592199	0.19689450547395687	0.17912278018951847	0.17247017874960133	0.16815322187902676	0.15459838444703822	0.15062296934611538	0.16512898281274985	0.1797581600065669	0.14284717473397368	0.36443950846537543	0.44760881908811845	0.44457802932026386	0.5278045162613099	0.42172857105043887	0.43527143084675146	0.44167697072821277	0.4423381120685452	0.47730211165529396	0.4734534986666522	0.4079390253391596	0.4113362514756125	0.11890554432126768	0.11304822226580274	0.20961058790471254	0.1546229290158333	0.1094433136326732	0.13729454309740224	0.033033521026594986	0.0	0.026265523488275135	0.023249099438610983	0.05861206586099939	0.042542923481504374	0.0428649116973569	0.0771206823796812	0.14197655454619193	0.11917026276800861	0.17198929265769844	0.14014354457643405	0.1608462069531881	0.10915246223719245	0.09794121893631462	0.14258375395202524	0.0910080693961615	0.10038404045476833	0.11973439712682533	0.10410675755671873	0.10809133873100975	0.07940360815983862	0.0493558335548263	0.04676366678217238	0.07596772786746327	0.0712639976897302	0.06185964883885041	0.07178709332664819	0.09431161252073289	0.08651670130622598	0.09381631419705189	0.08952246566867487	0.09044895932448649	0.08363608259590902	0.08095101106330908	0.08545144045032325	0.0832106136583532	0.08095201106380912	0.08644789794891333	0.0903861480440779	0.1056699260688534	0.10168639202482731	0.039793529928283625	0.028781863695307316	0.02499053570999025	0.022904848725830766	0.022904848725830766	0.020364479241426172	0.03338804226179818	0.043192440767743784	0.043192440767743784	0.04296113239169247	0.03651612162832891	0.051821213988078665	0.05809477201483672	0.05484655158817608	0.12018701658661972
w30pp	0.2098760539918773	0.2417576839625878	0.17709947875113957	0.2300405684806502	0.24546688563318397	0.24917888617570516	0.25667056135870736	0.2560343636364087	0.22425195018079314	0.22315682693319705	0.22315802896123194	0.20538630367679356	0.19873370223687642	0.19441674536630182	0.18086190793431328	0.17688649283339047	0.1913925063000249	0.20602168349384198	0.16911069822124877	0.39070303195265055	0.47387234257539357	0.4708415528075389	0.5540680397485849	0.44799209453771394	0.4615349543340266	0.4679404942154879	0.46860163555582024	0.503565635142569	0.4997170221539273	0.4342025488264347	0.4375997749628876	0.14516906780854275	0.13931174575307784	0.23587411139198763	0.1808864525031084	0.13570683711994827	0.1635580665846773	0.059297044513870065	0.026265523488275135	0.0	0.0036767373893874496	0.039041703812775906	0.06254646272482084	0.06286845094067336	0.09712422162299766	0.1619800937895084	0.1391738020113251	0.1919928319010149	0.1601470838197505	0.18084974619650457	0.12915600148050893	0.1179447581796311	0.1625872931953417	0.11101160863947798	0.1203875796980848	0.1397379363701418	0.12411029680003521	0.12809487797432623	0.0994071474031551	0.06935937279814278	0.06676720602548886	0.09597126711077975	0.09126753693304668	0.08186318808216689	0.09179063256996467	0.11431515176404936	0.10652024054954246	0.11381985344036835	0.10952600491199135	0.11045249856780295	0.10363962183922548	0.10095455030662556	0.10545497969363973	0.10321415290166966	0.10095555030712558	0.1064514371922298	0.11038968728739437	0.12567346531216989	0.12168993126814379	0.0597970691716001	0.04878540293862379	0.04499407495330672	0.04290838796914724	0.04290838796914724	0.04036801848474264	0.05965156574907326	0.06945596425501886	0.06945596425501886	0.06922465587896755	0.06277964511560398	0.07808473747535374	0.0843582955021118	0.08111007507545115	0.1464505400738948
s11pp	0.20685962994221313	0.2387412599129236	0.1740830547014754	0.22702414443098606	0.24245046158351985	0.24616246212604098	0.2536541373090432	0.25301793958674457	0.221235526131129	0.22014040288353293	0.2201416049115678	0.20236987962712938	0.19571727818721224	0.1914003213166377	0.17784548388464916	0.1738700687837263	0.1883760822503608	0.20300525944417785	0.16609427417158462	0.38768660790298637	0.4708559185257294	0.4678251287578748	0.5510516156989207	0.4449756704880498	0.4585185302843624	0.4649240701658237	0.4655852115061561	0.5005492110929048	0.49670059810426315	0.43118612477677054	0.4345833509132234	0.1421526437588786	0.13629532170341369	0.23285768734232348	0.17787002845344424	0.13269041307028412	0.16054164253501316	0.05628062046420591	0.023249099438610983	0.0036767373893874496	0.0	0.03602527976311176	0.059530038675156695	0.05985202689100922	0.09410779757333351	0.15896366973984424	0.13615737796166094	0.18897640785135075	0.15713065977008636	0.17783332214684042	0.12613957743084478	0.11492833412996695	0.15957086914567756	0.10799518458981383	0.11737115564842066	0.13672151232047766	0.12109387275037106	0.12507845392466208	0.09639072335349094	0.06634294874847863	0.0637507819758247	0.0929548430611156	0.08825111288338253	0.07884676403250274	0.08877420852030052	0.1112987277143852	0.1035038164998783	0.1108034293907042	0.1065095808623272	0.1074360745181388	0.10062319778956133	0.09793812625696141	0.10243855564397558	0.10019772885200551	0.09793912625746143	0.10343501314256565	0.10737326323773022	0.12265704126250573	0.11867350721847963	0.056780645121935945	0.04576897888895964	0.04197765090364257	0.03989196391948309	0.03989196391948309	0.03735159443507849	0.05663514169940911	0.06643954020535471	0.06643954020535471	0.0662082318293034	0.05976322106593983	0.07506831342568959	0.08134187145244764	0.078093651025787	0.14343411602423065
f8pp	0.24222259636460156	0.27410422633531206	0.20944602112386382	0.26238711085337446	0.27781342800590825	0.28152542854842943	0.28901710373143163	0.28838090600913296	0.2565984925535174	0.2555033693059213	0.2555045713339562	0.2377328460495178	0.23108024460960067	0.2267632877390261	0.21320845030703756	0.20923303520611472	0.22373904867274919	0.23836822586656625	0.20145724059397302	0.42304957432537477	0.5062188849481177	0.5031880951802632	0.5864145821213091	0.4803386369104382	0.4938814967067508	0.5002870365882122	0.5009481779285445	0.5359121775152933	0.5320635645266516	0.46654909119915894	0.4699463173356118	0.177515610181267	0.17165828812580208	0.2682206537647119	0.21323299487583264	0.16805337949267252	0.19590460895740155	0.09164358688659431	0.05861206586099939	0.039041703812775906	0.03602527976311176	0.0	0.0948930050975451	0.09521499331339763	0.12947076399572194	0.19432663616223267	0.17152034438404934	0.22433937427373918	0.1924936261924748	0.21319628856922884	0.16150254385323318	0.15029130055235534	0.19493383556806598	0.14335815101220223	0.15273412207080905	0.17208447874286606	0.15645683917275946	0.16044142034705047	0.13175368977587934	0.10170591517086702	0.0991137483982131	0.128317809483504	0.12361407930577092	0.11420973045489113	0.12413717494268892	0.1466616941367736	0.1388667829222667	0.1461663958130926	0.1418725472847156	0.1427990409405272	0.13598616421194976	0.1333010926793498	0.13780152206636398	0.1355606952743939	0.13330209267984983	0.13879797956495404	0.14273622966011862	0.15802000768489413	0.15403647364086803	0.09214361154432435	0.08113194531134804	0.07734061732603098	0.07525493034187149	0.07525493034187149	0.0727145608574669	0.09199810812179751	0.10180250662774311	0.10180250662774311	0.1015711982516918	0.09512618748832823	0.11043127984807799	0.11670483787483604	0.1134566174481754	0.17879708244661907
