	31714	31723	S9H1	31637	F3H1	530451	w15pp	f11pp	w29pp	w11pp	w4pp	S4Hp	f9pp	f10pp	w16pp	F23HpA	S15Hp	S19H1	F6H1	S3Hp	31343	S10H1	530075	S1Hp	S26Hp	530154	31557	31711	530050	31749	31750	S23Hp	s4pp	S21H1	S11Hp	s1pp	S25Hp	s31pp	s17pp	w30pp	s11pp	f8pp	s18pp	s20pp	s28pp	530315	S13Hp	w20pp	530167	530251	F7H1	31219	31129	w9pp	s13pp	f23ppA	f3pp	w12pp	s25pp	F29H1	s15pp	w32pp	F32H1	s10pp	S30H1	S31Hp	w14pp	F8H1	w2pp	w8pp	31700	s12pp	s3pp	s16pp	s32pp	w6pp	w7pp	w18pp	S6Hp	s24pp	s21pp	s2pp	s30pp	s26pp	s22pp	s7pp	s9pp	s29pp	s23pp	s19pp	s6pp	s14pp	s27pp	w25pp
w4pp	0.2113079093009595	0.24318953927167	0.10330878797350126	0.12312766851300105	0.13855398566553484	0.142265986208056	0.1497576613910582	0.14912146366875953	0.014994483530753767	0.005337720792205233	0.0	0.1136950650833848	0.15123562316796185	0.14691866629738726	0.1602398908324543	0.15626447573153146	0.17077048919816593	0.18539966639198302	0.1484886811193898	0.443735984830002	0.526905295452745	0.5238745056848905	0.6071009926259364	0.5010250474150655	0.514567907211378	0.5209734470928393	0.5216345884331718	0.5565985880199206	0.5527499750312788	0.48723550170378616	0.49063272784023904	0.19820202068589426	0.19234469863042936	0.28890706426933915	0.2339194053804599	0.1887397899972998	0.2165910194620288	0.18743758604444133	0.19689450547395687	0.22315802896123194	0.2201416049115678	0.2555045713339562	0.23943542895446118	0.2397574171703137	0.274013187852638	0.33886906001914874	0.3160627682409654	0.36888179813065525	0.33703605004939086	0.3577387124261449	0.3060449677101492	0.2948337244092714	0.33947625942498205	0.2879005748691183	0.2972765459277251	0.3166269025997821	0.3009992630296755	0.3049838442039665	0.27629611363279544	0.2462483390277831	0.2436561722551292	0.2728602333404201	0.268156503162687	0.2587521543118072	0.268679598799605	0.2912041179936897	0.2834092067791828	0.2907088196700087	0.28641497114163167	0.28734146479744327	0.2805285880688658	0.27784351653626593	0.28234394592328005	0.28010311913131003	0.2778445165367659	0.28334040342187017	0.2872786535170347	0.3025624315418102	0.2985788974977841	0.23668603540124045	0.22567436916826414	0.22188304118294705	0.2197973541987876	0.2197973541987876	0.21725698471438298	0.20188585428637773	0.21169025279232334	0.21169025279232334	0.21145894441627203	0.16356127545310187	0.1692840385355514	0.17555759656230946	0.17230937613564884	0.1699004313025297
S4Hp	0.19353618401652112	0.2254178139872316	0.08553706268906286	0.12057760460280305	0.13600392175533682	0.139715922297858	0.1472075974808602	0.14657139975856154	0.11478898630294598	0.11369386305534991	0.1136950650833848	0.0	0.13346389788352342	0.12914694101294888	0.1424681655480159	0.13849275044709305	0.15299876391372752	0.1676279411075446	0.13071695583495135	0.4259642595455636	0.5091335701683066	0.5061027804004521	0.589329267341498	0.48325332213062705	0.49679618192693964	0.503201721808401	0.5038628631487334	0.5388268627354822	0.5349782497468404	0.4694637764193478	0.47286100255580066	0.18043029540145586	0.17457297334599092	0.2711353389849007	0.21614768009602148	0.17096806471286138	0.19881929417759042	0.16966586076000292	0.17912278018951847	0.20538630367679356	0.20236987962712938	0.2377328460495178	0.22166370367002278	0.2219856918858753	0.2562414625681996	0.32109733473471036	0.298291042956527	0.35111007284621687	0.3192643247649525	0.3399669871417065	0.28827324242571084	0.277061999124833	0.3217045341405437	0.27012884958467986	0.27950482064328674	0.2988551773153437	0.2832275377452371	0.28721211891952814	0.258524388348357	0.22847661374334471	0.22588444697069077	0.2550885080559817	0.25038477787824864	0.24098042902736883	0.25090787351516664	0.2734323927092513	0.26563748149474437	0.2729370943855703	0.26864324585719324	0.2695697395130049	0.26275686278442745	0.2600717912518275	0.26457222063884167	0.2623313938468716	0.2600727912523275	0.26556867813743174	0.26950692823259625	0.2847907062573718	0.2808071722133457	0.218914310116802	0.20790264388382573	0.20411131589850867	0.20202562891434916	0.20202562891434916	0.19948525942994458	0.18411412900193935	0.19391852750788494	0.19391852750788494	0.19368721913183362	0.14578955016866346	0.151512313251113	0.15778587127787105	0.15453765085121043	0.15212870601809125
f9pp	0.18688358257660398	0.21876521254731446	0.10517707295786946	0.1581181626873801	0.1735444798399139	0.17725648038243502	0.18474815556543722	0.1841119578431386	0.15232954438752305	0.15123442113992697	0.15123562316796185	0.13346389788352342	0.0	0.00897904749129421	0.13581556410809875	0.13184014900717594	0.14634616247381038	0.16097533966762748	0.12406435439503424	0.41931165810564647	0.5024809687283895	0.4994501789605349	0.5826766659015808	0.4766007206907099	0.4901435804870225	0.4965491203684838	0.4972102617088162	0.532174261295565	0.5283256483069232	0.46281117497943064	0.4662084011158835	0.17377769396153872	0.16792037190607378	0.26448273754498364	0.20949507865610434	0.16431546327294425	0.19216669273767328	0.16301325932008578	0.17247017874960133	0.19873370223687642	0.19571727818721224	0.23108024460960067	0.21501110223010564	0.21533309044595816	0.24958886112828246	0.31444473329479317	0.2916384415166099	0.3444574714062997	0.3126117233250353	0.3333143857017894	0.2816206409857937	0.2704093976849159	0.3150519327006265	0.2634762481447628	0.27285221920336955	0.2922025758754266	0.27657493630532	0.280559517479611	0.2518717869084399	0.22182401230342758	0.21923184553077363	0.24843590661606454	0.24373217643833148	0.2343278275874517	0.24425527207524947	0.26677979126933415	0.2589848800548272	0.26628449294565315	0.26199064441727615	0.26291713807308775	0.25610426134451025	0.25341918981191036	0.2579196191989245	0.25567879240695446	0.2534201898124104	0.2589160766975146	0.26285432679267917	0.27813810481745466	0.27415457077342853	0.21226170867688487	0.2012500424439086	0.19745871445859153	0.19537302747443203	0.19537302747443203	0.19283265799002744	0.17746152756202221	0.1872659260679678	0.1872659260679678	0.18703461769191648	0.13913694872874632	0.14485971181119586	0.15113326983795392	0.1478850494112933	0.14547610457817411
f10pp	0.18256662570602938	0.2144482556767399	0.1008601160872949	0.1538012058168055	0.1692275229693393	0.17293952351186048	0.18043119869486268	0.179795000972564	0.14801258751694846	0.14691746426935237	0.14691866629738726	0.12914694101294888	0.00897904749129421	0.0	0.1314986072375242	0.12752319213660138	0.14202920560323584	0.1566583827970529	0.11974739752445968	0.4149947012350719	0.4981640118578149	0.49513322208996036	0.5783597090310063	0.47228376382013537	0.4858266236164479	0.4922321634979092	0.4928933048382417	0.5278573044249905	0.5240086914363487	0.45849421810885604	0.4618914442453089	0.16946073709096415	0.16360341503549924	0.26016578067440904	0.2051781217855298	0.15999850640236968	0.1878497358670987	0.15869630244951122	0.16815322187902676	0.19441674536630182	0.1914003213166377	0.2267632877390261	0.21069414535953107	0.2110161335753836	0.2452719042577079	0.3101277764242186	0.2873214846460353	0.34014051453572514	0.30829476645446074	0.3289974288312148	0.2773036841152191	0.2660924408143413	0.31073497583005194	0.2591592912741882	0.268535262332795	0.287885619004852	0.2722579794347454	0.2762425606090364	0.24755483003786533	0.21750705543285298	0.2149148886601991	0.24411894974548998	0.2394152195677569	0.23001087071687712	0.2399383152046749	0.2624628343987596	0.2546679231842527	0.2619675360750786	0.25767368754670156	0.25860018120251316	0.2517873044739357	0.2491022329413358	0.25360266232834994	0.2513618355363799	0.2491032329418358	0.25459911982694006	0.2585373699221046	0.27382114794688006	0.269837613902854	0.20794475180631034	0.19693308557333403	0.19314175758801694	0.1910560706038575	0.1910560706038575	0.18851570111945287	0.17314457069144762	0.18294896919739323	0.18294896919739323	0.18271766082134192	0.13481999185817176	0.1405427549406213	0.14681631296737935	0.14356809254071873	0.14115914770759957
w16pp	0.16901178827404084	0.20089341824475135	0.1141813406223619	0.16712243035187255	0.18254874750440633	0.1862607480469275	0.1937524232299297	0.19311622550763108	0.1613338120520155	0.1602386888044194	0.1602398908324543	0.1424681655480159	0.13581556410809875	0.1314986072375242	0.0	0.06345951741900593	0.07796553088564039	0.09259470807945747	0.05568372280686423	0.4014398638030834	0.4846091744258264	0.48157838465797176	0.5648048715990177	0.4587289263881468	0.4722717861844594	0.4786773260659207	0.4793384674062531	0.5143024669930019	0.5104538540043602	0.44493938067686756	0.44833660681332044	0.1559058996589756	0.1500485776035107	0.2466109432424205	0.19162328435354126	0.14644366897038114	0.17429489843511015	0.14514146501752268	0.15459838444703822	0.18086190793431328	0.17784548388464916	0.21320845030703756	0.19713930792754253	0.19746129614339505	0.23171706682571935	0.2965729389922301	0.27376664721404675	0.3265856771037366	0.2947399290224722	0.31544259139922626	0.2637488466832306	0.25253760338235276	0.2971801383980634	0.24560445384219964	0.25498042490080647	0.2743307815728635	0.2587031420027569	0.2626877231770479	0.23399999260587678	0.20395221800086444	0.20136005122821055	0.23056411231350143	0.22586038213576837	0.21645603328488858	0.22638347777268636	0.24890799696677104	0.24111308575226412	0.24841269864309004	0.24411885011471302	0.24504534377052464	0.23823246704194717	0.23554739550934725	0.2400478248963614	0.23780699810439135	0.23554839550984727	0.2410442823949515	0.24498253249011603	0.2602663105148916	0.25628277647086545	0.1943899143743218	0.18337824814134548	0.1795869201560284	0.17750123317186894	0.17750123317186894	0.17496086368746433	0.15958973325945908	0.1693941317654047	0.1693941317654047	0.16916282338935337	0.12126515442618321	0.12698791750863275	0.1332614755353908	0.13001325510873019	0.12760431027561103
F23HpA	0.16503637317311803	0.1969180031438285	0.11020592552143908	0.1631470152509497	0.1785733324034835	0.18228533294600469	0.18977700812900689	0.18914081040670824	0.15735839695109266	0.15626327370349657	0.15626447573153146	0.13849275044709305	0.13184014900717594	0.12752319213660138	0.06345951741900593	0.0	0.015249286082889005	0.029878463276706096	0.01836914605817571	0.3974644487021605	0.48063375932490354	0.47760296955704895	0.5608294564980949	0.45475351128722397	0.46829637108353656	0.47470191096499786	0.47536305230533027	0.510327051892079	0.5064784389034374	0.4409639655759447	0.4443611917123976	0.15193048455805278	0.14607316250258784	0.24263552814149766	0.1876478692526184	0.1424682538694583	0.17031948333418734	0.14116604991659984	0.15062296934611538	0.17688649283339047	0.1738700687837263	0.20923303520611472	0.1931638928266197	0.19348588104247222	0.22774165172479652	0.2925975238913072	0.26979123211312395	0.32261026200281373	0.29076451392154934	0.31146717629830345	0.25977343158230776	0.24856218828142992	0.29320472329714053	0.2416290387412768	0.2510050097998836	0.27035536647194064	0.25472772690183404	0.25871230807612505	0.23002457750495395	0.19997680289994163	0.19738463612728768	0.2265886972125786	0.22188496703484553	0.21248061818396574	0.22240806267176352	0.2449325818658482	0.23713767065134128	0.2444372835421672	0.24014343501379018	0.2410699286696018	0.23425705194102434	0.23157198040842442	0.23607240979543856	0.2338315830034685	0.23157298040892443	0.23706886729402865	0.2410071173891932	0.2562908954139687	0.2523073613699426	0.19041449927339893	0.17940283304042265	0.1756115050551056	0.17352581807094608	0.17352581807094608	0.1709854485865415	0.15561431815853627	0.16541871666448185	0.16541871666448185	0.16518740828843054	0.11728973932526038	0.12301250240770992	0.12928606043446797	0.12603784000780735	0.12362889517468818
S15Hp	0.17954238663975247	0.21142401661046298	0.12471193898807353	0.17765302871758418	0.19307934587011796	0.19679134641263912	0.20428302159564132	0.2036468238733427	0.17186441041772713	0.17076928717013104	0.17077048919816593	0.15299876391372752	0.14634616247381038	0.14202920560323584	0.07796553088564039	0.015249286082889005	0.0	0.032970012810751625	0.03287515952481017	0.41197046216879496	0.495139772791538	0.49210898302368344	0.5753354699647294	0.46925952475385846	0.482802384550171	0.4892079244316323	0.48986906577196476	0.5248330653587135	0.5209844523700717	0.45546997904257913	0.458867205179032	0.16643649802468724	0.16057917596922233	0.25714154160813213	0.2021538827192529	0.15697426733609277	0.18482549680082178	0.1556720633832343	0.16512898281274985	0.1913925063000249	0.1883760822503608	0.22373904867274919	0.20766990629325416	0.20799189450910668	0.24224766519143098	0.3071035373579417	0.2842972455797584	0.3371162754694482	0.30527052738818383	0.3259731897649379	0.2742794450489422	0.2630682017480644	0.30771073676377503	0.2561350522079113	0.2655110232665181	0.2848613799385751	0.2692337403684685	0.2732183215427595	0.2445305909715884	0.21448281636657607	0.21189064959392218	0.24109471067921306	0.23639098050148	0.2269866316506002	0.236914076138398	0.2594385953324827	0.2516436841179758	0.2589432970088017	0.25464944848042464	0.25557594213623624	0.2487630654076588	0.24607799387505888	0.250578423262073	0.24833759647010298	0.2460789938755589	0.25157488076066314	0.25551313085582766	0.27079690888060315	0.2668133748365771	0.20492051274003342	0.19390884650705711	0.19011751852174003	0.18803183153758057	0.18803183153758057	0.18549146205317596	0.1701203316251707	0.17992473013111632	0.17992473013111632	0.179693421755065	0.13179575279189484	0.13751851587434438	0.14379207390110244	0.14054385347444182	0.13813490864132266
S19H1	0.19417156383356954	0.22605319380428004	0.13934111618189063	0.19228220591140127	0.20770852306393506	0.21142052360645622	0.21891219878945842	0.21827600106715978	0.18649358761154422	0.18539846436394813	0.18539966639198302	0.1676279411075446	0.16097533966762748	0.1566583827970529	0.09259470807945747	0.029878463276706096	0.032970012810751625	0.0	0.047504336718627256	0.426599639362612	0.509768949985355	0.5067381602175005	0.5899646471585465	0.4838887019476755	0.49743156174398806	0.5038371016254494	0.5044982429657818	0.5394622425525306	0.5356136295638888	0.4700991562363962	0.4734963823728491	0.1810656752185043	0.1752083531630394	0.2717707188019492	0.21678305991306995	0.17160344452990983	0.19945467399463884	0.17030124057705137	0.1797581600065669	0.20602168349384198	0.20300525944417785	0.23836822586656625	0.22229908348707123	0.22262107170292375	0.25687684238524805	0.3217327145517588	0.29892642277357545	0.3517454526632653	0.3198997045820009	0.34060236695875495	0.28890862224275926	0.27769737894188146	0.3223399139575921	0.27076422940172834	0.28014020046033516	0.29949055713239214	0.28386291756228554	0.28784749873657656	0.2591597681654055	0.22911199356039313	0.22651982678773924	0.25572388787303013	0.25102015769529706	0.24161580884441727	0.25154325333221506	0.27406777252629977	0.26627286131179284	0.27357247420261877	0.2692786256742417	0.2702051193300533	0.26339224260147587	0.260707171068876	0.2652076004558901	0.2629667736639201	0.26070817106937594	0.2662040579544802	0.27014230804964473	0.2854260860744202	0.28144255203039414	0.2195496899338505	0.20853802370087418	0.2047466957155571	0.20266100873139764	0.20266100873139764	0.20012063924699303	0.18474950881898777	0.19455390732493338	0.19455390732493338	0.19432259894888207	0.1464249299857119	0.15214769306816145	0.1584212510949195	0.15517303066825888	0.15276408583513973
F6H1	0.15726057856097633	0.1891422085316868	0.1024301309092974	0.15537122063880804	0.17079753779134182	0.17450953833386298	0.18200121351686518	0.18136501579456654	0.149582602338951	0.1484874790913549	0.1484886811193898	0.13071695583495135	0.12406435439503424	0.11974739752445968	0.05568372280686423	0.01836914605817571	0.03287515952481017	0.047504336718627256	0.0	0.38968865409001885	0.47285796471276187	0.4698271749449073	0.5530536618859532	0.4469777166750823	0.4605205764713949	0.4669261163528562	0.4675872576931886	0.5025512572799373	0.4987026442912956	0.433188170963803	0.4365853971002559	0.14415468994591107	0.13829736789044617	0.23485973352935596	0.17987207464047672	0.1346924592573166	0.16254368872204564	0.13339025530445814	0.14284717473397368	0.16911069822124877	0.16609427417158462	0.20145724059397302	0.185388098214478	0.18571008643033055	0.21996585711265482	0.28482172927916555	0.2620154375009822	0.31483446739067206	0.28298871930940767	0.3036913816861617	0.2519976369701661	0.24078639366928822	0.28542892868499886	0.2338532441291351	0.24322921518774193	0.26257957185979897	0.24695193228969237	0.2509365134639834	0.22224878289281225	0.19220100828779993	0.189608841515146	0.2188129026004369	0.21410917242270383	0.20470482357182407	0.21463226805962182	0.23715678725370654	0.2293618760391996	0.23666148893002553	0.23236764040164848	0.23329413405746013	0.22648125732888263	0.22379618579628274	0.22829661518329686	0.22605578839132684	0.22379718579678276	0.22929307268188698	0.2332313227770515	0.24851510080182704	0.2445315667578009	0.18263870466125726	0.17162703842828098	0.1678357104429639	0.1657500234588044	0.1657500234588044	0.1632096539743998	0.14783852354639457	0.15764292205234015	0.15764292205234015	0.15741161367628886	0.10951394471311869	0.11523670779556824	0.1215102658223263	0.11826204539566565	0.1158531005625465
S3Hp	0.43045400986064736	0.46233563983135784	0.3976774346199096	0.4506185243494203	0.466044841501954	0.4697568420444752	0.4772485172274774	0.4766123195051788	0.4448299060495632	0.4437347828019671	0.443735984830002	0.4259642595455636	0.41931165810564647	0.4149947012350719	0.4014398638030834	0.3974644487021605	0.41197046216879496	0.426599639362612	0.38968865409001885	0.0	0.23027697367458944	0.22724618390673484	0.31047267084778085	0.4094704242705343	0.4230132840668469	0.4294188239483082	0.4300799652886406	0.4650439648753894	0.46119535188674765	0.39568087855925504	0.3990781046957079	0.24775499553426625	0.2907725322566224	0.3873348978955322	0.332347239006653	0.3194339664614107	0.3472851959261397	0.3549825890358599	0.36443950846537543	0.39070303195265055	0.38768660790298637	0.42304957432537477	0.40698043194587974	0.4073024201617323	0.44155819084405656	0.5064140630105674	0.48360777123238397	0.5364268011220739	0.5045810530408095	0.5252837154175635	0.47358997070156783	0.46237872740068997	0.5070212624164006	0.45544557786053685	0.4648215489191437	0.4841719055912007	0.4685442660210941	0.4725288471953851	0.443841116624214	0.4137933420192017	0.41120117524654776	0.44040523633183865	0.4357015061541056	0.4262971573032258	0.43622460179102357	0.4587491209851082	0.4509542097706013	0.4582538226614272	0.4539599741330502	0.4548864677888619	0.4480735910602844	0.44538851952768443	0.4498889489146986	0.44764812212272853	0.4453895195281845	0.45088540641328867	0.45482365650845324	0.4701074345332288	0.46612390048920266	0.404231038392659	0.3932193721596827	0.3894280441743656	0.38734235719020615	0.38734235719020615	0.38480198770580154	0.36943085727779634	0.3792352557837419	0.3792352557837419	0.3790039474076906	0.33110627844452045	0.33682904152696996	0.343102599553728	0.3398543791270674	0.36702849594266485
31343	0.5136233204833904	0.5455049504541009	0.48084674524265264	0.5337878349721633	0.549214152124697	0.5529261526672182	0.5604178278502204	0.5597816301279218	0.5279992166723062	0.5269040934247101	0.526905295452745	0.5091335701683066	0.5024809687283895	0.4981640118578149	0.4846091744258264	0.48063375932490354	0.495139772791538	0.509768949985355	0.47285796471276187	0.23027697367458944	0.0	0.010900820775529644	0.3162863202223254	0.49263973489327734	0.5061825946895899	0.5125881345710512	0.5132492759113836	0.5482132754981324	0.5443646625094907	0.47885018918199806	0.48224741531845094	0.33092430615700924	0.37394184287936544	0.47050420851827524	0.415516549629396	0.4026032770841537	0.43045450654888273	0.4381518996586029	0.44760881908811845	0.47387234257539357	0.4708559185257294	0.5062188849481177	0.49014974256862276	0.4904717307844753	0.5247275014667996	0.5895833736333103	0.566777081855127	0.6195961117448168	0.5877503636635524	0.6084530260403065	0.5567592813243109	0.545548038023433	0.5901905730391437	0.5386148884832799	0.5479908595418868	0.5673412162139437	0.5517135766438371	0.5556981578181281	0.527010427246957	0.4969626526419447	0.4943704858692908	0.5235745469545816	0.5188708167768485	0.5094664679259688	0.5193939124137665	0.5419184316078512	0.5341235203933443	0.5414231332841702	0.5371292847557932	0.5380557784116049	0.5312429016830273	0.5285578301504275	0.5330582595374416	0.5308174327454716	0.5285588301509275	0.5340547170360317	0.5379929671311963	0.5532767451559718	0.5492932111119457	0.487400349015402	0.47638868278242574	0.4725973547971086	0.4705116678129492	0.4705116678129492	0.46797129832854456	0.45260016790053936	0.4624045664064849	0.4624045664064849	0.46217325803043363	0.41427558906726347	0.419998352149713	0.42627191017647104	0.4230236897498104	0.45019780656540787
S10H1	0.5105925307155358	0.5424741606862462	0.47781595547479805	0.5307570452043087	0.5461833623568425	0.5498953628993637	0.5573870380823658	0.5567508403600672	0.5249684269044517	0.5238733036568556	0.5238745056848905	0.5061027804004521	0.4994501789605349	0.49513322208996036	0.48157838465797176	0.47760296955704895	0.49210898302368344	0.5067381602175005	0.4698271749449073	0.22724618390673484	0.010900820775529644	0.0	0.3132555304544708	0.48960894512542275	0.5031518049217354	0.5095573448031967	0.510218486143529	0.5451824857302778	0.5413338727416361	0.4758193994141435	0.47921662555059635	0.32789351638915465	0.37091105311151085	0.4674734187504206	0.41248575986154135	0.39957248731629913	0.42742371678102814	0.4351211098907483	0.44457802932026386	0.4708415528075389	0.4678251287578748	0.5031880951802632	0.48711895280076817	0.4874409410166207	0.521696711698945	0.5865525838654557	0.5637462920872724	0.6165653219769622	0.5847195738956978	0.605422236272452	0.5537284915564562	0.5425172482555785	0.587159783271289	0.5355840987154252	0.5449600697740321	0.5643104264460891	0.5486827868759825	0.5526673680502735	0.5239796374791024	0.4939318628740901	0.4913396961014362	0.5205437571867271	0.515840027008994	0.5064356781581142	0.516363122645912	0.5388876418399967	0.5310927306254898	0.5383923435163157	0.5340984949879386	0.5350249886437503	0.5282121119151728	0.5255270403825729	0.530027469769587	0.527786642977617	0.5255280403830729	0.5310239272681772	0.5349621773633417	0.5502459553881172	0.5462624213440911	0.48436955924754743	0.47335789301457115	0.4695665650292541	0.4674808780450946	0.4674808780450946	0.46494050856068997	0.4495693781326847	0.4593737766386303	0.4593737766386303	0.45914246826257904	0.4112447992994089	0.4169675623818584	0.42324112040861644	0.4199928999819558	0.4471670167975533
530075	0.5938190176565817	0.6257006476272922	0.561042442415844	0.6139835321453546	0.6294098492978885	0.6331218498404096	0.6406135250234117	0.6399773273011131	0.6081949138454976	0.6070997905979015	0.6071009926259364	0.589329267341498	0.5826766659015808	0.5783597090310063	0.5648048715990177	0.5608294564980949	0.5753354699647294	0.5899646471585465	0.5530536618859532	0.31047267084778085	0.3162863202223254	0.3132555304544708	0.0	0.5728354320664687	0.5863782918627813	0.5927838317442427	0.593444973084575	0.6284089726713238	0.6245603596826821	0.5590458863551895	0.5624431124916422	0.4111200033302006	0.4541375400525568	0.5506999056914665	0.4957122468025873	0.4827989742573451	0.5106502037220741	0.5183475968317943	0.5278045162613099	0.5540680397485849	0.5510516156989207	0.5864145821213091	0.5703454397418142	0.5706674279576667	0.604923198639991	0.6697790708065017	0.6469727790283184	0.6997918089180082	0.6679460608367438	0.6886487232134979	0.6369549784975022	0.6257437351966244	0.670386270212335	0.6188105856564712	0.6281865567150781	0.647536913387135	0.6319092738170284	0.6358938549913195	0.6072061244201483	0.577158349815136	0.5745661830424822	0.603770244127773	0.59906651395004	0.5896621650991601	0.599589609586958	0.6221141287810427	0.6143192175665357	0.6216188304573617	0.6173249819289846	0.6182514755847962	0.6114385988562188	0.6087535273236189	0.613253956710633	0.611013129918663	0.6087545273241188	0.6142504142092231	0.6181886643043877	0.6334724423291631	0.629488908285137	0.5675960461885934	0.556584379955617	0.5527930519703	0.5507073649861405	0.5507073649861405	0.548166995501736	0.5327958650737307	0.5426002635796763	0.5426002635796763	0.5423689552036249	0.49447128624045483	0.5001940493229043	0.5064676073496625	0.5032193869230017	0.5303935037385993
S1Hp	0.4877430724457108	0.5196247024164213	0.45496649720497306	0.5079075869344837	0.5233339040870175	0.5270459046295386	0.5345375798125409	0.5339013820902422	0.5021189686346267	0.5010238453870306	0.5010250474150655	0.48325332213062705	0.4766007206907099	0.47228376382013537	0.4587289263881468	0.45475351128722397	0.46925952475385846	0.4838887019476755	0.4469777166750823	0.4094704242705343	0.49263973489327734	0.48960894512542275	0.5728354320664687	0.0	0.19659498955418775	0.203000529435649	0.2036616707759814	0.23862567036273025	0.23477705737408844	0.16926258404659586	0.1726598101830487	0.30504405811932966	0.34806159484168586	0.4446239604805956	0.38963630159171636	0.37672302904647414	0.40457425851120316	0.41227165162092333	0.42172857105043887	0.44799209453771394	0.4449756704880498	0.4803386369104382	0.4642694945309432	0.46459148274679574	0.49884725342912	0.5637031255956307	0.5408968338174474	0.5937158637071372	0.5618701156258729	0.5825727780026269	0.5308790332866312	0.5196677899857534	0.564310325001464	0.5127346404456004	0.5221106115042071	0.5414609681762641	0.5258333286061575	0.5298179097804485	0.5011301792092775	0.4710824046042651	0.4684902378316112	0.4976942989169021	0.492990568739169	0.4835862198882892	0.493513664376087	0.5160381835701717	0.5082432723556648	0.5155428852464907	0.5112490367181137	0.5121755303739253	0.5053626536453478	0.5026775821127479	0.507178011499762	0.504937184707792	0.5026785821132479	0.5081744689983522	0.5121127190935166	0.5273964971182922	0.5234129630742661	0.46152010097772245	0.45050843474474617	0.4467171067594291	0.4446314197752696	0.4446314197752696	0.442091050290865	0.42671991986285973	0.43652431836880534	0.43652431836880534	0.43629300999275406	0.3883953410295839	0.3941181041120334	0.40039166213879146	0.39714344171213084	0.4243175585277283
S26Hp	0.5012859322420233	0.5331675622127339	0.46850935700128565	0.5214504467307963	0.53687676388333	0.5405887644258512	0.5480804396088534	0.5474442418865548	0.5156618284309392	0.5145667051833431	0.514567907211378	0.49679618192693964	0.4901435804870225	0.4858266236164479	0.4722717861844594	0.46829637108353656	0.482802384550171	0.49743156174398806	0.4605205764713949	0.4230132840668469	0.5061825946895899	0.5031518049217354	0.5863782918627813	0.19659498955418775	0.0	0.11498438820554041	0.1156455295458728	0.17719395496006646	0.17334534197142468	0.15585308710941964	0.1592503132458725	0.31858691791564225	0.36160445463799845	0.45816682027690825	0.403179161388029	0.39026588884278673	0.41811711830751574	0.4258145114172359	0.43527143084675146	0.4615349543340266	0.4585185302843624	0.4938814967067508	0.4778123543272558	0.4781343425431083	0.5123901132254326	0.5772459853919434	0.55443969361376	0.6072587235034499	0.5754129754221855	0.5961156377989395	0.5444218930829439	0.533210649782066	0.5778531847977766	0.5262775002419129	0.5356534713005197	0.5550038279725767	0.5393761884024701	0.5433607695767612	0.51467303900559	0.48462526440057774	0.4820330976279238	0.5112371587132147	0.5065334285354817	0.49712907968460185	0.5070565241723997	0.5295810433664843	0.5217861321519773	0.5290857450428033	0.5247918965144263	0.5257183901702379	0.5189055134416605	0.5162204419090605	0.5207208712960747	0.5184800445041046	0.5162214419095605	0.5217173287946647	0.5256555788898293	0.5409393569146048	0.5369558228705786	0.47506296077403504	0.46405129454105876	0.46025996655574164	0.4581742795715822	0.4581742795715822	0.4556339100871776	0.4402627796591724	0.45006717816511793	0.45006717816511793	0.44983586978906664	0.4019382008258965	0.407660963908346	0.41393452193510405	0.41068630150844343	0.4378604183240409
530154	0.5076914721234846	0.5395731020941952	0.47491489688274696	0.5278559866122576	0.5432823037647914	0.5469943043073126	0.5544859794903148	0.5538497817680161	0.5220673683124005	0.5209722450648044	0.5209734470928393	0.503201721808401	0.4965491203684838	0.4922321634979092	0.4786773260659207	0.47470191096499786	0.4892079244316323	0.5038371016254494	0.4669261163528562	0.4294188239483082	0.5125881345710512	0.5095573448031967	0.5927838317442427	0.203000529435649	0.11498438820554041	0.0	0.007099410192154442	0.18359949484152774	0.17975088185288596	0.1622586269908809	0.16565585312733377	0.32499245779710356	0.36800999451945976	0.46457236015836956	0.4095847012694903	0.39667142872424804	0.42452265818897705	0.4322200512986972	0.44167697072821277	0.4679404942154879	0.4649240701658237	0.5002870365882122	0.4842178942087171	0.48453988242456963	0.5187956531068939	0.5836515252734047	0.5608452334952213	0.6136642633849112	0.5818185153036468	0.6025211776804008	0.5508274329644052	0.5396161896635273	0.5842587246792379	0.5326830401233742	0.542059011181981	0.561409367854038	0.5457817282839315	0.5497663094582225	0.5210785788870513	0.49103080428203905	0.4884386375093851	0.517642698594676	0.512938968416943	0.5035346195660632	0.513462064053861	0.5359865832479456	0.5281916720334386	0.5354912849242646	0.5311974363958876	0.5321239300516992	0.5253110533231218	0.5226259817905218	0.527126411177536	0.5248855843855659	0.5226269817910218	0.528122868676126	0.5320611187712906	0.5473448967960661	0.54336136275204	0.48146850065549635	0.47045683442252006	0.46666550643720295	0.4645798194530435	0.4645798194530435	0.4620394499686389	0.4466683195406337	0.45647271804657924	0.45647271804657924	0.45624140967052795	0.4083437407073578	0.4140665037898073	0.42034006181656536	0.41709184138990474	0.4442659582055022
